Network,G11,G12,G21,G22,Gs,GW
Comb_AS_C_E,0.1840830449826988,0.008235294117647058,0.008235294117647058,0.11474999999999998,0.4786909602076127,0.5110583910034604
Comb_AS_C_M,0.28622448979591814,0.001984126984126984,0.001984126984126984,0.13858024691358023,0.516981607457798,0.5512251196775007
Comb_AS_C_PS,0.07917819725546915,0.0028405721027217955,0.0028405721027217955,0.013888888888888888,0.2474663775542215,0.2574768995853083
Comb_AS_C_RS,0.16999999999999996,0.005833333333333332,0.005833333333333332,0.013888888888888888,0.5204921929214497,0.5339639073643775
Comb_AS_CC_C,0.014878892733564013,-0.0023126185958254265,-0.0023126185958254265,0.23928930283608754,0.2295145046781466,0.2843083255854114
Comb_AS_CC_E,0.1851562499999999,0.005801971326164875,0.005801971326164875,0.1921545108828346,0.369255056661581,0.41254572978830567
Comb_AS_CC_M,0.2119656108167419,-0.0030834914611005686,-0.0030834914611005686,0.08194444444444444,0.35868934174702205,0.383255974514278
Comb_AS_CC_PS,0.024691358024691357,0.006984408364139916,0.006984408364139916,0.05752793699395532,0.2095481191976571,0.21315501518845115
Comb_AS_CC_RS,0.14725280726453335,0.0029652605459057064,0.0029652605459057064,0.023668639053254437,0.35836528691836944,0.3622628906161791
Comb_AS_E_M,0.284375,0.011666666666666664,0.011666666666666664,0.20399999999999996,0.5351202256944447,0.6056571180555559
Comb_AS_E_PS,0.20177777777777767,0.008344698016703903,0.008344698016703903,0.07564811463494364,0.2905536733858929,0.3336758737857567
Comb_AS_E_RS,0.20177777777777767,0.008148148148148154,0.008148148148148154,0.16296296296296295,0.42743053120527064,0.48149791704515693
Comb_AS_M_PS,0.0809917355371901,0.0034706626418709936,0.0034706626418709936,0.08022100078915505,0.2764992464155754,0.2958213340759064
Comb_AS_M_RS,0.17923875432525954,0.007486631016042779,0.007486631016042779,0.0809917355371901,0.5235167723193447,0.5423046090326968
Comb_AS_PS_RS,0.02,0.01819647176447463,0.01819647176447463,0.030578726491215628,0.2895063184940277,0.29364779964435295
Comb_C_E_M,0.38891966759002805,0.013450292397660815,0.013450292397660815,0.03456790123456792,0.7276469682979378,0.7228377962449984
Comb_C_E_PS,0.15366496657617118,0.006825237227248634,0.006825237227248634,0.006944444444444444,0.32054896823447376,0.3234513628938144
Comb_C_E_RS,0.16020761245674725,0.016042780748663096,0.016042780748663096,0.029752066115702486,0.4749102766355953,0.4808153151749993
Comb_C_M_PS,0.26803324236195564,-0.0015920556121542433,-0.0015920556121542433,0,0.3446694655305827,0.34531232819476493
Comb_C_M_RS,0.40918367346938755,0.005555555555555556,0.005555555555555556,0.017283950617283952,0.6197830057949105,0.6213120433358528
Comb_C_PS_RS,0.15515750439226222,0.018181818181818177,0.018181818181818177,0.008264462809917354,0.30315453084628774,0.30540837109666635
Comb_CC_C_E,0.3029585798816566,0.011794871794871792,0.011794871794871792,0.010879980005604778,0.41235970571803504,0.4583091550258138
Comb_CC_C_M,0.5409999999999996,0,0,0.008568020717521154,0.4266745495580785,0.49450294527000316
Comb_CC_C_PS,0.12733309531547166,-0.0032066312708686003,-0.0032066312708686003,0.005555555555555555,0.1354150528584743,0.13338557910660687
Comb_CC_C_RS,0.12555413286583345,0.0051470588235294126,0.0051470588235294126,0.017187499999999998,0.3602273322821165,0.3706773226294361
Comb_CC_E_M,0.49166666666666653,0.01916666666666666,0.01916666666666666,0.02447995501261075,0.3449463776420416,0.4486427552840833
Comb_CC_E_PS,0.6781249999999996,0.010648148148148144,0.010648148148148144,0.011458801873185003,0.2592692962547559,0.459167459367962
Comb_CC_E_RS,0.09445983379501377,-5.47577051642191e-4,-5.47577051642191e-4,0.16840189446267947,0.2544525045038528,0.3166153862935267
Comb_CC_M_PS,0.02712251559095804,-0.00433430025427636,-0.00433430025427636,0.8876033057851243,0.11040275132419416,0.14290125785150282
Comb_CC_M_RS,0.16840189446267947,-7.431402843715449e-4,-7.431402843715449e-4,0.04948979591836735,0.23966438177416893,0.288824311544409
Comb_CC_PS_RS,0.01673226294684227,-0.0153408255274296,-0.0153408255274296,0.15010762743260472,0.12427184691747038,0.13005858342984
Comb_E_M_PS,0.49166666666666653,0.010648148148148144,0.010648148148148144,0.04249065188468911,0.292548935102319,0.4388368652767579
Comb_E_M_RS,0.49166666666666653,0.01916666666666666,0.01916666666666666,0.015999999999999993,0.379399505048535,0.4597074163908704
Comb_E_PS_RS,0.10858725761772849,-0.007273679804874866,-0.007273679804874866,0.17408931938929306,0.17744798377887558,0.22376337588742598
Comb_M_PS_RS,0.06363636363636363,0.02272727272727272,0.02272727272727272,0.1339016151878447,0.17043705789620797,0.19412173793866994
