1	1	100	-20.405038	2.500368	-25.689205	6.906015	-5.721325	-13.740081	-17.126191	0.284504	-5.172257	4.153134	6.792469	-14.365065	-17.480415	-10.733031	-6.609833
2	1	100	-19.418462	3.001527	-18.958716	7.066074	-6.559302	-14.068669	-19.563075	-1.674569	0.399521	6.705154	6.987266	-19.432619	-15.289497	-12.959159	-5.495844
3	1	100	-21.423461	2.779728	-24.379427	7.244095	-10.091927	-18.056611	-17.229600	-2.074200	-12.777232	5.141997	7.239567	-8.163889	-12.906437	-16.415940	-1.165368
4	3	23	-17.599083	-0.201351	-23.520837	7.834463	-9.314833	-13.874340	-17.456996	3.479972	-3.763734	4.995908	3.675802	-17.549974	-16.582756	-15.215424	-6.115678
4	3	34	8.820679	4.955024	12.641529	-10.951105	9.415148	7.030828	9.011395	9.152065	13.197238	-10.733928	-16.529401	-2.289834	-4.025624	6.119848	-13.776753
4	3	43	-12.495909	-0.201351	-18.184899	7.834462	-9.314804	-13.860787	-13.491438	3.479972	2.151348	3.457606	2.629932	-13.987328	-17.595167	-15.215239	-8.827923
5	2	7	4.507994	8.514480	12.660843	-10.916206	4.733424	5.432577	11.165502	1.154088	3.579614	-10.598954	-12.495866	-0.852850	4.151039	4.743355	-7.914130
5	2	93	4.509064	8.514481	12.664422	-11.147650	10.476413	5.432652	11.345104	1.154093	9.856551	-12.176671	-13.934734	-0.836794	-2.093653	4.774034	-15.038779
6	3	73	-22.359153	0.372673	-21.424382	6.211133	-0.646210	-11.275812	-11.759846	2.001734	-9.699316	5.074615	5.089982	-12.759795	-13.218218	-10.286822	-4.576728
6	3	26	-17.691755	0.372673	-21.430662	1.772400	3.090420	-4.252980	-5.205633	2.002045	-8.642307	1.616507	3.534514	-10.819025	-12.513794	-6.370883	-7.572842
6	3	1	0.260756	5.796113	2.536146	3.035898	0.738740	-3.725229	5.058445	6.668826	5.095304	-4.337314	-3.598290	9.716887	3.498781	1.579008	1.875648
7	1	100	-21.958499	3.060736	-28.374191	6.609738	-8.838141	-9.443956	-20.550308	1.977035	-11.432973	3.027573	5.938050	-15.227997	-17.524780	-9.227761	-7.198918
8	10	22	-8.766272	1.934316	-20.906893	6.554522	-1.743567	-11.142407	-23.019950	5.676812	-8.096933	4.114383	6.468366	-9.760877	-14.936507	-7.528210	-2.211824
8	10	50	7.183661	6.327488	9.465925	-6.775849	3.432503	9.091522	0.057159	8.377419	-11.200259	-3.261367	-7.482280	6.311881	10.170706	6.601771	1.346792
8	10	8	-5.934349	1.956054	-7.451387	6.554471	-1.705030	-6.932331	-11.097567	5.676811	3.165863	-0.393624	0.317360	-2.157606	-11.365929	-7.505148	0.780878
8	10	1	5.059058	6.327488	4.190859	-1.092694	-5.004967	5.779254	-3.776997	8.377418	-4.567382	0.088163	-4.475670	-5.125516	5.425274	3.149825	6.554388
8	10	1	6.671822	6.327488	9.044249	-1.124370	-2.999175	6.434555	-1.020557	8.377415	-0.140002	-2.133827	-4.518616	-3.504660	5.512966	3.809506	5.951766
8	10	1	6.463662	6.327488	8.416948	-1.124249	-3.235480	6.355340	-1.252667	8.377416	-0.682140	-1.164832	-4.509200	-3.716195	5.483581	3.710636	6.092836
8	10	1	3.075714	6.327480	-2.060156	2.926233	-4.281044	4.388097	-2.321693	8.377271	-0.200973	-1.213283	1.013126	-4.623742	4.524439	-1.198552	4.345426
8	10	1	8.078332	6.327488	11.666578	-0.581549	-1.449561	5.739820	0.217531	8.377364	4.927100	-4.832382	-9.163114	-1.794304	5.669763	4.174064	2.291526
8	10	1	3.494511	6.327485	-1.460748	2.813826	-4.896904	4.662991	-3.034736	8.377398	-2.009702	-1.043978	0.918771	-4.901728	5.041577	-0.365828	4.805314
8	10	1	8.020888	6.327488	11.006895	-0.079420	-1.844585	5.312087	0.213173	8.377345	5.650460	-4.501077	-7.257187	-1.987553	5.462066	3.859943	2.493098
9	4	19	-18.844286	0.105325	-14.731482	4.995144	-2.419728	-9.418067	-14.410458	0.011513	-8.662322	3.022603	5.953796	-15.307096	-20.437598	-10.925427	-5.905651
9	4	32	-0.571226	3.409521	11.301724	-5.688227	7.250613	8.303214	6.689765	2.075411	-1.667142	-8.058840	-10.429660	-9.418135	-2.612294	0.848388	-8.947380
9	4	43	3.333892	6.085225	12.054186	-5.688227	10.065938	8.322618	8.022617	5.712633	-1.654944	-8.085635	-10.429663	-9.389150	-2.612294	4.090993	-8.947494
9	4	6	3.310229	6.083955	12.034755	-5.688227	4.847602	8.322618	5.461078	5.712631	-5.491171	-7.471179	-10.429048	-9.553727	3.997111	4.090936	-4.730278
10	6	17	4.890288	4.690944	8.173884	-5.844320	10.536165	7.044473	6.175704	6.680244	-7.039476	-8.974566	-8.692591	2.179711	-1.718885	5.124942	-5.351319
10	6	40	-12.756051	-0.745442	-15.560127	6.420530	5.233831	-10.323137	-5.601933	1.911352	-5.290777	-4.930855	3.899524	-4.585450	-9.548330	-8.984324	-11.417013
10	6	5	4.890294	4.690944	8.989473	-5.844320	10.536165	7.044473	6.175704	6.680244	-4.504524	-8.974566	-8.859122	-4.280716	-1.718884	5.124942	-5.351502
10	6	34	-12.756052	-0.745442	-16.039957	6.420530	5.233831	-10.323137	-5.601933	1.911352	-7.165753	-4.930855	3.899541	1.872451	-9.548330	-8.984324	-11.416954
10	6	2	4.843418	4.690944	8.175898	-5.843624	4.378181	7.040722	6.163962	6.680169	-6.876539	-8.780740	-7.707925	-3.031632	5.492115	5.124926	-1.900667
10	6	2	4.843418	4.690944	7.907378	-5.843624	4.378180	7.040722	6.163962	6.680169	-11.705210	-8.780740	-7.635559	3.428153	5.492131	5.124926	-1.900659
11	6	20	-16.528123	0.453427	-6.196758	8.259676	-3.507889	-15.352973	-5.029116	0.556500	4.790115	-2.381425	1.508051	-4.309314	-17.963060	-17.287768	-9.327179
11	6	6	-6.076862	0.453427	1.333435	3.337232	1.554380	-5.789991	0.317561	0.930215	5.460945	-8.648652	-6.284410	-3.673783	-7.591088	-9.833918	-8.621303
11	6	48	-21.310797	0.453427	-18.299789	8.319592	-8.334156	-17.274706	-18.140326	0.556205	-5.929747	3.195983	7.760564	-15.169484	-17.963573	-17.287800	-9.922886
11	6	1	9.388081	6.026393	12.405356	-5.001981	3.273739	6.515816	8.593513	6.020465	4.378840	-11.453272	-12.887201	-3.787711	4.603905	3.884144	-5.016086
11	6	18	9.388201	6.026393	12.665359	-8.234375	8.155365	6.515837	8.594047	6.020465	9.631049	-11.472777	-15.471728	-3.553393	-1.838072	3.884145	-12.939227
