8	10	-8.766272	1.934316	-20.906893	6.554522	-1.743567	-11.142407	-23.019950	5.676812	-8.096933	4.114383	6.468366	-9.760877	-14.936507	-7.528210	-2.211824	7.183661	6.327488	9.465925	-6.775849	3.432503	9.091522	0.057159	8.377419	-11.200259	-3.261367	-7.482280	6.311881	10.170706	6.601771	1.346792	-5.934349	1.956054	-7.451387	6.554471	-1.705030	-6.932331	-11.097567	5.676811	3.165863	-0.393624	0.317360	-2.157606	-11.365929	-7.505148	0.780878	5.059058	6.327488	4.190859	-1.092694	-5.004967	5.779254	-3.776997	8.377418	-4.567382	0.088163	-4.475670	-5.125516	5.425274	3.149825	6.554388	6.671822	6.327488	9.044249	-1.124370	-2.999175	6.434555	-1.020557	8.377415	-0.140002	-2.133827	-4.518616	-3.504660	5.512966	3.809506	5.951766	6.463662	6.327488	8.416948	-1.124249	-3.235480	6.355340	-1.252667	8.377416	-0.682140	-1.164832	-4.509200	-3.716195	5.483581	3.710636	6.092836	3.075714	6.327480	-2.060156	2.926233	-4.281044	4.388097	-2.321693	8.377271	-0.200973	-1.213283	1.013126	-4.623742	4.524439	-1.198552	4.345426	8.078332	6.327488	11.666578	-0.581549	-1.449561	5.739820	0.217531	8.377364	4.927100	-4.832382	-9.163114	-1.794304	5.669763	4.174064	2.291526	3.494511	6.327485	-1.460748	2.813826	-4.896904	4.662991	-3.034736	8.377398	-2.009702	-1.043978	0.918771	-4.901728	5.041577	-0.365828	4.805314	8.020888	6.327488	11.006895	-0.079420	-1.844585	5.312087	0.213173	8.377345	5.650460	-4.501077	-7.257187	-1.987553	5.462066	3.859943	2.493098
23	10	-5.653072	2.202420	-7.859539	5.492560	2.626685	-10.144602	0.300297	2.031685	3.297122	-2.268448	2.395399	5.092607	-12.983949	-11.509550	-9.860942	-5.333956	2.202425	-6.844207	3.492619	3.436034	-8.825978	0.420695	2.031680	3.693005	-3.819900	0.761313	5.599250	-12.573915	-10.509244	-10.602261	6.467147	5.479059	5.943746	-5.382046	9.901819	-5.265309	4.708487	7.608551	1.699979	-3.543716	-5.644768	12.432821	-8.534421	-1.833925	-3.239463	11.665718	5.479082	11.495990	-11.922675	9.997460	6.970056	10.039999	7.608585	1.732894	-9.430709	-11.451255	8.769355	-1.952568	2.568138	-4.701175	-19.651850	2.202412	-22.348437	6.873415	-6.872880	-15.648564	-13.702599	2.031628	-6.836158	2.863435	6.217003	-16.206653	-18.669771	-15.939290	-8.465939	-5.594670	2.202420	-7.465691	5.076970	2.952326	-9.983803	0.353697	2.031682	3.408646	-2.578007	2.066825	5.220679	-12.806238	-11.204329	-10.206933	-5.017412	2.202441	-7.012742	1.019903	2.834259	-6.473685	0.432575	2.031720	3.028891	-1.014123	-0.506019	6.043182	-12.542501	-10.144446	-6.036848	-5.247307	2.202428	-6.747471	2.886813	3.480124	-8.191154	0.426940	2.031683	3.725570	-4.177821	0.292573	5.706773	-12.552526	-10.372852	-10.503982	-5.031484	2.202439	-6.815299	1.174822	3.416356	-6.539085	0.432954	2.031713	3.233440	-2.075677	-0.660499	5.995747	-12.536560	-10.143938	-5.641868	-5.187167	2.202437	-8.524693	4.973687	0.733905	-7.737117	0.317652	2.031726	3.177430	-0.593554	2.067006	5.737144	-13.106727	-10.742703	-7.784666
27	10	10.061144	5.824690	13.345577	0.803299	6.717691	6.483870	8.511529	6.133164	7.723218	-4.241555	-13.180099	-2.137870	8.399805	8.930824	-4.228352	-7.717029	1.408207	-3.516056	6.214582	3.152368	-4.428332	-5.523884	1.116453	8.504155	-0.555364	-4.610466	-3.105086	-9.461570	-3.272289	-4.569850	10.060475	5.824283	13.344140	1.424616	6.744881	6.483832	8.856038	6.133162	7.830758	-4.546387	-12.327216	-2.138167	8.398213	8.920955	-4.235973	10.061243	5.824887	13.345833	-0.883606	6.510630	6.483899	7.742593	6.133164	6.716978	-3.702425	-14.791586	-2.108523	8.482218	8.938781	-3.509205	-6.600412	2.223108	-6.397828	6.539397	3.056355	-4.399860	-5.191488	1.283604	8.633946	-0.649979	1.274705	-3.277717	-9.579729	-1.472094	-4.090658	-10.346747	1.404282	-6.028581	7.450848	2.111473	-4.199654	-11.810097	1.038906	-1.730107	3.845479	4.844686	-10.172790	-9.406332	1.198323	-2.806240	10.060291	5.824895	13.343490	-1.637119	5.594318	6.483881	7.534020	6.133163	5.804631	-3.573590	-15.119009	1.726734	8.976317	8.934124	-1.601136	-9.548658	1.839819	-5.002099	7.732732	1.615271	-5.260103	-13.539546	1.067283	-1.843959	4.970286	5.377811	-9.270325	-8.760769	1.826782	-2.348562	6.595283	5.823824	9.435050	-2.224725	-0.922311	2.022216	-4.225815	6.117041	-2.014225	8.777364	-4.741293	5.945197	6.149786	7.878693	0.488234	10.061344	5.824870	13.346069	-0.333855	6.626023	6.483896	7.948619	6.133164	7.197815	-3.835130	-14.404121	-2.136233	8.414128	8.937997	-4.084895
31	10	-16.357784	-0.553373	-14.027986	0.980146	3.730195	-7.767381	-9.891269	1.522906	-1.089620	2.445039	5.222998	-11.028059	-15.625542	-4.255022	-6.769368	-10.165713	-0.553373	-2.376246	-4.182306	4.499060	7.989019	-1.150406	1.522910	-3.104939	-2.637642	-1.858336	-7.149709	-7.347191	2.453201	-3.520659	11.731821	5.265870	12.698066	-8.127734	9.867603	8.186327	9.499933	8.076640	8.084664	-10.296607	-13.303947	-1.394648	-2.778679	6.145802	-9.172017	-16.364460	-0.553373	-13.392872	0.973596	3.942472	-7.767402	-8.612909	1.522906	-0.637670	2.018876	5.246047	-10.237114	-15.632140	-4.255712	-6.309889	-16.401513	-0.553373	-13.179895	1.091690	3.997259	-7.767409	-8.033430	1.522906	-0.522723	1.738544	5.262666	-9.967808	-15.642396	-4.256167	-6.147470	-16.560643	-0.553373	-13.985702	2.078406	3.610055	-7.767408	-8.500077	1.522906	-1.148334	0.789911	5.327606	-10.806445	-15.708783	-4.258925	-6.448397	-16.532587	-0.553373	-15.221687	2.370875	3.114179	-7.767365	-12.048953	1.522906	-1.939226	1.670683	5.307765	-12.293880	-15.710907	-4.259100	-7.650703	-16.479331	-0.553373	-15.235497	1.913432	3.171545	-7.767347	-12.068338	1.522906	-2.084980	2.410112	5.257410	-12.520185	-15.673914	-4.256090	-7.724939	-16.421320	-0.553373	-14.795576	1.401961	3.410216	-7.767356	-11.292940	1.522906	-1.736134	2.671578	5.226870	-12.025930	-15.643710	-4.254915	-7.321272	-16.473349	-0.553373	-13.146074	1.349810	3.982044	-7.767416	-7.420741	1.522906	-0.531913	1.267320	5.287321	-9.814269	-15.661988	-4.256902	-6.101885
39	10	3.642608	6.832439	6.355126	-3.349092	2.261753	8.998607	7.953830	6.315296	-6.225905	-3.138689	-6.709440	-0.913967	10.329848	4.775483	1.282788	0.609533	3.664770	6.241192	0.799259	2.572752	7.763688	5.128688	1.721255	-6.792998	-4.358495	-3.796753	-1.432700	9.605521	-0.635523	0.885020	1.287657	6.617527	4.169077	-1.629365	0.728400	9.119451	7.932232	6.071813	-6.081574	-2.507476	-8.222848	-0.945307	9.532622	4.522054	2.169547	3.765248	6.799639	6.412657	-3.468379	2.451845	8.931291	7.889695	6.314221	-6.226284	-3.244734	-6.287154	-0.985181	10.374341	4.785511	1.198673	3.802615	6.572232	6.458054	-3.046277	2.816067	8.679186	7.575358	6.284960	-6.205719	-3.446420	-5.279381	-1.161983	10.349055	4.786580	1.034347	3.259332	6.846749	6.120789	-2.982876	1.898808	9.071762	8.008300	6.315486	-6.222373	-2.956130	-7.323153	-0.812913	10.195479	4.748541	1.460718	3.398199	5.951660	6.440307	-1.423095	2.920420	8.323891	6.939219	6.010468	-6.276751	-3.496486	-4.512523	-1.294502	10.135877	4.542362	0.920123	-4.878022	2.406066	-1.815077	5.076227	-2.130011	6.948623	4.852891	1.350838	-6.334022	-6.538938	-3.291329	-8.988489	5.165284	-6.127955	2.518702	-0.918327	5.498484	3.249694	-0.865849	-0.436455	8.722774	7.246087	2.830160	-6.049736	-2.195281	-7.657565	-3.304037	8.435189	2.107262	2.764328	3.012947	6.840848	5.923236	-2.775161	1.722438	9.091953	8.017408	6.315239	-6.217155	-2.876786	-7.539259	-0.781020	10.115662	4.731022	1.556658
56	10	-10.748056	2.906946	-14.426448	1.602860	2.810329	-8.614012	0.284632	-0.272852	-0.183094	-4.422498	-0.889424	5.014128	-15.467345	-7.967763	-2.946720	-14.093163	2.906945	-20.021736	6.891907	-2.279963	-10.481806	-9.509840	-0.272852	1.646144	-1.056447	1.783602	0.540895	-11.606367	-10.325933	0.427511	8.609911	9.216853	4.965948	-7.083773	4.633870	6.851141	8.331257	4.491031	-0.463413	-9.803992	-14.050718	9.887105	8.085844	1.477397	2.500484	1.878169	9.215109	-0.649520	5.732868	-1.396815	-2.722396	-0.187411	4.491031	5.240994	-3.065858	-2.927234	3.811097	1.439964	-6.027502	1.525622	7.307001	9.219023	2.198681	-3.909301	1.648365	6.809045	6.360540	4.491031	-3.666237	-8.924343	-6.108187	7.655883	7.973040	0.925805	3.360203	3.446523	9.221406	1.863501	2.032217	-4.484448	1.888367	2.807715	4.491031	2.621296	-3.608181	-6.246839	3.813082	4.655120	-3.033797	6.154467	-14.613668	2.906945	-15.516137	6.892672	-2.668242	-10.485502	-9.846739	-0.272852	2.238392	-1.646406	-0.100210	-1.178181	-12.198494	-10.928666	0.085758	4.835479	9.220750	3.168239	1.956499	-2.396779	2.077191	3.834583	4.491031	2.594389	-6.907725	-4.039963	3.894135	5.976936	-1.361079	3.531313	7.534311	9.218754	2.450524	-6.332530	2.083930	6.857987	6.907277	4.491031	-3.151617	-9.398194	-7.544272	8.014194	8.065882	1.066215	2.965831	7.903360	9.218244	2.969075	-8.701476	2.833399	6.863492	7.806034	4.491031	-2.296869	-9.745786	-10.340472	8.750913	8.173745	1.260274	2.780025
66	10	10.012146	6.712743	13.304432	4.884679	3.261665	6.823985	9.616360	5.735375	7.239845	-15.132754	-11.791146	2.834982	7.993220	6.288791	-9.453682	10.066502	6.712846	13.304213	4.175233	3.239982	6.873299	9.617601	5.741477	6.821036	-17.106688	-12.797231	2.794163	7.975504	6.309383	-9.627698	-15.894905	2.279574	-13.623481	8.769341	-5.814976	-17.008770	-3.781241	-0.313366	4.241381	-3.041112	2.696279	6.926549	-12.931262	-14.625920	-1.732808	10.097868	6.712854	13.304094	0.381831	3.237289	6.913426	9.617562	5.743324	5.167767	-12.677640	-12.538770	2.761821	7.964231	6.317023	-9.206173	-4.102552	2.294384	-14.732689	8.448583	-8.597627	-3.445338	-11.860906	0.528296	-0.283908	2.121597	5.624656	-1.380914	-1.099533	-8.229033	-1.330244	10.096025	6.712854	13.304094	2.238899	3.237415	6.909201	9.617810	5.743291	5.944584	-17.056039	-12.817568	2.765249	7.964882	6.316827	-9.655658	9.735395	6.708404	13.292049	5.860830	3.697274	6.622571	9.596683	5.682591	7.898615	-11.791622	-8.536736	3.001853	8.002543	6.135823	-8.436232	3.522574	6.704974	4.524934	1.971152	-7.594764	0.169402	1.909109	5.742867	4.096828	-0.550716	-3.968112	7.652242	5.572835	0.147992	1.381664	10.075512	6.712854	13.286243	-3.720737	2.339343	6.893094	9.588805	5.743325	2.039786	-8.864950	-10.336968	6.344680	8.637849	6.266513	-1.860174	10.097946	6.712854	13.304092	-1.436968	3.237129	6.913968	9.617225	5.743325	3.817925	-11.919147	-11.848953	3.176635	7.964291	6.317021	-4.903704
70	10	-6.432892	3.261247	-14.415777	0.800339	7.105371	-3.475652	-5.809922	8.023784	-6.349551	-0.931188	2.576274	7.079334	-8.323457	-0.100487	0.173146	4.703995	7.377604	0.232510	1.393625	3.617150	-2.885156	-5.080082	8.094046	-5.249348	2.298433	5.219925	3.957353	-2.312261	5.174372	1.921656	10.652140	7.379366	7.017145	-3.862565	6.650117	5.640821	8.281887	8.093766	3.405746	-12.491675	-0.375802	10.323289	9.297954	7.040953	-0.653004	-1.695184	6.571147	-3.553465	-3.408034	7.865246	7.852797	-1.281634	8.023784	-11.677088	-0.985872	-1.982044	6.095313	-3.062098	1.788202	-2.029723	2.551243	7.344459	-2.460880	0.669709	8.842221	-3.312349	3.559478	8.093950	-0.033190	-6.341286	2.860250	9.948746	-8.222008	3.350551	0.418090	2.419513	7.316033	-0.524673	0.639770	9.116566	-3.212175	3.916540	8.092296	4.506351	-10.253486	1.802712	10.306040	-7.133369	4.569200	-0.461228	3.171968	7.360067	-1.814650	0.661258	8.759794	-3.286979	1.682757	8.094040	-1.164610	-3.140446	3.282842	9.103376	-7.610330	4.941044	0.535005	2.535212	7.317135	-0.416375	0.631115	9.159790	-3.184455	3.927416	8.092353	4.619570	-10.554745	1.729346	10.315854	-6.764615	4.747007	-0.549959	4.784716	7.356293	0.557844	0.145094	9.601815	-1.708112	5.149026	8.093390	5.076643	-13.936395	0.880480	10.310893	-4.009904	5.725240	-1.572916	4.121367	7.372969	-0.551407	0.860130	7.154193	-3.138747	-1.580597	8.094046	-5.054329	0.649715	4.314786	4.951633	-4.287960	5.543547	0.955729
74	10	-11.433520	1.817330	-9.889065	6.537069	7.068081	-7.030716	-3.366121	2.004392	-4.905490	-1.644338	1.828704	-0.167163	-6.557011	-6.099192	-4.313843	-21.383729	0.283749	-15.517867	9.615874	-3.618057	-11.506936	-9.209789	2.004392	-5.417898	3.528888	6.491980	-19.176078	-14.046250	-12.382766	-6.611440	8.410174	6.897087	7.761376	-5.891757	3.684452	5.797050	9.378292	4.749724	-0.618119	-7.105138	-7.497148	-4.518871	9.896506	5.729678	0.290860	8.426568	6.897086	7.776140	-5.855713	3.851798	5.797051	9.380618	4.749724	-0.613199	-7.163054	-7.609461	-4.525639	9.890201	5.742265	0.244896	-12.234185	1.411698	-6.687838	6.205811	7.068586	-6.988105	-2.833400	2.004392	1.879681	-1.773571	0.950754	-1.778163	-7.660263	-6.118439	-4.982734	10.690014	6.882960	13.642703	-0.307679	6.722662	5.797052	10.558769	4.749725	5.723017	-12.683810	-14.615535	-3.844123	7.533374	5.775506	-9.617252	8.475363	6.897037	7.806500	-5.229878	4.136203	5.797052	9.393503	4.749725	-0.598694	-7.237139	-7.821207	-4.537354	9.877210	5.757654	0.177962	9.472959	6.895903	9.581169	-2.908152	6.262575	5.797053	9.949649	4.749725	0.272574	-7.377308	-9.441789	-2.889816	9.389951	5.775436	-0.354813	8.403475	6.897087	7.755240	-5.894567	3.612586	5.797050	9.377512	4.749724	-0.619925	-7.076873	-7.451483	-4.516049	9.899060	5.723360	0.312394	9.610133	6.895670	10.104649	-2.732094	6.479913	5.797053	10.022303	4.749725	0.436717	-7.413191	-9.646493	-2.377102	9.212280	5.775480	-0.524463
76	10	9.583843	8.025946	12.095179	0.405009	1.891656	7.421597	10.285343	6.069561	1.880171	-15.790139	-7.412044	6.038208	8.062847	2.529981	-0.858675	9.089966	8.025946	11.903378	0.565553	1.967126	7.355644	10.185308	6.069561	2.290677	-15.867383	-7.151840	1.954383	7.989660	2.530686	-1.132757	7.129583	8.025946	11.645754	0.859852	1.648373	7.263491	9.942402	6.069561	0.547761	-13.583080	-6.911991	-4.887944	7.592053	2.310991	-0.896159	8.707913	8.025946	11.823341	0.646907	1.946404	7.327077	10.121352	6.069561	2.194637	-15.157463	-7.059043	-1.043400	7.919176	2.509742	-1.192805	-12.867367	1.911454	-11.072659	8.201832	-3.662439	-11.772304	-8.571231	0.952969	3.471266	-1.865840	2.930842	-8.881134	-17.605590	-18.325761	-9.718302	9.548756	8.025946	12.115096	0.444804	1.819888	7.421127	10.283206	6.069561	1.706022	-15.275727	-7.456149	6.142065	7.997687	2.497270	-0.804885	9.480402	8.025946	12.111695	0.494918	1.779216	7.412088	10.273343	6.069561	1.597932	-14.994937	-7.460398	6.014539	7.937989	2.470313	-0.803709	-19.282734	1.911454	-21.434846	8.201969	-8.372236	-11.772780	-14.577230	0.952969	-8.532164	3.974027	5.212994	-21.934309	-17.699675	-18.325776	-9.911307	-14.234782	1.911454	-14.621224	7.495081	1.707139	-6.293896	-4.919449	0.952969	-2.414807	-1.789482	3.674189	-10.007228	-9.517123	-13.501860	-4.981595	9.151535	8.025946	12.061733	0.655085	1.736669	7.365741	10.220147	6.069561	1.275869	-14.372032	-7.393455	4.846129	7.776417	2.408117	-0.917299
