1	4	44	6.365006	-12.037000	-19.260936	-14.923757	10.051589	-10.831821	-18.842992	-4.467996	-6.131536	-10.369649	-7.817653	10.611553	-4.213044	7.661670	-1.271507	-0.487192	4.942950	9.541943	6.030030	-4.550057	-5.617312	-6.032093	-14.039160	-22.427468	-19.325118	-3.361654	2.492077	5.723629	-7.227984
1	4	44	6.365006	-12.037000	-19.260936	-14.923809	10.051589	-10.831821	-19.845333	-7.780151	-6.132166	2.724894	-7.817653	10.611554	-4.213044	7.661670	4.353070	4.978832	-0.864095	-16.167263	-10.377915	6.864013	6.729691	6.306961	9.311755	7.916704	9.677923	7.624287	8.121288	2.444581	7.013736
1	4	9	-6.374997	5.884948	10.201851	4.338191	-14.107059	7.173660	4.275178	6.488158	6.080073	-10.369649	6.003225	-15.520998	7.645199	7.661670	-1.271507	-0.487192	4.942950	9.541943	6.030030	-4.550057	-5.617312	-6.032093	-14.039160	-22.427468	-19.325118	-3.361654	2.492077	5.723629	-7.227984
1	4	3	-6.354909	5.884843	10.199159	4.291269	-14.025275	7.173508	3.930285	3.176001	6.080073	2.724894	6.003223	-15.421926	7.645199	7.661670	4.353070	4.978832	-0.864095	-16.167263	-10.377916	6.864013	6.729691	6.306961	9.311755	7.916704	9.677923	7.624287	8.121288	2.444581	7.013736
2	4	53	-12.442592	5.231354	9.217044	6.202218	-14.384475	7.970848	6.435488	-0.870650	8.129786	5.265711	6.089565	-14.225570	8.780803	6.673460	6.406159	6.637771	-1.688713	-24.687943	-13.642279	7.022950	8.370936	5.598631	11.873073	11.770862	8.631956	6.616334	6.086101	2.292879	7.351062
2	4	36	5.684084	-7.995738	-15.500032	-11.216501	6.537793	-6.039232	-11.396548	-7.881335	-2.803788	5.265711	-9.030250	7.083201	-2.401704	6.673460	6.406159	6.637771	-1.688713	-24.687943	-13.642278	7.022950	8.370936	5.598631	11.873073	11.770862	8.631956	6.616334	6.086101	2.292879	7.351062
2	4	9	-12.445141	5.231354	9.224268	6.202218	-20.658121	7.970848	6.929228	5.100765	8.129786	-3.722229	6.089565	-16.891601	8.780803	6.673460	2.242255	0.013303	5.917272	7.873743	7.490189	-3.779376	-9.017539	-9.832544	-9.840467	-13.990418	-20.366050	-5.465073	-1.986775	5.695099	-3.677762
2	4	2	5.684084	-7.995738	-15.491410	-11.216501	6.534934	-6.039232	-8.615914	-1.909920	-2.803788	-3.722229	-9.030250	7.073838	-2.401704	6.673460	2.242255	0.013303	5.917272	7.873743	7.490189	-3.779375	-9.021177	-9.832544	-9.840467	-13.990418	-20.366050	-5.465073	-1.986775	5.695099	-3.677762
3	4	28	-9.499690	6.173732	10.063142	8.531614	-18.338240	6.187802	6.817199	7.468335	6.938710	-9.042220	6.562252	-20.764525	8.353996	8.523571	4.463481	2.418415	7.387413	9.785151	7.668962	2.849312	-5.881334	-7.710118	-11.319841	-21.971969	-18.113376	-1.615787	-7.376773	7.981401	-8.705731
3	4	25	7.179478	-7.962243	-17.004869	-9.191343	9.571627	-7.689735	-11.993164	-7.339204	-5.429264	6.651267	-4.345074	8.319904	-0.964261	8.523571	6.033672	5.831905	-0.460723	-25.353117	-13.626993	7.582669	7.010190	6.858252	8.975565	10.166132	11.411612	7.609055	5.876794	3.684808	3.220453
3	4	34	-9.499680	6.173732	10.063142	8.531525	-13.591110	6.187802	6.812826	1.110119	6.938672	6.651267	6.562248	-14.209959	8.353996	8.523571	6.033672	5.831905	-0.460723	-25.353117	-13.626993	7.582669	7.010190	6.858252	8.975565	10.166132	11.411612	7.609055	5.876794	3.684808	3.220453
3	4	13	7.179478	-7.962243	-17.004869	-9.191307	9.571612	-7.689735	-5.808751	-0.980989	-5.429261	-9.042220	-4.343124	8.319876	-0.964261	8.523571	4.463481	2.418415	7.387413	9.785151	7.668962	2.849312	-5.881334	-7.710118	-11.319841	-21.971969	-18.113376	-1.615787	-7.376773	7.981401	-8.705731
4	4	20	-2.589855	4.310094	-2.703483	1.919154	-10.584429	-0.573407	-5.027962	3.398755	5.403554	7.590577	2.130662	1.931287	5.427418	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182
4	4	47	6.112541	-9.941662	-18.487973	-9.793482	8.921528	-12.135944	-14.496771	-5.088349	-2.981057	7.590577	-6.742093	10.340408	-3.977908	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182
4	4	32	-12.449145	7.517603	7.466450	8.495573	-18.710142	6.210155	5.832926	3.527403	5.445691	7.590577	6.984225	-8.685464	5.856829	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182
4	4	1	-12.449145	7.517603	7.466450	8.495573	-18.862460	6.210155	5.833262	8.746463	5.445691	-6.369665	6.984226	-9.616713	5.856829	6.398596	-0.084991	3.432265	1.746245	0.735139	-0.122915	-1.873800	1.387113	4.553873	-7.430956	-4.841226	-2.860674	1.575000	-6.852892	4.268896	-3.644682
5	2	77	7.511736	-13.270475	-18.906000	-9.195819	9.840703	-5.857158	-17.026772	-4.948864	-4.425960	-20.234151	-11.586803	5.902094	-3.430878	6.129071	-3.098159	0.258264	3.860461	10.317590	6.937513	-5.126800	-7.366098	-10.735702	-11.909659	-16.307137	-22.820633	-6.419490	-2.366536	6.561350	-8.238485
5	2	23	-9.355736	4.182087	10.324350	7.385090	-18.924454	9.354918	5.340507	7.507206	7.704896	-20.234151	5.829949	-20.705352	6.873279	6.129071	-3.098159	0.258264	3.860461	10.317590	6.937513	-5.126800	-7.366098	-10.735702	-11.909659	-16.307137	-22.820633	-6.419490	-2.366536	6.561350	-8.238485
6	4	78	6.288077	-12.049228	-16.650648	-9.498429	10.699795	-9.889443	-19.375760	-5.981813	-6.266701	-12.546922	-10.883334	10.447940	-5.711047	7.309394	-0.670775	3.177455	8.020403	11.209427	3.821015	-4.121274	-11.576488	-3.739010	-15.467173	-23.920771	-20.602787	-5.819570	-2.267605	7.495031	-12.596466
6	4	14	6.288077	-12.049228	-16.650648	-9.498427	10.699796	-9.889443	-19.382237	-11.119885	-6.266701	4.337895	-10.883334	10.453928	-5.711047	7.309394	4.985334	9.093479	-3.496298	-14.001925	-12.128919	6.524500	7.361803	6.699131	9.415954	6.855584	9.452493	6.934095	6.164411	3.800101	4.577334
6	4	7	-11.878048	4.796693	12.083486	6.537608	-8.909816	8.591043	4.471374	6.114192	6.268691	-12.546922	2.179249	-13.454144	6.543224	7.309394	-0.670775	3.177455	8.020403	11.209427	3.821015	-4.121274	-11.576488	-3.739010	-15.467173	-23.920771	-20.602787	-5.819570	-2.267605	7.495031	-12.596466
6	4	1	-11.877951	4.796683	12.083379	6.520862	-7.767613	8.590815	3.281694	0.976121	6.268691	4.337895	2.162115	-9.955248	6.529998	7.309394	4.985334	9.093479	-3.496298	-14.001925	-12.128919	6.524500	7.361803	6.699131	9.415954	6.855584	9.452493	6.934095	6.164411	3.800101	4.577334
7	2	31	-7.320095	6.086274	9.372084	6.189077	-15.822564	5.485264	7.631794	6.677556	5.326786	-17.126793	5.449783	-18.664215	4.321792	3.812988	-5.136776	-1.642831	4.695370	9.550579	7.277160	-5.492579	-7.809470	-8.211623	-13.776256	-14.582842	-14.143892	-4.840317	-5.915193	5.891623	-8.430025
7	2	69	6.684248	-10.643034	-19.258049	-7.855304	9.802014	-12.635448	-15.435931	-2.185201	-7.080151	-17.126793	-11.575615	9.179879	-5.809073	3.812988	-5.136776	-1.642831	4.695370	9.550579	7.277160	-5.492578	-7.809470	-8.211623	-13.776256	-14.582842	-14.143892	-4.840317	-5.914778	5.891623	-8.430025
8	6	26	5.590220	-9.599549	-9.505414	-11.281125	8.872205	-11.166154	-17.248455	-6.219068	-3.806929	7.170859	-7.047282	8.490222	-2.578053	6.903746	5.942132	7.210103	-2.360528	-22.546670	-20.600790	9.455407	7.024856	8.242922	11.644328	8.786144	10.027132	8.674974	7.587268	2.450023	4.540056
8	6	9	-13.055088	5.077389	11.888958	6.050554	-11.459061	6.745372	5.687756	1.458073	5.648605	7.170859	7.754794	-10.366828	7.384730	6.903746	5.942132	7.210103	-2.360528	-22.546670	-20.600790	9.455407	7.024856	8.242922	11.644328	8.786144	10.027132	8.674974	7.587268	2.450023	4.540056
8	6	22	5.590208	-9.599478	-9.495882	-11.281125	8.750595	-11.166154	-13.544331	-0.362337	-3.806919	-9.841024	-7.043337	8.480536	-2.571112	6.903746	2.517965	1.821698	6.309764	-3.810345	-4.420699	4.599258	1.243671	3.205870	3.161267	5.776673	2.144840	8.674545	7.581332	2.450032	-1.090768
8	6	29	-13.055094	5.077389	11.889170	6.050555	-15.664744	6.745372	6.682034	7.314800	5.648605	-9.841024	7.788146	-15.149909	7.384957	6.903746	2.517965	1.821698	6.309764	-3.810345	-4.420699	4.599258	1.243671	3.205870	3.161267	5.776673	2.144840	8.674545	7.581332	2.450032	-1.090768
8	6	11	-13.055094	5.077389	11.889170	6.050555	-15.664744	6.745372	6.682034	7.314801	5.648605	-16.048084	7.788146	-15.149909	7.384957	6.903746	2.495847	1.821698	6.309764	2.174207	-1.416687	4.594396	-5.143857	-0.244297	-2.181619	-16.493869	-11.065757	0.553047	-4.255902	7.743227	-12.210479
8	6	3	5.590208	-9.599478	-9.495882	-11.281125	8.750594	-11.166154	-13.544331	-0.362337	-3.806919	-16.048084	-7.043337	8.480536	-2.571112	6.903746	2.495847	1.821698	6.309764	2.174207	-1.416687	4.594396	-5.143857	-0.244297	-2.181619	-16.493869	-11.065757	0.553047	-4.255902	7.743227	-12.210479
9	3	21	4.183196	-10.967655	-14.911793	-5.750664	8.947306	-4.841648	-17.086142	-6.102450	-7.032540	-8.982941	-10.661369	8.018919	-5.549890	6.755603	0.124543	-0.771944	6.272368	9.882448	4.026905	-2.384251	-10.739845	-8.089016	-16.676820	-20.689142	-18.419273	-0.836717	0.909417	5.844930	-5.738708
