1	4	6.365006	-12.037000	-19.260936	-14.923757	10.051589	-10.831821	-18.842992	-4.467996	-6.131536	-10.369649	-7.817653	10.611553	-4.213044	7.661670	-1.271507	-0.487192	4.942950	9.541943	6.030030	-4.550057	-5.617312	-6.032093	-14.039160	-22.427468	-19.325118	-3.361654	2.492077	5.723629	-7.227984	6.365006	-12.037000	-19.260936	-14.923809	10.051589	-10.831821	-19.845333	-7.780151	-6.132166	2.724894	-7.817653	10.611554	-4.213044	7.661670	4.353070	4.978832	-0.864095	-16.167263	-10.377915	6.864013	6.729691	6.306961	9.311755	7.916704	9.677923	7.624287	8.121288	2.444581	7.013736	-6.374997	5.884948	10.201851	4.338191	-14.107059	7.173660	4.275178	6.488158	6.080073	-10.369649	6.003225	-15.520998	7.645199	7.661670	-1.271507	-0.487192	4.942950	9.541943	6.030030	-4.550057	-5.617312	-6.032093	-14.039160	-22.427468	-19.325118	-3.361654	2.492077	5.723629	-7.227984	-6.354909	5.884843	10.199159	4.291269	-14.025275	7.173508	3.930285	3.176001	6.080073	2.724894	6.003223	-15.421926	7.645199	7.661670	4.353070	4.978832	-0.864095	-16.167263	-10.377916	6.864013	6.729691	6.306961	9.311755	7.916704	9.677923	7.624287	8.121288	2.444581	7.013736
2	4	-12.442592	5.231354	9.217044	6.202218	-14.384475	7.970848	6.435488	-0.870650	8.129786	5.265711	6.089565	-14.225570	8.780803	6.673460	6.406159	6.637771	-1.688713	-24.687943	-13.642279	7.022950	8.370936	5.598631	11.873073	11.770862	8.631956	6.616334	6.086101	2.292879	7.351062	5.684084	-7.995738	-15.500032	-11.216501	6.537793	-6.039232	-11.396548	-7.881335	-2.803788	5.265711	-9.030250	7.083201	-2.401704	6.673460	6.406159	6.637771	-1.688713	-24.687943	-13.642278	7.022950	8.370936	5.598631	11.873073	11.770862	8.631956	6.616334	6.086101	2.292879	7.351062	-12.445141	5.231354	9.224268	6.202218	-20.658121	7.970848	6.929228	5.100765	8.129786	-3.722229	6.089565	-16.891601	8.780803	6.673460	2.242255	0.013303	5.917272	7.873743	7.490189	-3.779376	-9.017539	-9.832544	-9.840467	-13.990418	-20.366050	-5.465073	-1.986775	5.695099	-3.677762	5.684084	-7.995738	-15.491410	-11.216501	6.534934	-6.039232	-8.615914	-1.909920	-2.803788	-3.722229	-9.030250	7.073838	-2.401704	6.673460	2.242255	0.013303	5.917272	7.873743	7.490189	-3.779375	-9.021177	-9.832544	-9.840467	-13.990418	-20.366050	-5.465073	-1.986775	5.695099	-3.677762
3	4	-9.499690	6.173732	10.063142	8.531614	-18.338240	6.187802	6.817199	7.468335	6.938710	-9.042220	6.562252	-20.764525	8.353996	8.523571	4.463481	2.418415	7.387413	9.785151	7.668962	2.849312	-5.881334	-7.710118	-11.319841	-21.971969	-18.113376	-1.615787	-7.376773	7.981401	-8.705731	7.179478	-7.962243	-17.004869	-9.191343	9.571627	-7.689735	-11.993164	-7.339204	-5.429264	6.651267	-4.345074	8.319904	-0.964261	8.523571	6.033672	5.831905	-0.460723	-25.353117	-13.626993	7.582669	7.010190	6.858252	8.975565	10.166132	11.411612	7.609055	5.876794	3.684808	3.220453	-9.499680	6.173732	10.063142	8.531525	-13.591110	6.187802	6.812826	1.110119	6.938672	6.651267	6.562248	-14.209959	8.353996	8.523571	6.033672	5.831905	-0.460723	-25.353117	-13.626993	7.582669	7.010190	6.858252	8.975565	10.166132	11.411612	7.609055	5.876794	3.684808	3.220453	7.179478	-7.962243	-17.004869	-9.191307	9.571612	-7.689735	-5.808751	-0.980989	-5.429261	-9.042220	-4.343124	8.319876	-0.964261	8.523571	4.463481	2.418415	7.387413	9.785151	7.668962	2.849312	-5.881334	-7.710118	-11.319841	-21.971969	-18.113376	-1.615787	-7.376773	7.981401	-8.705731
4	4	-2.589855	4.310094	-2.703483	1.919154	-10.584429	-0.573407	-5.027962	3.398755	5.403554	7.590577	2.130662	1.931287	5.427418	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182	6.112541	-9.941662	-18.487973	-9.793482	8.921528	-12.135944	-14.496771	-5.088349	-2.981057	7.590577	-6.742093	10.340408	-3.977908	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182	-12.449145	7.517603	7.466450	8.495573	-18.710142	6.210155	5.832926	3.527403	5.445691	7.590577	6.984225	-8.685464	5.856829	6.398596	6.069823	7.802999	-9.059994	-22.260914	-19.171631	8.708874	8.077177	6.411455	8.095378	10.010962	10.316141	6.425378	3.473049	2.252071	7.586182	-12.449145	7.517603	7.466450	8.495573	-18.862460	6.210155	5.833262	8.746463	5.445691	-6.369665	6.984226	-9.616713	5.856829	6.398596	-0.084991	3.432265	1.746245	0.735139	-0.122915	-1.873800	1.387113	4.553873	-7.430956	-4.841226	-2.860674	1.575000	-6.852892	4.268896	-3.644682
6	4	6.288077	-12.049228	-16.650648	-9.498429	10.699795	-9.889443	-19.375760	-5.981813	-6.266701	-12.546922	-10.883334	10.447940	-5.711047	7.309394	-0.670775	3.177455	8.020403	11.209427	3.821015	-4.121274	-11.576488	-3.739010	-15.467173	-23.920771	-20.602787	-5.819570	-2.267605	7.495031	-12.596466	6.288077	-12.049228	-16.650648	-9.498427	10.699796	-9.889443	-19.382237	-11.119885	-6.266701	4.337895	-10.883334	10.453928	-5.711047	7.309394	4.985334	9.093479	-3.496298	-14.001925	-12.128919	6.524500	7.361803	6.699131	9.415954	6.855584	9.452493	6.934095	6.164411	3.800101	4.577334	-11.878048	4.796693	12.083486	6.537608	-8.909816	8.591043	4.471374	6.114192	6.268691	-12.546922	2.179249	-13.454144	6.543224	7.309394	-0.670775	3.177455	8.020403	11.209427	3.821015	-4.121274	-11.576488	-3.739010	-15.467173	-23.920771	-20.602787	-5.819570	-2.267605	7.495031	-12.596466	-11.877951	4.796683	12.083379	6.520862	-7.767613	8.590815	3.281694	0.976121	6.268691	4.337895	2.162115	-9.955248	6.529998	7.309394	4.985334	9.093479	-3.496298	-14.001925	-12.128919	6.524500	7.361803	6.699131	9.415954	6.855584	9.452493	6.934095	6.164411	3.800101	4.577334
10	4	8.685925	-8.187054	-14.589233	-4.301383	6.252633	-7.818973	-14.279994	-10.290449	-6.035338	7.027804	-12.190061	10.021977	-4.066980	6.937445	4.705085	3.328224	1.338930	-14.405523	-20.242580	7.463988	7.958566	2.669373	3.148234	8.127483	10.611656	9.589449	4.139359	5.798343	5.806246	-6.802753	6.064631	9.961123	6.785273	-19.020607	6.569513	4.699274	0.703642	4.627424	7.027804	5.003123	-12.947782	6.680285	6.937445	4.705085	3.328224	1.338930	-14.405523	-20.242580	7.463988	7.958566	2.669373	3.148234	8.127483	10.611656	9.589449	4.139359	5.798343	5.806246	8.685925	-8.187054	-14.589170	-4.301383	6.252626	-7.818973	-14.261752	-4.384833	-6.035336	-8.788907	-12.190061	10.021977	-4.066980	6.937445	-1.667020	-2.152564	7.580728	7.996992	0.722880	-3.671397	-4.314864	-5.650973	-11.838792	-22.151428	-8.786894	-0.500284	-6.760471	6.564464	-7.432051	-6.802751	6.064631	10.019993	6.795094	-19.025777	6.569533	7.416478	6.609258	4.627424	-8.788907	5.012176	-19.528019	6.680487	6.937445	-1.667020	-2.152564	7.580728	7.996992	0.722880	-3.671397	-4.314864	-5.650973	-11.838792	-22.151428	-8.786894	-0.500274	-6.760471	6.564464	-7.432048
11	4	4.388772	-6.197328	-12.607695	-10.597299	8.136443	-11.752167	-9.461681	-14.703019	-4.579881	7.308246	-11.290037	11.013386	-7.910843	7.877917	5.368791	7.186807	-2.537437	-18.443136	-14.962770	6.336223	7.148256	4.797455	8.161492	9.996261	8.025932	8.236573	7.520067	-0.544285	5.930031	-10.392846	6.772316	9.340354	5.166097	-10.254151	6.157228	-0.571001	-2.713434	7.056481	7.308246	3.725270	-5.594526	5.238627	7.877917	5.368791	7.186807	-2.537437	-18.443136	-14.962770	6.336223	7.148256	4.797455	8.161492	9.996261	8.025932	8.236573	7.520067	-0.544285	5.930031	-10.402317	6.778027	10.264894	7.253514	-17.268380	6.165615	7.272014	3.159158	7.056481	-13.634070	5.589903	-12.189992	5.253406	7.877917	-0.772143	1.062436	4.603566	10.223239	6.568371	-6.401668	-6.041404	-11.908740	-8.843443	-24.770743	-21.769168	-3.217866	-5.145158	5.397575	-7.029335	4.388772	-6.197328	-12.607695	-10.597299	8.136443	-11.752167	-9.461681	-8.830719	-4.579881	-13.634070	-11.290037	11.012399	-7.910843	7.877917	-0.772143	1.062436	4.603566	10.223239	6.568371	-6.401668	-6.041404	-11.908740	-8.843443	-24.770743	-21.769168	-3.217866	-5.145158	5.397575	-7.029335
17	4	7.211806	-11.116023	-18.745253	-10.144951	11.197232	-11.321168	-14.046115	-12.820034	-6.838005	6.816761	-12.354805	9.982056	-5.842328	8.306630	5.920846	5.971421	-1.594996	-17.194453	-12.533907	5.603507	6.498193	7.488339	9.763758	12.576416	10.344166	7.454524	6.050638	-0.020854	2.955059	-8.219308	4.861025	9.454064	6.325050	-13.352101	5.632359	0.556211	-2.090802	6.158047	6.816761	4.030990	-10.477791	6.575634	8.306630	5.920846	5.971421	-1.594996	-17.194453	-12.533907	5.603507	6.498193	7.488339	9.763758	12.576416	10.344166	7.454524	6.050638	-0.020854	2.955059	7.211806	-11.116023	-18.745252	-10.144951	11.197232	-11.321168	-14.042701	-6.727898	-6.837827	-9.580751	-12.354805	9.982056	-5.842328	8.306630	1.983225	-0.462508	4.432353	10.424565	7.636257	-3.189376	-5.786314	-11.139498	-13.367886	-16.033921	-13.596566	-2.941169	-3.922490	6.418406	-15.377165	-8.816336	4.861026	9.638085	7.233351	-18.555667	5.640324	4.839569	4.001335	6.158047	-9.580751	4.888941	-17.569157	6.576406	8.306630	1.983225	-0.462508	4.432353	10.424565	7.636257	-3.189376	-5.786314	-11.139498	-13.367886	-16.051250	-13.596580	-2.941169	-3.922490	6.418406	-15.377165
18	4	5.925389	-11.890132	-19.484499	-10.515833	11.153770	-12.435082	-13.708589	-5.273314	-4.332576	-15.096959	-8.647287	8.114105	-1.725982	8.754885	1.307182	2.032104	5.978308	10.222173	6.774024	-2.720968	-11.761947	-13.254744	-7.788936	-18.961843	-16.282887	-6.068758	-3.428203	9.105205	-8.461100	5.925389	-11.890132	-19.484499	-10.515833	11.153770	-12.435082	-15.252597	-9.646384	-4.332576	5.175731	-8.647287	8.114105	-1.725982	8.754885	7.774964	7.865022	-5.486485	-21.436499	-5.360476	5.524385	6.226035	6.018354	10.271787	7.137363	10.459933	5.859479	6.901268	3.724840	8.843656	-7.342872	4.753572	8.162576	6.690351	-10.252921	5.350120	5.524762	7.105774	6.732544	-15.096959	5.834223	-20.836798	7.148480	8.754885	1.307182	2.032104	5.978308	10.222173	6.774024	-2.720968	-11.761947	-13.254744	-7.788936	-18.961843	-16.282887	-6.068758	-3.428203	9.105205	-8.462161	-7.342871	4.753572	8.162571	6.690344	-8.432620	5.350118	5.524457	2.732704	6.731319	5.175731	5.834106	-20.836788	7.148460	8.754885	7.774964	7.865022	-5.486485	-21.436499	-5.360476	5.524385	6.226035	6.018354	10.271787	7.137363	10.459933	5.859479	6.901268	3.724840	8.843656
22	4	-8.468432	6.715339	9.980570	5.805203	-16.983058	9.582971	6.426552	2.812480	6.636968	7.704815	6.571717	-19.928348	4.792405	8.500341	7.419115	7.605519	0.665955	-17.158525	-14.559396	6.377959	9.133203	6.582119	10.263048	10.149387	8.288247	8.156233	6.409535	1.107048	6.182528	6.779947	-8.923984	-16.364778	-12.448202	7.212384	-6.213648	-14.143779	-8.844550	-6.165246	7.704815	-8.486169	9.915352	-4.843620	8.500341	7.419115	7.605519	0.665955	-17.158525	-14.559396	6.377959	9.133203	6.582119	10.263048	10.149387	8.288247	8.156233	6.409535	1.107048	6.182528	6.779947	-8.923984	-16.364635	-12.448175	7.178242	-6.212619	-13.607958	-4.011364	-6.165246	-2.268044	-8.486169	9.915352	-4.829325	8.500341	4.547583	2.534232	7.694762	6.711841	7.383371	-0.836591	-5.127970	-7.056410	-6.774586	-23.270046	-20.753012	-3.847311	-5.354289	4.872855	-6.951101	-8.468432	6.715339	9.992993	5.805203	-19.643166	9.582972	7.005056	7.645666	6.636968	-2.268044	6.571729	-20.295633	4.792413	8.500341	4.547583	2.534232	7.694762	6.711841	7.383371	-0.836591	-5.127973	-7.056410	-6.774586	-23.270049	-20.753012	-3.847311	-5.354289	4.872855	-6.951101
