1	2	91	8.270488	7.413130	6.887309	1.314240	0.566917	1.008872	7.019433	6.204578	5.525986	-2.468230	-0.324673	6.602224	0.904067	4.031235	6.890874	0.680116	-6.664042	-11.019636	8.802466	9.238119	6.613813
1	2	9	8.270488	7.413130	6.887309	1.314240	0.566917	1.008872	7.019433	6.204578	5.525986	-2.468230	-0.324673	6.602224	0.904067	4.031235	-0.569991	7.064348	4.744360	3.748405	-4.668779	3.414400	4.614541
2	3	72	9.855837	7.887961	7.234834	0.515967	2.893228	1.372456	6.701176	7.538048	5.408836	-3.028695	0.880730	4.192120	8.506430	8.663422	-8.351881	6.415019	6.226672	8.235223	-18.755821	-8.198383	-10.327159
2	3	9	9.855837	7.887961	7.234834	0.515967	2.893228	1.372456	6.701176	7.538048	5.408836	-3.028695	0.880730	4.192120	8.506430	8.663422	7.426580	-0.168389	-5.198581	-1.195579	7.301095	3.748994	5.356308
2	3	19	-8.563132	1.869894	2.431968	5.339339	8.235892	5.014492	2.135766	1.064300	-9.134508	4.005537	4.281226	-0.219164	8.506756	7.367295	-8.351881	6.415019	6.226672	8.235223	-22.070867	-12.279205	-15.214567
3	3	78	1.695746	0.187290	3.785087	4.651082	3.823630	5.747189	3.428237	5.208214	3.491267	2.802512	1.280500	1.536954	4.700741	3.298087	-8.036291	6.783017	5.909334	7.218970	-14.774042	-5.044914	-10.806173
3	3	7	1.695746	0.187290	3.785087	4.651082	3.823630	5.747189	3.428237	5.208214	3.491267	2.802512	1.280500	1.536954	4.700741	3.298087	-2.904981	6.781868	5.899872	7.217792	-7.198531	1.321374	0.959343
3	3	15	1.695746	0.187290	3.785087	4.651082	3.823630	5.747189	3.428237	5.208214	3.491267	2.802512	1.280500	1.536954	4.700741	3.298087	7.390038	0.514213	-6.300211	-5.561464	10.874994	5.520461	3.602146
4	2	80	-10.034399	-0.867490	0.110487	7.075989	4.209071	8.006054	-0.176983	1.328479	-4.476964	4.116536	6.201062	2.098986	7.442019	5.443149	-8.591397	6.824138	5.248285	6.851094	-20.547078	-9.976533	-15.330645
4	2	20	-10.034399	-0.867490	0.110487	7.075989	4.209071	8.006054	-0.176983	1.328479	-4.476964	4.116536	6.201062	2.098986	7.442019	5.443149	5.624921	0.963036	-2.181564	-7.854427	4.273433	2.331484	1.364954
5	3	92	-11.472521	-0.027585	0.183566	8.229236	6.437366	7.823396	-1.586913	0.433276	-10.657893	7.471975	8.742865	2.083408	6.639824	2.536662	-12.500496	4.795432	4.774675	6.633553	-18.768196	-10.864701	-15.565102
5	3	4	9.610120	6.157547	6.586516	2.109458	0.875114	3.597801	4.241628	6.503822	6.302287	1.450117	2.795457	7.721065	4.549116	7.839664	4.298651	2.931343	-2.749816	-3.106056	10.247997	6.239399	7.166159
