1	2	8.270488	7.413130	6.887309	1.314240	0.566917	1.008872	7.019433	6.204578	5.525986	-2.468230	-0.324673	6.602224	0.904067	4.031235	6.890874	0.680116	-6.664042	-11.019636	8.802466	9.238119	6.613813	8.270488	7.413130	6.887309	1.314240	0.566917	1.008872	7.019433	6.204578	5.525986	-2.468230	-0.324673	6.602224	0.904067	4.031235	-0.569991	7.064348	4.744360	3.748405	-4.668779	3.414400	4.614541
4	2	-10.034399	-0.867490	0.110487	7.075989	4.209071	8.006054	-0.176983	1.328479	-4.476964	4.116536	6.201062	2.098986	7.442019	5.443149	-8.591397	6.824138	5.248285	6.851094	-20.547078	-9.976533	-15.330645	-10.034399	-0.867490	0.110487	7.075989	4.209071	8.006054	-0.176983	1.328479	-4.476964	4.116536	6.201062	2.098986	7.442019	5.443149	5.624921	0.963036	-2.181564	-7.854427	4.273433	2.331484	1.364954
6	2	8.994990	6.344511	6.164290	3.517799	-4.232560	0.449592	3.580850	6.524653	6.372831	1.025173	1.568391	6.928437	0.240037	6.396327	-7.327883	7.578563	5.975174	8.747208	-18.380244	-5.012506	-10.404987	8.994990	6.344511	6.164290	3.517799	-4.232560	0.449592	3.580850	6.524653	6.372831	1.025173	1.568391	6.928437	0.240037	6.396327	7.301080	1.566582	-0.953283	-9.296143	9.804795	6.290779	6.116990
7	2	11.098725	7.907270	4.582108	-2.128437	-0.976109	1.135665	4.194291	5.967089	0.665492	-4.028163	-0.900361	7.223755	-0.827076	5.634798	6.975844	0.439933	-5.399164	-5.818808	11.128736	6.224774	8.277740	11.098725	7.907270	4.582108	-2.128437	-0.976109	1.135665	4.194291	5.967089	0.665492	-4.028163	-0.900361	7.223755	-0.827076	5.634798	-8.548883	6.494967	5.895139	5.507227	-9.413101	-2.831185	-10.019219
11	2	9.583932	6.650014	7.310534	-1.531535	-1.053310	2.461335	8.597960	7.434808	1.412733	-1.823926	0.987886	5.349516	4.718818	5.004048	-9.280490	9.398536	6.014608	6.656722	-10.148088	-5.483081	-10.511248	9.583932	6.650014	7.310534	-1.531535	-1.053310	2.461335	8.597960	7.434808	1.412733	-1.823926	0.987886	5.349516	4.718818	5.004048	8.525075	4.084442	-4.436514	-10.965064	10.980556	6.869684	7.001118
16	2	9.399183	5.384742	6.375297	1.594717	0.690782	1.568027	6.721546	6.457682	4.743033	-6.389115	-1.509347	4.753301	6.953732	6.798627	8.275920	1.776670	-0.256994	-10.764039	9.068423	4.238725	6.682641	9.399183	5.384742	6.375297	1.594717	0.690782	1.568027	6.721546	6.457682	4.743033	-6.389115	-1.509347	4.753301	6.953732	6.798627	-4.593426	6.828647	6.093121	5.970507	-11.430883	-6.048047	-8.703484
20	2	7.162470	7.345260	4.321702	-0.708263	1.048118	0.065847	5.628202	7.409533	5.823126	-2.696401	1.032829	5.146866	2.145836	7.374988	-6.509796	5.212431	4.361219	5.590397	-10.556727	-3.779309	-10.149190	7.162470	7.345260	4.321702	-0.708263	1.048118	0.065847	5.628202	7.409533	5.823126	-2.696401	1.032829	5.146866	2.145836	7.374988	6.284395	-0.888575	-7.928992	-8.461918	7.970141	6.476666	4.610954
24	2	7.484373	6.264938	6.577235	6.691196	5.689922	5.288650	7.684460	5.149194	-0.717966	2.547457	8.440403	5.142864	3.076459	3.147772	-9.241294	6.172959	7.816611	7.179825	-8.246107	-4.223655	-10.702544	7.484373	6.264938	6.577235	6.691196	5.689922	5.288650	7.684460	5.149194	-0.717966	2.547457	8.440403	5.142864	3.076459	3.147771	8.789316	0.165951	-3.204440	-9.546340	10.346600	8.441082	6.939403
28	2	-11.163911	1.435347	2.448653	7.341119	7.173093	7.206289	3.032878	0.642762	-11.435239	5.825213	9.214062	0.908191	6.671791	4.267213	-7.436179	7.393627	6.678252	6.898646	-19.340384	-6.214718	-12.786480	-11.163911	1.435347	2.448653	7.341119	7.173093	7.206289	3.032878	0.642762	-11.435239	5.825213	9.214062	0.908191	6.671791	4.267213	6.870238	1.804812	-2.175658	-4.992657	3.895231	6.141229	1.996549
30	2	-13.664184	0.795969	-0.461559	8.379334	5.987878	6.399532	2.203479	-2.150127	-13.741342	6.887063	7.171195	5.367307	7.627011	0.157118	-10.521893	8.427264	2.960598	6.262639	-21.529076	-7.158817	-14.734394	-13.664184	0.795969	-0.461559	8.379334	5.987878	6.399532	2.203479	-2.150127	-13.741342	6.887063	7.171195	5.367307	7.627011	0.157118	5.914967	3.414135	-5.371021	-4.474227	0.615899	3.778648	1.889166
