37	3	9.505119	6.328004	7.150099	2.537959	-2.618966	2.117092	6.827218	4.313527	8.634319	-1.373149	1.166331	6.812605	2.885483	6.528388	7.014386	0.136544	-4.031659	-11.658684	6.810594	4.191188	7.243324	-7.794568	0.073758	6.488254	7.936162	3.445652	2.142962	2.156341	-1.425403	2.157729	5.300537	7.363851	0.684563	7.041795	4.319672	-2.509273	2.450448	7.395910	5.865349	-24.054491	-11.105886	-9.172693	9.505119	6.328004	7.150099	2.537959	-2.618966	2.117092	6.827218	4.313527	8.634319	-1.373149	1.166331	6.812605	2.885483	6.528388	-2.505115	2.450448	7.395863	5.865331	-17.674612	-5.126115	-3.012964
42	3	-7.596040	0.474765	4.515416	7.028890	5.287119	6.060100	7.682901	4.363256	-4.757448	7.137043	6.064882	1.389117	4.799805	0.799755	-8.151207	5.109949	7.821664	6.750082	-19.474956	-5.296918	-10.936883	10.487738	6.526990	7.642965	0.491865	1.370805	1.074310	9.083666	7.453145	4.634054	-3.757703	0.761010	7.150034	-0.339666	2.849187	-8.152040	5.109949	7.821664	6.749313	-13.424611	-2.818715	-5.393430	10.487738	6.526990	7.642965	0.491865	1.370805	1.074310	9.083666	7.453145	4.634054	-3.757703	0.761010	7.150034	-0.339666	2.849187	7.437401	-1.328466	1.878600	-8.135305	10.476870	7.623726	3.769200
45	3	-1.201563	3.423270	6.011452	6.872935	7.511340	7.711838	1.343790	-1.214395	-4.055875	6.903690	7.956743	6.285271	0.327298	3.046690	-4.234881	5.037786	9.506852	7.891408	-12.601911	-7.897208	-16.448842	5.220285	6.420226	6.824959	0.808012	1.672606	6.832406	6.552525	5.123862	0.847363	-0.187564	2.028642	7.023673	-0.531020	6.753919	8.665983	-1.375956	-1.510209	-8.192693	8.089554	6.865210	7.084352	5.220285	6.420226	6.824959	0.808012	1.672606	6.832406	6.552525	5.123862	0.847363	-0.187564	2.028642	7.023673	-0.531020	6.753919	-4.234881	5.037786	9.506852	7.874791	-7.556318	-4.614418	-9.951304
48	3	4.310458	6.905512	5.200744	-1.443856	2.141521	1.627527	4.554735	7.218667	6.518631	-2.643580	-3.333370	6.837489	4.595180	6.067554	6.248659	4.980177	-3.953747	-9.184189	8.495064	4.698341	5.945816	-10.964736	0.606678	-0.666862	4.543197	2.141523	1.627527	-0.967505	1.917698	0.035952	6.471061	-1.850424	1.466821	6.910685	5.467785	-12.109670	6.644759	7.763599	7.124828	-26.803144	-13.090227	-18.081657	4.310458	6.905512	5.200744	-1.443856	2.141522	1.627527	4.554735	7.218667	6.518631	-2.643580	-3.333370	6.837489	4.595180	6.067554	-12.109670	6.644759	7.763599	7.124828	-20.293891	-6.666276	-11.206898
49	3	-12.024854	-0.508500	4.493758	6.908781	6.640447	8.637039	0.261777	0.428324	-6.776997	6.044424	3.367393	-2.108066	7.654238	4.113315	-5.128123	8.524001	6.988007	6.528532	-23.895139	-10.552406	-13.061304	9.631694	6.037556	5.702280	1.762177	3.914249	4.499922	6.730351	6.205804	6.281496	-2.998295	-0.344858	4.393477	7.651611	5.829097	-5.128123	8.524001	6.988007	6.528532	-15.983586	-3.961721	-6.848045	9.631694	6.037556	5.702280	1.762177	3.914249	4.499922	6.730351	6.205804	6.281496	-2.998295	-0.344858	4.393477	7.651611	5.829097	5.667869	2.557308	-4.198925	-7.903697	8.206511	5.920466	6.600641
53	3	-11.684702	-0.083835	2.016084	5.301673	6.020209	5.793352	-2.052007	0.561640	-4.184774	5.217489	6.985868	1.096020	8.058211	2.837659	-12.045246	6.527148	5.702780	8.965855	-18.776317	-7.782083	-17.478755	2.808112	6.045356	4.919866	-0.957937	0.632965	1.406034	3.010881	5.305055	1.648543	-2.970869	1.429030	7.599747	2.587601	6.716012	-12.045246	6.527148	5.702780	8.965855	-12.473226	-5.965525	-11.060255	2.808112	6.045356	4.919866	-0.957937	0.632965	1.406034	3.010881	5.305055	1.648543	-2.970869	1.429032	7.599747	2.587601	6.716012	6.594254	2.548469	-3.898753	-4.250690	9.654570	6.616400	7.128145
54	3	10.752829	8.944040	7.628310	3.367061	0.891324	3.059177	3.855298	6.179810	4.392278	-4.456838	1.317395	7.030730	2.906073	8.922066	-8.890335	8.756656	6.048533	7.346275	-16.399379	-4.563131	-10.621147	10.752829	8.944040	7.628310	3.367061	0.891324	3.059177	3.855298	6.179810	4.392278	-4.456838	1.317395	7.030730	2.906073	8.922066	4.917013	3.719635	-3.547160	-9.182978	1.909965	5.145789	6.322213	-1.144483	7.185782	7.610218	6.125275	7.192707	7.003412	-0.041199	4.235124	-11.148638	4.176581	6.455074	3.894452	6.450688	4.069995	-8.890335	8.756656	6.048593	7.346275	-23.721583	-11.024917	-15.214331
59	3	-8.727492	-1.159133	2.924703	6.993657	3.450142	3.706009	2.238441	1.058151	-2.892770	6.173473	4.840391	1.810410	6.053403	-0.728676	-9.027700	9.288783	7.179385	7.390858	-20.225044	-15.582766	-12.987113	7.103633	5.282369	7.616566	4.024552	1.485192	-0.492957	7.618357	6.336432	7.629011	1.056138	1.434258	6.364682	1.114400	4.557797	-9.027700	9.288783	7.179385	7.390858	-15.725270	-9.722922	-6.544753	7.103633	5.282369	7.616566	4.024552	1.485192	-0.492957	7.618357	6.336432	7.629011	1.056138	1.434258	6.364682	1.114400	4.557797	7.372659	3.251419	-4.150234	-8.360664	9.357397	2.199596	7.419523
60	3	8.368007	7.453492	6.568455	2.110137	6.657863	4.397702	3.193886	6.698971	0.932328	0.239691	3.558334	4.593954	4.735292	7.689674	8.103603	2.159982	-4.009627	-9.050562	10.014092	6.660693	8.695447	8.368007	7.453492	6.568455	2.110137	6.657863	4.397702	3.193886	6.698971	0.932328	0.239691	3.558334	4.593954	4.735292	7.689674	-3.327398	5.828534	7.943319	9.022965	-11.458308	-6.194644	-6.069378	-5.352555	1.593818	5.415953	6.964283	6.658525	4.397702	-2.176453	0.353434	-2.563477	7.816839	7.757627	-0.627039	5.104083	1.701556	-3.340590	5.828534	7.943335	9.022965	-17.995844	-11.225517	-12.584949
64	3	8.392885	5.797696	8.893071	-1.982210	-1.951249	5.745605	3.977917	7.709655	4.194860	-3.211083	-0.539735	7.018555	5.629316	5.168316	-10.301719	6.311751	3.096810	5.058720	3.167673	1.307210	2.613866	8.392885	5.797696	8.893071	-1.982210	-1.951249	5.745605	3.977917	7.709655	4.194860	-3.211083	-0.539735	7.018555	5.629316	5.168316	-14.540383	6.311751	5.906841	9.228844	-9.194065	-2.067541	-4.057847	8.392885	5.797696	8.893071	-1.982210	-1.951249	5.745605	3.977917	7.709655	4.194860	-3.211083	-0.539735	7.018555	5.629316	5.168316	1.312102	6.074745	-4.200611	-6.084490	10.184961	6.820200	6.523192
69	3	8.634786	6.471756	6.179239	2.227284	2.444746	6.197893	5.215033	6.816950	2.892845	-4.499663	1.126352	6.556750	2.037344	4.916844	2.573799	5.187096	-2.295599	-6.311707	1.066689	4.902156	5.816196	-8.560740	0.799656	2.245601	8.584164	5.713739	6.360483	2.963522	1.094802	-9.391114	6.425097	6.752782	3.517878	6.206252	2.107575	-12.949046	7.093048	5.838416	6.589494	-26.981002	-11.532511	-10.699510	8.634786	6.471756	6.179239	2.227284	2.444746	6.197893	5.215033	6.816950	2.892845	-4.499663	1.126352	6.556750	2.037344	4.916844	-12.941797	7.093048	5.838416	6.589494	-22.567511	-1.380847	-5.992113
72	3	-8.149874	2.112832	-0.368312	8.606005	6.422106	6.711033	2.878443	0.349646	-13.972599	5.917321	6.424176	3.229332	6.203621	0.979900	-4.527102	6.537868	6.710297	6.171338	-23.418933	-10.277729	-15.862029	5.234196	6.379897	5.617749	2.066457	0.797650	0.628158	6.282197	6.305448	4.763449	-0.056767	3.253869	6.583441	0.593399	5.489944	6.729640	0.086612	-4.900363	-2.670155	9.072362	6.881378	7.923817	5.234196	6.379897	5.617749	2.066457	0.797650	0.628159	6.282197	6.305448	4.763449	-0.056767	3.253869	6.583441	0.593399	5.489944	-4.527101	6.537868	6.710297	6.171338	-16.807600	-3.907048	-9.853969
77	3	9.978915	6.793213	6.163527	-0.578972	-0.185077	3.192554	7.271726	8.096852	2.477114	-1.093792	-1.386024	7.776702	1.044837	5.489433	2.916727	3.275657	-2.831162	-7.221787	10.247109	7.583200	7.252927	9.978915	6.793213	6.163527	-0.578972	-0.185077	3.192554	7.271726	8.096852	2.477114	-1.093792	-1.386024	7.776702	1.044837	5.489433	-5.505519	8.283246	5.929045	5.394377	-0.076048	1.256736	2.428045	9.978915	6.793213	6.163527	-0.578972	-0.185077	3.192554	7.271726	8.096852	2.477114	-1.093792	-1.386015	7.776702	1.044838	5.489433	-8.678166	8.283246	6.572367	5.588103	-13.749214	-4.670957	-5.953882
79	3	-12.561823	2.253481	4.741911	6.342782	6.861548	7.165402	2.345062	-1.294183	-6.381911	5.113567	5.814283	-0.486117	7.071267	3.460909	-8.967560	5.222839	7.338154	4.424754	-17.782032	-7.362580	-12.781693	-12.561823	2.253481	4.741911	6.342782	6.861548	7.165402	2.345062	-1.294183	-6.381911	5.113567	5.814283	-0.486117	7.071267	3.460909	0.688177	5.175895	4.160400	-7.776882	5.767875	4.603298	1.206400	-12.561823	2.253481	4.741911	6.342782	6.861548	7.165402	2.345062	-1.294183	-6.381911	5.113567	5.814283	-0.486117	7.071267	3.460909	-4.034941	5.222839	4.385034	-1.131410	5.754262	4.602155	1.204500
83	3	-16.197066	0.655774	0.980334	6.538892	5.841598	7.590695	0.234563	2.327188	-5.113483	8.488554	5.634492	-4.423168	5.780305	5.591048	2.029632	1.447104	0.833705	-4.373437	-13.935007	-5.382259	-6.040078	-16.197066	0.655774	0.980334	6.538892	5.841598	7.590695	0.234563	2.327188	-5.113483	8.488554	5.634492	-4.423168	5.780305	5.591048	-9.379836	5.483037	6.478770	4.171332	-17.128503	-11.594582	-11.464342	-16.197066	0.655774	0.980334	6.538892	5.841598	7.590695	0.234563	2.327188	-5.113483	8.488554	5.634492	-4.423168	5.780305	5.591048	8.505988	-0.687966	0.833362	-6.376883	-5.201751	0.160515	4.746965
84	3	1.212718	8.156851	7.819849	0.650740	6.875427	8.253920	2.374499	3.275926	0.948513	9.104036	2.734454	0.221117	5.884090	6.688802	-2.685706	6.162664	7.460429	3.444662	-15.068487	-8.204612	-8.376174	-1.480697	1.906831	7.354460	0.650805	6.875427	8.253920	0.911609	-0.616154	0.939247	9.619555	2.734454	-0.937486	5.884428	6.688802	-2.685706	6.162664	7.460429	3.444662	-18.967110	-11.986308	-13.224526	1.212718	8.156851	7.819849	0.650740	6.875427	8.253920	2.374499	3.275926	0.948513	9.104036	2.734454	0.221117	5.884090	6.688802	7.163858	3.392943	-4.423909	-13.637513	6.919128	3.761430	4.102630
97	3	0.523391	4.284101	1.359228	1.947809	0.051443	2.517783	1.417091	2.581686	4.898850	0.781223	0.357034	2.344345	8.560349	6.125271	-11.281031	6.300236	7.640916	7.107199	-10.811044	-10.204387	-10.399658	-4.768841	1.801838	-0.266967	4.419959	0.052856	2.517897	-0.189079	-0.541870	2.807541	7.218767	2.262236	1.941529	8.560931	5.481464	-11.420553	6.300396	7.640916	7.107223	-14.531067	-10.409139	-14.621091	0.523391	4.284101	1.359228	1.947809	0.051443	2.517783	1.417091	2.581686	4.898850	0.781223	0.357034	2.344345	8.560349	6.125271	5.364797	1.195285	-2.639255	-3.610593	9.311111	-0.205711	2.588442
