state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.3916,0.5866,0.4762,0.4962,0.6266,0.3856,-0.3013,-0.1868,-0.2818,0.0805
top30_module,-0.3856,0.5866,0.4853,0.4931,0.6259,0.3841,-0.305,-0.1813,-0.2721,0.0749
top60_module,-0.3619,0.5966,0.5067,0.4719,0.5572,0.3554,-0.3212,-0.2203,-0.2533,0.0147
dominant_network,-0.4923,0.3423,0.1319,0.5014,0.7114,0.425,-0.2261,0.0277,-0.3591,0.4507
top30_network,-0.3928,0.3366,0.2535,0.4474,0.6994,0.3792,-0.2752,0.1459,-0.1901,0.387
top60_network,-0.4319,0.1169,-0.0323,0.6916,0.2429,0.5862,-0.2828,0.4138,-0.0788,0.6737
PC1_var,-0.2107,0.0932,0.1209,0.7445,0.1937,0.631,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.3796,-0.3146,-0.6687,-0.1732,-0.6537,-0.1468,-0.0636,-0.5463,-0.1946,-0.5316
