state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.4636,0.5761,0.4688,0.4162,0.6215,0.3332,-0.3043,-0.1887,-0.284,0.0805
top30_module,-0.4556,0.5762,0.4781,0.4149,0.6208,0.3327,-0.3081,-0.1833,-0.2742,0.0749
top60_module,-0.4424,0.5856,0.4988,0.3919,0.5493,0.307,-0.3241,-0.2218,-0.255,0.0147
dominant_network,-0.5565,0.3428,0.1315,0.4103,0.7129,0.3531,-0.2296,0.0247,-0.3618,0.4499
top30_network,-0.4256,0.3375,0.2546,0.3863,0.7019,0.3325,-0.2788,0.1426,-0.1931,0.3862
top60_network,-0.3551,0.1131,-0.027,0.6638,0.2352,0.5713,-0.2862,0.4104,-0.0815,0.6724
PC1_var,-0.1418,0.0971,0.1245,0.7535,0.202,0.6485,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.341,-0.3313,-0.675,-0.1773,-0.6891,-0.1526,-0.0636,-0.5463,-0.1946,-0.5316
