state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.2018,0.485,0.5464,0.5273,0.673,0.4243,-0.2397,-0.1664,-0.351,0.0633
top30_module,-0.2018,0.4816,0.5464,0.5273,0.673,0.4257,-0.2397,-0.1664,-0.351,0.0633
top60_module,-0.1545,0.4957,0.5548,0.5151,0.6343,0.3787,-0.3347,-0.1898,-0.3508,0.0633
dominant_network,-0.2489,0.2326,0.1134,0.7134,0.6701,0.5998,-0.2458,0.0339,-0.4056,0.5287
top30_network,-0.1252,0.23,0.2135,0.6071,0.6053,0.4994,-0.3564,0.1694,-0.1755,0.4462
top60_network,-0.4165,0.0041,-0.078,0.7483,0.2428,0.654,-0.218,0.44,-0.0074,0.5636
PC1_var,-0.2222,0.0626,0.128,0.7365,0.2958,0.5872,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.4504,-0.3248,-0.6161,-0.2584,-0.6523,-0.2151,-0.1116,-0.4745,-0.0596,-0.5167
