state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.4426,0.5761,0.4688,0.4283,0.6215,0.3411,-0.3043,-0.1887,-0.284,0.0805
top30_module,-0.4352,0.5762,0.4781,0.4267,0.6208,0.3404,-0.308,-0.1832,-0.2742,0.0749
top60_module,-0.4204,0.5856,0.4988,0.404,0.5493,0.314,-0.324,-0.2218,-0.255,0.0148
dominant_network,-0.536,0.3428,0.1315,0.4227,0.7129,0.3633,-0.2296,0.0248,-0.3617,0.4499
top30_network,-0.4137,0.3375,0.2546,0.3953,0.7019,0.3397,-0.2787,0.1426,-0.193,0.3862
top60_network,-0.372,0.1131,-0.0271,0.6639,0.2352,0.5705,-0.2862,0.4104,-0.0815,0.6724
PC1_var,-0.1516,0.0971,0.1245,0.754,0.202,0.648,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.3603,-0.3313,-0.675,-0.1813,-0.6892,-0.1558,-0.0636,-0.5463,-0.1946,-0.5316
