state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.3181,-0.2113,-0.1443,-0.5864,0.0398,-0.331,0.1157,0.0664,0.102,-0.0968
top30_module,-0.5729,-0.3375,-0.2586,-0.6353,-0.3432,-0.2545,0.2932,0.0997,0.17,-0.1268
top60_module,-0.2136,0.0084,0.0569,0.0225,0.3438,-0.0878,0.3906,0.1166,0.4864,-0.312
dominant_network,0.4929,0.3269,0.2349,-0.291,0.4815,-0.2249,-0.4554,-0.2086,-0.1642,-0.1156
top30_network,0.281,0.1609,0.0697,-0.3457,0.237,-0.2672,-0.3765,-0.325,-0.183,-0.2208
top60_network,0.3874,0.0532,-0.0897,0.1248,0.0783,0.0965,-0.1053,0.1879,0.3653,-0.1474
PC1_var,0.6252,0.188,0.1261,0.7327,0.2768,0.5664,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.3094,-0.3561,-0.3575,-0.5078,-0.5245,-0.3925,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.5164,-0.3772,-0.3312,-0.6716,-0.5555,-0.5192,0.0779,-0.5093,-0.3254,-0.3288
