state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.0582,-0.081,-0.081,-0.114,0.1679,0.1089,0.1157,0.0664,0.102,-0.0968
top30_module,-0.2885,-0.1415,-0.1415,0.0442,0.154,0.2045,0.2932,0.0997,0.17,-0.1268
top60_module,-0.2025,-0.0326,-0.0326,-0.2867,0.3117,0.3442,0.3906,0.1166,0.4864,-0.312
dominant_network,0.2396,0.0024,0.0024,0.2371,0.0038,0.1821,-0.4554,-0.2086,-0.1642,-0.1156
top30_network,0.0325,-0.1547,-0.1547,0.1763,-0.2447,0.1354,-0.3765,-0.325,-0.183,-0.2208
top60_network,0.1196,-0.2038,-0.2038,0.6004,-0.3224,0.4612,-0.1053,0.1879,0.3653,-0.1474
PC1_var,0.4868,0.0546,0.0546,0.7265,0.0864,0.5581,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.4897,-0.4373,-0.4373,0.0038,-0.6917,0.0029,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.5323,-0.3132,-0.3132,-0.2997,-0.4955,-0.2302,0.0779,-0.5093,-0.3254,-0.3288
