state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.0031,-0.0757,-0.0599,-0.3164,0.2453,-0.1329,0.0467,0.0262,-0.0209,0.0941
top30_module,-0.0338,-0.2403,-0.2343,-0.2093,0.1461,-0.0502,0.0882,0.143,0.0054,0.2445
top60_module,-0.2435,0.0505,0.0499,-0.0591,-0.152,-0.1631,0.2895,0.276,0.5543,-0.2494
dominant_network,0.2867,0.1963,0.1312,-0.334,0.3595,-0.1921,-0.2532,-0.1471,-0.079,-0.1471
top30_network,0.1889,0.1004,0.0326,-0.3668,0.2175,-0.2043,-0.2732,-0.1799,-0.0859,-0.1347
top60_network,0.1001,0.0956,0.0205,-0.1532,0.2208,-0.129,-0.0123,0.2472,0.4982,-0.2737
PC1_var,0.5151,0.1351,0.1147,0.7482,0.2325,0.5661,-0.2948,0.4827,0.0855,0.5416
NumPC_90,-0.3262,-0.4544,-0.4737,-0.5269,-0.6761,-0.2605,0.0373,-0.3455,-0.1782,-0.2249
PCA_entropy,-0.5121,-0.3875,-0.3603,-0.8027,-0.5975,-0.4907,0.2364,-0.3974,-0.2093,-0.2325
