1	2	93	-11.595354	6.267596	9.710982	6.607127	-9.502413	-7.898953	-4.962930	-12.055507	-3.785531	-10.883856	-15.157254	-31.372779	-9.887622	-20.197678	-16.663196	-0.630632	10.002311	6.486860	-7.984447	-26.120284	-8.767407	-1.553971
1	2	7	-6.616141	6.267574	9.710974	6.390118	-3.566572	-7.253659	-4.962929	-12.039002	2.523992	1.171402	-8.522859	-31.350802	-3.250435	-20.197678	-22.311929	-0.630632	9.999656	6.486860	-7.987771	-26.119723	-8.767407	-1.555501
2	5	61	6.540808	1.222733	-25.498847	-13.131039	9.317938	3.920546	5.673227	6.673623	6.453961	3.008608	5.433039	10.339076	0.934908	11.243211	15.562276	4.907088	-5.896288	-17.962760	-1.450147	1.486948	5.249891	-6.218658
2	5	15	6.527915	1.222733	-6.610915	-7.822765	9.318315	-5.532958	-4.987692	-16.347867	6.633101	7.521662	1.780725	-17.002637	13.069834	-24.402630	-13.719536	-1.446281	5.576967	3.158400	-16.448939	-18.083376	-15.082939	-3.663365
2	5	17	-6.432750	7.461529	4.671711	5.194269	-18.442002	-13.653535	-10.956558	-16.347900	-3.647731	-10.266121	-5.376777	-26.210605	-2.635969	-24.407624	-24.499427	-1.446281	10.557404	3.158400	-12.497151	-14.236078	-15.082939	2.393514
2	5	6	-2.781765	7.461526	4.668667	5.193409	-12.599021	-5.613599	-5.697042	-16.347896	2.005182	0.573619	0.826661	-24.867395	2.955682	-24.403787	-17.764002	-1.446281	6.847795	3.158400	-16.076761	-18.083377	-15.082939	-3.823523
2	5	1	-2.731572	7.461526	4.422111	5.193589	-12.599093	-5.798402	1.381589	-9.923724	2.005112	0.573580	0.826648	-23.602825	2.024510	-21.179456	-18.502334	-1.446281	3.452161	2.891509	-12.442699	-13.827432	-8.968057	-8.145713
3	4	72	-5.290809	7.219905	8.443634	7.166229	-9.369341	-10.075086	1.135707	-8.406962	1.067472	1.357533	-1.609084	-24.970111	0.364384	-20.018367	-18.607861	-4.392205	9.050025	4.740649	-9.536744	-11.972873	-9.793724	2.770394
3	4	9	6.492396	0.602874	-14.711183	-11.017382	4.029197	3.052174	12.829481	8.376599	6.701584	4.107338	7.109068	12.883038	-2.380220	13.547995	12.205116	2.243401	-10.453176	-14.915151	4.858766	-3.036006	0.465903	-6.981438
3	4	10	6.392639	0.603054	-11.785740	-13.466347	3.860537	7.202898	12.857644	-2.189152	6.656392	2.532618	7.109664	7.642980	4.065197	7.083496	7.966564	2.243401	-9.539647	-8.528524	5.213561	-9.615339	-4.266508	-8.263531
3	4	9	6.538143	0.602803	-11.076667	-9.363398	4.108727	-7.690894	4.506888	8.376023	6.721750	6.956992	7.104806	11.890548	-2.369124	11.884378	6.041107	2.243401	-5.870206	-10.620072	3.301209	5.772250	0.464517	2.707198
4	2	93	-7.337914	6.960498	10.316077	5.768333	-12.770953	-14.569458	-13.880330	-16.776523	-7.648722	-3.814498	-10.564348	-29.033581	-2.543289	-23.117135	-32.089494	0.611575	10.184640	6.631102	-11.753033	-14.050908	-16.378089	4.647985
4	2	7	6.747257	3.165562	-1.604674	-6.634911	11.110980	-8.168510	-8.348852	-16.776523	4.031709	4.416334	-0.199254	-16.320758	13.181922	-22.931612	-13.696014	0.611575	5.243207	6.628679	-16.709890	-14.198271	-16.378089	0.595194
5	3	89	-7.157629	5.906338	6.444088	7.059241	-13.154928	-9.995752	-5.205873	-19.115919	-4.727944	-8.590632	-10.570664	-24.798927	1.237709	-17.538456	-24.411280	3.072936	11.078718	6.728889	-11.140094	-18.855213	-11.912985	0.967407
5	3	4	8.342560	1.562036	-5.435995	-1.020655	10.248943	-3.674580	-5.191362	-18.881078	4.303429	7.049105	1.790815	-14.373497	12.808535	-17.508227	-14.001234	3.072936	4.509699	6.138241	-10.117060	-21.005453	-11.911672	-3.730913
5	3	7	8.991856	1.562025	-21.751592	-6.862775	10.430213	3.895282	10.855922	4.313930	4.335497	1.449935	8.016441	15.184054	-4.522809	11.467914	13.329192	7.898035	-5.085433	-13.573364	7.473854	-4.512027	6.625713	-6.096814
6	4	66	-11.463076	8.543569	11.249802	5.801921	-13.329768	-10.063084	-18.620367	-12.104794	-5.300728	-10.023162	-3.892643	-33.900004	-4.325746	-26.101628	-32.678471	1.417574	9.180271	8.487759	-15.345308	-14.586314	-16.218202	3.958186
6	4	3	5.187275	3.526441	-16.071866	-18.804492	10.540239	11.403688	4.138511	7.883318	4.583250	4.526734	8.140635	11.886234	-8.234046	14.028288	10.870887	7.137247	-4.684149	-12.541236	-1.608926	-7.422470	8.642436	-6.230210
6	4	9	-1.871613	8.539257	5.500501	-0.534100	4.273016	-1.321705	-12.856701	-12.104783	3.652125	5.596708	5.444688	-25.763813	4.925523	-24.619230	-24.017583	1.417574	6.716173	8.459161	-17.342173	-17.047538	-16.218202	-0.750899
6	4	22	5.187272	3.526441	-4.830265	-17.754234	10.540229	7.688114	-7.641210	-12.085577	4.583245	4.526728	5.579314	-18.173334	10.868407	-13.858016	-4.436677	1.417574	-1.874370	3.244592	-4.127352	-15.989421	-16.218202	0.659347
7	4	82	-6.573609	5.487246	8.406738	5.186866	-6.447177	-10.623050	-7.303448	-13.670021	4.727480	2.513590	-6.499212	-23.745986	3.638434	-22.932256	-29.423483	3.949146	7.681392	7.704170	-16.049248	-11.387624	-11.200165	-0.759588
7	4	15	-13.061794	5.487246	8.416054	5.275913	-17.974468	-13.658674	-11.910147	-13.670031	0.108813	-8.029726	-10.936979	-29.765578	-1.972757	-22.940750	-35.278189	3.949146	10.428949	7.704190	-13.331732	-6.738594	-11.200172	4.123818
7	4	2	6.210144	0.761026	-9.508651	-4.293486	8.431021	9.679381	-0.755256	5.793468	8.458196	3.391991	3.694762	10.188135	6.605879	7.526018	9.986594	8.239824	-8.796701	-7.280513	-5.509395	-0.383088	1.439665	-5.401509
7	4	1	6.210144	0.761026	-9.510710	-4.293488	8.431021	10.063548	-0.754219	5.795917	8.458196	3.391991	3.694762	10.188541	6.605879	7.527967	9.990502	8.239824	-8.797176	-7.280850	-5.569341	-2.189344	1.442028	-5.881214
8	3	32	-3.351657	5.829416	9.592487	7.478462	-5.687522	-10.313185	-8.580657	-7.341652	1.859922	0.677801	-3.299338	-25.744615	4.107802	-31.559600	-25.051046	2.670844	4.670504	5.991138	-14.649134	-17.054161	-13.568230	-0.528055
8	3	52	7.727850	-0.614371	-1.769664	-7.628525	10.970250	-10.060410	-8.556372	-7.341651	6.545902	6.514526	-0.535267	-14.549958	14.719865	-31.444648	-17.716539	2.670844	3.156046	5.991123	-14.645945	-17.055020	-13.625979	-3.894590
