5	3	-7.157629	5.906338	6.444088	7.059241	-13.154928	-9.995752	-5.205873	-19.115919	-4.727944	-8.590632	-10.570664	-24.798927	1.237709	-17.538456	-24.411280	3.072936	11.078718	6.728889	-11.140094	-18.855213	-11.912985	0.967407	8.342560	1.562036	-5.435995	-1.020655	10.248943	-3.674580	-5.191362	-18.881078	4.303429	7.049105	1.790815	-14.373497	12.808535	-17.508227	-14.001234	3.072936	4.509699	6.138241	-10.117060	-21.005453	-11.911672	-3.730913	8.991856	1.562025	-21.751592	-6.862775	10.430213	3.895282	10.855922	4.313930	4.335497	1.449935	8.016441	15.184054	-4.522809	11.467914	13.329192	7.898035	-5.085433	-13.573364	7.473854	-4.512027	6.625713	-6.096814
8	3	-3.351657	5.829416	9.592487	7.478462	-5.687522	-10.313185	-8.580657	-7.341652	1.859922	0.677801	-3.299338	-25.744615	4.107802	-31.559600	-25.051046	2.670844	4.670504	5.991138	-14.649134	-17.054161	-13.568230	-0.528055	7.727850	-0.614371	-1.769664	-7.628525	10.970250	-10.060410	-8.556372	-7.341651	6.545902	6.514526	-0.535267	-14.549958	14.719865	-31.444648	-17.716539	2.670844	3.156046	5.991123	-14.645945	-17.055020	-13.625979	-3.894590	7.809080	-0.614371	-12.818112	-14.154559	10.970019	5.094457	-8.604057	5.026614	6.545902	3.384446	5.653241	7.264090	4.891807	5.141590	6.265338	7.561642	-11.555127	-7.854157	8.443617	1.326429	-0.236201	3.716855
14	3	-7.611334	7.120251	10.138210	4.248304	-18.805373	-10.225281	-10.340351	-17.829120	-4.565395	-9.494782	-6.610780	-22.301395	-3.522206	-17.367971	-33.246538	2.183501	11.520684	6.468418	-11.158610	-14.489304	-9.923842	0.915766	5.757085	2.592285	-2.436368	-6.763295	5.354880	5.246045	-9.179127	-15.897726	6.725429	2.774890	6.088904	-7.342919	12.281196	-15.856468	-8.636579	2.183501	5.026719	0.829339	-11.268108	-14.914357	-9.922882	-7.284429	0.364017	7.048044	3.162901	-1.202648	-4.518524	4.702378	-10.007631	-16.097518	3.501330	0.024172	4.369859	-9.552047	3.680786	-15.910013	-13.170598	2.183501	5.612328	0.848073	-10.870820	-14.914357	-9.923041	-5.615994
25	3	-11.177005	4.915943	10.506241	5.430833	-19.342000	-7.220395	-5.520698	-18.240627	-3.308053	-10.946224	-6.193647	-25.809943	-8.844732	-16.650864	-27.419775	3.829808	9.392490	5.879146	-10.190830	-9.960877	-8.637866	1.070181	5.318825	-0.469591	-13.913598	-17.426839	4.559816	7.890408	11.555092	-4.663790	6.798394	1.459314	6.956938	8.196115	-3.801913	9.413242	6.454405	8.295051	-7.962595	-8.794378	-2.280808	-7.570268	0.688527	-3.540099	5.320474	-0.469592	-18.889132	-13.568733	5.009409	2.619145	7.618539	2.119067	6.861828	3.177238	7.007673	13.455211	-7.871805	15.103790	12.596266	8.301160	-11.206981	-10.786638	-2.340151	5.017272	4.076053	-0.211949
28	3	-11.948846	6.059512	11.039131	7.713765	-12.871893	-13.885404	-4.258398	-13.201117	-3.528694	-11.870195	-13.505468	-33.006339	-0.387377	-23.804305	-29.595614	2.041327	9.969301	5.262635	-14.561458	-21.610151	-17.068678	-0.689732	-11.948846	6.059512	7.211119	7.713472	-12.871891	-11.382458	6.083230	4.501490	-3.528694	-11.870281	-13.505409	-22.113417	-12.277666	-7.664716	-14.270412	2.041327	-0.183060	-5.733871	-8.001210	-9.871750	-5.934753	-7.500131	5.016563	1.178682	-8.159881	-9.227439	9.675695	2.598820	11.173154	8.920730	4.889042	4.071834	5.382110	10.368601	-2.961352	13.771398	9.924309	5.925010	-11.235157	-13.144289	3.430434	-2.036650	6.276652	-10.123830
36	3	-7.164339	3.559511	11.329791	5.150111	-16.241983	-7.826010	-5.079919	-15.630527	-1.460514	-10.456918	-16.010259	-30.469390	3.767468	-26.539933	-36.559826	1.942866	4.617579	7.727083	-8.986610	-16.791460	-14.210765	0.606541	7.830154	-2.840988	-8.721323	-11.884467	8.734090	-7.516807	4.236991	6.649717	7.117998	6.374496	1.165815	7.995297	4.026403	7.407620	3.186469	8.263656	-8.992114	-4.433513	5.505305	6.470940	7.512848	5.351798	6.310997	-2.840018	-0.961532	-11.770388	8.734069	-4.220692	2.593950	-11.325807	7.117998	6.368765	-4.138031	-14.988753	13.065102	-14.202163	-13.979719	1.942866	-0.015481	3.264205	3.055565	-11.150792	-7.648294	2.434975
38	3	-5.537452	7.283806	8.328523	6.371053	-16.063059	-10.399797	-7.670607	-12.769295	-6.608963	-8.222312	-6.906417	-22.308376	-5.460495	-22.869331	-33.736961	-2.185968	12.319231	7.067821	-18.252270	-14.802421	-20.240776	3.077296	5.947125	1.556172	-1.905910	-8.346759	2.987697	-3.682451	-5.953448	-12.608499	3.173697	6.663305	2.439885	-13.498997	12.421518	-21.141208	-14.742867	-2.185968	6.570637	7.066253	-14.993370	-16.378521	-20.195338	2.249294	5.946776	1.556385	-5.223047	-11.620018	2.866210	4.795629	-4.501432	-11.587070	3.178841	1.400114	2.304279	-9.000362	12.437851	-11.325835	-6.023572	-2.185967	0.260719	1.211851	-12.493045	-15.881045	-19.793977	2.282069
52	3	-10.344058	4.409552	10.974252	6.793908	-10.900304	-14.176988	-3.220642	-16.140637	-3.145300	-9.541428	-4.679156	-22.116659	-0.239194	-26.508361	-29.280022	0.525529	9.159067	9.385213	-11.452619	-19.337004	-16.329042	-1.568321	4.678738	-1.528306	0.925708	-1.685778	9.905313	-6.077311	-3.202521	-16.139811	3.815069	4.867075	3.769626	-14.887369	12.495513	-26.428936	-14.245194	0.525529	3.882415	9.382789	-11.106848	-19.317174	-16.328988	-2.585648	5.678166	-1.532170	-13.968878	-8.119940	10.144651	4.453527	10.054035	5.138793	6.794642	3.189522	6.758475	14.723501	1.226816	12.683544	14.196909	6.465798	-10.686843	-12.584846	5.695696	-2.397461	3.502596	-12.182849
60	3	-10.801093	7.639619	10.039735	5.484348	-11.010614	-13.152552	-17.209131	-17.054915	-7.460732	-12.878196	-7.833935	-26.469296	-3.362953	-24.252551	-27.642185	-0.090250	11.020075	3.497704	-14.688099	-12.004576	-20.509422	4.495419	7.698624	1.463477	-7.958433	-14.338097	12.620397	4.866445	1.025528	-6.529559	5.559562	1.798466	6.738516	6.181404	3.733258	5.633865	6.113075	6.427555	0.352147	-12.937804	4.255964	-4.194426	-3.980715	2.706331	7.698623	1.463477	-8.801029	-14.356598	12.620399	8.889282	7.288205	-5.821000	5.559562	1.798391	6.738519	7.416247	0.770630	8.026858	7.520087	6.427673	-2.495544	-14.401210	-4.926631	-7.496102	-3.370112	-0.426233
62	3	-8.645244	5.031376	11.955130	6.382003	-12.624949	-2.671971	-12.931984	-18.149356	-5.336427	-12.071496	-5.551089	-28.606992	-2.110492	-24.074517	-23.943783	-1.656395	10.674987	6.577295	-13.958939	-18.867184	-13.089774	3.533647	-5.332576	5.031262	6.037332	2.533413	-11.095807	2.971998	-8.839681	-18.149355	-2.807128	-18.057021	-5.408044	-25.833481	-2.013583	-17.814495	-20.435581	-1.656395	8.668013	4.561348	-11.826570	-20.383641	-13.067127	0.334064	1.763241	1.114178	-2.591791	-6.362919	-4.670544	7.273758	9.375332	5.933643	0.246311	-12.055116	3.999817	3.794143	-11.313140	14.624918	8.081976	4.589342	-10.483089	-13.818362	-3.211599	-7.126064	6.798004	-6.111787
87	3	-6.816865	5.900577	8.561587	7.782977	-22.258286	-4.579766	-7.924777	-15.369181	-6.092139	-11.620383	-9.790440	-29.341467	1.265017	-26.876005	-33.762924	1.834980	6.724327	6.965836	-14.757917	-12.277628	-17.459159	8.746903	-6.816866	5.900577	8.521856	7.672365	-22.275586	0.407744	-7.889753	-15.369181	-6.114214	-13.041690	-9.810101	-24.375438	1.265016	-22.176167	-30.164468	1.834980	6.509124	6.900547	-9.863770	-12.277628	-17.454515	8.195332	9.274048	1.963541	-5.813734	-9.261832	5.401798	9.239182	-1.856096	-12.069263	4.707868	2.962816	1.063897	-15.983599	14.291179	-15.125466	-7.058463	1.834980	-2.306677	1.014913	0.110828	-12.211762	-14.310617	3.491807
88	3	-9.347009	5.918427	8.714210	2.926968	-9.170037	-12.243353	-12.800648	-17.595435	-4.460200	-8.293361	-9.419238	-31.086071	-4.033219	-15.698976	-28.382743	0.565376	11.411042	6.873493	-4.914113	-12.279024	-13.002141	7.796528	7.949919	1.448405	-2.800698	-12.544512	9.123033	-2.586593	-7.263228	-17.595435	6.085934	6.113020	-1.425896	-21.851064	13.174113	-15.684648	-12.418552	0.565376	8.042052	6.873493	-9.421258	-16.293770	-12.998463	1.617424	7.897189	1.448405	-4.853804	-18.559857	9.123019	2.094703	-7.241955	-17.590500	6.085695	4.667263	-1.425896	-16.652973	13.173635	-15.519224	-6.670815	0.565376	7.117421	3.288817	-9.910040	-18.424734	-12.998317	-2.459404
