58	4	-11.316950	7.897835	8.679284	3.457332	-17.715496	-2.939982	-5.768392	-13.683659	-3.364890	-6.910578	-9.178615	-26.950839	7.376972	-26.778489	-21.890590	-2.461313	4.668393	4.387252	-11.650461	-23.011725	-18.949748	-1.712043	6.352602	1.975311	-10.887952	-15.104441	8.915280	3.694949	-0.303208	1.731577	7.980166	1.863759	7.799704	13.130734	5.500461	7.901267	11.929834	3.217302	-7.980852	-12.395884	6.904310	4.181939	-5.468655	6.021518	-11.316950	7.897835	8.296552	3.456516	-17.715496	-2.903967	0.140930	-8.454420	-3.364613	-6.910579	-9.178531	-20.835008	7.362478	-25.521477	-16.002839	-2.461313	4.502709	4.375412	-11.554035	-19.707180	-17.554542	-1.718447	6.352180	1.975311	-5.020861	-14.801024	8.914167	4.947207	-3.809938	-7.826215	7.979919	1.745904	2.391214	-13.654993	14.564871	-8.291321	-2.719290	-2.461313	-1.100430	-2.108763	6.781184	-20.485229	-18.883460	2.263672
64	4	-12.266804	7.492147	11.091585	5.347683	-12.936696	-12.307454	-6.287806	-12.940525	-2.588161	-7.968732	-11.727241	-28.915392	-1.447329	-24.674732	-27.249543	0.750254	10.125520	5.264502	-7.743801	-16.107566	-15.956281	3.121999	-7.825738	7.492146	11.088664	5.347680	-6.872096	-7.531872	-5.863664	-12.907705	2.522542	2.434082	-5.351181	-25.416559	4.609871	-24.507652	-22.424255	0.750255	8.410105	5.234706	-10.095804	-22.063031	-15.956265	-3.325464	2.369300	6.222954	-14.444085	-15.321447	8.078861	4.765993	10.605274	5.344584	7.470701	4.426343	7.413142	13.001834	-6.206711	14.770103	12.094629	6.538608	-11.228816	-15.998142	4.603809	-4.759847	7.913918	-7.407418	2.369300	6.222954	-8.636935	-10.440936	8.077950	-1.735305	5.900530	5.313316	7.469171	7.122274	7.413142	7.976708	-6.168463	9.684135	6.544619	6.528322	-4.790999	-12.876437	2.391706	6.861410	7.907784	0.984332
65	4	3.121320	4.666671	-12.291211	-11.206899	9.093428	-7.801932	7.375342	5.270063	4.925838	5.636675	7.240646	3.156110	-1.538718	6.435283	5.792817	7.250327	1.892017	-7.258437	-7.718213	-3.828813	6.260099	-3.710167	-13.631862	7.126258	9.290221	3.177660	-18.353448	-20.140793	-6.817983	-15.224362	-4.029018	-6.698378	-2.933199	-28.306130	-3.518747	-20.733378	-22.302380	3.372280	10.239868	6.244726	-7.997401	-15.824264	-12.003601	4.190842	3.050507	4.683413	-3.228358	-10.991965	9.086757	-8.388828	-6.817922	-15.224345	4.925838	5.636676	6.508783	-17.651355	11.935208	-19.791242	-5.800076	3.372280	4.379587	6.244726	-8.227024	-16.406153	-12.003601	2.413441	3.114814	4.668153	-5.143928	-17.341699	9.071869	2.415834	-4.388902	-10.083147	4.911513	3.790987	6.508784	-7.632765	11.965847	-5.217811	4.662063	3.372280	-1.974033	1.155604	5.553100	-15.364855	-11.914358	3.320421
67	4	3.956866	0.598227	-6.625847	-10.838536	-7.369696	7.246559	7.500284	5.549599	0.794061	-6.142322	3.001491	7.877623	-6.704507	13.445702	8.680428	5.171713	-8.576014	-11.229548	-0.087910	-9.417055	6.766733	-8.646047	-5.697833	7.057767	9.862103	6.244242	-17.228569	-22.159054	-6.639773	-16.394665	-4.598426	-9.950724	-9.557719	-26.464886	-3.731385	-18.892535	-24.041478	0.619795	11.167783	8.227504	5.141134	-13.394304	-10.739962	3.358636	0.283947	4.166878	-0.759907	1.699375	-11.238932	2.420005	7.481059	5.548897	-1.723667	-8.998826	-3.500064	4.352540	-13.169428	13.351931	4.499042	5.169149	-3.181327	-7.854481	-0.786834	-9.207126	6.766622	-6.870075	0.288221	4.153171	-0.881893	-0.476827	-9.920867	5.030831	7.492725	5.549465	-0.283655	-9.284990	1.176105	4.974349	-11.780343	13.442870	8.083382	5.170131	-6.805970	-9.728008	-0.216466	-9.417269	6.766666	-8.649349
68	4	7.468081	0.763824	-9.226499	-14.627018	10.344453	14.549963	7.011853	-5.209202	8.253298	5.769105	6.071534	0.243647	9.646209	7.453633	2.039902	0.525808	-13.024222	-9.149142	-2.615084	-10.659979	-4.883288	-7.885395	7.468081	0.763824	-9.226499	-14.626989	10.344453	9.222248	7.011853	-5.209202	8.253298	5.769105	6.071534	0.243647	9.646210	7.453622	2.039902	0.525808	-13.023066	-9.149122	3.339427	-10.659979	-4.883288	-7.885392	7.468081	0.763824	-9.226499	-14.626983	10.344453	9.139919	6.700787	-5.213287	8.253298	5.769105	5.010093	-4.161426	10.457736	1.780103	-0.406374	-3.813134	-7.632529	-4.903034	3.339427	-13.317124	-8.080819	-7.905669	7.468081	0.763824	-9.226499	-14.627018	10.344453	14.467635	6.700793	-5.213287	8.253298	5.769105	5.010093	-4.161394	10.457728	1.780122	-0.406374	-3.813130	-7.633825	-4.903077	-2.615084	-13.317033	-8.080757	-7.905672
69	4	-8.343080	5.264925	10.580036	6.825682	-8.715881	-11.318856	-4.214193	-14.695185	-4.348271	-9.613452	-11.970337	-26.356538	-0.461013	-21.203531	-34.855216	-0.713409	10.008370	9.085864	-14.829373	-17.988639	-12.999292	1.736996	5.454268	0.277860	-6.963866	-6.075500	11.977653	-6.070629	5.350041	5.279922	7.211132	6.940787	7.046341	2.102827	-4.954937	7.926789	5.358873	4.355333	-3.759459	-8.369263	-4.044814	8.447819	7.196152	2.637925	-8.343066	5.264925	8.611368	6.825597	-8.713387	-17.120520	2.010395	-9.619286	-4.348271	-9.613427	-11.970337	-21.534444	-6.103136	-18.385826	-30.058221	-0.713409	7.971510	6.550670	-14.075576	-15.112355	-6.612082	-0.798373	4.763764	0.666340	0.827377	-3.967276	11.896170	-8.363855	2.139567	-9.356529	7.191862	6.836092	0.788016	-13.072572	5.533098	-17.090438	-11.718779	-0.713409	4.981664	6.248806	-14.029682	-15.107794	-6.534810	-7.532970
72	4	-9.396427	5.648929	11.028452	4.098747	-19.179012	-10.599001	-5.144952	-10.693064	-4.886135	-11.050895	-12.687983	-32.556571	6.586996	-20.368622	-30.958884	-0.848619	5.505967	3.470141	-14.881627	-16.610538	-8.049490	-2.177573	-3.209216	5.648798	-1.522435	2.254440	-19.177450	-14.797900	4.529499	6.536491	-3.478804	-10.726948	-12.687966	-18.010685	-1.410759	-4.500032	-13.069370	-0.848619	0.745323	-7.454534	-4.823841	-8.955815	1.428629	-4.028706	4.458530	-0.578286	-6.024836	-6.445658	-6.675419	-8.527217	4.558727	6.536493	-0.628018	-4.518982	-6.043757	-14.073104	2.230440	-3.941139	-3.997815	-0.848619	0.679368	-7.454919	-4.811230	-8.953864	1.428630	-4.667693	6.491020	-0.720742	0.762241	-5.190190	9.294938	-9.708213	-5.144942	-10.693050	5.791509	3.551253	-0.834377	-21.271621	15.713067	-20.258286	-16.688909	-0.848619	5.505963	3.470102	-15.039093	-16.611087	-8.049489	-2.496795
74	4	8.997857	2.287727	-10.119872	-8.866100	8.694262	1.326153	11.606445	6.045203	5.080439	5.755093	3.633091	13.694648	-3.566691	12.317082	12.484415	6.027104	-12.112621	-9.248574	2.465049	-3.030115	4.295327	-9.321037	-3.814397	7.088552	3.389566	7.496551	-18.995541	-7.196759	5.041169	-9.777561	-7.664188	-7.327307	-10.286687	-24.956464	-8.667547	-14.583478	-16.617603	1.085900	0.268416	1.711992	-3.677952	-13.507718	-13.068349	-0.507274	-6.907488	7.089366	9.901993	7.501281	-18.995642	-6.967465	-3.599164	-10.867121	-7.664204	-7.327847	-10.286687	-31.263790	-5.722374	-19.079352	-27.242725	1.085900	5.201050	8.021433	-13.798836	-10.508272	-16.252508	1.614309	8.997513	2.287727	-9.340422	-8.276273	8.700883	-0.378595	9.741016	6.045181	5.080489	6.270871	3.633091	11.618804	-3.566688	10.535742	11.854049	6.027104	-11.736724	-8.754345	-4.781024	0.591768	4.292185	-3.957506
77	4	-4.324421	4.858672	10.209802	6.145780	-6.213178	-13.058178	-9.688925	-14.243478	1.154484	3.319440	-5.315466	-29.426051	1.711392	-23.769713	-26.134827	-1.821046	10.296052	5.545238	-9.524214	-15.004733	-15.372808	2.267918	0.917882	2.526915	-0.490025	-12.466339	9.183582	5.283419	9.288933	-6.817113	7.315858	6.061377	7.160292	4.843381	-2.579895	6.213946	5.215783	3.935713	-7.310723	-11.085936	4.874096	-6.979544	-2.852131	1.194852	5.864343	-1.275291	-8.172714	-8.128828	9.221482	-6.204748	4.348090	4.688433	7.315917	8.186016	7.160297	6.678882	-7.680019	6.560216	6.906031	3.935714	-6.622622	-10.834820	4.050658	7.240672	2.464411	3.306296	0.909652	2.557911	2.735554	-8.937973	9.181929	6.432340	-7.117028	-14.242983	7.315816	5.694898	0.847029	-13.377697	9.631647	-10.276599	-9.484928	-1.821046	1.045817	0.135915	-4.272567	-18.052304	-15.372419	-1.703849
83	4	5.089063	3.986252	-12.384242	-14.094030	-5.258953	2.149418	4.238210	7.809626	0.179639	-7.228859	1.988330	12.459443	-11.374421	14.387384	7.588670	8.442481	-8.084743	-10.265007	3.103594	1.819237	3.464255	-4.176159	9.506277	3.834335	-19.116409	-17.716541	8.427887	2.683557	4.238219	7.809626	5.573278	0.999552	6.998708	12.748996	-5.052775	14.798200	11.730049	8.442481	-9.478818	-12.211978	3.331016	1.819237	3.464255	-4.304973	-7.259154	7.069351	7.328645	4.433696	-14.730075	-9.146752	-10.954362	-13.119358	-3.801401	-7.694824	-9.216776	-24.776589	-0.166368	-21.379889	-30.467526	3.193276	10.610299	6.229384	-11.561583	-14.631833	-16.866042	5.291792	-2.833191	7.067720	7.320632	4.431043	-8.304881	-3.993375	-6.379210	-13.119358	1.603419	0.535073	-4.216886	-19.148545	5.996465	-21.379889	-27.388049	3.193276	4.575069	6.229384	-17.803745	-20.063897	-16.867283	0.245125
