10	5	-21.952652	3.748227	-28.815067	6.293857	-6.974891	-13.991448	-18.080498	2.360386	-10.113054	5.683167	10.449258	-15.075833	-15.773550	-17.812919	-19.389137	-5.801780	5.102589	-1.806615	0.572836	6.142260	7.870981	10.743453	-3.389772	-7.360294	-11.699651	-10.737287	-20.825335	-24.565636	-5.486575	1.887947	8.314997	-11.988550	-21.952652	3.748227	-27.143049	6.293857	-6.974891	-13.985968	-18.080498	2.360386	-10.113054	5.683167	4.128332	5.717623	-15.773551	-17.812919	-19.389137	-5.801781	5.102589	3.454864	5.960631	-4.041152	-9.076799	-20.347169	4.292082	8.549948	6.589774	8.597553	10.401161	8.508779	5.778536	8.279144	2.782487	5.837779	-9.101136	3.748227	-2.668496	0.102055	3.507320	-4.318446	-1.591694	2.366147	5.495949	1.117767	0.145338	-15.075833	-0.034647	-8.948496	-7.640489	-7.207304	5.102589	-1.806615	-3.093924	3.313173	5.351093	8.099680	-3.389772	-6.939033	-11.664791	-13.659870	-20.771226	-23.156100	-5.486569	1.887947	8.314997	-11.988550	-9.161992	3.748227	-2.812840	0.649344	3.503790	-4.403819	-1.677994	2.365505	5.343083	0.754044	0.272954	-15.075833	-0.325681	-9.134615	-7.748169	-7.511595	5.102589	-1.806615	-2.986564	3.586750	5.573076	8.242580	-3.389772	-6.959630	-11.679428	-13.791307	-20.778312	-23.333347	-5.486570	1.887947	8.314997	-11.988550	-9.234052	3.748227	-3.794580	1.154056	2.419407	-4.322120	-2.469867	2.366514	4.404620	1.625202	0.264910	-15.075833	-0.828726	-8.770835	-7.577269	-6.491414	5.102589	-1.806615	-3.131482	3.356920	5.567376	8.479010	-3.389772	-6.918204	-11.642851	-13.547754	-20.751676	-23.025872	-5.486568	1.887947	8.314997	-11.988550
15	5	-15.677241	0.247784	-15.769985	0.334350	2.847602	-2.735306	-11.376491	2.793788	-7.113215	4.979703	-0.372652	6.525693	-13.763430	-10.097319	-1.371127	-7.788624	3.961880	3.087631	1.873276	-10.754116	-13.571673	-20.029401	4.878393	4.890899	6.122692	4.474131	11.116753	11.644962	4.985048	4.645560	3.987742	4.237325	4.753794	6.191228	6.042372	-11.811623	3.820338	5.911288	3.198293	8.946452	-5.858853	-2.962264	-12.505420	6.525693	-5.679762	4.540457	7.979992	-4.870796	3.961880	3.087631	-4.411299	-11.827628	-14.025729	-21.908920	4.878393	4.890899	6.122692	-0.461326	8.000100	6.375708	4.985048	4.645560	3.987742	4.237325	-18.494254	0.247784	-21.973919	0.336317	2.846937	-10.694504	-11.381191	2.793788	-7.113318	4.980683	4.237147	-12.000361	-13.764014	-10.592868	-1.399781	-7.789323	3.961880	0.949564	-4.061445	-0.310319	6.490702	8.942243	-1.593994	-9.387144	-6.573020	-16.372165	-15.675417	-16.581401	-6.511156	-8.139957	8.814439	-11.338675	-12.505254	0.247787	-7.008663	-6.991386	6.616613	5.915715	-1.933199	2.793788	-5.743050	-0.657279	-5.968332	6.525693	-8.082433	-6.717428	3.686726	-11.913280	3.961880	3.087631	-4.411303	-11.865672	-20.479580	-29.012378	4.878393	4.890899	6.122692	-0.461326	8.000101	6.375709	4.985048	4.645560	3.987742	4.237325	5.420052	6.192366	10.628471	-11.761085	3.764645	5.910544	7.669833	8.946499	-0.092115	-3.165918	-13.242765	6.525693	-3.907428	4.698191	7.980785	-4.431407	3.961880	3.087631	-4.411299	-11.823021	-13.953570	-21.861228	4.878393	4.890899	6.122692	-0.461326	8.000100	6.375709	4.985048	4.645560	3.987742	4.237325
16	5	-14.960393	4.674666	-14.839376	6.733989	-7.031240	-11.930598	-13.942578	2.212176	6.086316	2.840829	0.388883	1.369015	-15.073872	-21.311836	-11.924065	-12.786011	6.565741	3.351270	5.951108	-0.425325	6.991094	6.053829	0.924370	-2.023652	-10.399762	-5.822083	-13.004325	-10.340725	-2.090377	-3.510232	6.307157	-0.341946	11.752438	8.622277	15.474143	-5.877814	8.333082	6.432480	10.552573	8.825746	8.426415	-10.425667	-18.198136	6.089131	-2.827496	-2.988987	6.086843	-12.803270	6.565741	3.678481	-4.521448	-9.267038	-6.915623	-19.732873	1.714779	8.753734	3.318713	2.665091	8.317191	9.194134	6.833206	6.188518	0.918082	5.707222	-14.972255	4.674666	-18.645571	6.733989	-7.031240	-14.222177	-13.942578	2.212176	6.086316	2.840829	2.080478	-13.697260	-15.073872	-21.311836	-11.924088	-12.786011	6.565741	-2.660117	-0.688818	4.856688	8.461532	12.332210	-6.325650	-5.759285	-15.855352	-15.278605	-21.399416	-15.391039	-2.090376	-3.510232	6.307157	-6.336855	11.752438	8.622277	15.474143	-5.877814	8.333082	6.432480	10.552573	8.825746	8.426415	-10.425667	-11.691777	-11.695795	-2.827496	-2.988987	6.086843	-12.803270	6.565741	-2.660111	-11.163308	-6.297050	3.138206	-3.139819	-6.325650	5.804134	-3.233009	-7.957160	-6.898065	-0.724242	-0.251124	2.039108	6.306926	-3.354661	11.752438	8.622277	15.474143	-5.877814	8.333082	6.432480	10.552573	8.825746	8.426415	-10.425667	-11.691816	-6.804839	-2.827496	-2.988987	6.086843	-12.803270	6.565741	-2.654788	-11.163308	-6.297050	-1.105104	-7.201027	-6.325650	8.725012	3.287961	-1.995512	3.509159	3.883799	6.833189	6.188518	0.918082	-0.566968
23	5	-20.669158	0.614268	-18.250820	7.092777	-2.250417	-21.767232	-7.207380	0.151554	-8.739551	3.508476	5.522398	6.239166	-12.292910	-15.346419	-9.571748	-5.360079	7.264809	8.444369	7.332667	-1.197053	-16.459932	-17.008712	7.212724	6.507288	5.949872	7.678769	6.861807	9.297158	6.111783	4.331677	3.781989	8.417078	8.473914	6.217647	5.036980	-5.386635	9.089200	-4.598558	7.230181	6.375291	2.529550	-1.962244	-7.420470	6.239171	11.400460	-5.111697	3.674967	-4.581626	7.264809	8.444369	4.562543	-7.463763	-18.873938	-19.790972	7.212724	7.110885	6.004191	10.271624	9.058902	9.821139	6.124039	4.331698	3.781949	8.417470	-16.334340	0.614268	-12.092070	2.714216	2.729834	-10.589360	-5.484661	0.151554	-8.864414	4.805353	-0.220199	6.239171	-1.621007	-12.550720	-5.915154	-4.839497	7.264809	8.444369	4.672290	-7.412501	-24.777606	-23.153370	7.212724	7.110885	6.004191	10.273570	9.058807	9.820838	6.124039	4.331698	3.781949	8.417470	-20.669139	0.614268	-18.250820	7.092777	-2.250417	-21.767232	-7.207380	0.151554	-8.739551	3.508476	10.308695	-6.758316	-12.292435	-15.345973	-9.571748	-5.360079	7.264809	3.853267	1.941872	5.698626	2.277496	10.928369	3.581961	-6.284986	-7.021457	-2.867916	-17.548635	-14.899326	-4.783755	-4.423401	4.605336	-2.841316	8.473914	6.217647	5.036979	-5.386635	9.089200	-4.598562	7.230181	6.375291	2.529549	-1.962244	-2.634172	-6.758316	11.400460	-5.111741	3.674966	-4.581626	7.264809	3.853267	-0.828252	1.048216	1.911143	8.831787	3.581961	-4.540173	-6.410136	-2.320468	-16.240517	-10.654415	-4.782970	-4.423396	4.605336	-2.841316
28	5	-21.700010	3.545311	-17.053363	7.231544	-3.535424	-13.442968	-20.826458	1.286420	-6.205544	3.465513	11.077798	-11.084703	-16.295924	-16.677301	-13.941415	-3.647002	7.567906	2.035608	3.128743	4.308712	7.688208	10.804384	-2.664778	-8.219444	-8.008754	-5.408073	-16.731501	-22.952724	-0.365903	-4.524319	6.110214	-10.238691	3.552379	7.893384	11.848154	-4.271705	-0.838488	2.515945	6.752653	6.752020	1.459270	-7.428894	-2.474180	-11.084703	2.024257	2.850682	3.588274	6.305422	7.567906	2.035608	-2.833969	4.517795	3.882694	10.353034	-2.664778	-5.555480	-5.732567	-10.021079	-23.350047	-22.943866	-0.365903	-4.524319	6.110214	-10.238691	-21.700011	3.545311	-15.834592	7.231544	-3.535424	-13.442968	-20.826458	1.286420	-6.205544	3.465513	4.531747	5.984335	-16.295924	-16.677301	-13.941801	-3.647002	7.567906	8.476589	6.938376	-1.648570	-12.578268	-16.419064	5.879144	6.874513	5.522465	9.703001	10.665516	4.788739	6.745091	7.371162	3.262896	1.797308	3.552379	7.893384	11.848154	-4.271705	-0.838488	2.515945	6.752653	6.752020	1.459270	-7.428894	-2.474180	-8.919028	2.024257	2.850682	3.588275	6.305422	7.567906	2.035608	-2.833969	4.517793	-1.535448	-2.854845	-2.664778	3.378833	2.131850	-3.582591	-0.599980	-1.835715	1.319439	4.417414	5.219681	-7.092935	3.552382	7.893384	11.952225	-4.271722	-0.838489	2.515997	6.752653	6.752020	1.459269	-7.428910	-9.020230	5.992402	2.024254	2.850682	3.588274	6.305422	7.567906	8.476589	0.975581	-3.798252	-16.533749	-20.071071	5.879144	6.928125	5.650128	7.032342	11.318259	9.236514	6.745102	7.395732	3.243303	1.800426
39	5	7.188846	6.399922	5.133213	-6.935587	6.782063	7.452224	4.210248	8.368974	-7.783412	-6.406228	-9.922695	7.348537	3.177831	10.969755	6.812429	-0.319321	6.468671	8.594499	-5.020451	-9.957416	-14.884355	-25.306712	8.989281	6.924771	6.684868	2.855868	12.817810	9.418968	8.621427	6.839541	1.610909	6.626487	12.367233	6.399922	11.613059	-9.429560	10.923698	7.466066	10.304086	8.368974	7.513016	-10.790547	-15.958349	7.348537	-3.931983	-1.162223	6.824093	-10.329557	6.468671	8.594499	-5.109546	-9.958929	-14.778955	-25.317986	8.989281	6.924771	6.684868	2.855863	12.817809	9.418968	8.621427	6.839541	1.610909	6.626487	12.367172	6.399922	11.613058	-9.429559	10.923696	7.466066	10.303922	8.368974	7.232160	-10.782877	-15.958347	7.348537	1.718995	-1.162223	6.824093	-10.329557	6.468671	8.594499	-5.109546	-9.958929	-14.778955	-25.317986	8.989281	6.924771	6.684868	2.855863	12.817809	9.418968	8.621427	6.839541	1.610909	6.626487	-6.902940	0.885335	-4.247377	-1.263843	4.681790	7.403390	-1.701915	3.949200	-7.768446	-3.380366	-4.921865	7.348537	-8.590145	-5.494381	-0.070407	-5.990672	6.468671	8.594499	-3.997785	-9.951934	-19.678629	-30.947557	8.989281	6.924771	6.684868	2.856070	12.817816	9.418968	8.621427	6.839541	1.610909	6.626487	-9.453414	0.885335	-6.013843	1.304662	1.117194	6.864804	-2.671228	3.949200	-10.560577	-4.653566	-4.921702	7.348537	-5.593967	3.719935	-0.112867	-0.400457	6.468671	8.594499	0.817138	-4.655195	-20.328047	-27.141542	8.989281	6.924763	6.678550	4.973311	12.838954	9.419001	8.621430	6.839541	1.610909	6.626487
40	5	4.003846	5.060707	13.614536	-8.798448	9.783933	5.033936	8.040833	4.750519	1.039959	-6.930155	-13.963390	5.956356	2.682867	-1.246688	5.738640	-10.533237	8.225937	6.294140	-2.532934	-9.322645	-18.592967	-26.326653	8.068921	8.804295	5.277166	7.009746	10.881195	7.106604	8.017823	7.402678	0.524711	4.177634	-23.493835	1.238605	-21.731420	6.835675	-8.428807	-20.156634	-16.839886	0.457567	-13.093082	3.849738	9.620383	-9.208735	-18.027381	-15.365124	-16.874901	-5.904230	8.225937	0.707906	3.824412	0.303637	6.827106	11.237316	-0.231258	-5.062847	-9.892145	-8.079160	-23.598184	-23.065220	-0.904772	1.197907	6.789763	-11.470881	-19.287455	1.238605	-12.099473	3.451348	3.075160	-13.022121	-5.851317	0.457567	-7.420489	-1.539018	6.357718	-9.207383	-5.823903	-10.636387	-10.563867	-5.624703	8.225937	0.708292	1.462177	1.516068	-4.176155	-7.022912	-0.231257	6.323170	-0.474016	0.611913	-0.743533	-4.922252	1.867720	2.167158	6.617280	-11.416283	-19.287507	1.238605	-7.521238	3.451473	3.074948	-8.771086	-5.851281	0.457567	-7.420469	-1.539017	0.177463	5.956356	-5.823884	-9.670326	-10.563879	-5.624230	8.225937	6.294140	5.404318	-11.094499	-19.652642	-27.314919	8.068921	8.804295	5.277166	10.969858	10.881226	7.106605	8.017823	7.402678	0.524711	4.177634	-23.493835	1.238605	-20.518971	6.835675	-8.428807	-17.633191	-16.839886	0.457567	-13.093082	3.849738	3.439814	5.956356	-18.027381	-15.362372	-16.874901	-5.904230	8.225937	6.294140	7.771195	-6.910905	-13.455922	-21.330064	8.068921	8.804295	5.277165	11.061877	10.857181	7.106560	8.017823	7.402678	0.524711	4.177634
45	5	-20.135705	4.766892	-24.841065	7.419642	-4.848439	-10.375264	-13.286138	2.030935	-4.027737	3.176550	10.444594	-14.080941	-13.921873	-15.111267	-12.975565	-3.772158	3.920920	-0.135445	2.999627	7.398348	5.743141	11.240338	-2.845240	-8.636865	-11.125400	-12.715083	-23.169510	-16.841135	-2.910338	-3.461595	7.221938	-8.059200	-20.135697	4.766892	-24.811289	7.419642	-4.848439	-10.372808	-13.286138	2.030935	-4.027737	3.176550	5.578186	5.817411	-13.921873	-15.111267	-12.975565	-3.772158	3.920920	2.743762	7.513311	3.512051	-12.257333	-6.567232	4.733491	2.022938	-0.377618	0.631634	3.286659	5.072242	5.825870	6.696598	0.822504	4.705183	9.326201	9.067896	13.953765	-8.864609	11.042112	6.706957	10.828584	6.244887	7.323782	-12.929755	-11.133260	-14.080941	-0.699485	-1.868582	5.482249	-6.802617	3.920920	-0.135445	-6.587889	0.014139	2.989269	5.727235	-2.845240	-6.362500	-11.125184	-13.933244	-18.558624	-14.891101	-2.910338	-3.461595	7.221938	-8.059200	9.326201	9.067896	13.953765	-8.864609	11.042112	6.706957	10.828584	6.244887	7.323782	-12.929755	-15.999668	5.817411	-0.699485	-1.868582	5.482249	-6.802617	3.920920	2.743762	-2.074204	-1.834103	-16.748105	-16.462175	4.733491	6.412536	-0.367674	3.721164	6.996123	8.587422	5.825870	6.696684	0.822487	4.705183	9.326201	9.067896	13.953765	-8.864609	11.042112	6.706957	10.828584	6.244887	7.323782	-12.929755	-11.133260	-7.703274	-0.699485	-1.868582	5.482249	-6.802617	3.920920	-0.135442	-6.587598	0.014131	-3.634648	-6.113357	-2.845239	4.154325	-0.620908	-2.205330	-0.120911	1.218332	5.813414	6.594295	0.844552	-0.033575
47	5	-24.418721	-0.295875	-22.506824	5.556261	-8.280405	-19.076180	-16.177129	2.142027	-4.842843	5.140803	10.317961	-9.630762	-14.338988	-16.794134	-11.057232	-9.302165	3.142515	-3.769371	4.833504	0.460599	6.598410	9.569643	-4.179284	-6.937822	-6.990385	-9.670839	-25.002727	-18.964532	-7.879975	-4.886310	5.504955	-7.517563	9.352433	5.967727	16.268099	-8.702423	9.778974	4.335778	9.482457	8.600720	6.373357	-7.076694	-9.470985	-9.279677	5.881686	-3.347472	8.616691	-8.701946	3.142515	-3.769371	-7.259037	-6.118335	-5.923929	-13.108785	-4.179216	5.455025	5.737500	-0.801016	6.511496	6.774206	4.442913	7.075035	-0.311844	-1.246798	-22.344680	-0.295875	-22.124798	5.556261	-8.091643	-19.076177	-12.608557	2.142027	0.761410	3.677861	6.858707	-9.630762	-14.260820	-16.794134	-10.980121	-11.339495	3.142515	-3.769371	4.833503	0.460599	6.598410	9.569643	-4.179284	-6.937822	-6.990385	-9.670840	-25.002727	-18.964532	-7.879975	-4.886310	5.504955	-7.517563	-24.418721	-0.295875	-22.507053	5.556261	-8.280405	-19.076180	-16.177129	2.142027	-4.842843	5.140803	7.901697	1.896401	-14.339205	-16.794134	-11.057383	-9.302165	3.142515	2.431389	9.327819	-5.960376	-5.359018	-16.124801	1.390662	5.447753	5.724668	4.579283	8.660881	8.695738	4.442913	7.075035	-0.311844	4.559281	9.352433	5.967727	16.268114	-8.702423	9.778974	4.335778	9.482457	8.600720	6.373357	-7.076694	-11.886606	1.896401	5.881686	-3.347472	8.616691	-8.701946	3.142515	2.431389	-2.764721	-12.260213	-7.388368	-18.643652	1.390662	5.485499	5.759221	-0.762484	6.541183	6.848390	4.442913	7.075035	-0.311844	4.559281
60	5	-24.149640	0.583077	-29.314799	5.335788	-0.837777	-20.521167	-22.159277	1.919532	-8.566603	6.079986	9.318437	-0.007141	-15.393716	-15.164210	-19.145246	-9.739841	0.927152	-0.580946	7.016297	-2.502017	-5.282732	-7.845904	2.374773	6.599629	8.182909	5.402049	10.696288	8.240741	2.173834	8.448872	0.011580	3.095960	-24.149640	0.583077	-29.314799	5.335788	-0.837777	-20.521202	-22.159277	1.919532	-8.566603	6.079986	10.294613	-13.100973	-15.393716	-15.164210	-19.145246	-9.739841	0.927152	-0.849093	0.675794	2.095676	5.620579	11.184492	-1.903985	-11.931683	-9.351648	-13.436716	-14.024737	-17.246444	-9.882602	-3.535937	6.073586	-5.850892	10.336346	5.735155	11.610042	-12.597609	8.981961	4.174261	7.444804	6.661813	2.953857	-10.009632	-7.504698	-0.007146	4.158977	-0.662656	3.754943	-12.639929	0.927152	-0.580948	-3.104229	-9.102909	-5.913295	-20.807262	2.374759	6.615080	8.196730	-0.159400	9.500032	8.014379	2.173510	8.448871	0.011580	3.095763	2.520926	5.696846	2.621268	-2.834031	8.188119	-8.422026	0.794164	6.661813	3.040399	-1.093831	-1.472576	-0.007141	3.532255	-6.712643	-1.534166	-7.597683	0.927152	-0.580946	3.173837	-4.987995	-2.692233	-13.925557	2.374773	4.640431	8.196362	5.402811	10.623746	12.085615	2.173827	8.448874	0.011580	3.095956	2.465586	5.690596	2.584616	-2.660957	8.180071	-9.654595	0.797164	6.661813	3.093750	-1.140919	-0.469037	-13.100973	3.599370	-6.722423	-1.551999	-7.723951	0.927152	-0.849093	-3.165113	-2.295985	3.917920	9.150365	-1.903985	-5.914258	-4.087939	-12.057890	-9.808043	-14.192805	-9.674922	-3.535935	6.073586	-5.850114
