4	4	-17.044559	0.252792	-16.001456	5.636792	-9.239561	-10.760013	-8.357870	0.881791	3.637479	2.988310	0.273438	8.360445	-14.295301	-19.881334	-8.404470	-10.165814	6.321076	4.602957	7.333861	-6.463980	-13.691728	-19.110325	7.044828	6.494248	4.982750	8.950371	10.098953	5.193008	2.725121	6.981514	-0.550467	0.467526	-17.053837	0.252792	-21.860264	5.636792	-9.239561	-13.930946	-8.357870	0.881791	3.637479	2.988310	5.209283	-4.591267	-14.295301	-20.037442	-8.404582	-10.165814	6.321076	1.935680	1.179209	0.280912	7.713053	9.905305	-1.256872	-5.823406	-13.049217	-6.623833	-18.883347	-19.678563	-9.628340	-4.856487	5.305287	-12.711321	-21.017407	0.252792	-26.037699	5.636792	-9.248543	-11.670048	-13.826362	0.881791	-2.484519	4.210297	2.087578	8.360445	-17.534437	-19.961506	-8.404604	-7.112249	6.321076	4.602957	7.333861	-6.463980	-13.691728	-19.110325	7.044828	6.494248	4.982750	8.950371	10.098953	5.193008	2.725121	6.981514	-0.550467	0.467526	-21.022409	0.252792	-28.447856	5.636792	-9.248543	-14.973878	-13.826362	0.881791	-2.484519	4.210297	7.023422	-4.591267	-17.534437	-20.048075	-8.404761	-7.112249	6.321076	1.935680	1.179209	0.280912	7.713053	9.905305	-1.256872	-5.823406	-13.049217	-6.623833	-18.883347	-19.678563	-9.628340	-4.856487	5.305287	-12.711321
8	4	5.981092	5.159875	9.295339	-3.005998	8.444346	-7.011789	3.180415	5.931863	11.424532	-7.885451	-6.775007	-13.830347	-2.996028	-5.210026	-1.935081	-6.335271	7.399516	1.709092	-5.516224	2.405614	6.870553	12.393815	0.835043	-10.706885	-10.941379	-12.385238	-20.204904	-19.226433	-3.338416	-2.463348	5.058438	-1.397758	-8.151281	-0.023831	-1.879796	1.478081	4.359162	-7.207187	-3.566407	1.443911	7.067777	-7.213721	-5.929248	6.235509	-3.028216	-6.835671	-11.958068	-7.129801	7.399516	6.308417	0.896650	-4.744550	-16.646915	-24.776315	8.320218	5.374075	5.040678	8.400050	10.213489	10.889236	9.376294	7.137188	-0.340118	8.354837	-8.265201	-0.023871	-1.934509	1.478393	4.358868	-8.880854	-4.064946	1.397682	6.778015	-7.213302	-0.083188	-13.830347	-3.029796	-6.846896	-12.053507	-7.129928	7.399516	1.709092	-5.516200	2.405879	2.813645	9.606096	0.835043	-8.244389	-10.758312	-9.324665	-20.097463	-17.600424	-3.338413	-2.463347	5.058438	-1.397757	5.981092	5.159875	9.295339	-3.005998	8.444346	-7.011789	3.180415	5.931863	11.424532	-7.885451	-12.609239	6.235509	-2.996028	-5.210026	-1.935081	-6.335271	7.399516	6.308417	0.896628	-4.744777	-12.632472	-22.040906	8.320218	5.374076	5.040677	8.399939	10.213485	10.889047	9.376294	7.137188	-0.340118	8.354837
11	4	-16.071886	2.560622	-25.308208	5.503121	-6.843287	-10.654798	-22.957620	1.227112	-7.139693	3.511601	4.083570	7.657661	-11.277239	-17.622626	-8.781832	-1.317184	7.232752	6.676522	8.592193	-5.909869	-9.905527	-29.259386	6.265805	3.201501	8.748638	7.598847	11.462904	8.598510	1.431127	6.217406	3.622833	1.655346	-16.071886	2.560622	-25.310505	5.503121	-6.843287	-10.654826	-22.957620	1.227112	-7.139693	3.511601	9.283208	-11.713393	-11.277241	-17.622626	-8.781964	-1.317183	7.232752	0.446496	2.590644	3.955489	10.663405	6.233936	-2.567727	-13.790128	-6.056075	-6.760399	-21.655031	-16.652093	-5.395610	-5.650997	7.434970	-9.403401	-2.652140	2.560691	-5.226002	-6.404717	3.554344	6.414981	-8.889227	5.963976	-10.442166	-1.214929	-8.840889	7.657222	0.123714	-8.063184	9.336386	-2.403817	7.232752	6.676522	-1.546445	-9.433397	-21.396064	-39.301655	6.265805	3.202271	8.785571	1.223431	9.509333	8.596895	1.430110	6.217406	3.622833	1.654473	-2.652140	2.560691	-5.226002	-6.404717	3.554344	6.414981	-8.889227	5.963976	-10.442166	-1.214929	-3.641251	-7.236369	0.123714	-8.063184	9.336386	-2.403817	7.232752	0.446972	-7.547993	-2.982401	-6.978364	-23.431557	-2.566963	3.158061	8.510061	0.818447	9.051674	8.471630	1.429599	6.217406	3.622833	-4.298473
12	4	-21.036394	0.093361	-24.498350	5.274459	-7.386503	-11.202703	-16.791405	3.021954	-6.684254	6.290084	11.857985	-14.945331	-20.756450	-17.517579	-16.630444	-7.439032	7.284696	-0.452734	1.458987	6.760573	7.265895	10.807309	-2.427513	-9.801486	-5.736632	-11.917689	-10.690976	-20.652483	-5.288935	-3.334537	7.453093	-13.656757	10.892885	6.532798	12.384970	-11.771896	8.927508	6.491281	10.944839	9.456386	8.454965	-9.891532	-10.228240	-8.419020	-3.627145	-0.043789	6.773494	-13.763005	7.284696	-0.448966	-6.911455	-3.922984	-8.113970	-8.874127	-2.426889	5.685390	5.273383	-2.233738	11.350950	5.477983	6.469212	8.252043	1.166773	-5.120677	10.892884	6.532798	12.384970	-11.771896	8.927508	6.491281	10.937110	9.456386	7.295529	-9.891528	-10.225670	-8.419020	1.983006	-0.043789	6.773494	-13.763005	7.284696	-0.448966	-6.911455	-3.922984	-8.113970	-8.874127	-2.426889	5.685390	5.273383	-2.233738	11.350950	5.477983	6.469212	8.252043	1.166773	-5.120677	10.738086	6.532797	12.186921	-11.767251	4.499866	6.491221	10.796061	9.456386	3.755819	-9.885269	-8.236731	-8.419020	-3.688025	4.081442	6.770369	-6.431716	7.284696	-0.448966	-6.837709	-3.912746	-8.105023	-8.872906	-2.426889	5.684783	5.273344	-2.233777	11.350910	5.470907	6.469212	8.252043	1.166773	-5.120677
20	4	-17.007307	2.264767	-18.335165	6.740623	-2.525391	-16.196284	-10.162936	0.963539	5.035461	-1.099168	2.953502	-10.813171	-8.503237	-14.220291	-10.127066	-2.732586	5.950361	-0.038191	0.713290	2.440818	7.140882	9.247970	-2.305902	-5.526723	-9.454279	-9.989872	-26.782129	-17.839937	-2.198746	-4.497875	8.164517	-9.770938	-23.431687	2.264767	-27.476623	6.743252	-5.212599	-18.870285	-17.892328	0.963539	-6.734319	1.856794	9.653250	-10.813171	-15.103965	-14.245754	-14.373781	-2.677449	5.950361	-0.038191	0.713627	2.583455	7.140882	9.257086	-2.305902	-5.537472	-9.639171	-10.091928	-26.782158	-17.848961	-2.198751	-4.497875	8.164517	-9.770938	9.891879	8.512405	12.499014	-6.098258	8.139197	3.828064	9.587873	7.240086	6.838241	-11.294879	-10.189263	-8.908183	-4.420864	3.257003	8.070549	-4.014415	5.950361	-0.038191	-7.384461	-7.079284	-11.370032	-13.100336	-2.305902	4.455225	5.102451	0.687795	3.702881	8.144157	7.232864	6.374031	4.101842	-0.286225	-11.064099	2.264771	-7.655032	2.893394	4.150327	-9.541682	-2.839120	0.963539	5.040274	-2.624885	0.847192	-9.061417	-5.064903	-10.431632	-8.044141	-6.340736	5.950361	-0.038191	-4.157180	-0.546094	-5.445624	-6.924840	-2.305902	3.800408	4.538405	0.022567	-2.633424	2.511352	4.182458	6.365460	4.104355	-1.985043
27	4	-18.823955	4.111123	-29.350064	5.498140	-8.278730	-14.390007	-19.829909	-0.671911	-8.378994	3.974656	6.305122	4.984804	-16.483515	-16.035989	-14.501942	-3.958507	2.616043	2.029200	4.663768	-1.746251	-9.749950	-11.330883	4.515025	2.421077	1.187639	3.391769	9.469566	9.858808	6.076798	7.932456	-0.043441	7.793226	-18.823955	4.111123	-29.386709	5.498159	-8.278729	-15.272431	-19.829909	-0.671911	-8.378994	3.974649	10.210166	-13.026193	-16.483515	-16.035989	-14.501944	-3.958507	2.616043	-1.504139	0.147432	6.187182	9.489856	10.552099	-2.712893	-9.403818	-11.799961	-15.468027	-20.881198	-17.721298	-4.057544	-4.537410	5.753563	-3.369379	7.537465	6.419115	9.720654	-11.705738	9.893514	5.871595	8.941153	4.945701	6.800078	-8.284302	-8.578395	-6.650557	5.085790	-1.800472	2.451701	-11.435622	2.616043	-1.504094	-10.513024	-5.703564	-8.532219	-13.646956	-2.712873	4.190874	5.538423	0.445524	6.560757	7.275240	6.076752	7.932456	-0.043441	1.630917	7.537465	6.419115	9.720656	-11.707289	9.893514	5.875060	8.941153	4.945701	6.800078	-8.284332	-12.483784	4.984804	5.085790	-1.800472	2.451701	-11.435622	2.616043	2.029200	-5.998289	-11.186195	-17.466087	-20.900719	4.515025	4.191961	5.552016	1.285972	9.469973	9.887671	6.076798	7.932456	-0.043441	7.793226
30	4	-11.387583	6.126829	-12.249868	4.413530	-2.354292	-15.138516	-5.385446	3.058757	7.833444	-2.304432	2.704825	8.480284	-5.666686	-15.475697	-15.593124	-7.608019	5.978700	5.101910	6.493209	-5.419309	-12.457279	-22.054022	6.796880	6.763439	7.942101	10.071016	6.838952	9.310813	6.254285	6.182478	3.207760	6.807661	9.983023	8.949759	11.764109	-13.896669	6.039755	7.920372	10.198383	6.717300	2.345173	-7.811275	-12.532155	8.480285	4.007940	-0.865973	6.264681	-11.563522	5.978700	5.101910	-3.386498	-11.262006	-18.150704	-25.768749	6.796880	6.815068	7.976168	6.734181	6.892118	9.310813	6.254285	6.182506	3.207737	6.807663	-11.387583	6.126829	-12.251116	4.413530	-2.354292	-15.139768	-5.385446	3.058757	7.833444	-2.304432	4.988138	-6.758130	-5.666686	-15.475697	-15.593124	-7.608019	5.978700	3.792660	1.289419	1.882580	11.394990	8.990828	1.010323	-5.783402	-5.796488	-3.883290	-24.251271	-26.366422	-5.225619	-6.057796	5.693709	-5.768084	10.556010	8.949759	11.764959	-13.897344	6.042032	7.920372	10.264107	6.717304	7.370806	-11.869656	-12.834509	8.480285	-1.137520	-0.865841	6.264682	-12.173926	5.978700	5.101910	-3.386815	-11.261998	-18.150633	-25.768772	6.796880	6.815068	7.976168	6.733962	6.892117	9.310813	6.254285	6.182506	3.207737	6.807663
38	4	-21.435833	0.934813	-23.937078	1.521053	-4.682419	-12.433049	-17.605307	-0.349961	-1.815055	4.214966	7.142813	1.852128	-12.520426	-15.489275	-7.717934	-3.429834	6.384912	5.560639	6.577526	3.619715	4.971166	6.225028	1.742374	-8.275600	-10.808038	-5.464336	-19.741764	-27.785601	-0.927964	-4.225437	4.891902	0.720936	-17.545511	0.934813	-9.753993	1.519759	-0.797673	-4.488980	-7.350907	-0.348672	6.587390	-1.724067	0.637169	1.852128	-1.786852	-10.791777	-5.885024	-4.989206	6.384912	5.560639	6.512194	3.612611	3.519785	6.217863	1.742374	-7.520120	-10.614630	-5.455162	-19.479303	-27.768161	-0.927964	-4.225437	4.891902	0.720936	-17.545657	0.934813	-9.806085	1.520226	-0.797691	-9.469195	-7.396213	-0.348673	6.587393	-1.724014	4.954943	-4.557145	-1.785038	-11.407447	-5.904057	-4.988054	6.384912	3.314890	2.075573	6.040602	6.817302	10.589419	-1.980690	-8.936762	-10.949012	-8.460384	-20.941625	-27.791063	-0.927964	-4.225437	4.891902	-3.481514	-21.435833	0.934813	-23.937078	1.521053	-4.682419	-12.433049	-17.605307	-0.349961	-1.815056	4.214966	11.429393	-4.557145	-12.520426	-15.715169	-7.717934	-3.429834	6.384912	3.314890	2.077447	6.046572	8.026519	10.590401	-1.980690	-9.154811	-10.949014	-8.458184	-20.971190	-27.791562	-0.927964	-4.225437	4.891902	-3.481514
43	4	-14.572661	0.890227	-14.981166	6.136184	-9.312017	-10.034522	-9.808423	0.306124	3.396393	-1.373231	10.969333	-14.881542	3.894883	-13.515926	-15.315345	5.063029	5.264850	-2.573545	0.196905	1.790703	7.209438	10.818594	-6.452504	-11.759239	0.787186	-8.379462	-23.376244	-16.633371	-3.884690	-4.222665	6.723037	-7.800763	-19.495307	0.890227	-25.379556	6.136248	-14.215428	-10.034522	-13.755051	0.306124	-4.450574	3.020490	8.732965	2.870104	-13.820663	-13.539683	-15.317098	3.947956	5.264850	1.295883	6.423250	-4.217719	-4.528108	-15.015080	-0.338894	2.965104	6.454686	6.732370	9.040306	10.355178	6.774869	4.712069	5.259351	5.448976	-14.572661	0.890227	-14.981166	6.136184	-9.312017	-10.034522	-9.808423	0.306124	3.396393	-1.373231	7.948179	2.870104	3.894883	-13.515926	-15.315345	5.063029	5.264850	1.295883	6.423250	-4.222375	-4.524553	-15.023113	-0.338894	2.965130	6.471627	6.732699	9.040469	10.355261	6.774869	4.712069	5.259351	5.448977	-19.495307	0.890227	-25.379556	6.136248	-14.215428	-10.034522	-13.755051	0.306124	-4.450574	3.020490	11.754119	-14.881542	-13.820663	-13.539683	-15.317098	3.947956	5.264850	-2.573545	0.196905	1.795359	7.203321	10.818594	-6.452504	-11.760367	0.787186	-8.382672	-23.376204	-16.633413	-3.884690	-4.222665	6.723037	-7.800763
44	4	-20.562712	-0.074555	-16.318138	7.354424	-3.817968	-9.947386	-18.684491	0.303375	-6.843199	3.939459	9.941668	-11.017783	-16.627317	-12.657537	-14.893670	-4.994437	7.475853	-0.934851	-2.184630	6.441274	12.096044	11.979533	-5.389130	-9.946668	-11.830347	-7.389353	-26.674753	-27.421767	-2.938083	-6.224333	6.625789	-12.270722	4.265617	5.055027	9.207823	-2.797355	-2.825184	2.330237	1.718187	5.255252	6.620425	-4.460832	-6.129159	-11.017783	-5.084123	5.838602	-3.131356	-0.485619	7.475853	-0.934851	-8.923708	1.082422	12.732261	13.236795	-5.389130	-9.039164	-11.274337	-9.436239	-26.208638	-24.899233	-2.938083	-6.224330	6.625789	-12.270722	4.266752	5.055028	9.213172	-2.823538	-2.829934	2.353711	1.719632	5.255253	6.620755	-4.474587	-11.568474	7.346321	-5.083501	5.841268	-3.126102	-0.483164	7.475853	5.676828	-4.196659	-5.272965	-5.307738	-16.640422	7.067568	5.112721	3.296033	4.791454	9.955678	7.530343	7.398269	6.432644	1.263183	3.095159	-20.561179	-0.074555	-16.316363	7.354422	-3.817893	-8.209257	-18.682699	0.303375	-6.842845	3.935866	4.503961	7.346321	-16.627166	-12.655373	-14.882980	-4.994442	7.475853	5.676828	2.545450	-4.842139	-5.866588	-18.236779	7.067568	5.112688	3.296031	9.233419	9.957200	7.459757	7.398269	6.432110	1.263347	3.095157
