1	2	40.626688	76.735968	83.075465	71.164883	508.161048	36.599094	46.906860	0.411743	0.378108	0.669542	0.651788	0.768654	0.615573	0.425956	2.720909	3.000000	0.010171	12.085861	5.000000	0.012194	0.158388	6.000000	88.864396	1.182701	5.000000	0.015172	1.808426	2.000000	0.020330	1.396547	3.000000	0.016758	5.933718	2.000000	73.158055	4.410255	4.000000	0.010732	3.591036	5.000000	0.014753	37.108737	5.000000	0.013875	16.784769	4.000000	51.505168	0.734626	4.000000	63.419422	3.916976	3.000000	0.184819	4.599852	3.000000	44.884790	0.518252	2.000000	0.020359	5.702891	3.000000	70.098917	3.356848	1.000000	0.010372	7.077363	2.000000	17.503706	0.961348	1.000000	50.641124
2	2	80.255241	23.431555	2.606555	97.546824	370.583797	97.570214	82.219217	0.996442	0.492784	0.961105	0.884254	0.333791	0.809858	0.604131	3.727420	5.000000	0.017518	0.623774	4.000000	0.024670	3.941961	6.000000	29.857093	0.933863	2.000000	0.010745	2.195153	2.000000	0.052056	2.124897	2.000000	0.011912	1.452897	1.000000	94.586690	4.989508	2.000000	0.015302	2.069012	4.000000	0.156908	19.639094	1.000000	0.016770	9.725117	6.000000	87.767301	6.102147	4.000000	69.120747	4.280029	5.000000	0.010352	2.124536	6.000000	81.282186	3.178886	1.000000	0.098839	1.886651	3.000000	12.946462	0.254236	1.000000	0.230774	2.209604	6.000000	17.658716	1.682221	2.000000	54.186399
3	1	53.002574	10.744384	41.197928	71.880465	801.482318	53.848789	3.761972	0.393730	0.437474	0.954899	0.265916	0.858020	0.515167	0.782112	1.585134	4.000000	0.010892	13.803064	5.000000	0.021918	4.409211	1.000000	30.006819	2.282015	4.000000	0.048683	2.597673	3.000000	0.013619	2.244272	2.000000	0.024161	3.181695	6.000000	48.820225	0.840357	2.000000	0.036604	3.701398	5.000000	0.136108	45.983841	2.000000	0.155734	7.908624	4.000000	75.907771	1.253981	3.000000	33.544863	0.765200	6.000000	0.042662	2.380897	4.000000	88.578352	0.347957	1.000000	0.019562	0.470725	5.000000	36.289267	2.342518	5.000000	0.057014	10.587223	3.000000	51.125420	5.229875	2.000000	84.187584
4	2	32.741922	26.071457	52.226545	52.464669	627.273089	88.937274	39.843915	0.391273	0.997186	0.192505	0.919339	0.928703	0.727135	0.728827	0.757588	3.000000	0.014771	7.556396	6.000000	0.069623	1.035082	5.000000	55.343556	3.379091	1.000000	0.016343	0.650634	3.000000	0.014283	4.253075	3.000000	0.022204	8.528761	5.000000	16.272063	4.579816	5.000000	0.024618	3.786246	5.000000	0.039310	22.443794	4.000000	0.012879	10.053229	1.000000	83.297995	2.522458	3.000000	31.560928	3.140138	6.000000	0.014575	5.000931	3.000000	49.450431	2.645776	6.000000	0.010152	1.299447	4.000000	41.131804	3.676883	3.000000	0.025052	17.981942	6.000000	74.203326	1.892368	2.000000	10.025524
5	2	5.642393	72.561238	23.737672	46.990946	445.632962	66.003730	30.396046	0.129788	0.430467	0.686819	0.451874	0.212728	0.678453	0.234954	1.325274	5.000000	0.048872	10.989550	1.000000	0.010515	5.686147	2.000000	55.151163	4.611588	4.000000	0.032447	4.384339	3.000000	0.209224	3.590171	2.000000	0.013050	13.322764	6.000000	19.780608	1.394759	5.000000	0.010676	3.613249	6.000000	0.027347	53.408667	6.000000	0.021458	3.797270	2.000000	63.978471	3.629097	3.000000	36.956415	3.423792	5.000000	0.028138	5.029075	2.000000	97.700837	1.107804	4.000000	0.022381	5.232327	2.000000	46.488586	0.455718	4.000000	0.042901	12.090204	6.000000	31.066810	1.136129	5.000000	21.390301
6	2	11.188345	11.565154	95.337835	35.541171	383.048046	19.300311	68.590476	0.299742	0.745314	0.884865	0.502874	0.884043	0.826494	0.817032	2.872705	3.000000	0.023129	13.013711	3.000000	0.010783	6.153217	3.000000	37.705454	4.542136	2.000000	0.037721	5.148230	6.000000	0.018567	2.224001	4.000000	0.011428	6.749662	6.000000	96.386566	1.472213	5.000000	0.013231	1.515344	3.000000	0.011084	36.724966	4.000000	0.034690	5.791780	4.000000	91.341161	2.198018	5.000000	54.788748	1.176329	2.000000	0.083069	5.009059	4.000000	39.412042	0.154408	3.000000	0.011041	5.188124	6.000000	56.071129	0.140420	3.000000	0.011985	11.991965	4.000000	11.017644	3.697442	1.000000	16.763138
7	3	10.339439	26.367417	50.463131	13.852927	981.541476	23.128945	35.016034	0.328690	0.736409	0.769464	0.739419	0.630142	0.959602	0.629721	3.759137	5.000000	0.017865	3.660141	2.000000	0.019910	1.411698	5.000000	83.928001	3.312517	5.000000	0.018621	2.152143	4.000000	0.057750	0.152104	6.000000	0.024865	5.485372	4.000000	77.886309	2.403482	6.000000	0.022942	1.295812	1.000000	0.025546	2.081021	5.000000	0.022269	4.281656	1.000000	85.760742	0.905173	4.000000	78.198982	1.647512	2.000000	0.012202	0.363679	5.000000	2.167364	1.618971	6.000000	0.014253	2.728476	3.000000	51.024356	2.136435	3.000000	0.021621	17.003725	5.000000	72.792418	0.324768	5.000000	39.273071
8	2	80.279304	5.354430	78.318447	39.888372	894.360766	36.688329	80.408250	0.189096	0.133477	0.210462	0.134844	0.513599	0.777973	0.752593	3.987565	6.000000	0.023254	9.013007	4.000000	0.017770	5.233054	3.000000	63.659270	1.005601	4.000000	0.016198	5.103571	1.000000	0.075082	1.652832	3.000000	0.025693	5.326170	3.000000	83.478199	1.314654	1.000000	0.039863	0.719784	1.000000	0.181984	58.831585	6.000000	0.077344	3.948902	3.000000	10.272928	2.122886	3.000000	78.735435	1.747029	3.000000	0.058112	0.719121	3.000000	96.050377	3.814586	4.000000	0.016046	4.353762	6.000000	76.911217	2.058699	2.000000	0.022441	5.898966	5.000000	22.467307	1.512323	1.000000	42.715666
9	2	90.528502	9.626255	82.007877	53.919433	333.139424	6.742905	73.230967	0.876889	0.748348	0.817330	0.179932	0.644040	0.415200	0.191779	2.201611	2.000000	0.012369	7.875053	5.000000	0.209632	1.366014	3.000000	65.412173	2.468436	5.000000	0.050461	4.353846	6.000000	0.026183	3.266556	5.000000	0.012578	3.009124	6.000000	18.243940	0.122366	5.000000	0.242468	2.310086	4.000000	0.022062	30.476804	4.000000	0.011101	6.454648	1.000000	40.251670	5.000555	2.000000	81.426725	0.707216	2.000000	0.198815	0.909644	1.000000	19.687236	1.037273	1.000000	0.056086	4.079111	6.000000	35.640892	3.295069	5.000000	0.013233	8.110280	4.000000	40.622484	2.958899	4.000000	87.769206
10	3	88.561068	33.019579	83.758244	90.865074	886.445676	85.978996	35.042773	0.362732	0.518518	0.661792	0.398787	0.443341	0.726254	0.438057	3.278930	6.000000	0.010561	0.177378	1.000000	0.252917	2.712091	2.000000	96.846540	1.070142	3.000000	0.010699	4.194594	2.000000	0.021324	0.700777	5.000000	0.023526	6.174500	2.000000	76.550378	3.046957	3.000000	0.010749	3.441923	3.000000	0.021249	24.756086	3.000000	0.010515	15.058077	5.000000	71.508680	2.903444	5.000000	43.687267	1.711381	6.000000	0.143145	1.437453	1.000000	48.295211	2.591153	3.000000	0.020948	1.692911	6.000000	3.085306	2.229808	6.000000	0.089450	1.064707	5.000000	25.284486	3.813391	4.000000	23.250944
