Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,Stress_Fibers,SNAI2,SNAI1,SMAC,pRB,Plk1,pAPC,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_200,MCL_1,LEF1,Lats1_2,IAPs,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ApicalBasal_Pol,AMOT
IAPs,0.23586618615579744,0.2781227427602527,0.3723203130879807,0.3239482200647249,0.5243381646062022,-0.09200441070192343,0.6799583236636441,0.26666666666666666,0.4406422468738634,0.22513315653840263,-0.5208885734860644,0.4243741338387729,-0.3290430969575234,-0.23217244810167864,0.40259381297371055,0.4381114931438769,0.1779876860339145,0.8738002851963212,-0.3719049008412365,-0.3615373016368212,-0.22513315653840263,-0.16479640612594557,0.5216198837490824,0.19025755215685125,-0.31632453567937435,0.49400067729376496,-0.10631113224535886,0.3239482200647249,-0.13121312490021864,-0.4417515118567035,-0.47541635294451245,-0.27021276143663436,-0.5208885734860644,-0.03998968913778139,-0.4004125940056003,-0.005453123251987541,-0.34093525116646584,-0.15981887143748258,-0.4529958005658553,0.20651791987323379,-0.28866439904033386,-0.08824200618244056,-0.20474485519131314,0.13090542841098599,-0.9219473879390071,-0.8894433966826248,-0.9702090362717939,-0.2719616347581103,-0.5012075911864546,-0.5012075911864546,-0.48734171199119913,0.4840309775585475,0.5245883306132244,-0.5372964017014152,-0.5372964017014152,-0.8912033234819828,0.2805761206837857,-0.40273703795850874,-0.2636363636363636
FoxM1,-0.16317956106907489,-0.15628787808562905,-0.16519953051643194,-0.1375,-0.3649994714042994,0.2535563483083913,-0.1819165610148387,-0.1,-0.15755994749860952,-0.19791325591359354,0.06574045122577653,-0.18506243296478145,0.48200776642392046,0.3753153207739613,-0.3207577411517962,-0.2397157320836211,-0.12764166644805972,-0.06364029375155851,0.08093305286661404,0.1623780487804878,0.19791325591359354,0.06965919307662335,-0.23539035788030085,-0.18067703047879508,0.1375,-0.06429048351608854,0.3908537381447197,-0.1375,-0.3693638402408877,0.18205844491760512,0.18579961751600588,-0.06004561582536714,0.06574045122577653,0.24149123105680886,0.09353193492957931,0.3016956364410256,0.40415005079844885,0.08929958346413137,0.44023435025698143,-0.23403045788682983,0.4421685660664699,0.48742118176639604,0.44811757670482066,-0.038604960367604316,0.06907473113285863,0.06025573192239858,0.06708304115934637,-0.39146790682071186,0.06767907921568994,0.06767907921568994,0.008164225733113732,-0.022713819419549676,-0.03132644770429757,0.0664060746529728,0.0664060746529728,0.061629234252376416,-0.15490397857095037,0.17452035349819855,0.1
FocalAdhesions,-0.3137307919176755,-0.14172823825120728,0.9412242945958871,0.8902439024390244,-0.48376206679200695,0.35043124840004947,-0.24677457545933534,0.9,-0.23167704717767917,-0.2721849428572999,0.27401617800841216,-0.5910754156006088,0.6060634814019072,0.409155060728598,-0.5792292124857965,-0.561836256236027,-0.3965882588838589,0.3364546564546564,0.6639081403694103,-0.5805194805194805,0.2721849428572999,-0.19463707316274176,-0.46904385169616847,-0.0892648458888635,-0.5714285714285714,-0.2641541955742842,0.7148196768620924,0.8902439024390244,0.05932702596323466,-0.513091207970065,0.21623020799497064,0.4609904507940913,0.27401617800841216,0.5906699679750351,0.7091984200632943,0.45121998358764587,0.6181169246830479,0.29008837985060587,0.5297334972273325,-0.4034209072557344,0.5397923526660775,0.6800927730992802,0.5854559294783492,-0.14604663508029728,0.28019162685304727,0.22641379310344828,0.26414466381584933,-0.48665790610143417,0.2583909079088339,0.2583909079088339,0.19912725255631186,-0.07354083499321494,-0.09986062715341244,0.28048087155304047,0.28048087155304047,0.23052542611635443,-0.3678580391123007,-0.5525842578474157,-0.5
Emi1,-0.37689702927858304,-0.35733987584578875,-0.33131313131313134,-0.2777777777777778,-0.4179357910806546,0.21120641962383746,-0.3783139374110275,-0.2,-0.3550525656575715,-0.4097272091426739,0.03312386403393773,-0.325025816332355,0.43225407965638374,0.15606343344327148,-0.3581942563591887,-0.1725118512296274,-0.29789906148606554,-0.14626545394447585,0.07651988941223446,0.3258181818181818,0.4097272091426739,0.30597951550988206,-0.14328529847266108,-0.3916328564395481,0.27599999999999997,-0.03053383137370184,0.42358285595732437,-0.2777777777777778,-0.25512595769734236,0.38347211771518963,0.39729306998491287,-0.14552441318443168,0.03312386403393773,0.17787561179651906,0.07918858312499791,0.28052087634211226,0.23999364859813146,0.26199753449618246,0.3992053494882099,-0.4209133284947969,0.3976025463345961,0.4177766209155191,0.36266514662980426,-0.13723299881759962,0.031215581432485796,0.020678294841868495,0.02669074921163444,-0.3554765966843485,0.03809422957830817,0.03809422957830817,-0.012824148838446011,-0.005643480062751538,-0.009806857210969864,0.034485413478037616,0.034485413478037616,0.020893682008869097,-0.3472918050288841,0.36039118457300273,0.2
Ecadherin_mRNA_H,-0.4739682932218171,-0.5502606498688809,-0.7957894736842105,-0.7,0.4483750873922582,-0.32759195180995765,-0.4221125296194207,-0.6,-0.5103181721363228,-0.48286370623441444,-0.2571535851885879,0.5589892090291178,-0.567784711746287,-0.3710317740035614,0.54723982721142,0.5154984568724472,0.06355736281199909,-0.5755629691409508,-0.6349704838175165,0.6927272727272727,0.48286370623441444,0.5148018947122809,0.4455325593279619,-0.4990149330087411,0.6,0.24106104020144134,-0.6757962910003484,-0.7,-0.06846363859008524,0.7323675782212368,0.5707561510796719,-0.45150455526559574,-0.2571535851885879,-0.5562685523481903,-0.6732239505949552,-0.43268655815109813,-0.5769019740003024,-0.27567523976000835,-0.4859094400589841,0.3762841399973926,-0.49503799767009243,-0.6292580428030815,-0.5506012121430348,0.14202833055297254,-0.2531674208144797,-0.17037037037037037,-0.22237037037037038,0.45084763273617234,-0.24484728801607245,-0.24484728801607245,-0.19136976818293788,0.07017698165638164,0.09605648220082606,-0.2669257274328437,-0.2669257274328437,-0.17241379310344826,-0.3644175346702104,0.7694949494949495,0.5
Ecadherin_mRNA,-0.4421687022197721,-0.5076698745990085,-0.7,-0.6,0.40748671350272553,-0.303834025318546,-0.3667846607669617,-0.5,-0.4904996096799376,-0.43259971468214414,-0.24106104020144134,0.5191432244306579,-0.5227341517317765,-0.3321391247548813,0.5088551915892153,0.45811641729862684,0.05410221028506025,-0.5636363636363637,-0.5978797699152085,0.6,0.43259971468214414,0.45527734044265317,0.4205804389449249,-0.44327944043114326,0.5,0.2121212121212121,-0.6292580428030815,-0.6,-0.09118878296342689,0.7694949494949495,0.5238553986611839,-0.43972411567959735,-0.24106104020144134,-0.5145576770166252,-0.6271830821402936,-0.4120811883436007,-0.5274534445885377,-0.2651170625351645,-0.43476680806528833,0.3478832479601369,-0.4423932663081599,-0.5676372476960478,-0.5094121073885682,0.14458666289929495,-0.21923076923076926,-0.1,-0.17037037037037037,0.4095194573654438,-0.23554670392141913,-0.23554670392141913,-0.1894193900484016,0.06949909301292059,0.09383484596903754,-0.2571535851885879,-0.2571535851885879,-0.1,-0.35255044606261543,0.6927272727272727,0.4
E2F1,-0.42147103465920077,-0.32023521668162164,-0.31022813904534335,-0.24617283950617286,-0.4748594693252759,0.3028748008303922,-0.3950714227119763,-0.17333333333333334,-0.48945254146272876,-0.40920262829988213,0.34953561765216445,-0.5414235561930455,0.5926758111652959,0.301462470997666,-0.5436998063443412,-0.6093113939143009,-0.4727309369998401,-0.3749081423916496,0.5662074569120809,0.3077619047619048,0.40920262829988213,-0.026050419311390627,-0.5170883938276226,-0.22672536866270443,0.2447619047619048,-0.3438163344601906,0.5920746315276018,-0.24617283950617286,0.11646609196259301,0.402334203664268,0.43399752212989207,0.29872759162192775,0.34953561765216445,0.616083805703978,0.6221599720429889,0.3345202294832955,0.6629374875732955,0.3496501217138922,0.43821268480517855,-0.4846459583202297,0.5429021220945651,0.5734791745590393,0.6473625064992561,-0.17719425468210365,0.3797871106033253,0.3706823613340467,0.38690501182718806,-0.383738013258826,0.3212512661412624,0.3212512661412624,0.2774492993109448,-0.14179603954069744,-0.19463751574165453,0.3536121520891309,0.3536121520891309,0.38288173923390445,-0.4970440794165665,0.35997253566106024,0.17333333333333334
Cyto_C,-0.20723493383708647,-0.24326583121435918,-0.31800232288037167,-0.2619047619047619,-0.49170250409366795,0.08218199381322198,-0.6242003924317502,-0.2,-0.3937255576826601,-0.1910428028681993,0.48110279707213877,-0.38841904178372744,0.2972253316790556,0.20504795630438313,-0.3549293963625181,-0.38132462714611504,-0.16838299383501656,-0.7865552296379635,0.33969058841787014,0.3092460881934566,0.1910428028681993,0.14613453740163138,-0.48995871176906397,-0.1635014867247872,0.2578947368421053,-0.44101815378314246,0.09960014299030923,-0.2619047619047619,0.11933271353641639,0.3935308291522226,0.429815316368685,0.24832165269163764,0.48110279707213877,0.05571983618430396,0.3650726484110528,9.403067798418596e-4,0.30805860893032,0.1479007502201743,0.42098232781161443,-0.18742012047798257,0.25194811363397557,0.07753452744643281,0.1925325805142754,-0.11993835067652152,0.8586305073766723,0.7969981238273921,0.8873494610062072,0.26199098623458167,0.4713751016814278,0.4713751016814278,0.45876662061244744,-0.4592058113958569,-0.49911170001140936,0.5051735250019271,0.5051735250019271,0.7976401179941003,-0.249318211530941,0.3529546974649798,0.2
CyclinE,-0.32285228173915176,-0.28191150771147433,-0.2774062585034014,-0.23564625850340137,-0.44275058175733706,0.31292841510061836,-0.30878938837452474,-0.19142857142857145,-0.456720959595802,-0.34452609617125046,0.021326470253742045,-0.6147197471081018,0.5634123449151432,0.3878777426115252,-0.5158932772928746,-0.5973601549445756,-0.3838128560440629,-0.19040549008940272,0.459889057862443,0.2687126893125641,0.34452609617125046,0.03402297917336585,-0.2969210350261954,-0.18952090031492275,0.2274282856428393,-0.01784848319242642,0.6684685011964968,-0.23564625850340137,-0.07160066985468913,0.33963778867356387,0.3647626096161966,0.2074456955089569,0.021326470253742045,0.5135235244176309,0.5149412732499187,0.39410822029874304,0.5581292869757284,0.3125107789661176,0.5054875900265963,-0.44531189192616677,0.5124904211287802,0.6528907494818542,0.6274367001931676,-0.060980664289199106,0.017073489075660482,0.0075465127847975325,0.012160491770635815,-0.4586753648038103,0.03144299298940244,0.03144299298940244,-0.021271446696568684,0.04805830364809756,0.043223807680977985,0.023776088893893828,0.023776088893893828,0.007009051554506099,-0.4879097115284865,0.3070023326301404,0.18479262672811061
CyclinD1,-0.3989331201699464,-0.27751249282024454,-0.23872416891284817,-0.17142857142857143,-0.49032213512764156,0.32046962656435735,-0.3220215606937765,-0.1,-0.48390292779924093,-0.3662689071684554,0.21021520694136756,-0.7689233823712549,0.6072396907774219,0.2915642962105234,-0.7673024131924636,-0.6203724112672127,-0.498354845775133,-0.20851089442638737,0.5991840967510957,0.2369914853358562,0.3662689071684554,-0.0857846860337684,-0.4412020354831526,-0.17138341692347628,0.17142857142857143,-0.20438344534197112,0.6072098089380935,-0.17142857142857143,0.18231690804846484,0.3506904963523222,0.3946318476251535,0.3505547662384304,0.21021520694136756,0.6477243800065355,0.7505409206975023,0.36721500322384937,0.6803951700304172,0.3929614907394173,0.4417105152957664,-0.51274996332137035,0.5475763967665623,0.5744058787923955,0.6692637535476852,-0.21648442533556295,0.21727629348050245,0.1991475409836066,0.2142700116971316,-0.40278303864978166,0.19443232322288306,0.19443232322288306,0.1520716805740612,0.02107055189767386,0.005105215496071823,0.21505006731334317,0.21505006731334317,0.20494286107669007,-0.5006711610307789,0.297682056384993,0.1
CyclinB,0.0066319653557842684,0.015888200550693746,0,0,-0.3483735004548225,0.2161804185793065,-0.1223153632829476,0,-0.008354468450861973,0.009076381285779539,0.24663751280541266,-0.1750107444551036,0.3665999270198741,0.3541372301453467,-0.3134650890999098,-0.308023624423272,-0.0028238373148140984,-0.2687831543111735,0.17757505067028462,0,-0.009076381285779539,-0.17698896653400947,-0.2416493433977442,0.036786649775111334,0,-0.24507172855244752,0.37764335355163414,0,-0.3608202241061496,0.0021280740745031634,0.0029998210546582542,0.0840295184520484,0.24663751280541266,0.2883633703207534,0.2073766119049334,0.19007740635229403,0.33759705941591117,-0.04601336075084807,0.4282418801932245,-0.22334392452317756,0.4286552573559449,0.37600310528515835,0.3447234756779342,-0.029353415727136855,0.27396207447032095,0.271476626538366,0.2822527044243187,-0.3774326548123155,0.2223004677683485,0.2223004677683485,0.12260895443260647,-0.20399673884226668,-0.23263428154514104,0.24752799685343158,0.24752799685343158,0.2827524300257503,-0.0029463849275386286,0.001116253743533896,0
CyclinA_mRNA,-0.4117247646473725,-0.38507182268832146,-0.3415924426450742,-0.2794871794871795,-0.43490923393659886,0.28898469307353475,-0.389280533341197,-0.2,-0.38469409280564587,-0.43952732177286363,-0.12881491157766226,-0.3159000786925676,0.4386625675273425,0.2412253617339848,-0.35959272147905774,-0.15355119148513408,-0.3119431977024475,-0.05058105797580296,0.08038655056891553,0.33528239202657806,0.43952732177286363,0.33957543172298876,-0.029919845222928725,-0.41944517429176775,0.27714285714285714,0.13091020575303886,0.4245069321470948,-0.2794871794871795,-0.2136057548493136,0.40871934912593016,0.42810951982006706,-0.12085656223160543,-0.12881491157766226,0.16418151494216943,0.08070179701413778,0.22724084550284296,0.22630530120115763,0.27230300567894405,0.4296760304499624,-0.33160426250827335,0.42074134673728814,0.4178825056668676,0.34744175700283714,-0.0895301681814591,-0.14554765198575792,-0.15146352941176472,-0.1539204034316288,-0.2971334838833908,-0.09807129430079414,-0.09807129430079414,-0.13226789441094294,0.1305662298513072,0.1380949101025988,-0.12774575875443786,-0.12774575875443786,-0.15863179074446682,-0.37468518388026945,0.3778355835159398,0.2
CyclinA,-0.4204373563434987,-0.3971199862700639,-0.38784511930460314,-0.3415924426450742,-0.4379243842459946,0.29034502606715007,-0.4064025840257295,-0.2794871794871795,-0.39162015192774147,-0.45544485743149965,-0.12774575875443786,-0.31790637378602404,0.44228945985696005,0.24611703492636275,-0.3618450905526422,-0.15835438494967174,-0.31386569309087775,-0.05260506362419082,0.08331447102187697,0.3778355835159398,0.45544485743149965,0.35223733530892437,-0.031861620792066295,-0.43482406989164774,0.33528239202657806,0.12881491157766226,0.4284268371729845,-0.3415924426450742,-0.21616246126543195,0.43028045570885193,0.44281050770952346,-0.11902029271325339,-0.12774575875443786,0.16748452981222348,0.08455102925840047,0.22725602940917286,0.2312801541855299,0.17193413675162333,0.4346344180966083,-0.3330972515398707,0.4258361209616792,0.4245069321470948,0.35054646184396615,-0.08782835983584175,-0.14366266490318208,-0.1539204034316288,-0.15287047449668772,-0.30045798193129797,-0.09766422282257489,-0.09766422282257489,-0.1326607192125865,0.13099009449957077,0.1383437393843506,-0.12732009726972418,-0.12732009726972418,-0.1625185577631143,-0.38084497190127664,0.40871934912593016,0.27714285714285714
Cdk1,-0.039874056104757125,-0.027266906255785994,-0.041173559561682574,-0.03304347826086956,-0.3540131717255813,0.06782656287731499,-0.14791121832660478,-0.02,-0.05380390004225014,-0.0434798986575414,0.2229004253380784,-0.1982310538688067,0.3696796224188424,0.34165792450008675,-0.32018684372814454,-0.31211256740226434,-0.040996648408796056,-0.2533969602700717,0.17910071615150078,0.040670596904937364,0.0434798986575414,-0.13804830583988562,-0.205610366546687,-0.008553431771708754,0.03304347826086956,-0.2214853190145602,0.3831811517387564,-0.03304347826086956,-0.35067955009068486,0.05095448551705255,0.05365120201837731,0.06061445588819299,0.2229004253380784,0.29205715881104993,0.21211113193845113,0.0728385768706558,0.3418127588884238,-0.006345709104844025,0.4191506881591267,-0.21456726753260033,0.42226586933334065,0.3812242295467686,0.34862978337446365,-0.007977010750036973,0.2525644551940581,0.254614928815437,0.2630348909488275,-0.36149998156534646,0.1935291017844833,0.1935291017844833,0.10566142506189743,-0.1755523217526242,-0.2058081881624349,0.2237472736112336,0.2237472736112336,0.26697113567767516,-0.04754985707576277,0.04687894485302575,0.02
Cdh1,0.19162624195334976,0.18984795886321632,0.21268457569827431,0.1935064935064935,0.24045737337790837,-0.2864598903857605,0.2235560160938786,0.16363636363636364,0.17607925204480018,0.23694430277278006,-0.017979104770627214,0.18073747796880998,-0.36994516996943577,-0.27812494096874274,0.18625121134025754,0.11335976294711647,0.13075876338688627,0.03332853132860408,-0.05117356860316917,-0.20568317837236574,-0.23694430277278006,-0.17841106158492775,0.14413628480078136,0.22977505800579506,-0.18966376089663758,0.017750279979095514,-0.2652149195021084,0.1935064935064935,0.24307229197714478,-0.21887793784130577,-0.22058814202310023,0.0765064065605279,-0.017979104770627214,-0.11499677083184708,-0.0551910923213116,-0.14968757061692256,-0.1802403069378542,-0.09593651693282904,-0.31478849761505623,0.15889718091740976,-0.31344939180080056,-0.2640789958204441,-0.33327368477956504,-0.07715763181476082,-0.02045880267446116,-0.02007706637697714,-0.021019532130401797,0.2440642410686525,-0.01375863021977938,-0.01375863021977938,0.023019530960856658,-0.020861327413120107,-0.017401383355384548,-0.017910686739897548,-0.017910686739897548,-0.021990974175570742,0.171964522753784,-0.21386304989270838,-0.16363636363636364
Cdc25C,-0.03886340420871963,-0.02559590636411662,-0.03304347826086956,-0.02,-0.3524914937036379,0.06720656777046552,-0.1410886809559647,0,-0.05183526430222296,-0.0418723766678538,0.2214853190145602,-0.19664119433445998,0.36789901311284534,0.3392667231583265,-0.3188435670594707,-0.3079436088997717,-0.04047272902709838,-0.2381530578310473,0.17679527512959117,0.03304347826086956,0.0418723766678538,-0.13804439974246754,-0.20432689629253908,-0.007584424500278189,0.02,-0.2192296146225583,0.3812242295467686,-0.02,-0.3498009851141538,0.04687894485302575,0.0508583136012352,0.059303171736278214,0.2214853190145602,0.290154815533438,0.20893016960403119,0.07298868009306912,0.3389142207497641,-0.006278377959102613,0.516852732768984,-0.21380794204427594,0.4198983767071593,0.37784814505035214,0.3470035394154841,-0.008859749956220717,0.24884284419532446,0.23905388435530997,0.254614928815437,-0.36054762261438517,0.19281091079770057,0.19281091079770057,0.10517067189697124,-0.1754779098232611,-0.2055904515736256,0.2229004253380784,0.2229004253380784,0.24932579533294832,-0.04637200077423155,0.040670596904937364,0
Cdc25B,-0.1550370115368311,-0.1455968893989664,-0.13333333333333333,-0.1,-0.35882737686614674,0.2324321470223334,-0.18952347797957564,0,-0.15368556562311358,-0.1813601623279233,0.12079136219359139,-0.1863852962573431,0.4749791496991372,0.3587226012789477,-0.31826460204521256,-0.24877331779696657,-0.13117506301511395,-0.11115702479338843,0.09537156797177694,0.13333333333333333,0.1813601623279233,0.018256694072674703,-0.22056797214960394,-0.16039926252684006,0.1,-0.11767568755858418,0.4847217896395045,-0.1,-0.36177544120606286,0.16616598774494598,0.1729919700134558,-0.05725671936142825,0.12079136219359139,0.24784729195574937,0.11177250910051184,0.2937275124171989,0.40816056915913634,0.09099246009014313,0.5292277391669493,-0.22698744050442743,0.531316860698353,0.4788158267836309,0.44521842454442806,-0.03176131259285265,0.12943331411908746,0.10992362247681398,0.1254996094968248,-0.3801454660452702,0.11218484921040636,0.11218484921040636,0.04360419666337481,-0.07433979385376656,-0.08975929869635438,0.12247460145492717,0.12247460145492717,0.11321384628004265,-0.15101505484476216,0.15523114355231143,0
Cdc25A,-0.3283689991954267,-0.31449694434627673,-0.3088194220646686,-0.2655172413793103,-0.3694235085869673,0.2721192695343077,-0.2995054998137378,-0.2,-0.3035541469563899,-0.3655862810390865,-0.15521431081266407,-0.28334172214252645,0.48622055106668755,0.3792773302083156,-0.3142559588109474,-0.144343285287288,-0.2523842287563862,0.11843592012443552,0.06489784310131105,0.30209339774557165,0.3655862810390865,0.2766368360210971,-0.12368080603768743,-0.35236178644931865,0.26296296296296295,0.15592464462543595,0.4836004247735738,-0.2655172413793103,-0.33458053916155955,0.34179527432369616,0.3496711758342458,-0.128666658061283,-0.15521431081266407,0.15627555738655047,0.06730748637146554,0.21059946516666872,0.33978036789393573,0.2137646058597349,0.3473758718569816,-0.36040828697248145,0.448164361516333,0.4800637907732108,0.32693360544891564,0.03314406177901346,-0.173601194780082,-0.18042168634993283,-0.18256000910302336,-0.2992806019603039,-0.12091456456720237,-0.12091456456720237,-0.1541618447265262,0.15300137570302635,0.16212686507620716,-0.15507980598936533,-0.15507980598936533,-0.18950480896694497,-0.29836295372980703,0.3267116017773371,0.2
Cdc20,0.22868370720351022,0.2143902731761947,0.2015841584158416,0.16,0.4174117564530337,-0.03440636954937919,0.28182026406560123,0.1,0.2246759699899727,0.25997907547828325,-0.2532913294079588,0.24636177170731471,-0.4346122693601592,-0.13265109848525766,0.3754812553152419,0.28220994195788823,0.1879313851407119,0.2551857917378199,-0.09889427612390551,-0.19917525773195877,-0.25997907547828325,-0.10225098061678765,0.27003888568076007,0.23576404731133752,-0.16,0.24932780207399569,-0.438385859250218,0.16,0.4000628987534536,-0.24101570845003958,-0.25157596434288837,0.08597099042018758,-0.2532913294079588,-0.2750099641729587,-0.11263538595539449,-0.37390008248238893,-0.33312459960554536,-0.14700217380828284,-0.49604172340855834,0.30057245552673084,-0.4959620204068835,-0.43217848846653045,-0.39697824650118896,0.11028932135539622,-0.27242269106213096,-0.2535598131896963,-0.27243187013439424,0.44969344765764774,-0.23497944596536638,-0.23497944596536638,-0.12060006410339619,0.21528555414699468,0.2403242727480454,-0.2556064941347137,-0.2556064941347137,-0.26215331547005905,0.21894269683034157,-0.22421784716977816,-0.1
Casp9,-0.23483352669026178,-0.27421158921157757,-0.36455404701830274,-0.31800232288037167,-0.508661447056554,0.09079324319102189,-0.671876645313682,-0.2619047619047619,-0.42479186810286895,-0.22363488070002696,0.5051735250019271,-0.4057751792037119,0.3140278512592181,0.2199861357425268,-0.37092597913178926,-0.4119009242933484,-0.18275429177875657,-0.8705298788004805,0.3556583235418197,0.3529546974649798,0.22363488070002696,0.17184610414615947,-0.503651691063389,-0.1935305658847226,0.3092460881934566,-0.48110279707213877,0.11689433965669283,-0.31800232288037167,0.11158681044018803,0.43216074402859067,0.4651580583041689,0.25400033311599457,0.5051735250019271,0.06900896281432344,0.38538400325954536,0.007860799067274198,0.3272916678673594,0.15204569897566475,0.44059444410914966,-0.19834251871339464,0.272031445652094,0.09960014299030923,0.20775467708190795,-0.11940694361871525,0.8119223837955847,0.8873494610062072,0.9653707791266095,0.2520455908115496,0.4837820752919919,0.4837820752919919,0.4694944854089691,-0.4650496054373502,-0.5067722133188632,0.5200602190823493,0.5200602190823493,0.8894433966826248,-0.2762176431514026,0.3935308291522226,0.2578947368421053
Casp8,-0.23521943361919978,-0.2753449070599325,-0.3651614137894626,-0.31800232288037167,-0.5148815694327747,0.09086398580954344,-0.6904672946694632,-0.2619047619047619,-0.43097841383160473,-0.22388689450777632,0.6179269628593607,-0.41137840425281647,0.3148652480795685,0.22036922920920415,-0.37554769411969946,-0.4217659006194944,-0.18231167105899,-0.8759898908938972,0.3598481760751499,0.35369053263790107,0.22388689450777632,0.16996977235041702,-0.5157522802910939,-0.19304480276397326,0.3092460881934566,-0.5901825742907356,0.11631536964355138,-0.31800232288037167,0.11474350710131483,0.43503982771808253,0.46909152356416295,0.256824385601815,0.6179269628593607,0.05793542487038621,0.3899793338232444,0.007843580031649092,0.32900272780389983,0.15267909531197738,0.4428559353460731,-0.19901696493865628,0.27258160125848274,0.0988364922116893,0.20781905760139607,-0.12000856377960703,0.8215078709197001,0.8896885761806719,0.9706136576138966,0.2772678319075018,0.5000154042225678,0.5000154042225678,0.5875925105400797,-0.48316289314694594,-0.5258280709402815,0.6357371080192585,0.6357371080192585,0.9915096389468984,-0.2773869382002577,0.39532351566134494,0.2578947368421053
Casp3,-0.2584154492226671,-0.30206785305602746,-0.407147952050195,-0.36455404701830274,-0.5206282469445236,0.0967995327249789,-0.713761606773007,-0.31800232288037167,-0.4503190320324265,-0.25330949789672896,0.5200602190823493,-0.41794886576918167,0.32641739374637063,0.23127272198381071,-0.38208097455762696,-0.43431982833332466,-0.1934637535903558,-0.942774673112314,0.3672739053567058,0.3935308291522226,0.25330949789672896,0.19556439290953825,-0.5129349879832364,-0.22119904642051164,0.3529546974649798,-0.5051735250019271,0.12942581238532963,-0.36455404701830274,0.1055382816539625,0.46777988561714523,0.49696104524531987,0.2581925310503158,0.5200602190823493,0.07939630007870041,0.4004034971053989,0.012524132098893243,0.34199166868357267,0.15429914163709407,0.4553724067403245,-0.20573271798532286,0.28665736468939207,0.11689433965669283,0.21896481958483385,-0.11809537114314801,0.84650414529912,0.9653707791266095,0.9245096296105121,0.24402853853722317,0.4919848299004165,0.4919848299004165,0.4761625164749296,-0.46865134468909986,-0.5114914759803547,0.5296228647401543,0.5296228647401543,0.9702090362717939,-0.29802628346344956,0.43216074402859067,0.3092460881934566
Casp2,-0.10621499548328817,-0.14219576719576718,-0.1,0,-0.4500211059518785,0.03403093721565059,-0.4882640586797066,0,-0.3184073948291927,-0.08102564102564103,0.7979139504563234,-0.33580570881515637,0.24273897575908002,0.17083550460309188,-0.3297525022460276,-0.31572190568553765,-0.06663877698584857,-0.5,0.290390610673024,0.1,0.08102564102564103,0.04240948189537268,-0.5652969121140143,-0.05309822673839411,0,-0.7,-0.036912239865031324,0,0.19700743070173216,0.27664233576642333,0.3394330334408419,0.2632582918815734,0.7979139504563234,-0.13484527870419194,0.29532289400707395,-0.06243184987954862,0.24450179457654056,0.12560296846011132,0.3585788035226237,-0.1381294964028777,0.19464872944693573,-0.07015437392795883,0.08840628642353937,-0.14417336394948335,0.7,0.5,0.6,0.4049490111359968,0.8855807401715969,0.8855807401715969,0.9842233715309469,-0.854625718476394,-0.8649025981851046,0.8904292437272842,0.8904292437272842,0.5,-0.14646017699115044,0.2,0
BIM,-0.14226685403188744,-0.1814120307451051,-0.2,-0.1,-0.48757458971370526,0.05380466425522745,-0.5572097020626432,0,-0.3617862321249907,-0.12038656051274348,0.8882062832778844,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.35810876493681215,-0.3504798044102857,-0.102902901042957,-0.6,0.32539514623057614,0.2,0.12038656051274348,0.07126294756686744,-0.5083247562590928,-0.08901314200690208,0.1,-0.7971731448763251,0.013459112132811141,-0.1,0.18713379061958743,0.3327188940092166,0.38371504260789,0.2732632035050281,0.8882062832778844,-0.08759766421868627,0.3360151264082021,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,-0.18771176330231448,0.27142857142857146,0
BIK,-0.14226685403188744,-0.1814120307451051,-0.2,-0.1,-0.48757458971370526,0.05380466425522745,-0.5572097020626432,0,-0.3617862321249907,-0.12038656051274348,0.8882062832778844,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.35810876493681215,-0.3504798044102857,-0.102902901042957,-0.6,0.32539514623057614,0.2,0.12038656051274348,0.07126294756686744,-0.5083247562590928,-0.08901314200690208,0.1,-0.7971731448763251,0.013459112132811141,-0.1,0.18713379061958743,0.3327188940092166,0.38371504260789,0.2732632035050281,0.8882062832778844,-0.08759766421868627,0.3360151264082021,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,-0.18771176330231448,0.27142857142857146,0
