Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,TRIO,TAZ,Stress_Fibers,SNAI2,SNAI1,Rac1,pRB,Plk1,pAPC,PAK1,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_200,Merlin,LEF1,Lats1_2,IQGAP1_LeadingE,Horizontal_Pol,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,b_catenin_TCF4,ApicalBasal_Pol,AMOT
N_bcatenin,0.8997980656908036,0.8999734554383171,0.6,0.5,-0.2956656346749226,0.2552418300653595,0.7,0.5,0.6,0.5,0.9996871576919417,0.7999880103111324,0.7,-0.39881796690307325,0.39803707742639044,0.2643867243867244,0.6,-0.39831325301204823,-0.3,0.7954306423800568,0.6,0.4993614303959132,-0.6,-0.7999873184959736,-0.7999921761921527,-0.5,0.7999890470974809,-0.5,0.6,0.6,0.4993269230769231,0.6,0.26988357843137256,-0.8,-0.8999824137173006,0.48946764935289366,0.39855072463768115,0.4995925020374898,0.38247678018575854,0.39897330595482544,0.26255943625354905,0.29788359788359786,-0.2801676475833779,0.29873015873015873,0.4,0.3979213066072754,-0.20002322880371662,0.8996052453211238,-0.7,-0.4
Myc,-0.36509467969428466,-0.25005400907889197,0.0911114369501466,0.11544477028347995,-0.4715785637306224,0.3337757541526315,-0.32027343382761475,0.11544477028347995,-0.056835205992509366,0.12265203208599436,-0.4093884056126451,-0.34982993094755105,0.04495528767717229,-0.5645411264629889,0.5949419981825115,0.40070859647692253,0.07075541831074511,-0.5566823498163778,-0.5535839769596518,-0.39582146104842597,-0.22124675324675325,0.5300332195857649,0.22124675324675325,0.35276869793479065,-0.10985966499165581,-0.09834162520729683,-0.16590265316263203,-0.06857142857142857,0.09979533550508171,0.08699618736383444,0.6035529936812917,0.09754564910727095,-0.005709643199439618,0.335492415892195,0.3699198209348927,0.40321742463711363,0.5709863004760052,0.6821352501563535,0.42302148715098176,0.6050966848634433,0.25141280360038365,0.5283153814475344,-0.3773520566721663,0.5382343204521169,0.5836876074127013,0.567733552727334,-0.11561836491751609,-0.4158569736242975,0.26674174768501796,-0.1334231805929919
Mst1_2,0.22147951195258203,0.013292954331582712,-0.8988779803646564,-0.8,0.4546107992927545,-0.33437028243122574,-0.16404886561954626,-0.8,-0.7989821882951654,-0.69875,0.0759072723053168,-0.18017869325636315,-0.6467906637238634,0.5678876248666387,-0.5746441815207882,-0.3789175712581431,-0.5806628731157033,0.5557248196324054,0.5212532187954408,0.3459276514087611,-0.5977142857142856,-0.6563239563542225,0.5977142857142856,0.013156637288958328,0.26437999845062266,0.4962962962962963,-3.066066830665584e-4,0.6,-0.6928931226332573,-0.7987679671457906,-0.6845509589021471,-0.792345041322314,-0.08437769108897285,0.711126953869615,0.0015738346620699506,-0.47552159746679123,-0.5670538906879381,-0.6891234942461094,-0.44115521815042824,-0.585807267334683,-0.28655462969943035,-0.4912985572716265,0.3853525733980182,-0.5005416956774256,-0.6353034636985658,-0.5588667205035613,0.1507512965002204,0.23961749612125552,0.68809890109890115,0.5
miR_34,-0.8934836540653992,-0.7969687754636959,-0.8,-0.7,0.4383168580855573,-0.33565038746977943,-0.999381994997149,-0.7,-0.7,-0.8,-0.8904874594295759,-0.8982351736804915,-0.8996505546778643,0.562791546126476,-0.5550458299356361,-0.36412130798258635,-0.7999378109452737,0.5539819684222165,0.48255963894261766,-0.842221105596745,-0.6,-0.6740384168814354,0.6,0.8981227300575556,0.8986869536612909,0.7,-0.798367093926023,0.6,-0.8999675113710202,-0.8,-0.6691315972264136,-0.8999660239531131,-0.20926501951915882,0.799359214988784,0.8977438824171047,-0.593126533734005,-0.5615070073636703,-0.6809362370464616,-0.47266021039654155,-0.5689271109663115,-0.324985488533991,-0.4574287288651721,0.39281647257960806,-0.46579689200668606,-0.5877554891639398,-0.5518213598337404,0.19191071541641969,-0.8880599407572213,0.6999304952215465,0.7
miR_200,-0.9963927098797128,-0.9984073172439698,-0.8,-0.7,0.4457666262530333,-0.344087662937848,-0.7996953751687425,-0.7,-0.7,-0.8,-0.8946841273255843,-0.8990835862957457,-0.9998242793160299,0.5709718194559918,-0.5625029350355345,-0.372496249300923,-0.8999700822737472,0.5633447352455911,0.48668977817341785,-0.9646971925471839,-0.6,-0.6824120755092211,0.6,0.8990268978638947,0.999324635847926,0.8,-0.9991552575074533,0.7,-0.8999840140676205,-0.8,-0.6768049358674458,-0.8999833020246296,-0.24040440837267596,0.7996764795104248,0.8988230612292822,-0.6190480457515453,-0.5701434879567403,-0.6869844171674501,-0.4890550250753608,-0.576451460547265,-0.33996280419522795,-0.4628075245736795,0.4035075576655385,-0.4711854157473098,-0.5911439861532934,-0.56109579563505,0.2054594727763397,-0.8933136295282539,0.6999656239257477,0.7
Merlin,0.0366580585083368,-0.18335754228996334,-0.9963854272682411,-0.8994425087108014,0.5010670737410251,-0.3654199746582424,-0.46671098775235975,-0.8994425087108014,-0.996755786325628,-0.7959464955847259,-0.010414041564733975,-0.3928997262274643,-0.8314121596201007,0.6195030542711826,-0.625349036612197,-0.423534606995032,-0.7685939239777088,0.605171964690763,0.5843442686975824,0.3330972880161812,-0.6936147721649948,-0.7172042725078731,0.6936147721649948,0.23475816009257597,0.4474738856749558,0.6894931746021883,-0.2546043461879364,0.798598949211909,-0.8870307060663958,-0.8961165429943255,-0.7389738847163034,-0.8861986533102293,-0.09516722864647953,0.7946610746958301,0.3148793379381277,-0.5271117488056634,-0.6225776549681887,-0.7534962327129534,-0.4758286194773579,-0.6449419118848055,-0.3143021336350501,-0.5443214678325499,0.42514167484852844,-0.5557542999123687,-0.6983931808568117,-0.6093917252991633,0.1622601758889612,0.08943821656398518,0.7812402985660314,0.8990654205607477
LEF1,0.9995084009436439,0.8999109131403118,0.6,0.5,-0.29183673469387755,0.24347226270280772,0.8,0.5,0.6,0.6,0.9992398169191027,0.8999597545024651,0.8,-0.3971850809289233,0.39572446555819474,0.25188071840054216,0.7,-0.39603118355776046,-0.3,0.7914217917120125,0.6,0.4981600735970561,-0.6,-0.8999573765251212,-0.8999736980536559,-0.6,0.8999631913131498,-0.5,0.7,0.6,0.49825381976925476,0.7,0.23253233987256192,-0.8,-0.8999409201683776,0.48019260735460173,0.39645075421472936,0.49885156474303766,0.37086524024024026,0.397364953886693,0.2475397735992458,0.29598997493734336,-0.2718917217500787,0.2974235104669887,0.4,0.3951219512195122,-0.1749255264509502,0.8990405783628856,-0.7,-0.5
Lats1_2,0.2408987497021283,0.031183264477018146,-0.993136353570398,-0.8988779803646564,0.4856760459694187,-0.35194308519869183,-0.15083346499519662,-0.8988779803646564,-0.8938128478317073,-0.792345041322314,0.09752992825633096,-0.1668993410296425,-0.6926265674869725,0.5977268373668749,-0.6092428531407365,-0.4105181124348725,-0.6467906637238634,0.5847764931497277,0.5670538906879381,0.3634680327721059,-0.68809890109890115,-0.6880446068940612,0.68809890109890115,-0.006103100176072876,0.26650661785908025,0.5806628731157033,0.011598155221695345,0.5971731448763251,-0.7770338199489006,-0.8926720767348316,-0.7211316895665466,-0.875629210447191,-0.06573837662519721,0.7389305933110031,-0.019185125281710794,-0.48742197730780623,-0.6009068845097523,-0.7279575054798882,-0.45545845508936916,-0.6256546707311881,-0.29340442217796536,-0.5313519276474125,0.4065335774685745,-0.5421065293502022,-0.6845509589021471,-0.5905393822273646,0.14768570807053258,0.26415843149713053,0.7673918303918305,0.5980487804878049
IQGAP1_LeadingE,0.3114758248795138,0.43192542715053034,0.8997474747474747,0.8,-0.47666151003798235,0.3537226365216505,0.536332224640603,0.8,0.7997682502896871,0.7997226074895978,0.3986721191635516,0.5936886604269456,0.8851759131544646,-0.6023979969391992,0.5982353798236641,0.39665577779030486,0.7952860626430562,-0.5887670133743176,-0.5452831817581416,-0.026494078225035682,0.7994811932555124,0.7081859631081248,-0.7994811932555124,-0.46978720496238635,-0.5093762595428991,-0.6992125984251969,0.37721886275131,-0.7,0.8982959038475599,0.9997244546498278,0.712506941322588,0.898163429601575,0.14319517075872906,-0.7744397755596633,-0.4572726481846754,0.5613396376203608,0.6025105256440348,0.730918823228213,0.47692279724625386,0.6168612047065538,0.3212888345717628,0.5083707143845376,-0.4142291841505169,0.5190976287301661,0.6535738649882247,0.5888888822026125,-0.17446407144045137,0.24242251915698762,-0.8970928695049596,-0.6
Horizontal_Pol,0.5209322436006741,0.5960492247022098,0.8997896397580858,0.8,-0.48013574846542273,0.35673076402567777,0.6631109183353816,0.8,0.7998056365403304,0.7997707736389684,0.5896245790974523,0.6333107291608833,0.8887485670437275,-0.6067283728694441,0.6016644128419424,0.3992280781654592,0.796436343185112,-0.5931297995051126,-0.5482131472488593,0.12644852144547497,0.7995698924731183,0.7130684893949996,-0.7995698924731183,-0.6225036646650388,-0.6446746258190931,-0.6993957703927492,0.529453855707818,-0.8,0.9986125345836339,0.8997719931597947,0.716162904989307,0.8985191142420407,0.1513729076772303,-0.7808232971727651,-0.6137074310482808,0.5695969624916575,0.6067310625583056,0.734831807156793,0.4823871050176586,0.6204595709518079,0.32647185440684445,0.5110510650121477,-0.41847751888401563,0.521874450773183,0.655913926814969,0.5929211387136031,-0.1780115918248216,0.45166542195132575,-0.8975976499603352,-0.7
FoxM1,-0.16308313063394647,-0.15608926118211394,-0.1384634266077565,-0.1138602520045819,-0.3647890859164237,0.25355570857738147,-0.19420559465475778,-0.1138602520045819,-0.17303465765004228,-0.11100478468899522,-0.15653703822693782,-0.19858640982391323,-0.1197384795907664,-0.18458215093959307,0.4819844089271245,0.3753091833109081,-0.1142275030578368,-0.3204908679654713,-0.23966044027917724,-0.12761193097635654,-0.1653538812785388,0.08069555800623292,0.1653538812785388,0.1979858788678611,0.06999064261839233,0.10494915254237287,-0.1807270141508997,0.10948509485094851,-0.12367682457736887,-0.12836117217938564,0.3908865942083301,-0.12296407222080183,-0.3695172777257182,0.18218489347430217,0.1851238413580492,-0.06015801971045263,0.2427281174369297,0.09326596874270042,0.3016966539222416,0.4041019423025947,0.08928255290052314,0.4401849912371712,-0.2340126578589202,0.442158020031785,0.48745002095256035,0.4481263134001428,-0.038587378826839394,-0.15481314985039668,0.17982017341337025,0.09559322033898306
FocalAdhesions,0.08857693058224433,0.2634394158718504,0.9973595742363764,0.8995719636169074,-0.5007763824935602,0.3634008569800772,0.521703719118742,0.8995719636169074,0.8976312094931129,0.897038555017134,0.1962530366056605,0.5582178114455879,0.94944019114343,-0.6245341656525947,0.6262384494875776,0.42052064520764476,0.8772015614919239,-0.6090395145886988,-0.5882303880600745,-0.20266103302802857,0.7953643051163712,0.731403308828884,-0.7953643051163712,-0.4102535169989281,-0.49129965231484374,-0.7923236759114622,0.32463006488098023,-0.6989347536617843,0.9907200572488897,0.9971658804901511,0.742457458497223,0.8901136412469031,0.09729819379673872,-0.8223581510535922,-0.3925368160903431,0.5483229506715591,0.6285807654991858,0.7649154205387854,0.4780369157487284,0.6501876528993773,0.31352906097276056,0.5434912288086574,-0.4249500081138903,0.555970722152771,0.7004156311147961,0.6123110359724737,-0.1590889827671413,0.12753755771683048,-0.8867610662499745,-0.6992805755395683
Emi1,-0.37696153964911155,-0.35751328649922687,-0.31596468672850897,-0.26004363409693004,-0.4179465521792647,0.21120612453339255,-0.3948457907247783,-0.26004363409693004,-0.3401508494434681,-0.2968136606467363,-0.35515103284278576,-0.41229829782941135,-0.3401022279640623,-0.324980249853179,0.4322508795253948,0.15606253359829644,-0.3171213786718059,-0.35818271894379433,-0.17343813200014804,-0.2979334647607004,-0.33350970017636683,0.07626758523374384,0.33350970017636683,0.41022536835214585,0.30686364464450805,0.2845717827864275,-0.39176863364123937,0.2536551724137931,-0.3368055294814326,-0.30812922586917757,0.4235536548961643,-0.33525377206734913,-0.2551636956286601,0.3860265591361651,0.39788479611804395,-0.14563796002892607,0.17827853739987048,0.07899509050441676,0.2805166472636882,0.23997827934810734,0.26199481065608354,0.39920963729283226,-0.42091088690103334,0.39760068350607314,0.4177599037763825,0.36266608457747074,-0.13723031905638144,-0.3475628415834325,0.3748987459132387,0.24842105263157896
Ecadherin_mRNA_H,-0.4960531345355119,-0.5718105726594015,-0.7993962264150943,-0.7,0.45430335812252576,-0.33221121777302753,-0.4473556264936243,-0.7,-0.7994444444444444,-0.6993388429752067,-0.5521873090068117,-0.5109046220425124,-0.7786343008753024,0.5730070167297695,-0.5754067221761705,-0.3750207714786157,-0.6920905850283078,0.5598271533128129,0.524888838628781,-0.05769743687849316,-0.7987804878048781,-0.6726655334231837,0.7987804878048781,0.501474578364276,0.5279050318908772,0.5984063745019921,-0.5118772192663295,0.7,-0.7965591397849463,-0.8993402968664101,-0.6880632214217295,-0.7963506925372881,-0.08803999551960048,0.765308462534531,0.5914749675033857,-0.5031529265544433,-0.5734244644483935,-0.7015716599300243,-0.4443719041709505,-0.5912739097567902,-0.28544420404502735,-0.4904188926817035,0.38467115737190954,-0.5006474606819548,-0.6370223090393978,-0.5618551657906896,0.14758103849910423,-0.41241264402815664,0.8941056910569106,0.6
Ecadherin_mRNA,-0.4587672320322181,-0.5218514557338086,-0.7,-0.6,0.4109531043154192,-0.30666613651688274,-0.37679725085910654,-0.6,-0.7,-0.6,-0.5246365886304518,-0.45026075886343797,-0.6920905850283078,0.5274903142488162,-0.5272179370511653,-0.3347547497131985,-0.5984063745019921,0.5168293762407264,0.4625180598555212,-0.06652573061499424,-0.7,-0.6239486634189767,0.7,0.44404450843420606,0.4621729446634629,0.5,-0.45065584522052793,0.6,-0.6993939393939395,-0.8,-0.6370223090393978,-0.6993388429752067,-0.10839749303697883,0.7850808665174613,0.536760217281689,-0.4832942831854436,-0.524888838628781,-0.6448356520053091,-0.4208269461630806,-0.53658587312256,-0.2720224206448422,-0.4371935987509758,0.353254020751935,-0.4454666910783878,-0.5715128922025474,-0.5165495130971391,0.14889195171333067,-0.3931226239343857,0.7987804878048781,0.5
E2F1,-0.42099935295006785,-0.3190960909912956,0.034416906876786516,0.06942192192192193,-0.4736066631404091,0.3028643276232496,-0.373857907000421,0.06942192192192193,-0.09702133494612232,0.05992291379206285,-0.48505812143747945,-0.4037124490723378,-0.04225346408351767,-0.5395762182000412,0.5925160142365699,0.3013995767985816,-0.011947750839415804,-0.5425102517969282,-0.6060767182063583,-0.4727650662398684,-0.2640433808794059,0.5648464159148607,0.2640433808794059,0.40801071014844037,-0.024741391133069935,-0.021864460551040837,-0.22695507662782424,0.0018835960605277425,0.02971036296679013,0.022622709634784265,0.592294458187254,0.02705081207179359,0.11542612383097164,0.39228325590522817,0.4301545594209353,0.2979829407082547,0.6219313061997648,0.6205384604318076,0.3345327147959432,0.662571323409673,0.34949271514303504,0.4378112459559933,-0.48449242515197033,0.5428082995951657,0.5737264355144409,0.6474226188911258,-0.17704516661938402,-0.495960201067034,0.30939857213623645,-0.07392156862745096
CyclinE,-0.3220916606727954,-0.2804736642667741,0.039687727455543345,0.06421494808591584,-0.44295521676968097,0.3129534972893109,-0.31115097780362155,0.06421494808591584,-0.06608100182840584,0.045172442335283086,-0.4561419234341189,-0.3345541396760591,-0.06134985053423967,-0.6150984766352277,0.5634723630817023,0.38790038289082174,-0.03591392471082423,-0.516172905885217,-0.6008386963740266,-0.38365432912437847,-0.2016327733569113,0.46001096449267126,0.2016327733569113,0.34148287179721826,0.03231085055525764,0.008872695931519459,-0.18826675982263352,0.01728492691109513,0.022727683057509766,0.019562085733312595,0.6684634770467973,0.019789856583304195,-0.07152513207165676,0.3212949731215769,0.362343527205362,0.20784485024926372,0.5143123966852342,0.5150375884939454,0.39417217650721464,0.5582545342568187,0.31256693141150166,0.5055491653617915,-0.44536889076768277,0.5125322671824506,0.652890090070666,0.6275381257447723,-0.06100542360730947,-0.48606953648875073,0.23221489962091785,-0.041650454808349544
CyclinD1,-0.39880084597735366,-0.2771550582816865,0.09795684430199003,0.11774436090225564,-0.4902476800923468,0.3204703765143583,-0.3191334961152887,0.11774436090225564,-0.036875439831104855,0.1231869918699187,-0.4834967096485017,-0.35980264239565163,0.032293849451172904,-0.7688245201979332,0.6072362412726713,0.2915629582362386,0.06418735665030358,-0.7672461380184356,-0.6206593305613302,-0.4983309264505721,-0.20138121546961324,0.5992098858574352,0.20138121546961324,0.3650507842996791,-0.08629876935354418,-0.0936762164143927,-0.1711616226909209,-0.065284178187404,0.10115564260301102,0.08974346076458752,0.6072448150402036,0.09846410030365364,0.18225404873260478,0.3427371067471935,0.3935053348515841,0.3506154080710945,0.6485696132970749,0.7505240261978472,0.36722535175252824,0.6803942324399203,0.39296092871599697,0.4416899336375641,-0.5127490897978941,0.547575490939314,0.5744280631488128,0.669288519393384,-0.2164808405808305,-0.5000762960517281,0.24832422065096038,-0.12666666666666665
CyclinB,0.00818931557781543,0.019257170753710404,0.14348632739516426,0.13512301804264626,-0.3464290330924761,0.2161560944622297,0.009113216069918858,0.13512301804264626,0.03189245268644208,0.1528778068604491,8.312041473246615e-7,0.010841464556770097,0.15366936738944664,-0.17144388826084506,0.36631368128249303,0.354036862508574,0.1500696180911389,-0.31121396836230614,-0.29062011438891255,-0.0024121954530101322,0.00576205656921929,0.17567221497636612,-0.00576205656921929,-0.010293187893694308,-0.17963016981669122,-0.14484313725490197,0.03808733258871681,-0.12255017709563162,0.15964825406249636,0.14183460833572606,0.3776606201139474,0.1590106641854523,-0.36154528214574133,-0.00589076524156325,-0.006474081959728939,0.08319443856685425,0.29228156509284375,0.2047816301341722,0.19006368827955367,0.3368187075510956,-0.04616975675027786,0.42766197175208187,-0.223145197221808,0.4284933422886586,0.37608168453126634,0.3445371330228205,-0.029229124037218612,-0.0013717403357346985,-0.008834752047610497,-0.1417713152676801
CyclinA_mRNA,-0.4118965752664283,-0.38548381745895066,-0.3233173565722586,-0.26049382716049385,-0.4353252341426576,0.2889840391420883,-0.4181789576908459,-0.26049382716049385,-0.34654751189404653,-0.30550910050118707,-0.38590478762603553,-0.4426945452018277,-0.36649225635428595,-0.31650628808644404,0.43868924130852144,0.24123277162705273,-0.3349982299963601,-0.3600096402643798,-0.15840552152773227,-0.31202792681964847,-0.3432785025524674,0.08017892507924682,0.3432785025524674,0.4402095033878782,0.3406537346185642,0.29367138885211175,-0.4196206925019298,0.2545372866127583,-0.3543121481386867,-0.31635737009544007,0.42441309620762874,-0.352835658168001,-0.2135305833276043,0.4123111115681845,0.42967146274260787,-0.12095087202039903,0.16380071541751268,0.08068201113732776,0.2272268540658644,0.2263713381790517,0.27230957847140314,0.42976827329800005,-0.3316145178321732,0.4207518238745127,0.41782160785726286,0.3474416396924026,-0.08953973976796646,-0.3752289520814405,0.3933699102307123,0.24987080103359172
CyclinA,-0.42086591973429205,-0.3980475758482124,-0.37409156503077484,-0.3233173565722586,-0.4383826022637737,0.2903437321015025,-0.44146420286665666,-0.3233173565722586,-0.401101775459938,-0.352835658168001,-0.39340026718322724,-0.4594421038241305,-0.389968017234627,-0.31857926352188815,0.4423261033216431,0.24613066201166175,-0.36649225635428595,-0.36230358574328225,-0.16380071541751268,-0.31402111746448413,-0.3933699102307123,0.08302042638294746,0.3933699102307123,0.4564923196169951,0.35402195494647876,0.3349982299963601,-0.4353152897874719,0.31139286248113124,-0.3919352263905437,-0.36574821632527216,0.42831406994119237,-0.39006310011091894,-0.21608182394186567,0.43627452337112826,0.44521931727107134,-0.11915854321966726,0.16718693243442992,0.0845121689571625,0.2272344787000408,0.23135937746309168,0.17194764854816602,0.4347607410402876,-0.33311876314070166,0.42585423015821944,0.42441309620762874,0.3505547296152414,-0.08784389916760674,-0.3816945075838884,0.43232033696032923,0.3078616686135004
Cdk1,-0.03818732656952493,-0.023673240913406855,0.10897986134037636,0.10897986134037636,-0.3519840677104324,0.06779678027524519,-0.04112567475503001,0.10897986134037636,-0.0036518424396442184,0.11941497579565352,-0.044963523511752715,-0.0417020975606418,0.11064811166160368,-0.19447946718560752,0.3693646716075929,0.3415451549096293,0.11036922579299777,-0.31782531601475594,-0.29438578746102484,-0.04054923225566599,-0.0340675717632448,0.17701597338148706,0.0340675717632448,0.04213893918055446,-0.14009209425105237,-0.11002093650801519,-0.007248916399508147,-0.09300667126754084,0.12056348803831052,0.10648575985418089,0.383189878092498,0.11994181148877173,-0.3514754893259476,0.042459823762315566,0.04382357237721679,0.05969556965964441,0.29627823140561,0.209273221043,0.07281859561855554,0.34096868195530483,-0.0065251722830795885,0.4185259815217739,-0.2143413254131316,0.4220836721039003,0.38130554938301053,0.34842081872686187,-0.0078374010698574,-0.04582633674573997,0.0365538488055438,-0.1149949341438703
Cdh1,0.1916210958271696,0.18986657294139092,0.2209438007238534,0.19787581699346407,0.24044248781294467,-0.2864591329169956,0.23490344604453856,0.19787581699346407,0.24080842815002107,0.20571428571428568,0.17596136225886644,0.23866462674506644,0.2045209691237706,0.18067090953169634,-0.3699372797570377,-0.2781225077483834,0.19916038293017244,0.18621557296390773,0.11407336407655055,0.13075775590491276,0.21639067526088115,-0.0510313829743604,-0.21639067526088115,-0.23723442006725048,-0.17888553881801053,-0.19040505874654728,0.2298476220828461,-0.18268656716417908,0.21946674936900604,0.21264376794121836,-0.26520122818855657,0.21789059425423057,0.2431042583823105,-0.22061414851399155,-0.22078120507729207,0.07657154956549855,-0.11524968645502087,-0.0550708621843639,-0.1496840687046713,-0.18022396660088996,-0.09592974963038618,-0.3147798827414243,0.15888955218565654,-0.3134447910585231,-0.2640739447369666,-0.3332680579282206,-0.07716295994814537,0.1720522274445861,-0.22889981937207354,-0.18941647597254002
Cdc25C,-0.037819498628658535,-0.023192110042971566,0.10897986134037636,0.10769230769230768,-0.35065269063379495,0.06719981475670392,-0.03975636343807472,0.10769230769230768,-0.002,0.11804511278195488,-0.04438210801796534,-0.040915349572623466,0.11036922579299777,-0.19328036247103839,0.36767761088590034,0.33919534907316873,0.11002093650801519,-0.31673308773315584,-0.29124826405042814,-0.040196936147038856,-0.029859154929577462,0.1751149426705068,0.029859154929577462,0.04133689295784504,-0.1393969939125226,-0.10938722294654497,-0.007072412472700601,-0.09565217391304348,0.12001332622601277,0.10640601503759398,0.38130554938301053,0.11941497579565352,-0.3504975143355216,0.0409813035516423,0.04288458873030278,0.05855761340880825,0.29438578746102484,0.20665584868206183,0.07299856645734322,0.33826723522141616,-0.006388357661669668,0.5163530006435914,-0.21366870129873825,0.4197851150995091,0.37796456373307635,0.3468989312358808,-0.008757987542685416,-0.04522623076043469,0.0340675717632448,-0.11428571428571428
Cdc25B,-0.15490539559601577,-0.14527917089972547,-0.08682926829268292,-0.06,-0.35827881258082034,0.2324321470223334,-0.1754414261460102,-0.06,-0.13333333333333333,-0.05507246376811594,-0.1517288773476091,-0.18162809597523222,-0.07294513128332861,-0.18533215446879261,0.4749323529040638,0.3587097057784149,-0.06625638956147431,-0.3176247904417851,-0.2445742804179621,-0.1311376686740691,-0.13333333333333333,0.09494915007889543,0.13333333333333333,0.1813860358124057,0.01833129008385023,0.053968253968253964,-0.16043950387115874,0.06,-0.0696146540733224,-0.07608695652173914,0.48477578582711267,-0.06941003182619217,-0.3620005074163854,0.16552441554771108,0.1712656161780063,-0.057445793936502156,0.2497512861336158,0.11123369650463362,0.2937348295133397,0.4080225119521419,0.09097444500089144,0.5291142192026255,-0.22696520365815975,0.5312965438322418,0.4788548975767535,0.4452235890794264,-0.03173930611172011,-0.1508581593363767,0.1567816091954023,0.03333333333333333
Cdc25A,-0.3287382058377409,-0.31535019555243976,-0.30163624432790337,-0.25360840210052515,-0.3700892331840212,0.27212107543352937,-0.3563164564541701,-0.25360840210052515,-0.3250782029950083,-0.28315852670967023,-0.3058103758613624,-0.3682935227056597,-0.31050278490269706,-0.28440247629749316,0.48629345221315556,0.3793011248652048,-0.2939391185011796,-0.31497038906469943,-0.15258737349175702,-0.25249811480298484,-0.3120689655172414,0.06523739607046633,0.3120689655172414,0.36620150241833893,0.2779596072341476,0.26912160025300447,-0.3526915446751488,0.2447843137254902,-0.3154530785962196,-0.2932893640450737,0.48356903797631434,-0.3137303183233932,-0.33443100169643775,0.34585216350145936,0.352427738274383,-0.12852369678472164,0.15571615267870856,0.0679027531049233,0.2105922518954686,0.3400057747204498,0.21379255837145,0.34755461823777567,-0.36044797637269654,0.4482009147784609,0.4800276540707512,0.3269827768729393,0.03311893018100591,-0.29892496525643397,0.34421182266009853,0.24271186440677966
Cdc20,0.2282528883717559,0.21342739629470872,0.1627250283229537,0.12671394799054375,0.41632589084257443,-0.034403505369267645,0.25008681637639,0.12671394799054375,0.20215384615384618,0.13172310849892713,0.2207353812270915,0.2605952385305869,0.1581025377316812,0.2443521287420351,-0.434492824776465,-0.13261401590447366,0.14554525083892225,0.3742403346894372,0.27272874510580386,0.1878152436418375,0.20134615384615384,-0.09789542528441364,-0.20134615384615384,-0.2599377537648898,-0.10272943045528556,-0.12691922277893192,0.23574803918035045,-0.12461322081575246,0.15411011795291468,0.1521958878389727,-0.43845303011490727,0.1534554534072377,0.4005154017957818,-0.23937526321219535,-0.2481363543272312,0.08642059272672567,-0.2779670046948607,-0.11133553241805147,-0.3739078746440761,-0.3327758392773855,-0.14694274577260766,-0.4957671807944416,0.30049981664617864,-0.49590364374899165,-0.4322539224097941,-0.3969430004063932,0.11023118492229522,0.21846333232813198,-0.2281605159546336,-0.10482758620689654
b_catenin_TCF4,0.8994109998340065,0.8998938616663719,0.6,0.5,-0.2917159763313609,0.24326720717612557,0.8,0.5,0.6,0.6,0.7990903903902752,0.8999520038396929,0.8,-0.3970443349753695,0.3955701394585726,0.2514304006469657,0.7,-0.3958291956305859,-0.3,0.7898537412829038,0.6,0.49794520547945204,-0.6,-0.8999491094147583,-0.8999685962524862,-0.6,0.8999560793499743,-0.5,0.7,0.6,0.49810640216411184,0.7,0.2291757562312303,-0.8,-0.8999295071374023,0.47808241885754066,0.3962406015037594,0.49873096446700504,0.3695471915783402,0.39717514124293785,0.24688500498609142,0.295945945945946,-0.2715101058937289,0.29734513274336283,0.4,0.39487492373398414,-0.17408356831581645,0.7988515776554117,-0.7,-0.5
ApicalBasal_Pol,-0.5246484607381783,-0.6113163837737681,-0.8966685108768576,-0.7993962264150943,0.48659790586741175,-0.35065402421583397,-0.5064589158294718,-0.7993962264150943,-0.8969502181164998,-0.7963506925372881,-0.5725701994278573,-0.5605447679559503,-0.8562461000622174,0.6056102583370333,-0.6114604753081444,-0.4072353212117953,-0.7786343008753024,0.5910188405222241,0.5734244644483935,-0.05157272145842542,-0.8941056910569106,-0.709447142618586,0.8941056910569106,0.5481482736726576,0.582369653055561,0.6920905850283078,-0.5621168064392009,0.7986183074265976,-0.8896213407418841,-0.9964234105546899,-0.72671990349017,-0.8890479460695948,-0.07010526558592284,0.8353123581325053,0.635532402817574,-0.5179340857095733,-0.6100647842448865,-0.7454311142887711,-0.45992343315110845,-0.6335142145473642,-0.2936274600013561,-0.5313580918907989,0.4073215464497717,-0.5434352022168197,-0.6880632214217295,-0.5953699010771366,0.14517262423928043,-0.4258773649548905,0.8851134429948951,0.6990697674418604
