Source,YAP,WT1,Wee1,UbcH10,U_Kinetochores,TRIO,TAZ,Stress_Fibers,SMAC,Replication,Rac1,PTEN_c,Plk1_H,Plk1,pAPC,PAK1,N_bcatenin,Mst1_2,miR_29c,Merlin,MCL_1,Mad2,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,FocalAdhesions,Fast_Migration,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,DR4_5,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
f4N_DNA,-0.18518518518518517,-0.1,-0.2900709594754013,-0.02117135680004488,0.10109757826015564,-0.1,-0.1,-0.1826086956521739,0.24508129114172247,-0.23248219677390103,-0.2682053267989462,0,0.3224677679744298,0.20287373292754446,0.257147755399198,-0.23483839131507525,-0.26505387083946025,0,-0.1,0.18095238095238095,-0.17558162826719598,-0.07899455927702458,0.1,-0.2419234708127735,-0.24492458377056256,-0.1826086956521739,0.29580240957725384,-0.2413939451098746,-0.184,-0.037515675258958193,-0.24597842634882255,0.011202290544603307,0.1,0,0.009859927576844183,0.24508129114172247,0.06565874056154705,0.297739456956309,-0.17858398143130239,-0.22994572203019953,0.3585780753976738,0.045555958713474905,0.33434230710715906,0.24134641446416288,0.15991950109417166,0.07950356484831941,0.27409169649446563,0.26505387083946025,0.2809373399766407,0.024696314019892526,0.2116522970055446,0.2116522970055446,0.17232454003209227,-0.20741548447834454,-0.23463311534848685,0.24508129114172247,0.24508129114172247,0.2743701615229734,-0.23136516668180168,0.1,0.1,0.26071604287161965
Emi1,-0.038461538461538464,0,-0.30923860463500263,0.18959717122492442,0.1974940528393812,0,0,-0.038461538461538464,0.1079659921649613,0.24315854780004123,-0.08966183229035515,0,0.4372303324538551,0.4142079385412627,0.14835824556809213,-0.06755852842809365,-0.08946149592691607,0,0,0.038461538461538464,-0.22122407431291508,-0.1350887607228092,0,-0.06830769230769232,-0.10515241304090502,-0.038461538461538464,0.4165228929601157,-0.06830769230769232,-0.038461538461538464,0.29960828811055756,-0.3218352767978795,-0.22217815025640958,0,0,-0.224127016047201,0.1079659921649613,0.24760398686656354,0.4165185341710137,0.21232829072413914,0.24562231036431653,0.34757731803870606,-0.3584334825624572,0.36447298835913544,0.3796226482800279,0.37596959535625085,-0.09961432836746223,0.11139778022647495,0.08946149592691607,0.10482107435221055,-0.13185740321050066,0.10062679598741697,0.10062679598741697,0.05891922812689424,-0.06010314460550834,-0.06925346472634021,0.10858782046318165,0.10858782046318165,0.09109877405831164,0.2445560887292888,0,0,0.3225216077424605
Ect2,0,0,0.29201491675103564,0.018116083781747904,-0.1025564919043492,0,0,0,-0.24375296782479589,0.22994572203019953,0.18095238095238095,0,-0.3223429691085547,-0.20594521499992585,-0.2569918073936143,0.1,0.18095238095238095,0,0,0,0.17614567909446271,0.08165782004955333,0,0.1,0.23811519474516235,0,-0.299640915937414,0.1,0,-0.0672927256365574,0.2495617736497786,-0.007942420821071435,0,0,0.09477661241155695,-0.24375296782479589,-0.07074835471252101,-0.29991678887821954,0.17649304391833456,0.22836760014179366,-0.3617518158837878,-0.04214061764917884,-0.338139694325719,-0.24514241270327758,-0.1643669325746942,-0.07772967618187321,-0.2568115942028985,-0.18095238095238095,-0.23411027568922305,-0.020522273289332364,-0.21179638418968444,-0.21179638418968444,-0.17126184177137058,0.2076918241017502,0.23486940606692666,-0.24492458377056256,-0.24492458377056256,-0.1826086956521739,0.22857406951550324,0,0,-0.2649372075473925
Ecadherin_mRNA_H,-0.8,-0.7,0.30864000220988147,-0.2550755780109697,-0.20225563926259502,-0.7,-0.8,-0.7,-0.0655195012324199,-0.29509952238280357,-0.7979345955249569,0.6,-0.5933095399840482,-0.49429852050268897,-0.37480451041247104,-0.7,-0.7913043478260869,0.8,-0.7,0.6,0.2687220080390357,0.10558147989239294,0.7,-0.8,0.05312280701754386,-0.9,-0.5114708303219888,-0.8,-0.8,-0.16294931767272627,0.3934275233189242,-0.0420165729190695,0.8,0,-0.042778477680974265,-0.0655195012324199,-0.33298233900222896,-0.48691607908678264,-0.07710404772178621,-0.2749685534591195,-0.4152220451621435,0.20797576719564687,-0.4296602471813122,-0.4588663541847125,-0.4576344467019678,0.031080133628047922,-0.05349518698355908,-0.02,-0.036483516483516484,0.23056833720415293,-0.0750851087102671,-0.0750851087102671,-0.02889053125481758,0.029181475919432858,0.03537692250615686,-0.0737489959606138,-0.0737489959606138,-0.02,-0.2887423496517287,0.9,0.6,-0.2776933097210561
DR4_5,-0.6,-0.5,-0.5642636720285182,0.020108708794103963,0.1604428840152915,-0.5,-0.5,-0.6,0.6268743629574404,0.14968304874022823,-0.7985828166519043,0.4,0.42363640459292223,0.4399329618751489,0.34590700427003346,-0.7,-0.7978723404255319,0.4,-0.5,0.6,-0.5588003082019772,-0.09248586503737868,0.5,-0.7,-0.5633518253948361,-0.6,0.2699541755942604,-0.7,-0.6,-0.029353108676583313,-0.34748230035496785,-0.08717135271927337,0.5,0,-0.08903600807230082,0.6268743629574404,0.0078540890600749,0.2651368696498867,-0.09785631549687449,0.14862745098039215,0.5004891576377328,-0.13481456311997247,0.37670243432328593,0.2430449982997885,0.2833854342711787,0.004395454630178026,0.7755973995301889,0.8976435935198822,0.8915694532787031,0.35660199120388875,0.5480804541977775,0.5480804541977775,0.6342826357367286,-0.556974613161858,-0.5947486773737102,0.6739035232293106,0.6739035232293106,0.8981859410430839,0.15108491789910672,0.5,0.5,0.2271626339869491
Cytokinesis,0.1,0,0.29111719153731114,0.019861261190819268,-0.10174383094009828,0,0,0.1,-0.24492458377056256,0.23136516668180168,0.23483839131507525,0,-0.3235378372325567,-0.20457605916305743,-0.25777440126613677,0.18095238095238095,0.23411027568922305,0,0,-0.1,0.1760142912236377,0.08017158642218097,0,0.1826086956521739,0.24375296782479589,0.1,-0.297739456956309,0.1826086956521739,0.1,-0.0643685991913087,0.24786466506987698,-0.009859927576844183,0,0,-0.007942420821071435,-0.24492458377056256,-0.06753830152268618,-0.299640915937414,0.17808082177946025,0.22857406951550324,-0.36043057746927387,-0.04428802348419884,-0.3363898285178822,-0.24357330222290483,-0.16197191341119355,-0.0792059930813596,-0.26914249950987046,-0.23411027568922305,-0.26505387083946025,-0.023012672177252634,-0.21179397251718957,-0.21179397251718957,-0.17187408257270348,0.20753504233432257,0.23473575835360644,-0.24508129114172247,-0.24508129114172247,-0.2397193051329866,0.22994572203019953,0,0,-0.2625127927365437
Cyto_C,-0.6,-0.5,-0.5503399969564569,0.020105817323710307,0.1597729421602867,-0.5,-0.5,-0.6,0.5188461985888668,0.14954748474402652,-0.798314014752371,0.4,0.4224898567283636,0.4367974841325094,0.34478369093772515,-0.7,-0.7973421926910299,0.4,-0.5,0.6,-0.539678275724475,-0.09235835737451828,0.5,-0.7,-0.45904859049319074,-0.6,0.26870981954501016,-0.7,-0.6,-0.029353108676583313,-0.346197762689411,-0.08691103437148029,0.5,0,-0.08903600807230082,0.5188461985888668,0.007660664779887862,0.2645133746118967,-0.09776935241753906,0.14862745098039215,0.49526747894934553,-0.13405602941757339,0.37504649137958956,0.24255162173994066,0.28237342215534256,0.004802616023554504,0.8713639445050181,0.7969754253308128,0.8895720502627672,0.3297307695587238,0.5330545063745838,0.5330545063745838,0.5172546576610334,-0.5369377317210118,-0.5755452091613618,0.560933740676409,0.560933740676409,0.7976261127596439,0.15108491789910672,0.5,0.5,0.22623130576768452
CyclinB,-0.24429533042631557,-0.179746835443038,-0.29746517165538333,0.1912254945959579,0.1883564186883273,-0.179746835443038,-0.17894736842105263,-0.23576065859045578,0.26548801536876854,0.15433225374534004,-0.29419202510682235,0.1,0.3627065211184815,0.33886046886144405,0.33890263156519207,-0.26937171333607657,-0.2891914272437464,0.1,-0.179746835443038,0.22980266338504815,-0.23923280592822538,-0.05573940472741464,0.1737704918032787,-0.2811476527167528,-0.26549844824987123,-0.2370738498397384,0.3357174818615813,-0.28018351129158287,-0.23965081923180231,-0.016766418324040418,-0.358572076697968,-0.15536441267710183,0.1811764705882353,0,-0.1565679696344176,0.26548801536876854,0.15877419264345918,0.33780517566094664,-0.08846470663054755,0.15704647854696036,0.39145493969664474,-0.15959797179660276,0.3860547618376186,0.29974281759334864,0.29362863094849473,-0.009059203417539591,0.2922894873688796,0.28909885307745903,0.3004617910000159,-0.19220162819887984,0.23935448339469617,0.23935448339469617,0.15246637904432175,-0.22585662456414704,-0.2514169547269308,0.265060057913894,0.265060057913894,0.29937440081437416,0.1554141655890446,0.17714285714285713,0.1761194029850746,0.24385547007571287
CyclinA_mRNA,0.1,0,-0.2897273267903625,0.27926616321209785,0.1812939691971729,0,0,0.1,-0.05551431437535731,0.2208865440054515,0.09501625135427952,0,0.46902177222477326,0.44325243999157093,0.2482484662247905,0.10769230769230768,0.0943778601002397,0,0,-0.1,-0.19524689946968515,-0.11298404756317457,0,0.11219512195121953,0.059129617990660924,0.1,0.45241682982263953,0.11219512195121953,0.1,0.3026498985914724,-0.37479610546085007,-0.05972133890334471,0,0,-0.06187227249083334,-0.05551431437535731,0.20459871585235515,0.4515085870663288,0.22712791040143343,0.22301929397128362,0.367502760873364,-0.29701815837961926,0.39452938320405984,0.40242041094746017,0.409762306949658,-0.055000703965748465,-0.06688048284878506,-0.0943778601002397,-0.0807357548370818,-0.10821178566904308,-0.03806916774275183,-0.03806916774275183,-0.0670218132713604,0.07392336158827109,0.07279629796015143,-0.05463880424246115,-0.05463880424246115,-0.10097063215530115,0.22230170877619923,0,0,0.27967266969995647
CyclinA,0.12,0.1,-0.2888857881002952,0.27775848874074166,0.18052580304820606,0.1,0.1,0.11219512195121953,-0.05463880424246115,0.21951628873540088,0.08209304739061311,0,0.47147023615581896,0.44257435523427846,0.25010606612343717,0.09501625135427952,0.0807357548370818,0,0.1,-0.10769230769230768,-0.19430352950165436,-0.11217225077941646,-0.1,0.10319512195121952,0.05551431437535731,0.11219512195121953,0.45136768299675645,0.10264738325775218,0.11627906976744187,0.29944135557620066,-0.3740165144918074,-0.057942021123178755,-0.1,0,-0.05972133890334471,-0.05463880424246115,0.20148587052405614,0.45241682982263953,0.12513456740783485,0.22230170877619923,0.36732366778747705,-0.29501667734768516,0.39395726033756,0.40166595727714804,0.4079442739822838,-0.053130805430294324,-0.06191296167954715,-0.0807357548370818,-0.07101797563753676,-0.10756510199168838,-0.038716008461151565,-0.038716008461151565,-0.06763578967460529,0.07483484986104208,0.0735886565633337,-0.05502473236318317,-0.05502473236318317,-0.08737092541043312,0.2208865440054515,-0.1,-0.1,0.2776432327114689
CHK1,0.16559139784946236,0.1,0.40104731116124787,-0.12034326479260452,-0.2143558227329126,0.1,0.1,0.16049382716049382,-0.22495750748811588,-0.28885484223497715,0.22806067425947396,0,-0.41248854474720903,-0.3869734986926014,-0.3810163066999101,0.19846236559139785,0.22596347542302792,0,0.1,-0.15733333333333333,0.2675001103831432,0.0721115962698431,-0.1,0.2054853381961475,0.22345991175206348,0.16049382716049382,-0.3887382296840607,0.20491921309531375,0.1632183908045977,-0.18313793377392906,0.3951308068174347,0.14766160133622944,-0.1,0,0.14970243524140586,-0.22495750748811588,-0.08559763645730371,-0.3900574770916774,-0.08130197176479327,-0.2922604937230514,-0.5171654684499437,0.2025328813558637,-0.5320628566064683,-0.36061591828823036,-0.4424772457202543,0.021042766227477645,-0.24251119100226629,-0.22596347542302792,-0.242786413322199,0.21609254405002382,-0.2024668534132235,-0.2024668534132235,-0.11873291340220297,0.17420098715157845,0.19408592190480775,-0.22496947857587496,-0.22496947857587496,-0.233219923899943,-0.2904644728481969,-0.1,-0.1,-0.2808497607913818
Cdk1,-0.24031725921820152,-0.1780821917808219,-0.2960851671035463,0.04025630233447573,0.16893562292173941,-0.1780821917808219,-0.17714285714285713,-0.23049872399325233,0.2454907497586687,0.1679522570224164,-0.28064332203696507,0.1,0.36362051207618695,0.3384222365182866,0.32460285867964195,-0.2592089292089292,-0.2747829387799169,0.1,-0.1780821917808219,0.22347319347319344,-0.21514473738398462,-0.05786398742043902,0.1709090909090909,-0.2727243357432722,-0.24553462841954515,-0.2321461263210452,0.33771781478670865,-0.27161977910394475,-0.23492947163496022,0.02106399599184821,-0.3455304266773468,-0.13690239316440117,0.179746835443038,0,-0.13801948949845505,0.2454907497586687,0.038932067684803985,0.3395869113529938,-0.05410118599668442,0.17040778892401792,0.37921615287709864,-0.14451805777085597,0.3810009629797117,0.30962365395865954,0.2926719888179111,0.014787560888453921,0.273833616599224,0.27466139352804403,0.2837853925574058,-0.1539213890875536,0.216378844412115,0.216378844412115,0.14053124847121504,-0.20250233894369257,-0.22939866068529174,0.24510332899117476,0.24510332899117476,0.28585489254718766,0.16893922867316186,0.175,0.1737704918032787,0.2312188887958563
Cdh1,0.08673469387755102,0.05,0.16768244822124606,-0.26065557960713015,-0.1631617599892996,0.05,0.05,0.08414634146341464,-0.1049419236371834,-0.14681959946748507,0.11577708394878802,0,-0.3670118674691533,-0.34382457724596854,-0.2618921708889184,0.10277875277875279,0.11424232404759356,0,0.05,-0.08243243243243244,0.16691516846271087,0.05998336754005813,-0.05,0.10736062717770037,0.10558064164152976,0.08414634146341464,-0.2341956891168142,0.10697242841993637,0.08555555555555557,-0.1649907816007018,0.24220963293487602,0.23330574665841897,-0.05,0,0.23455001618307736,-0.1049419236371834,-0.11874212737779015,-0.23626937512648905,-0.05620331183470001,-0.14948738889106128,-0.27340285049704294,0.09290690329138646,-0.28317828701975645,-0.21463388493318164,-0.3003447108735008,-0.09323505605288326,-0.11726070112328654,-0.11424232404759356,-0.12047434705814006,0.0378602171835092,-0.08693932909657234,-0.08693932909657234,-0.063958500601104,0.05527160043688558,0.06632869970139318,-0.10403976925739189,-0.10403976925739189,-0.11889211999101283,-0.1479007704588357,-0.05,-0.05,-0.2351129731030405
Cdc25C,-0.1780821917808219,-0.1,-0.2972334965581112,0.041449090478579156,0.16953545446660429,-0.1,-0.1,-0.1737704918032787,0.24553462841954515,0.16893922867316186,-0.2592089292089292,0,0.36495823614122774,0.34007256022279775,0.32538268950775806,-0.22347319347319344,-0.2560865835118487,0,-0.1,0.1709090909090909,-0.21599131913568198,-0.05892998721910705,0.1,-0.2311730892058761,-0.2445850975912578,-0.1737704918032787,0.3395869113529938,-0.23049872399325233,-0.1761194029850746,0.022799817356771158,-0.34735698903437856,-0.13801948949845505,0.1,0,-0.1397946440170808,0.24553462841954515,0.040505250807569955,0.3414909201126507,-0.05373857890626228,0.17230677702190944,0.48101248275017844,-0.14561455933223819,0.38305921998939807,0.31187483611995404,0.2945003566060295,0.014595848070202536,0.2709982968614079,0.2560865835118487,0.27466139352804403,-0.15514357560981218,0.21688585519800205,0.21688585519800205,0.14064888771718542,-0.20287999394179357,-0.22978434406611062,0.2454907497586687,0.2454907497586687,0.26481047353127174,0.17040778892401792,0.1,0.1,0.2328589013089876
Cdc25B,-0.05,0,-0.28633714087132145,0.21164296074746192,0.18143456284726034,0,0,-0.05,0.13648840891228559,0.2654382565546992,-0.11650369755392584,0,0.581721259108128,0.4586072369640382,0.3570832702241894,-0.086986301369863,-0.11612915851272014,0,0,0.05,-0.23741731132374352,-0.08587354388963778,0,-0.0882716049382716,-0.1334544206959855,-0.05,0.4588344654569254,-0.0882716049382716,-0.05,0.13406749747787855,-0.36797997110475145,0.017163537743823586,0,0,0.014762936974707078,0.13648840891228559,0.26417284697392546,0.45908135676838047,0.04666012575542243,0.26873491270471783,0.4952332519881354,-0.16747746644695666,0.5032808591105646,0.42575354146052574,0.41179240000240325,-0.004287652696320412,0.14327204296644808,0.11612915851272014,0.13598284678746103,-0.19403252946695698,0.12589814958942663,0.12589814958942663,0.0703171611495711,-0.08568064991987205,-0.09971877097746289,0.13708334184820212,0.13708334184820212,0.11853605155923144,0.26722870873683247,0,0,0.2488991541353321
Cdc25A,0.14375,0.1,-0.18207577911358597,0.25215420428996627,0.19308697971524016,0.1,0.1,0.13571428571428573,-0.09680009634718331,0.2959822358302199,0.12893022850165708,0,0.47937672593360625,0.44808138118262075,0.3585333986536344,0.1332635618349904,0.1268458226879623,0,0.1,-0.13076923076923078,-0.19284105733636006,-0.10341373780006771,-0.1,0.14343705799151346,0.09733836379882335,0.13571428571428573,0.46141571838688356,0.1427003136583975,0.13999999999999999,0.2571005932121924,-0.37026721479555935,-0.12279132384498814,-0.1,0,-0.12462376172016043,-0.09680009634718331,0.18261826354931315,0.46262999610690897,0.1729538694509551,0.29893017994804427,0.24357203218151505,-0.30226870488671803,0.39812736267826165,0.4298726074906435,0.3186064807016105,0.05911958368285638,-0.11016179663500654,-0.1268458226879623,-0.12071491485306504,-0.09674472241511062,-0.06975792671044234,-0.06975792671044234,-0.09061251114612942,0.10718511942866076,0.11062673046008849,-0.09744828051737366,-0.09744828051737366,-0.13581699045454654,0.29740205172742523,-0.1,-0.1,0.2662718157250522
Cdc20,0.16923076923076924,0.1,0.3263840633004128,0.0014085843502153676,-0.049536390959443594,0.1,0.1,0.16455696202531644,-0.221584362798527,-0.17787020771276504,0.22536857550448747,0,-0.4041640284179434,-0.3824058051074719,-0.1063201803529461,0.1998962628009044,0.22315090282313227,0,0.1,-0.16164383561643836,0.21159478023035422,0.2471747597586555,-0.1,0.20746125245435937,0.21923865305377851,0.16455696202531644,-0.38360721208195453,0.20689029535864978,0.16705882352941176,-0.17262660869706553,0.35897329712400927,0.21779255039509393,-0.1,0,0.2194738352909312,-0.221584362798527,-0.31984022087367875,-0.3838551770276864,-0.08316827779838447,-0.18015205404862475,-0.4346893729895321,0.19835027394865162,-0.43612040559082715,-0.35072949283093335,-0.3408242188836571,0.052001069440855176,-0.2377866319168313,-0.22315090282313227,-0.23817178221394536,0.2716482026117218,-0.20192370435454934,-0.20192370435454934,-0.10015479859858137,0.19024328644976968,0.20898065375032226,-0.22222784663282477,-0.22222784663282477,-0.2310688809564517,-0.17911290785531345,-0.1,-0.1,-0.37196158176950217
Casp9,-0.7,-0.6,-0.5573129679362128,0.01736447560313416,0.1589232859143404,-0.6,-0.6,-0.7,0.560933740676409,0.14681865459228888,-0.8940292006376891,0.5,0.4327042644192117,0.4393312811672609,0.3534892996033498,-0.798314014752371,-0.8907370445608697,0.5,-0.6,0.7,-0.5506513813487551,-0.0922529971743339,0.6,-0.7992300288739173,-0.5188461985888668,-0.7,0.26875143996676376,-0.7991845056065239,-0.7,-0.03639309580346399,-0.34864306513471344,-0.0836536023664202,0.6,0,-0.08691103437148029,0.560933740676409,9.60891341314038e-5,0.26870981954501016,-0.10362277691076205,0.15108491789910672,0.5023358847134283,-0.13029810254056723,0.37897821951125676,0.24339522978666356,0.280183756742553,0.01012517750626806,0.8423002340736035,0.8895720502627672,0.9759670662587261,0.3374884406838222,0.5559193914427955,0.5559193914427955,0.5397903622179856,-0.5501801519513838,-0.5920606037507296,0.5886861284052615,0.5886861284052615,0.8912017678737605,0.14954748474402652,0.6,0.6,0.2237698353153768
Casp8,-0.7,-0.6,-0.5732124998581123,0.017436396229609068,0.15987016844257593,-0.6,-0.6,-0.7,0.6739035232293106,0.14712238540648842,-0.8949209965118936,0.5,0.43480032979149624,0.4434391500259382,0.35540119846782614,-0.7985828166519043,-0.8923640374688693,0.5,-0.6,0.7,-0.5725599138276116,-0.09257746409521694,0.6,-0.7993271656854499,-0.6268743629574404,-0.7,0.27070915157229747,-0.799290780141844,-0.7,-0.036409382257702363,-0.35076276407877194,-0.08413057327399956,0.6,0,-0.08717135271927337,0.6739035232293106,3.991704264434667e-4,0.2699541755942604,-0.10380670900987235,0.15108491789910672,0.5092234409570957,-0.13137565611795415,0.3816537248726482,0.24434839228610933,0.28177170778015037,0.009715669088435259,0.8498793992938103,0.8915694532787031,0.9799485702066478,0.3657466241449453,0.5755778345680185,0.5755778345680185,0.6614674898375317,-0.5734534650492702,-0.6149918283438158,0.7066611396600346,0.7066611396600346,0.9929768937504176,0.14968304874022823,0.6,0.6,0.22520450566281217
Casp3,-0.79958180867747,-0.7,-0.5600254661384276,0.014697872152873053,0.1578934822570365,-0.7,-0.7,-0.7991845056065239,0.5886861284052615,0.1444427161194817,-0.985959471913764,0.6,0.43583627706308403,0.4389543516470981,0.3565063943916257,-0.8940292006376891,-0.9785500159032529,0.6,-0.7,0.798314014752371,-0.5561629886604161,-0.09105825256185049,0.7,-0.8969907831461624,-0.560933740676409,-0.7993973634651601,0.2664481259606996,-0.896822790255374,-0.7993808049535603,-0.041438404892198036,-0.34783145923145786,-0.08128212851067308,0.7,0,-0.0836536023664202,0.5886861284052615,-0.004940467081126172,0.26875143996676376,-0.10681503919393343,0.14954748474402652,0.5043393415733385,-0.12726549869956677,0.37833802948199924,0.24130366632479885,0.277383407639387,0.012910975575382922,0.8970236636215064,0.9759670662587261,0.9511442627300941,0.3433817524890759,0.5701655288961784,0.5701655288961784,0.5541994425083099,-0.5581855489680922,-0.6020726892387092,0.6063209251911006,0.6063209251911006,0.9790618501782873,0.14681865459228888,0.7,0.7,0.22097188970570336
Casp2,-0.3,-0.2,-0.49005328596802844,0.0125,0.18698412698412697,-0.2,-0.2,-0.3,0.7979030144167758,0.14666666666666667,-0.5,0.1,0.29548022598870055,0.38392857142857145,0.2631388745482705,-0.4,-0.5,0.1,-0.2,0.3,-0.5847071052953405,-0.0641025641025641,0.2,-0.4,-0.7,-0.3,0.24843400447427294,-0.4,-0.3,-0.014285714285714285,-0.2845161290322581,-0.09333333333333334,0.2,0,-0.06,0.7979030144167758,0.04353741496598639,0.18333333333333335,-0.05641025641025641,0,0.395,-0.17995391705069125,0.2925233644859813,0.18333333333333335,0.26619718309859153,-0.08896797153024912,0.7,0.5,0.6,0.4109510606163071,0.888532564184738,0.888532564184738,0.9866414149156716,-0.8676535313686756,-0.8748629744255206,0.8919836655451517,0.8919836655451517,0.5,0.1,0.2,0.2,0.23038763892653832
BIM,-0.4,-0.3,-0.5529423236312223,0.020769847634322373,0.18867832897279366,-0.3,-0.3,-0.4,0.8902912691088121,0.16260120585701981,-0.6,0.2,0.37078844652615145,0.4368552345698881,0.3169282382783733,-0.5,-0.6,0.2,-0.3,0.4,-0.5483176759273555,-0.08514862528581786,0.3,-0.5,-0.797153024911032,-0.4,0.2813367412891474,-0.5,-0.4,-0.016475495307612095,-0.33782570069004125,-0.10523534692830576,0.3,0,-0.08753623188405797,0.8902912691088121,0.03889830508474576,0.24068100358422936,-0.07671254548330961,0.1,0.46901752394710144,-0.17618576871588917,0.35599637270460216,0.23285024154589368,0.2991311505396012,-0.05234670935262346,0.7984158415841585,0.6,0.7,0.4299461484197244,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7312856327736873,-0.8460201375034864,0.9775516277977422,0.9775516277977422,0.6,0.14074074074074075,0.3,0.3,0.2506584257253303
BIK,-0.4,-0.3,-0.5529423236312223,0.020769847634322373,0.18867832897279366,-0.3,-0.3,-0.4,0.8902912691088121,0.16260120585701981,-0.6,0.2,0.37078844652615145,0.4368552345698881,0.3169282382783733,-0.5,-0.6,0.2,-0.3,0.4,-0.5483176759273555,-0.08514862528581786,0.3,-0.5,-0.797153024911032,-0.4,0.2813367412891474,-0.5,-0.4,-0.016475495307612095,-0.33782570069004125,-0.10523534692830576,0.3,0,-0.08753623188405797,0.8902912691088121,0.03889830508474576,0.24068100358422936,-0.07671254548330961,0.1,0.46901752394710144,-0.17618576871588917,0.35599637270460216,0.23285024154589368,0.2991311505396012,-0.05234670935262346,0.7984158415841585,0.6,0.7,0.4299461484197244,0.8698380636819921,0.8698380636819921,0.86525027296781,-0.7312856327736873,-0.8460201375034864,0.9775516277977422,0.9775516277977422,0.6,0.14074074074074075,0.3,0.3,0.2506584257253303
BID,-0.4,-0.3,-0.5163980227810014,0.020925925925925924,0.1651282051282051,-0.3,-0.3,-0.4,0.48318073420568136,0.1524835164835165,-0.6,0.2,0.36049663108486635,0.4125834891798023,0.3003974489929546,-0.5,-0.6,0.2,-0.3,0.4,-0.5003373313343328,-0.08195707227965292,0.3,-0.5,-0.3949685534591195,-0.4,0.25702294972253986,-0.5,-0.4,-0.015098722415795584,-0.3195644283121597,-0.09421520142123205,0.3,0,-0.08203389830508474,0.48318073420568136,0.0302008032128514,0.22674772036474167,-0.07414066426941963,0.1,0.4495970695970696,-0.14974719673098624,0.3390967741935484,0.2177248677248677,0.27739597942964,-0.028439675049022783,0.7967010309278351,0.6,0.7,0.32089312318670116,0.44926084536281385,0.44926084536281385,0.4398357119511929,-0.49014830752339716,-0.5144055581137572,0.5621557670571925,0.5621557670571925,0.6,0.13599999999999998,0.3,0.3,0.22756115177355948
BCLXL,0.4,0.3,0.5653458452224835,-0.020428571428571428,-0.21277584204413472,0.3,0.3,0.4,-0.8929664171869547,-0.1780457637600495,0.6,-0.2,-0.37866742730582725,-0.45118293683347,-0.331239184438857,0.5,0.6,-0.2,0.3,-0.4,0.560753409581609,0.08867040050147855,-0.3,0.5,0.7983402489626557,0.4,-0.3012324929971989,0.5,0.4,0.01931364724660814,0.35154388043979196,0.11755863721965418,-0.3,0,0.09737373737373738,-0.8929664171869547,-0.048575712143928036,-0.2533333333333333,0.07974603923418641,-0.1,-0.47796866103918606,0.20342315793900084,-0.36798569192935393,-0.24730496453900708,-0.3164830188679245,0.08262156448202959,-0.7990883190883191,-0.6,-0.7,-0.45202444614209314,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8428149633871683,0.9549877020884538,-0.9823463298507102,-0.9823463298507102,-0.6,-0.15151515151515152,-0.3,-0.3,-0.27164673785789645
BCL2,0.4,0.3,0.5653458452224835,-0.020428571428571428,-0.21277584204413472,0.3,0.3,0.4,-0.8929664171869547,-0.1780457637600495,0.6,-0.2,-0.37866742730582725,-0.45118293683347,-0.331239184438857,0.5,0.6,-0.2,0.3,-0.4,0.560753409581609,0.08867040050147855,-0.3,0.5,0.7983402489626557,0.4,-0.3012324929971989,0.5,0.4,0.01931364724660814,0.35154388043979196,0.11755863721965418,-0.3,0,0.09737373737373738,-0.8929664171869547,-0.048575712143928036,-0.2533333333333333,0.07974603923418641,-0.1,-0.47796866103918606,0.20342315793900084,-0.36798569192935393,-0.24730496453900708,-0.3164830188679245,0.08262156448202959,-0.7990883190883191,-0.6,-0.7,-0.45202444614209314,-0.976090933190563,-0.976090933190563,-0.9723938687458282,0.8428267784914869,0.8549791108083282,-0.9823463298507102,-0.9823463298507102,-0.6,-0.15151515151515152,-0.3,-0.3,-0.27164673785789645
BAX,-0.5,-0.4,-0.5436307548531528,0.022489166096461215,0.16770313125737354,-0.4,-0.4,-0.5,0.5621557670571925,0.15589558997433012,-0.7,0.3,0.4048201147551619,0.4349813811429117,0.334778059405881,-0.6,-0.7,0.3,-0.4,0.5,-0.5307721139430285,-0.0915625611304248,0.4,-0.6,-0.48318073420568136,-0.5,0.2737607806362888,-0.6,-0.5,-0.022327638078446187,-0.3438953285554687,-0.09416309094702674,0.4,0,-0.09421520142123205,0.5621557670571925,0.02034033809657233,0.25702294972253986,-0.08900764392513169,0.13599999999999998,0.48501225767371975,-0.1482056750999569,0.3702122340761316,0.24115957255492138,0.2875774310425433,-0.013304132880348086,0.8885033214643029,0.7,0.7973399833748961,0.3293254272247059,0.5038062999082683,0.5038062999082683,0.49043571195119295,-0.5241975479634181,-0.5564687328438651,0.5242681895416895,0.5242681895416895,0.7,0.1524835164835165,0.4,0.4,0.23445415588878582
