Source,ZEB1_H,ZEB1,Wee1,UbcH10,Twist,SNAI2,SNAI1,SMAC,Rac1,pRB,Plk1,pAPC,PAK1,p27Kip1,p21,N_bcatenin_H,Myc,miR_34,miR_200,Merlin,MCL_1,LEF1,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,Emi1,E2F1,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4
CyclinD1,-0.3987663332235075,-0.2771333999290334,-0.49032213512764156,0.32046962656435735,-0.31888132676433667,-0.4835142183309963,-0.3600446200377978,0.21021520694136756,0.01947091677620625,-0.7689275989293759,0.6072414444233905,0.2915642962105234,0.052959607660373484,-0.7673056905876774,-0.6203724112672127,-0.4982157224551974,0.5993063876048805,0.3650754684099859,-0.08644872170787113,-0.08611288247468814,-0.44120673646533043,-0.17113998617858925,0.059083989399147566,-0.20438344534197112,0.09112030587126171,0.6072338704557814,0.18231876438000366,0.35060197709180907,0.21021520694136756,0.647731046056018,0.750633148973349,0.36721706200212323,0.6804061389726676,0.3929614907394173,0.4417105152957664,-0.51274996332137035,0.5475763967665623,0.5744170411975206,0.6692674852953664,-0.21648442533556295,0.21727629348050245,0.1991475409836066,0.2142700116971316,-0.40278303864978166,0.19443232322288306,0.19443232322288306,0.1520716805740612,0.02107055189767386,0.005105215496071823,0.21505006731334317,0.21505006731334317,0.20494286107669007,-0.5000529002086509
CyclinB,0.007842348541315389,0.017757558570779892,-0.3483735004548225,0.2161804185793065,-0.12223300461348588,-0.003722264808563481,0.008914040478386526,0.24663751280541266,0.023347565925448288,-0.17501076061607324,0.36659993305003746,0.3541372301453467,0.02703161334157907,-0.3134650985739691,-0.308023624423272,-0.0019082752753911095,0.177576136506306,-0.00975144553154655,-0.17738425215837011,-0.03443625058914825,-0.24164935764439893,0.03747403904460554,0.026826422079151053,-0.24507172855244752,0.03465467865467865,0.37764348956961846,-0.3608202286739809,0.08402979613882315,0.24663751280541266,0.288363398268387,0.20737769549633528,0.19007740478673524,0.3375971285852727,-0.04601336075084807,0.4282418801932245,-0.22334392452317756,0.4286552573559449,0.37600317586842313,0.3447234881754642,-0.029353415727136855,0.27396207447032095,0.271476626538366,0.2822527044243187,-0.3774326548123155,0.2223004677683485,0.2223004677683485,0.12260895443260647,-0.20399673884226668,-0.23263428154514104,0.24752799685343158,0.24752799685343158,0.2827524300257503,-0.0016564120805155208
CyclinA_mRNA,-0.4117884853734884,-0.3852505368757572,-0.43491091695128564,0.28898534701333545,-0.3907692263393379,-0.3849555794962471,-0.44242124643672465,-0.12881491157766226,-0.339006571280409,-0.3159183418826341,0.43866915015347113,0.24122684363140162,-0.31629849958272666,-0.3596065293339074,-0.15356150186835701,-0.3120121910317846,0.08064340444304598,0.4401635524749875,0.34014241915746873,0.2853615520282187,-0.029937238018633287,-0.4195556416794616,-0.3197545055136953,0.13091020575303886,-0.2874049027895182,0.4245533100158772,-0.21359823198498437,-0.1207415180325799,-0.12881491157766226,0.1642084098429552,0.08091448767135999,0.22724792488381645,0.22634138115923128,0.27230554768362736,0.42967725924882016,-0.33160712913609525,0.42074483889210923,0.4179135940912665,0.3474550968873201,-0.08953136452688006,-0.14554765198575792,-0.15146352941176472,-0.1539204034316288,-0.2971357445128437,-0.09806979091265189,-0.09806979091265189,-0.13226658841097327,0.1305654700902854,0.13809425216731847,-0.12774481788046294,-0.12774481788046294,-0.15863179074446682,-0.3750973730628423
CyclinA,-0.4206402820989828,-0.3975466427248665,-0.4379290918297296,0.29034737613053513,-0.4082770719040746,-0.3921242716725148,-0.4588404642355247,-0.12774481788046294,-0.3555700628156106,-0.3179384465490646,0.44230150995774065,0.2461204835714231,-0.339006571280409,-0.36186883683531157,-0.15837929120032862,-0.3139770616981658,0.08363638207377698,0.45631711192336616,0.353033938430307,0.31629849958272666,-0.0318880053479154,-0.43507766802508174,-0.3433556927182682,0.12881491157766226,-0.3197545055136953,0.4284871341486186,-0.2161515510533535,-0.11887487125692117,-0.12774481788046294,0.16752888273531485,0.08483034958581424,0.22726762057897282,0.23133555028166172,0.17194007719666832,0.43463827802498517,-0.3331041031650349,0.42584363696530103,0.4245533100158772,0.3505688250500834,-0.08783069010616468,-0.14366266490318208,-0.1539204034316288,-0.15287047449668772,-0.30046299403709803,-0.09766028350377262,-0.09766028350377262,-0.13265754510721986,0.13098838481052275,0.1383420087212327,-0.1273170968571377,-0.1273170968571377,-0.1625185577631143,-0.38145593575918363
Cdk1,-0.038526053243369614,-0.025191915651222353,-0.3540131717255813,0.06782656287731499,-0.14788182440119013,-0.0488635349407455,-0.04374674503006976,0.2229004253380784,-0.004810202207786831,-0.1982313135152275,0.3696797192261111,0.34165792450008675,1.1924307685300117e-5,-0.320187033848708,-0.31211256740226434,-0.04001070497038101,0.179108854801969,0.0427171540585903,-0.13849390101067754,-0.009256538433673847,-0.20561064303510643,-0.0077515478592195194,-4.933494703654353e-4,-0.2214853190145602,0.009334465099170988,0.38318239938882037,-0.3506794000276661,0.06061776750136809,0.2229004253380784,0.29205756630787827,0.21211761270872778,0.07283869686870184,0.34181342176875434,-0.006345709104844025,0.4191506881591267,-0.21456726753260033,0.42226586933334065,0.3812248419125651,0.3486299985400964,-0.007977010750036973,0.2525644551940581,0.254614928815437,0.2630348909488275,-0.36149998156534646,0.1935291017844833,0.1935291017844833,0.10566142506189743,-0.1755523217526242,-0.2058081881624349,0.2237472736112336,0.2237472736112336,0.26697113567767516,-0.046132788595555536
Cdh1,0.19158528717404108,0.1898265926250659,0.24045777856867137,-0.2864600518104664,0.22421977982742725,0.1758762766862254,0.2386223792098511,-0.017979104770627214,0.19274122042400674,0.18074202846706927,-0.3699467354960718,-0.27812529071074044,0.1894213933955073,0.18625457828745332,0.11336224491071553,0.13071768472593426,-0.051236069270444926,-0.23722396383635797,-0.17863203280657308,-0.18412023436073627,0.1441404934687742,0.22980002265924315,0.1917777080871873,0.017750279979095514,0.18591276821669703,-0.26522524491767563,0.24307023564140212,0.07647829280057647,-0.017979104770627214,-0.11500337099941271,-0.05524419083328298,-0.14968932471864052,-0.1802490064399855,-0.09593716329294119,-0.3147887846270848,0.15889788927435153,-0.3134502118361746,-0.2640861933538607,-0.3332769079111791,-0.07715732480870971,-0.02045880267446116,-0.02007706637697714,-0.021019532130401797,0.2440647741776663,-0.013758998060977152,-0.013758998060977152,0.02301920767033285,-0.020861137023215102,-0.01740122022043709,-0.01791091578973732,-0.01791091578973732,-0.021990974175570742,0.172018336522301
Cdc25C,-0.03794882622364769,-0.024247161163981335,-0.3524914937036379,0.06720656777046552,-0.14108638646237764,-0.04770681250033016,-0.04233666197038268,0.2214853190145602,1.1924307685300117e-5,-0.19664119433445998,0.36789901311284534,0.3392667231583265,0.009256538433673847,-0.3188435670594707,-0.3079436088997717,-0.039616495112911584,0.17679926645212782,0.041564148007098914,-0.13822195453913408,-0.025767441860465125,-0.20432689629253908,-0.0072633625671661775,0.009334465099170988,-0.2192296146225583,0.026370370370370377,0.3812248419125651,-0.3498009851141538,0.05930465882346607,0.2214853190145602,0.290154815533438,0.2089328861223274,0.07298868009306912,0.3389142207497641,-0.006278377959102613,0.516852732768984,-0.21380794204427594,0.4198983767071593,0.37784814505035214,0.3470035394154841,-0.008859749956220717,0.24884284419532446,0.23905388435530997,0.254614928815437,-0.36054762261438517,0.19281091079770057,0.19281091079770057,0.10517067189697124,-0.1754779098232611,-0.2055904515736256,0.2229004253380784,0.2229004253380784,0.24932579533294832,-0.04534396350004202
Cdc25B,-0.1548923285208416,-0.14542366541383206,-0.35882737686614674,0.2324321470223334,-0.18955205181981846,-0.1526123833229287,-0.18184637955732177,0.12079136219359139,-0.0961819038953861,-0.1863852962573431,0.4749791496991372,0.3587226012789477,-0.0842453240539365,-0.31826460204521256,-0.24877331779696657,-0.13091871650550252,0.09538223852149022,0.1813860358124057,0.018273111023671094,0.06385964912280702,-0.22056797214960394,-0.16039926252684006,-0.08435145240149554,-0.11767568755858418,-0.06385964912280702,0.48472344043505056,-0.36177544120606286,-0.05725258124400686,0.12079136219359139,0.24784729195574937,0.11177954086934432,0.2937275124171989,0.40816056915913634,0.09099246009014313,0.5292277391669493,-0.22698744050442743,0.531316860698353,0.4788158267836309,0.44521842454442806,-0.03176131259285265,0.12943331411908746,0.10992362247681398,0.1254996094968248,-0.3801454660452702,0.11218484921040636,0.11218484921040636,0.04360419666337481,-0.07433979385376656,-0.08975929869635438,0.12247460145492717,0.12247460145492717,0.11321384628004265,-0.15085126695324505
Cdc25A,-0.32861063902825627,-0.31491316817732956,-0.3694241197155065,0.27211951034747234,-0.30053106184322376,-0.30458636142745876,-0.3677900460128255,-0.15521431081266407,-0.2633803406429368,-0.28334902432258324,0.48622311686485836,0.3792778635249644,-0.25416083823523217,-0.3142613886188159,-0.14434706573093417,-0.2525909332881615,0.06501026453665344,0.36610068187728073,0.2770352713033341,0.24044081592625283,-0.1236876675576232,-0.35250737176524527,-0.25746299076317086,0.15592464462543595,-0.24289830402598617,0.48361926589190085,-0.3345772881104838,-0.1286168488619356,-0.15521431081266407,0.156286332752415,0.06740112373250048,0.2106023120582276,0.3397948921240028,0.21376555820777807,0.3473763102362676,-0.36040934395755764,0.44816561438776137,0.48007608393856777,0.32693889631399287,0.033143612832889094,-0.173601194780082,-0.18042168634993283,-0.18256000910302336,-0.29928141079893444,-0.12091401813197297,-0.12091401813197297,-0.15416136734998626,0.15300109589027616,0.1621266245459188,-0.15507946544272355,-0.15507946544272355,-0.18950480896694497,-0.29881243601186813
Cdc20,0.22823573450359508,0.21378983388272496,0.4174117564530337,-0.03440636954937919,0.28204124063822156,0.22240924792892228,0.2611642510606609,-0.2532913294079588,0.19362604827739932,0.24636296654080425,-0.4346127191588252,-0.13265109848525766,0.17704904339812993,0.37548214180067,0.28220994195788823,0.18741551109715482,-0.09892999277766246,-0.25999942902638196,-0.10228290553975894,-0.15095270982516085,0.270040178093172,0.23564976204829255,0.1777973519973625,0.24932780207399569,0.15117054932413,-0.43839154299685584,0.400062178279864,0.08595593967779591,-0.2532913294079588,-0.2750118404301568,-0.11266310199447242,-0.37390066141951783,-0.33312759073319376,-0.14700217380828284,-0.49604172340855834,0.30057245552673084,-0.4959620204068835,-0.43218125320916023,-0.3969792454537758,0.11028932135539622,-0.27242269106213096,-0.2535598131896963,-0.27243187013439424,0.44969344765764774,-0.23497944596536638,-0.23497944596536638,-0.12060006410339619,0.21528555414699468,0.2403242727480454,-0.2556064941347137,-0.2556064941347137,-0.26215331547005905,0.21847479601659128
Casp9,-0.12173788300516619,-0.16162534421855398,-0.5087004998284355,0.09081236226624734,-0.6330966502960418,-0.3041248671654154,-0.24320751176584648,0.5051815321479697,-0.5089351143831606,-0.40600286245415224,0.3141260826993026,0.2200149032547889,-0.4768397313288736,-0.3711065682496412,-0.4120468019126511,-0.031048910121726947,0.3575918587475873,0.1345247913857065,0.101582228462919,0.4413818854232665,-0.5038583196869201,-0.10675837717616413,-0.4924883702992857,-0.48110279707213877,-0.45671478539362537,0.11735866523378347,0.11165311781325249,0.2548749693254262,0.5051815321479697,0.06928272218666055,0.386971208740681,0.007954181275657534,0.32768593103148536,0.15209058880178955,0.440628004794677,-0.19839689043759454,0.2720950055152254,0.09996248811075732,0.207926301818299,-0.11942437098781866,0.8119223837955847,0.8873494610062072,0.9653707791266095,0.25200763539109444,0.48381435652927685,0.48381435652927685,0.4695206089756791,-0.46506482423910933,-0.5067879457446212,0.52008518118446,0.52008518118446,0.8894433966826248,-0.15236580041554754
Casp8,-0.12129985742825136,-0.16207247799919045,-0.5149203728499208,0.09088302392429237,-0.6579084444909167,-0.3077441277259555,-0.24427514363891206,0.6179347975351392,-0.5295988682017347,-0.4116009745984813,0.3149628727136161,0.22039787954843484,-0.4952206027889865,-0.3757254413898209,-0.4219013735185834,-0.028778388575436985,0.36175714412448307,0.13460354074925665,0.10075862854132152,0.45633378919167605,-0.5159566270686086,-0.10627804447687857,-0.5095333899107484,-0.5901825742907356,-0.4702601544110978,0.11677527898721918,0.11480963149366721,0.2576942172874652,0.6179347975351392,0.058195963934541725,0.3915377003369352,0.007936583440630578,0.329391785601001,0.15272373344238693,0.4428893492209555,-0.19907098044249893,0.27264486878860295,0.09919537205596626,0.20798877639093688,-0.1200259286779934,0.8215078709197001,0.8896885761806719,0.9706136576138966,0.2772312809782785,0.5000474409647625,0.5000474409647625,0.587618534824466,-0.48317847084084475,-0.5258441213493691,0.6357618069593263,0.6357618069593263,0.9915096389468984,-0.15215483969915594
Casp3,-0.13687173123552013,-0.17952940380611027,-0.5206997171209347,0.096837423446913,-0.6671880194842462,-0.32091527335116016,-0.2630917086311754,0.52008518118446,-0.5368375706475184,-0.4182715419214465,0.32656241348118936,0.231324141730226,-0.5089351143831606,-0.3823333633618625,-0.43457069924420405,-0.03894754313355693,0.3695255939485934,0.15378665211179282,0.11550337707636196,0.4768397313288736,-0.5131992510126581,-0.12388447584982942,-0.5249425966535216,-0.5051815321479697,-0.4924883702992857,0.12998083831469337,0.1056119736235043,0.25920413555335464,0.52008518118446,0.07977841380121915,0.4023314843468821,0.012649570531299911,0.3425081025740277,0.1543708038795862,0.4554351862841,-0.20582344924860202,0.2867629508809967,0.11735866523378347,0.21920180366659808,-0.1181216491497515,0.8465102257546061,0.9653707791266095,0.9245096296105121,0.24396254217636937,0.49203676095357196,0.49203676095357196,0.4762034653823334,-0.4686736210248991,-0.5115163130576366,0.5296669591154877,0.5296669591154877,0.9702090362717939,-0.16731151280198672
Casp2,-0.030107526881720432,-0.08363834113585851,-0.4500211059518785,0.03403093721565059,-0.4881481481481481,-0.25848128591491426,-0.1780861244019139,0.7979139504563234,-0.4299276317614374,-0.33580570881515637,0.24273897575908002,0.17083550460309188,-0.364106988783434,-0.3297525022460276,-0.31572190568553765,0.1123307954317772,0.290390610673024,0.04833333333333333,0.03130178186357962,0.28596491228070176,-0.5652969121140143,-0.02532430908065426,-0.3667847433890765,-0.7,-0.28688524590163933,-0.036912239865031324,0.19700743070173216,0.2632582918815734,0.7979139504563234,-0.13484527870419194,0.29532289400707395,-0.06243184987954862,0.24450179457654056,0.12560296846011132,0.3585788035226237,-0.1381294964028777,0.19464872944693573,-0.07015437392795883,0.08840628642353937,-0.14417336394948335,0.7,0.5,0.6,0.4049490111359968,0.8855807401715969,0.8855807401715969,0.9842233715309469,-0.854625718476394,-0.8649025981851046,0.8904292437272842,0.8904292437272842,0.5,-0.04389937106918239
BIM,-0.05312179154849399,-0.10471150563332195,-0.48757458971370526,0.05380466425522745,-0.553673929576901,-0.2789562992985046,-0.1958898757106581,0.8882062832778844,-0.47549759176153694,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.42215516338500214,-0.35810876493681215,-0.3504798044102857,0.07093509207261328,0.32571142956693533,0.07022742363877822,0.047218279969228324,0.35994318181818186,-0.5083247562590928,-0.044237123420796894,-0.427358830957965,-0.7971731448763251,-0.3630434782608696,0.013547968527871707,0.18713379061958743,0.27341140036944783,0.8882062832778844,-0.08759766421868627,0.33617751936841406,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,-0.07432312811980032
BIK,-0.05312179154849399,-0.10471150563332195,-0.48757458971370526,0.05380466425522745,-0.553673929576901,-0.2789562992985046,-0.1958898757106581,0.8882062832778844,-0.47549759176153694,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.42215516338500214,-0.35810876493681215,-0.3504798044102857,0.07093509207261328,0.32571142956693533,0.07022742363877822,0.047218279969228324,0.35994318181818186,-0.5083247562590928,-0.044237123420796894,-0.427358830957965,-0.7971731448763251,-0.3630434782608696,0.013547968527871707,0.18713379061958743,0.27341140036944783,0.8882062832778844,-0.08759766421868627,0.33617751936841406,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,-0.07432312811980032
BID,-0.06035327445425762,-0.10015302230732111,-0.44626794561587324,0.05448683086007302,-0.5081781376518218,-0.24210296874318843,-0.1802163624070318,0.4795329009190713,-0.41017230776139624,-0.3399008952578588,0.253065272220288,0.1706237424547284,-0.37201074787281685,-0.32074524569557483,-0.3102956763720218,0.02485972097504156,0.29775267962932095,0.06928770949720671,0.05481082320568677,0.329153605015674,-0.45523931311655097,-0.049393263686985656,-0.3839267151767152,-0.3950310559006211,-0.33798076923076925,0.04123056035385002,0.14586404970610897,0.23976602332736946,0.4795329009190713,-5.469752234020409e-4,0.31099739627367445,-0.02647417576072522,0.2577520917711057,0.1324804859736971,0.3703685884271918,-0.1545227246786641,0.20280939599350956,0.007960508146920736,0.14220859514418507,-0.12282583683543555,0.7967280163599182,0.6,0.7,0.2943434343434343,0.42551218182200473,0.42551218182200473,0.41835829469208397,-0.4430852117187955,-0.4731231979092712,0.5456934215264465,0.5456934215264465,0.6,-0.08280348094293896
BCLXL,0.04691459501586084,0.10822675335260165,0.5054490162904353,-0.05288321331044539,0.5646087398373985,0.3019199332160387,0.21319953863898503,-0.891729879828205,0.4902102501079483,0.3901536772843115,-0.28893749799155566,-0.2056152668262033,0.43463712757830403,0.38254242151587575,0.3717446191225492,-0.10637703689488025,-0.3437178352516022,-0.07109173126614987,-0.04234694772134813,-0.3667226890756302,0.5259150299415954,0.039603676913803496,0.43901887288748603,0.7983471074380166,0.3691891891891892,0.01598131502064813,-0.21640767580824422,-0.2972206470006599,-0.891729879828205,0.12942582519334178,-0.3521846691377005,0.04836423171652729,-0.2928039213645229,-0.1525356869883285,-0.41468492349129066,0.1729134104812805,-0.2415656958691978,0.05044977168949773,-0.1192139474818567,0.1628126742576661,-0.7990903922683342,-0.6,-0.7,-0.4349015680225833,-0.9651740920580995,-0.9651740920580995,-0.9628162976205112,0.8139047136364953,0.9315324614048246,-0.9754481805873715,-0.9754481805873715,-0.6,0.06633814720905448
BCL2,0.04691459501586084,0.10822675335260165,0.5054490162904353,-0.05288321331044539,0.5646087398373985,0.3019199332160387,0.21319953863898503,-0.891729879828205,0.4902102501079483,0.3901536772843115,-0.28893749799155566,-0.2056152668262033,0.43463712757830403,0.38254242151587575,0.3717446191225492,-0.10637703689488025,-0.3437178352516022,-0.07109173126614987,-0.04234694772134813,-0.3667226890756302,0.5259150299415954,0.039603676913803496,0.43901887288748603,0.7983471074380166,0.3691891891891892,0.01598131502064813,-0.21640767580824422,-0.2972206470006599,-0.891729879828205,0.12942582519334178,-0.3521846691377005,0.04836423171652729,-0.2928039213645229,-0.1525356869883285,-0.41468492349129066,0.1729134104812805,-0.2415656958691978,0.05044977168949773,-0.1192139474818567,0.1628126742576661,-0.7990903922683342,-0.6,-0.7,-0.4349015680225833,-0.9651740920580995,-0.9651740920580995,-0.9628162976205112,0.813915573285492,0.8315245955427374,-0.9754481805873715,-0.9754481805873715,-0.6,0.06633814720905448
BAX,-0.08205041139803133,-0.12168954623679214,-0.4767291282094832,0.07045627429404902,-0.5546809731905743,-0.26955961614203233,-0.2034329642228554,0.5456934215264465,-0.44746281055469234,-0.37292685154201183,0.2817943634429126,0.19328822063828738,-0.41017230776139624,-0.3510739679921686,-0.3576058029543003,0.005303950815698247,0.32702199069403914,0.09177574777471867,0.06933884680450683,0.37201074787281685,-0.4811471854051203,-0.06797434476806674,-0.42459167681354393,-0.4795329009190713,-0.3839267151767152,0.07119726401644713,0.1378618113177486,0.25043765050575206,0.5456934215264465,0.021215570676230762,0.34594437644887044,-0.011727862339080634,0.28889380656453084,0.14485854021159203,0.4013904024340804,-0.1763615218194085,0.23562221703316438,0.04123056035385002,0.16908200285744168,-0.12623505907049853,0.8860860267705603,0.7,0.7973575557390586,0.2828846936316627,0.4595457952673828,0.4595457952673828,0.44964077234745703,-0.4594273169819534,-0.49549732985371564,0.4883349309604088,0.4883349309604088,0.7,-0.10905348094293896
BAK,-0.08205041139803133,-0.12168954623679214,-0.4767291282094832,0.07045627429404902,-0.5546809731905743,-0.26955961614203233,-0.2034329642228554,0.5456934215264465,-0.44746281055469234,-0.37292685154201183,0.2817943634429126,0.19328822063828738,-0.41017230776139624,-0.3510739679921686,-0.3576058029543003,0.005303950815698247,0.32702199069403914,0.09177574777471867,0.06933884680450683,0.37201074787281685,-0.4811471854051203,-0.06797434476806674,-0.42459167681354393,-0.4795329009190713,-0.3839267151767152,0.07119726401644713,0.1378618113177486,0.25043765050575206,0.5456934215264465,0.021215570676230762,0.34594437644887044,-0.011727862339080634,0.28889380656453084,0.14485854021159203,0.4013904024340804,-0.1763615218194085,0.23562221703316438,0.04123056035385002,0.16908200285744168,-0.12623505907049853,0.8860860267705603,0.7,0.7973575557390586,0.2828846936316627,0.4595457952673828,0.4595457952673828,0.44964077234745703,-0.4594273169819534,-0.49549732985371564,0.4883349309604088,0.4883349309604088,0.7,-0.10905348094293896
BAD,-0.028042328042328042,-0.08488671311115295,-0.45492911668484187,0.0333868378812199,-0.490625,-0.2665328874024526,-0.18494117647058822,0.7983471074380166,-0.43463712757830403,-0.3422897317060802,0.25019555533763255,0.17783276895024747,-0.3667226890756302,-0.33691795252692075,-0.3222725225916291,0.1261749238953396,0.29650494069149474,0.04861111111111111,0.029440443656307474,0.2885714285714286,-0.46905788708445256,-0.02369047619047619,-0.3691891891891892,-0.7,-0.28918918918918923,-0.05044977168949773,0.20817927170868344,0.2712576269698433,0.7983471074380166,-0.1496909106485214,0.3009043014423624,-0.06859797897730158,0.25157770571970256,0.12863820372811147,0.3634881149806523,-0.14063630579038272,0.20108084738434934,-0.0815,0.08418876344466182,-0.1519164782550871,0.7,0.5,0.6,0.4130215031927616,0.8873106729121153,0.8873106729121153,0.8859716824396926,-0.9590251736839122,-0.968299962528954,0.891729879828205,0.891729879828205,0.5,-0.041018998272884286
b_catenin_TCF4,0.9,0.9,0,0,0.8,0.8,0.9,0,0.8,0,0,0,0.7,0,0,0.8,0,-0.9,-0.9,-0.6,0,0.9,0.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
