Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,Stress_Fibers,SNAI2,SNAI1,Replication,pRB,Plk1_H,Plk1,pAPC,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_200,Mad2,LEF1,Lats1_2,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,Cytokinesis,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
FocalAdhesions,-0.3034278977766031,-0.1369616740280846,0.9412242945958871,0.8902439024390244,-0.2016314951413835,0.33478558969338834,0.2801090340503067,-0.2333708848653818,0.9,-0.21806299372070836,-0.26844916275187886,0.4890780443530997,-0.5673753132025782,0.6627477680345112,0.5642014952658255,0.3934538575879385,-0.5490771095141259,-0.5430306006441401,-0.3735741005295419,0.5805194805194805,0.6575268621930094,-0.5805194805194805,0.26844916275187886,-0.19446629288885076,-0.1310467314253097,-0.08661726726833888,-0.5714285714285714,0.6887982269617231,0.8902439024390244,0.4254035810244332,0.011253183791775933,0.0318503058898688,-0.5146476209668308,0.21109542359136899,0.4656451977807767,0.03555519823560841,0.5677026300130328,0.6887988221063799,0.42880972731585426,0.6068689918643646,0.2594887064031305,0.4505783020333397,0.4136254222586587,-0.3517454445201667,0.49885277579035564,0.6457129491372209,0.5555360439767604,-0.11731055831006554,-0.3542511851541185,0.4740035676061291,-0.5525842578474157,-0.5,0.3689499304845302
f4N_DNA,0.1761751057061556,0.17766114479400522,0.1391304347826087,0.1,-0.287125260947062,-0.018608204264405903,0.10272979121378041,0.1897719319745943,0,0.16547233595284475,0.20005629749106052,-0.21022587027741318,0.036018923472639665,0.3274808396177894,0.20750865283355976,0.25850589175134353,-0.163180608818874,-0.16989676240770452,0.14635839808803097,0.1391304347826087,0.04994037045211767,-0.1391304347826087,-0.20005629749106052,-0.20470469651826928,-0.07959685937379372,0.20798681483388534,-0.1,0.30524490526214987,0.1,-0.026900966071365884,-0.24218082667525684,0.010609052925918797,-0.1776507459321333,-0.1868528103065508,0.1678434426881204,0.009527800402996245,0.16971066932337694,0.19598715159755717,0.06964472326399858,0.289957855438084,-0.173068625676226,-0.21078416116779528,0.3591733069639976,0.04002022013613286,0.33824318250903745,0.2502614349674649,0.17180922955047978,0.07798993313670455,0.16366275444492867,-0.21025575027548543,-0.1631304347826087,0,0.26317945956290184
Emi1,-0.3507962813634641,-0.3374708407588267,-0.3282728272827283,-0.2777777777777778,-0.304972974033462,0.19142779341918484,0.19915482689538136,-0.3806923829431074,-0.2,-0.3271306182605263,-0.39091491914939497,0.2108164476696984,-0.29706035856058777,0.4220141653936479,0.40674121388086676,0.14255444806376577,-0.329584535037394,-0.1568153358372925,-0.2672749246353373,-0.32261921708185054,0.06972896931237067,0.32261921708185054,0.39091491914939497,0.29549449923159604,-0.13475346183506057,-0.3753176102414072,0.27599999999999997,0.3993356473557595,-0.2777777777777778,0.29621208355512857,-0.2534561918206446,-0.22382158208241357,0.36922580316171827,0.3772699034722756,-0.13315301351948647,-0.22508389068592177,0.15871538935465573,0.06604254063422346,0.2548630460977832,0.226691600697189,0.23022953535232055,0.20722470579503552,0.34453789476386554,-0.3636522680590447,0.3592730983406607,0.36508004165435837,0.3325412635889377,-0.10915343542384229,-0.319234679980683,0.20963119157615426,0.3520464718547274,0.2,0.3238264399506853
Ect2,-0.1631179596832923,-0.15751748251748252,0,0,0.2891980469559816,0.01695950847175661,-0.1033806023384338,-0.14615384615384616,0,-0.1555088195386703,-0.17351233671988392,0.21078416116779528,-0.03513317174685783,-0.3248388030553981,-0.20854597478762577,-0.2574113584440969,0.165340090470665,0.16739583199907776,-0.14342629987937244,0,-0.04738883491741937,0,0.17351233671988392,0.1784507042253521,0.08175139518550818,-0.17956521739130435,0,-0.30633193488700783,0,-0.07444707891144735,0.2443689114876196,-0.007850700163410497,0.1391304347826087,0.1631304347826087,-0.16508856155709487,0.094714663331385,-0.16948468166074296,-0.1920565839352254,-0.07315346983973034,-0.28828284504688206,0.1722075277495007,0.2167179487179487,-0.3616275523282443,-0.038342240587898,-0.3397976258749568,-0.25033605277032234,-0.1732144195564268,-0.07646763594064353,-0.15484281887266962,0.21245099029344106,0.1,0,-0.2659736207787071
Ecadherin_mRNA_H,-0.47499186138440785,-0.5505270174561513,-0.7957894736842105,-0.7,0.18637781011339213,-0.3165553401177711,-0.2661593964041593,-0.43259971468214414,-0.6,-0.5124865191408237,-0.4830207673137231,-0.4681102931465519,0.5423669707155565,-0.6159839563326833,-0.5328095998168434,-0.3605666898853825,0.5244487243177207,0.5024411256786185,0.05300804002098204,-0.6927272727272727,-0.6314779790212726,0.6927272727272727,0.4830207673137231,0.5144093507735679,0.1195123297982587,-0.49906419379437195,0.6,-0.6566006623288052,-0.7,-0.4039141997903323,-0.01623947965658274,-0.028693304544085994,0.7323675782212368,0.5711937337808695,-0.45502334005029094,-0.03540196221833877,-0.5386721098450266,-0.6581200547239284,-0.41558020129487855,-0.5701699098227337,-0.25006460898191124,-0.4106893106893107,-0.38172699306992874,0.33390258350885826,-0.46319256196519776,-0.6054981485009805,-0.5280384229158444,0.11604251724759802,-0.36683804105578394,-0.4451060257212318,0.7694949494949495,0.5,-0.34812679959467285
Ecadherin_mRNA,-0.4425458543527655,-0.5076698745990085,-0.7,-0.6,0.16655567360851697,-0.29774377867743523,-0.25491353091353086,-0.3699099099099099,-0.5,-0.49113359806122,-0.43259971468214414,-0.4451060257212318,0.5100586518070951,-0.5587704501935291,-0.4955239061127661,-0.326341393666776,0.4942937404454841,0.45088455772113945,0.0483126794843694,-0.6,-0.596718896310631,0.6,0.43259971468214414,0.45505874196932183,0.10546598010834465,-0.44327944043114326,0.5,-0.6170918412457601,-0.6,-0.3792613559630543,-0.0393222116585965,-0.03540196221833877,0.7694949494949495,0.5238553986611839,-0.44183368487787716,-0.0455868361679186,-0.5024411256786185,-0.6173323679878487,-0.40123160974558275,-0.5246376832602337,-0.2462189197780293,-0.3606893106893107,-0.346007743591124,0.3171303976520067,-0.42015175300889585,-0.5549615323393644,-0.4949892340322711,0.12332101239973599,-0.35339945807542195,-0.4106893106893107,0.6927272727272727,0.4,-0.32586082334587435
E2F1,-0.3996168635694987,-0.3058592877877812,-0.30913580246913586,-0.24617283950617286,-0.04704480106661354,0.2768390048282489,0.24110433582507226,-0.3704090182197392,-0.17333333333333334,-0.45940122327329497,-0.39704417331575104,0.47044877619195935,-0.4972882988886084,0.5167889900119029,0.49237754622896795,0.23928211832492496,-0.4831164689552252,-0.5588540825069515,-0.4375807645874531,-0.30657094998803547,0.5486735622773735,0.30657094998803547,0.39704417331575104,-0.027002472488694074,-0.11852186648298146,-0.21819796720042603,0.2447619047619048,0.5313462203572873,-0.24617283950617286,0.45782258505611956,0.1039830983189387,-0.09532825086166033,0.392231068475949,0.4172677804239255,0.3012729453380091,-0.09487310709557192,0.5686597815759926,0.5771781564373735,0.3022909719018973,0.6301415683679119,0.31599613199884785,0.45514507325992265,0.13665058030594845,-0.4085958909780937,0.4393225217147001,0.49877563745127784,0.586015801139107,-0.14789093339286044,-0.4693720800032775,0.46465287104095676,0.35533455038368333,0.17333333333333334,0.3417168128980345
Cytokinesis,-0.17111430003095923,-0.16977361058151455,-0.1,0,0.28806047680582236,0.0179340912415794,-0.10303223275929499,-0.17351233671988392,0,-0.16157067520877338,-0.1897719319745943,0.21025575027548543,-0.035624159536766745,-0.32729492571022967,-0.20825775512961925,-0.258623083667583,0.16408874153947772,0.16948468166074296,-0.14528887467188353,-0.1,-0.049229438635438875,0.1,0.1897719319745943,0.19480834740623387,0.08048537373638445,-0.1970779077466343,0,-0.30596701762692824,0,-0.07359973900312675,0.24326435846341007,-0.009527800402996245,0.1631304347826087,0.17750272915490306,-0.1670464234905682,-0.007850700163410497,-0.16989676240770452,-0.19482678457776648,-0.07085805338560223,-0.28985886116253556,0.17293697218170204,0.21245099029344106,-0.3605528957201737,-0.03941776149754839,-0.3392142520295509,-0.2507774595765305,-0.17257288290532405,-0.07770672156493424,-0.16028214941660268,0.21078416116779528,0.1391304347826087,0,-0.26431155982312216
CyclinE,-0.3050037098989224,-0.2707316419150213,-0.2769540734954269,-0.23564625850340137,-0.07652761377026625,0.2868383805779578,0.21834004452358405,-0.3124991264251598,-0.19142857142857145,-0.4349494323811024,-0.3351657112445331,0.45943280873380576,-0.570409068566365,0.598573219688229,0.4682876639117506,0.33231772268301313,-0.45482153358047767,-0.5497009829709623,-0.34969245147725064,-0.26819611014009703,0.44283737834469844,0.26819611014009703,0.3351657112445331,0.03104709489595814,-0.10686534166172339,-0.18230342960419466,0.2274282856428393,0.6065085313308416,-0.23564625850340137,0.43113067347021145,-0.08219840586107857,-0.03265598389613758,0.33393314812232144,0.354353119400121,0.2115639848536659,-0.032677217746161266,0.4575528293163691,0.46723406997541084,0.3617547926185326,0.5246270802152215,0.2782861401949993,0.44700967358483956,0.24365862309838726,-0.37015767743282707,0.4105558973746633,0.5759443221956824,0.5655306142518677,-0.03390704855757752,-0.4640835165753468,0.45478310502665514,0.3045903814122116,0.18479262672811061,0.30589307130788057
CyclinD1,-0.39039019553525267,-0.2739595397422528,-0.23872416891284817,-0.17142857142857143,-0.16272900538017437,0.30584799538846685,0.2876421824036658,-0.3218640318442536,-0.1,-0.47281944542001025,-0.3636284377596029,0.44191325366694045,-0.7458083772417275,0.5552995142247912,0.5562805868997162,0.26603859268412067,-0.7357828909094051,-0.5990913032086322,-0.47724998284223047,-0.2369914853358562,0.5930225434222416,0.2369914853358562,0.3636284377596029,-0.08560775355317958,-0.13840692862062215,-0.16949627571157516,0.17142857142857143,0.5783317199701032,-0.17142857142857143,0.414646141605416,0.14622787497452838,-0.18073850541264774,0.3498100043383679,0.3912081611721379,0.35524691524644914,-0.177050095077503,0.6207362690459404,0.727886679782214,0.34741607367760774,0.6681513475564664,0.3657892169267822,0.4090071172644765,0.27879219321423787,-0.46108357704342656,0.4957118553360173,0.5365531914863128,0.6371932676155009,-0.1899012535806604,-0.4891066512797414,0.4289351578701347,0.297682056384993,0.1,0.388458283802591
CyclinB,0.03383241069245741,0.04119457298124388,0.011506074435945235,0.00425531914893617,-0.2977802453446052,0.1985678276000664,0.1929225976090798,0.027327490881539917,0,0.027060849983169544,0.03222369617113624,0.19178988473689246,-0.14311780277612196,0.37519695776027595,0.3513010295855299,0.3436368529957189,-0.284523957133399,-0.27484483925935155,0.025983157118174123,0.011778830120723005,0.16778018344789092,-0.011778830120723005,-0.03222369617113624,-0.19108854986997878,-0.058099244759240457,0.05719073466369208,-0.00425531914893617,0.35423103699342123,0.00425531914893617,0.006173442217473977,-0.3417429297932147,-0.1578640874152523,-0.024925395084690043,-0.0294912559592447,0.09511988298521347,-0.15871434917103738,0.2747966713757511,0.1928865386304164,0.16902564573120252,0.32120304738392946,-0.07377771522556895,0.19135762217320354,0.39654869697087,-0.17413576180226642,0.3970270873282204,0.3191510703593539,0.31633268465399966,-0.01321918932446734,0.025884271796378693,0.1917300981583045,-0.0189399554404161,0,0.2511657061138835
CyclinA_mRNA,-0.3947261474636833,-0.37367995431852574,-0.3415924426450742,-0.2794871794871795,-0.27702272748450146,0.2755864771704023,0.18165413156775778,-0.4113878690243705,-0.2,-0.366781672369502,-0.42950305227044383,0.18094977416684976,-0.2961359100546952,0.4309017441521309,0.41781408126708647,0.23114742239565822,-0.3388385853863692,-0.14455102066257636,-0.28896453894469387,-0.33528239202657806,0.07598584842712665,0.33528239202657806,0.42950305227044383,0.33398771075121086,-0.11016019939888078,-0.41083755895023605,0.27714285714285714,0.4088256822048678,-0.2794871794871795,0.28987500408450806,-0.2272270956865814,-0.06051225951453574,0.40277929678975893,0.41795305313228387,-0.11167315026471705,-0.061666394308421434,0.1472255064972175,0.06891969231738974,0.21010010093747128,0.21990989458481525,0.24766609991633487,0.1761914761343935,0.3560360861648125,-0.2900805025705179,0.3762735761520576,0.36723881339932984,0.32561756145825743,-0.06880321765550126,-0.3554963867340843,0.17931986700750036,0.37551495016611297,0.2,0.27607787982026777
CyclinA,-0.39963036818488695,-0.3816296643904451,-0.3856852696492936,-0.3415924426450742,-0.2771983588730758,0.2753776720417197,0.18162316428337813,-0.42950305227044383,-0.2794871794871795,-0.37029683424211873,-0.44075028176873116,0.18172657801991518,-0.2960655544646106,0.4350697875575712,0.41902354097312927,0.2338230480532127,-0.33876678501659024,-0.1472255064972175,-0.2888931248601225,-0.37551495016611297,0.07773128745411907,0.37551495016611297,0.44075028176873116,0.3438150544213956,-0.11010437473043973,-0.4221143331666509,0.33528239202657806,0.40998498970855823,-0.3415924426450742,0.28934289130269975,-0.2277187739066223,-0.05954076926736046,0.4201645665457473,0.4284279704492745,-0.10974798377508418,-0.06051225951453574,0.1484201057118663,0.07124925404391239,0.20863894206281652,0.22244760681669823,0.14667154440362057,0.17931986700750036,0.3573348387769516,-0.28960031502068295,0.3777931318328839,0.36921308641807593,0.3261522956459823,-0.06728606685108299,-0.3580462017387649,0.18094977416684976,0.40277929678975893,0.27714285714285714,0.2756150807201521
CHK1,0.2548549657398436,0.20381674098114436,0.24951584813653777,0.210727969348659,0.3918693055512613,-0.15959787735119998,-0.24078079830956584,0.2687301122042901,0.15555555555555556,0.3335894035046521,0.27888454621161374,-0.3601618697795629,0.39255960928453565,-0.45589219962597427,-0.4330913973194158,-0.4019504035718409,0.38537552473717135,0.42978371284958533,0.31292989287398576,0.24442039442039443,-0.31813829276114214,-0.24442039442039443,-0.27888454621161374,0.06746443471151968,0.08345561417055605,0.12172098890400432,-0.2074074074074074,-0.4474199500551948,0.210727969348659,-0.26296675324891305,0.30669258483566664,0.154392712544509,-0.2854973954418717,-0.29430749107482956,-0.1254812298745118,0.15514440597216753,-0.4342006372372603,-0.5560226084241593,-0.13777089450977761,-0.3877288484895309,-0.1572894022267584,-0.3527301096646916,-0.5347519695170163,0.26820521751885,-0.5744739962554208,-0.41951710838982753,-0.5062367547895341,0.045181369586599976,0.34245512112759835,-0.35748559532334506,-0.2693159168084541,-0.15555555555555556,-0.31770516198469945
Cdk1,-0.007353391575524453,0.0029445962461026507,-0.026080084299262386,-0.02684931506849315,-0.29681436404142814,0.04814040385219035,0.17379658221529926,-0.018406348572318598,-0.02,-0.012687407380058626,-0.015315127393046326,0.20374748657456343,-0.16227476947981048,0.37720532513413035,0.3518921299748487,0.32987568755793606,-0.2882348571409235,-0.27631318667431454,-0.007373873880772744,-0.02524931506849315,0.1678586134452184,0.02524931506849315,0.015315127393046326,-0.1543497529360614,-0.06042545649794832,0.01616088471778334,0.02684931506849315,0.35741872723602086,-0.02684931506849315,0.04410878565846506,-0.32897564659416617,-0.13964422728844744,0.018704622892325183,0.015720240131370057,0.07316472458555826,-0.1404152237146566,0.2764132172597372,0.19537187469596876,0.049847887081164735,0.3234846564036022,-0.03860262783869386,0.2031214091274473,0.3849169390394222,-0.16005122769883595,0.39276368984800736,0.32976099675796694,0.31710348113597314,0.010472594316753812,-0.013425561921429996,0.2036067112108093,0.022107953811948647,0.02,0.23903525738752557
Cdh1,0.1594538059819811,0.16223734166530063,0.19938128935304075,0.1870931537598204,0.16934758664957436,-0.2645591974894668,-0.1653305550590717,0.20943928575950616,0.16363636363636364,0.14342612998134668,0.20804846244703193,-0.14762157536593234,0.15064543933064403,-0.3695765880617733,-0.34849243373754873,-0.26302789521125036,0.15654743868802196,0.09615283588136939,0.09989721246919049,0.19208549298235394,-0.043088861471840004,-0.19208549298235394,-0.20804846244703193,-0.16157801353026596,0.06111767242689501,0.20422573332211252,-0.1831168831168831,-0.23916050626388063,0.1870931537598204,-0.173730338859642,0.2216769237237764,0.23527431525619388,-0.19314140170906768,-0.1907826419746949,0.06367075001278692,0.2361922056011569,-0.09571872240493429,-0.04225289175519033,-0.12512957192677904,-0.1631879344300129,-0.06685619770751693,-0.14774772013391727,-0.27612762950556247,0.10105194816669232,-0.2873742703032311,-0.22025546935135196,-0.3011252842971426,-0.08926928295699602,0.13973662182704358,-0.1477865062031321,-0.1935977070188022,-0.16363636363636364,-0.23883232252218245
Cdc25C,-0.009317393469668079,2.5664008482528117e-4,-0.02684931506849315,-0.02,-0.29731133962800116,0.048577614149885553,0.17398597739386223,-0.022146732337461405,0,-0.014325406778456177,-0.018406348572318598,0.2036067112108093,-0.1625072453384429,0.3764574941496087,0.3521273770080561,0.3295346512933096,-0.2887594575695947,-0.27567810781199,-0.007995914006507789,-0.02684931506849315,0.16719107525606375,0.02684931506849315,0.018406348572318598,-0.15131364320586752,-0.060949761596090855,0.012914837354938816,0.02,0.3576699524617048,-0.02,0.04454074392060948,-0.3295388489796679,-0.1404152237146566,0.022107953811948647,0.018573670842906814,0.07241000797138755,-0.14168053934241892,0.27631318667431454,0.19434848529630216,0.05076541842325738,0.32302443020444976,-0.03835954790664693,0.20188961628443347,0.4854627472435931,-0.16047900819632177,0.39311652873209874,0.32979273018618,0.31744571798540333,0.010059249981219463,-0.01498141905061175,0.2031214091274473,0.02524931506849315,0,0.23977904691752308
Cdc25B,-0.12988274387996895,-0.12670370715193047,-0.13333333333333333,-0.1,-0.2861253631673123,0.21583916952063956,0.18404067589228906,-0.16429135482540114,0,-0.12528849009506499,-0.16389385340575321,0.2796292585452659,-0.15734420891075637,0.5854924528597031,0.46435752017477255,0.3582962763981787,-0.29220245349824375,-0.23085996983984866,-0.10082632957322654,-0.13333333333333333,0.08897397221822417,0.13333333333333333,0.16389385340575321,0.009453744738080548,-0.08670671929627911,-0.1452418490173398,0.1,0.4669886245659782,-0.1,0.14662187982155575,-0.3451886066519475,0.015662833919932728,0.15304487179487178,0.15236396336922417,-0.04325954099536553,0.01378269067815717,0.23275335038474884,0.09863123882844085,0.2711547938546498,0.3997950345277013,0.05926694960354915,0.27580683828860963,0.49702844911472344,-0.1776036639192482,0.5077684360751686,0.4335214574412536,0.42017480119267303,-0.008715849807579449,-0.12428890978249371,0.2784312685109956,0.14930555555555552,0,0.2527000793196232
Cdc25A,-0.30286051450705287,-0.29535356902539744,-0.3053348705586416,-0.2655172413793103,-0.18175375389442536,0.25456470313437035,0.1947708905225281,-0.34129621856106407,-0.2,-0.2782261763399886,-0.3463617850853016,0.2820826904217798,-0.2543041048717353,0.47198997767822465,0.4460195883665444,0.35583678467423085,-0.2801394656817622,-0.11833820940021358,-0.22348977216928362,-0.29846784895644835,0.05575266634687891,0.29846784895644835,0.3463617850853016,0.26856149039421723,-0.10374795661788705,-0.3362969028641116,0.26296296296296295,0.453828446784324,-0.2655172413793103,0.2590916289312394,-0.3211708394516373,-0.12481808393655203,0.32806717924003104,0.3312382141213547,-0.1193204673534195,-0.12613929084369885,0.11892164829970864,0.038801364462719874,0.1893306552842948,0.3230417465822343,0.1876457096379284,0.28048459904116685,0.2436029108789492,-0.3086517705124629,0.3971948524518262,0.4239331878041789,0.2904193545689474,0.05187089037877981,-0.2711955245911444,0.28164878524459247,0.31812202763079994,0.2,0.26854132761592464
Cdc20,0.17811841342286394,0.1716631217554734,0.18122171945701357,0.15,0.3259812485357284,-0.003513199832141008,-0.0526232090242712,0.21266002665973954,0.1,0.16998767591085806,0.21571025497024182,-0.1847039822073194,0.19477532986718532,-0.40768677310727364,-0.3882568973847105,-0.10757344112431537,0.324926331177159,0.24551303633672003,0.1372920620291987,0.17863849765258216,-0.08377580533319547,-0.17863849765258216,-0.21571025497024182,-0.07908397321405704,0.24831058037772175,0.19714046040418137,-0.15,-0.3909634624145609,0.15,-0.18445616000866566,0.33013097211261805,0.2196698639647272,-0.20027035091829504,-0.2025748308189676,0.06649321591110566,0.2208206185797096,-0.24723687650702458,-0.092889835538545,-0.32811091381392277,-0.30166565348623925,-0.09742956129842881,-0.18141137427480084,-0.43686173579376175,0.20916265296415332,-0.44102905822810223,-0.3580652857880236,-0.34454239497435546,0.057297962544248716,0.16788459070095005,-0.18362588221650705,-0.1932521166273335,-0.1,-0.37654289813010267
b_catenin_TCF4,0.8998242233037758,0.8999633296662999,0.6,0.5,-0.10564618249534452,0.23619402985074628,0.2208974358974359,0.8,0.4,0.799725795563857,0.8999822726466938,0.37778279181708785,-0.3952153110047847,0.3988235294117647,0.3846134632196828,0.24318181818181817,-0.39245283018867927,-0.3,0.7973065840197767,0.6,0.49606299212598426,-0.6,-0.8999822726466938,-0.8999890686488851,-0.06306306306306306,0.899984940893005,-0.5,0.4958997722095672,0.5,0.286,0.17161691308032773,0.08588567395906846,-0.8,-0.899975481181807,0.46684170524424784,0.09230769230769231,0.39263803680981596,0.4971698113207547,0.35898866608544033,0.39526066350710903,0.23215664644236073,0.2,0.2532467532467533,-0.2601851851851852,0.2921875,0.4,0.39085714285714285,-0.1533263488737559,0.7996483271160255,0.29583333333333334,-0.7,-0.4,0.25285714285714284
ATR,0.25039337566939746,0.19675736045237607,0.210727969348659,0.15555555555555556,0.389930649138868,-0.15850532556249086,-0.24005562569346509,0.2523765020026702,0.1,0.3297078451130353,0.2687301122042901,-0.35748559532334506,0.3904044604756387,-0.44559544150471353,-0.4285332029355417,-0.3956211363254582,0.3832217555266936,0.4217879192534727,0.31251893182608204,0.2074074074074074,-0.3132035066018757,-0.2074074074074074,-0.2687301122042901,0.07335226429590819,0.0823463991534912,0.11302509201651627,-0.15555555555555556,-0.44273741110693043,0.15555555555555556,-0.2620316206731555,0.3040003131757806,0.15514440597216753,-0.2693159168084541,-0.28454012527900796,-0.12192815962333962,0.15566253474122438,-0.42978371284958533,-0.5496598756991405,-0.13873390927494741,-0.3806682719375459,-0.1585686419384983,-0.2445702935478717,-0.5299638058143143,0.26768317506730704,-0.5688765888585421,-0.4128013044924276,-0.503016864870666,0.04784777215364827,0.33906072860423386,-0.3527301096646916,-0.24442039442039443,-0.1,-0.3166250084150159
ApicalBasal_Pol,-0.49954357767062635,-0.5834707552812917,-0.8792427110942824,-0.7957894736842105,0.19994094162743464,-0.3280681998641822,-0.27291431558106954,-0.4830207673137231,-0.7,-0.5287543897202067,-0.5224636010462329,-0.48291108322043036,0.5617789794880063,-0.6578336394962351,-0.5581360964129782,-0.38594628607710935,0.5432562402224403,0.5386721098450266,0.054048305714172275,-0.7694949494949495,-0.6548578498276906,0.7694949494949495,0.5224636010462329,0.5614149582502034,0.1289692783664035,-0.5431525437294088,0.6927272727272727,-0.6833166056879241,-0.7957894736842105,-0.41803481449237345,2.287117714395548e-4,-0.025202946269390826,0.7818894361447339,0.607961684892735,-0.4652132795201302,-0.028693304544085994,-0.5629275860941035,-0.6860991169381623,-0.4226961859252346,-0.6021697190922359,-0.2503437270874713,-0.4451060257212318,-0.40722030689861644,0.3435444187333279,-0.4932216309573838,-0.6403244218469049,-0.5494811939262585,0.10935485320560327,-0.37724445013531327,-0.4681102931465519,0.7323675782212368,0.6,-0.3618544388478141
AMOT,0.29506215053361995,0.1398091534525526,-0.8235521235521235,-0.7857142857142857,0.19837891841703298,-0.32419154252033977,-0.26956870006558453,0.22999830916606903,-0.7,0.2203920870907678,0.26387396285578435,-0.4746201273874873,0.5528961654859649,-0.6532097933472658,-0.5524386424687731,-0.38254406785919,0.5353372772454474,0.531034482521408,0.36012539953186423,-0.5577777777777777,-0.6425215883610694,0.5577777777777777,-0.26387396285578435,0.17834906662211011,0.12795324868723781,0.08937291069008117,0.5599999999999999,-0.6767851393758575,-0.7857142857142857,-0.4117661021852654,0.0078117523139559775,-0.024507201045945917,0.48533890123706247,-0.21022557338649017,-0.4485223948639655,-0.02772171374009334,-0.5538017049590452,-0.6742678965158673,-0.41570068672949523,-0.5946135257813274,-0.24393246268798463,-0.4391708315980648,-0.4036262165829777,0.33733086668798823,-0.4883880628771829,-0.6350217729642644,-0.5423820646983298,0.10605749500110781,0.3447261207343856,-0.46080002833012995,0.524114411441144,0.5,-0.3578393761659208
A_Kinetochores,0.24407624078348017,0.23882749851773263,0.21923076923076926,0.16923076923076924,0.2498936074812824,-0.06736329225327427,-0.28924679958157923,0.27399638300109724,0.1,0.2279575663233432,0.2833077823472957,-0.18592959457215194,0.22226756745506884,-0.3228393681064343,-0.30613686606041346,-0.02729366777314975,0.26296887853900774,0.11895451525510421,0.18439259371297598,0.21673076923076923,-0.04462791745495391,-0.21673076923076923,-0.2833077823472957,-0.22406563522832257,-0.15762991295026743,0.2756810348482229,-0.16923076923076924,-0.31356856526174576,0.16923076923076924,-0.09102577125798353,0.131036302263132,0.053362204816531034,-0.260110879053832,-0.26806895304267625,0.12023657087901682,0.05418773811903026,-0.12156815760432729,-0.04333814140165894,-0.21509931075768293,-0.16505452074321927,-0.15727123246259014,-0.18150838831603017,-0.27416807490699713,0.2071142262686569,-0.2388204982874303,-0.19803918229780496,-0.25613828318548265,0.12974572241235888,0.22387823669239934,-0.18437276374198672,-0.24400349650349645,-0.1,-0.11597401254384787
