Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,Stress_Fibers,SNAI2,SNAI1,Replication,pRB,Plk1_H,Plk1,pAPC,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_200,Mad2,LEF1,Lats1_2,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,Cytokinesis,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
SNAI1,0.8994456693628695,0.8997732858738109,0.7,0.6,-0.13989681295715778,0.2809844160748261,0.2515476029654374,0.9999743573305981,0.5,0.8991559221876857,0.899872574516143,0.440075361336614,-0.478160818456307,0.4912820814692725,0.4591010191030757,0.29625384335636595,-0.46963870864375556,-0.39069767441860465,0.893847537685024,0.7,0.584851081913801,-0.7,-0.8998725741039528,-0.9999168556056383,-0.08765977380713377,0.8998916040084849,-0.6,0.5801836631117137,0.6,0.35332693398490334,0.13866511426882944,0.06415614165428431,-0.8999657328878609,-0.9998385885551008,0.5239763695864678,0.07708333333333334,0.47359241126070994,0.5876445968582766,0.4083108330027597,0.4820093605717538,0.26357600732600733,0.29500000000000004,0.31130879683116025,-0.31117396688302634,0.37104107955777155,0.4925925925925926,0.4673475555051893,-0.15197320113638105,0.8989184617408992,0.37385462555066085,-0.8,-0.5,0.3042829900577124
Replication,0.1519604465583831,0.07934637555256294,0.13103448275862067,0.1,0.3334928201716692,-0.03968291103959909,0.07737927141163584,0.1586043112897333,0,0.16503829563161207,0.1641107026368326,-0.08953006136379649,0.19565619209218982,-0.3299714144339224,-0.3580632965584623,-0.25093145428909264,0.23865176517055095,0.32377716786125177,0.15163470839461082,0.13103448275862067,-0.17211687023842484,-0.13103448275862067,-0.1641107026368326,0.1562863469582221,-0.005150639285362302,0.03247654263121805,-0.1,-0.17754563545852167,0.1,0.1764553143722503,0.05870911296591982,0.10105547670463808,-0.16050988279359027,-0.16561598783572953,-0.04303685243440459,0.10148950553974367,-0.3264790744593666,-0.36255982764002487,-0.03032994481753748,-0.1768818897423578,-0.017863887446992337,0.014838740520521176,-0.2598440409535877,0.17893748554771732,-0.0017847895558721488,0.09910212870663822,-0.24498291123813276,0.0720586777950526,0.16657335561677228,0.012029596341259049,-0.15050350930729325,0,0.09763305326637983
pRB,0.40482581205177837,0.30980443706512845,0.309893769738731,0.24617283950617286,0.18383470913862499,-0.2835340719692674,-0.2604049229686111,0.3732325450867405,0.17333333333333334,0.4657376953688484,0.4009542334458208,-0.40550417794217364,0.5092316052222537,-0.5529023671347753,-0.5380297472245743,-0.27248693581308087,0.5045209221344379,0.577514593082096,0.4445102655771748,0.30738816738816743,-0.5553484254452952,-0.30738816738816743,-0.4009542334458208,0.02673301558572385,0.1352686822455605,0.220912137174632,-0.2447619047619048,-0.5572158844180601,0.24617283950617286,-0.37782439237831067,-0.08908837978179987,0.16802934139627282,-0.39547985320325046,-0.421637430631736,-0.3043392910964235,0.1675680393758546,-0.5880552893516819,-0.5930535908162264,-0.30989791275780915,-0.6449111568603297,-0.31834454636029463,-0.3890409144971169,-0.28817090109178284,0.42520647382283094,-0.48331168935159685,-0.5220493728157762,-0.6083363072077987,0.14958591402504048,0.4759979740031627,-0.39926708806835437,-0.35731290396619053,-0.17333333333333334,-0.36297595824119516
Plk1_H,0.2514366229019937,0.24235915741836478,0.17142857142857143,0.1,-0.21366806061077268,-0.06131298920033414,-0.14799609351928952,0.2572852281408431,0,0.23969176233582976,0.276671613567497,-0.009503627758856603,0.18633775655016172,0.4620926957630077,0.3300815284563646,0.32745162645648007,0.06747145000620794,0.030598079627138824,0.2114163514617272,0.17142857142857143,-0.01093211749301459,-0.17142857142857143,-0.276671613567497,-0.22690087258826339,-0.13130654089039762,0.2718639193362063,-0.1,0.21759541493390286,0.1,-0.304441125822139,-0.22545933434336068,0.32751793932867657,-0.24541422533244436,-0.2632191859076937,0.16838045591740913,0.325951334872535,-0.03422927324721988,-0.010540556805602553,-0.12710726545604048,0.21709481056135727,-0.20981708607080515,-0.004969002390627849,0.1615700354385786,0.1663747016208674,0.22952035716671354,0.06295882394976841,0.05957738979695746,0.18608907346676104,0.23745348124037932,-0.007598971809588094,-0.21696847753185783,0,0.07235052519052197
Plk1,0.23985314389371165,0.2356320697080045,0.21070811744386875,0.16666666666666666,-0.09757836674681493,-0.05981002059129274,-0.12383852186343094,0.26458332840664417,0.1,0.226469297220518,0.2754509953114628,-0.05448121649887879,0.17103065685265695,0.32840134912265734,0.09489574974700782,0.2993224505773298,0.071781219709834,0.03424599864989871,0.19042364957185703,0.2082882882882883,-0.012600000427210808,-0.2082882882882883,-0.2754509953114628,-0.22643898364419818,-0.1062486893569085,0.27078963970293846,-0.16666666666666666,0.09671022514437409,0.16666666666666666,-0.1941099143400844,-0.2068357589831308,0.1086453525924312,-0.2506116564339437,-0.26017732631486634,0.14944705147637105,0.10829116486717391,-0.036185451673924,-0.011777691028411868,-0.13441352431204476,0.10146405885781365,-0.18642876705438144,-0.051704294331131474,0.1340590579443059,0.15532794237020925,0.12545183703792656,0.06386498795830423,0.04399745993352554,0.16514315634346088,0.2234485036955304,-0.05341592044479006,-0.23400755594303982,-0.1,0.04109212428250933
pAPC,0.31163625201446515,0.29975352929523835,0.3049021864211737,0.2636363636363636,0.31506139943374034,-0.1541386570614542,-0.06890424515353664,0.34354989673066505,0.2,0.2939451093265316,0.3497609613517715,-0.22245103275597936,0.29398005801310284,-0.416151969984084,-0.39847420444703074,-0.07654489817924319,0.33267147286256477,0.19381641527076823,0.24926894870194943,0.29909193115973365,-0.08761053486448996,-0.29909193115973365,-0.3497609613517715,-0.23563193449281056,0.26534192800127465,0.3313272831904934,-0.26129032258064516,-0.3977927931776625,0.2636363636363636,-0.2801852449693596,0.3389440883394407,0.21751702686951138,-0.33214472060757444,-0.3367565883284092,0.11833704644854429,0.21872269449016982,-0.19574790877574844,-0.08617566086027954,-0.3515356234078993,-0.25494139955653056,-0.2067840510379922,-0.21879977042617607,-0.44680924303246733,0.22535974461970523,-0.4529346223854823,-0.361109080742675,-0.3383326207413293,0.16545746306803277,0.2887902279690604,-0.2212496725686497,-0.32044128420964124,-0.2,-0.402759271806236
p27Kip1,0.3651909929127508,0.2803549723867501,0.26594152046783626,0.21155555555555558,0.07533282786577004,-0.2776393475906961,-0.2383269332324785,0.3249638362404033,0.15555555555555556,0.48079117236737695,0.3587616423477262,-0.4797475323718882,0.6873184168542663,-0.6076460352190385,-0.4963129986776237,-0.30120011395774593,0.5770034929853428,0.650345894578035,0.49596163656729503,0.26112752685146096,-0.5400814275424636,-0.26112752685146096,-0.3587616423477262,0.03545132289640408,0.11742843871857175,0.17794087621617047,-0.2077294685990338,-0.6243461156801411,0.21155555555555558,-0.4542702100509436,-0.06371757639574652,0.08752267953932283,-0.35364377410351844,-0.3861593769483519,-0.2997666796789897,0.08579844168143481,-0.6658001609991523,-0.5712225621467619,-0.38753009062990823,-0.6221034278553319,-0.3030991215388547,-0.45608489572944605,-0.2556810074063663,0.39861381066927143,-0.4377956717788729,-0.5873041469732595,-0.5816391138493803,0.14608745528947595,0.5058693262322549,-0.47060857081212737,-0.31107450458210784,-0.15555555555555556,-0.33205708912910104
p21,-0.6219177212913729,-0.6871517843532307,-0.4482603297729348,-0.37275012569130217,0.31099076086598004,-0.23077961711220435,-0.22846605301184653,-0.57187302921531,-0.2897435897435897,-0.46068970111966456,-0.6227723097908495,-0.3139113619941443,0.5101440558879223,-0.463214938987676,-0.4572139084717449,-0.15503332528567498,0.5100595926095629,0.3871857740231163,-0.18131593054778417,-0.4413047454884441,-0.35856416830548604,0.4413047454884441,0.6227723097908495,0.8451003061179378,0.14597097267048056,-0.7372447944321959,0.36872410032715375,-0.4617895109649267,-0.37275012569130217,-0.3773305326479835,-0.01995001907518246,0.23900038583050742,0.5643797695074542,0.6112456202646912,-0.09407611450549462,0.23832545285130252,-0.3985774552366238,-0.6015285948059679,-0.3078659016164317,-0.43779715822456566,-0.3112365917734696,-0.2961973436021879,-0.36404293636452206,0.42984516187866306,-0.4017354256213531,-0.42410948962876277,-0.41136944946307913,0.1419098794978037,-0.414773605255743,-0.3071483123097463,0.506681314526101,0.2885714285714286,-0.36361783870694314
N_bcatenin_H,0.9998070753756236,0.8999609775132921,0.6,0.5,-0.105521912483526,0.23745970341715023,0.22256160543013132,0.8,0.4,0.9996990333875887,0.8999811676082862,0.3784007883916132,-0.39541284403669724,0.39886363636363636,0.38498119443811263,0.24458653026427962,-0.3927272727272727,-0.3,0.7969845271595686,0.6,0.4960238568588469,-0.6,-0.8999811676082862,-0.8999883920020894,-0.06320346320346319,0.8999839865487009,-0.5,0.49595959595959593,0.5,0.2867924528301887,0.1742228512609367,0.0888727155102701,-0.8,-0.8999739439142754,0.46549918447935446,0.0962962962962963,0.39287833827893176,0.4971698113207547,0.359375,0.39537037037037037,0.23406458879122494,0.2,0.25436010808155246,-0.26140069500133656,0.2924812030075188,0.4,0.39118457300275483,-0.15584045584045583,0.999614177921665,0.296078431372549,-0.7,-0.4,0.254
N_bcatenin,0.8998447912500129,0.8999728150061166,0.6,0.5,-0.10491777356103733,0.2433918128654971,0.2304140127388535,0.7,0.4,0.9997577063000234,0.7999869135640909,0.38296564195298377,-0.39675324675324675,0.3991769547325103,0.38766204450177366,0.25113636363636366,-0.3947540983606557,-0.3,0.7972912238282628,0.6,0.49722222222222223,-0.6,-0.7999869135640909,-0.7999919302775984,-0.06376811594202898,0.7999888579387187,-0.5,0.4970731707317073,0.5,0.29,0.19614525139664807,0.10428082191780823,-0.8,-0.8999818766707444,0.4708494793948176,0.1125,0.3949367088607595,0.4980360065466448,0.36562851782363975,0.396742671009772,0.24319697643397067,0.2,0.2596273291925466,-0.26717549635837573,0.29411764705882354,0.4,0.39362549800796814,-0.16863711001642037,0.8996895720679869,0.29714285714285715,-0.7,-0.4,0.2593285371702638
Myc,-0.34638309585738514,-0.23854900762066872,-0.24714770274437253,-0.1826086956521739,-0.1995342606902495,0.31291281761128936,0.25716720203097465,-0.3169036407349645,-0.1,-0.38717683479697435,-0.3431592840758223,0.45508651926700294,-0.532426654754233,0.6606877786575225,0.5453803890923844,0.3805503150176575,-0.5179619454716967,-0.5257387337042513,-0.3648644626539283,-0.2461123452872104,0.5198218607375076,0.2461123452872104,0.3431592840758223,-0.11253611944950306,-0.12796596999988347,-0.158120682467264,0.1826086956521739,0.5687907309595753,-0.1826086956521739,0.3939414699343222,-0.04808586601152097,0.015384467015450811,0.3333130214840953,0.35869068537969195,0.4098745031139958,0.016167659016463342,0.537475742655022,0.6543804018224542,0.395079141603956,0.5872968341580789,0.2166427629070887,0.43677195674998615,0.4022057723174627,-0.3165609870855345,0.48678727667178023,0.5345923140119846,0.5285802890719783,-0.08519968515148732,-0.39294566194493696,0.4481077797893427,0.2966359054966345,0.1,0.3467539443645675
Mst1_2,0.28021998340748216,0.1078574833321984,-0.8902439024390244,-0.8,0.1876592178444781,-0.3229040792767217,-0.2731591262566907,0.1914860681114551,-0.7,0.19343663834315636,0.2333708848653818,-0.4740035676061291,0.5475412047830599,-0.6198954544913039,-0.5381935232033188,-0.3674633434403126,0.529812629293574,0.5061526183673848,0.3623047424885094,-0.5714285714285714,-0.6341140181563121,0.5714285714285714,-0.2333708848653818,0.20617676488554815,0.12125258702316692,0.06118851435705368,0.6,-0.6614473132477297,-0.8,-0.4108527599109846,-0.028264757255910357,-0.03555519823560841,0.5525842578474157,-0.17518943661344302,-0.45556588515685076,-0.04251444588451123,-0.5430306006441401,-0.6607180364436156,-0.421394940061177,-0.5742096088847506,-0.25923302199074805,-0.4154349374050728,-0.38739973697805324,0.3418593744974501,-0.4680279622897876,-0.6099789354065215,-0.533542338979563,0.124187918675798,0.32889749558668846,-0.4505783020333397,0.5805194805194805,0.5,-0.354752954756351
miR_34,-0.8998011647485475,-0.7999584048250403,-0.6,-0.5,0.10564618249534452,-0.23619402985074628,-0.2208974358974359,-1,-0.4,-0.8996890719815006,-0.8999800029995499,-0.37751831501831506,0.3951219512195122,-0.39879518072289155,-0.38446552814674256,-0.24318181818181817,0.39230769230769236,0.3,-0.896950107654742,-0.6,-0.4957716701902749,0.6,0.8999800039992001,0.8999876482213439,0.06306306306306306,-0.7999829743764366,0.5,-0.495729537366548,-0.5,-0.286,-0.17007856801257087,-0.08588567395906846,0.8,0.899972274208082,-0.46485671191553546,-0.09230769230769231,-0.39245283018867927,-0.4969887076537014,-0.35836749242559257,-0.39507389162561574,-0.23215664644236073,-0.2,-0.2532467532467533,0.2601851851851852,-0.2921875,-0.4,-0.3906432748538012,0.1533263488737559,-0.8996017058478765,-0.29583333333333334,0.7,0.4,-0.25285714285714284
miR_200,-0.9998942126848037,-0.9999809745772789,-0.6,-0.5,0.10482905982905984,-0.24344880091358964,-0.23060380479735318,-0.8,-0.4,-0.8998348268337597,-0.8999908231623384,-0.3842919990807315,0.3970326409495549,-0.3992481203007519,-0.3884427789674042,-0.251902101622772,0.3952238805970149,0.3,-0.9981181295211737,-0.6,-0.4978118161925602,0.6,0.8999908231623384,0.999994337726314,0.06367041198501873,-0.9999921963400835,0.5,-0.49750346740638,-0.5,-0.28989169675090254,-0.20474811685377486,-0.10553948832035594,0.8,0.8999872961427913,-0.47692535781490564,-0.1096774193548387,-0.39547169811320754,-0.49840954274353877,-0.3686688936127138,-0.3971509971509971,-0.244586712192346,-0.2,-0.25996779388083735,0.2680969104697918,-0.29439775910364147,-0.4,-0.39414990859232174,0.1699721103191819,-0.8997882514953917,-0.2972027972027972,0.7,0.4,-0.2594920951076808
Mad2,-0.1779424119970296,-0.1703861217275303,-0.15,-0.1,-0.32556111876607907,0.003655605541922356,0.05260266498494457,-0.20532267475784804,0,-0.17015683221127964,-0.21266002665973954,0.18362588221650705,-0.19477488768670492,0.4019055551917976,0.38643213731135256,0.10384739090667176,-0.32483488491942125,-0.24177534395549452,-0.1383543155642689,-0.15,0.08138637108402474,0.15,0.21266002665973954,0.07759207301556388,-0.24820214187306386,-0.19456153354956268,0.1,0.38918444131712754,-0.1,0.18505381237904364,-0.329236463641967,-0.2208206185797096,0.1932521166273335,0.1997779209157658,-0.06905480690143587,-0.2220406937627209,0.24551303633672003,0.08973322180270188,0.32989153328157267,0.2981225324466087,0.09876256466887519,0.1771956426585925,0.4348119874776448,-0.20969684973784916,0.43869457363950337,0.3551642098205881,0.34364847563506623,-0.15932332601044535,-0.1683979611184824,0.18141137427480084,0.17863849765258216,0,0.3769483966603354
LEF1,0.9997800035525379,0.8999540546749369,0.6,0.5,-0.1056969696969697,0.23590225563909772,0.22049127343244992,0.8,0.4,0.9996566669774574,0.8999778381073744,0.37684108916864417,-0.3949367088607595,0.3987538940809969,0.38409917355371903,0.2426923076923077,-0.39201995012468827,-0.3,0.7966628014335776,0.6,0.4954648526077097,-0.6,-0.8999778381073744,-0.899986333663603,-0.06306306306306306,0.899981152523206,-0.5,0.4955168119551681,0.5,0.28585858585858587,0.16684704184704185,0.08490028490028491,-0.8,-0.899969326329512,0.4626766091051805,0.09230769230769231,0.3921311475409836,0.49678714859437745,0.357204910292729,0.3948453608247423,0.23130630630630633,0.2,0.25290251916757944,-0.25962962962962965,0.292,0.4,0.3903323262839879,-0.15238600212089076,0.8995599324801111,0.29574468085106387,-0.7,-0.4,0.25256410256410255
Lats1_2,0.3034278977766031,0.1369616740280846,-0.9412242945958871,-0.8902439024390244,0.2016314951413835,-0.33478558969338834,-0.2801090340503067,0.2333708848653818,-0.8,0.21806299372070836,0.26844916275187886,-0.4890780443530997,0.5673753132025782,-0.6627477680345112,-0.5642014952658255,-0.3934538575879385,0.5490771095141259,0.5430306006441401,0.3735741005295419,-0.5805194805194805,-0.6575268621930094,0.5805194805194805,-0.26844916275187886,0.19446629288885076,0.1310467314253097,0.08661726726833888,0.5714285714285714,-0.6887982269617231,-0.8902439024390244,-0.4254035810244332,-0.011253183791775933,-0.0318503058898688,0.5146476209668308,-0.21109542359136899,-0.4656451977807767,-0.03555519823560841,-0.5677026300130328,-0.6887988221063799,-0.42880972731585426,-0.6068689918643646,-0.2594887064031305,-0.4505783020333397,-0.4136254222586587,0.3517454445201667,-0.49885277579035564,-0.6457129491372209,-0.5555360439767604,0.11731055831006554,0.3542511851541185,-0.4740035676061291,0.5525842578474157,0.6,-0.3689499304845302
FoxM1,-0.13418402990635134,-0.13295615629194288,-0.1594730941704036,-0.1375,-0.2838131652738225,0.23539822938005694,0.1873412269922427,-0.17663526130464252,-0.1,-0.12637378974941754,-0.1750680318703249,0.2726481259195675,-0.1544374930619222,0.5931413092090746,0.46937079992203207,0.3741638431710017,-0.2924116719261941,-0.22214154197305752,-0.09550078433793653,-0.15656976744186046,0.07334006951514135,0.15656976744186046,0.1750680318703249,0.05778471867470223,-0.101790805447914,-0.1608176228175358,0.1375,0.3708820832341566,-0.1375,0.1449759373812726,-0.3509913695298621,0.04149266068983905,0.1630030894871896,0.16091551754988181,-0.045979367489570246,0.03998991137716722,0.22263638655799017,0.07807029654303381,0.2766578221811048,0.3950744356923034,0.05694976140066875,0.2710689301393101,0.40169709020543315,-0.18342997882360276,0.41369208649976824,0.4360575764252495,0.42083770482660954,-0.014272637910953803,-0.12458171570977661,0.27225373517546214,0.16225489863719572,0.1,0.2561405955272898
