Source,ZEB1_H,ZEB1,YAP,WT1,U_Kinetochores,Twist,TRIO,TGFb_secr,TAZ,Stress_Fibers,SNAI2,SNAI1,SMAC,Replication,PTEN_c,pRB,Plk1_H,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_29c,miR_200,MCL_1,Mad2,LEF1,Lats1_2,IAPs,FocalAdhesions,f4N_DNA,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,DR4_5,Cytokinesis,Cyto_C,CyclinE,CyclinD1,CHK1,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
f4N_DNA,-0.24048295081105237,-0.1492176386913229,-0.1,0,0.062320645469620316,-0.2567049829059528,0,-0.03651055890848197,-0.1,0,-0.3980238524588313,-0.22202555230236892,0.2053206215507664,-0.18384100250053853,0,-0.4224838848437423,0,-0.4108169750526184,-0.40281912661574537,-0.3105275527810739,-0.2560410938082934,0.41057258885118486,0.1,0.22202555230236892,0,-0.14852432198681753,-0.13946864879160148,-0.0713973675889071,-0.034143305969392926,0,-0.20372777843490342,0,0.028210603928280183,0.023563942372926645,0.25462942104077496,0.3058569169491219,0.4185211407809272,0,0.026215935878248674,0.2053206215507664,0.27255246153933055,0.5157319087697678,-0.1956308366685725,0.25090944332272647,0.2559799415714089,0.2673997673307685,0.08774310617228391,0.18185319448940607,0.18185319448940607,0.16118338870785265,-0.1996424165447656,-0.22759101191360004,0.21589636380316835,0.21589636380316835,0.26726113671274965,-0.3588520722974505,-0.1922913190433406,0.1826086956521739,0,0.20854312735499367
Ect2,0.18333333333333332,0.07333333333333333,0,0,-0.06423750835950522,0.1793103448275862,0,0.014285714285714285,0,0,0.28421052631578947,0.15,-0.21071943975626328,0.1956308366685725,0,0.35350033852403523,0,0.3479926335174954,0.3510738255033557,0.27863247863247864,0.17894736842105263,-0.29130434782608694,0,-0.15,0,0.1590909090909091,0.09598322729901677,0.07058468890089918,0.00909090909090909,0,0.2179767441860465,0,-0.13160515463756065,-0.03155109319699013,-0.1,-0.1826086956521739,-0.2927272727272727,0,0.06649712723929001,-0.21071943975626328,-0.2646495956873315,-0.40684108527131785,0.19840861444635027,-0.24488970776395927,-0.17894736842105263,-0.22911801688521644,-0.05819536910549855,-0.16194787332049637,-0.16194787332049637,-0.13557018736388068,0.16999225627397868,0.2051675728906329,-0.20372777843490342,-0.20372777843490342,-0.18095238095238095,0.2692307692307693,0.19618639222412806,0,0,-0.20311067490986848
Ecadherin_mRNA_H,-0.5796949771176477,-0.6149857641054824,-0.7957894736842105,-0.7,-0.2721577612889,-0.4469078380706287,-0.7,-0.5306632004105951,-0.7948051948051947,-0.6,-0.6378111108467076,-0.5324800165108188,-0.4981481481481482,-0.5629799493107747,0.6,0.687859690320474,0,0.6862582382089515,0.582744148054797,-0.1351175103881392,-0.5827374872318692,-0.796456439052788,0.6927272727272727,0.5324800165108188,-0.7,0.5511569575095709,0.6666988240164927,0.05585297055885291,-0.542141439130647,0.6,0.4,-0.7,-0.5023139027529272,-0.17528318416607677,0.7588061612923169,0.6263136460534343,-0.7970617617676441,0,-0.16959511077158135,-0.4981481481481482,-0.6686543879049035,-0.7811850902268269,-0.4350659133709981,-0.4,-0.2,-0.3,-0.21670155241583813,-0.5858000845904413,-0.5858000845904413,-0.5796023648482664,0.5597628609676802,0.5708493114405336,-0.5904491105278507,-0.5904491105278507,-0.2,-0.5044663212435234,-0.5009109837935333,0.7788974854932302,0.5,-0.4223958124983489
Ecadherin_mRNA,-0.5108146682373389,-0.5427706552706553,-0.7,-0.6,-0.24995592642651468,-0.3748148148148148,-0.6,-0.4553658536585366,-0.7,-0.5,-0.5760709439813917,-0.45741574915863376,-0.4,-0.5009109837935333,0.5,0.5938824175932014,0,0.5928549398581269,0.4910617283950617,-0.10489906378619747,-0.5636363636363637,-0.6988795518207283,0.6,0.45741574915863376,-0.6,0.4717451928036886,0.5859896041583367,0.034873949579831934,-0.4642800742730436,0.5,0.3,-0.6,-0.43855083655083654,-0.16959511077158135,0.7788974854932302,0.5527304242774415,-0.6991596638655462,0,-0.16050420168067228,-0.4,-0.5820478199718706,-0.6884474321280918,-0.36444444444444446,-0.3,-0.1,-0.2,-0.19017094017094016,-0.49653179190751445,-0.49653179190751445,-0.4945054945054945,0.4823025435073628,0.48799853193051135,-0.4981481481481482,-0.4981481481481482,-0.1,-0.4482857142857143,-0.4350659133709981,0.6927272727272727,0.4,-0.36166186754422047
E2F1,-0.3279846127891352,-0.224176891590845,-0.25390826873385014,-0.20972222222222223,0.2388541139137251,-0.36863966142608956,-0.20972222222222223,-0.11909576705818987,-0.2514187889873833,-0.15555555555555556,-0.5042138723841241,-0.31145069297424666,0.7142905147144187,0.6254898818232354,0.15555555555555556,-0.8151205734860711,0,-0.8095361164324604,-0.7890682140806625,-0.5899060527680084,-0.4831142413878181,0.9490594618785625,0.247524467472654,0.31145069297424666,-0.20972222222222223,-0.1312318487417744,-0.7977526512905924,-0.10619287741231609,-0.1053305174547285,0.20555555555555555,-0.6520934689665341,-0.20972222222222223,0.5717207225824879,0.13351402946537824,0.3247512151759137,0.3588167488231714,0.9531306705112165,0,0.12964153832015984,0.7142905147144187,0.8299124994697429,0.9054965022615871,0.531949118770458,0.667184864653096,0.498219584569733,0.5902893013453321,0.25174722565296476,0.7544200471164701,0.7544200471164701,0.7312356330835892,-0.6974763844114702,-0.7244523318171909,0.7714804340028392,0.7714804340028392,0.49863013698630143,-0.5322182019361985,0.5797370401187727,0.28730414923519987,0.15555555555555556,0.4702245204502818
DR4_5,-0.21050226848138553,-0.24441497588968777,-0.31800232288037167,-0.2619047619047619,-0.0533814295086437,-0.6416303140628348,-0.2619047619047619,-0.15578441854094122,-0.3144303797468354,-0.2,-0.41023979980663283,-0.19083491683195283,0.6863582626510041,0.057760441754745664,0.2,-0.4557133481825309,0,-0.43088212753430144,-0.41340264021812956,-0.18469041386093918,-0.7915117288251616,0.41944865930322506,0.3092460881934566,0.19083491683195283,-0.2619047619047619,0.1454471239416189,-0.6719618616677441,0.016174948240165632,-0.1625721441849592,0.2578947368421053,-0.5949965349965349,-0.2619047619047619,0.001800661736464071,-0.04423101500396187,0.39537166210361896,0.43393116720492253,0.4290953103924142,0,-0.048757763975155285,0.6863582626510041,0.05405197884553272,0.4213644887291344,0.004681357951161397,0.7972169175881926,0.9,0.8996210326859309,0.7260944335386907,0.6659094084957449,0.6659094084957449,0.7668305612199855,-0.7600319780307314,-0.7660779012073069,0.7735467361712534,0.7735467361712534,0.9,-0.25930090012979357,0.03330244717479987,0.35316500711237553,0.2,-0.07530608593410525
Cytokinesis,0.21236559139784944,0.11228070175438595,0,0,-0.06464790507633147,0.22947645778439685,0,0.023057644110275687,0,0,0.3527905867387502,0.18846153846153846,-0.20372777843490342,0.1922913190433406,0,0.39501658401139983,0,0.3856409614570855,0.384407158836689,0.29503459503459506,0.22911801688521644,-0.3619810395554103,0,-0.18846153846153846,0,0.15564263322884012,0.12118358348779683,0.06943658327518162,0.018424242424242426,0,0.21071943975626328,0,-0.12788864642667042,-0.026215935878248674,-0.1826086956521739,-0.25462942104077496,-0.36644522144522146,0,-0.03155109319699013,-0.20372777843490342,-0.2644654336247164,-0.4685829204190628,0.19618639222412806,-0.25042563238115595,-0.22911801688521644,-0.2559799415714089,-0.07713441052011,-0.16844900198866794,-0.16844900198866794,-0.1457255492433805,0.18420880556975333,0.21410512838042278,-0.2053206215507664,-0.2053206215507664,-0.23580952380952383,0.31821036106750394,0.1956308366685725,-0.1,0,-0.20744264025414574
Cyto_C,-0.21043450261554972,-0.2436882596073,-0.31800232288037167,-0.2619047619047619,-0.05275326622403085,-0.6251775010641915,-0.2619047619047619,-0.15653656911381705,-0.3144303797468354,-0.2,-0.40454022874501405,-0.19076699649486978,0.5843971483293648,0.06342307296821581,0.2,-0.45147512286672437,0,-0.42680828499832646,-0.4076992145109789,-0.18764517077300208,-0.7889890721735157,0.41622521020082,0.3092460881934566,0.19076699649486978,-0.2619047619047619,0.14722946160128084,-0.6558268202728627,0.016174948240165632,-0.16302751806489565,0.2578947368421053,-0.4943625462532403,-0.2619047619047619,0.00481293216587334,-0.04365431569929322,0.3934682016963921,0.43071347333161814,0.4261516131260995,0,-0.048757763975155285,0.5843971483293648,0.0727154183802556,0.41809950128543505,0.006776695824393453,0.8967204079462261,0.8,0.8995318899941486,0.7059975536923029,0.6601675911654848,0.6601675911654848,0.6606624605612489,-0.7522189743832772,-0.7598655840987419,0.6692567893786056,0.6692567893786056,0.8,-0.2586280085744491,0.03714884468393727,0.3523967731249635,0.2,-0.07462040408367245
CyclinE,-0.2914900177786167,-0.24548332246418553,-0.25588119386887354,-0.22323232323232323,0.2089865701755634,-0.2832793881874417,-0.22323232323232323,-0.17777032563168094,-0.2509644699147245,-0.18831168831168832,-0.4361393631421711,-0.3056518732297461,0.46798504354966425,0.6182048503148864,0.18831168831168832,-0.9171689626363488,0,-0.8132265463899744,-0.8067850345663352,-0.43454594832121735,-0.29957148336895173,0.837935389125551,0.2431699021303854,0.3056518732297461,-0.22323232323232323,0.015253547149073449,-0.5480701284299404,-0.10862198211392327,-0.15407142285956668,0.21226965882138296,-0.4207757412240828,-0.22323232323232323,0.5546510571741756,0.10226485069165384,0.3020557340019325,0.3279102563301555,0.8424437556720512,0,0.09880181567219856,0.46798504354966425,0.7747560856668465,0.7956522332940377,0.5209063537293546,0.4343866822561496,0.2925925925925926,0.3725672440501338,0.1439556204484822,0.48947331004241973,0.48947331004241973,0.45528408308970125,-0.4043392354926346,-0.4387045621495587,0.5102329409245686,0.5102329409245686,0.29358288770053476,-0.47678945362822456,0.5706645157607936,0.2729782299558976,0.18078817733990146,0.44549123479251496
CyclinD1,-0.3169184412082796,-0.19520090004821944,-0.21720779220779218,-0.16363636363636364,0.26948167316054394,-0.2713026611915824,-0.16363636363636364,-0.09519274532032204,-0.21548821548821548,-0.1,-0.4621198539839323,-0.2911349359597602,0.586108558676818,0.5974761872927583,0.1,-0.974040077417043,0,-0.9714509753830101,-0.7661571517130894,-0.5741872938026579,-0.2722058823529412,0.8881021018521766,0.21363636363636362,0.2911349359597602,-0.16363636363636364,-0.1616471247483292,-0.7203224914561546,-0.07792815915259035,-0.08291483743089119,0.16363636363636364,-0.49711538461538457,-0.16363636363636364,0.5402487260890823,0.1632077374377477,0.2938099857595035,0.3277536944982401,0.8896640189837202,0,0.1595932796064224,0.586108558676818,0.847126583369009,0.9636260434657908,0.4828323049663414,0.49801324503311256,0.3,0.4,0.21124180782403196,0.6539303288620065,0.6539303288620065,0.6394197632627181,-0.6066227302542113,-0.6268374034597015,0.66434892670442,0.66434892670442,0.3,-0.5040049896767224,0.5413727597521689,0.25584855325261646,0.1,0.45736427843177063
CHK1,0.28688584473188056,0.22588452438894135,0.2333976833976834,0.1942084942084942,-0.2544050394462919,0.2679521821010399,0.1942084942084942,0.1427020206275928,0.230435663627153,0.14285714285714285,0.4580338787035923,0.29396766224352433,-0.45069527217682265,-0.6508716287220592,-0.14285714285714285,0.8625546632350417,0,0.8598027364387972,0.7552697809149572,0.4859791950064108,0.2620177668958157,-0.7771994959186872,-0.22523476523476527,-0.29396766224352433,0.1942084942084942,0.05879209734604213,0.5704997132114598,0.09977077271824356,0.11933541523373344,-0.18831168831168832,0.3775870795564349,0.1942084942084942,-0.5858118599742184,-0.13213763278944266,-0.29260963370022874,-0.3218511929950388,-0.779456573889793,0,-0.12816991254734447,-0.45069527217682265,-0.8367633975600128,-0.9490742332501139,-0.5394348330982134,-0.381965608064316,-0.2,-0.2957142857142857,-0.17306416657329743,-0.500736633935085,-0.500736633935085,-0.47622734851723436,0.4338061437522778,0.4611094229399845,-0.5148377341408614,-0.5148377341408614,-0.2,0.5021533242078466,-0.5964287514300988,-0.2599920467881633,-0.14285714285714285,-0.48178787607309503
Casp9,-0.24391043844442675,-0.2782759740511295,-0.3641561690342178,-0.31800232288037167,-0.04231329605251705,-0.6755989464144747,-0.31800232288037167,-0.18770591858834146,-0.35954078984147264,-0.2619047619047619,-0.44588646010333727,-0.2254443380594497,0.6692567893786056,0.0881498781964138,0.2619047619047619,-0.5025615033648696,0,-0.4778019667904,-0.4596540545695196,-0.22001425677108521,-0.8802934199996025,0.4663997912064065,0.3523967731249635,0.2254443380594497,-0.31800232288037167,0.17536757581110818,-0.7200562503626556,0.010933568929820805,-0.19484893252558314,0.3092460881934566,-0.5843971483293648,-0.31800232288037167,0.030181804131603946,-0.04104432315641477,0.4331641081291406,0.4693134350443359,0.47656772050864993,0,-0.04365431569929322,0.6692567893786056,0.09700854038397343,0.46699588387280483,0.03714884468393727,0.89062219840891,0.8995318899941486,0.9974577590166183,0.7703087599735305,0.7392266066672526,0.7392266066672526,0.7401953005242461,-0.83070453641079,-0.8392560303479778,0.7500846456224874,0.7500846456224874,0.8996399639963997,-0.29565702546487793,0.06342307296821581,0.3934682016963921,0.2578947368421053,-0.05068304390470153
Casp8,-0.24405812312472336,-0.2794501871572934,-0.3647859486113658,-0.31800232288037167,-0.043469535235515944,-0.6945257668416921,-0.31800232288037167,-0.1866293629356747,-0.36022477227019994,-0.2619047619047619,-0.4529843629649264,-0.22568809255200165,0.7735467361712534,0.08179221931184597,0.2619047619047619,-0.5072719124142689,0,-0.4824722696756247,-0.46537241895531256,-0.21657719092268973,-0.8842828131625111,0.4704190697391143,0.35316500711237553,0.22568809255200165,-0.31800232288037167,0.17317676877112692,-0.7393788657163272,0.01096232821273079,-0.19424452513734014,0.3092460881934566,-0.6863582626510041,-0.31800232288037167,0.025562588133556302,-0.041734686075914885,0.43628178209456303,0.4736187629170206,0.480396882101648,0,-0.04423101500396187,0.7735467361712534,0.07645692098422584,0.4712245894566106,0.03330244717479987,0.8920166152450332,0.8996210326859309,0.9978849773893549,0.794672987154651,0.7482422092261717,0.7482422092261717,0.8496617701809743,-0.8417591369794174,-0.8486815034916824,0.8574686257877173,0.8574686257877173,0.9997116077865897,-0.296749289890322,0.057760441754745664,0.39537166210361896,0.2578947368421053,-0.05239859694732111
Casp3,-0.277017199365217,-0.3124923532336531,-0.40731726325914186,-0.3641561690342178,-0.034953898185069845,-0.7229718310372726,-0.3641561690342178,-0.21877038528589324,-0.40184224851246125,-0.31800232288037167,-0.48596729025079766,-0.25954912586670587,0.7500846456224874,0.11212206392397492,0.31800232288037167,-0.5520518344479497,0,-0.5268327295379769,-0.5087984673255476,-0.25189236562316425,-0.9681549657558852,0.5155049717401585,0.3934682016963921,0.25954912586670587,-0.3641561690342178,0.20365930155911371,-0.7803450988274591,0.004184873926092243,-0.226460502773517,0.3523967731249635,-0.6692567893786056,-0.3641561690342178,0.05358128523391094,-0.039538991774436934,0.47201191124889696,0.5069652707206018,0.5259195201704585,0,-0.04104432315641477,0.7500846456224874,0.12274771751796514,0.514970689628862,0.06342307296821581,0.9804250455111794,0.9974577590166183,0.9926153948035024,0.8270921414918944,0.8150123295322885,0.8150123295322885,0.8162669228791023,-0.905426028693998,-0.9150390529063296,0.8275369039139239,0.8275369039139239,0.997962693898077,-0.33197633405782956,0.0881498781964138,0.4331641081291406,0.3092460881934566,-0.02990110788128526
Casp2,-0.10561490171863745,-0.14219576719576718,-0.1,0,-0.12727272727272726,-0.4882640586797066,0,-0.04516556291390729,-0.1,0,-0.3184831897823929,-0.08102564102564103,0.8,-0.1057843641507008,0,-0.33730039463477185,0,-0.32928055810631573,-0.31542254379903256,-0.06026777469990766,-0.5,0.29420627039296354,0.1,0.08102564102564103,0,0.04240948189537268,-0.5859864150943396,0,-0.05309822673839411,0,-0.7,0,-0.13781094527363183,-0.10909090909090909,0.27664233576642333,0.3394330334408419,0.3000967276542724,0,-0.1,0.8,-0.13739180021711805,0.29725270764319184,-0.125,0.7,0.5,0.6,0.4975975975975976,0.899375,0.899375,0.9994811932555123,-0.8988099665303088,-0.8991817949373562,0.8996863974911798,0.8996863974911798,0.5,-0.14583333333333331,-0.1231818181818182,0.2,0,-0.14545454545454545
BIM,-0.14153830374133627,-0.1809110607784534,-0.2,-0.1,-0.11322537112010797,-0.5572097020626432,-0.1,-0.07896137508813565,-0.2,0,-0.3634789657287284,-0.12005189255189255,0.8995685005393744,-0.05874550482719472,0,-0.38036300216840113,0,-0.3686633882245518,-0.35114685711300664,-0.0957972982327226,-0.6,0.34128963935083095,0.2,0.12005189255189255,-0.1,0.07117754400508139,-0.563991991991992,0.010526315789473684,-0.08867325780332237,0.1,-0.8,-0.1,-0.10517386876182162,-0.08704453441295548,0.3327188940092166,0.38354921935260794,0.3485913173323964,0,-0.09473684210526316,0.8995685005393744,-0.09060335423098481,0.3447819805962298,-0.10456730769230768,0.8,0.6,0.7,0.5882977558839628,0.896124611248748,0.896124611248748,0.8964437759469721,-0.7942957694734585,-0.8957860397888787,0.9976803886512625,0.9976803886512625,0.6,-0.187906649085096,-0.0839680567559781,0.27142857142857146,0,-0.1462438146648673
BIK,-0.14153830374133627,-0.1809110607784534,-0.2,-0.1,-0.11322537112010797,-0.5572097020626432,-0.1,-0.07896137508813565,-0.2,0,-0.3634789657287284,-0.12005189255189255,0.8995685005393744,-0.05874550482719472,0,-0.38036300216840113,0,-0.3686633882245518,-0.35114685711300664,-0.0957972982327226,-0.6,0.34128963935083095,0.2,0.12005189255189255,-0.1,0.07117754400508139,-0.563991991991992,0.010526315789473684,-0.08867325780332237,0.1,-0.8,-0.1,-0.10517386876182162,-0.08704453441295548,0.3327188940092166,0.38354921935260794,0.3485913173323964,0,-0.09473684210526316,0.8995685005393744,-0.09060335423098481,0.3447819805962298,-0.10456730769230768,0.8,0.6,0.7,0.5882977558839628,0.896124611248748,0.896124611248748,0.8964437759469721,-0.7942957694734585,-0.8957860397888787,0.9976803886512625,0.9976803886512625,0.6,-0.187906649085096,-0.0839680567559781,0.27142857142857146,0,-0.1462438146648673
BID,-0.1417614822823587,-0.17449700559875836,-0.2,-0.1,-0.09283887468030691,-0.5212725300831482,-0.1,-0.08980531813865147,-0.2,0,-0.32720379702332125,-0.11940897734125959,0.49911699779249447,-0.005629408255534468,0,-0.3530730346063863,0,-0.33654013274125,-0.3122551566080978,-0.11571563724827678,-0.6,0.3192942209822005,0.2,0.11940897734125959,-0.1,0.08688505224538468,-0.5281261859582542,0.011764705882352941,-0.0963378553662646,0.1,-0.4,-0.1,-0.06558062017323536,-0.06713554987212275,0.31307141813933115,0.35578814185676527,0.3282855538912708,0,-0.08235294117647059,0.49911699779249447,0.0022849540496599264,0.32339892118893493,-0.0709090909090909,0.8,0.6,0.7,0.5637579169598874,0.49151847684131844,0.49151847684131844,0.4916771651968725,-0.5865616197901784,-0.5906137641561733,0.5950716903491288,0.5950716903491288,0.6,-0.1826565661318402,-0.03837897042716319,0.26097560975609757,0,-0.1272378516624041
BCLXL,0.14078107122728795,0.18427313224690636,0.2,0.1,0.13832558139534884,0.5666491710939001,0.1,0.06990458438734301,0.2,0,0.3795520478992536,0.12057508267087139,-0.8997536945812807,0.09590885764266235,0,0.3967152376965742,0,0.389311041685539,0.37191655623932085,0.08555135283973161,0.6,-0.35556603477297427,-0.2,-0.12057508267087139,0.1,-0.06265376535958403,0.5708736029359068,-0.008,0.08104146501349477,-0.1,0.8,0.1,0.13842161210490475,0.11186046511627908,-0.3443366891413442,-0.39817428332425503,-0.361832149716157,0,0.12,-0.8997536945812807,0.13258409595511791,-0.3585858181765313,0.1358520062532569,-0.8,-0.6,-0.7,-0.5915594598054275,-0.997375487354215,-0.997375487354215,-0.9976374792755202,0.8959175843149293,0.9970407038050515,-0.9984763576352773,-0.9984763576352773,-0.6,0.19014595311808932,0.12039746079871146,-0.2802469135802469,0,0.16944186046511628
BCL2,0.14078107122728795,0.18427313224690636,0.2,0.1,0.13832558139534884,0.5666491710939001,0.1,0.06990458438734301,0.2,0,0.3795520478992536,0.12057508267087139,-0.8997536945812807,0.09590885764266235,0,0.3967152376965742,0,0.389311041685539,0.37191655623932085,0.08555135283973161,0.6,-0.35556603477297427,-0.2,-0.12057508267087139,0.1,-0.06265376535958403,0.5708736029359068,-0.008,0.08104146501349477,-0.1,0.8,0.1,0.13842161210490475,0.11186046511627908,-0.3443366891413442,-0.39817428332425503,-0.361832149716157,0,0.12,-0.8997536945812807,0.13258409595511791,-0.3585858181765313,0.1358520062532569,-0.8,-0.6,-0.7,-0.5915594598054275,-0.997375487354215,-0.997375487354215,-0.9976374792755202,0.8959174854935112,0.8970407541108276,-0.9984763576352773,-0.9984763576352773,-0.6,0.19014595311808932,0.12039746079871146,-0.2802469135802469,0,0.16944186046511628
BAX,-0.17623461556916956,-0.21025248426081142,-0.2644444444444444,-0.2,-0.07479009419250202,-0.5759013874642992,-0.2,-0.12153289288948203,-0.26279069767441865,-0.1,-0.3701330899526142,-0.1559532277927948,0.5950716903491288,0.025023333258825848,0.1,-0.40638075974509735,0,-0.39036073074789457,-0.36813750954927427,-0.15031133837417238,-0.6956043956043956,0.370542141115312,0.26097560975609757,0.1559532277927948,-0.2,0.1150224366575379,-0.5945932518265178,0.017199488491048593,-0.12881564411256272,0.2,-0.49911699779249447,-0.2,-0.03511378970640489,-0.05494042792090324,0.3571443664675986,0.39651394830837816,0.3796814929775652,0,-0.06713554987212275,0.5950716903491288,0.029332573097278974,0.37350801209802587,-0.03837897042716319,0.8994774657086871,0.7,0.8,0.6392590305456335,0.5795726640334367,0.5795726640334367,0.5796704948244434,-0.6726023856950579,-0.6787061092351526,0.585924812600668,0.585924812600668,0.7,-0.2218735535240101,-0.005629408255534468,0.31307141813933115,0.1,-0.10821346141850166
BAK,-0.17623461556916956,-0.21025248426081142,-0.2644444444444444,-0.2,-0.07479009419250202,-0.5759013874642992,-0.2,-0.12153289288948203,-0.26279069767441865,-0.1,-0.3701330899526142,-0.1559532277927948,0.5950716903491288,0.025023333258825848,0.1,-0.40638075974509735,0,-0.39036073074789457,-0.36813750954927427,-0.15031133837417238,-0.6956043956043956,0.370542141115312,0.26097560975609757,0.1559532277927948,-0.2,0.1150224366575379,-0.5945932518265178,0.017199488491048593,-0.12881564411256272,0.2,-0.49911699779249447,-0.2,-0.03511378970640489,-0.05494042792090324,0.3571443664675986,0.39651394830837816,0.3796814929775652,0,-0.06713554987212275,0.5950716903491288,0.029332573097278974,0.37350801209802587,-0.03837897042716319,0.8994774657086871,0.7,0.8,0.6392590305456335,0.5795726640334367,0.5795726640334367,0.5796704948244434,-0.6726023856950579,-0.6787061092351526,0.585924812600668,0.585924812600668,0.7,-0.2218735535240101,-0.005629408255534468,0.31307141813933115,0.1,-0.10821346141850166
BAD,-0.10541580756013746,-0.14317938224690635,-0.1,0,-0.13599999999999998,-0.49058823529411766,0,-0.04207207207207207,-0.1,0,-0.3237851037851038,-0.08086021505376344,0.8,-0.12039746079871146,0,-0.3432708773634932,0,-0.33568499333822766,-0.3220336522580562,-0.056614929785661496,-0.5,0.29964498214139534,0.1,0.08086021505376344,0,0.039424175824175824,-0.48765101157378055,0,-0.050042955326460484,0,-0.7,0,-0.1494145199063232,-0.12,0.2802469135802469,0.34415668801633714,0.3050858617884617,0,-0.1,0.8,-0.15208305211378179,0.3024722810586274,-0.1368421052631579,0.7,0.5,0.6,0.49815668202764973,0.8995136778115501,0.8995136778115501,0.8995985950827897,-0.9990817790530846,-0.9993606393606393,0.8997536945812807,0.8997536945812807,0.5,-0.14661654135338345,-0.1358520062532569,0.2,0,-0.152
b_catenin_TCF4,0.8998807811755597,0.8999633296662999,0.6,0.5,0.17777777777777776,0.8,0.5,0.8999740057187419,0.6,0.4,0.7998140645500359,0.8999822726466938,0.2,0.38258948298718515,-0.4,-0.4,0,-0.4,-0.3,0.7984858204271894,0.6,0.5,-0.6,-0.8999822726466938,0.5,-0.8999890686488851,-0.4,0,0.899984940893005,-0.5,-0.1,0.5,0.29473684210526313,0.15555555555555556,-0.8,-0.899975481181807,0.5,0,0.1,0.2,0.39859154929577467,0.4995157384987893,0.2,0.1,0,0,0.1,0.3,0.3,0.3,-0.3,-0.3,0.3,0.3,0,0.7997614875688982,0.2935483870967742,-0.7,-0.4,0.2
ATR,0.25852834532612823,0.19839637273017358,0.1942084942084942,0.14285714285714285,-0.24102238981616414,0.2357782690575616,0.14285714285714285,0.11904430250678744,0.19142857142857145,0.1,0.4230614016393721,0.2648385331143952,-0.3775870795564349,-0.5964287514300988,-0.1,0.7741719056685483,0,0.7721738704594159,0.66877104036080115,0.4434929776846964,0.19895470383275263,-0.6863045140252573,-0.18831168831168832,-0.2648385331143952,0.14285714285714285,0.07568539073161484,0.5102790772607785,0.08434284479031562,0.09606413863798875,-0.14285714285714285,0.2941747572815534,0.14285714285714285,-0.5334562570995842,-0.12816991254734447,-0.2599920467881633,-0.29085411331210176,-0.6879357648660667,0,-0.12344018281761474,-0.3775870795564349,-0.7544871160656601,-0.8628196309964041,-0.38001838747487116,-0.29527559055118113,-0.1,-0.2,-0.16342561235642997,-0.4391407857352797,-0.4391407857352797,-0.42084977414652497,0.3823614201341873,0.4049613400841009,-0.45069527217682265,-0.45069527217682265,-0.1,0.46399453660323225,-0.5394348330982134,-0.22523476523476527,-0.1,-0.4405639352526512
ApicalBasal_Pol,-0.6458262397492827,-0.6836532522237715,-0.8860879811468971,-0.7957894736842105,-0.28953346605568625,-0.5134115055522914,-0.7957894736842105,-0.6022345219194636,-0.8836940836940836,-0.7,-0.6968071995038132,-0.6039586429999568,-0.5904491105278507,-0.6216825370456205,0.7,0.7792383734779859,0,0.7769883054519869,0.6706017078913411,-0.16838246765309647,-0.5833121998755474,-0.89219464301017,0.7788974854932302,0.6039586429999568,-0.7957894736842105,0.6259441151667666,0.7400601685543078,0.07511902560472447,-0.615892173992493,0.6927272727272727,0.4981481481481482,-0.7957894736842105,-0.561271789976339,-0.18025499349462623,0.8336584819674224,0.6958746453258089,-0.8932526750306089,0,-0.17528318416607677,-0.5904491105278507,-0.7512505615317292,-0.8720034535002801,-0.5009109837935333,-0.4987903225806452,-0.3,-0.4,-0.23900225877305306,-0.6664539135201323,-0.6664539135201323,-0.6552393075234257,0.6293280783589846,0.6456377032180427,-0.6743871850319629,-0.6743871850319629,-0.3,-0.5598124908461453,-0.5629799493107747,0.7588061612923169,0.6,-0.4737028345383284
AMOT,0.21849195388229306,0.05545563541617573,-0.8450892857142858,-0.7857142857142857,-0.2817091550424884,0.20558889386475593,-0.7857142857142857,0.005210356637009876,-0.7279669762641899,-0.7,0.19923258634067081,0.18391305634528082,-0.5894263284223368,-0.6123094530012344,0.7,0.7770731038926519,0,0.7746269301118744,0.66797546918871,0.4745386134011545,-0.2594002855782961,-0.890967195468422,0.5857142857142856,-0.18391305634528082,-0.7857142857142857,0.26509479902031413,0.7340087960473991,0.07618723777139617,-0.008100596876529882,0.5599999999999999,0.49794520547945204,-0.7857142857142857,-0.5533378355714789,-0.17383135138910716,0.5622576440758259,-0.1405579089484669,-0.8921821696577921,0,-0.16922978012086926,-0.5894263284223368,-0.7468385473211634,-0.8692067124183527,-0.49406366320112954,-0.49867841409691627,-0.3,-0.4,-0.23537013760338027,-0.6632255076580585,-0.6632255076580585,-0.6513075113219928,0.6242170032986928,0.6413865113644903,-0.6718609253257004,-0.6718609253257004,-0.3,0.35488615233535603,-0.5548479769266197,0.5799291617473435,0.5,-0.4671924970274805
