Source,YAP,WT1,Wee1,UbcH10,TRIO,TAZ,Stress_Fibers,SMAC,Rac1,PTEN_c,pRB,Plk1,pAPC,PAK1,p27Kip1,p21,N_bcatenin,Myc,Mst1_2,miR_29c,Merlin,MCL_1,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,FocalAdhesions,Fast_Migration,Emi1,Ecadherin_mRNA_H,E2F1,DR4_5,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ApicalBasal_Pol,AMOT
Ecadherin_mRNA_H,-0.8,-0.7,0.45446756529162535,-0.33220691153134196,-0.7,-0.8,-0.7,-0.26211154783857077,-0.7904558404558405,0.6,0.5730733427988901,-0.5753744232355278,-0.37501316738234747,-0.6981481481481482,0.5598776975474682,0.5250150471694287,-0.7613338166002175,-0.6713778214098521,0.8,-0.7,0.6,0.46481260097166543,0.7,-0.7994236311239193,0.2437045541523153,-0.9,-0.6877419002903958,-0.7993850883935434,-0.8,-0.08795653733490906,0.8,-0.5019326206573722,0,-0.26211154783857077,-0.5719705408600657,-0.7008111407040141,-0.4442925420617444,-0.5911235570427149,-0.28542511881960636,-0.49043375122873945,0.3846545181134926,-0.5006344242565921,-0.6369040636798877,-0.5617525432133218,0.14756982967980742,-0.25521923222068776,-0.17037037037037037,-0.2229127432517263,0.45682570779657505,-0.25299916341754247,-0.25299916341754247,-0.19895635788477792,0.07386828065370998,0.09982493978741905,-0.2740830018974468,-0.2740830018974468,-0.17241379310344826,0.9,0.6
E2F1,-0.2935483870967742,-0.2,-0.4748602925580845,0.30287510786041477,-0.2,-0.2,-0.29047619047619044,0.34953561765216445,-0.3793809420588804,0.1,-0.541432461274321,0.59267916519966,0.3014631980142275,-0.34558704453441297,-0.5437066221381648,-0.6093164044530764,-0.37085991025717047,0.5663225545789781,0.1,-0.2,0.2876923076923077,-0.5170968268858016,0.2,-0.35804461319411485,-0.3438163344601906,-0.2910112359550562,0.5920973157487789,-0.35698781838316723,-0.292,0.11646891462448454,0.2,0.2987752581827743,0,0.34953561765216445,0.6160969144947288,0.6222584712042672,0.33452360023841926,0.6629558615983658,0.34965126454439743,0.4382133035722622,-0.48464731152261764,0.5429038800618284,0.5734958398853458,0.6473691885099552,-0.17719477938779685,0.3797871106033253,0.3706823613340467,0.38690501182718806,-0.38373912477352773,0.32125195544498136,0.32125195544498136,0.27744988728351855,-0.1417963853362538,-0.19463781915266937,0.35361258433745124,0.35361258433745124,0.38288173923390445,0.2,0.2
DR4_5,-0.6,-0.5,-0.4950269416659784,0.08096284781150466,-0.5,-0.5,-0.6,0.5894548581335409,-0.7985878199470433,0.4,-0.38492194715528816,0.29329972924757824,0.20359360094601558,-0.7,-0.3517703694396562,-0.3846523789621008,-0.7978835978835979,0.2981651878876756,0.4,-0.5,0.6,-0.492813486342078,0.5,-0.7,-0.5461384452739809,-0.6,0.08380599086220081,-0.7,-0.6,0.11999780131454843,0.5,0.22660066449261124,0,0.5894548581335409,0.03634454199825225,0.3328114463438133,-0.003228657476155296,0.2963488288958584,0.14604575341204895,0.42072355546891443,-0.18496716816378175,0.2488070443047013,0.06407978335224296,0.1855470322372349,-0.11951543537105083,0.7639993169165844,0.8976573938506588,0.8896885761806719,0.2879738978858686,0.48349366436936736,0.48349366436936736,0.5728713171832198,-0.4749822173116229,-0.5154245252829935,0.6165438971451653,0.6165438971451653,0.8981941309255079,0.5,0.5
Cyto_C,-0.6,-0.5,-0.4893834175642554,0.08095430241411104,-0.5,-0.5,-0.6,0.4803455085334843,-0.7983210912906611,0.4,-0.38003018337141603,0.2926739782555998,0.2033461917510216,-0.7,-0.34771034098864306,-0.3757368603370663,-0.7973597359735973,0.2947596411488369,0.4,-0.5,0.6,-0.4817435226695733,0.5,-0.7,-0.4408148226129066,-0.6,0.0845123217031157,-0.7,-0.6,0.11724037620571515,0.5,0.22432559200745303,0,0.4803455085334843,0.046688233454951475,0.32908972179255946,-0.0031537942530227916,0.29494707510563495,0.14566565188940012,0.4188378188524461,-0.18456387674732905,0.24847477750561303,0.06470767235754041,0.18566995355298005,-0.11909918345479076,0.858497447130031,0.7969981238273921,0.8873494610062072,0.2639838585495703,0.4696874558626128,0.4696874558626128,0.45739740259173284,-0.4583785036513798,-0.4981921808662523,0.503756301696534,0.503756301696534,0.7976401179941003,0.5,0.5
CyclinE,0,0,-0.44276454957940414,0.3129352683427271,0,0,0,0.02132943243812533,-0.007473292168969911,0,-0.6148061166147718,0.5634468472899972,0.38788804777800717,-0.002631578947368421,-0.5159578940463962,-0.5974355048634147,-0.0075465127847975325,0.46069285112707775,0,0,0,-0.29698874174340606,0,-0.0023809523809523807,-0.01784848319242642,0,0.6686369993410749,-0.0023809523809523807,0,-0.0715833344294342,0,0.20776693742083366,0,0.02132943243812533,0.5136437636711326,0.51566254868026,0.39413745006578743,0.5582833913463465,0.31252596855767856,0.5054997095435643,-0.44533089963613015,0.5125129927171727,0.6530275084338971,0.6274983273531485,-0.06098600905266523,0.017073489075660482,0.0075465127847975325,0.012160491770635815,-0.4586900517764394,0.03145364894198742,0.03145364894198742,-0.021263269683568155,0.04805398308674092,0.043219230650245806,0.023784422475177168,0.023784422475177168,0.007009051554506099,0,0
CyclinD1,-0.1,0,-0.49032213512764156,0.32046962656435735,0,0,-0.1,0.21021520694136756,-0.19970731707317074,0,-0.7689275989293759,0.6072414444233905,0.2915642962105234,-0.168,-0.7673056905876774,-0.6203724112672127,-0.1991475409836066,0.5993063876048805,0,0,0.1,-0.44120673646533043,0,-0.17037037037037037,-0.20438344534197112,-0.1,0.6072338704557814,-0.17037037037037037,-0.1,0.18231876438000366,0,0.35060197709180907,0,0.21021520694136756,0.647731046056018,0.750633148973349,0.36721706200212323,0.6804061389726676,0.3929614907394173,0.4417105152957664,-0.51274996332137035,0.5475763967665623,0.5744170411975206,0.6692674852953664,-0.21648442533556295,0.21727629348050245,0.1991475409836066,0.2142700116971316,-0.40278303864978166,0.19443232322288306,0.19443232322288306,0.1520716805740612,0.02107055189767386,0.005105215496071823,0.21505006731334317,0.21505006731334317,0.20494286107669007,0,0
CyclinB,-0.23894324853228963,-0.1780821917808219,-0.3483735004548225,0.2161804185793065,-0.1780821917808219,-0.17714285714285713,-0.22848747293535418,0.24663751280541266,-0.27784987696299707,0.1,-0.17500962927979805,0.3665995150059604,0.3541372301453467,-0.2555663618892318,-0.31346426332244026,-0.308023624423272,-0.2716101097273842,0.1775275933256793,0.1,-0.1780821917808219,0.2209090909090909,-0.241648138921912,0.1709090909090909,-0.2698118576831431,-0.24507172855244752,-0.2302471757411025,0.3776359611663693,-0.26861676184634375,-0.23322896009463173,-0.36082095159624206,0.179746835443038,0.08400950998665101,0,0.24663751280541266,0.2883616445984307,0.20734220264450612,0.19007684594872873,0.337594375503617,-0.04601336075084807,0.4282418801932245,-0.22334392452317756,0.4286552573559449,0.37600067649918695,0.3447225533860235,-0.029353415727136855,0.27396207447032095,0.271476626538366,0.2822527044243187,-0.3774326548123155,0.2223004677683485,0.2223004677683485,0.12260895443260647,-0.20399673884226668,-0.23263428154514104,0.24752799685343158,0.24752799685343158,0.2827524300257503,0.175,0.1737704918032787
CyclinA_mRNA,0.1,0,-0.43491091695128564,0.28898534701333545,0,0,0.1,-0.12881491157766226,0.15229421086976785,0,-0.3159183418826341,0.43866915015347113,0.24122684363140162,0.1388235294117647,-0.3596065293339074,-0.15356150186835701,0.15146352941176472,0.08064340444304598,0,0,-0.1,-0.029937238018633287,0,0.14285714285714285,0.13091020575303886,0.1,0.4245533100158772,0.14285714285714285,0.1,-0.21359823198498437,0,-0.1207415180325799,0,-0.12881491157766226,0.1642084098429552,0.08091448767135999,0.22724792488381645,0.22634138115923128,0.27230554768362736,0.42967725924882016,-0.33160712913609525,0.42074483889210923,0.4179135940912665,0.3474550968873201,-0.08953136452688006,-0.14554765198575792,-0.15146352941176472,-0.1539204034316288,-0.2971357445128437,-0.09806979091265189,-0.09806979091265189,-0.13226658841097327,0.1305654700902854,0.13809425216731847,-0.12774481788046294,-0.12774481788046294,-0.15863179074446682,0,0
CyclinA,0.14951456310679612,0.1,-0.4379290918297296,0.29034737613053513,0.1,0.1,0.14285714285714285,-0.12774481788046294,0.15613156792186444,0,-0.3179384465490646,0.44230150995774065,0.2461204835714231,0.15229421086976785,-0.36186883683531157,-0.15837929120032862,0.1539204034316288,0.08364024882105628,0,0.1,-0.1388235294117647,-0.0318880053479154,-0.1,0.1613857532113663,0.12881491157766226,0.14285714285714285,0.4284877444028856,0.16071428571428573,0.1463917525773196,-0.2161515510533535,-0.1,-0.11887330273362018,0,-0.12774481788046294,0.16752888273531485,0.08483278652222623,0.22726762057897282,0.23133555028166172,0.17194007719666832,0.43463827802498517,-0.3331041031650349,0.42584363696530103,0.4245533100158772,0.3505688250500834,-0.08783069010616468,-0.14366266490318208,-0.1539204034316288,-0.15287047449668772,-0.30046299403709803,-0.09766028350377262,-0.09766028350377262,-0.13265754510721986,0.13098838481052275,0.1383420087212327,-0.1273170968571377,-0.1273170968571377,-0.1625185577631143,-0.1,-0.1
Cdk1,-0.2341102705649833,-0.1761194029850746,-0.3540131717255813,0.06782656287731499,-0.1761194029850746,-0.175,-0.22187683284457477,0.2229004253380784,-0.2621784181844176,0.1,-0.19822984743083022,0.3696791763729993,0.34165792450008675,-0.24334397247385273,-0.32018595056962096,-0.31211256740226434,-0.25479332097502827,0.1790498821822205,0.1,-0.1761194029850746,0.21272846487992786,-0.20560906415650199,0.1673469387755102,-0.2598515115016263,-0.2214853190145602,-0.22413986013986015,0.38317323294509315,-0.258474140066117,-0.22736165202427316,-0.3506803334938534,0.1780821917808219,0.0605930581350399,0,0.2229004253380784,0.29205529125702345,0.21207415761995616,0.07283797252921789,0.3418098473491179,-0.006345709104844025,0.4191506881591267,-0.21456726753260033,0.42226586933334065,0.38122159231633523,0.34862878522203555,-0.007977010750036973,0.2525644551940581,0.254614928815437,0.2630348909488275,-0.36149998156534646,0.1935291017844833,0.1935291017844833,0.10566142506189743,-0.1755523217526242,-0.2058081881624349,0.2237472736112336,0.2237472736112336,0.26697113567767516,0.17241379310344826,0.1709090909090909
Cdh1,0.025691056910569103,0.02,0.24045777856867137,-0.2864600518104664,0.02,0.02,0.0229126213592233,-0.017979104770627214,0.020673323446773816,0,0.18074202846706927,-0.3699467354960718,-0.27812529071074044,0.020078591076340514,0.18625457828745332,0.11336224491071553,0.02007706637697714,-0.05123418568730846,0,0.02,-0.021075268817204302,0.1441404934687742,-0.02,0.02305055239370606,0.017750279979095514,0.0229126213592233,-0.2652249520853717,0.022772761219363162,0.02442477876106195,0.24307023564140212,-0.02,0.07647903196875375,0,-0.017979104770627214,-0.11500337099941271,-0.0552429543831386,-0.14968932471864052,-0.1802490064399855,-0.09593716329294119,-0.3147887846270848,0.15889788927435153,-0.3134502118361746,-0.2640861933538607,-0.3332769079111791,-0.07715732480870971,-0.02045880267446116,-0.02007706637697714,-0.021019532130401797,0.2440647741776663,-0.013758998060977152,-0.013758998060977152,0.02301920767033285,-0.020861137023215102,-0.01740122022043709,-0.01791091578973732,-0.01791091578973732,-0.021990974175570742,-0.02,-0.02
Cdc25C,-0.1761194029850746,-0.1,-0.3524914937036379,0.06720656777046552,-0.1,-0.1,-0.1709090909090909,0.2214853190145602,-0.24334397247385273,0,-0.19664119433445998,0.36789901311284534,0.3392667231583265,-0.21272846487992786,-0.3188435670594707,-0.3079436088997717,-0.23905388435530997,0.1767782424372546,0,-0.1,0.1673469387755102,-0.20432689629253908,0.1,-0.2228078250863061,-0.2192296146225583,-0.1709090909090909,0.38122159231633523,-0.22187683284457477,-0.1737704918032787,-0.3498009851141538,0.1,0.059296440414511875,0,0.2214853190145602,0.290154815533438,0.208919165550458,0.07298868009306912,0.3389142207497641,-0.006278377959102613,0.516852732768984,-0.21380794204427594,0.4198983767071593,0.37784814505035214,0.3470035394154841,-0.008859749956220717,0.24884284419532446,0.23905388435530997,0.254614928815437,-0.36054762261438517,0.19281091079770057,0.19281091079770057,0.10517067189697124,-0.1754779098232611,-0.2055904515736256,0.2229004253380784,0.2229004253380784,0.24932579533294832,0.1,0.1
Cdc25B,-0.05,0,-0.35882737686614674,0.2324321470223334,0,0,-0.05,0.12079136219359139,-0.11048863757601621,0,-0.1863852962573431,0.4749791496991372,0.3587226012789477,-0.08538461538461539,-0.31826460204521256,-0.24877331779696657,-0.10992362247681398,0.09538223852149022,0,0,0.05,-0.22056797214960394,0,-0.086986301369863,-0.11767568755858418,-0.05,0.48472344043505056,-0.086986301369863,-0.05,-0.36177544120606286,0,-0.05725258124400686,0,0.12079136219359139,0.24784729195574937,0.11177954086934432,0.2937275124171989,0.40816056915913634,0.09099246009014313,0.5292277391669493,-0.22698744050442743,0.531316860698353,0.4788158267836309,0.44521842454442806,-0.03176131259285265,0.12943331411908746,0.10992362247681398,0.1254996094968248,-0.3801454660452702,0.11218484921040636,0.11218484921040636,0.04360419666337481,-0.07433979385376656,-0.08975929869635438,0.12247460145492717,0.12247460145492717,0.11321384628004265,0,0
Cdc25A,0.16,0.1,-0.3694241197155065,0.27211951034747234,0.1,0.1,0.15384615384615383,-0.15521431081266407,0.18285626948474826,0,-0.28334902432258324,0.48622311686485836,0.3792778635249644,0.1726890756302521,-0.3142613886188159,-0.14434706573093417,0.18042168634993283,0.06501534307799414,0,0.1,-0.15,-0.1236876675576232,-0.1,0.18190370780298837,0.15592464462543595,0.15384615384615383,0.4836200570516989,0.18120692866455576,0.15714285714285714,-0.3345772881104838,-0.1,-0.12861481011651915,0,-0.15521431081266407,0.156286332752415,0.06740434694195581,0.2106023120582276,0.3397948921240028,0.21376555820777807,0.3473763102362676,-0.36040934395755764,0.44816561438776137,0.48007608393856777,0.32693889631399287,0.033143612832889094,-0.173601194780082,-0.18042168634993283,-0.18256000910302336,-0.29928141079893444,-0.12091401813197297,-0.12091401813197297,-0.15416136734998626,0.15300109589027616,0.1621266245459188,-0.15507946544272355,-0.15507946544272355,-0.18950480896694497,-0.1,-0.1
Cdc20,0.179746835443038,0.1,0.4174117564530337,-0.03440636954937919,0.1,0.1,0.1761194029850746,-0.2532913294079588,0.25632959867282046,0,0.24636296654080425,-0.4346127191588252,-0.13265109848525766,0.22363994350040667,0.37548214180067,0.28220994195788823,0.2535598131896963,-0.09892023267320997,0,0.1,-0.1737704918032787,0.270040178093172,-0.1,0.2310977579634296,0.24932780207399569,0.1761194029850746,-0.43838999998275235,0.23050536789735535,0.1780821917808219,0.400062178279864,-0.1,0.08595974852896437,0,-0.2532913294079588,-0.2750118404301568,-0.11265674040785836,-0.37390066141951783,-0.33312759073319376,-0.14700217380828284,-0.49604172340855834,0.30057245552673084,-0.4959620204068835,-0.43218125320916023,-0.3969792454537758,0.11028932135539622,-0.27242269106213096,-0.2535598131896963,-0.27243187013439424,0.44969344765764774,-0.23497944596536638,-0.23497944596536638,-0.12060006410339619,0.21528555414699468,0.2403242727480454,-0.2556064941347137,-0.2556064941347137,-0.26215331547005905,-0.1,-0.1
Casp9,-0.7,-0.6,-0.5052759998095373,0.08891954566488935,-0.6,-0.6,-0.7,0.503756301696534,-0.8926490814262961,0.5,-0.3952518382867253,0.3081258972511224,0.21750262617185792,-0.7983210912906611,-0.3620152574959067,-0.4039179102009033,-0.8887171807833673,0.306565930252599,0.5,-0.6,0.7,-0.4942600489043544,0.6,-0.7992315081652258,-0.4803455085334843,-0.7,0.09995104866264644,-0.7991861648016277,-0.7,0.1095967000558977,0.6,0.228209018477001,0,0.503756301696534,0.057765052666987934,0.3446141498654559,0.002940430961690573,0.31170270379287657,0.1491286270279408,0.4373894161095125,-0.19445215982948896,0.2672632801335392,0.0845123217031157,0.19928611874211188,-0.11838944571045665,0.8113552926784816,0.8873494610062072,0.965263939625862,0.25489902626955085,0.4815502633048167,0.4815502633048167,0.46773614451037,-0.46404801624189096,-0.5056053196599593,0.5180710096308271,0.5180710096308271,0.8894433966826248,0.6,0.6
Casp8,-0.7,-0.6,-0.5115212872027295,0.08899482415270885,-0.6,-0.6,-0.7,0.6165438971451653,-0.8937252406658593,0.5,-0.4011034580614211,0.3089863761962663,0.21789167622446132,-0.7985878199470433,-0.3667940937805763,-0.4144800104259209,-0.8906366502664257,0.3108800734140956,0.5,-0.6,0.7,-0.5065313034249351,0.6,-0.7993282955499581,-0.5894548581335409,-0.7,0.09942102750858756,-0.7992920353982301,-0.7,0.11272053888021161,0.6,0.2309932496141638,0,0.6165438971451653,0.04733632384360152,0.3495195937962669,0.002929895330442204,0.31353090526064226,0.14976982418443024,0.4396646343070887,-0.19514288873573116,0.2678270074449079,0.08380599086220081,0.19942038181712796,-0.11898959867206804,0.820979297166158,0.8896885761806719,0.970519413529285,0.2799311465125703,0.4978066376754038,0.4978066376754038,0.5858387635803772,-0.4821228834635326,-0.524632557267181,0.6337755873290271,0.6337755873290271,0.9915096389468984,0.6,0.6
Casp3,-0.7995822454308094,-0.7,-0.5162576765240796,0.09433268644272466,-0.7,-0.7,-0.7991861648016277,0.5180710096308271,-0.9790488620679193,0.6,-0.4057550789758878,0.31932622084032747,0.22801388412490856,-0.8926490814262961,-0.37181997906221415,-0.4242486191894573,-0.9687063053075651,0.3152766908008837,0.6,-0.7,0.7983210912906611,-0.5026536252059288,0.7,-0.8963169060084202,-0.503756301696534,-0.7993982700263257,0.11097709433520879,-0.896113968181044,-0.7993817619783616,0.10380438217269101,0.7,0.23122408673735334,0,0.5180710096308271,0.06639764115818825,0.3562066664764973,0.006938388954689406,0.3244743798853804,0.15087225853378916,0.4511317380836902,-0.20097294924543943,0.28068643248957736,0.09995104866264644,0.20917753408203218,-0.11698310169498245,0.8453245441654079,0.965263939625862,0.9240269886705734,0.2477235483819049,0.4893498113067709,0.4893498113067709,0.47414599830847876,-0.46753995374711277,-0.5101538573877252,0.5271975369358038,0.5271975369358038,0.9701246845967638,0.7,0.7
Casp2,-0.3,-0.2,-0.4500211059518785,0.03403093721565059,-0.2,-0.2,-0.3,0.7979139504563234,-0.5,0.1,-0.33540145349600736,0.24231576342489483,0.17083550460309188,-0.4,-0.32930364986742416,-0.31572190568553765,-0.5,0.2774173454884592,0.1,-0.2,0.3,-0.564468085106383,0.2,-0.4,-0.7,-0.3,-0.04156176355755341,-0.4,-0.3,0.19661580015454946,0.2,0.2547375010793541,0,0.7979139504563234,-0.13521334358608375,0.288152908012968,-0.06309418736603202,0.24313962873284906,0.12560296846011132,0.3585788035226237,-0.1381294964028777,0.19464872944693573,-0.07194998310239946,0.08778039773991192,-0.14417336394948335,0.7,0.5,0.6,0.4049490111359968,0.8855807401715969,0.8855807401715969,0.9842233715309469,-0.854625718476394,-0.8649025981851046,0.8904292437272842,0.8904292437272842,0.5,0.2,0.2
BIM,-0.4,-0.3,-0.48725493103679673,0.053675039498088065,-0.3,-0.3,-0.4,0.8882062832778844,-0.6,0.2,-0.36954561580433687,0.26873959202001496,0.1851597931134846,-0.5,-0.35617120589305584,-0.3500862215225852,-0.6,0.30119448773180535,0.2,-0.3,0.4,-0.5053174862152667,0.3,-0.5,-0.7971731448763251,-0.4,0.005167482742983382,-0.5,-0.4,0.18599262075707407,0.3,0.2583435776914038,0,0.8882062832778844,-0.08943214124883968,0.3203913193351618,-0.036147296939915884,0.27120492850048084,0.14157310815690113,0.3983582502768549,-0.1629755826980553,0.21941164021164022,-0.024240433514785675,0.1274833369848813,-0.14028117710189683,0.798422090729783,0.6,0.7,0.4086671425024826,0.8547225797063062,0.8547225797063062,0.8518318536451706,-0.6957237986846878,-0.8163837931725612,0.9675338742753837,0.9675338742753837,0.6,0.3,0.3
BIK,-0.4,-0.3,-0.48725493103679673,0.053675039498088065,-0.3,-0.3,-0.4,0.8882062832778844,-0.6,0.2,-0.36954561580433687,0.26873959202001496,0.1851597931134846,-0.5,-0.35617120589305584,-0.3500862215225852,-0.6,0.30119448773180535,0.2,-0.3,0.4,-0.5053174862152667,0.3,-0.5,-0.7971731448763251,-0.4,0.005167482742983382,-0.5,-0.4,0.18599262075707407,0.3,0.2583435776914038,0,0.8882062832778844,-0.08943214124883968,0.3203913193351618,-0.036147296939915884,0.27120492850048084,0.14157310815690113,0.3983582502768549,-0.1629755826980553,0.21941164021164022,-0.024240433514785675,0.1274833369848813,-0.14028117710189683,0.798422090729783,0.6,0.7,0.4086671425024826,0.8547225797063062,0.8547225797063062,0.8518318536451706,-0.6957237986846878,-0.8163837931725612,0.9675338742753837,0.9675338742753837,0.6,0.3,0.3
BID,-0.4,-0.3,-0.4458367823744263,0.05432606055423865,-0.3,-0.3,-0.4,0.4795329009190713,-0.6,0.2,-0.33693094249048133,0.25135411325882895,0.17024288214989364,-0.5,-0.3179050474994871,-0.30936067718861493,-0.6,0.26742336395801736,0.2,-0.3,0.4,-0.4508799870680697,0.3,-0.5,-0.3950310559006211,-0.4,0.031222534055832328,-0.5,-0.4,0.14445245715794988,0.3,0.2227087033366663,0,0.4795329009190713,-0.003931758228191823,0.29031704847193207,-0.02847606499780414,0.25166773065184656,0.13193978745907192,0.37000374528912855,-0.1538779021719166,0.2018936176621186,0.0013427930752587859,0.13932729370640734,-0.12256828340411859,0.7967280163599182,0.6,0.7,0.29481541074461426,0.4252035395429334,0.4252035395429334,0.4180877432492487,-0.4428436913980036,-0.4729017097859426,0.5455133992939358,0.5455133992939358,0.6,0.3,0.3
BCLXL,0.4,0.3,0.5052334489440613,-0.052792099032573314,0.3,0.3,0.4,-0.891729879828205,0.6,-0.2,0.38875112411410734,-0.28781251472021596,-0.20539850262285136,0.5,0.38107445660644446,0.37151951054343635,0.6,-0.322345941574437,-0.2,0.3,-0.4,0.5235470622602467,-0.3,0.5,0.7983471074380166,0.4,0.023456891726724605,0.5,0.4,-0.21546031181704542,-0.3,-0.2837075954136824,0,-0.891729879828205,0.13075737482741115,-0.33889110283253976,0.04985308468132329,-0.28921425954796653,-0.15225027467950517,-0.4144841309169073,0.1725854845942253,-0.24105669279497732,0.05474418925443134,-0.1175046370516446,0.16266985880885404,-0.7990903922683342,-0.6,-0.7,-0.43502797568467094,-0.9650644858839224,-0.9650644858839224,-0.9627226423231827,0.8137852405866145,0.9314337457630947,-0.975388849632823,-0.975388849632823,-0.6,-0.3,-0.3
BCL2,0.4,0.3,0.5052334489440613,-0.052792099032573314,0.3,0.3,0.4,-0.891729879828205,0.6,-0.2,0.38875112411410734,-0.28781251472021596,-0.20539850262285136,0.5,0.38107445660644446,0.37151951054343635,0.6,-0.322345941574437,-0.2,0.3,-0.4,0.5235470622602467,-0.3,0.5,0.7983471074380166,0.4,0.023456891726724605,0.5,0.4,-0.21546031181704542,-0.3,-0.2837075954136824,0,-0.891729879828205,0.13075737482741115,-0.33889110283253976,0.04985308468132329,-0.28921425954796653,-0.15225027467950517,-0.4144841309169073,0.1725854845942253,-0.24105669279497732,0.05474418925443134,-0.1175046370516446,0.16266985880885404,-0.7990903922683342,-0.6,-0.7,-0.43502797568467094,-0.9650644858839224,-0.9650644858839224,-0.9627226423231827,0.8137960936566259,0.8314258851047382,-0.975388849632823,-0.975388849632823,-0.6,-0.3,-0.3
BAX,-0.5,-0.4,-0.47551058608185554,0.06987410497722271,-0.4,-0.4,-0.5,0.5455133992939358,-0.7,0.3,-0.36730751152813823,0.2787431917571225,0.192348718090582,-0.6,-0.3460419296287647,-0.35471586844544556,-0.7,0.2879841116215688,0.3,-0.4,0.5,-0.4746234049713728,0.4,-0.6,-0.4795329009190713,-0.5,0.05833243907618511,-0.6,-0.5,0.13592511179357464,0.4,0.2289856379441237,0,0.5455133992939358,0.015034996136792631,0.3166714624585498,-0.014822837196666373,0.2790738592664344,0.143508275748639,0.4002777178918683,-0.1747132710043543,0.23354331216313695,0.031222534055832328,0.16420407710459153,-0.12568000690853928,0.8860860267705603,0.7,0.7973575557390586,0.28400670156887553,0.4585832658245386,0.4585832658245386,0.4488315449021412,-0.4588766196614297,-0.49493341473579705,0.48763066750807776,0.48763066750807776,0.7,0.4,0.4
BAK,-0.5,-0.4,-0.47551058608185554,0.06987410497722271,-0.4,-0.4,-0.5,0.5455133992939358,-0.7,0.3,-0.36730751152813823,0.2787431917571225,0.192348718090582,-0.6,-0.3460419296287647,-0.35471586844544556,-0.7,0.2879841116215688,0.3,-0.4,0.5,-0.4746234049713728,0.4,-0.6,-0.4795329009190713,-0.5,0.05833243907618511,-0.6,-0.5,0.13592511179357464,0.4,0.2289856379441237,0,0.5455133992939358,0.015034996136792631,0.3166714624585498,-0.014822837196666373,0.2790738592664344,0.143508275748639,0.4002777178918683,-0.1747132710043543,0.23354331216313695,0.031222534055832328,0.16420407710459153,-0.12568000690853928,0.8860860267705603,0.7,0.7973575557390586,0.28400670156887553,0.4585832658245386,0.4585832658245386,0.4488315449021412,-0.4588766196614297,-0.49493341473579705,0.48763066750807776,0.48763066750807776,0.7,0.4,0.4
BAD,-0.3,-0.2,-0.45492911668484187,0.0333868378812199,-0.2,-0.2,-0.3,0.7983471074380166,-0.5,0.1,-0.341965602774291,0.24983727157255903,0.17783276895024747,-0.4,-0.3365550636890752,-0.3222725225916291,-0.5,0.28465749936338175,0.1,-0.2,0.3,-0.46838926668794345,0.2,-0.4,-0.7,-0.3,-0.05474418925443134,-0.4,-0.3,0.20784845824354165,0.2,0.2633985446410555,0,0.7983471074380166,-0.14998282434331708,0.2944849605573909,-0.06917167837469045,0.25045231521892625,0.12863820372811147,0.3634881149806523,-0.14063630579038272,0.20108084738434934,-0.08301234567901235,0.08367207176746641,-0.1519164782550871,0.7,0.5,0.6,0.4130215031927616,0.8873106729121153,0.8873106729121153,0.8859716824396926,-0.9590251736839122,-0.968299962528954,0.891729879828205,0.891729879828205,0.5,0.2,0.2
ApicalBasal_Pol,-0.8997174143412222,-0.8,0.4868358213369894,-0.3506318159551541,-0.8,-0.9,-0.7993850883935434,-0.2740830018974468,-0.8751485778860081,0.7,0.6055747765402629,-0.6113704252023021,-0.40721232566753185,-0.7904558404558405,0.5909786961962638,0.5728124039976226,-0.8091599035567392,-0.7070957761144985,0.9,-0.8,0.6981481481481482,0.48629270225684057,0.8,-0.8968667403031574,0.26211154783857077,-0.9995940116721644,-0.7261098417437593,-0.8966157724145901,-0.8995559256175409,-0.0700118667359226,0.9,-0.5159834611657773,0,-0.2740830018974468,-0.6075307565580885,-0.743860959468239,-0.45974881795470146,-0.6331358657507721,-0.2935616464177824,-0.5313868472100884,0.40726148073630586,-0.5433876634152333,-0.6877419002903958,-0.5951108157934899,0.14514706068119065,-0.27768077068222624,-0.2229127432517263,-0.2605345756104008,0.48978856025070006,-0.26084398875473686,-0.26084398875473686,-0.2010033911865711,0.0746309269831412,0.10198438535378584,-0.28220855770917896,-0.28220855770917896,-0.227315753887762,0.9,0.7
