Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,TRIO,TAZ,Stress_Fibers,SNAI2,SNAI1,SMAC,Rac1,Plk1,pAPC,PAK1,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_200,Merlin,MCL_1,LEF1,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ApicalBasal_Pol,AMOT
SNAI2,0.9998927536336643,0.9999754209167998,0.7,0.6,-0.3708686050791314,0.3060847936767396,0.8,0.6,0.7,0.6,0.9998342369356855,0.8999888941333258,0.03764705882352941,0.8,0.482095273548624,0.3483614951356887,0.7,0.7982458838677402,0.7,-0.7,-0.8999882273302529,-0.8999927296521137,-0.6,-0.31105263157894736,0.8999898355906792,-0.6,0.7,-0.02,0.7,0.5928268216250807,0.7,-0.38663449473989,-0.9,-0.9999836917745387,0.03764705882352941,0.43898767145287537,0.4983852364475202,0.22228784904013965,0.38537735849056604,-0.30664320734496175,0.38937258859144064,0.4983852364475202,0.4792214321626086,-0.14941436663006724,0.02,0,0,-0.3787188459615797,0.057368024132730025,0.057368024132730025,0.003955133735979293,-0.015907522429261557,-0.017873036428211714,0.05422646545529206,0.05422646545529206,0,0.9997906019352415,-0.8,-0.5
SNAI1,0.8997304403491972,0.8999136038014328,0.7,0.6,-0.3540964517902772,0.27983819042963815,1,0.6,0.7,0.7,0.8995836716401582,0.8999610882324329,0.03666666666666667,0.9,0.46818323293846176,0.3307676972150656,0.8,0.8963764238658906,0.7,-0.7,-0.8999586862218549,-0.999974449057809,-0.7,-0.2830492424242424,0.8999642686993807,-0.6,0.8,-0.02,0.7,0.5845838791470127,0.8,-0.37655966236091576,-0.9,-0.9999427193966444,0.03666666666666667,0.4064331836324655,0.4957831325301205,0.17996320875482447,0.3757905395631419,-0.276978791583625,0.38052241875771287,0.4957831325301205,0.46306246196154455,-0.11471310957342835,0.02,0,0,-0.36490588396153323,0.05614130434782609,0.05614130434782609,0.005324425549144651,-0.018764830674943035,-0.02146101711319103,0.05267875125881168,0.05267875125881168,0,0.8994743860610859,-0.8,-0.6
SMAC,-0.5816693231569371,-0.5921556690233045,-0.6,-0.5,-0.5871222199153877,0.028401716450799336,-0.7982589771490751,-0.5,-0.5,-0.6,-0.6771340350357765,-0.5954062447479376,0.5334842637149092,-0.7989333333333334,0.4501616934199066,0.35778229564416497,-0.7,-0.5688678120031401,-0.7981242672919109,0.4,0.4950315880926402,0.6968168232895822,0.6,-0.5940742311427558,-0.5957005058606116,0.5,-0.7,-0.5653991573319305,-0.6,0.288193563770363,-0.7,-0.3952286098171465,0.5986289631533848,0.6943948025318247,0.5334842637149092,0.024910919624207967,0.2802510783201747,-0.07999753051865359,0.5186368330634449,-0.18495658283876082,0.39948876647570325,0.2802510783201747,0.3098511183226269,-0.024351892950819225,0.8757179869466398,0.7976261127596439,0.8911690184520824,0.3541440235736787,0.5628469314417599,0.5628469314417599,0.5495789184601063,-0.5770210120459278,-0.612379499406632,0.5867121191254647,0.5867121191254647,0.7981220657276995,-0.5683913351282212,0.5,0.5
Rac1,0.6667549171923265,0.6824850555614781,0.9,0.8,-0.42027185894198854,0.30820114996108244,0.7940753298124361,0.8,0.8,0.9,0.6588218868743717,0.7897270662169363,0.06461817665906056,0.8981704553465892,0.542421123796236,0.41017632801401077,0.899637516991391,0.521641137063531,0.6976023976023976,-0.7,-0.688061137062952,-0.7913399737549104,-0.8,-0.3248117205377762,0.6890478409871796,-0.7,0.9998664440734558,-0.052281284606866006,0.9,0.6696890637578463,0.9998569384835478,-0.47279898495828576,-0.7973118575087759,-0.7864227555545699,0.06461817665906056,0.40717859003482804,0.627385600316395,0.1587885560199179,0.475827728184279,-0.30478618089994897,0.48278188675509137,0.627385600316395,0.5251818110857256,-0.08596414152316348,0.05285856940137699,0.02,0.03711711711711711,-0.44415764256991264,0.07765393236838733,0.07765393236838733,0.009444708696857375,-0.025089468343255518,-0.03141298694012645,0.07373983637266976,0.07373983637266976,0.02,0.6485503090869801,-0.7997277059223962,-0.8
Plk1,0.2545524459788371,0.25769249206493205,0.25696969696969696,0.1878787878787879,-0.062136681099068856,-0.061511189983127566,0.30049291028885816,0.1878787878787879,0.256662749706228,0.256187870497036,0.24743272464017424,0.2950069103710551,-0.2829421412569304,0.31531807155197056,0.05511483726862095,0.2775266062711968,0.2876966518757563,0.18532656645428436,0.32140496494718324,-0.2196803196803197,-0.2912974503605371,-0.32400961818204865,-0.2480127186009539,0.015076400958477584,0.299415975143882,-0.18333333333333335,0.3042685402471327,0.27835411178880853,0.25295815295815294,0.08260133734157493,0.3027772292964903,-0.11105909046310455,-0.2719685514205179,-0.28580322853554185,-0.2829421412569304,-0.12746154649834607,0.0859463828478221,-0.17361094477711106,0.12111825812078827,0.1478272494344808,0.1187795328960227,0.0859463828478221,0.04024925195869665,0.15094436157336658,-0.3204386583251246,-0.31856022925554306,-0.33144803504802595,0.006558688314669968,-0.2631378335723088,-0.2631378335723088,-0.2572211739255775,0.2538189967007322,0.2905605245532424,-0.28596909821701105,-0.28596909821701105,-0.33281208608039525,0.23004002459461748,-0.2634532134532135,-0.1911111111111111
pAPC,0.35184210087213696,0.3517405897630826,0.35077115987460816,0.284,0.42515453681721127,-0.17900632821167056,0.3971240105715574,0.284,0.35063711483512244,0.3509635863072048,0.3232105424579503,0.39698543348015763,-0.24867006061852032,0.4135697784756382,-0.44271602307538405,-0.10200055678468292,0.38449115107763765,0.2545660461934133,0.2456267106129156,-0.3271538542655278,-0.3939212964387319,-0.4258214627115054,-0.3423702979970689,0.32225910720446127,0.4039544350162134,-0.2782312925170068,0.4004509236286909,0.24421695996411086,0.34826169311538,-0.4479832479178625,0.3991031211909258,0.49873729089191327,-0.37101104602300355,-0.3793824251273375,-0.24867006061852032,-0.3841225338814951,-0.4435771865134332,-0.23446678829749218,-0.5086530687187721,0.3052472848468549,-0.5075945704861251,-0.4435771865134332,-0.41542135446605544,0.206433897506011,-0.2634857716121043,-0.24073078100911016,-0.2605370314238139,0.46408853172763564,-0.2325443951188519,-0.2325443951188519,-0.11390529418752857,0.20186629568479647,0.2230742668100371,-0.2510019636930578,-0.2510019636930578,-0.2481994079485868,0.3106290001943587,-0.3672193564489339,-0.2855855855855856
PAK1,0.7886929427322682,0.7937420594759799,0.9,0.8,-0.39818939385228286,0.2882231130455451,0.8976326765084913,0.8,0.9,0.7,0.7844292228576718,0.8960228712049967,0.06295347393321153,0.8987911034416642,0.520442575349529,0.39211176372842205,0.7997267759562842,0.7225016049184075,0.5972819932049831,-0.6,-0.7957187766913324,-0.8969102624938744,-0.8,-0.3022218420848558,0.7962274001226488,-0.7,0.7998708427510495,-0.05150540721600153,0.8,0.649667261681787,0.7998635045214127,-0.45350550947280244,-0.7983192712322411,-0.8951059692006158,0.06295347393321153,0.37649409286961044,0.6116461938867028,0.1356523588557245,0.4572383865700903,-0.2809720243474027,0.4636170423292296,0.6116461938867028,0.5017995812920327,-0.0719116707118209,0.05220720720720721,0.02,0.03683168316831683,-0.4232401334987226,0.0743358903943611,0.0743358903943611,0.00965565651421214,-0.02494756573301648,-0.031666894459788306,0.0709370371853395,0.0709370371853395,0.02,0.7805685133465396,-0.6997292724196278,-0.8
N_bcatenin_H,0.999953001997415,0.9,0.6,0.5,-0.288135593220339,0.24644012944983823,0.8,0.5,0.6,0.6,0.9999273321827596,0.9,0.02,0.8,0.39324577861163224,0.2697737556561086,0.7,0.7989404544205105,0.6,-0.6,-0.9,-0.9,-0.6,-0.24396551724137933,0.9,-0.5,0.7,0,0.6,0.497508896797153,0.7,-0.29591836734693877,-0.8,-0.9,0.02,0.3651573013275141,0.4,0.1846938775510204,0.29534883720930233,-0.24259962049335862,0.2968253968253968,0.4,0.39148936170212767,-0.13260504201680673,0,0,0,-0.292156862745098,0.039047619047619046,0.039047619047619046,0.002040816326530612,-0.011573409851745575,-0.012649270234409555,0.03724137931034483,0.03724137931034483,0,0.9999082042455537,-0.7,-0.5
N_bcatenin,0.8999835397720257,0.9,0.6,0.5,-0.29357798165137616,0.26064030131826743,0.7,0.5,0.6,0.5,0.9999745125525678,0.8,0.02,0.7,0.39682539682539686,0.27784921098772647,0.6,0.7994269997661881,0.6,-0.6,-0.8,-0.8,-0.5,-0.25793650793650796,0.8,-0.5,0.6,0,0.6,0.49897134459955916,0.6,-0.2978494623655914,-0.8,-0.9,0.02,0.37835497835497833,0.4,0.21118542435424353,0.2975,-0.2575112443778111,0.2983739837398374,0.4,0.3961038961038961,-0.15944482058226134,0,0,0,-0.2957894736842105,0.03944444444444445,0.03944444444444445,0.001176470588235294,-0.009125131757265472,-0.009724426489684027,0.038181818181818185,0.038181818181818185,0,0.899967822379535,-0.7,-0.4
Mst1_2,-0.14792858956612595,-0.2616131709395958,-0.9,-0.8,0.37402580487512505,-0.2678296205615445,-0.3353518123667377,-0.8,-0.8,-0.7,-0.2875519490368573,-0.4136572195748071,-0.061206140350877195,-0.6885434051403189,-0.492697611743666,-0.37192293122211845,-0.5974683544303797,-0.05156651396646352,-0.5875647668393782,0.6,0.27862155388471177,0.3004930122641894,0.5,0.27577623557755027,-0.1710938251685626,0.6,-0.6991778006166495,0.05078947368421053,-0.8,-0.6102759347033829,-0.7991140642303434,0.4309997402619466,0.7841045566937478,0.2781294148944494,-0.061206140350877195,-0.33851940957834803,-0.5838373854274634,-0.11121057873378523,-0.4364761885350121,0.2542014276711663,-0.4402457970710051,-0.5838373854274634,-0.4709401900732672,0.058133819921922826,-0.05160165041260315,-0.02,-0.036483516483516484,0.3995768210336503,-0.07084285061102975,-0.07084285061102975,-0.009928349625707955,0.024911454058920313,0.03202560370258512,-0.06803843848752315,-0.06803843848752315,-0.02,-0.16031635866222332,0.6983838383838383,0.5
miR_34,-0.8990499476968379,-0.7995945865777518,-0.8,-0.7,0.4048334650124404,-0.30665535444947206,-0.9999367138675737,-0.7,-0.7,-0.8,-0.8985929292430412,-0.8997748383786014,-0.05261758691206544,-0.899965057872898,-0.5256848455724261,-0.38426162453374607,-0.8,-0.8904062240330595,-0.6,0.6,0.8997604165732849,0.8998401908054581,0.7,0.3191927465035446,-0.7997923715164946,0.6,-0.9,0.03666666666666667,-0.8,-0.6556950539436495,-0.9,0.4422468168779308,0.7999289331082882,0.8997058637668658,-0.05261758691206544,-0.43154285490079713,-0.5809720492488137,-0.1807008708587901,-0.4416639087660904,0.3065172690189516,-0.4496866178313252,-0.5809720492488137,-0.5159743680747585,0.1064990450847284,-0.0369811320754717,0,-0.02,0.42267227919828504,-0.06957926829268293,-0.06957926829268293,-0.007650983991708814,0.022844734633804663,0.027374954782590034,-0.06554906553133386,-0.06554906553133386,0,-0.8982244402923023,0.7,0.7
miR_200,-0.9994884955925059,-0.9997925660791946,-0.8,-0.7,0.4185109896362357,-0.32149621003969153,-0.7999703286106372,-0.7,-0.7,-0.8,-0.8992369844705557,-0.8998862947084696,-0.05312696540880504,-0.999983304463969,-0.5402472350247449,-0.39573330135573603,-0.9,-0.9943935406402368,-0.6,0.6,0.899879231743064,0.9999200204909116,0.8,0.33555625813174217,-0.999895561338214,0.7,-0.9,0.0369811320754717,-0.8,-0.6687305431931124,-0.9,0.4524509486008994,0.7999660671869698,0.8998505224401271,-0.05312696540880504,-0.4584659371038164,-0.5872080185002673,-0.2014468174178005,-0.4509568023814599,0.32417850001944476,-0.45951235713316974,-0.5872080185002673,-0.5330007232233311,0.12064357809601807,-0.03724137931034483,0,-0.02,0.4348846662885233,-0.07102476507860374,-0.07102476507860374,-0.007160212263071265,0.022213145504284743,0.026277603686925187,-0.0667877165437617,-0.0667877165437617,0,-0.8990365309144673,0.7,0.7
Merlin,-0.3950783262841049,-0.4760425513248728,-0.9996062992125985,-0.9,0.4087839506714929,-0.29178192247096235,-0.6305071893280848,-0.9,-0.9996401259559153,-0.799565453557849,-0.4010163462968922,-0.6203824073503699,-0.07065120241656077,-0.8831324653311275,-0.531229672436341,-0.41080190490324614,-0.7940166069185282,-0.13970640922714486,-0.673188197176791,0.6992055610724925,0.4995833060765273,0.6172686986323854,0.6987596899224806,0.30869244081934427,-0.49833033673243365,0.8,-0.8978116425356729,0.06285510046753527,-0.8995728017087931,-0.6552978348993646,-0.8976540402147135,0.4718624861245229,0.8805231374383581,0.5937905332836027,-0.07065120241656077,-0.3686633527892128,-0.6347539855286701,-0.12807372527413832,-0.47772505391767206,0.2830275628401551,-0.4833055598364012,-0.6347539855286701,-0.5085407580715234,0.06290245926902609,-0.06446448876060526,-0.03683168316831683,-0.05252399086062452,0.4365235227560939,-0.07862575799823573,-0.07862575799823573,-0.010188522388548765,0.025357185266026334,0.03315306157933946,-0.07561418731439909,-0.07561418731439909,-0.03711711711711711,-0.36842949662449137,0.7972651591320906,0.9
MCL_1,0.39891156462585037,0.4,0.4,0.3,0.5753626843576951,-0.021027529077064684,0.6,0.3,0.3,0.4,0.4989508196721312,0.4,-0.8941051127764931,0.6,-0.45569126460120907,-0.33523480768111463,0.5,0.4759018141960472,0.6,-0.2,-0.3,-0.5,-0.4,0.5731266369444815,0.4,-0.3,0.5,0.7986754966887417,0.4,-0.30767821755776986,0.5,0.37268146748543535,-0.4,-0.5,-0.8941051127764931,-0.05376489839781164,-0.25754222481071637,0.07181772623138602,-0.48195841478585394,0.2279971464241127,-0.373296803652968,-0.25754222481071637,-0.32599648300117234,0.10236599058312205,-0.7992982456140351,-0.6,-0.7,-0.47306171353904897,-0.9797134692936342,-0.9797134692936342,-0.9766834722442999,0.952130566911876,0.9623324268188886,-0.9849968498913009,-0.9849968498913009,-0.6,0.39814169570267133,-0.3,-0.3
LEF1,0.9999446979123462,0.9,0.6,0.5,-0.2869158878504673,0.2435978835978836,0.8,0.5,0.6,0.6,0.9999144750908702,0.9,0.02,0.8,0.3923728813559322,0.2680692900497852,0.7,0.7988377417345174,0.6,-0.6,-0.9,-0.9,-0.6,-0.24098522167487682,0.9,-0.5,0.7,0,0.6,0.49713993871297235,0.7,-0.29548022598870055,-0.8,-0.9,0.02,0.3622979701263883,0.4,0.17940459256248728,0.2948387096774193,-0.23944967310870036,0.2964679911699779,0.4,0.39034852546916887,-0.1280296584417163,0,0,0,-0.2913513513513514,0.03895424836601307,0.03895424836601307,0.002247191011235955,-0.012069590431315693,-0.01325573661456601,0.03705069124423963,0.03705069124423963,0,0.899891972182837,-0.7,-0.5
Lats1_2,-0.1772689589592658,-0.30107382036172015,-0.9991923271075214,-0.9,0.38588539704312746,-0.2725630890324808,-0.3774294618945447,-0.9,-0.8992578849721706,-0.7991140642303434,-0.3161751374426544,-0.46463548044437236,-0.06803843848752315,-0.7698477529664058,-0.5064487089626174,-0.3904989213627268,-0.6885434051403189,-0.06305104784209234,-0.6550684596015643,0.6983838383838383,0.32257139714489985,0.3483457730003857,0.5974683544303797,0.2841271720653689,-0.21470828299988792,0.6,-0.7958010858786967,0.061206140350877195,-0.8991304347826088,-0.6264762407120446,-0.8955036843882974,0.449633192219242,0.8661558387450299,0.3208603385892285,-0.06803843848752315,-0.3390212776428102,-0.6102759347033829,-0.10700623007109522,-0.4562099324219891,0.25868932998760696,-0.4605646976568307,-0.6102759347033829,-0.48227487662638113,0.05145258441303494,-0.06310870312232847,-0.036483516483516484,-0.051966212294081146,0.41379746880692964,-0.07460701189742273,-0.07460701189742273,-0.010258417768808465,0.025175574981752453,0.03322442382544389,-0.07216603924954176,-0.07216603924954176,-0.03683168316831683,-0.1850741267878498,0.7949795830646894,0.6
IQGAP1_LeadingE,0.5348892823884992,0.5662940492821648,0.9,0.8,-0.4130347699892526,0.29967209958560953,0.5879429611650485,0.8,0.8,0.8,0.6293458740415435,0.68109430744841,0.06368934628701911,0.8974174235350706,0.535745948503601,0.4027558903289754,0.7994708994708994,0.4384732292520968,0.7969581749049429,-0.8,-0.5759821593560199,-0.5820871740999944,-0.7,-0.3149238484100717,0.4767021089855861,-0.7,0.8998214285714285,-0.05178294573643412,1,0.6637012605716794,0.8998074608904935,-0.4665586053283953,-0.7962492170320516,-0.573393298474384,0.06368934628701911,0.39938806344678696,0.6228768675733735,0.1479216980141306,0.4694160767998842,-0.29498319856680755,0.47693548207151054,0.6228768675733735,0.5183841202717617,-0.07847830513095058,0.05242229367631297,0.02,0.03683168316831683,-0.43741457337437495,0.07632912506493486,0.07632912506493486,0.009673462003593345,-0.025545310479208532,-0.031999110320097016,0.07247507930563962,0.07247507930563962,0.02,0.5134275739641894,-0.8996418979409132,-0.6
