Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,TRIO,TAZ,Stress_Fibers,SNAI2,SNAI1,SMAC,Rac1,Plk1,pAPC,PAK1,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_200,Merlin,MCL_1,LEF1,Lats1_2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ApicalBasal_Pol,AMOT
IAPs,0.6679098589752248,0.6835516942293152,0.7,0.6,0.6002660558111506,-0.028043240527816225,0.8937867052349426,0.6,0.6,0.7,0.7608886818759253,0.6893435188531025,-0.5867121191254647,0.8961284886015239,-0.45609820224748115,-0.36940625877780553,0.7989333333333334,0.6151642556342961,0.8930389544782609,-0.5,-0.5884758644416064,-0.7920473957713394,-0.7,0.6172641119220521,0.6899570053711087,-0.6,0.7994251841207113,0.5334842637149092,0.7,-0.2910817986618831,0.7993989481592787,0.40455264815898645,-0.6957559325695108,-0.7874756590355,-0.5867121191254647,-0.01956876939016383,-0.288193563770363,0.0849970451288856,-0.5319877686621133,0.18457475607656595,-0.40946499973754313,-0.288193563770363,-0.3122035059961155,0.01856770401007534,-0.9527628418279063,-0.8911690184520824,-0.9795992051467971,-0.36865743896374337,-0.5972522108635376,-0.5972522108635376,-0.5840008707767955,0.599381022273491,0.6389029449757293,-0.6263418909066344,-0.6263418909066344,-0.8925738490830495,0.6468968351914403,-0.5992970123022847,-0.6
Horizontal_Pol,0.6642662144881839,0.6813498330411865,0.9,0.8,-0.4189280657508725,0.3045933895358963,0.6934723085163363,0.8,0.8,0.8,0.7566205031608089,0.6891285723946711,0.06405012293847356,0.8980968850350006,0.5414038108746027,0.40709424564343405,0.79960513326752225,0.5134120309569699,0.7974683544303798,-0.8,-0.6871976844519201,-0.690655765660724,-0.7,-0.3199310789020402,0.5881795428933569,-0.8,0.9998555435175154,-0.05195071155848664,0.9,0.6698888529143595,0.899845946466397,-0.4715611871835529,-0.7972774242989666,-0.6855079457268898,0.06405012293847356,0.4077012986064295,0.6271393237241523,0.1531239641223085,0.4741969215848056,-0.3005785493983075,0.48187133414438027,0.6271393237241523,0.5243231958387272,-0.08144890494954257,0.05255451713395639,0.02,0.03683168316831683,-0.44292944779649324,0.07716601025038218,0.07716601025038218,0.009691570221986034,-0.025756786046070384,-0.03210399875146321,0.07315235180162884,0.07315235180162884,0.02,0.6458374305792547,-0.899704905938768,-0.7
FoxM1,-0.13791489027169782,-0.14538462741752742,-0.17387654320987653,-0.144,-0.35947157565161547,0.24891361078696148,-0.17550199258047128,-0.144,-0.1813190383365822,-0.16909597769812823,-0.12426453744714813,-0.18400716011379578,0.06900493744607902,-0.18535574250480877,0.4759103646973185,0.3741059285721575,-0.17633782135785536,-0.0830839727415765,-0.06560821344309585,0.159375,0.18260982974339857,0.2046740330353795,0.16148872679045095,-0.2509573198742322,-0.1878840592265972,0.13636363636363638,-0.1878113912809116,-0.06770019620516404,-0.16963284841614712,0.3848310907654876,-0.18694963623471358,-0.42703336266115927,0.16752117386649346,0.1667163058122664,0.06900493744607902,0.29378899164694994,0.48330562304471003,0.0752836674618732,0.4365007642509827,-0.22440291135153542,0.4375761674784881,0.48330562304471003,0.44674610685299987,-0.032346479781016554,0.07251012206857013,0.06245335538093908,0.07009753601782046,-0.38737331750303705,0.07054906697537412,0.07054906697537412,0.010163981503733188,-0.02451983841446194,-0.03343218511635617,0.06940893655046655,0.06940893655046655,0.06365516169564278,-0.11912453399714322,0.17225440935192782,0.14545454545454545
FocalAdhesions,0.4476248323835426,0.5104943906839852,0.9996987951807229,0.9,-0.412018588508691,0.29047183302450363,0.6510295031245225,0.9,0.8997233748271093,0.8996694214876033,0.5463229448995999,0.7444683707126272,0.07014789504951681,0.9882153961348621,0.5360557783947703,0.40999219308785506,0.8957466762118592,0.28679796678349867,0.7801410579917707,-0.7993874425727412,-0.6301706461983096,-0.6434505082940303,-0.7990686845168801,-0.3054175058320102,0.5303015139680338,-0.7,0.9984345875897056,-0.062193163214187955,0.9996734693877551,0.6666901004495382,0.8983203489749558,-0.47522825891498244,-0.8864991766639656,-0.6250044953994761,0.07014789504951681,0.377896086573431,0.6433418938252032,0.12392121709889284,0.47982968317976094,-0.28133541280820584,0.48762599266737733,0.6433418938252032,0.5141573368298761,-0.05973723036689017,0.06387378890610144,0.036483516483516484,0.05220026950596899,-0.440023253895808,0.07854971269507068,0.07854971269507068,0.010608029620225556,-0.026614200002766014,-0.0344500021322724,0.07537390640622657,0.07537390640622657,0.03683168316831683,0.5177313357142728,-0.8981149081082661,-0.7
Emi1,-0.3964397173293364,-0.3925254862687446,-0.36348117957324383,-0.2906976744186046,-0.4224164947697158,0.21149377653353332,-0.40261298033211557,-0.2906976744186046,-0.3660753190164955,-0.36116349404020637,-0.3584985312349709,-0.4404664469125068,0.06163777844541862,-0.4259798089524195,0.44434744869409154,0.16464717395884393,-0.39548634627844226,-0.27445929194775637,-0.17190200431295294,0.3474980988593156,0.4372660517532232,0.4677086138329941,0.35176457572740344,-0.2579723913955264,-0.4482003551268911,0.2865546218487395,-0.4140489791067604,-0.05845967493004698,-0.36047627638462926,0.447111148498783,-0.4125390098586383,-0.3957180279615937,0.40810583954292073,0.4201018660325574,0.06163777844541862,0.2750146103199121,0.44294081469936397,0.24565083191776232,0.40383834624372633,-0.42420498248596844,0.40507133045046223,0.44294081469936397,0.41721030388937985,-0.12694601959851295,0.06121603585427411,0.04571201734045771,0.055449487507522155,-0.35734578745257545,0.0639624207499619,0.0639624207499619,0.004820062403746277,-0.015470948811825147,-0.022116685112972476,0.06312189782574004,0.06312189782574004,0.046472094214029695,-0.34549738844737626,0.3974238046542636,0.2912087912087912
Ecadherin_mRNA_H,-0.6573601635078982,-0.6759354708650193,-0.8,-0.7,0.37804410414456047,-0.26644606988485087,-0.48955200206569655,-0.7,-0.8,-0.7,-0.7466075004996797,-0.5845817679293595,-0.0605088452231559,-0.7959827795852641,-0.4976375909851144,-0.36920607785297815,-0.6990062111801242,-0.49478188194910133,-0.793063583815029,0.8,0.5826247750153286,0.5871719384690954,0.6,0.2670275586049171,-0.5843723184867701,0.7,-0.7995971802618328,0.05040575243965075,-0.9,-0.5230208756474315,-0.7995749202975558,0.43408748300263056,0.7947258958264094,0.6806301958910654,-0.0605088452231559,-0.35106526287189377,-0.49267355098603954,-0.10557545357903646,-0.4384223178399059,0.24963191915313612,-0.4442194182421397,-0.49267355098603954,-0.47645927575295915,0.05554722985190813,-0.05124401913875598,-0.02,-0.036049382716049384,0.40318390804597704,-0.07065601355855397,-0.07065601355855397,-0.010694479359492958,0.027049547787383714,0.03409355338100534,-0.06766338324441509,-0.06766338324441509,-0.02,-0.6343384671711385,0.8991675338189387,0.6
Ecadherin_mRNA,-0.5731283575779791,-0.5869269722814499,-0.7,-0.6,0.35579740810931815,-0.25631496142239557,-0.3969811320754717,-0.6,-0.7,-0.6,-0.6661727178909842,-0.49231713688610246,-0.05040575243965075,-0.6990062111801242,-0.4712348760529877,-0.34025672033219206,-0.6,-0.4489558868804152,-0.7,0.7,0.4911929824561404,0.4939893048128342,0.5,0.2528942252715838,-0.4921957888980038,0.6,-0.7,0.035151515151515156,-0.8,-0.49267355098603954,-0.7,0.40233901674496186,0.7978779840848806,0.5899378881987578,-0.05040575243965075,-0.34420870730002473,-0.44579075796858325,-0.11046640725047793,-0.4042238078663418,0.24003053267133367,-0.41016076166692683,-0.44579075796858325,-0.453012070784015,0.06539104701769119,-0.035789473684210524,0,-0.02,0.37766666666666665,-0.06311865163522715,-0.06311865163522715,-0.009560692511420395,0.025544759825687408,0.03173367137510563,-0.0605088452231559,-0.0605088452231559,0,-0.5575517318938372,0.8,0.5
Cyto_C,-0.5794725754759179,-0.5910319839428616,-0.6,-0.5,-0.5726825379372043,0.02731185121011013,-0.7977808599167823,-0.5,-0.5,-0.6,-0.6745802905129703,-0.59462391899649,0.5248159639452676,-0.7986411889596603,0.4344688428080882,0.3419811233605249,-0.7,-0.5614487203315832,-0.7975939849624061,0.4,0.49418142097658435,0.696257858691752,0.6,-0.5774945693514131,-0.5949756155339606,0.5,-0.7,-0.4601957766403769,-0.6,0.26986147654404236,-0.7,-0.38044611826981145,0.5982494529540482,0.6935135802330605,0.5248159639452676,0.018545438039704504,0.26385776290674096,-0.07568183321046176,0.5039207154943195,-0.16793494793494793,0.384822266934943,0.26385776290674096,0.29621636748072594,-0.01170089728028165,0.87219276582475,0.7969754253308128,0.8895233705362923,0.33608778640563847,0.5500172247810979,0.5500172247810979,0.5365172521140132,-0.5610277521377702,-0.5982242978846004,0.5747936988421061,0.5747936988421061,0.7976261127596439,-0.5648863383842757,0.5,0.5
CyclinB,0.06695520287474345,0.05937888816757968,-0.06679150579150579,-0.04957142857142857,-0.3368632962356234,0.20769916625308413,-0.1096951559558382,-0.04957142857142857,-0.0016149938693291288,-0.09856646189987026,0.055085960955585156,0.06703428746380224,0.24534016063861364,-0.10955389267138868,0.35165433745142527,0.3484879205318213,-0.10485666573307517,0.0625037162578756,-0.2683010296478725,-0.036797800739406576,-0.06892397735539565,-0.05830292787725635,0.09490353642510715,-0.2322367930795834,0.06742784348038541,0.044718309859154926,-0.1115040891574495,-0.24409516188434516,-0.07530695869746527,0.35882804675973884,-0.11092209493538999,-0.40774610884368245,-0.05067781665054185,-0.05494089279362435,0.24534016063861364,0.17835898790300359,0.35929398950406266,-0.06365906617383991,0.41923327740885774,-0.20636601443750252,0.4173362735819894,0.35929398950406266,0.32395519825942837,-0.022784429966670083,0.2735230461762309,0.2714733428701769,0.2821946924920501,-0.36875523425998347,0.22038837024890695,0.22038837024890695,0.12137032451184597,-0.20428901176975697,-0.23274076566040067,0.2459276203169824,0.2459276203169824,0.28279792022805533,0.06457473372339134,-0.03767141751284862,0.07599847850893876
CyclinA_mRNA,-0.46977264937984486,-0.45660362493046425,-0.3776384535005225,-0.29393939393939394,-0.4525202820390379,0.2960063477536473,-0.43725720142684815,-0.29393939393939394,-0.3804703576678099,-0.37489404827713285,-0.42157853452216176,-0.5034609066617374,-0.10320992713038657,-0.46536219849542737,0.4732839833159746,0.26332086313660646,-0.4229300025199243,-0.30613875246374445,-0.09755408645795657,0.3678397212543554,0.49987687251021545,0.5281727086532274,0.3668917748917749,-0.22224308269969453,-0.5114359300997287,0.29058823529411765,-0.44058126243059725,0.1062920625864571,-0.3751221690273609,0.4779586402956916,-0.4392504839206972,-0.4349912983735714,0.46079000202193077,0.48337678474044166,-0.10320992713038657,0.22462361903397965,0.4727437050836687,0.25513890731924305,0.44536831767173635,-0.3509872437661483,0.44402273970012773,0.4727437050836687,0.44580120112596716,-0.07551901392547569,-0.11841045460890606,-0.13155288291475062,-0.12876352735207028,-0.307183785152704,-0.07587883318148318,-0.07587883318148318,-0.11917680035765761,0.1148725991847048,0.11833967780310797,-0.10186169757896982,-0.10186169757896982,-0.13832512315270934,-0.40405474095740956,0.43339242048314713,0.29411764705882354
CyclinA,-0.4809183460240309,-0.4734366588784849,-0.4461748816114187,-0.3776384535005225,-0.4538616736008966,0.2960606201553203,-0.46123386210907436,-0.3776384535005225,-0.45355245726404136,-0.4392504839206972,-0.42891422018689473,-0.5263587343303788,-0.10186169757896982,-0.49684499130097903,0.4750859770977369,0.26782019016663433,-0.46536219849542737,-0.30583166005474516,-0.10730323126981518,0.43339242048314713,0.5220046341497432,0.5543618871756578,0.4229300025199243,-0.2229276964136869,-0.5355410947888134,0.3672970960536113,-0.4915609387114784,0.10320992713038657,-0.4415368311121261,0.47999048653495785,-0.4896375001504101,-0.43811473611130697,0.49274497560336894,0.503171207699937,-0.10186169757896982,0.22274123839919602,0.4779586402956916,0.1530932797767015,0.44905461484600384,-0.3505788498180199,0.4476508215587831,0.4779586402956916,0.44691338455693225,-0.07281308345970017,-0.11504632348626335,-0.12876352735207028,-0.12457246596432466,-0.30894220467871586,-0.07568753218642142,-0.07568753218642142,-0.11966687677259144,0.11537916741882219,0.11865637174590964,-0.10154896810949024,-0.10154896810949024,-0.13653596818436362,-0.409553785724281,0.48647884023623356,0.37323157110945643
Cdk1,0.0148762183641444,0.0076473021105033625,-0.1040242516104585,-0.07940886699507389,-0.3414453181430237,0.05859625510927049,-0.13770582420909133,-0.07940886699507389,-0.04953418793023765,-0.12737174321783507,0.006442567886272513,0.008067640473776309,0.22224638198073313,-0.1410513182704727,0.35342830195531644,0.33535112891162877,-0.13448628098795407,0.022354645618808566,-0.2531496364114823,0.008366308648954211,-0.010349045679598809,0.004599448281192848,0.12176798852014667,-0.19828288603751126,0.007597157509986246,0.07329192546583851,-0.1442471971290326,-0.22109986824581168,-0.10902609844730757,0.36292181156234504,-0.14341052438126997,-0.399282859331234,0.0031028678289016327,8.47178859557415e-4,0.22224638198073313,0.060189191043255916,0.3631412259214416,-0.025263029374270957,0.40920259585572805,-0.196172372806905,0.40983651612520705,0.3631412259214416,0.3260924047008344,-9.92465690366722e-4,0.25265017694356195,0.2548537890398247,0.26337135160294894,-0.35197480790228275,0.19229384070419747,0.19229384070419747,0.1051605739588068,-0.1763137698839145,-0.20641425924581008,0.22280867648569935,0.22280867648569935,0.2672299294384706,0.01730023572463038,0.014639646961127475,0.1
Cdh1,0.17774326809645508,0.18424082285324817,0.24676872181718573,0.2192622950819672,0.23598197005243032,-0.2825874008627811,0.22158930811601368,0.2192622950819672,0.2521867458281283,0.24263324573815778,0.15307757936228533,0.23286191967161868,-0.023838875421947323,0.2413106707598193,-0.3657524539581628,-0.27769795644968737,0.23581626734149222,0.0950542895103599,0.0398717032908655,-0.21609300580298804,-0.23062335647898086,-0.2590169041580682,-0.22631877990430627,0.16918483682041147,0.23896205854412028,-0.2022037422037422,0.25824602615938896,0.023918893477303402,0.24093071038391808,-0.26240119055815814,0.2564101537616411,0.3006234048247987,-0.2142218154900796,-0.21128441857544694,-0.023838875421947323,-0.1426964554418122,-0.26274620805358745,-0.08373541525460647,-0.3116473950757249,0.1516140013421506,-0.3099335486423555,-0.26274620805358745,-0.3382463789704103,-0.08303066186886529,-0.027119762158152753,-0.02629437362817017,-0.02780693910401032,0.24043580668876233,-0.019342375891468748,-0.019342375891468748,0.018647366340436212,-0.018337165632850715,-0.014374899516094783,-0.023452679141440547,-0.023452679141440547,-0.028152520576253726,0.14638074431536646,-0.22910858783781846,-0.22037593984962406
Cdc25C,0.013084762231852254,0.006320382561370649,-0.07940886699507389,-0.04285714285714286,-0.3417169615326822,0.05911483611472209,-0.13281658985230935,-0.04285714285714286,-0.02653061224489796,-0.10166666666666666,0.005817175203463561,0.006168842878585929,0.22109986824581168,-0.13448628098795407,0.35369850630471494,0.3343820081673861,-0.12176798852014667,0.02101613715000471,-0.23781798819392805,0.0034482758620689655,-0.007970105319556813,0.005408752501797697,0.09953488372093022,-0.19829894765571932,0.005753629087921592,0.04285714285714286,-0.12791567538990217,-0.21907544285663536,-0.086,0.3631412259214416,-0.12737174321783507,-0.3992742697097375,0.002926018954303562,0.0015920433377635203,0.22109986824581168,0.06148564310098351,0.3623398913978824,-0.02440169538325237,0.5089082781248563,-0.19693746178101895,0.4096410381211257,0.3623398913978824,0.326575553197946,-0.0020454975019602714,0.24903614620923484,0.23911958661360705,0.2548537890398247,-0.3527918629953911,0.19189970847999666,0.19189970847999666,0.10470688129146861,-0.1762601992047683,-0.2062638246219281,0.22224638198073313,0.22224638198073313,0.2494000086493509,0.015373385071212987,0.008366308648954211,0.06
Cdc25B,-0.12628631110512956,-0.13331446967458863,-0.14375,-0.1,-0.35353810778812955,0.22802324664229728,-0.18366067705462547,-0.1,-0.1391304347826087,-0.14634146341463414,-0.11762319936357828,-0.164440461472534,0.12316397102435928,-0.1888204656560944,0.4685518152037419,0.3574531294660971,-0.1718210361067504,-0.08441138001685392,-0.11164141414141415,0.12631578947368421,0.16343146969321018,0.18262698824983703,0.14358974358974358,-0.23119370359610053,-0.16715127055665757,0.1,-0.17801301766683356,-0.11998920476524082,-0.14368932038834953,0.47733717074820703,-0.17760989999280524,-0.4168722470636309,0.14923362327387096,0.15130276428389391,0.12316397102435928,0.2862613176937191,0.4736296358237751,0.07713473430047571,0.5259492218205174,-0.21703376305867045,0.5269508556281058,0.4736296358237751,0.44052474331206415,-0.025882318329750603,0.13171130329560346,0.11063425875123452,0.12709901646048563,-0.3765646600786917,0.1142935964131128,0.1142935964131128,0.04503463280426302,-0.07589664434324703,-0.09150945325423984,0.12467866312425453,0.12467866312425453,0.11382143975734796,-0.11262291713659053,0.1471157894736842,0.1
Cdc25A,-0.3334798522520014,-0.33244741784758725,-0.3256350509950724,-0.274468085106383,-0.3695666940035089,0.27047396537785084,-0.30655151430314026,-0.274468085106383,-0.3415814954276493,-0.3119868204283361,-0.29412308403428405,-0.3828126982400031,-0.14324814821057757,-0.3350893235807226,0.4908812683864672,0.38392722362782006,-0.31940250659358743,-0.22076449557578712,0.10791086030359265,0.3215898825654923,0.38013139606298035,0.4089604750341834,0.29592359655252737,-0.22013103695502045,-0.3907164395397943,0.2644444444444444,-0.34413166356215175,0.1439363822925887,-0.31801022304832716,0.49559486109990275,-0.34202986203522273,-0.43976582751251836,0.35524550539634925,0.35915558157662175,-0.14324814821057757,0.2037912329108445,0.49376004595705025,0.19830134616951967,0.34829910948565823,-0.35838778323171916,0.45047188828833507,0.49376004595705025,0.3637277399962773,0.04231603669867419,-0.16185267590792518,-0.17152867008424938,-0.17185624060290272,-0.29854016538787514,-0.10793807976564655,-0.10793807976564655,-0.14501541655939404,0.1474621918080699,0.1556258469461252,-0.14336434191061684,-0.14336434191061684,-0.18108944490817086,-0.2854846357853224,0.3570863134545254,0.2689320388349515
Cdc20,0.2097960020971878,0.21442355341185576,0.22991037131882203,0.17272727272727273,0.4121625856107577,-0.02943689688193311,0.2831970801750704,0.17272727272727273,0.22199312714776634,0.23539563062236094,0.19504270186261635,0.2539337783554368,-0.26055019648311534,0.29248587794355024,-0.42958127103234556,-0.13221864284332846,0.26746724440317754,0.14220591965037965,0.25884090070136584,-0.19792498004788509,-0.2517830589285757,-0.2788710271142948,-0.22987465181058497,0.29858141308392233,0.25844076373108305,-0.16842105263157894,0.2784034264391617,0.2562233719940634,0.22944237297568035,-0.43470655981262835,0.2775146871554946,0.4830492772214551,-0.23227133404592942,-0.23921209431977286,-0.26055019648311534,-0.3649689238744471,-0.43062260921150824,-0.13021701521733092,-0.49260976133400886,0.2909010901419096,-0.4919400907939725,-0.43062260921150824,-0.4020338533667802,0.10264360466054179,-0.27951132089225356,-0.2574466269997687,-0.27822757938072107,0.44542737343842054,-0.24235389535994406,-0.24235389535994406,-0.12597585130495842,0.21914085152802093,0.24484060688122025,-0.2629241911853012,-0.2629241911853012,-0.2657774250337286,0.18516379010863987,-0.22756486924456096,-0.17857142857142855
Casp9,-0.6648955292939335,-0.6816141235344495,-0.7,-0.6,-0.5844683399514513,0.026732640881596176,-0.8926916081127564,-0.6,-0.6,-0.7,-0.7573473658194502,-0.6879386001921902,0.5747936988421061,-0.8954415599311419,0.43926798004184386,0.35240064504391644,-0.7986411889596603,-0.6060725340484406,-0.8917420056164508,0.5,0.5869486664760267,0.7909275712369643,0.7,-0.5992514098720896,-0.6886277177598468,0.6,-0.7992667277726856,-0.5248159639452676,-0.7,0.2721301944927603,-0.7992340832934419,-0.38864528344572086,0.695074849779445,0.7858678267531332,0.5747936988421061,0.013182239753072342,0.26986147654404236,-0.08016048690001934,0.515540263431003,-0.16747748198789061,0.3936557968773481,0.26986147654404236,0.29767340827786826,-0.0067184947021533365,0.8467471782287495,0.8895233705362923,0.9766536248175586,0.34987197766129213,0.5820929419475586,0.5820929419475586,0.5689199546658028,-0.5817445250944586,-0.6228700645185118,0.6118542133257796,0.6118542133257796,0.8911690184520824,-0.6423235322537654,0.599099606077659,0.6
Casp8,-0.6659671942411435,-0.6823956908199904,-0.7,-0.6,-0.6013822234749947,0.026804780611905037,-0.8933276241806188,-0.6,-0.6,-0.7,-0.7602051912781517,-0.688284027044392,0.6879097906582292,-0.8957820184168664,0.4440185885194131,0.35459243300165844,-0.7987465726596161,-0.6109705720531788,-0.8930696805244974,0.5,0.5872519742753076,0.7912789599431479,0.7,-0.6255536112135763,-0.6889479857802726,0.6,-0.7993171148100726,-0.632799091997219,-0.7,0.2742698252079558,-0.7992879394748553,-0.3920946982348582,0.695265867848567,0.7865301801550382,0.6879097906582292,0.013501070032810416,0.27120243998165006,-0.08037204411505722,0.5228846960081996,-0.16876338013473596,0.3968790073566979,0.27120243998165006,0.2993874873795156,-0.007285491270616165,0.8540922340371836,0.8915367232908746,0.9805874959178063,0.3907089923439725,0.6029518957241964,0.6029518957241964,0.6920542668928641,-0.6072996351560167,-0.6474020646350699,0.7306063451347491,0.7306063451347491,0.992955383575775,-0.6442830011435209,0.5991299619358347,0.6
Casp3,-0.7445486870422411,-0.767976328258859,-0.7994224521718205,-0.7,-0.5903641216903247,0.025501260892838447,-0.9839272174289004,-0.7,-0.6996128720058069,-0.7992340832934419,-0.8335701030869369,-0.7776129084320769,0.6118542133257796,-0.9896975686594415,0.44095367291764803,0.3572208304015502,-0.8954415599311419,-0.6434968034711064,-0.9816864353597691,0.599099606077659,0.6759720525102824,0.8822056541126508,0.7986411889596603,-0.612334226643352,-0.7787287783604968,0.7,-0.8973369032112821,-0.5747936988421061,-0.7993016150152772,0.27135749168933165,-0.8972173205904561,-0.39150474461084234,0.7891603678818171,0.8742987929379753,0.6118542133257796,0.00938486145593416,0.2721301944927603,-0.08321307071340332,0.5213341080817113,-0.16597173013908206,0.396728712085057,0.2721301944927603,0.2974743435066988,-0.003296016706215625,0.9084598064810547,0.9766536248175586,0.95487824472928,0.3605564596115969,0.6047935662256912,0.6047935662256912,0.5921824373723806,-0.5958060944493248,-0.6396730782094397,0.6385017435255166,0.6385017435255166,0.9795992051467971,-0.7126484335322577,0.6974527625277962,0.7
Casp2,-0.3,-0.3,-0.3,-0.2,-0.49135135135135133,0.0125,-0.5,-0.2,-0.2,-0.3,-0.4,-0.3,0.7979030144167758,-0.5,0.38269230769230766,0.26284667713239146,-0.4,-0.3888888888888889,-0.5,0.1,0.2,0.4,0.3,-0.5865707913046373,-0.3,0.2,-0.4,-0.7,-0.3,0.24795918367346942,-0.4,-0.29207920792079206,0.3,0.4,0.7979030144167758,0.04353741496598639,0.18333333333333335,-0.05170068027210885,0.395,-0.1875609756097561,0.2923809523809524,0.18333333333333335,0.26619718309859153,-0.09416342412451362,0.7,0.5,0.6,0.4122968726910057,0.8884664568875096,0.8884664568875096,0.986557599571352,-0.8685682578952006,-0.875600663472049,0.891957269340596,0.891957269340596,0.5,-0.3,0.2,0.2
BIM,-0.39777158774373256,-0.4,-0.4,-0.3,-0.5593406593406594,0.022167487684729065,-0.6,-0.3,-0.3,-0.4,-0.49767103347889374,-0.4,0.8902494716115397,-0.6,0.43448300917964494,0.31531879072872676,-0.5,-0.46579713497985226,-0.6,0.2,0.3,0.5,0.4,-0.5582727227562909,-0.4,0.3,-0.5,-0.797153024911032,-0.4,0.27990479251810013,-0.5,-0.35653603727048505,0.4,0.5,0.8902494716115397,0.04167321545514079,0.2400728597449909,-0.06515752993068682,0.4695371385799085,-0.19423015463283919,0.3575425942047009,0.2400728597449909,0.30236213062300016,-0.06299214183346483,0.7984158415841585,0.6,0.7,0.43758200953723303,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7363863990109769,-0.8500085746917202,0.978205097602031,0.978205097602031,0.6,-0.396144578313253,0.3,0.3
BIK,-0.39777158774373256,-0.4,-0.4,-0.3,-0.5593406593406594,0.022167487684729065,-0.6,-0.3,-0.3,-0.4,-0.49767103347889374,-0.4,0.8902494716115397,-0.6,0.43448300917964494,0.31531879072872676,-0.5,-0.46579713497985226,-0.6,0.2,0.3,0.5,0.4,-0.5582727227562909,-0.4,0.3,-0.5,-0.797153024911032,-0.4,0.27990479251810013,-0.5,-0.35653603727048505,0.4,0.5,0.8902494716115397,0.04167321545514079,0.2400728597449909,-0.06515752993068682,0.4695371385799085,-0.19423015463283919,0.3575425942047009,0.2400728597449909,0.30236213062300016,-0.06299214183346483,0.7984158415841585,0.6,0.7,0.43758200953723303,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7363863990109769,-0.8500085746917202,0.978205097602031,0.978205097602031,0.6,-0.396144578313253,0.3,0.3
BID,-0.3963218390804598,-0.4,-0.4,-0.3,-0.5253930100842659,0.022552910052910054,-0.6,-0.3,-0.3,-0.4,-0.4952238805970149,-0.4,0.4830401240356602,-0.6,0.4079604210839564,0.29773244565835894,-0.5,-0.4500510308226168,-0.6,0.2,0.3,0.5,0.4,-0.5127379298383016,-0.4,0.3,-0.5,-0.3949685534591195,-0.4,0.2548544116999251,-0.5,-0.33825665859564163,0.4,0.5,0.4830401240356602,0.03358778625954199,0.22577639751552797,-0.06083653800503251,0.4501923076923077,-0.1700098674331803,0.34026666666666666,0.22577639751552797,0.2813456400291474,-0.03971143107247427,0.7967010309278351,0.6,0.7,0.3146085552865214,0.45133322249552743,0.45133322249552743,0.44242329227323623,-0.49765705810844485,-0.5206031679927896,0.5631643476381447,0.5631643476381447,0.6,-0.39336099585062245,0.3,0.3
BCLXL,0.39865206402695874,0.4,0.4,0.3,0.5701618624297274,-0.021498015873015874,0.6,0.3,0.3,0.4,0.4986359761295823,0.4,-0.8929475174268994,0.6,-0.44915888456549935,-0.3301662452591656,0.5,0.47228950359984834,0.6,-0.2,-0.3,-0.5,-0.4,0.5681088411942509,0.4,-0.3,0.5,0.7983402489626557,0.4,-0.30009933471552636,0.5,0.36833333333333335,-0.4,-0.5,-0.8929475174268994,-0.050518567039411086,-0.2529457364341085,0.07000713645819098,-0.4783375943131508,0.2192024665455569,-0.3691259448525498,-0.2529457364341085,-0.3187274725274725,0.09197330322650016,-0.7990883190883191,-0.6,-0.7,-0.457667111403087,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.8464793416064724,0.9578472743237196,-0.9827129758490741,-0.9827129758490741,-0.6,0.39767103347889377,-0.3,-0.3
BCL2,0.39865206402695874,0.4,0.4,0.3,0.5701618624297274,-0.021498015873015874,0.6,0.3,0.3,0.4,0.4986359761295823,0.4,-0.8929475174268994,0.6,-0.44915888456549935,-0.3301662452591656,0.5,0.47228950359984834,0.6,-0.2,-0.3,-0.5,-0.4,0.5681088411942509,0.4,-0.3,0.5,0.7983402489626557,0.4,-0.30009933471552636,0.5,0.36833333333333335,-0.4,-0.5,-0.8929475174268994,-0.050518567039411086,-0.2529457364341085,0.07000713645819098,-0.4783375943131508,0.2192024665455569,-0.3691259448525498,-0.2529457364341085,-0.3187274725274725,0.09197330322650016,-0.7990883190883191,-0.6,-0.7,-0.457667111403087,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.846490993607137,0.8578387527855875,-0.9827129758490741,-0.9827129758490741,-0.6,0.39767103347889377,-0.3,-0.3
