Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,Stress_Fibers,SNAI2,SNAI1,SMAC,Replication,Plk1_H,Plk1,pAPC,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_200,MCL_1,Mad2,LEF1,Lats1_2,IAPs,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
IAPs,0.661459382273039,0.680444893035279,0.5,0.4,0.579417998495994,-0.02197412216452729,-0.17586583712267076,0.8931153315946139,0.3,0.7528490539555334,0.586228709443262,-0.5746882357890427,-0.16189421493830142,-0.48163968718984196,-0.47144895001398124,-0.3774173603715397,0.5846575140110924,0.8919797502559366,-0.5,-0.586228709443262,-0.7906024248831102,0.5733284075831425,0.09834012115877619,0.6882508566710397,-0.4,0.5285484064996977,-0.35912949183347326,0.4,0.03511211928414103,0.3703905229040194,0.09287033792839403,-0.6937736619910119,-0.7850959727968241,0.0958640247113687,-0.5746882357890427,-0.016984626066293862,-0.35509239417935434,0.10657946749588194,-0.1629966624284806,-0.5266973114053787,0.15153338265944066,-0.4065765987812007,-0.3188246927207731,-0.31125546811366434,0.0022195813502210214,-0.9491377338304702,-0.8912017678737605,-0.9790618501782873,-0.3530548090222622,-0.5736610182600331,-0.5736610182600331,-0.5572028507936589,0.5701182717325007,0.6105266060880894,-0.6056176507354053,-0.6056176507354053,-0.8925957499382259,0.6349511828409732,-0.16343056465584538,-0.5980952380952381,-0.3,-0.24321044344680914
FoxM1,-0.10552568739390131,-0.11758082382769777,-0.15151515151515152,-0.13333333333333333,-0.28324194172736916,0.2309877551236179,0.1846564151343887,-0.16658807725705085,-0.1,-0.09269587857965467,-0.15627355152292172,0.07504710251847657,0.2626589241311167,0.5897636892579029,0.46385711116786094,0.3728762511164536,-0.051126822040071095,-0.06912724751538138,0.1480701754385965,0.15627355152292172,0.1801409694618433,-0.2480880112128166,-0.10070825340829452,-0.16191392433898136,0.13333333333333333,-0.0745929507496165,0.3638997753147738,-0.13333333333333333,0.13277358245789547,-0.3742793709224588,0.043304760127630244,0.14592945921304243,0.1401701063486979,0.04133631564524973,0.07504710251847657,0.2694132620256247,0.4654179350245375,0.04447380384238621,0.26595930315321653,0.3993437751110148,-0.17360642897639983,0.40889935703033,0.42866187282387075,0.4154342346194578,-0.009741791827439271,0.07884375130701739,0.06687429648894436,0.07590585252811737,-0.21444067903497888,0.07306795730914645,0.07306795730914645,0.0280520685356332,-0.025195781724864787,-0.033039117245063705,0.07441610743439295,0.07441610743439295,0.06768457685932527,-0.08748038914600184,0.2642116382058047,0.14928334701571952,0.1,0.25199229679912805
FocalAdhesions,0.04962575890075009,0.15895317168182493,0.9898734177215189,0.9,-0.3106814994523925,0.255630167231835,0.2052119547700281,0.030736468500443658,0.9,0.18988467732887704,0.06101094957828194,0.07420053637944295,0.2898124365547182,0.6061461369286958,0.4926523765997099,0.38978266491715113,0.00644315616222547,0.5207264957264958,-0.675,-0.06101094957828194,-0.06248660711410897,-0.27505917570944366,-0.10902780719834551,0.06146132929666694,-0.6,-0.06610270340516847,0.5952438339507149,0.9,0.1623103813388556,-0.39863521885796915,0.051213547765843546,-0.7506579332981654,-0.16919930668082733,0.049265542841518836,0.07420053637944295,0.30868833308659627,0.5876175273305058,0.0740868059252402,0.28649962602842183,0.42336248565533896,-0.20765184492860694,0.43479576640876294,0.5550444017282569,0.4496086306983001,-0.02636892608925761,0.0672964943553179,0.03683168316831683,0.05384660854145116,-0.24385517101455362,0.07837360798594813,0.07837360798594813,0.028896644711927304,-0.027680467966024323,-0.034893144956936364,0.07819808216007348,0.07819808216007348,0.03711711711711711,0.04334093599616251,0.28989377945200434,-0.723936170212766,-0.5,0.27872316278400316
f4N_DNA,0.2086818997397876,0.20009732387317364,0.15238095238095237,0.1,-0.2900709594754013,-0.02117135680004488,0.10109757826015564,-0.1262165671896021,0,0.18619978910199209,0.23225689704629762,0.24508129114172247,-0.23248219677390103,0.3224677679744298,0.20287373292754446,0.257147755399198,0.179505525804114,-0.26333968448081646,-0.15238095238095237,-0.23225689704629762,-0.22273923850838512,-0.17558162826719598,-0.07899455927702458,0.23206477600143288,-0.1,-0.24492458377056256,0.2958069061026948,0.1,-0.037515675258958193,-0.24597842634882255,0.011202290544603307,-0.19417708048802695,-0.20139564883794314,0.009859927576844183,0.24508129114172247,0.06565874056154705,0.297739456956309,-0.17858398143130239,-0.22994572203019953,0.3585780753976738,0.045555958713474905,0.33434230710715906,0.24134641446416288,0.15991950109417166,0.07950356484831941,0.27409169649446563,0.26505387083946025,0.2809373399766407,0.024696314019892526,0.2116522970055446,0.2116522970055446,0.17232454003209227,-0.20741548447834454,-0.23463311534848685,0.24508129114172247,0.24508129114172247,0.2743701615229734,0.19762338853139685,-0.23136516668180168,-0.18050595238095238,0,0.26071604287161965
Emi1,-0.3605593111885885,-0.36341089552311345,-0.33978494623655914,-0.2833333333333333,-0.3092380191666956,0.18959690999451398,0.197493815588541,-0.39589965543476635,-0.2,-0.32329777904323503,-0.4103447222549696,0.1079659921649613,0.24315811186089847,0.43722418897283505,0.4142053638335911,0.1483576747341981,-0.2385267403138806,-0.2036859688104428,0.3340305711987128,0.4103447222549696,0.44380406276140194,-0.22122365795730445,-0.1350887607228092,-0.4225265828744564,0.28181818181818186,-0.10515241304090502,0.41650213461896213,-0.2833333333333333,0.29960828811055756,-0.3218347940578681,-0.2221784453463871,0.38544957565688664,0.3927731023178593,-0.224127016047201,0.1079659921649613,0.24760113906085576,0.4165041157401975,0.2123278589292507,0.24562231036431653,0.3475768754832816,-0.35843291086057255,0.36447183916080717,0.37961310943857196,0.3759664195185723,-0.09961411343498067,0.11139778022647495,0.08946149592691607,0.10482107435221055,-0.13185697611031888,0.10062679598741697,0.10062679598741697,0.05891922812689424,-0.06010314814742044,-0.06925346657743692,0.10858782046318165,0.10858782046318165,0.09109877405831164,-0.30965278146295305,0.2445560887292888,0.36707329133820715,0.2,0.3225213147505307
Ect2,-0.1911864228817968,-0.17637605464041783,0,0,0.29201491675103564,0.018116083781747904,-0.1025564919043492,0.09252873563218392,0,-0.1809171243069548,-0.1948924731182796,-0.24375296782479589,0.22994572203019953,-0.3223429691085547,-0.20594521499992585,-0.2569918073936143,-0.17449077859552553,0.18095238095238095,0,0.1948924731182796,0.19487179487179487,0.17614567909446271,0.08165782004955333,-0.19556737588652484,0,0.23811519474516235,-0.299640915937414,0,-0.0672927256365574,0.2495617736497786,-0.007942420821071435,0.15238095238095237,0.18050595238095238,0.09477661241155695,-0.24375296782479589,-0.07074835471252101,-0.29991678887821954,0.17649304391833456,0.22836760014179366,-0.3617518158837878,-0.04214061764917884,-0.338139694325719,-0.24514241270327758,-0.1643669325746942,-0.07772967618187321,-0.2568115942028985,-0.18095238095238095,-0.23411027568922305,-0.020522273289332364,-0.21179638418968444,-0.21179638418968444,-0.17126184177137058,0.2076918241017502,0.23486940606692666,-0.24492458377056256,-0.24492458377056256,-0.1826086956521739,-0.18427865360734874,0.22857406951550324,0.1,0,-0.2649372075473925
Ecadherin_mRNA_H,-0.6505026717546699,-0.6706992680001241,-0.8,-0.7,0.29741569550552105,-0.24687890135333154,-0.1958379509830907,-0.48599669632866205,-0.6,-0.73474943361307,-0.578391509889381,-0.06526877372689086,-0.2834027475144206,-0.5791300173467778,-0.47806477625021504,-0.366404978760018,-0.3764066213533661,-0.667123287671233,0.7,0.578391509889381,0.5840914317174147,0.2602334814029807,0.10366509333195226,-0.5813374114902845,0.6,0.0530622009569378,-0.4827208108265224,-0.7,-0.15648374576106072,0.3834511502854902,-0.03931967496839518,0.7888577094324092,0.6759609362801459,-0.039552436097286654,-0.06526877372689086,-0.3096406143536771,-0.4658481687034575,-0.06834046272809488,-0.2698275862068965,-0.40488431700832306,0.19673473934233202,-0.41703360748066026,-0.4384463030693415,-0.43858777042459207,0.027057534002454857,-0.053443248871919466,-0.02,-0.036483516483516484,0.22296357925709404,-0.07397973739014267,-0.07397973739014267,-0.028866459231763016,0.028792173913647835,0.03515049130208597,-0.07298334891866969,-0.07298334891866969,-0.02,-0.6196523787388819,-0.2800656814449918,0.7954802259887005,0.5,-0.26929984333890894
Ecadherin_mRNA,-0.5689654615066015,-0.584003989030167,-0.7,-0.6,0.28708396965428623,-0.24322946075663468,-0.1936902675854073,-0.39591836734693875,-0.5,-0.6583621844985481,-0.4889478579635608,-0.0530622009569378,-0.2800656814449918,-0.541056622851365,-0.4603948355714248,-0.3418690080243453,-0.3342621686355701,-0.6,0.6,0.4889478579635608,0.4925652358176425,0.25319841232752904,0.09688709726122534,-0.49068550497121927,0.5,0.035789473684210524,-0.4658481687034575,-0.6,-0.15827628175870984,0.36563174586666214,-0.039552436097286654,0.7954802259887005,0.5874202898550724,-0.0417331214555421,-0.0530622009569378,-0.31259580977789064,-0.43225133075879346,-0.0788971271769749,-0.24482758620689654,-0.3819394790602656,0.19800314581557882,-0.3946753479214212,-0.4136328702335206,-0.42792207912978597,0.039308750278438935,-0.036279069767441864,0,-0.02,0.21520758797169098,-0.06711788926571449,-0.06711788926571449,-0.02580952380952381,0.02779030998074942,0.032990620490620494,-0.06526877372689086,-0.06526877372689086,0,-0.5474144183989386,-0.2698275862068965,0.7,0.4,-0.26358875711270513
Cytokinesis,-0.20251715144994203,-0.1919588767263074,-0.1,0,0.29111719153731114,0.019861261190819268,-0.10174383094009828,0.11620364729296129,0,-0.18488251724134558,-0.2179950586061862,-0.24492458377056256,0.23136516668180168,-0.3235378372325567,-0.20457605916305743,-0.25777440126613677,-0.17779876338640005,0.23330840189478935,0.1,0.2179950586061862,0.21229840324156374,0.1760142912236377,0.08017158642218097,-0.218532726410296,0,0.24375296782479589,-0.297739456956309,0,-0.0643685991913087,0.24786466506987698,-0.009859927576844183,0.18050595238095238,0.19401169950738914,-0.007942420821071435,-0.24492458377056256,-0.06753830152268618,-0.299640915937414,0.17808082177946025,0.22857406951550324,-0.36043057746927387,-0.04428802348419884,-0.3363898285178822,-0.24357330222290483,-0.16197191341119355,-0.0792059930813596,-0.26914249950987046,-0.23411027568922305,-0.26505387083946025,-0.023012672177252634,-0.21179397251718957,-0.21179397251718957,-0.17187408257270348,0.20753504233432257,0.23473575835360644,-0.24508129114172247,-0.24508129114172247,-0.2397193051329866,-0.19306331284549333,0.22994572203019953,0.15238095238095237,0,-0.2625127927365437
Cyto_C,-0.5758654101106517,-0.5896476899205357,-0.4,-0.3,-0.5553442103587499,0.02260766591509175,0.1616433744925365,-0.7976172747580045,-0.2,-0.669898004294556,-0.4932944375340688,0.519030148814998,0.1538263504997202,0.4533614478172997,0.4503542419760997,0.3502886113450528,-0.5382096827721013,-0.7972366148531952,0.4,0.4932944375340688,0.6957253206718164,-0.5427326283618248,-0.09298191382693485,-0.5943231760658858,0.3,-0.45904859049319074,0.3414228393573938,-0.3,-0.02791782940365508,-0.35120102416369714,-0.0862423334465701,0.5975757575757575,0.6925248756218905,-0.08836088683839549,0.519030148814998,0.017018486792242445,0.3325134691577011,-0.09638321154237077,0.15,0.5011439546466221,-0.13745242059800952,0.38490360470456425,0.3020387607592747,0.2967470915719566,0.004653568404366951,0.8713639445050181,0.7969754253308128,0.8895720502627672,0.32790788274310534,0.533862041418332,0.533862041418332,0.5178235415864888,-0.5379800537354255,-0.5765607704104948,0.5615343871293599,0.5615343871293599,0.7976261127596439,-0.5576760582220183,0.15403071017274472,0.5,0.2,0.22905293181643122
CyclinB,0.09304768878792918,0.0835089362557686,0.0514615690959777,0.036049382716049384,-0.29746517165538333,0.1912254945959579,0.1883564186883273,-0.11529545222633295,0.02,0.08046264689974002,0.09257030031626527,0.26548801536876854,0.15433225374534004,0.36270748269157005,0.33886086501562646,0.33890263156519207,0.0881148753362589,-0.2860196189729662,-0.05129101840378172,-0.09257030031626527,-0.07952571699015859,-0.23923280592822538,-0.05573940472741464,0.09055882499467652,-0.036049382716049384,-0.26549844824987123,0.33572544326288295,0.036049382716049384,-0.016766418324040418,-0.358572076697968,-0.15536441267710183,-0.07169405042113558,-0.07762993206714273,-0.1565679696344176,0.26548801536876854,0.15877474565053135,0.3378079433819586,-0.08846470663054755,0.15704647854696036,0.39145493969664474,-0.15959797179660276,0.3860547618376186,0.2997447115811992,0.2936292237830628,-0.009059203417539591,0.2922894873688796,0.28909885307745903,0.3004617910000159,-0.19220162819887984,0.23935448339469617,0.23935448339469617,0.15246637904432175,-0.22585662456414704,-0.2514169547269308,0.265060057913894,0.265060057913894,0.29937440081437416,0.0905077320169694,0.1554141655890446,-0.06303391086360867,-0.02,0.24385547007571287
CyclinA_mRNA,-0.4417128557235501,-0.4365254777440197,-0.36443051201671894,-0.2878787878787879,-0.2897258565713864,0.2792655100585306,0.18129337712427265,-0.43312238969859373,-0.2,-0.39291493305249,-0.4825959063795747,-0.05551431437535731,0.22088545364013146,0.46900728913950385,0.44324642668546754,0.24824701897505874,-0.2747482438606907,-0.11861896984704001,0.359435243008417,0.4825959063795747,0.5137283613311374,-0.1952458578576713,-0.11298404756317457,-0.49572750728990334,0.2862068965517241,0.059129617990660924,0.4523711862518378,-0.2878787878787879,0.3026498985914724,-0.374794889779244,-0.05972207646053709,0.44664208266497185,0.465118956730629,-0.06187227249083334,-0.05551431437535731,0.20459230199232975,0.45147526240866076,0.2271268412164223,0.22301929397128362,0.3675016419612924,-0.29701673548963875,0.3945264771976742,0.4023985171137344,0.4097550440686656,-0.05500017264190423,-0.06688048284878506,-0.0943778601002397,-0.0807357548370818,-0.10821071303978787,-0.03806916774275183,-0.03806916774275183,-0.0670218132713604,0.07392335055284391,0.07279629264516625,-0.05463880424246115,-0.05463880424246115,-0.10097063215530115,-0.3744416094910228,0.22230170877619923,0.4117350726506658,0.2,0.2796719379513446
CyclinA,-0.44639871543406384,-0.4455058810385383,-0.4209915979895696,-0.36443051201671894,-0.28888252231519496,0.27775678440086926,0.18052448125828152,-0.45309861731912715,-0.2878787878787879,-0.3951459412422669,-0.4961187275752768,-0.05463880424246115,0.21951364091241277,0.4714485909077455,0.44256459499515327,0.25010288458528585,-0.27264793259681275,-0.13451071169298032,0.4117350726506658,0.4961187275752768,0.5318786961047117,-0.19430140849818905,-0.11217202713945693,-0.5115503864618061,0.359435243008417,0.05551431437535731,0.4513119166690485,-0.36443051201671894,0.29944056313677564,-0.37401359781308785,-0.05794285324939856,0.46783757790031694,0.47703632351621994,-0.05972207646053709,-0.05463880424246115,0.2014764232871813,0.4523711862518378,0.12513279291984736,0.22230170877619923,0.36732037508418475,-0.2950139015401487,0.3939515720899641,0.4016357788426982,0.40793313600529685,-0.053130142722689275,-0.06191296167954715,-0.0807357548370818,-0.07101797563753676,-0.10756312408514954,-0.03871621442163576,-0.03871621442163576,-0.06763578314616514,0.07483493279602273,0.07358873371497586,-0.05502486220146433,-0.05502486220146433,-0.08737092541043312,-0.3746103093320744,0.22088545364013146,0.44664208266497185,0.2862068965517241,0.2776413938887798
CHK1,0.13780051520713354,0.1501431024134568,0.17532923617208077,0.15294117647058822,0.40104731116124787,-0.12034326479260452,-0.2143558227329126,0.2517334342294354,0.1,0.12947361335090551,0.18424146716225878,-0.22495750748811588,-0.28885484223497715,-0.41248805649394954,-0.3869733041032113,-0.3810163066999101,0.08837523201263271,0.22654798617641347,-0.1729411764705882,-0.18424146716225878,-0.21145656726879197,0.2675001103831432,0.0721115962698431,0.1900945465917119,-0.15294117647058822,0.22345991175206348,-0.38873724844395124,0.15294117647058822,-0.18313793377392906,0.3951308068174347,0.14766160133622944,-0.1771400691176787,-0.1734366786882464,0.14970243524140586,-0.22495750748811588,-0.08559737228965994,-0.3900560947869717,-0.08130197176479327,-0.2922604937230514,-0.5171654684499437,0.2025328813558637,-0.5320628566064683,-0.3606149878448479,-0.4424769582406853,0.021042766227477645,-0.24251119100226629,-0.22596347542302792,-0.242786413322199,0.21609254405002382,-0.2024668534132235,-0.2024668534132235,-0.11873291340220297,0.17420098715157845,0.19408592190480775,-0.22496947857587496,-0.22496947857587496,-0.233219923899943,0.12105186350095401,-0.2904644728481969,-0.17820433436532507,-0.1,-0.2808497607913818
Cdk1,0.0471916489284227,0.03759633083580947,0.011271783463107156,0.0032258064516129032,-0.2960851671035463,0.04025630233447573,0.16893562292173941,-0.14095458589515775,0,0.03724680190178477,0.040233872771554734,0.2454907497586687,0.1679522570224164,0.36362156339944257,0.33842266926064657,0.32460285867964195,0.05245865859767459,-0.2726053032363904,-0.011579028408653476,-0.040233872771554734,-0.02277215401648921,-0.21514473738398462,-0.05786398742043902,0.037008264375824676,-0.0032258064516129032,-0.24553462841954515,0.33772636591712624,0.0032258064516129032,0.02106399599184821,-0.3455304266773468,-0.13690239316440117,-0.023757877232429853,-0.027738809181209866,-0.13801948949845505,0.2454907497586687,0.03893267171308567,0.33958993362739726,-0.05410118599668442,0.17040778892401792,0.37921615287709864,-0.14451805777085597,0.3810009629797117,0.3096257206864167,0.2926726361520059,0.014787560888453921,0.273833616599224,0.27466139352804403,0.2837853925574058,-0.1539213890875536,0.216378844412115,0.216378844412115,0.14053124847121504,-0.20250233894369257,-0.22939866068529174,0.24510332899117476,0.24510332899117476,0.28585489254718766,0.04860488425770043,0.16893922867316186,-0.018329916683426473,0,0.2312188887958563
Cdh1,0.14133261922445356,0.15112923542654938,0.19518430884184307,0.18418430884184306,0.16768215854314822,-0.26065544839669796,-0.16316164083779655,0.23175401503482362,0.16363636363636364,0.12084963688977952,0.19641240777150676,-0.1049419236371834,-0.14681938008711332,-0.3670093030042353,-0.34382343409921035,-0.26189189777296523,0.06497335835652422,0.11798409293602205,-0.18653026427962488,-0.19641240777150676,-0.2281685222458,0.1669149613380493,0.05998336754005813,0.2053977618532298,-0.17957839262187086,0.10558064164152976,-0.23418934170440392,0.18418430884184306,-0.1649907816007018,0.24220939671246527,0.2333058937481219,-0.18368899450525866,-0.17965054468989516,0.23455001618307736,-0.1049419236371834,-0.1187408115984763,-0.2362634241205122,-0.0562030891696938,-0.14948738889106128,-0.2734026364927457,0.09290661303003812,-0.28317772940228914,-0.21462985404334706,-0.30034329923862096,-0.09323516704550103,-0.11726070112328654,-0.11424232404759356,-0.12047434705814006,0.03786000579244305,-0.08693932909657234,-0.08693932909657234,-0.063958500601104,0.05527160195684677,0.06632870107644806,-0.10403976925739189,-0.10403976925739189,-0.11889211999101283,0.11239244904911863,-0.1479007704588357,-0.1858988898260066,-0.16363636363636364,-0.23511282600815503
Cdc25C,0.043543047680234426,0.033232072466501006,0.0032258064516129032,0,-0.2972334965581112,0.041449090478579156,0.16953545446660429,-0.1368629920415874,0,0.03555173887275872,0.033637312451467595,0.24553462841954515,0.16893922867316186,0.36495823614122774,0.34007256022279775,0.32538268950775806,0.051149474783059576,-0.2547154228260219,-0.0032258064516129032,-0.033637312451467595,-0.018067617226554023,-0.21599131913568198,-0.05892998721910705,0.0311215149707935,0,-0.2445850975912578,0.33958993362739726,0,0.022799817356771158,-0.34735698903437856,-0.13801948949845505,-0.018329916683426473,-0.023791738098778353,-0.1397946440170808,0.24553462841954515,0.040505250807569955,0.3414909201126507,-0.05373857890626228,0.17230677702190944,0.48101248275017844,-0.14561455933223819,0.38305921998939807,0.31187483611995404,0.2945003566060295,0.014595848070202536,0.2709982968614079,0.2560865835118487,0.27466139352804403,-0.15514357560981218,0.21688585519800205,0.21688585519800205,0.14064888771718542,-0.20287999394179357,-0.22978434406611062,0.2454907497586687,0.2454907497586687,0.26481047353127174,0.045334986574106284,0.17040778892401792,-0.011579028408653476,0,0.2328589013089876
Cdc25B,-0.09835536467004372,-0.11113458580730659,-0.12631578947368421,-0.1,-0.28633714087132145,0.21164296074746192,0.18143456284726034,-0.1806213328400574,0,-0.08974417993503304,-0.14351936126204357,0.13648840891228559,0.2654382565546992,0.581721259108128,0.4586072369640382,0.3570832702241894,-0.053906313979300145,-0.11692061188705485,0.12631578947368421,0.14351936126204357,0.16435376862404347,-0.23741731132374352,-0.08587354388963778,-0.14748000567605973,0.1,-0.1334544206959855,0.4588329660471455,-0.1,0.13406749747787855,-0.36797997110475145,0.017163537743823586,0.13529822118338866,0.13057598324971614,0.014762936974707078,0.13648840891228559,0.26417284697392546,0.45908135676838047,0.04666012575542243,0.26873491270471783,0.4952332519881354,-0.16747746644695666,0.5032808591105646,0.42575354146052574,0.41179240000240325,-0.004287652696320412,0.14327204296644808,0.11612915851272014,0.13598284678746103,-0.19403252946695698,0.12589814958942663,0.12589814958942663,0.0703171611495711,-0.08568064991987205,-0.09971877097746289,0.13708334184820212,0.13708334184820212,0.11853605155923144,-0.08478783087420863,0.26722870873683247,0.13663324979114452,0,0.2488991541353321
Cdc25A,-0.302975680434884,-0.3072545998076085,-0.3133484162895928,-0.2692307692307693,-0.1820753359270299,0.2521540052245063,0.19308679870501871,-0.30355830106337206,-0.2,-0.2653344129375327,-0.35628510354751636,-0.09680009634718331,0.2959819025796499,0.4793722174401688,0.4480794517523227,0.35853297239308585,-0.19252176911993737,0.07149951295241762,0.3058666666666666,0.35628510354751636,0.3877683225635452,-0.19284074183387667,-0.10341373780006771,-0.36782000475867793,0.26666666666666666,0.09733836379882335,0.46139992642960265,-0.2692307692307693,0.2571005932121924,-0.37026685144539134,-0.12279154895048738,0.33484982962679277,0.3354895685945447,-0.12462376172016043,-0.09680009634718331,0.18261608144746208,0.4626193832949078,0.17295353618255455,0.29893017994804427,0.24357170055549968,-0.30226826722554645,0.39812650038963276,0.4298655064306403,0.3186040840105001,0.05911974963392499,-0.11016179663500654,-0.1268458226879623,-0.12071491485306504,-0.09674439847395651,-0.06975792671044234,-0.06975792671044234,-0.09061251114612942,0.10718511569326368,0.11062672754684884,-0.09744828051737366,-0.09744828051737366,-0.13581699045454654,-0.2559836695152544,0.29740205172742523,0.326283954297069,0.2,0.2662715926907376
Cdc20,0.15355460139299054,0.16351279478448671,0.17450171821305843,0.14666666666666667,0.3263840633004128,0.0014085843502153676,-0.049536390959443594,0.24473463588364308,0.1,0.14061904421517696,0.20108026423615422,-0.221584362798527,-0.17787020771276504,-0.40416315991741925,-0.382405460550761,-0.1063201803529461,0.09245019408516379,0.22445814473441789,-0.1713978494623656,-0.20108026423615422,-0.22811787195229308,0.21159478023035422,0.2471747597586555,0.20759431390725328,-0.14666666666666667,0.21923865305377851,-0.3836045279631023,0.14666666666666667,-0.17262660869706553,0.35897329712400927,0.21779255039509393,-0.18785529647093802,-0.18788750934620058,0.2194738352909312,-0.221584362798527,-0.31983975574404105,-0.3838527169625775,-0.08316827779838447,-0.18015205404862475,-0.4346893729895321,0.19835027394865162,-0.43612040559082715,-0.3507278421412027,-0.3408237106330479,0.052001069440855176,-0.2377866319168313,-0.22315090282313227,-0.23817178221394536,0.2716482026117218,-0.20192370435454934,-0.20192370435454934,-0.10015479859858137,0.19024328644976968,0.20898065375032226,-0.22222784663282477,-0.22222784663282477,-0.2310688809564517,0.1321798197553896,-0.17911290785531345,-0.18322779400950054,-0.1,-0.37196158176950217
Casp9,-0.6576835919288336,-0.6780364700901378,-0.5,-0.4,-0.5636703194386941,0.020577412589048376,0.1612996410181843,-0.8918736850144148,-0.3,-0.7484180579334686,-0.5843345486644734,0.5615343871293599,0.15204565696644934,0.46760212043947524,0.4550611046948438,0.3607624639077248,-0.5738687402095093,-0.890493927694048,0.5,0.5843345486644734,0.7892357061218525,-0.554708981434906,-0.09328981208664035,-0.6866342545691874,0.4,-0.519030148814998,0.3445467146902953,-0.4,-0.034419630910369786,-0.3552538789117496,-0.08308367436391248,0.6927506671053113,0.7831151609627749,-0.0862423334465701,0.5615343871293599,0.010337680853748275,0.3414228393573938,-0.10230089717872884,0.15403071017274472,0.5102232012499226,-0.13436970781075674,0.3911135218013889,0.3063210123078877,0.2963687505768791,0.010309142145047074,0.8424218554318603,0.8895720502627672,0.9759670662587261,0.3351544142265632,0.5573011697935096,0.5573011697935096,0.540769381987262,-0.5515916591930106,-0.5934903793490423,0.5898170475934458,0.5898170475934458,0.8912017678737605,-0.6291236677505874,0.1538263504997202,0.5975757575757575,0.3,0.22748014694141325
Casp8,-0.6590596696316383,-0.6790290119399347,-0.5,-0.4,-0.5794700156371786,0.020646128336485672,0.16224974703849862,-0.8926063362885163,-0.3,-0.7520430800960424,-0.5847065019975939,0.6744894468740297,0.15235028179146878,0.46966059231421686,0.45912315906549833,0.3626591924263985,-0.5795683161733114,-0.8921923360207703,0.5,0.5847065019975939,0.7896709105758002,-0.5765359238940974,-0.09361461807588414,-0.6870369266651644,0.4,-0.6270490232200138,0.3466490093112498,-0.4,-0.03443743724679234,-0.3573684979911075,-0.08356883294730427,0.6930615364414112,0.7839477326884448,-0.0865070619928809,0.6744894468740297,0.010649952146327343,0.3427228300323557,-0.10248896281581563,0.15403071017274472,0.5170328693677181,-0.13545085262735262,0.3937653858378197,0.30732094075579314,0.2979712736694783,0.009890820551164883,0.8499909624221542,0.8915694532787031,0.9799485702066478,0.3637178658310249,0.5769707133825505,0.5769707133825505,0.6624904398090745,-0.5749546704172068,-0.6164814809098467,0.7077920582411572,0.7077920582411572,0.9929768937504176,-0.6316080006276511,0.1539626829618604,0.5976539589442815,0.3,0.22891877162394114
Casp3,-0.7322200626299441,-0.760852699207083,-0.5980000000000001,-0.5,-0.5673567382830077,0.018392452535878245,0.1606061267535723,-0.9813335005611868,-0.4,-0.8188458360502686,-0.6703354443205416,0.5898170475934458,0.1502722544918798,0.473570129814748,0.4562102003708849,0.36518955835145817,-0.6023049673479168,-0.9780071872788335,0.5975757575757575,0.6703354443205416,0.878298121392174,-0.5609818268576986,-0.09245081584503981,-0.7742980765746734,0.5,-0.5615343871293599,0.3442857436031447,-0.5,-0.03916467448418581,-0.35567509097606426,-0.08078979973195952,0.7836155434005111,0.8685195893405426,-0.08308367436391248,0.5898170475934458,0.00577235089574816,0.3445467146902953,-0.1056829887078153,0.1538263504997202,0.5137561247106728,-0.1317292224005058,0.39215104917645455,0.3065060215583503,0.2947768637159317,0.013459461328951209,0.8974847449925665,0.9759670662587261,0.9512414269345465,0.34063346120189275,0.5720599862495802,0.5720599862495802,0.5555462902512847,-0.5598715047999397,-0.6038352701359175,0.6079719204259183,0.6079719204259183,0.9790618501782873,-0.6917918382170338,0.15204565696644934,0.6927506671053113,0.4,0.22531037271784826
Casp2,-0.3,-0.3,-0.1,0,-0.49005328596802844,0.0125,0.18698412698412697,-0.5,0,-0.4,-0.2,0.7979030144167758,0.14666666666666667,0.3,0.3855855855855856,0.2631388745482705,-0.38857142857142857,-0.5,0.1,0.2,0.4,-0.5847071052953405,-0.0641025641025641,-0.3,0,-0.7,0.2822222222222222,0,-0.014285714285714285,-0.2845161290322581,-0.09333333333333334,0.3,0.4,-0.06,0.7979030144167758,0.04583333333333333,0.2,-0.05641025641025641,0,0.395,-0.17995391705069125,0.2925233644859813,0.2,0.26937799043062205,-0.08896797153024912,0.7,0.5,0.6,0.4109510606163071,0.888532564184738,0.888532564184738,0.9866414149156716,-0.8676535313686756,-0.8748629744255206,0.8919836655451517,0.8919836655451517,0.5,-0.3,0.1,0.2,0,0.23038763892653832
