Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,Stress_Fibers,SNAI2,SNAI1,SMAC,Replication,Plk1_H,Plk1,pAPC,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_200,MCL_1,Mad2,LEF1,Lats1_2,IAPs,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
SNAI1,0.8999252760058937,0.8999698010645124,0.7,0.6,-0.2951934523809524,0.25821847643881546,0.21198333470835742,1,0.5,0.8998832226509498,0.8999854524294444,0.036279069767441864,0.3011965811965812,0.49154228855721394,0.4565129038813249,0.3212145641974493,0.8990680373651042,0.7,-0.7,-0.8999854519003454,-0.9999910164847504,-0.2634965034965035,-0.08657513348588863,0.8999876226134852,-0.6,-0.02,0.5738735704952922,0.6,0.17528957528957528,-0.35018753781004236,0.06993177387914229,-0.9,-0.9999798478512771,0.07870370370370369,0.036279069767441864,0.3755020626501655,0.4925133689839572,0.13437543493389006,0.2,0.3592592592592593,-0.23351254480286734,0.3701912666907254,0.4875,0.4445622874417433,-0.07860072745402422,0.02,0,0,-0.2350389863547758,0.05674511950374019,0.05674511950374019,0.016731361263552402,-0.022221583726008503,-0.024798176424983987,0.053640180878552976,0.053640180878552976,0,0.8998503149056882,0.258974358974359,-0.8,-0.5,0.27193867335884037
SMAC,-0.5785485698112185,-0.5910216914798675,-0.4,-0.3,-0.569934940422921,0.02383880964535904,0.17609946898560674,-0.79813302217036175,-0.2,-0.67305716442913055,-0.4943078520648614,0.5285484064996977,0.16343056465584538,0.4651053831969013,0.465524645696574,0.36554257515488187,-0.5473346318886927,-0.7978349120433018,0.4,0.4943078520648614,0.6963810732670475,-0.5601908365061672,-0.0975747863247863,-0.5951714326115878,0.3,-0.5645058533082083,0.35509239417935434,-0.3,-0.02859791276993452,-0.36527372953843545,-0.0958640247113687,0.5980952380952381,0.6935831213219232,-0.09784958427815571,0.5285484064996977,0.023777534498650728,0.34391696404589234,-0.0999801166123623,0.15721153846153846,0.5159219129503088,-0.15474876261297757,0.3991204777237072,0.31290632537383434,0.31086902442158815,-0.008712426489498914,0.8750712586560754,0.7976261127596439,0.8912017678737605,0.3454207452417527,0.5479529319335579,0.5479529319335579,0.5323005669806279,-0.5551055490861903,-0.5918919197412259,0.5746882357890427,0.5746882357890427,0.7981220657276995,-0.5620902202741282,0.1629966624284806,0.5,0.2,0.24441887662097178
Replication,0.014534202124827117,0.017753072085886223,0.01111111111111111,0,0.33150147090343907,-0.0322920713911475,0.0819508324888755,-0.02555240828717655,0,0.01119627196866882,0.022739801517841832,0.04786446531826899,-0.05655234363968421,-0.3146695237598055,-0.34378954345797935,-0.2456721801632956,0.00532175497571261,-0.05440559607226274,-0.01111111111111111,-0.022739801517841832,-0.022648434042624826,0.023160541101385657,-0.006992974207824802,0.022953950190792296,0,-0.04879951926368892,-0.15180264577900607,0,0.196862083959721,0.06947284794889727,0.09933892513954805,-0.02122642816938059,-0.018902668378257874,0.10028997976128569,0.04786446531826899,-0.019270949123098978,-0.15142920263320175,-0.0031772641743557976,0.042163127600589226,-0.2546966738333949,0.16421284245522566,0.00923051230373487,0.12079645459883533,-0.21503368680033552,0.0685161630639713,0.0553808431527897,0.0545875557478933,0.05814939573357435,0.13929270477092356,0.035501448283928976,0.035501448283928976,0.05592996260297426,-0.05167655352324234,-0.05555020402385541,0.04778471819515678,0.04778471819515678,0.05641058958051805,0.012141612552543654,0.04270224002873732,-0.02031356509884117,0,0.10445678855827405
Plk1_H,0.2672118765593216,0.26283778015606224,0.17142857142857143,0.1,-0.2117910140670428,-0.061851003056852386,-0.14838999067842354,0.29566512654424837,0,0.260946620824835,0.2901936043507828,-0.3332830051357243,-0.02717572822153288,0.46095706824525723,0.3286556024784194,0.3269536930969323,0.21812680254466565,0.3203527815468114,-0.17142857142857143,-0.2901936043507828,-0.3152822467402057,0.03456115496652161,-0.13104425494675354,0.2955762541661256,-0.1,0.3249913238345598,0.21522006914514819,0.1,-0.3114194230992217,-0.21940139008450726,0.3276885889181341,-0.25975151979354266,-0.2846522863698669,0.3260431167942094,-0.3332830051357243,-0.12763433962134665,0.2202901021018337,-0.20966221464039675,-0.022624099384322697,0.16069410097858863,0.16727782317151144,0.22781038538151016,0.05915945982249784,0.053962082180296723,0.18593219563275343,-0.3537998123695126,-0.3194722842855623,-0.34902714970999293,-0.06828720660041038,-0.3088858675681655,-0.3088858675681655,-0.30295235210567195,0.3121925702842084,0.33956271175778896,-0.33866618962130024,-0.33866618962130024,-0.32791955992424926,0.2489626975493009,-0.02557050858371519,-0.2236673773987207,0,0.07153837224302459
Plk1,0.2583628781074433,0.2616747558399002,0.2180478821362799,0.16666666666666666,-0.09523588338338404,-0.06018797276568626,-0.12415318646598592,0.30706743364385697,0.1,0.2510483212580618,0.2937849557601755,-0.310616976327093,-0.07401582136958451,0.32667663473842407,0.09330473302484625,0.2985168198980705,0.1957316525912784,0.33265046876806553,-0.21579961464354525,-0.2937849557601755,-0.32495132517118425,0.03551688959666295,-0.10591451235077454,0.3016657943340937,-0.16666666666666666,0.30593409047526265,0.09425050252177199,0.16666666666666666,-0.20072899526864188,-0.19935799030609702,0.10876656761548516,-0.2728961751504238,-0.2879293876615523,0.10842587555660677,-0.310616976327093,-0.13453601483660918,0.09684692742456143,-0.18537995581499578,-0.072199730451449,0.13278886997615624,0.15572447739015127,0.12348771596886612,0.05979926158351084,0.03844884671689551,0.164561017155163,-0.3397530295342054,-0.3308073051774298,-0.34614987077509746,-0.04609531204276214,-0.2898599381168355,-0.2898599381168355,-0.2842099384329908,0.2874841017321238,0.3157063640019169,-0.3134676940810625,-0.3134676940810625,-0.3431859351559334,0.23569025018388037,-0.07351358101254049,-0.24926227225751227,-0.1,0.04033586181220869
pAPC,0.30146966641968354,0.30726022620579607,0.30863650743435617,0.2655172413793103,0.31797663559203854,-0.1502138261164776,-0.06621878225124216,0.36665181043535167,0.2,0.27328970027902816,0.3511867413068367,-0.22190779087994067,-0.2441762043891557,-0.4215805703262996,-0.3987948619102758,-0.07844052669791335,0.20737598315567865,0.22067428885968604,-0.30197935640558593,-0.3511867413068367,-0.3849288062380461,0.23976843686191168,0.2647556962862728,0.3619518300576103,-0.26296296296296295,0.21923211034927353,-0.4019954037376623,0.2655172413793103,-0.27594316352398973,0.3863637871482745,0.21573886499843198,-0.3332514815772606,-0.33574199039035285,0.21756668770679247,-0.22190779087994067,-0.3431689821450737,-0.40207573665110335,-0.19027597191399023,-0.24652463536174146,-0.4471094687235054,0.21679798584289461,-0.4526322848478486,-0.36429860463048686,-0.3588608520501891,0.1581301800397909,-0.2347819855056387,-0.216846677575544,-0.23288095984437557,0.2848987152274778,-0.2046387582689238,-0.2046387582689238,-0.10054059072743263,0.18588081615674784,0.20169846547019815,-0.22260717406052274,-0.22260717406052274,-0.22365639740769824,0.2616047961540183,-0.24550018382989647,-0.3229261019677161,-0.2,-0.3992809880832964
N_bcatenin_H,0.9999759166716841,0.9,0.6,0.5,-0.2532200357781753,0.23279352226720648,0.1988343341575415,0.8,0.4,0.9999624272027052,0.9,0.02,0.26595744680851063,0.4,0.3883720930232558,0.2635042735042735,0.7995745512409534,0.6,-0.6,-0.9,-0.9,-0.23306055646481177,-0.06424242424242424,0.9,-0.5,0,0.49420289855072463,0.5,0.15294117647058822,-0.28695652173913044,0.09398496240601503,-0.8,-0.9,0.09473684210526316,0.02,0.34345570239843365,0.4,0.15151515151515152,0.1,0.28956521739130436,-0.21818181818181817,0.29509202453987726,0.4,0.384,-0.10400000000000001,0,0,0,-0.21644535240040855,0.03884057971014493,0.03884057971014493,0.0075,-0.014021164021164021,-0.015276828434723172,0.03683168316831683,0.03683168316831683,0,0.9999518130345741,0.2,-0.7,-0.4,0.23853249475890986
N_bcatenin,0.8999832369457715,0.9,0.6,0.5,-0.2608187134502924,0.2424731182795699,0.21041666666666664,0.7,0.4,0.9999738476626348,0.8,0.02,0.2737704918032787,0.4,0.3916317991631799,0.26854990583804145,0.7996173803223863,0.6,-0.6,-0.8,-0.8,-0.24171220400728596,-0.06476190476190476,0.8,-0.5,0,0.495808383233533,0.5,0.16363636363636364,-0.29,0.11212121212121214,-0.8,-0.9,0.11666666666666667,0.02,0.35245689655172413,0.4,0.1696969696969697,0.1,0.29240506329113924,-0.23017429193899783,0.2962264150943396,0.4,0.3886792452830189,-0.11914529914529914,0,0,0,-0.22857142857142856,0.03914893617021277,0.03914893617021277,0.005454545454545454,-0.012463157894736841,-0.01341130604288499,0.03746031746031746,0.03746031746031746,0,0.8999664767013075,0.2,-0.7,-0.4,0.24677054536315657
Mst1_2,-0.03666565992147387,-0.145531914893617,-0.9,-0.8,0.3062556882967235,-0.255317185085042,-0.204976594948742,-0.028695652173913046,-0.7,-0.17675055641157336,-0.04858376511226252,-0.06610270340516847,-0.28989377945200434,-0.584081478877865,-0.4845251681191446,-0.3749396582568276,0.0044757426472983395,-0.525,0.6,0.04858376511226252,0.050187924830067975,0.27228421682642584,0.10615080703671628,-0.04878787878787879,0.6,0.0532751171982719,-0.5876175273305058,-0.8,-0.16694639851286305,0.39014231954410283,-0.049265542841518836,0.723936170212766,0.15643463638439659,-0.04938035340409059,-0.06610270340516847,-0.3138337776530068,-0.5700508834480724,-0.08156228480290242,-0.2757142857142857,-0.4117481633678115,0.21023608735284935,-0.42345873041767446,-0.5434558086324357,-0.44643998823210956,0.034323471543803066,-0.05366013071895426,-0.02,-0.03683168316831683,0.24002331513808808,-0.0753865606690039,-0.0753865606690039,-0.027781613843841126,0.028080352057591983,0.034339740606147806,-0.07420053637944295,-0.07420053637944295,-0.02,-0.030208887978701617,-0.28649962602842183,0.675,0.5,-0.2778957322844436
miR_34,-0.8999743671900031,-0.8,-0.6,-0.5,0.2516260162601626,-0.230718954248366,-0.19640062597809077,-1,-0.4,-0.899959935897436,-0.9,-0.02,-0.2644444444444444,-0.4,-0.3876543209876543,-0.2624031007751938,-0.8995729613514231,-0.6,0.6,0.9,0.9,0.2311111111111111,0.0641025641025641,-0.8,0.5,0,-0.49389978213507624,-0.5,-0.15,0.2863636363636364,-0.09047619047619046,0.8,0.9,-0.08888888888888888,-0.02,-0.3421955403087479,-0.4,-0.14772036474164132,-0.1,-0.28888888888888886,0.21553509781357882,-0.29493670886075946,-0.4,-0.3828571428571429,0.10120481927710842,0,0,0,0.21348837209302327,-0.03875,-0.03875,-0.008108108108108109,0.014358974358974357,0.015692307692307693,-0.03666666666666667,-0.03666666666666667,0,-0.8999486587087665,-0.2,0.7,0.4,-0.23678804855275443
miR_200,-0.9999882601549659,-1,-0.6,-0.5,0.26218487394957984,-0.24324699352451437,-0.2116091438816674,-0.8,-0.4,-0.899981666093732,-0.9,-0.02,-0.2748031496062992,-0.4,-0.39236641221374047,-0.26953610712577714,-0.9997434894322845,-0.6,0.6,0.9,1,0.24339972209356184,0.06467661691542288,-1,0.5,0,-0.49665871121718375,-0.5,-0.1619047619047619,0.2904,-0.11529066927210552,0.8,0.9,-0.11304347826086955,-0.02,-0.3584170315048502,-0.4,-0.17310371517027862,-0.1,-0.2925,0.23270925110132162,-0.2965811965811966,-0.4,-0.38974358974358975,0.12110404025455086,0,0,0,0.23096045197740117,-0.03910112359550562,-0.03910112359550562,-0.0057692307692307696,0.012119262119262118,0.013082437275985664,-0.03735537190082645,-0.03735537190082645,0,-0.8999764934034614,-0.2,0.7,0.4,-0.24763014763014762
MCL_1,0.39888965995836223,0.4,0.2,0.1,0.5717027435187516,-0.020391649134164105,-0.22222696863296804,0.6,0,0.49893190921228303,0.3,-0.8941176115474473,-0.18413186813186813,-0.39126365054602186,-0.4611736285242493,-0.3367211230369125,0.4739121905892677,0.6,-0.2,-0.3,-0.5,0.5671712830930709,0.08978484202364798,0.4,-0.1,0.7986754966887417,-0.35300943171910915,0.1,0.01998519615099926,0.35751806036615535,0.12170155200826424,-0.4,-0.5,0.09944954128440367,-0.8941176115474473,-0.05641425969294821,-0.28702702702702704,0.08055520715748986,-0.1,-0.48201821149723684,0.21381188770594325,-0.3736564731988073,-0.2798994974874372,-0.3301834648553258,0.09358525413711584,-0.7992982456140351,-0.6,-0.7,-0.4677446226975638,-0.9791498545165555,-0.9791498545165555,-0.9759792147038162,0.9491354829704622,0.9599958478636423,-0.9847052140753483,-0.9847052140753483,-0.6,0.3980173482032218,-0.15428571428571428,-0.3,0,-0.28009774418550404
Mad2,-0.15942338096747005,-0.17034691412640596,-0.14666666666666667,-0.1,-0.3283597458356341,-1.2622017579666314e-4,0.05023267602643876,-0.26492655077298094,0,-0.1545425129766984,-0.2029453653464608,0.3420559590153133,0.17912102271611463,0.40024961131468845,0.382531167607195,0.10350329783077869,-0.09763345316664103,-0.3276483624722975,0.14666666666666667,0.2029453653464608,0.23520614164015902,-0.3149244660922985,-0.24759260418276746,-0.2097255537933504,0.1,-0.33538840511592555,0.38395105923444256,-0.1,0.1758075261719981,-0.3589788927781622,-0.21949013443869064,0.19007693945199647,0.1978062261281639,-0.2212345659809687,0.3420559590153133,0.32299757847876387,0.3816098819154992,0.08556102732584253,0.1800363741664079,0.43425403257857936,-0.20036691027805498,0.4357268756639197,0.3504130332619233,0.34219598816665664,-0.15433886028989754,0.3640686893110042,0.32736168032786883,0.3589183126719028,-0.16902027412450207,0.3199062114315644,0.3199062114315644,0.3364025093000278,-0.206792936817657,-0.23672097897663424,0.3453234453454755,0.3453234453454755,0.33514873140857393,-0.1391439915796556,0.18015205404862475,0.17450171821305843,0,0.3736890147003299
LEF1,0.9999716482971259,0.9,0.6,0.5,-0.25083333333333335,0.23001658374792702,0.19555555555555557,0.8,0.4,0.9999557497649206,0.9,0.02,0.2636363636363636,0.4,0.38722044728434507,0.2619047619047619,0.7995283364079468,0.6,-0.6,-0.9,-0.9,-0.2303030303030303,-0.0641025641025641,0.9,-0.5,0,0.4934883720930232,0.5,0.15,-0.28604651162790695,0.08888888888888888,-0.8,-0.9,0.08888888888888888,0.02,0.3399767711962834,0.4,0.14596273291925463,0.1,0.28867924528301886,-0.21428571428571427,0.29473684210526313,0.4,0.3822660098522167,-0.1,0,0,0,-0.2123809523809524,0.03875,0.03875,0.008108108108108109,-0.01451048951048951,-0.01585557299843014,0.03666666666666667,0.03666666666666667,0,0.8999432583871197,0.2,-0.7,-0.4,0.23614800759013282
Lats1_2,-0.04962575890075009,-0.15895317168182493,-0.9898734177215189,-0.9,0.3106814994523925,-0.255630167231835,-0.2052119547700281,-0.030736468500443658,-0.8,-0.18988467732887704,-0.06101094957828194,-0.07420053637944295,-0.2898124365547182,-0.6061461369286958,-0.4926523765997099,-0.38978266491715113,-0.00644315616222547,-0.5207264957264958,0.675,0.06101094957828194,0.06248660711410897,0.27505917570944366,0.10902780719834551,-0.06146132929666694,0.6,0.06610270340516847,-0.5952438339507149,-0.9,-0.1623103813388556,0.39863521885796915,-0.051213547765843546,0.7506579332981654,0.16919930668082733,-0.049265542841518836,-0.07420053637944295,-0.30868833308659627,-0.5876175273305058,-0.0740868059252402,-0.28649962602842183,-0.42336248565533896,0.20765184492860694,-0.43479576640876294,-0.5550444017282569,-0.4496086306983001,0.02636892608925761,-0.0672964943553179,-0.03683168316831683,-0.05384660854145116,0.24385517101455362,-0.07837360798594813,-0.07837360798594813,-0.028896644711927304,0.027680467966024323,0.034893144956936364,-0.07819808216007348,-0.07819808216007348,-0.03711711711711711,-0.04334093599616251,-0.28989377945200434,0.723936170212766,0.6,-0.27872316278400316
