1	4	80	-1.031658	6.108333	6.298625	6.744229	6.632327	6.245165	0.350925	-1.954761	-2.245096	8.451354	7.702504	2.805047	4.844348	-14.449607	1.882346	5.902146	0.916912	1.598613	6.312371	9.296018	8.338196	-0.513279	-8.181665	-9.488815	-16.756253	-18.820843	-27.449028	3.883430	-3.667302	6.665868	-4.337091
1	4	2	-6.965698	1.242620	1.302385	6.744460	6.632327	6.245165	0.324118	-1.956117	-5.156609	8.495601	7.702524	2.804549	4.844429	-14.449607	1.881942	5.902146	0.916912	1.598613	6.312371	9.296018	8.338196	-0.513279	-8.181665	-9.488810	-16.756281	-19.946165	-27.449028	3.883430	-3.667329	6.665868	-4.337091
1	4	16	-1.031658	6.108333	6.298625	6.744229	6.632327	6.245165	0.350925	-1.954761	-2.245096	8.451354	7.702504	2.805047	4.844348	5.413574	-4.062140	5.902146	4.777385	6.869190	-0.549897	-16.266890	-10.796830	6.253306	5.724280	6.255412	11.296700	9.334906	9.662272	8.021904	7.718083	1.318529	4.119088
1	4	2	-6.965698	1.242620	1.302385	6.744460	6.632327	6.245165	0.324118	-1.956117	-5.156609	8.495601	7.702524	2.804549	4.844429	5.413574	-4.062543	5.902146	4.777385	6.869190	-0.549897	-16.266890	-10.796830	6.253306	5.724280	6.255412	11.296700	9.334906	9.662272	8.021904	7.718083	1.318529	4.119088
2	2	95	-7.074783	2.808024	5.213657	6.775326	8.333336	7.487281	3.256169	5.836341	-8.659822	2.200386	7.002912	4.471829	6.808649	-15.425775	0.300469	9.426142	1.385621	3.205904	6.948934	10.085078	6.562293	-1.032378	-10.570604	-6.487462	-17.318673	-20.448763	-15.307348	-4.996458	-5.240713	7.365468	-12.108478
2	2	5	-7.074783	2.808024	5.213657	6.775326	8.333336	7.487281	3.256169	5.836341	-8.659822	2.200386	7.002912	4.471829	6.808649	3.632112	-2.281623	9.426142	7.474702	8.648744	-3.406742	-25.627831	-17.649889	7.606533	7.407510	6.754315	9.033036	8.348148	11.098612	6.883640	5.220473	1.607386	5.496032
3	3	80	-14.995558	0.369635	-1.026119	8.641245	7.308398	6.713264	1.296340	2.096283	-15.590408	5.660789	7.092231	2.616190	7.282235	-10.336323	1.049627	4.683016	-3.042704	1.944467	6.332714	11.460530	8.836892	-2.629725	-14.151750	-9.900585	-17.551336	-14.893860	-24.957145	-3.606667	-5.087104	7.242947	-12.791609
3	3	14	6.872068	6.785383	5.283036	2.138927	0.900122	1.266867	6.601288	8.349614	3.702618	-4.096335	1.519643	8.313114	2.493231	-10.336323	6.617096	4.683016	-3.042704	1.944467	6.332714	11.460530	8.836892	-2.629725	-14.151750	-9.900585	-17.551336	-14.893860	-24.957140	-3.606667	-5.087104	7.242947	-12.791609
3	3	6	-14.995558	0.369635	-1.026119	8.641245	7.308398	6.713264	1.296340	2.096283	-15.590408	5.660789	7.092231	2.616190	7.282235	5.890506	-3.249241	4.683016	2.990044	5.875136	-2.759712	-16.022117	-8.564284	4.562892	4.055443	5.799662	5.901725	10.052902	8.563476	6.164028	5.438634	2.909749	0.605057
4	3	78	-13.438262	2.892885	2.768043	6.544673	8.551380	6.826201	1.465578	0.802059	-9.697911	6.950598	6.441868	3.760733	4.354247	-13.292431	3.532972	5.395992	-4.466998	1.195784	5.954595	10.879363	5.570326	0.115678	-8.457191	-8.502897	-15.093179	-18.667243	-23.939547	-3.537480	-3.648412	6.972875	-10.158486
4	3	20	-13.438262	2.892885	2.768043	6.544673	8.551380	6.826201	1.465578	0.802059	-9.697911	6.950598	6.441868	3.760733	4.354247	4.272045	-2.204737	5.395992	1.436536	4.733926	-1.787527	-16.880493	-14.648728	5.082723	7.973588	7.023469	7.833552	7.614080	5.688359	6.799921	5.953906	2.256747	1.816919
4	3	2	7.525191	8.564686	7.307382	1.999769	3.774120	4.476438	6.544098	6.803834	5.340751	0.104959	3.954544	8.763095	0.822853	4.272045	0.982157	5.395992	1.436536	4.733926	-1.787527	-16.880493	-14.648728	5.082723	7.973588	7.023469	7.833552	7.614080	5.688359	6.799921	5.953906	2.256747	1.816919
5	2	81	1.415464	1.954174	2.833216	2.823619	1.086283	4.716656	1.839488	7.240193	3.003862	5.617389	1.890621	4.235273	1.896491	-16.314449	6.989924	8.497126	-0.777398	2.924497	4.969963	9.819799	5.642582	-2.079635	-8.549634	-9.803338	-9.845279	-20.428612	-20.710831	-2.079526	-3.963730	7.491018	-10.837180
5	2	19	1.415464	1.954174	2.833216	2.823619	1.086283	4.716656	1.839488	7.240193	3.003862	5.617389	1.890621	4.235273	1.896491	5.835725	1.565913	8.497126	5.831327	8.876569	-6.175307	-22.783631	-13.637680	6.756984	5.754865	6.515716	10.435484	10.028796	9.420355	4.533384	6.824987	2.212193	3.244187
6	3	36	2.054103	6.535730	6.419039	9.031135	7.495783	4.877735	7.324178	5.877401	-5.345397	4.860774	7.223141	3.438821	5.937397	-14.898350	0.569332	6.736551	4.235463	0.354104	8.375782	10.518034	6.187426	-0.750042	-8.503135	-7.836103	-9.276208	-12.233696	-20.572499	0.028683	-2.220929	8.653200	-9.998276
6	3	51	-7.081257	0.872659	-0.092848	9.032264	7.495789	4.877736	1.348326	-0.683769	-8.826951	6.627884	7.223246	-2.047996	5.991505	-14.898350	0.568645	6.736551	4.235463	0.354104	8.375782	10.518034	6.187426	-0.750042	-8.503135	-7.836103	-9.276208	-12.233696	-20.572499	0.028683	-2.220929	8.653200	-9.998276
6	3	13	3.731107	6.648409	6.419845	4.742736	7.289213	4.836451	7.848990	5.877602	0.490671	-0.445299	5.798984	4.188853	5.751461	-14.898350	5.810216	6.736551	4.235464	0.354104	8.375782	10.518034	6.187426	-0.750042	-8.503135	-7.836103	-9.276206	-12.233696	-20.572499	0.028683	-2.220929	8.653200	-9.998276
7	2	34	10.572828	5.639602	6.343319	-0.801285	2.736948	2.918544	7.029434	6.731393	4.063161	-3.741085	-0.401556	6.854423	2.809443	6.291020	0.414335	7.097425	5.295795	6.618599	-3.230295	-16.849706	-13.289982	4.828259	6.290454	5.839750	11.808196	10.872782	10.015740	7.154826	3.599962	5.124166	7.849716
7	2	66	10.572828	5.639602	6.343319	-0.801285	2.736948	2.918544	7.029434	6.731393	4.063161	-3.741085	-0.401556	6.854423	2.809443	-13.186454	5.854819	7.097425	0.235699	2.048254	8.257145	9.584551	5.588966	-4.758106	-9.118801	-8.028280	-9.583168	-20.977849	-21.102114	-3.684486	-5.374315	6.691947	-1.566490
8	1	100	-19.085336	0.059234	0.943209	7.288657	8.340262	6.445145	2.731159	2.370583	-7.081662	6.135828	7.354847	3.505612	8.026412	6.864953	-4.345788	7.940932	6.486789	8.162867	-3.766664	-18.848589	-15.776025	6.150609	5.804292	1.650247	9.109183	11.021095	6.595094	6.148762	6.845571	0.678342	6.632566
9	4	36	-7.103798	0.215168	4.839637	7.123107	4.574235	7.185688	4.179560	1.084735	-2.568778	6.734397	3.212715	0.731465	6.909225	7.655656	-3.503248	6.956622	3.593876	6.775685	-6.531028	-23.006608	-7.533112	5.942645	7.681947	7.756976	10.440240	6.872282	11.247508	6.192522	7.861542	0.963574	6.408405
9	4	42	-7.103798	0.215168	4.839637	7.123107	4.574235	7.185688	4.179560	1.084735	-2.568778	6.734397	3.212715	0.731465	6.909225	-9.246411	1.627792	6.956622	-1.274895	3.679973	5.405096	9.353824	7.996819	-5.019085	-4.736127	-7.462501	-16.808836	-19.046947	-17.161374	-3.817897	0.468512	7.110560	-7.605830
9	4	11	1.409878	5.002320	6.063930	1.985052	4.566119	7.178707	5.861634	6.600242	-0.210583	-2.774132	-3.202335	6.075975	6.136195	7.655656	1.520214	6.956622	3.593876	6.775685	-6.531028	-23.006608	-7.533112	5.942645	7.681947	7.756976	10.440240	6.872282	11.247508	6.192522	7.861542	0.963574	6.408405
9	4	11	1.409878	5.002320	6.063930	1.985052	4.566119	7.178707	5.861634	6.600242	-0.210583	-2.774132	-3.202335	6.075975	6.136195	-9.246411	6.651254	6.956622	-1.274895	3.679973	5.405096	9.353824	7.996819	-5.019085	-4.736127	-7.462501	-16.808836	-19.046947	-17.161374	-3.817897	0.468512	7.110560	-7.605830
10	2	99	-5.678972	1.565571	5.985651	5.816763	6.916209	6.971420	1.795692	-0.646998	-7.913774	5.703401	6.986506	-0.346877	8.666647	7.305532	-0.008641	7.931030	7.339110	4.250646	1.595123	-17.446404	-12.845852	7.050444	0.779974	6.658015	4.159118	8.081397	9.527400	8.376093	7.837983	2.832588	6.914099
10	2	1	-5.678972	1.565571	5.985651	5.816763	6.916209	6.971420	1.795692	-0.646998	-7.913775	5.703401	6.986506	-0.346877	8.666647	-7.004674	5.961261	7.931030	1.349946	-2.251901	6.017269	7.897638	5.289695	-2.759078	-11.929512	-5.119528	-14.555010	-17.842116	-14.020623	3.860880	-4.338354	6.414712	-0.296418
11	2	94	-10.028710	-0.145028	-1.411761	7.260281	5.905056	4.821814	0.676218	2.736433	-5.067799	7.076281	6.283072	1.018882	5.308995	-15.816232	0.559137	7.047448	0.979953	-0.086240	7.150752	10.567239	3.460392	-7.429589	-5.526422	-9.383443	-9.223533	-25.744711	-9.225538	-6.328836	-4.406819	8.500128	-13.535388
11	2	6	5.629091	4.236502	4.805138	1.032558	4.117567	4.821637	6.495867	9.285423	4.670800	-1.840734	3.390109	3.522274	4.810809	-15.816232	6.719783	7.047448	0.979953	-0.086240	7.150752	10.567239	3.460392	-7.429589	-5.526434	-9.383443	-9.217002	-25.744711	-9.225538	-6.328836	-4.406819	8.500128	-13.535388
12	2	53	-7.409110	0.965881	0.685244	8.162898	4.148533	3.883859	-1.863327	1.399317	-3.180149	3.849571	5.420345	5.571809	5.788529	-9.824856	4.794448	7.132295	1.970101	-1.324414	8.113106	10.343342	6.963925	-3.912203	-9.666839	-11.074329	-14.096832	-17.463625	-23.699751	-4.455688	-4.773176	6.850515	-10.056191
12	2	47	-7.411457	0.965881	0.685244	8.162898	4.148533	3.883859	-1.863327	1.399317	-3.180150	3.849571	5.420345	5.571809	5.788529	6.883871	-0.636150	7.132295	6.998730	4.890702	1.661228	-16.759382	-14.763308	7.224463	6.623098	4.926402	9.531356	3.895371	7.446537	4.767629	6.232303	1.461792	6.104633
13	3	89	8.626376	7.156835	7.030227	0.834248	5.662089	4.936687	4.429129	6.723844	8.754041	-3.731146	2.514965	4.447291	4.782203	5.561987	3.356685	8.201318	4.656937	1.221266	1.181518	-23.368700	-12.135448	6.919404	7.318267	6.337541	3.417213	10.918152	10.648807	7.715051	5.762560	2.493727	8.058002
13	3	10	-2.084409	0.565589	2.999228	1.762221	5.813644	5.101183	-0.537743	5.336769	7.563166	2.306275	4.201266	-1.103002	4.833874	5.561987	3.356672	8.201318	4.656937	1.221266	1.181518	-23.368700	-12.135448	6.919404	7.318267	6.337541	3.417213	10.918152	10.648807	7.715051	5.762560	2.493727	8.058002
13	3	1	8.626376	7.156835	7.030227	0.834248	5.662089	4.936687	4.429129	6.723844	8.754041	-3.731146	2.514965	4.447291	4.782203	-4.981694	7.343411	8.201318	-1.841390	-5.082384	5.897139	6.883040	4.447638	1.731003	-8.464177	-5.829500	-11.498389	-20.050624	-18.494806	-4.409641	-4.714999	6.710589	0.309520
14	2	85	10.464813	6.800254	7.791036	0.158410	0.010330	-1.678809	7.649528	4.704571	5.511340	1.154246	0.172179	6.177274	-1.570880	-16.147754	6.701521	8.870260	2.538083	4.445333	7.312713	9.950793	6.554410	1.597460	-6.464953	-9.981903	-3.139392	-18.861071	-23.300513	-2.740807	-1.759654	8.004471	-8.833278
14	2	15	10.464813	6.800254	7.791036	0.158410	0.010330	-1.678809	7.649528	4.704571	5.511340	1.154246	0.172179	6.177274	-1.570880	4.951059	2.920497	8.870260	6.937571	7.756448	-2.900577	-18.832733	-13.555312	8.011098	7.625192	6.222919	11.173935	8.044877	10.307802	6.473732	8.457899	2.367924	5.811035
15	4	43	9.997303	6.335292	8.688430	0.963388	0.150123	5.890140	6.360213	1.092123	1.348040	1.515953	3.792343	6.327184	1.554503	-7.341266	5.095757	7.500374	-4.120998	-0.293191	7.713239	10.643148	4.791668	-4.936299	-9.749401	-5.074965	-15.026375	-18.056933	-23.678547	-5.209644	-4.900637	5.673374	-3.372340
