28	2	-8.484528	-3.066570	0.710723	7.249025	7.348015	3.708547	-1.665375	-1.668282	-7.703812	6.934951	5.651805	1.472731	5.554527	-16.599303	5.778726	3.378659	-3.199149	3.010052	4.998605	8.261601	7.023027	-6.232933	-10.751617	-6.106500	-10.869790	-19.717274	-15.387943	-3.902818	-1.287020	7.455885	-10.329486	-8.484528	-3.066570	0.710723	7.249025	7.348015	3.708547	-1.665375	-1.668282	-7.703812	6.934951	5.651805	1.472731	5.554527	5.016853	0.739061	3.378659	3.096822	7.493059	-3.034687	-15.273604	-10.586428	3.720936	5.133646	6.769947	9.671395	10.138643	9.424697	6.796518	6.694847	1.769583	5.492357
30	2	-10.487632	1.854020	-0.227392	7.624289	7.086262	6.610929	1.139267	-0.163250	-18.129358	4.942211	7.342524	2.545996	7.569220	6.124158	-7.244745	7.188345	5.382647	7.563120	-0.671221	-26.855448	-19.729285	7.815947	5.993044	7.297297	10.222668	9.604711	10.710436	8.856400	8.560069	4.158944	6.298472	-10.482200	1.854020	-0.227391	7.624289	7.086262	6.610929	1.139267	-0.163250	-18.129357	4.942211	7.342524	2.545996	7.569220	-9.584421	-0.627761	7.188345	-0.333308	3.253754	6.725169	5.335330	0.644584	-3.258824	-6.632439	-8.983887	-7.692823	-15.818430	-24.665243	-0.635858	-0.693792	4.821876	-2.332104
31	2	-14.748071	-1.133422	0.968603	5.522268	6.332229	7.923335	3.061513	3.063041	-5.689449	7.044579	7.826325	2.932753	3.923806	-13.947160	4.093873	5.963375	1.522429	-1.649032	5.099964	10.527818	4.407627	-7.705335	-15.274043	-10.121771	-16.377337	-20.730008	-21.577741	-6.110639	-6.684723	7.937084	-8.922063	-14.748071	-1.133422	0.968603	5.522268	6.332229	7.923335	3.061513	3.063041	-5.689449	7.044579	7.826325	2.932753	3.923806	1.968064	-0.323799	5.963375	7.867875	4.641004	3.891195	-5.771373	-9.678852	5.020154	-4.229386	4.936378	4.490728	3.409554	2.118487	5.576583	1.956076	6.254227	3.985634
32	2	-14.007913	-0.633976	0.044996	5.613336	6.558513	6.391813	2.434447	0.521786	-3.803452	5.990045	6.978584	1.712179	9.759784	-15.739558	0.270804	6.902804	1.382229	1.183705	6.999147	11.899840	7.076331	-7.022392	-11.084597	-8.128220	-12.058135	-22.431644	-21.652703	-5.949711	-1.896756	6.068484	-8.087791	-14.007913	-0.633976	0.044996	5.613336	6.558513	6.391813	2.434447	0.521786	-3.803452	5.990045	6.978584	1.712179	9.759784	4.532011	-5.845540	6.902804	7.762151	7.159978	-4.857743	-18.594396	-14.673008	5.408288	7.402345	7.893693	10.587267	10.848973	10.169163	5.928547	6.469083	-0.421153	2.210571
35	2	-21.339268	2.074648	0.061760	7.082767	6.911599	7.607472	2.900555	1.178507	-10.344459	5.843737	5.465468	6.739662	5.749315	9.043116	-0.492813	7.957588	6.999518	4.890830	0.024980	-18.075542	-17.368184	6.787197	6.358937	8.194516	6.648531	11.720809	12.909063	8.593561	6.163928	0.837108	7.519395	-21.339268	2.074648	0.061760	7.082767	6.911599	7.607472	2.900555	1.178507	-10.344459	5.843737	5.465468	6.739662	5.749315	-14.644247	3.721234	7.957588	1.316434	-1.407693	6.089607	10.637196	4.331512	0.171207	-9.559934	-7.617687	-20.385423	-16.248211	-16.719613	0.916539	-2.439005	6.344770	-6.288415
37	2	-9.477952	-0.221202	-0.050688	6.252439	7.229785	7.005676	1.900519	1.354392	-11.080967	6.817227	6.465632	2.135321	6.424726	-12.281496	6.651173	4.548962	-3.927801	1.990757	7.056913	7.936927	8.943780	-4.726258	-10.117728	-10.310787	-15.835902	-19.373341	-16.411537	-7.774860	-5.693078	2.885037	-4.625294	7.267469	5.702781	3.779254	1.536707	5.184995	5.380326	6.238639	6.564819	-0.722493	-4.995700	2.712343	5.696901	4.911643	-12.281496	7.665221	4.548962	-3.927801	1.990757	7.056913	7.936927	8.943780	-4.726258	-10.117728	-10.310787	-15.835902	-19.373062	-16.411537	-7.774860	-5.693078	2.885037	-4.625294
40	2	-10.889270	3.410737	0.089122	5.338583	6.273765	8.091882	-0.361516	0.912207	-14.103446	8.660406	5.580392	0.543185	6.004545	8.058319	-0.465007	6.294505	5.921575	5.379634	1.934445	-11.058665	-6.791750	6.721745	7.036461	3.861700	8.155237	8.444006	9.256884	5.568696	7.571524	-0.954904	8.033396	-10.889270	3.410737	0.089122	5.338583	6.273765	8.091882	-0.361516	0.912207	-14.103446	8.660406	5.580392	0.543185	6.004545	-10.079950	5.754445	6.294505	-0.655492	-0.887886	4.495811	8.391242	3.873391	-0.627096	-4.449276	-11.000615	-14.591774	-19.392042	-21.571535	-5.970773	-2.671241	3.553912	-1.723557
46	2	-8.759505	2.068119	2.070371	6.505671	7.982739	6.994295	6.332746	-1.633674	-12.150737	7.448934	4.962193	1.816788	6.363058	4.919062	-2.262325	2.284628	2.406736	6.929042	0.427185	-10.535576	-4.839586	2.006957	6.863588	5.811422	7.045507	9.791884	10.399058	2.105050	6.252081	0.343128	3.929064	-8.759505	2.068119	2.070371	6.505671	7.982739	6.994295	6.332746	-1.633674	-12.150737	7.448934	4.962193	1.816788	6.363058	-9.797926	3.269267	2.284628	-2.567262	1.814433	6.771543	12.928170	6.781259	-7.453993	-6.655083	-12.138273	-20.603692	-20.466581	-15.633484	-5.870290	-6.191933	2.972873	-6.290341
47	2	2.691505	4.609504	6.565894	5.984539	3.169494	7.306264	7.632394	4.102064	0.271390	4.814139	6.086222	8.660894	-2.919576	-13.936764	4.129940	6.449928	2.582464	1.966605	4.554432	11.218020	6.916556	-2.210977	-13.837444	-9.665887	-11.569244	-16.609599	-18.968588	-6.190349	-3.783533	8.326607	-7.219805	2.691504	4.609504	6.565894	5.984539	3.169494	7.306264	7.632394	4.102064	0.271390	4.814139	6.086222	8.660894	-2.919576	1.964357	-1.240583	6.449928	7.011143	6.197928	-0.712502	-16.518261	-9.250186	6.791903	2.737517	7.402406	9.481177	10.418782	9.424994	5.139138	7.372553	2.072289	6.842814
48	2	-13.995325	2.771286	1.582681	6.556674	6.538075	8.627348	1.715879	1.696214	-7.828270	6.598557	7.277950	0.000004	6.375333	4.787031	-1.307114	5.384819	5.081272	6.525501	-0.193696	-11.808382	-7.817174	1.186620	7.022126	2.255647	6.372237	4.009706	9.125172	7.874031	3.839234	5.618267	1.965881	-13.841246	2.771287	1.582682	6.556674	6.538075	8.627348	1.715879	1.696214	-7.828269	6.598557	7.277950	0.000004	6.375333	-9.026007	4.654962	5.384819	-1.376406	0.861512	6.859575	8.682451	8.021337	-10.802306	-10.010301	-15.391571	-14.540422	-31.538487	-18.527902	0.286740	-5.128741	6.030406	-10.517584
