8	1	-19.085336	0.059234	0.943209	7.288657	8.340262	6.445145	2.731159	2.370583	-7.081662	6.135828	7.354847	3.505612	8.026412	6.864953	-4.345788	7.940932	6.486789	8.162867	-3.766664	-18.848589	-15.776025	6.150609	5.804292	1.650247	9.109183	11.021095	6.595094	6.148762	6.845571	0.678342	6.632566
20	1	-1.447047	2.822392	1.497162	4.040642	3.569729	5.130894	4.340805	1.171879	-4.488442	6.890421	2.983235	3.588010	6.091437	-18.367544	5.261228	6.328447	0.569500	0.069565	5.649651	8.260244	5.730902	1.624045	-9.155271	-14.744214	-12.739911	-22.094243	-24.178128	-6.119807	-12.351628	7.792438	-10.688510
25	1	10.139911	9.157396	6.159287	0.910734	2.829598	1.522014	9.325990	7.223430	6.719005	-6.914102	-0.259788	4.860091	4.000303	-5.883494	8.919090	6.754717	-2.021497	1.080561	6.975976	6.361755	9.705402	-6.059380	-6.813426	-7.744797	-14.927834	-20.256056	-16.585320	-6.217754	-5.729823	1.130403	-0.201738
42	1	8.358643	6.560327	7.086175	3.142853	5.005250	3.922989	6.970469	6.798038	4.780323	-1.620647	4.707516	6.115852	1.411999	-15.328365	6.436442	5.974407	-5.103356	4.654536	5.274668	10.833449	5.728402	-6.658001	-8.761394	-12.114669	-19.249682	-18.357104	-18.546492	-4.747445	-0.323335	7.542421	-7.627694
44	1	-15.989347	2.189097	4.093742	6.514431	8.495209	7.675943	0.081251	2.389959	-4.458721	5.693943	5.803190	2.790788	7.078792	-9.987875	1.341152	4.241184	-6.148973	3.211899	5.623210	9.741779	3.816163	-4.152857	-9.402490	-10.197111	-15.283419	-24.965773	-23.760946	-4.045988	-4.682523	7.087344	-9.708732
45	1	-6.475440	3.039630	0.099692	7.233669	6.685503	6.332163	0.195784	1.730826	-8.440957	6.506591	7.039404	0.449945	6.869234	-6.732574	2.332591	3.686689	-6.047797	-3.039790	7.263242	11.190981	4.192868	-8.862628	-9.614535	-4.617010	-15.569221	-26.818409	-18.880608	-8.310182	-3.023523	5.511547	-11.428710
50	1	9.693453	7.480985	3.378613	0.414223	-0.048701	-3.642411	8.462269	9.682159	0.508125	-8.273236	0.328035	6.600000	-0.177831	-7.852192	6.537856	4.837717	-3.353479	0.342387	8.399068	10.452965	6.017497	-4.722801	-11.735432	-8.184963	-20.772713	-21.755442	-14.942457	-8.946865	-7.790706	6.283376	-9.129138
62	1	4.902512	7.484809	8.534896	-5.716771	-1.570134	3.617734	5.864118	5.507859	6.004140	-5.902401	0.144381	5.304085	5.600858	-13.225713	8.941063	3.415557	-8.623763	3.068161	6.558113	11.358084	9.685502	-7.838305	-8.783185	-8.659648	-14.032405	-17.559664	-20.847486	-6.142306	1.575613	2.640414	-6.037515
69	1	9.366241	8.779979	4.914833	0.658156	2.956883	6.004290	6.092397	6.945946	4.472744	-6.481124	4.126641	7.471500	3.167676	-14.338245	6.190764	5.649739	-1.663396	4.202889	5.790649	9.131098	6.923185	-2.111724	-9.192104	-12.911669	-14.548012	-22.429038	-21.762733	-7.888302	-9.329221	7.754177	-13.528782
81	1	7.752302	5.814699	6.147693	-0.773934	2.028861	4.423274	5.827171	7.504042	-1.726471	-4.460703	0.439978	8.302279	4.098618	7.319604	1.592127	6.099058	6.365941	5.505586	-3.872776	-21.286541	-13.967214	7.003856	6.546921	6.734171	8.342353	8.805902	11.942308	1.283501	6.063491	0.281411	6.021200
