1	2	5.629641	3.800453	6.471838	6.482901	5.356697	6.233061	5.629634	3.800462	0.315998	-6.307534	1.636216	1.279991
6	2	8.074148	0.607934	7.717855	6.418571	9.061970	6.861362	5.701110	0.607998	2.467967	-2.399280	2.437882	1.779901
7	2	5.063652	1.688540	0.952201	-4.479531	2.375334	0.462195	6.359366	1.151192	6.551045	5.320654	8.196131	6.376220
14	2	2.832336	3.700165	-0.249211	-1.609741	1.199060	0.307606	7.229011	0.373400	5.572598	4.829739	7.668279	5.407234
16	2	7.655414	1.238897	1.629631	-1.488641	3.007990	4.090009	8.460985	1.084009	6.995629	4.964490	5.896491	7.337914
17	2	3.686324	7.345214	1.379031	-2.130688	1.327712	-6.575040	5.682709	7.025608	6.522754	3.786234	6.422616	3.878259
19	2	6.482115	5.092380	-0.262545	1.065990	2.082088	1.055974	6.485098	5.088181	6.133306	6.904208	5.666922	5.569996
21	2	-0.044638	8.196998	-1.101224	-7.383752	-3.998483	-5.739973	5.640391	2.540496	-1.101224	-3.603249	2.306146	-0.421524
23	2	0.809729	9.397773	0.345653	-4.066303	-1.963920	-6.877607	7.263284	4.190199	6.914724	7.013664	6.563707	4.096222
25	2	0.903318	5.841434	0.758757	-2.539765	-5.984162	-5.553773	6.548802	2.917698	6.154776	6.759875	4.960878	1.020478
27	2	6.523133	0.797206	7.517781	6.593050	8.188314	7.664152	5.917949	0.800413	1.013110	0.599596	4.777151	4.961631
28	2	6.633285	3.197202	6.960704	5.979747	5.094016	6.024637	5.147424	4.097948	3.230158	-4.063978	-0.286939	3.905058
32	2	7.058234	-2.840569	2.005350	0.049493	2.616281	2.705800	7.130090	-2.883684	7.297015	6.094912	6.228219	6.102846
34	2	4.101535	4.243727	5.043044	-0.523826	2.886823	4.140204	4.972372	4.213125	6.811107	6.101717	4.320834	5.483736
37	2	3.128779	4.931536	0.835971	-1.877368	1.797372	-2.800255	6.825395	1.277898	1.437924	-0.605742	3.689394	1.971445
38	2	2.165169	7.281778	0.132920	-4.984321	-4.349926	-3.624240	7.424022	2.833783	5.890955	6.350235	8.252677	6.377255
40	2	1.682176	5.548090	0.675125	-5.394408	1.727968	-3.538064	5.036990	4.339836	5.893653	4.910300	7.101957	6.175107
42	2	5.792320	1.346332	7.655315	4.866223	6.230521	5.575094	-0.006929	6.930457	2.451558	-3.287530	-0.537109	0.634897
48	2	5.419351	2.363537	0.351851	-4.052362	-1.413265	1.941397	6.489062	2.248873	6.151969	4.412967	3.138244	4.633126
50	2	0.434568	8.989556	-0.822130	-2.429926	-4.763019	-0.695152	0.434705	8.989556	5.719844	6.040543	-0.084974	2.129453
52	2	6.526692	3.466583	6.182443	7.781994	5.381733	3.671164	0.687633	5.421524	2.550273	-2.147441	-0.072074	-6.496022
54	2	6.792488	3.592903	6.820220	5.549231	4.108709	6.725046	1.105904	4.310155	1.429697	-4.442198	-2.304217	-2.078810
61	2	6.578403	0.127059	6.414610	4.797608	4.585499	5.635269	0.667511	5.927843	1.727078	-5.125200	-1.285700	-5.935410
62	2	1.507445	6.290651	0.071334	-1.318908	-3.252891	-1.276118	1.507485	6.290649	6.340718	2.755205	-0.389622	4.443905
65	2	5.758436	-1.302634	6.596049	9.576674	5.332302	3.520188	2.470555	4.525767	1.702018	-0.378868	-0.468201	0.708506
66	2	6.150808	0.782225	0.090430	-0.917500	1.870485	3.738557	0.887346	5.789399	0.087416	-4.307728	-1.180146	0.915965
67	2	3.264030	6.179305	6.591552	5.058163	4.335457	4.251700	-0.820259	6.189225	1.431315	0.665346	0.138060	-5.519806
68	2	5.174029	2.140442	0.916344	-0.267573	-0.287791	-0.352706	9.612071	2.139925	6.533407	8.006433	5.921584	5.679375
69	2	3.011215	7.566789	6.348617	5.161071	-0.974489	0.621755	6.714597	2.664128	6.554909	6.989865	5.435683	5.759594
74	2	6.052396	1.570595	6.758570	7.290034	6.456566	7.968437	0.319138	6.787873	2.091624	-2.204433	-2.502858	-3.759595
76	2	3.916418	7.743232	2.032180	-1.491321	-5.465832	1.898386	6.031666	3.718569	5.971056	4.526984	2.967871	5.081453
79	2	7.573971	3.795485	8.131424	6.585359	5.490970	6.681094	1.635369	6.781681	4.777662	-0.455424	-1.714872	2.741196
83	2	7.010885	3.857255	6.103979	7.411946	5.236772	4.728252	2.827927	5.009465	1.882659	-5.033728	-1.753945	1.057960
84	2	3.763918	4.278051	-1.571207	1.839233	0.757858	-4.657587	8.051628	2.591869	4.759882	6.489996	6.252432	3.625479
85	2	4.057579	6.288744	7.319573	4.485794	1.753156	4.419274	4.057256	6.288788	4.316864	-0.830624	-1.713041	0.254383
86	2	2.007302	6.421752	6.896152	1.881881	0.579769	-1.991851	1.924943	6.421892	2.786348	-4.237635	-1.913192	-5.871509
88	2	9.350895	0.398475	6.560907	6.314662	6.287381	5.879813	4.793100	4.470922	1.127930	-1.520306	-3.200307	0.059705
91	2	6.211390	0.209208	6.865192	6.514287	4.937780	6.588464	-0.271138	5.400706	0.983731	-5.187710	-1.772698	-1.260413
92	2	7.293162	4.134516	8.102346	7.451163	6.553758	6.545544	7.284762	4.140822	2.677260	1.944949	6.270930	0.836439
98	2	2.733656	6.912301	1.570998	-0.537346	-6.720419	0.998689	8.416678	1.561801	7.374465	6.137479	5.773777	5.015337
99	2	1.102733	7.315297	0.779854	-3.699929	-1.434492	-6.510784	7.496335	4.526318	6.942962	6.454362	8.244862	4.459504
