1	2	58	5.629641	3.800453	6.471838	6.482901	5.356697	6.233061
1	2	42	5.629634	3.800462	0.315998	-6.307534	1.636216	1.279991
2	1	100	2.329532	5.855491	1.588914	-3.605815	-0.654303	-7.301742
3	1	100	-0.352742	6.279984	1.527415	-0.265812	-4.736416	0.115003
4	1	100	-1.480538	7.301619	2.075165	-3.053729	-3.155601	-8.380793
5	1	100	1.699388	7.368819	-2.339697	0.999989	1.111662	-3.773809
6	2	66	8.074148	0.607934	7.717855	6.418571	9.061970	6.861362
6	2	34	5.701110	0.607998	2.467967	-2.399280	2.437882	1.779901
7	2	79	5.063652	1.688540	0.952201	-4.479531	2.375334	0.462195
7	2	21	6.359366	1.151192	6.551045	5.320654	8.196131	6.376220
8	1	100	5.336400	4.991369	6.308833	6.390921	4.922176	4.022960
9	3	61	7.383876	4.006032	6.354511	8.292507	5.782454	7.063202
9	3	9	1.074368	7.055263	1.556409	-2.124136	-2.159802	-1.662990
9	3	30	1.094563	7.055208	6.354436	5.593727	0.561829	2.014216
10	1	100	-1.672530	9.417704	-1.255230	-4.260622	-1.974477	-7.769688
11	3	47	6.661260	3.228065	5.651255	6.569221	7.487002	2.980729
11	3	39	1.910706	6.280587	0.449701	-4.081414	0.792054	-6.097319
11	3	14	6.650483	3.233045	0.604314	1.194603	5.478924	-0.780712
12	1	100	2.081107	6.421099	3.257958	-6.501224	0.291021	-3.279057
13	1	100	6.369362	0.637765	5.998405	4.217148	5.707022	5.780659
14	2	73	2.832336	3.700165	-0.249211	-1.609741	1.199060	0.307606
14	2	27	7.229011	0.373400	5.572598	4.829739	7.668279	5.407234
15	1	100	6.411854	0.232514	7.676831	6.857449	7.488121	6.320596
16	2	86	7.655414	1.238897	1.629631	-1.488641	3.007990	4.090009
16	2	14	8.460985	1.084009	6.995629	4.964490	5.896491	7.337914
17	2	90	3.686324	7.345214	1.379031	-2.130688	1.327712	-6.575040
17	2	10	5.682709	7.025608	6.522754	3.786234	6.422616	3.878259
18	1	100	6.363158	3.951914	7.330955	7.207866	4.712983	4.488885
19	2	67	6.482115	5.092380	-0.262545	1.065990	2.082088	1.055974
19	2	33	6.485098	5.088181	6.133306	6.904208	5.666922	5.569996
20	1	100	6.729150	1.732760	0.605299	-5.058846	1.784564	1.921686
21	2	41	-0.044638	8.196998	-1.101224	-7.383752	-3.998483	-5.739973
21	2	59	5.640391	2.540496	-1.101224	-3.603249	2.306146	-0.421524
22	1	100	1.292208	8.308617	-0.315002	-4.978999	-5.144317	-0.675830
23	2	54	0.809729	9.397773	0.345653	-4.066303	-1.963920	-6.877607
23	2	46	7.263284	4.190199	6.914724	7.013664	6.563707	4.096222
24	1	100	1.399575	7.255035	1.040890	-4.724671	-2.461660	-4.568515
25	2	99	0.903318	5.841434	0.758757	-2.539765	-5.984162	-5.553773
25	2	1	6.548802	2.917698	6.154776	6.759875	4.960878	1.020478
26	1	100	2.009153	6.950196	-0.718498	-6.864183	-1.840173	-1.679483
27	2	92	6.523133	0.797206	7.517781	6.593050	8.188314	7.664152
27	2	8	5.917949	0.800413	1.013110	0.599596	4.777151	4.961631
28	2	66	6.633285	3.197202	6.960704	5.979747	5.094016	6.024637
28	2	34	5.147424	4.097948	3.230158	-4.063978	-0.286939	3.905058
29	1	100	0.633890	7.718083	-2.640824	-3.050510	-3.492200	-3.160552
30	1	100	8.189476	2.808304	8.885064	7.144230	6.851268	8.427716
31	1	100	1.281421	8.909130	-0.931760	-2.466096	-3.594719	-0.133238
32	2	51	7.058234	-2.840569	2.005350	0.049493	2.616281	2.705800
32	2	49	7.130090	-2.883684	7.297015	6.094912	6.228219	6.102846
33	1	100	7.516298	1.936399	0.559285	-1.347578	5.184997	0.898865
34	2	28	4.101535	4.243727	5.043044	-0.523826	2.886823	4.140204
34	2	72	4.972372	4.213125	6.811107	6.101717	4.320834	5.483736
35	1	100	0.637551	6.133146	2.217086	-2.078718	-0.998959	0.314851
36	1	100	2.412955	8.132677	-0.339425	-1.392913	-5.905952	-5.107193
37	2	26	3.128779	4.931536	0.835971	-1.877368	1.797372	-2.800255
37	2	74	6.825395	1.277898	1.437924	-0.605742	3.689394	1.971445
38	2	76	2.165169	7.281778	0.132920	-4.984321	-4.349926	-3.624240
38	2	24	7.424022	2.833783	5.890955	6.350235	8.252677	6.377255
39	1	100	5.703855	2.615536	1.462928	-1.960706	5.506964	-1.557313
40	2	79	1.682176	5.548090	0.675125	-5.394408	1.727968	-3.538064
40	2	21	5.036990	4.339836	5.893653	4.910300	7.101957	6.175107
41	1	100	6.748598	4.466666	6.775535	7.294121	4.783573	6.130928
42	2	98	5.792320	1.346332	7.655315	4.866223	6.230521	5.575094
42	2	2	-0.006929	6.930457	2.451558	-3.287530	-0.537109	0.634897
43	3	28	3.356678	6.038305	7.749746	4.961050	-1.060143	0.339584
43	3	41	5.522545	1.330522	8.337691	6.508606	1.704253	5.815549
43	3	31	1.557185	6.047965	2.040255	-1.920551	-6.328363	-5.342819
44	1	100	0.855948	7.980759	7.807992	0.303969	-0.891615	5.337544
45	1	100	0.639826	6.887848	-2.912476	-0.535463	-7.060194	-4.506821
46	1	100	4.277057	3.874106	1.036532	-2.132288	2.390885	-4.888637
47	1	100	4.465502	2.825709	1.005733	0.645121	1.313360	4.617575
48	2	93	5.419351	2.363537	0.351851	-4.052362	-1.413265	1.941397
48	2	7	6.489062	2.248873	6.151969	4.412967	3.138244	4.633126
49	1	100	5.455834	5.257320	-5.610461	-2.958081	0.349184	-1.282595
50	2	25	0.434568	8.989556	-0.822130	-2.429926	-4.763019	-0.695152
50	2	75	0.434705	8.989556	5.719844	6.040543	-0.084974	2.129453
51	1	100	1.261577	9.652303	1.056593	-0.527065	-3.627538	-3.339931
52	2	54	6.526692	3.466583	6.182443	7.781994	5.381733	3.671164
52	2	46	0.687633	5.421524	2.550273	-2.147441	-0.072074	-6.496022
53	1	100	-0.333689	7.108756	8.344728	7.126855	2.120835	2.696076
54	2	96	6.792488	3.592903	6.820220	5.549231	4.108709	6.725046
54	2	4	1.105904	4.310155	1.429697	-4.442198	-2.304217	-2.078810
55	1	100	2.822166	7.298103	-1.046894	-3.265318	0.226837	-1.840954
56	1	100	4.784489	0.774939	7.733262	7.260810	5.743066	4.453609
57	1	100	6.317043	5.117044	8.899063	7.070403	4.927518	7.298685
58	1	100	-0.766359	8.837155	-0.001139	-6.816955	-7.075478	-1.724173
59	1	100	9.300718	-1.679398	6.982868	8.256980	4.010794	6.539379
60	1	100	5.298081	0.990478	5.309261	4.743969	5.975704	4.809557
61	2	40	6.578403	0.127059	6.414610	4.797608	4.585499	5.635269
61	2	60	0.667511	5.927843	1.727078	-5.125200	-1.285700	-5.935410
62	2	18	1.507445	6.290651	0.071334	-1.318908	-3.252891	-1.276118
62	2	82	1.507485	6.290649	6.340718	2.755205	-0.389622	4.443905
63	1	100	-0.110892	7.180477	-0.156434	-5.115012	-4.022452	-4.076427
64	3	49	7.342676	0.932154	7.946792	4.776364	7.829474	7.733825
64	3	47	5.795367	0.932824	2.429907	-0.955436	3.490205	5.425074
64	3	4	0.985503	6.930799	2.428784	-5.780466	1.472935	2.224304
65	2	99	5.758436	-1.302634	6.596049	9.576674	5.332302	3.520188
65	2	1	2.470555	4.525767	1.702018	-0.378868	-0.468201	0.708506
66	2	84	6.150808	0.782225	0.090430	-0.917500	1.870485	3.738557
66	2	16	0.887346	5.789399	0.087416	-4.307728	-1.180146	0.915965
67	2	66	3.264030	6.179305	6.591552	5.058163	4.335457	4.251700
67	2	34	-0.820259	6.189225	1.431315	0.665346	0.138060	-5.519806
68	2	60	5.174029	2.140442	0.916344	-0.267573	-0.287791	-0.352706
68	2	40	9.612071	2.139925	6.533407	8.006433	5.921584	5.679375
69	2	91	3.011215	7.566789	6.348617	5.161071	-0.974489	0.621755
69	2	9	6.714597	2.664128	6.554909	6.989865	5.435683	5.759594
70	1	100	2.878187	6.451382	0.219821	-3.878246	-3.791195	-4.642510
71	1	100	7.049627	1.665647	9.053127	6.017658	8.862585	6.880570
72	1	100	2.498921	4.474742	-2.671354	-4.058406	-0.623242	-4.208184
73	1	100	3.095379	8.925638	-0.442049	-2.358893	-5.671288	-4.466078
74	2	84	6.052396	1.570595	6.758570	7.290034	6.456566	7.968437
74	2	16	0.319138	6.787873	2.091624	-2.204433	-2.502858	-3.759595
75	1	100	7.629991	4.421070	-0.063825	-4.245691	2.364668	0.771985
76	2	95	3.916418	7.743232	2.032180	-1.491321	-5.465832	1.898386
76	2	5	6.031666	3.718569	5.971056	4.526984	2.967871	5.081453
77	1	100	8.560297	4.035738	7.288078	6.135454	7.248375	5.993143
78	1	100	1.230026	6.507999	-0.845799	0.689031	-2.232843	-1.217976
79	2	21	7.573971	3.795485	8.131424	6.585359	5.490970	6.681094
79	2	79	1.635369	6.781681	4.777662	-0.455424	-1.714872	2.741196
80	1	100	3.375542	6.166489	2.342378	-1.052005	-3.782961	0.135901
