81	1	100	5.987117	0.493278	9.228458	6.483433	8.607495	4.471366
82	3	35	2.407229	6.976407	1.758170	-4.916869	-1.303742	1.767225
82	3	33	8.763499	1.836439	6.938353	6.082802	8.679379	5.745748
82	3	32	8.355185	1.839939	1.779517	0.516778	4.876742	2.942716
83	2	53	7.010885	3.857255	6.103979	7.411946	5.236772	4.728252
83	2	47	2.827927	5.009465	1.882659	-5.033728	-1.753945	1.057960
84	2	61	3.763918	4.278051	-1.571207	1.839233	0.757858	-4.657587
84	2	39	8.051628	2.591869	4.759882	6.489996	6.252432	3.625479
85	2	85	4.057579	6.288744	7.319573	4.485794	1.753156	4.419274
85	2	15	4.057256	6.288788	4.316864	-0.830624	-1.713041	0.254383
86	2	68	2.007302	6.421752	6.896152	1.881881	0.579769	-1.991851
86	2	32	1.924943	6.421892	2.786348	-4.237635	-1.913192	-5.871509
87	1	100	0.757275	8.054869	5.546730	2.279870	0.281082	1.962150
88	2	73	9.350895	0.398475	6.560907	6.314662	6.287381	5.879813
88	2	27	4.793100	4.470922	1.127930	-1.520306	-3.200307	0.059705
89	1	100	0.812232	9.014883	1.134628	-7.759406	-9.220638	0.535852
90	1	100	5.271358	2.578023	-3.469357	-3.368267	0.459658	-3.199324
91	2	53	6.211390	0.209208	6.865192	6.514287	4.937780	6.588464
91	2	47	-0.271138	5.400706	0.983731	-5.187710	-1.772698	-1.260413
92	2	76	7.293162	4.134516	8.102346	7.451163	6.553758	6.545544
92	2	24	7.284762	4.140822	2.677260	1.944949	6.270930	0.836439
93	1	100	-0.273198	6.870085	-5.155639	-6.006039	-0.543913	-2.086831
94	1	100	3.671525	5.683765	-0.121149	-0.238136	-2.265831	1.707078
95	1	100	4.003965	7.730788	0.453349	-3.494907	-5.323862	3.291015
96	1	100	1.029124	6.550415	1.379496	-1.094562	-2.435047	-0.507507
97	1	100	2.881864	6.515177	5.696798	1.415023	0.751202	5.297125
98	2	63	2.733656	6.912301	1.570998	-0.537346	-6.720419	0.998689
98	2	37	8.416678	1.561801	7.374465	6.137479	5.773777	5.015337
99	2	67	1.102733	7.315297	0.779854	-3.699929	-1.434492	-6.510784
99	2	33	7.496335	4.526318	6.942962	6.454362	8.244862	4.459504
100	1	100	3.722426	5.356820	-2.087593	-1.830035	1.460481	1.008059
