12	5	-6.594499	-1.333414	0.395219	7.825433	6.309131	5.811556	-1.511453	2.279511	-7.055190	7.270637	6.970458	0.607426	5.931399	-11.853572	5.057597	-13.674267	7.805106	5.701481	6.872109	-19.390884	-6.763000	-16.437100	7.478380	1.430825	-0.617423	4.439915	11.122776	8.095907	-3.427693	-10.693150	-7.983082	-13.973156	-25.343665	-23.533623	-5.671446	-8.245768	5.305213	-10.863527	4.671899	4.199659	2.335107	1.439522	-0.132476	1.119945	4.771651	7.767278	-1.347746	-0.666505	1.228753	4.810509	3.778113	-11.853572	7.981535	-13.674267	7.805106	5.701481	6.871744	-12.483631	-3.880664	-10.107493	7.478380	1.430825	-0.617423	4.438772	11.122701	8.095907	-3.427693	-10.692721	-7.982169	-13.982877	-25.343491	-23.533315	-5.671446	-8.245768	5.305213	-10.863527	-6.594499	-1.333414	0.395219	7.825433	6.309131	5.811556	-1.511453	2.279511	-7.055190	7.270637	6.970458	0.607426	5.931399	5.564472	-1.150405	-9.407681	1.709314	-0.644572	-2.818668	-7.924790	-3.415650	-11.622580	7.478380	7.291999	5.695125	0.615204	-12.625100	-5.880942	6.388083	5.606440	5.399594	11.642682	8.254105	8.004927	5.471287	4.207027	4.557431	1.744326	4.671899	4.199659	2.335107	1.439522	-0.132476	1.119945	4.771651	7.767278	-1.347746	-0.666505	1.228753	4.810509	3.778113	5.564472	1.773533	-3.370301	1.709242	-5.886429	-7.506215	11.641468	5.415568	6.806840	7.478380	7.291999	5.695125	-4.984408	-16.093952	-12.006547	6.388083	6.618274	6.052143	11.674554	8.670375	9.460491	5.471287	4.207027	4.557431	1.744326	4.671899	4.199659	2.335107	1.439522	-0.132476	1.119945	4.771651	7.767278	-1.347746	-0.666505	1.228753	4.810509	3.778113	-11.853572	7.981535	2.790086	4.077730	-2.595016	-4.957183	8.608411	5.415568	6.761424	7.478380	1.430825	-0.617423	-1.138608	9.381357	8.076788	-3.427693	-5.485206	-5.112018	-8.281845	-19.945947	-18.085512	-5.671446	-8.245768	5.305213	-10.863527
13	5	5.182335	4.089562	4.794831	0.462598	2.586968	1.409169	6.833833	5.717946	5.051013	-3.649733	-1.639373	3.984308	6.414310	-10.963513	4.891242	6.866728	0.741781	-6.553139	-9.410112	12.525572	6.988606	4.183071	4.831492	4.449353	-1.143407	2.296862	3.900835	5.832299	1.251641	-12.376929	-11.582722	-6.836362	-13.820754	-19.875770	-3.206834	-4.666555	6.678822	-7.637382	-3.669600	-2.361012	2.848691	6.735117	4.191635	2.473945	0.770179	1.784075	0.579495	4.373832	3.824150	-2.533216	6.468824	-10.963513	3.493610	4.862667	0.742005	-2.998147	-2.833876	-11.646478	-2.516500	-6.947615	4.831492	4.449353	-1.143407	8.163014	3.901151	5.899508	1.251641	-12.382764	-13.814404	-10.867682	-16.168385	-20.800829	-3.208005	-4.697488	6.678822	-7.637382	5.182335	4.089562	4.794831	0.462598	2.586968	1.409169	6.833833	5.717946	5.051013	-3.649733	-1.639373	3.984308	6.414310	7.366922	-1.342880	3.634207	-3.066363	-12.115161	-12.204515	12.633596	6.988606	4.183071	4.831492	4.965564	5.464623	-4.371785	-18.848419	-14.257786	7.344874	4.164106	2.688555	11.166224	9.848063	7.805238	6.401678	6.933030	0.919838	4.403580	5.182335	4.089562	4.794831	0.462598	2.586968	1.409169	6.833833	5.717946	5.051013	-3.649733	-1.639373	3.984308	6.414310	-10.963513	4.891242	-4.158944	6.913405	2.030955	7.196659	-16.439228	-4.637539	-6.295199	4.831492	4.449353	-1.143407	8.163011	3.901151	5.899508	1.251641	-12.382764	-13.814404	-10.867681	-16.168385	-20.800829	-3.208005	-4.697488	6.678822	-7.637382	-3.669600	-2.361012	2.848691	6.735117	4.191635	2.473945	0.770179	1.784075	0.579495	4.373832	3.824150	-2.533216	6.468824	7.366832	-2.740512	1.647724	-1.973699	-8.512179	-5.214408	-11.369398	-2.499248	-6.944636	4.831492	4.965564	5.464623	1.494412	-5.869198	-9.425497	7.344874	-0.788527	1.169434	10.168090	8.803611	1.269669	6.312214	6.907366	0.940782	4.397413
25	5	4.003340	6.985064	6.107329	0.556669	2.348755	1.101807	5.655404	7.258374	5.955144	-2.329928	-0.341555	3.262332	7.657341	5.986827	-3.467891	-10.828597	-0.700720	1.213762	1.189167	-6.698776	-3.524055	-5.881586	7.680638	6.183030	6.237821	-2.135517	-24.541108	-7.068748	5.146452	8.119786	7.689274	11.142804	7.136954	10.990156	5.934528	6.031238	1.677811	6.908458	4.003340	6.985064	6.107329	0.556669	2.348755	1.101807	5.655404	7.258374	5.955144	-2.329928	-0.341555	3.262332	7.657341	-13.790694	1.063774	5.894789	4.165073	-1.317681	-3.544363	3.939172	7.291322	6.266267	7.680638	0.319733	1.351544	1.368521	3.674366	6.434322	-3.943519	2.575592	0.116527	-11.186185	-13.472571	-5.822935	-1.723622	-6.992975	7.737811	-7.962718	4.003340	6.985064	6.107329	0.556671	2.348755	1.101807	5.655404	7.258374	5.955144	-2.329927	-0.341555	3.262332	7.657341	-13.790694	1.063774	-8.667442	5.682245	7.606413	6.241371	-13.134200	-3.610648	-6.757646	7.680638	0.319733	1.351544	5.579982	8.032542	7.387687	-3.943519	-3.997410	-5.512355	-11.191145	-21.489872	-20.710255	-1.723622	-6.992975	7.737811	-7.962718	4.003340	6.985064	6.107329	0.556670	2.348755	1.101807	5.655404	7.258374	5.955144	-2.329927	-0.341555	3.262332	7.657341	5.986828	-3.467891	-0.424348	-1.179833	-4.839551	-11.900655	10.023068	7.291337	6.380596	7.680638	6.183030	6.237821	-6.337460	-24.542243	-8.818133	5.146452	8.121523	7.689697	11.226596	7.137366	10.996742	5.934528	6.031238	1.677811	6.908458	4.003340	6.985064	6.107329	0.556669	2.348755	1.101807	5.655404	7.258374	5.955144	-2.329928	-0.341555	3.262332	7.657341	-13.790694	1.063774	-2.457319	5.640516	7.591104	6.224170	-6.726976	1.286790	1.170307	7.680638	0.319733	1.351544	1.369817	3.682711	6.435312	-3.943519	2.566989	0.114392	-11.186212	-13.483002	-5.829589	-1.723622	-6.992975	7.737811	-7.962718
26	5	2.198728	5.955515	4.359273	2.163776	6.430336	5.246305	7.189900	8.708901	1.529631	-3.925460	6.279405	4.176586	4.438619	-16.959132	2.154628	-1.807133	3.908142	8.804563	2.675009	-13.280736	-6.587278	-5.745241	3.239404	-1.521885	-1.094557	7.944811	9.646062	7.339239	-5.197151	-11.641670	-8.277454	-15.373405	-14.371939	-21.677365	0.355110	-4.835349	6.848228	-5.591445	2.198728	5.955515	4.359273	2.163776	6.430336	5.246305	7.189900	8.708901	1.529631	-3.925460	6.279405	4.176586	4.438619	-16.959132	2.154628	7.509241	-1.002945	-1.762224	-13.156908	9.513457	5.750996	8.229772	3.239404	-1.521885	-1.094557	2.197319	9.644569	6.986650	-5.197151	-9.106481	-7.898682	-14.365219	-12.357536	-17.420661	0.360396	-4.835348	6.848228	-5.588560	-8.353728	0.553028	0.169668	6.046775	6.890280	5.246983	2.572196	2.214960	-5.212297	3.904771	8.528915	0.177441	4.439886	-16.959131	-3.450561	-1.807162	3.908174	8.804563	2.675118	-18.847606	-11.785514	-13.111346	3.239404	-1.521852	-1.094557	7.944960	9.646062	7.339239	-5.197151	-11.641670	-8.277454	-15.373405	-14.371939	-21.677365	0.355110	-4.835349	6.848228	-5.591445	2.198728	5.955515	4.359273	2.163776	6.430336	5.246305	7.189900	8.708901	1.529631	-3.925460	6.279405	4.176586	4.438619	6.250085	-4.372731	2.747603	-7.267655	-7.406151	-15.379775	9.514283	5.750996	8.229772	3.239404	4.866512	5.208033	-4.311210	-18.892385	-5.942862	5.764227	6.575033	7.798352	6.372224	11.038558	11.366698	6.643384	7.382405	2.053266	4.624820	-8.353729	0.553028	0.169668	6.046775	6.890280	5.246983	2.572196	2.214960	-5.212297	3.904771	8.528915	0.177441	4.439886	6.250085	-9.977920	-4.899393	-1.666789	3.159165	-1.511997	-15.004446	-5.235176	-9.198248	3.239404	4.866512	5.208033	1.436430	-13.771917	-3.570930	5.764227	3.612940	3.622941	2.339970	8.008152	11.019578	6.638774	7.382357	2.053266	4.624767
37	5	8.018125	4.922244	6.786664	2.091096	1.591869	0.269228	4.843300	7.348660	3.789146	-5.580985	2.338712	5.167778	7.079930	5.263555	2.241566	-1.122180	-4.822084	-0.689137	-2.326946	-2.137241	6.107853	6.181177	8.550065	7.431219	5.301378	-6.802821	-22.107546	-14.076355	5.770031	6.298285	6.481871	10.047726	9.255544	9.662164	6.899814	6.449666	3.145834	4.314446	8.018125	4.922244	6.786664	2.091096	1.591869	0.269228	4.843300	7.348660	3.789146	-5.580985	2.338712	5.167778	7.079930	-11.394749	6.149818	7.678731	-1.191605	-6.507801	-12.345082	9.203308	6.127987	6.187500	8.550065	2.807993	-1.048274	-1.613670	4.312972	5.848543	-0.834942	-5.966671	-1.505908	-7.904068	-13.487562	-15.589883	-3.639407	-5.223080	9.260696	-12.807119	8.018125	4.922244	6.786664	2.091096	1.591869	0.269228	4.843300	7.348660	3.789146	-5.580985	2.338712	5.167778	7.079930	-11.394749	6.149818	-8.472882	5.065384	5.760307	3.702468	-17.599084	-6.232413	-7.944779	8.550065	2.807993	-1.048274	5.013260	9.641451	5.930038	-0.834942	-8.939709	-7.579749	-12.905906	-24.556933	-22.404870	-3.639407	-5.223080	9.260696	-12.807119	8.018125	4.922244	6.786664	2.091096	1.591869	0.269228	4.843300	7.348660	3.789146	-5.580985	2.338712	5.167778	7.079930	5.263555	2.241566	2.648453	-6.699745	-11.294782	-17.050697	9.207233	6.127987	6.187500	8.550065	7.431219	5.301378	-6.802821	-22.107546	-14.076355	5.770031	6.298285	6.481871	10.047726	9.255544	9.662164	6.899814	6.449666	3.145834	4.314446	8.018125	4.922244	6.786664	2.091096	1.591869	0.269228	4.843300	7.348660	3.789146	-5.580985	2.338712	5.167778	7.079930	-7.143126	6.133533	7.678731	-1.191605	-6.507801	-12.362979	9.203308	6.127987	6.187500	8.550065	3.047398	-1.032197	-1.613791	-6.380029	-0.074430	-0.152441	2.856933	4.977754	2.804472	5.109849	8.769747	6.899814	6.449666	3.145833	-2.219020
63	5	6.828061	4.639892	4.796206	-0.097085	1.654185	2.344076	6.258034	4.946074	1.960880	-2.715966	1.080760	2.035713	5.126838	-5.691428	6.604198	7.245271	0.450991	-4.079529	-8.163960	11.011617	6.716185	6.225274	3.783514	-4.229780	2.355058	0.679745	6.928195	8.059503	-6.862606	-11.182186	-7.380855	-13.875280	-15.325545	-14.942811	-5.010777	-3.431454	6.469588	-3.579337	1.704618	4.634159	4.790106	2.536615	4.940636	6.461853	5.597616	4.869458	-4.899577	1.926981	7.157485	0.970982	5.128162	-5.691428	6.409692	-9.618722	4.797291	6.425481	6.540540	-15.425463	-5.979628	-11.869321	3.783514	-4.229780	2.355058	5.952907	10.127666	8.129245	-6.862606	-11.187299	-9.503550	-16.951442	-21.755062	-21.686139	-5.010777	-3.431454	6.469588	-3.579337	-5.024137	-0.696681	0.149046	5.057450	4.942929	6.468333	1.810005	-0.666274	-10.456432	4.264945	7.528683	-3.571771	5.128197	-5.691428	5.648699	-9.618722	4.797291	6.425481	6.540540	-20.567052	-10.316462	-12.150564	3.783514	-4.229780	2.355059	5.952907	10.127666	8.129245	-6.862606	-11.187299	-9.503550	-16.951442	-21.755062	-21.686178	-5.010777	-3.431454	6.469588	-3.579337	6.828061	4.639892	4.796206	-0.097085	1.654185	2.344076	6.258034	4.946074	1.960880	-2.715966	1.080760	2.035713	5.126838	-5.691428	6.604198	-9.618722	4.797291	6.425481	6.540540	-15.408480	-5.238122	-11.414282	3.783514	-4.229780	2.355058	5.952907	10.127666	8.129245	-6.862606	-11.187299	-9.503550	-16.951442	-21.755062	-21.686178	-5.010777	-3.431454	6.469588	-3.579337	1.704618	4.634159	4.790106	2.536615	4.940636	6.461853	5.597616	4.869458	-4.899577	1.926981	7.157485	0.970982	5.128162	-5.691428	6.409692	7.245269	0.450991	-4.079528	-8.163960	10.995508	5.975837	5.770228	3.783514	-4.229780	2.355058	0.679745	6.928195	8.059503	-6.862606	-11.182186	-7.380855	-13.875280	-15.325545	-14.942811	-5.010777	-3.431454	6.469588	-3.579337
75	5	7.519686	6.664318	7.157270	-3.023538	1.482012	5.607280	7.360024	7.744469	7.382072	-5.488407	0.992809	7.663074	-4.579077	-20.031267	7.054608	-11.199970	7.715114	7.711060	7.511350	-6.835664	-0.144475	-8.253311	5.915824	-0.199139	5.359315	4.204592	12.143196	5.582610	-1.909468	-10.333248	-16.441361	-5.394211	-21.659090	-14.904848	-4.623443	-9.669246	8.176151	-10.242410	7.519686	6.664318	7.157270	-3.023538	1.482012	5.607280	7.360024	7.744469	7.382072	-5.488407	0.992809	7.663074	-4.579077	-20.031267	7.054608	-5.408392	7.715114	5.726043	4.173587	1.851456	4.058450	0.707064	5.915824	-0.199139	5.359315	-2.407621	4.733799	-0.121310	-1.909468	-2.065111	-6.824599	-2.671872	-10.143754	-5.347546	-4.604799	-9.428226	8.176151	-10.242395	7.519686	6.664318	7.157270	-3.023538	1.482012	5.607280	7.360024	7.744469	7.382072	-5.488407	0.992810	7.663074	-4.579077	-20.031267	7.054608	6.139668	1.212704	-1.956461	-6.883815	10.572788	7.995179	4.288467	5.915824	-0.199139	5.359315	-2.420020	4.733032	-0.121848	-1.909468	-2.063712	-6.822055	-2.671871	-10.140125	-5.345677	-4.604751	-9.427364	8.176151	-10.242395	7.519686	6.664318	7.157270	-3.023538	1.482012	5.607280	7.360024	7.744469	7.382072	-5.488407	0.992809	7.663074	-4.579077	-20.031099	7.054608	-5.408392	7.715114	5.726043	4.173587	1.851456	4.058450	0.707064	5.915824	-0.199139	5.359315	-2.407621	-4.529044	-5.846138	-1.909468	6.484119	0.850717	6.610243	9.099219	9.715118	6.562150	2.658470	8.159907	-6.270673	7.519686	6.664318	7.157270	-3.023538	1.482012	5.607280	7.360024	7.744469	7.382072	-5.488407	0.992809	7.663074	-4.579077	-20.031099	7.054608	6.139668	1.212704	-1.956461	-6.883815	10.572788	7.995179	4.288467	5.915824	-0.199139	5.359315	-2.420020	-4.529324	-5.846677	-1.909468	6.484809	0.851095	6.610251	9.100069	9.716180	6.562150	2.658470	8.159907	-6.270673
82	5	-5.530846	0.602544	1.066370	6.395888	5.485552	3.450084	1.357881	2.672176	-9.161350	1.116569	6.977642	1.562799	4.462673	-18.120785	3.198012	-6.488166	6.061320	5.067524	5.202471	-22.974460	-9.608538	-16.000714	5.749976	0.963317	0.256031	9.542194	9.946813	5.194283	-5.393251	-9.812637	-3.658802	-14.176088	-26.499278	-23.207965	-3.339433	-3.548402	8.158419	-8.783929	7.298413	6.862992	6.285138	0.331072	3.310700	-0.749078	7.845297	9.265261	3.903275	-6.715065	4.273615	7.475557	1.785353	-18.120785	7.471338	7.226794	3.720668	-7.868671	-7.054377	9.458921	7.630202	5.559687	5.749976	0.963317	0.256031	4.594155	9.946811	5.194240	-5.393251	-9.235084	-3.658797	-14.167039	-26.036783	-23.120290	-3.339432	-3.548402	8.158419	-8.783929	7.298413	6.862992	6.285138	0.331072	3.310700	-0.749078	7.845297	9.265261	3.903275	-6.715065	4.273615	7.475557	1.785353	-18.120785	7.471338	-6.487993	6.061320	5.067305	5.202327	-14.263169	-3.952289	-9.811000	5.749976	0.963317	0.256031	9.540422	9.946813	5.194283	-5.393251	-9.812607	-3.658802	-14.174193	-26.499272	-23.207958	-3.339433	-3.548402	8.158419	-8.783929	7.298413	6.862992	6.285138	0.331072	3.310700	-0.749078	7.845297	9.265261	3.903275	-6.715065	4.273615	7.475557	1.785353	3.749350	1.163478	2.247339	0.444236	-10.685267	-12.263940	10.576968	7.630485	5.560956	5.749976	6.069550	6.065064	-5.767813	-11.335551	-18.268064	4.783771	7.896795	7.299506	10.867463	9.884930	11.784018	8.717365	8.743808	3.431541	5.295296	-5.530846	0.602544	1.066370	6.395888	5.485552	3.450084	1.357881	2.672176	-9.161350	1.116569	6.977642	1.562799	4.462673	3.749348	-3.109848	-3.901652	2.774532	-0.624139	-4.442195	-7.314655	-3.386760	-9.984385	5.749976	6.069550	6.065064	-0.820647	-7.006883	-13.654978	4.783771	6.859011	5.296763	10.867246	9.727683	11.423028	8.717162	8.743571	3.431650	5.295229
83	5	10.086074	6.106965	7.949381	1.294456	0.565164	0.680328	5.998830	6.915303	7.656770	3.172367	1.745206	7.342155	1.902846	6.753611	-0.864536	-6.932782	3.588474	2.983287	4.421008	-10.549201	1.508647	-6.081934	5.198442	4.839369	7.368126	-5.272325	-26.127849	-16.473834	5.871935	8.215316	5.803018	9.381044	10.119375	10.583116	5.353531	4.641252	2.082732	7.886551	10.086074	6.106965	7.949381	1.294456	0.565164	0.680328	5.998830	6.915303	7.656770	3.172367	1.745206	7.342155	1.902846	-12.576607	5.063612	-2.866952	7.564826	8.479024	6.498426	-15.317039	1.508628	-6.085239	5.198442	-0.827704	2.520063	3.548285	10.046110	4.711930	-2.528029	-8.220168	-9.447502	-13.479815	-21.136647	-19.897962	1.815151	-5.539750	5.647579	0.326507	10.086074	6.106965	7.949381	1.294456	0.565164	0.680328	5.998830	6.915303	7.656770	3.172367	1.745206	7.342155	1.902846	6.753611	-0.864536	2.979641	-3.004277	-8.940315	-13.124227	9.667224	8.366639	7.058312	5.198442	4.839369	7.368126	-8.929426	-26.127849	-16.481265	5.871935	8.215416	5.803018	9.381044	10.119767	10.583166	5.353531	4.641252	2.082732	7.886551	10.086074	6.106965	7.949381	1.294456	0.565164	0.680328	5.998830	6.915303	7.656770	3.172367	1.745206	7.342155	1.902846	-6.544451	5.063612	7.053521	0.943187	-3.296089	-12.595187	9.614893	8.366639	7.058312	5.198442	-0.827703	2.520063	-0.110331	-13.518682	-4.472549	-2.528028	8.083888	5.356601	-1.247699	3.239287	3.142560	5.335599	4.641160	2.082941	2.487916	10.086074	6.106965	7.949381	1.294456	0.565164	0.680328	5.998830	6.915303	7.656770	3.172367	1.745206	7.342155	1.902846	-12.576607	5.063612	7.072191	0.943187	-3.282126	-12.595260	9.614893	8.366639	7.058312	5.198442	-0.827704	2.520063	-0.110329	4.356649	1.746385	-2.528029	-2.861292	-2.920086	-11.543738	-15.215590	-17.282536	1.815151	-5.539750	5.647579	0.326507
86	5	10.561016	8.111117	5.527513	2.006609	5.205658	-0.264626	3.699239	6.796920	6.604216	-5.551154	2.863344	7.214306	5.769276	-11.974204	4.030474	7.685721	3.107125	-5.903612	-12.145683	4.931610	6.780646	6.203162	3.063807	-2.774326	2.057552	1.805743	9.723510	5.108136	-6.774285	-3.113829	-4.373748	-17.989759	-13.622504	-15.559370	-4.636610	0.803885	8.262619	-10.773188	10.561016	8.111117	5.527513	2.006609	5.205658	-0.264626	3.699239	6.796920	6.604216	-5.551154	2.863344	7.214306	5.769276	4.359372	-0.256612	1.466070	-2.526536	-9.512316	-17.906740	7.208756	6.780646	6.203162	3.063807	2.898805	6.646299	-7.409508	-16.102523	-9.254671	0.654412	7.305728	7.739642	4.662233	8.944165	9.189380	6.006278	8.814063	2.660270	7.080038	10.561016	8.111117	5.527513	2.006609	5.205658	-0.264626	3.699239	6.796920	6.604216	-5.551154	2.863344	7.214306	5.769276	-11.974204	4.030474	-2.040227	6.133149	0.688177	4.966982	-15.442486	-0.911110	-4.750864	3.063807	-2.774326	2.057552	7.317356	9.723689	5.110132	-6.774285	-5.698927	-7.348373	-19.610631	-19.490966	-19.396654	-4.636610	0.803883	8.262619	-10.773188	10.561016	8.111117	5.527513	2.006609	5.205658	-0.264626	3.699239	6.796920	6.604216	-5.551154	2.863344	7.214306	5.769276	-11.974204	4.030474	-6.145704	7.195326	6.172641	5.721520	-15.941330	-0.911113	-4.750968	3.063807	-2.774326	2.057552	7.317356	9.723689	5.110132	-6.774285	-5.698927	-7.347371	-19.610631	-19.490761	-19.396653	-4.636610	0.803882	8.262619	-10.773188	10.561016	8.111117	5.527513	2.006609	5.205658	-0.264626	3.699239	6.796920	6.604216	-5.551154	2.863344	7.214306	5.769276	0.024246	3.430762	4.091776	-0.143691	-6.206056	-16.903343	7.142740	6.780646	6.203162	3.063807	0.752614	5.350726	-4.657001	-13.637118	-7.107162	-0.709030	7.285562	7.733007	-0.763545	4.817551	5.488713	6.006278	8.813922	2.660270	6.032211
