10	3	8.735093	6.933976	6.976964	0.202351	-0.683887	4.046354	7.823010	8.056363	6.513805	-7.495749	1.746065	5.546533	1.478075	6.525407	2.152571	-1.691072	0.204695	-5.489131	-13.233893	2.833608	0.418987	-4.140633	5.388735	4.417061	8.800330	-4.149104	-19.946150	-11.304069	6.012788	6.625418	3.970992	11.821590	11.739628	9.950981	7.113060	5.893727	-0.708515	6.534108	8.735093	6.933976	6.976964	0.202351	-0.683887	4.046354	7.823010	8.056363	6.513805	-7.495749	1.746066	5.546533	1.478075	6.525407	2.152571	4.862980	-2.184389	-11.727214	-17.329660	11.610037	5.998322	8.158004	5.388735	4.417061	8.800330	-9.366185	-19.954615	-11.341446	6.012788	6.626159	3.970993	11.821590	11.739628	9.950981	7.113060	5.893727	-0.708515	6.534108	-1.596933	2.233011	1.974620	6.579101	-0.167709	4.101528	5.362148	4.575676	-3.406615	4.905268	3.642962	-0.279287	5.866815	6.525407	0.686458	-2.630724	0.321533	1.035747	-3.733795	-6.291674	-6.270028	-10.476879	5.388735	4.417061	8.800330	-4.148574	-19.946144	-11.304042	6.012788	6.625417	3.970992	11.821590	11.739628	9.950981	7.113060	5.893727	-0.708515	6.534108
17	3	10.581816	6.009819	7.228181	-0.255168	1.579856	-0.356236	7.861692	1.647893	6.209919	-1.132560	0.917807	7.780428	0.324149	3.078718	0.765728	-1.259527	4.981646	-10.235869	-10.238824	5.326926	1.463551	6.710925	7.193911	5.703174	6.709397	-6.037912	-17.018222	-16.296480	7.466213	6.806145	8.567221	9.764191	12.773360	8.854912	5.015836	8.260986	4.211117	-0.222833	10.581816	6.009819	7.228181	-0.255168	1.579856	-0.356236	7.861692	1.647893	6.209919	-1.132560	0.917807	7.780428	0.324149	-14.208961	6.370734	-9.596593	7.905485	2.537788	6.375362	-13.150461	-5.947222	-7.972967	7.193911	0.113104	1.652412	5.660261	9.794446	6.106962	-3.873426	-12.198720	-7.110361	-14.532794	-14.082072	-11.785122	-4.865369	-2.613219	6.560596	-9.026250	10.581816	6.009819	7.228181	-0.255168	1.579856	-0.356236	7.861692	1.647893	6.209919	-1.132560	0.917807	7.780428	0.324149	-14.208961	6.370734	4.894059	2.247465	-9.839740	-11.369360	7.877313	1.464571	6.710992	7.193911	0.113104	1.652412	0.794885	8.069244	5.653127	-3.873426	-12.154993	-3.150549	-9.353335	-10.931334	-9.784068	-4.865369	-2.291259	6.560596	-9.026250
18	3	9.307302	6.806624	5.964575	0.968170	0.862371	1.014358	8.408187	8.768507	8.336554	-4.809632	1.460694	2.688681	3.903121	-10.188713	5.599345	7.895402	0.188824	-2.353216	-12.545133	10.497648	7.852358	6.668872	4.415637	-1.468082	-1.570246	0.051874	-10.278337	-2.446836	-4.038092	6.354535	6.438903	0.150066	8.419649	1.973584	6.878104	6.429528	5.994202	-0.910281	9.307302	6.806624	5.964575	0.968170	0.862371	1.014358	8.408187	8.768507	8.336554	-4.809632	1.460694	2.688681	3.903121	-12.120996	5.599345	-5.975943	4.038524	7.581322	6.351058	-13.907820	-4.456953	-6.473787	4.415637	-1.468082	-1.570264	6.457264	9.919273	6.298258	-4.038092	-10.435042	-10.799976	-17.632162	-23.854812	-27.389644	-3.417981	-4.634360	7.191394	-6.421083	9.307302	6.806624	5.964575	0.968170	0.862371	1.014358	8.408187	8.768507	8.336554	-4.809632	1.460694	2.688681	3.903121	-12.120996	5.599345	7.896167	0.188824	-2.348696	-12.545282	10.497648	7.852358	6.668872	4.415637	-1.468082	-1.570264	0.051877	6.758085	3.890521	-4.038092	-6.031180	-5.725205	-11.593038	-18.059740	-22.683785	-3.417571	-4.634325	7.191394	-6.421083
20	3	-12.760139	2.313666	2.348219	7.996119	7.127348	6.355679	0.025782	1.073135	-12.104920	4.774730	8.125226	1.151575	6.607965	-9.935100	2.414703	-12.634699	7.224149	5.741029	6.331633	-20.463536	-9.427794	-19.228117	8.012871	2.594247	0.023559	6.577939	12.074749	6.925356	-2.569225	-10.066800	-11.639172	-14.111076	-22.414335	-16.348995	-1.947996	-2.784164	7.547697	-7.236306	-12.760139	2.313666	2.348219	7.996119	7.127348	6.355679	0.025782	1.073135	-12.104920	4.774730	8.125226	1.151575	6.607965	8.640228	-3.480310	-14.172217	0.672303	-0.350752	0.324649	-12.479753	-5.306311	-16.730732	8.012871	7.451058	6.599850	-0.551238	-21.361994	-14.544745	7.672581	7.168103	5.063356	10.670588	7.394127	9.743214	6.456481	6.404760	3.658630	5.545007	-12.760139	2.313666	2.348219	7.996119	7.127348	6.355679	0.025782	1.073135	-12.104920	4.774730	8.125226	1.151575	6.607965	8.640229	-3.480311	-0.004296	-4.537595	-10.869596	-10.814210	5.076073	3.394399	-0.496702	8.012871	7.451058	6.599850	-1.201056	-22.138643	-15.379292	7.672581	7.168157	5.167129	10.842708	7.683273	9.924220	6.456481	6.405043	3.658493	5.545045
35	3	-18.603237	0.807212	1.268117	8.059421	7.865276	5.687571	-0.967129	-0.261104	-14.340442	3.044476	3.189630	3.517833	5.400924	0.813179	0.470208	-9.109320	0.486259	2.865438	3.248732	-13.467936	-5.085851	-15.088767	6.420787	6.224766	8.236014	-0.244730	-14.480951	-4.086371	5.251335	4.876534	4.763809	3.496431	11.230610	9.155434	9.587961	6.731328	-2.391093	7.007651	-18.603237	0.807212	1.268117	8.059421	7.865276	5.687571	-0.967129	-0.261104	-14.340442	3.044476	3.189630	3.517833	5.400924	-14.567873	3.472325	-10.564865	4.550599	4.918925	4.513722	-17.337101	-5.085858	-15.088773	6.420787	1.002530	3.799904	7.622062	8.646842	5.036177	-3.253689	-7.152287	-7.600306	-10.388387	-20.448384	-25.680338	-2.456278	-5.175718	2.875529	-4.594745	-18.603237	0.807212	1.268117	8.059421	7.865276	5.687571	-0.967129	-0.261104	-14.340442	3.044476	3.189630	3.517833	5.400924	-14.567873	3.472325	0.283681	-0.197337	0.763107	-2.963982	-13.074158	-4.659558	-10.949176	6.420787	1.002530	3.799904	7.622062	8.646842	5.036177	-3.253689	-7.152287	-7.600306	-10.388387	-20.448384	-25.680338	-2.456279	-5.175718	2.875529	-4.594745
36	3	8.522299	6.774365	6.802800	4.825528	2.553355	2.518342	7.201293	3.512187	1.204881	-1.180888	-2.176068	2.842657	7.028315	-6.403764	6.302290	5.956094	0.911371	-4.853251	-9.553930	8.145834	5.826262	6.163888	6.529559	-4.490202	-4.708760	1.020086	7.427513	2.512619	-4.743476	1.515268	-3.725716	-6.659822	-12.758210	-17.409540	-5.304696	-6.153447	3.206218	-6.931244	8.522299	6.774365	6.802800	4.825528	2.553355	2.518344	7.201293	3.512187	1.204881	-1.180888	-2.176068	2.842657	7.028315	-6.403764	6.302290	-6.192530	7.143322	6.671143	6.674889	-13.395460	-5.631434	-5.958863	6.529559	-4.490202	-4.708760	6.800711	9.012948	5.567123	-4.743476	1.237956	-7.833326	-11.228329	-13.333969	-19.149961	-5.304696	-6.153845	3.206218	-6.931244	8.522299	6.774365	6.802800	4.825528	2.553355	2.518342	7.201293	3.512187	1.204881	-1.180888	-2.176068	2.842657	7.028315	-6.366990	6.302286	5.956090	0.911370	-4.853258	-9.554728	8.145836	5.826262	6.163888	6.529559	-4.489667	-4.708437	1.020085	-3.000734	-2.151819	-4.743169	4.042629	4.678723	-0.269487	1.650698	-2.823184	1.020199	3.145951	2.344621	-6.897098
47	3	-14.128207	0.106982	5.151638	8.553197	7.846067	7.290027	-0.192470	0.330287	-10.038141	6.141044	6.116326	0.427567	5.023054	-16.938771	0.925025	-11.518841	5.404730	5.330868	4.983004	-25.145032	-9.934199	-14.420553	5.013487	-2.358953	-0.527785	6.693138	9.972217	7.145278	-1.279159	-10.189035	-5.699428	-12.862599	-14.266591	-23.198079	-3.972242	-3.761484	6.161779	-6.896980	-14.126160	0.106982	5.151638	8.553197	7.846067	7.290027	-0.192470	0.330287	-10.038141	6.141044	6.116326	0.427570	5.023054	3.667388	-5.171290	-10.366714	-0.353548	2.343216	-0.141502	-17.309972	-6.834465	-10.529755	5.013487	3.392884	2.189126	2.030368	-12.730365	-7.574260	7.068791	3.094139	6.410421	-2.355673	5.158217	5.075639	4.941501	6.393676	0.660252	6.876336	7.574020	6.261754	8.188965	2.810896	4.725402	4.630198	6.280373	6.872790	4.052237	-4.542333	4.735032	6.494225	3.268168	-16.938771	6.017047	-11.518841	5.404730	5.330868	4.983004	-17.995310	-3.531700	-7.863707	5.013487	-2.358953	-0.527785	6.693138	9.972217	7.145278	-1.279182	-10.189035	-5.699428	-12.862599	-14.266591	-23.198079	-3.972242	-3.761484	6.161779	-6.896980
60	3	9.550829	4.721706	5.612747	0.792007	0.171856	-2.943748	6.507113	6.283364	3.803099	-3.595904	0.205743	4.935940	2.969797	9.277416	-0.866846	3.634795	-5.674084	-9.078274	-15.635246	11.976381	4.516989	7.552549	6.141751	4.045578	6.030006	-7.598870	-24.212419	-11.202791	4.514119	7.898750	6.400327	9.836990	10.875102	11.840270	5.546332	6.548436	0.456028	8.348230	9.550829	4.721706	5.612747	0.792007	0.171856	-2.943748	6.507113	6.283364	3.803099	-3.595904	0.205743	4.935940	2.969797	-14.212579	5.098657	6.600020	-0.357874	-3.083231	-9.568812	11.961580	4.516989	7.552546	6.141751	-0.483062	1.860492	1.430271	8.760880	5.887446	-3.981073	-6.427139	-10.244165	-11.723257	-14.638737	-13.801748	-5.657507	-5.101415	6.581403	-4.083058	9.550829	4.721706	5.612747	0.792007	0.171856	-2.943748	6.507113	6.283364	3.803099	-3.595904	0.205743	4.935940	2.969797	-14.258302	5.098657	-12.142743	5.584044	6.578635	3.088606	-7.726832	-5.402267	-7.191226	6.141751	-0.483062	1.860492	7.534892	9.374237	5.889211	-3.981073	-11.306472	-10.660083	-13.463791	-20.593737	-14.893408	-5.657507	-5.101415	6.581403	-4.083058
66	3	-17.118778	-0.612048	-0.101236	6.636403	8.232660	6.315839	0.049540	-4.186922	-3.712085	5.496413	6.857422	1.945735	4.184134	-15.457495	2.935698	2.929678	4.874654	-1.773040	-2.767030	-21.215968	-5.266571	-7.509019	7.117262	1.444703	-1.270050	5.000152	9.092492	6.006225	-1.654958	-13.241580	-11.124103	-16.782941	-24.549612	-15.332512	-4.240626	-1.349925	8.035477	-9.409853	-17.118778	-0.612048	-0.101236	6.636403	8.232660	6.315839	0.049540	-4.186922	-3.712085	5.496413	6.857422	1.945735	4.184134	-15.457495	2.935698	-8.223151	7.650417	3.353569	6.816210	-27.648305	-9.404213	-13.292201	7.117262	1.444703	-1.270050	5.000152	9.092492	6.006225	-1.654958	-13.241580	-11.124103	-16.782941	-24.549612	-15.511266	-4.240626	-1.349925	8.035477	-9.409853	-17.118778	-0.612048	-0.101236	6.636403	8.232660	6.315839	0.049540	-4.186922	-3.712085	5.496413	6.857422	1.945735	4.184134	5.253765	-3.131782	-7.270578	3.160895	-2.350334	2.361494	-26.392553	-9.399896	-13.275214	7.117262	5.680732	4.595593	-4.129528	-21.533847	-6.539035	7.778075	2.559850	5.586288	3.307390	10.892201	12.378434	6.838231	7.962531	4.392390	6.121802
69	3	-7.308768	0.830239	-1.522439	7.505481	3.538539	1.829759	-1.743996	1.250359	-4.567985	7.638855	3.669143	0.433089	5.744174	4.260145	-4.274008	-10.401627	2.008881	2.565419	4.178588	-15.053509	-7.013999	-16.498404	7.467949	5.061332	7.524405	1.408869	-2.047982	1.431853	5.007136	-3.413481	0.038512	3.879044	-5.029268	-2.698767	0.276951	-3.609730	5.359110	3.263007	-7.308768	0.830239	-1.522439	7.505481	3.538539	1.829759	-1.743996	1.250359	-4.567985	7.638855	3.669143	0.433089	5.744174	-7.593636	1.274646	-7.766694	7.184283	3.949699	6.645694	-18.322805	-7.013999	-16.498788	7.467949	0.203983	2.539689	8.832787	11.007982	8.464831	-1.607640	-9.808057	-9.459983	-11.620846	-19.156338	-20.464804	-5.914201	-3.649373	5.359556	-0.775221	-7.308768	0.830239	-1.522439	7.505481	3.538539	1.829759	-1.743996	1.250359	-4.567985	7.638855	3.669143	0.433089	5.744174	5.726371	-4.274056	-10.420194	1.520997	2.565436	4.178189	-15.003277	-7.013999	-16.498403	7.467949	5.111492	7.524406	1.408565	-11.321635	-2.759693	5.020030	1.355913	3.352227	6.472743	0.640624	8.796717	6.303483	9.356738	-0.087036	8.689776
