1	1	100	-5.877402	-1.748656	5.106479	5.936635	7.454826	8.036293	1.055167	2.500287	-6.736412	6.260925	5.708784	2.840856	3.951643	-11.058848	3.740254	-8.761414	4.720797	6.482439	6.659728	-17.111346	-9.203626	-15.837562	5.518241	-3.649345	0.125708	6.707402	8.287793	5.901020	-8.249303	-5.328495	-10.512115	-22.586747	-22.471134	-20.332307	-4.229249	-6.100284	5.771725	-2.034006
2	8	14	9.428347	6.679157	6.355693	1.733788	1.039743	-0.325042	4.684011	2.875729	6.750681	0.358598	1.149201	7.572590	-1.736405	-16.223492	6.346787	-9.502606	6.375162	6.431585	4.962628	-20.108627	-4.834583	-7.179258	8.193216	-0.987026	2.614055	6.814730	8.767479	-1.109355	4.295575	-5.395396	-6.076025	-11.960340	-21.838237	-15.778756	-1.622586	-3.464681	7.754165	-5.575022
2	8	12	9.428347	6.679157	6.355693	1.733788	1.039743	-0.325042	4.684011	2.875729	6.750681	0.358598	1.149201	7.572590	-1.736405	-16.223492	6.346787	-4.587941	6.372829	6.076964	4.954029	-9.044220	1.770684	4.892706	8.193216	-0.987026	2.614055	2.255090	8.580306	-1.112473	4.295575	-2.649020	-5.369183	-11.839465	-19.202515	-10.690978	-1.622586	-3.460581	7.754165	-5.575022
2	8	11	9.428347	6.679157	6.355693	1.733788	1.039743	-0.325042	4.684011	2.875729	6.750681	0.358598	1.149201	7.572590	-1.736405	6.871045	0.975287	1.541450	-2.995895	-8.050904	-15.012180	9.771345	5.933162	9.640701	8.193216	5.543352	9.129001	-5.700588	-10.309983	-13.861984	6.684948	6.092646	6.802564	10.517718	9.216044	9.356805	7.904683	6.891444	2.667587	5.000534
2	8	23	-3.192582	0.161964	0.529670	7.324313	3.975238	-0.167592	0.890853	0.190151	-2.443043	6.423654	7.677803	3.992328	-1.155299	-16.223492	0.938320	-9.518884	6.375162	6.431740	4.962632	-23.562644	-10.657634	-12.682109	8.193216	-0.987026	2.614057	6.814730	8.767479	-1.109355	4.295575	-5.395396	-6.076025	-11.960337	-22.025022	-15.778756	-1.622586	-3.464800	7.754165	-5.575022
2	8	26	9.428347	6.679157	6.355693	1.733788	1.039743	-0.325042	4.684011	2.875729	6.750681	0.358598	1.149201	7.572590	-1.736405	-16.223492	6.346787	7.974700	0.027619	-4.459820	-10.492113	9.767891	5.932328	9.640701	8.193216	-0.987026	2.614055	2.255086	8.580305	-1.112473	4.295575	-2.649015	-5.369174	-11.839464	-19.231488	-10.690968	-1.622586	-3.460701	7.754165	-5.575022
2	8	10	-3.192582	0.161964	0.529670	7.324313	3.975238	-0.167592	0.890853	0.190151	-2.443043	6.423654	7.677803	3.992328	-1.155299	-16.223492	0.938320	7.974519	0.027619	-2.859517	-9.326321	1.185138	0.108193	3.602530	8.193216	-0.987026	2.614055	2.255420	8.580416	-1.112469	4.295575	-2.649518	-5.369924	-11.839571	-19.232280	-10.691906	-1.622586	-3.460704	7.754165	-5.575022
2	8	2	9.428347	6.679157	6.355693	1.733788	1.039743	-0.325042	4.684011	2.875729	6.750681	0.358598	1.149201	7.572590	-1.736405	6.871045	0.975287	-9.466533	0.044320	1.014886	0.521989	-9.978660	-1.815187	-5.538988	8.193216	5.543352	9.129001	-1.140944	-9.999186	-13.786403	6.684948	6.001046	6.802537	10.419017	9.012196	9.249101	7.904682	6.891436	2.667587	5.000534
2	8	2	-3.192582	0.161964	0.529670	7.324313	3.975238	-0.167592	0.890853	0.190151	-2.443043	6.423654	7.677803	3.992328	-1.155299	6.871045	-4.433180	1.541450	-2.995895	-6.474540	-14.662309	1.194692	0.110100	3.604300	8.193216	5.543352	9.129001	-5.700256	-10.309983	-13.861984	6.684948	6.092646	6.802564	10.517718	9.216044	9.356805	7.904683	6.891444	2.667587	5.000534
3	2	16	7.594431	5.185708	4.902428	0.082826	1.837486	2.089218	2.769613	8.251825	4.404649	-3.149032	1.649087	6.218477	5.175372	-13.677426	6.451840	-8.698589	6.682523	6.796821	5.060638	-17.054836	-7.075531	-10.106645	5.752230	0.727993	-1.106382	4.776639	11.427941	4.372387	-2.382188	-10.093372	-7.866527	-11.752360	-16.799196	-15.505621	-5.122783	-4.289060	6.339619	-7.159888
