4	4	-2.240699	6.050311	2.875335	5.419223	5.982568	6.531220	0.961720	7.097763	-1.682331	1.657966	6.323576	1.509648	0.352356	6.917360	-4.337288	-6.874662	5.077520	5.249001	-0.343543	-8.502562	2.386654	0.311199	6.890127	6.137655	5.304166	0.751891	-11.575393	-9.316412	3.148863	6.194115	2.426757	9.395630	6.340278	10.282246	3.017655	6.082867	2.163246	3.786181	-2.240699	6.050311	2.875335	5.419223	5.982568	6.531220	0.961720	7.097763	-1.682331	1.657966	6.323576	1.509648	0.352356	6.917360	-4.337288	-12.367379	5.077519	5.260855	-0.343539	-15.573357	-3.155095	-9.248318	6.890127	6.137655	5.304166	0.875799	-11.409687	-8.912435	3.148863	6.152109	2.371424	9.283366	6.047750	10.212892	3.017655	6.082866	2.163246	3.786181	-2.240699	6.050311	2.875335	5.419223	5.982568	6.531220	0.961720	7.097763	-1.682331	1.657966	6.323576	1.509648	0.352356	-10.121373	-0.323782	-12.226992	9.638889	7.405229	6.275003	-21.895259	-8.575384	-11.262930	6.890127	-0.226658	1.578565	7.403605	8.943263	5.966270	-8.390629	-5.883416	-7.989650	-10.815737	-21.137630	-18.603865	-5.436274	-3.372401	7.275589	-3.953192	-2.240699	6.050311	2.875335	5.419223	5.982568	6.531220	0.961720	7.097763	-1.682331	1.657966	6.323576	1.509648	0.352356	6.917360	-4.337288	0.859939	0.613804	-2.180466	-17.593683	4.426672	2.616605	0.751538	6.890127	6.137655	5.304166	0.243989	-12.312113	-11.367604	3.148863	6.343469	3.159221	9.682632	7.536716	10.690591	3.017655	6.082868	2.163246	3.786181
5	4	-13.305096	0.794146	3.113548	6.517887	8.061417	5.764357	0.438056	-2.562741	-3.538922	8.524399	7.337117	0.863241	5.556463	4.476255	0.835958	1.861170	-6.269892	-9.415610	-12.635925	2.679280	2.867557	2.739617	5.856196	7.770140	4.724698	-2.475413	-17.422781	-12.797585	7.750570	6.499282	5.793469	4.832457	9.157512	10.180644	6.862065	4.975080	3.458154	8.252057	-13.305096	0.794146	3.113548	6.517887	8.061417	5.764357	0.438056	-2.562741	-3.538922	8.524399	7.337117	0.863241	5.556463	-9.782678	2.920117	-9.617427	2.853375	5.966721	7.504313	-15.247943	-7.267803	-15.051771	5.856196	3.341579	-1.611163	6.848387	9.975779	7.601859	1.253702	-10.776062	-8.924221	-14.940242	-21.847850	-15.112148	-6.125439	-5.902004	7.056058	-6.420626	-13.305096	0.794146	3.113548	6.517887	8.061417	5.764357	0.438056	-2.562741	-3.538922	8.524399	7.337117	0.863241	5.556463	4.475905	0.835958	-4.914946	-1.487434	-0.625254	-3.118018	-14.150326	-3.374522	-9.274031	5.856196	7.770140	4.724698	3.063992	-10.448207	-9.735864	7.750569	3.672320	3.163873	0.994151	4.932222	9.271378	6.859969	4.975024	3.458273	8.251990	-13.305096	0.794146	3.113548	6.517887	8.061417	5.764357	0.438056	-2.562741	-3.538922	8.524399	7.337117	0.863241	5.556463	-9.782678	2.920117	7.677347	-2.408419	-6.429970	-7.145432	2.655860	2.867556	2.726280	5.856196	3.341579	-1.611163	1.309284	9.353718	6.663364	1.253702	-6.452277	-7.542932	-13.313901	-18.654943	-14.977801	-6.125439	-5.902004	7.056058	-6.420616
21	4	2.364624	6.600028	6.785058	8.021267	3.887436	3.973789	4.359566	4.468598	-1.288588	6.072501	7.299252	6.137703	3.690754	6.850742	-2.731893	-7.485918	-1.858246	-1.326286	-3.772347	6.684653	-0.411747	-5.862236	7.692315	8.435125	6.257622	-2.648542	-18.653925	-12.093925	6.925494	7.206477	6.426488	8.465481	10.678234	11.345813	6.886012	5.283445	-0.423151	4.942050	2.364624	6.600028	6.785058	8.021267	3.887436	3.973789	4.359566	4.468598	-1.288588	6.072501	7.299252	6.137703	3.690754	6.850742	-2.731893	-15.198483	-1.823194	2.090641	4.066048	-8.954529	-6.039579	-12.452793	7.692315	8.435125	6.257622	-2.648542	-18.653925	-12.093923	6.925494	7.206477	6.426488	8.465481	10.678234	11.345813	6.886012	5.283445	-0.423151	4.942050	2.364624	6.600028	6.785058	8.021267	3.887436	3.973789	4.359566	4.468598	-1.288588	6.072501	7.299252	6.137703	3.690754	6.850742	-2.731893	-1.456597	-3.193148	-1.609388	-3.924944	11.326672	6.136772	3.589641	7.692315	8.435125	6.257622	-7.809233	-19.734889	-12.093962	6.925494	7.206477	6.528496	8.543623	10.782296	11.415924	6.886012	5.283532	-0.423152	4.942050	2.364624	6.600028	6.785058	8.021267	3.887436	3.973789	4.359566	4.468598	-1.288588	6.072501	7.299252	6.137703	3.690754	-8.570184	3.370950	-13.634939	4.492957	7.288821	6.898322	-15.041869	-6.040016	-12.487822	7.692315	2.138296	0.904485	3.300323	8.596784	8.127185	-4.493774	-10.160179	-9.304380	-12.004913	-21.981087	-12.570074	-3.927601	-6.352894	6.139304	-8.305166
29	4	9.749729	5.752714	7.607606	6.386234	1.457906	-2.018256	5.870198	5.524222	1.708724	-1.168765	5.539025	6.318241	5.197937	-11.626993	-0.605007	-10.745334	6.493025	7.424170	9.023084	-15.873718	-7.092796	-10.054172	6.918709	-0.475154	0.230319	7.654249	10.848994	8.534917	-5.198242	-7.662758	-4.893793	-15.651125	-15.881416	-19.017393	-7.573318	-5.068029	9.069122	-6.649673	9.749729	5.752714	7.607606	6.386234	1.457906	-2.018256	5.870198	5.524222	1.708724	-1.168765	5.539025	6.318241	5.197937	4.716147	-2.844794	-12.132132	0.185370	3.170225	3.879200	-12.468785	-6.381278	-10.053042	6.918709	5.623085	5.724463	0.032083	-11.609748	-12.130811	6.507537	7.146043	6.670636	10.354426	6.730660	9.575155	4.970487	6.526322	8.340018	4.646810	9.749729	5.752714	7.607606	6.386234	1.457906	-2.018256	5.870198	5.524222	1.708724	-1.168765	5.539025	6.318241	5.197937	4.716147	-2.844794	4.201555	-3.822366	-4.777964	-12.041696	8.863527	5.245078	5.425300	6.918709	5.623085	5.724463	-4.738676	-13.465096	-14.544723	6.507537	7.147454	6.680012	10.738816	9.609203	11.713820	4.970487	6.527677	8.340013	4.646810	9.749729	5.752714	7.607606	6.386234	1.457906	-2.018256	5.870198	5.524222	1.708724	-1.168765	5.539025	6.318241	5.197937	-11.626993	-0.605007	6.589411	2.485289	-1.929143	-6.897769	8.049248	5.143850	5.425269	6.918709	-0.475154	0.230319	2.883490	10.848176	8.534335	-5.198242	-7.522345	-4.892658	-12.677143	-15.881400	-19.008004	-7.573318	-5.068028	9.069122	-6.649673
30	4	-9.091987	0.827319	4.535685	7.735627	4.279425	7.745966	0.152279	-2.133608	-5.190880	3.093272	6.234213	0.258895	8.995693	-13.615137	5.078411	-8.774008	5.548386	6.587576	6.776496	-19.007806	-11.368508	-9.929273	6.974030	-1.293098	-0.221198	7.436997	10.734102	8.203198	-2.530128	-11.076046	-4.009829	-18.116518	-25.240264	-20.352700	-4.622190	-6.080906	6.351637	-9.429974	-9.091987	0.827319	4.535685	7.735627	4.279425	7.745966	0.152279	-2.133608	-5.190880	3.093272	6.234213	0.258895	8.995693	5.170963	-1.211930	-3.961731	1.528615	2.341634	0.302631	-8.458352	-3.364218	-0.164695	6.974030	5.058704	6.045008	-1.701271	-21.678192	-14.379252	7.255564	7.361882	7.626883	9.923329	9.483112	9.694173	8.023426	5.668951	3.691671	5.342869	-9.091987	0.827319	4.535685	7.735627	4.279425	7.745966	0.152279	-2.133608	-5.190880	3.093272	6.234213	0.258895	8.995693	5.170963	-1.211930	1.196738	-0.123329	-1.721050	-7.013216	-4.981551	-1.266613	3.770660	6.974030	5.058704	6.045008	-7.167972	-21.684241	-15.241834	7.255564	7.362835	7.628418	10.000904	9.612375	9.695086	8.023426	5.668952	3.691670	5.342869	-9.091987	0.827319	4.535685	7.735627	4.279425	7.745966	0.152279	-2.133608	-5.190880	3.093272	6.234213	0.258895	8.995693	-13.615137	5.078411	3.724966	1.977047	1.339336	0.168546	-6.727802	-3.169592	0.280997	6.974030	-1.293098	-0.221198	7.163694	10.734102	8.203197	-2.530128	-11.076041	-4.009829	-18.116512	-25.238201	-20.352700	-4.622190	-6.080906	6.351637	-9.429974
31	4	7.730107	5.984205	6.318677	-1.263190	1.073173	0.008892	6.532084	7.509783	3.837615	-0.502421	0.709973	4.303950	1.835513	7.054428	1.127256	-1.855972	3.390329	-7.408488	-4.364095	10.356121	7.820388	9.439989	7.180670	4.851012	7.020059	-2.198696	-12.835093	-8.529792	7.352404	8.454735	6.393271	9.698313	10.082752	8.771591	6.861518	6.801283	1.165551	5.958702	7.730107	5.984205	6.318677	-1.263190	1.073173	0.008892	6.532084	7.509783	3.837615	-0.502421	0.709973	4.303950	1.835513	-11.105669	6.125963	-8.691907	7.507159	4.862243	7.206773	-12.806205	-2.896602	-9.183701	7.180670	-1.590834	0.917370	8.023813	11.283261	7.160130	-1.852578	-9.232534	-6.623514	-11.575811	-23.362970	-24.617850	-5.237431	-5.391895	6.403779	-7.719607	7.730107	5.984205	6.318677	-1.263190	1.073173	0.008892	6.532084	7.509783	3.837615	-0.502421	0.709973	4.303950	1.835513	-11.105669	6.125963	4.495715	1.382751	-5.528760	-6.463150	11.370740	7.824143	9.439989	7.180670	-1.590834	0.917370	4.481495	11.246376	7.051474	-1.852578	-9.150065	-6.608836	-11.575774	-23.322720	-24.616250	-5.237430	-5.391895	6.403779	-7.719607	7.730107	5.984205	6.318677	-1.263190	1.073173	0.008892	6.532084	7.509783	3.837615	-0.502421	0.709973	4.303950	1.835513	7.054423	1.127256	-12.278964	3.423691	-0.844849	2.232771	-7.230321	-1.349878	-9.130023	7.180670	4.851012	7.020059	1.343622	-10.641729	-6.507639	7.352404	8.160521	2.641083	8.511383	5.709665	8.300148	6.851292	6.801096	1.165581	5.958433
34	4	-13.043364	0.312892	4.080456	7.253887	7.842599	3.868922	0.528347	0.933574	-6.651307	7.807911	6.638304	0.211461	6.435954	4.158697	-6.326475	-9.465812	3.226920	4.850933	0.317350	-22.655151	-11.440906	-9.470479	7.252339	9.470970	4.579297	-1.296146	-21.214254	-15.673032	8.655585	2.971107	5.946826	7.940909	10.179719	10.041239	2.958341	7.563354	3.660197	6.672754	-13.043364	0.312892	4.080456	7.253887	7.842599	3.868922	0.528347	0.933574	-6.651307	7.807911	6.638304	0.211461	6.435954	-8.904461	0.156933	-7.333640	5.942518	8.000967	5.566320	-22.759125	-15.524119	-10.988155	7.252339	3.356837	-1.029672	5.190687	4.287522	3.264940	2.726550	-10.032706	-9.466895	-10.818626	-23.808972	-18.938573	-4.086368	-4.504263	9.117996	-6.577849	4.418415	6.683742	8.844722	1.468900	5.945349	3.679272	6.732386	7.049898	1.470989	-1.190161	2.116795	6.744201	1.334887	-8.904460	5.527748	-7.333640	5.942518	8.000967	5.566320	-16.085558	-9.875019	-6.533382	7.252339	3.356838	-1.029672	5.190687	4.287521	3.264939	2.726551	-10.032706	-9.466895	-10.818624	-23.808972	-18.938573	-4.086368	-4.504263	9.117996	-6.577849	4.418415	6.683742	8.844722	1.468900	5.945349	3.679272	6.732386	7.049898	1.470989	-1.190161	2.116795	6.744201	1.334887	4.158697	-0.955661	-9.465812	3.226920	4.850933	0.317350	-15.191927	-5.791804	-5.015704	7.252339	9.470970	4.579297	-1.296146	-21.214254	-15.673032	8.655585	2.971107	5.946826	7.940909	10.179719	10.041239	2.958341	7.563354	3.660197	6.672754
40	4	9.479695	6.294061	6.134685	0.421501	1.360487	1.844791	6.264822	8.474996	7.844685	-3.305584	4.642295	7.390197	1.464603	-15.190798	6.960478	6.315116	1.798802	-9.047962	-9.764754	3.135017	8.514192	6.140539	7.545263	-0.372410	2.815047	1.609483	8.696058	5.399885	-5.430981	-7.146388	-8.312662	-18.336180	-23.128867	-19.867003	-2.639232	-1.842961	7.007864	-10.053438	9.479695	6.294061	6.134685	0.421501	1.360487	1.844791	6.264822	8.474996	7.844685	-3.305584	4.642295	7.390197	1.464603	-15.190798	6.960478	-3.668956	5.890252	2.302681	6.052115	-6.345469	4.113666	5.253110	7.545263	-0.372410	2.815047	1.609483	8.696058	5.399886	-5.430981	-7.146388	-8.312662	-18.336180	-23.128874	-19.867003	-2.639232	-1.842961	7.007864	-10.053438	9.479695	6.294061	6.134685	0.421502	1.360487	1.844791	6.264822	8.474996	7.844685	-3.305584	4.642295	7.390197	1.464603	6.379854	0.920798	1.036901	-3.662444	-11.803066	-13.539346	7.738563	8.515394	6.140539	7.545263	4.598683	6.230179	-8.251873	-15.443741	-15.452167	5.038279	4.817718	4.566759	8.893010	9.926532	10.455279	8.183120	6.660716	2.336151	7.543266	-5.229976	2.061220	2.039751	6.205502	1.525243	1.850553	4.558051	6.227554	5.182467	1.112873	4.719837	1.748493	6.548301	-15.190798	3.043117	-9.330906	5.890302	2.302813	6.073546	-22.136186	-5.073797	-12.074087	7.545263	-0.372410	2.815047	7.826111	9.838166	5.575314	-5.430981	-12.399874	-12.518825	-18.348611	-24.235182	-19.943859	-2.639232	-1.842961	7.007864	-10.053438
49	4	2.603215	6.661134	7.033844	5.800247	5.951978	7.101764	5.892587	5.968524	-6.685692	5.958379	6.125392	5.855980	6.911063	-17.898351	6.466095	7.936601	0.763236	-5.642084	-7.059075	6.959168	7.256077	9.160673	7.603048	-0.017624	3.362110	0.164091	11.662671	7.414414	-4.197702	-4.462794	-4.868204	-8.646201	-19.638254	-18.936098	-3.543239	-5.508474	8.411649	-10.146495	2.603215	6.661134	7.033844	5.800247	5.951978	7.101764	5.892587	5.968524	-6.685692	5.958379	6.125392	5.855980	6.911063	-17.898351	6.466095	-6.969215	6.264299	6.680733	4.969796	-9.525948	-5.351820	-3.679219	7.603048	-0.017624	3.362111	5.632975	11.677371	7.424563	-4.197702	-10.255572	-5.811356	-15.051860	-26.055156	-22.373792	-3.543239	-5.508474	8.411649	-10.146618	-3.535345	3.359784	1.734444	5.800247	5.951978	7.101764	-0.137466	0.461447	-12.764653	9.047285	6.125392	0.790400	7.924297	-17.898351	6.466095	7.167713	0.929063	0.699612	-1.910226	-4.452197	2.519955	3.062640	7.603048	-0.017624	3.362110	3.281707	11.677371	7.424563	-4.197702	-8.189736	-5.807780	-13.333785	-25.968303	-22.364622	-3.543239	-5.508474	8.411649	-10.133840	-3.535345	3.359784	1.734444	5.800247	5.951978	7.101764	-0.137466	0.461447	-12.764653	9.047285	6.125392	0.790400	7.924297	-17.898351	6.466095	-7.119327	6.265459	6.680733	5.011278	-20.311293	-10.043899	-9.575718	7.603048	-0.017624	3.362110	5.694056	11.677371	7.424563	-4.197702	-10.271255	-5.811359	-15.054932	-26.055161	-22.373802	-3.543239	-5.508474	8.411649	-10.146666
51	4	-7.268183	1.991502	0.772001	6.027276	7.321546	7.103937	1.273832	-0.101548	-6.294349	8.474383	7.139584	2.631276	6.890566	-5.798024	0.772563	6.507996	-1.720786	-5.821395	-4.654450	0.641459	0.375721	1.474502	5.752219	-0.290328	2.510155	2.899642	10.110475	6.353778	-4.113208	-13.149216	-7.592880	-19.919396	-21.228839	-18.745296	-2.521134	-4.634661	2.870273	-4.853682	-7.268184	1.991502	0.772001	6.027276	7.321546	7.103937	1.273832	-0.101548	-6.294349	8.474383	7.139584	2.631276	6.890566	7.126758	-4.135864	0.527747	-5.434070	-3.919895	-7.768916	-4.132397	0.375723	1.474518	5.752219	5.524516	8.004417	-7.058815	-20.290891	-17.364424	8.475856	5.328603	6.379863	7.654632	10.736107	8.224878	6.295368	7.461415	0.534948	6.034897	-7.268184	1.991502	0.772001	6.027276	7.321546	7.103937	1.273832	-0.101548	-6.294349	8.474383	7.139584	2.631276	6.890566	-5.798024	0.772563	-8.223950	3.257475	5.725623	9.631512	-22.224904	-11.102076	-7.955306	5.752219	-0.290328	2.510155	4.778184	10.188737	6.354800	-4.113208	-13.803287	-7.928511	-19.919397	-21.244420	-21.167676	-2.521134	-4.634661	2.870273	-4.853682	-7.268184	1.991502	0.772001	6.027276	7.321546	7.103937	1.273832	-0.101548	-6.294349	8.474383	7.139584	2.631276	6.890566	7.126758	-4.135864	0.530518	-5.443720	-10.035005	-9.094612	0.707419	0.375723	1.474518	5.752219	5.524516	8.004417	-7.058815	-20.290891	-17.364424	8.475856	5.328603	6.379863	7.654632	10.736107	8.224878	6.295368	7.461415	0.534948	6.034897
