3	2	7.594431	5.185708	4.902428	0.082826	1.837486	2.089218	2.769613	8.251825	4.404649	-3.149032	1.649087	6.218477	5.175372	-13.677426	6.451840	-8.698589	6.682523	6.796821	5.060638	-17.054836	-7.075531	-10.106645	5.752230	0.727993	-1.106382	4.776639	11.427941	4.372387	-2.382188	-10.093372	-7.866527	-11.752360	-16.799196	-15.505621	-5.122783	-4.289060	6.339619	-7.159888	7.594431	5.185708	4.902428	0.082826	1.837486	2.089218	2.769613	8.251825	4.404649	-3.149032	1.649087	6.218477	5.175372	6.880254	1.596875	0.904632	-2.437544	-10.226202	-16.804229	10.104220	5.340347	5.219659	5.752230	5.294269	4.247719	-7.325106	-20.803610	-20.212179	8.149128	8.512776	3.804871	10.930316	9.990647	12.336158	6.955316	6.852429	1.205325	6.288621
11	2	-15.424557	1.375889	-3.381719	8.226400	6.263344	6.101368	-2.925166	0.859875	-10.485798	7.327287	7.446455	2.553019	5.676107	4.796218	-6.819857	-15.932632	1.966565	2.552665	2.389843	-19.058091	-5.978177	-15.811687	7.515243	3.987096	5.359314	-1.493781	-15.584024	-15.600861	6.016927	4.630130	8.248371	2.188781	9.026443	8.814673	5.635861	6.866552	1.004082	6.498180	-15.424557	1.375889	-3.381719	8.226400	6.263344	6.101368	-2.925166	0.859875	-10.485798	7.327287	7.446455	2.553019	5.676107	-11.906388	-1.268339	-11.782628	8.134397	5.713179	8.508859	-20.441136	-6.125917	-17.345038	7.515243	-1.414271	-0.241977	5.907928	10.745925	0.498655	-2.325525	-8.047486	-4.662490	-15.615326	-16.967069	-21.480541	-4.830421	-3.109505	6.128912	-6.973194
14	2	-5.735594	-1.540571	-0.533523	6.108272	6.646981	5.599562	-2.026381	-1.016563	-12.722357	5.684458	6.502772	2.446909	3.735104	-13.383362	2.113340	-6.107107	6.574572	5.700440	7.193274	-18.814830	-13.096070	-14.131397	6.634684	1.143716	2.626065	6.403469	10.165494	6.894195	-2.555952	-11.776599	-5.331181	-13.194097	-18.836915	-23.196590	-4.898118	-4.354351	5.990561	-7.452175	-5.735594	-1.540571	-0.533523	6.108272	6.646981	5.599562	-2.026381	-1.016563	-12.722357	5.684458	6.502772	2.446909	3.735104	4.717775	-4.015669	-5.180710	3.964233	0.187978	-3.176427	-12.489111	-7.958872	-7.637294	6.634684	6.479370	8.030634	-6.392867	-20.350176	-15.882183	4.655636	5.625627	5.394424	10.441153	10.606570	9.042579	6.757560	6.826489	-0.311662	3.314372
15	2	8.267492	7.144810	5.473749	2.510949	3.942451	2.306950	6.892183	8.274281	7.078672	-4.423927	5.164217	0.650370	8.701462	-13.930964	5.978510	-11.546644	6.689944	7.225549	6.874647	-16.299376	-6.782859	-6.908794	3.631527	-6.589485	2.637200	8.054312	10.039908	8.695139	-5.891145	-12.061707	-6.485335	-18.033720	-21.305633	-18.293022	-0.184597	-5.386582	7.041736	-2.229936	8.267492	7.144810	5.473749	2.510949	3.942451	2.306950	6.892183	8.274281	7.078672	-4.423927	5.164217	0.650370	8.701462	-13.930964	5.978510	6.276109	0.325356	-2.582760	-2.081449	8.857379	3.554847	6.377186	3.631527	-6.589485	2.637200	2.581633	9.610723	8.669337	-5.891145	-12.035629	-6.446266	-18.033598	-21.232669	-16.289947	-0.184597	-5.384550	7.041736	-2.229936
16	2	-16.148947	0.550830	0.920479	4.790183	7.758076	8.781473	-1.468950	5.587687	-7.625905	4.007518	6.660624	-0.214708	6.993187	-9.971830	6.631981	-9.478874	8.178415	5.435792	7.201205	-24.146231	-8.585263	-14.590632	5.630541	2.474480	3.298920	6.377787	11.751323	8.589589	-0.064649	-7.171042	-11.638274	-8.417922	-20.890362	-19.555201	-7.266907	-6.034898	5.800541	-6.178264	-16.148947	0.550830	0.920479	4.790183	7.758076	8.781473	-1.468950	5.587687	-7.625905	4.007518	6.660624	-0.214708	6.993187	8.072934	0.806839	-11.980823	2.515216	5.038824	1.212953	-21.188059	-6.492783	-14.253750	5.630541	5.413461	9.051973	-2.189892	-15.498719	-14.863291	5.789496	5.859617	6.184715	10.788002	10.888950	9.698329	4.869123	6.530381	0.309238	7.195360
22	2	-5.985170	-0.827782	1.399551	5.219136	7.644275	7.745567	1.940367	0.417882	-0.945410	6.935752	5.488787	-2.025386	8.935587	-8.591872	5.245491	-4.222731	6.789854	4.497253	5.486509	-20.695221	-11.348150	-15.760337	7.212432	-0.437070	-0.177169	8.051090	10.172029	4.954211	-2.270903	-12.310455	-7.821459	-20.036874	-25.210565	-16.334314	-6.467481	-1.213037	6.277976	-5.082439	-5.985170	-0.827782	1.399551	5.219136	7.644275	7.745567	1.940367	0.417882	-0.945410	6.935752	5.488787	-2.025386	8.935587	1.815530	1.244268	-5.867326	3.287289	1.610098	3.533537	-19.234672	-10.646708	-15.760263	7.212432	5.168281	5.901216	-0.328125	-15.428230	-12.362120	5.657297	6.156536	3.279116	7.806188	9.720210	9.388376	3.816916	7.152197	2.922688	8.104846
23	2	7.257574	5.432092	4.835268	-3.093205	-0.420567	0.875153	9.720105	9.496088	3.750130	-5.070823	3.938412	7.496561	1.653226	-8.914378	4.836661	-11.414637	6.854066	5.018082	6.276110	-15.723529	-3.284324	-11.654946	3.932831	-0.113310	0.967737	7.698599	9.769922	4.555326	-3.175775	-5.760994	-8.366922	-13.210332	-24.937104	-20.487186	-1.612466	-5.215469	8.728337	-9.570788	7.257574	5.432092	4.835268	-3.093205	-0.420567	0.875153	9.720105	9.496088	3.750130	-5.070823	3.938412	7.496561	1.653226	-8.914378	4.836661	2.728514	3.362629	-6.510178	-10.146536	4.504711	7.762596	4.547872	3.932831	-0.113310	0.967737	4.065689	9.603307	4.543791	-3.175775	-3.733394	-8.308524	-13.210332	-24.854564	-19.362401	-1.612466	-5.215469	8.728337	-9.570788
39	2	-8.539928	-1.565651	0.341351	7.473559	5.588237	5.221208	-0.398457	2.625104	-11.517173	4.953198	9.152396	-0.855449	5.931315	-13.571104	2.755104	-6.240054	6.103864	7.361447	5.464678	-20.505974	-12.472737	-14.806703	6.175685	-2.129075	3.759312	7.551061	10.105285	4.927275	-9.370194	-1.749047	-8.717763	-11.119868	-13.662550	-23.300082	-1.598595	-6.093643	4.421779	-5.055791	-8.539928	-1.565651	0.341351	7.473559	5.588237	5.221208	-0.398457	2.625104	-11.517173	4.953198	9.152396	-0.855449	5.931315	5.529553	-3.841002	-8.926183	0.464601	1.173951	1.484405	-19.157434	-12.423395	-14.299492	6.175685	3.612762	8.713330	-3.986511	-20.533976	-9.406281	0.697665	9.576878	6.745653	11.555069	11.581881	10.160158	8.023647	6.083764	3.207147	6.995236
41	2	-17.900854	-0.585679	2.870538	7.767871	7.526475	3.639053	-0.166251	-0.209967	-8.962386	7.144754	6.547282	-0.512190	6.182069	5.320368	-0.247089	-11.822199	-0.543405	1.967024	1.681383	-19.383401	-5.709403	-9.135581	5.378467	5.825696	2.289802	0.229663	-20.533097	-4.638579	5.510493	5.449036	6.109269	9.246609	5.830360	9.423384	7.369102	6.859017	1.390016	7.281073	-17.900854	-0.585679	2.870538	7.767871	7.526475	3.639053	-0.166251	-0.209967	-8.962386	7.144754	6.547282	-0.512190	6.182069	-11.021201	6.173561	-11.547495	4.294842	7.579322	5.450939	-23.349675	-5.805487	-9.135598	5.378467	0.261593	-4.251985	6.391852	7.066089	5.311592	-1.664204	-10.504524	-10.060127	-14.544553	-26.329103	-18.027692	-4.508904	-4.969115	7.033572	-6.768530
50	2	-8.610470	2.817608	-1.221790	7.989835	6.598101	5.169977	1.858088	4.542656	-11.459832	8.550674	8.786516	1.219144	6.467543	-8.440553	1.601359	-11.081234	3.125512	6.189642	6.276813	-18.356906	-10.821529	-12.307892	8.742377	1.484965	3.543793	5.896685	7.815549	7.061541	-4.896934	-13.317873	-7.467288	-17.436502	-22.891453	-20.921631	-4.622471	-2.182737	6.206157	-10.713276	-8.610470	2.817608	-1.221790	7.989835	6.598101	5.169977	1.858088	4.542656	-11.459832	8.550674	8.786516	1.219144	6.467543	4.773083	-1.405655	-14.235672	-1.394700	2.484163	1.059021	-15.862282	-6.639330	-12.235260	8.742377	8.085561	7.196079	-3.041927	-20.671886	-14.242961	4.185139	5.615760	8.292012	10.278242	10.646010	8.599144	6.682102	7.827611	0.193074	2.185944
