1	2	0.126925	2.146895	-0.078966	-5.025497	-12.024151	7.162002	12.356976	-4.084269	-9.732723	-13.737434	-12.802210	-7.265338	-15.340816	-6.574263	-2.952134	-9.947338	11.353885	-6.727778	5.551365	1.856696	-0.078798	0.417516	0.863687	-7.276263	-1.005877	0.395630	7.797423	7.366576	5.928410	5.626901	5.007430	3.470695	6.136459	5.040243	-16.590813	4.266900
3	2	7.321310	0.217770	1.348465	2.597635	7.068679	-8.718431	-19.321514	4.592136	6.667947	10.016190	6.043643	6.302101	5.795620	3.549765	7.887285	3.286589	-11.971150	6.818647	2.105938	2.487813	-0.236025	0.933947	-1.828528	5.589095	10.003520	-1.140860	-15.402472	-15.692260	-8.954806	-10.045099	-9.303552	-4.816734	-0.994763	-11.517674	7.853891	-3.866779
7	2	0.369862	4.562141	-2.417973	-3.591093	-1.516336	-11.163150	-14.923590	-6.243506	2.495681	10.211531	7.911331	7.641422	6.845217	4.767861	6.544379	5.041338	-16.806502	7.579622	-1.438771	4.562142	-2.421734	-3.875652	-9.709977	7.300276	8.743107	-6.861180	-16.142962	-20.480357	-8.535069	-7.530341	-12.549099	-7.052442	-5.539946	-8.690097	5.591509	2.268445
8	2	-0.489970	8.048778	2.271112	-3.501201	-10.023648	5.578431	9.944368	4.376135	-12.701159	-19.080580	-3.465431	-9.633302	-13.030262	-3.503095	-7.718800	-8.755258	10.420848	-5.075158	5.124679	2.296497	7.439585	6.200072	7.483709	-12.295558	-14.728775	5.234223	1.702200	5.395547	4.775729	8.057331	6.341292	5.687994	1.831419	0.149043	-14.358904	1.551091
9	2	1.236580	7.217969	4.220940	-2.135960	-13.088948	5.461612	8.488136	-1.043377	-12.509428	-10.465376	-9.251176	-10.356973	-13.791735	-0.332086	-5.450625	-7.480074	10.561676	-5.684792	6.948943	6.018495	7.436385	7.735770	2.441469	-12.101636	-18.704830	5.840679	6.074578	9.095487	6.880422	7.915758	6.340646	7.120117	6.850184	8.857396	-13.670769	6.639773
11	2	5.389235	5.053724	-3.949072	0.418658	-21.406590	7.268907	7.562674	5.272668	-10.656905	-18.216514	-9.096003	-11.315685	-14.462714	0.742008	-6.306114	-11.372116	9.381110	-8.451982	5.389235	5.053724	-3.949072	0.418658	-9.578440	-11.174783	-16.513285	5.272669	6.868624	9.901942	5.566897	5.672219	6.392747	6.546910	5.827404	5.598821	-17.169181	3.138227
13	2	0.532515	4.779046	-1.101828	-5.780291	-4.783880	4.279950	9.220242	-1.913041	-13.094571	-17.701561	-7.654049	-5.707011	-11.609561	-4.128010	-6.694850	-8.528572	8.549027	-7.810443	6.935532	-0.206631	-1.098692	-1.261422	2.264534	-11.313653	-11.743513	1.633467	6.638534	10.252137	8.378825	9.021036	6.715321	4.847863	5.613189	6.873756	-19.445839	3.492498
14	2	2.370699	6.322555	1.733579	-3.685029	-22.392122	6.977826	9.235238	-5.771073	-14.759367	-17.964970	-8.778328	-9.024459	-11.449912	-4.292281	-10.550288	-10.538672	11.919208	-5.801397	2.370726	6.322555	1.733579	-3.685029	-10.521447	-6.584008	-14.072915	-5.771073	2.865175	3.630487	6.705165	7.968932	4.325689	7.618818	1.889147	5.025150	-12.265217	6.605310
16	2	1.678374	6.328788	-0.097132	-8.182511	-10.446057	5.145295	9.066643	-4.624591	-12.053206	-8.767349	-7.490803	-3.038055	-14.217693	-4.745880	-0.488831	-12.510685	10.354526	-5.800039	7.035486	0.121290	5.460744	3.606489	8.386091	-9.440244	-20.302545	3.877944	7.025783	9.054863	8.380091	7.018533	3.943333	4.259150	7.063541	6.317215	-13.536499	6.821484
17	2	1.080610	4.226297	6.587352	4.518421	-3.984207	8.215888	11.428477	0.407542	-9.225038	-18.029869	-11.871045	-11.007400	-16.603185	-2.668272	-3.226652	-10.877287	9.262548	-6.844215	7.241800	0.130691	7.303968	7.731621	8.375018	-7.293736	-19.327576	6.665181	6.980169	7.808150	5.709101	5.285287	6.395488	6.650574	7.643857	6.713943	-15.366344	6.010791
23	2	1.814899	6.383750	2.793488	-4.929599	-6.500889	4.974055	9.525253	-1.610801	-16.083532	-18.846261	-6.502055	-10.845017	-15.874635	-6.352226	-3.584788	-9.060252	10.324130	-4.286097	8.365830	0.764408	6.674759	3.914961	5.129963	-11.339289	-18.184418	4.845949	4.829545	7.463884	5.721062	4.333237	6.827488	5.619061	6.629376	7.295206	-7.716723	5.175202
26	2	7.089291	0.756773	6.433654	-0.227474	-4.698145	6.688451	9.466131	6.889542	-7.406356	-13.949682	-10.013174	-10.184663	-15.765007	-4.652884	-1.495417	-13.725194	12.573665	5.048808	7.207733	0.753829	6.901214	5.127071	1.556633	-11.163456	-17.522815	6.937520	9.672560	8.226606	6.267594	6.644850	8.451082	5.465966	7.521233	3.691989	-11.075490	9.202245
28	2	3.590954	4.785972	0.901901	-3.368674	-14.969581	7.946690	11.259196	-1.384586	-11.855367	-9.945352	-10.354292	-10.874947	-12.750412	-5.369673	1.590856	-3.084819	8.687723	-1.104016	7.662339	1.834139	6.609573	7.857010	1.859331	-8.433842	-12.048863	4.772154	6.102785	10.245713	6.406531	6.023657	5.089006	6.610262	8.325551	8.695706	-18.872308	7.670726
29	2	-1.441175	6.477563	-0.569473	-3.135604	-15.795531	6.411369	5.242882	-5.421877	-11.365682	-14.647024	-7.114738	-5.848247	-17.313371	-2.951919	-3.954710	-1.882463	10.969869	1.221521	-1.182379	6.477563	-0.569473	-3.115778	-5.120155	-7.408459	-21.672019	-5.421872	4.390994	10.349047	6.254934	6.330164	3.918834	7.406622	7.001970	8.401485	-17.660305	8.619961
31	2	9.930724	3.001745	7.408568	6.196408	6.676728	-9.070421	-12.640640	7.277559	5.632454	9.440431	6.386215	5.719680	8.493444	7.734428	0.934556	5.164371	-12.528119	5.292384	6.511669	5.450071	2.336306	-3.641052	-10.556948	6.527522	12.055523	0.430690	-8.044244	-17.146436	-9.865160	-10.469152	-13.301401	-5.175265	-9.382786	-10.967535	10.963538	-6.374290
