32	2	5.647045	3.511598	-3.619444	2.501907	2.446253	-8.069806	-14.832170	3.616500	6.386587	10.525253	7.808796	4.805024	5.855673	8.172672	7.450014	7.470022	-18.931313	7.475847	-0.423003	5.027078	-4.265269	-1.413282	-9.170612	7.113893	9.826059	-2.976172	-15.756809	-17.742780	-9.083244	-11.238272	-12.289805	-3.742286	-4.983743	-9.929122	9.690554	-4.594230
33	2	2.844371	5.742431	7.800025	5.997568	-6.653182	7.470327	9.136306	0.625424	-13.656532	-18.361563	-13.310975	-8.259073	-16.499263	-2.795835	-3.474813	-8.515857	10.493512	-4.166058	6.471479	1.634426	7.800331	7.688458	6.628337	-7.011092	-14.798164	5.760555	5.988294	8.967413	5.092484	9.264516	7.086535	8.931008	8.280488	6.348635	-13.141763	7.358023
34	2	0.788491	6.206756	7.358285	3.836973	-10.415512	7.011872	11.374794	-3.143531	-10.341737	-13.326654	-6.062703	-12.261680	-18.931575	-6.076331	-3.905649	-8.816814	11.529740	-1.762908	6.982343	4.329362	7.381246	7.028229	3.850392	-10.161682	-15.340117	3.270825	8.149435	8.328040	8.365358	6.263737	5.278428	5.702941	3.959672	6.143611	-14.041689	6.592493
38	2	1.123221	7.747826	-0.156424	-2.749304	-15.803185	8.616564	8.587945	-1.726175	-15.531192	-14.956916	-5.381760	-7.930811	-11.435667	-4.339696	-5.240197	-11.740889	7.540599	-3.893543	5.943288	5.634636	6.285920	5.482076	1.822841	-3.682247	-15.819859	7.087620	4.691480	8.344607	7.266549	7.373044	7.508900	7.026418	6.501870	6.667122	-19.393312	7.734024
40	2	0.875911	7.195982	-4.839464	-3.067921	-2.496483	-9.077731	-12.962448	-3.005584	1.945196	11.412634	7.104029	6.843561	6.851911	5.756207	7.532197	5.059737	-11.534764	6.051096	0.873853	7.196037	-4.839464	-6.128433	-14.016210	4.383652	10.681699	-3.005584	-16.079810	-14.606190	-10.447164	-9.540576	-9.772651	-5.114593	-1.768416	-10.761700	12.752826	-4.789664
41	2	0.602828	7.285471	-3.271557	-0.469262	-3.599442	-9.711573	-20.556179	-2.127040	5.493772	9.423518	6.669104	6.084267	7.141239	6.270175	5.329081	4.277572	-12.096612	6.817388	0.591808	7.285471	-3.272378	-0.496681	-15.475945	5.768404	10.051253	-2.133674	-11.490987	-13.618878	-11.835255	-12.888180	-12.417703	-2.707301	-3.423347	-11.958728	9.901196	-4.280065
42	2	5.340720	3.795776	-0.114894	-0.179203	0.252325	-14.418706	-11.009251	-0.029011	8.397389	9.965344	7.363774	5.275610	9.554104	6.203031	7.041666	8.613865	-12.647922	7.437864	-1.090857	4.670409	-0.120017	-1.273865	-9.732836	4.530848	9.887830	-4.033035	-12.702990	-19.876556	-5.347743	-10.212050	-13.339751	-3.472287	-3.127626	-1.123742	9.495800	-4.179720
45	2	1.455443	8.797455	2.425247	0.592826	-12.342444	6.262782	6.455928	-5.049374	-13.914450	-9.526857	-6.544267	-8.401126	-7.301287	-3.694840	1.207129	-7.242645	9.386403	-0.385966	7.117494	4.715404	7.088344	5.356231	5.375219	-10.423904	-17.872739	6.063298	4.955818	10.665134	6.948362	7.240864	5.331873	7.111386	7.771868	8.008263	-20.313036	8.722477
47	2	1.552156	6.534888	3.381578	1.130006	-12.121312	8.567176	9.266290	1.776503	-8.688933	-17.812987	-9.685810	-10.337978	-12.184601	-1.416758	-2.231589	-14.192458	7.483048	0.971881	7.663708	3.351794	6.613391	6.817800	4.785461	-5.475113	-17.828302	7.942564	7.604283	7.775222	8.009520	7.337319	7.895419	6.173351	6.809286	3.971240	-20.689076	8.464746
48	2	3.538138	6.821886	9.280872	7.090194	3.287138	-11.553626	-19.212514	3.304759	0.585254	9.905732	5.482516	7.070194	7.939238	5.300972	5.712797	6.055968	-6.959002	6.142613	-0.829453	6.908440	5.302111	-2.883441	-5.132388	5.106128	5.596892	-2.153742	-15.482840	-16.400603	-8.246131	-9.047883	-12.869909	-3.720794	-0.314181	-8.355059	12.435435	-4.338109
50	2	-0.427572	6.801006	2.473490	-0.411390	-12.308742	6.742526	11.295225	-0.486788	-14.164937	-18.023025	-4.614776	-8.516835	-15.394755	-6.168057	-5.498468	-9.527255	10.576642	-1.406573	5.749341	0.294950	6.214219	6.519374	5.152115	-10.559556	-17.191444	4.485016	3.936957	10.797657	8.203067	3.974088	3.665757	5.532249	5.233634	5.902120	-13.580908	7.374810
52	2	0.903875	6.005982	-4.098406	-4.378145	-4.524416	4.250071	5.020114	-9.075304	-16.375969	-14.094090	-8.777786	-10.581665	-5.767380	3.021519	-1.352906	0.650979	9.629302	0.147806	6.113797	3.476518	-2.845804	1.669654	3.737844	-8.778658	-15.617998	-2.634180	6.165053	9.913491	3.976063	4.605358	5.431671	7.837313	9.665649	8.175757	-13.996959	4.181873
53	2	8.211216	2.416000	5.750628	6.330818	5.860536	-7.365575	-18.567627	8.529595	8.335266	10.208385	4.961389	5.203638	7.180740	6.073602	8.382830	6.759791	-15.110613	6.654560	7.575997	3.293985	-0.140592	-4.487633	-5.358472	6.561720	7.208340	3.804440	-8.365836	-10.720145	-11.581507	-11.077837	-14.997576	-1.555501	-2.113947	-5.784565	10.083473	-5.764788
56	2	0.538354	6.103960	2.056128	1.729978	-13.320280	5.864403	9.259350	-1.334909	-12.154048	-14.879733	-9.127001	-8.234016	-21.555134	-4.005006	-5.276384	-7.166137	9.838622	-8.563946	3.635183	5.640616	5.932133	6.627201	2.049653	-5.263738	-16.068592	5.507194	5.370756	6.752262	4.673740	6.603530	-3.176690	7.038682	6.225772	2.911042	-11.315016	2.907163
58	2	2.577805	6.746752	-0.472749	-3.932379	-6.776777	-11.421738	-16.582370	-3.603774	7.545075	13.056321	6.077776	7.258355	6.625543	8.136244	9.207203	2.594590	-18.579239	5.943051	2.577805	6.746754	-0.472749	-3.932379	-17.395426	6.081813	10.491949	-3.603774	-11.418963	-9.908163	-7.876690	-5.954019	-16.798404	-4.518518	-0.373935	-13.886546	8.237692	-3.745389
60	2	4.893156	5.478721	2.463325	0.703045	-7.956045	4.740118	8.155939	2.515019	-6.694729	-15.718080	-6.031219	-13.139107	-16.622610	-9.860455	-7.673794	-8.081381	9.772552	-4.038941	8.034078	1.706911	6.482774	7.407180	6.879977	-11.029411	-12.667580	8.166139	7.325604	9.776510	4.336957	5.168751	6.644138	1.880407	4.368709	9.182349	-11.515702	6.096406
61	2	0.093563	5.729152	0.012019	-10.377796	-11.806756	2.701291	7.034156	-2.195224	-11.304218	-17.713372	-10.240513	-9.858677	-17.031510	-1.507297	-2.329213	-10.440550	9.111373	-4.635061	5.700471	3.624863	0.012019	-4.739823	-0.332837	-12.219398	-13.238138	3.622441	5.535436	10.148740	3.251850	5.878414	3.984172	6.218132	5.797999	6.272304	-15.448563	8.179363
64	2	1.409792	6.184267	-2.588439	-4.936064	-14.724799	4.357767	9.609729	-3.013391	-13.826763	-20.161936	-14.776370	-8.546471	-15.871879	-6.244919	-6.076764	-11.618736	5.655618	-3.597969	2.523524	6.124752	-1.289468	-1.463112	-2.862286	-14.293589	-8.684049	-2.670598	1.950480	10.496285	3.964717	6.060002	6.306536	6.523394	4.317542	6.700268	-12.592346	8.682048
65	2	3.298123	7.882026	3.488082	0.661954	-3.271746	6.461875	10.478429	2.597943	-13.931141	-14.910025	-10.689899	-7.549143	-12.075894	-5.669306	-4.372636	-9.698015	7.867482	-5.505183	6.807866	1.623675	7.171008	5.388089	7.291928	-8.300472	-15.630287	6.669347	6.315345	12.296639	6.539374	7.195722	8.022612	6.094446	7.139028	6.301925	-20.006378	7.328439
66	2	2.027797	6.683454	0.281344	-1.494387	-1.051673	-3.804612	-10.822403	-3.258311	-0.086330	7.738907	4.888657	7.722487	7.137544	4.830568	6.420409	2.007354	-16.799676	4.590662	1.303595	6.685515	0.281344	-7.172481	-12.565013	6.824233	8.524279	-3.311645	-17.647276	-9.424264	-9.888043	0.440308	-11.475378	-5.611469	-2.613420	-10.826256	9.204174	-4.126002
67	2	0.239405	6.796478	-1.288648	-4.863359	-13.080881	5.686586	10.111827	-6.848043	-11.407532	-19.143616	-11.199771	-11.152966	-10.934501	-2.515483	-4.919099	-11.736284	9.316356	-6.678176	0.239432	6.796477	-1.288648	-4.863333	-5.715710	-7.816562	-9.147154	-6.848039	1.678074	10.340221	7.247834	7.665417	6.806788	3.872289	6.311795	5.934343	-18.130227	6.420678
69	2	0.862879	6.665749	0.186708	-5.894240	-7.285082	-6.692731	-13.801767	-4.844185	3.188350	11.671250	7.181154	6.809856	7.343197	6.302142	6.704520	4.878645	-22.605279	7.191681	0.862879	6.665749	0.186433	-5.896548	-16.912081	6.752786	5.251311	-4.844185	-13.200574	-15.294311	-9.626459	-9.274859	-14.233600	-3.880268	-1.300225	-3.511559	7.006615	-4.765202
70	2	4.104704	1.297767	1.923814	1.308678	-11.077050	4.074674	10.039805	7.088572	-15.050330	-23.446632	-11.530090	-12.472609	-13.083141	-4.541295	-3.714638	-10.153575	9.691160	-5.207205	9.042778	1.297765	6.675087	7.782497	3.268416	-7.056278	-16.585400	7.684975	1.361812	6.119742	4.048532	6.386125	7.965100	6.506254	7.737346	3.504921	-11.990638	6.401156
71	2	0.233772	6.983488	2.084272	-3.985881	-13.197285	7.085959	7.218838	-11.797207	-14.682062	-17.892039	-5.273445	-10.816639	-10.882086	-1.077442	-4.481447	-5.261810	8.645505	-5.168438	5.871001	5.507376	2.085440	1.330192	-1.645332	-9.785066	-16.514081	-6.319700	5.329793	9.085165	7.082066	5.887693	8.554692	8.560161	5.516828	7.137152	-12.652023	5.617534
73	2	-0.094118	6.237406	-2.158609	-3.851894	-12.470372	7.892575	6.958596	-6.080154	-14.266768	-21.297318	-10.447396	-10.443160	-18.853499	-4.192130	-4.526086	-10.272813	10.231495	-0.997704	0.079990	6.234233	-2.158609	-3.851680	-4.605758	-3.063128	-14.712289	-5.998533	0.784526	8.172377	6.623744	4.127033	6.344537	3.919889	5.237158	4.999343	-13.071723	8.477585
75	2	4.950172	7.492653	0.783973	-2.474830	-9.794789	5.811277	4.910355	0.136108	-11.293192	-11.683041	-6.472154	-9.706927	-12.766333	-4.076130	-4.328978	-10.983640	9.385022	-2.189507	7.184625	5.801366	5.332950	5.136883	7.851505	-10.979173	-20.414258	6.165370	7.424823	9.988738	5.829479	5.780240	6.658066	5.434641	4.590264	5.740638	-14.342252	7.049599
76	2	6.329041	-0.445251	6.172566	-0.044329	-4.568852	8.134677	10.002941	4.260497	-11.626071	-17.608437	-11.184146	-6.704104	-12.260038	-3.511866	-9.245932	-6.524892	9.869999	-3.891327	9.612590	-2.723430	6.285212	5.835020	5.905508	-3.611213	-13.702087	4.540302	6.384390	8.340899	6.136185	8.547416	6.685199	6.979180	3.159710	5.121912	-12.693979	7.457056
77	2	5.977554	5.027869	7.798312	8.472322	2.698062	-10.153085	-16.915969	6.935913	6.881560	9.478105	8.837863	8.687580	7.587493	6.855310	6.166391	9.728989	-21.244106	8.684902	-0.631236	6.564042	5.875793	2.145885	-10.371317	6.594988	8.876402	0.719958	-14.491074	-20.151783	-8.737745	-3.633565	-15.182136	-1.223096	-2.017658	-7.475072	8.425876	-2.122911
79	2	0.154819	8.527221	-0.523532	-6.646329	-12.586343	7.153121	7.859447	-4.037506	-17.183127	-22.361114	-7.959867	-6.314869	-12.131088	-6.418242	-6.258322	-13.398156	11.463944	-5.609815	6.313115	7.364314	-0.437479	-5.504982	-2.237704	-9.478429	-18.476009	2.524796	5.275675	8.825834	8.588640	7.603035	7.700985	6.501981	4.243948	2.540220	-11.210226	5.025611
80	2	-2.785823	6.105119	1.344222	-0.240430	-8.699952	5.538043	8.494725	-1.693893	-14.628790	-12.922219	-5.524460	-10.306403	-12.212872	-1.315077	-0.141620	-7.411047	6.072658	-5.852480	2.110134	4.367104	6.898027	5.958308	5.471010	-10.222317	-18.642705	-1.155576	1.924944	9.049530	7.701249	8.131037	6.366506	6.967895	6.754895	6.728421	-22.757167	2.862726
81	2	4.518517	5.459105	-3.255709	-3.931920	-12.509135	6.606665	10.415817	-4.995198	-8.751020	-15.962336	-12.925990	-8.264286	-12.630334	-3.515402	-0.354896	0.187199	6.779068	0.615512	7.085923	3.249951	-3.253273	-2.382404	-2.205780	-6.748121	-14.510817	-0.845315	6.410764	8.705729	5.662261	6.508469	5.964660	6.831628	5.914788	7.241229	-24.766786	6.865714
82	2	4.438274	5.545267	5.833416	5.930360	4.166586	-8.404257	-18.073366	5.141980	3.187929	10.968279	7.511165	2.530218	8.528515	6.362359	7.888756	6.066820	-14.344959	9.526852	3.706820	5.904254	4.306555	-1.682805	-7.836192	6.248738	7.415996	2.661818	-13.250885	-16.093274	-9.734388	-11.599853	-14.365338	-5.266730	-3.816794	-10.573142	9.606143	2.390444
85	2	4.714067	1.776045	6.480344	6.976606	6.482945	-8.326377	-15.959824	6.877705	4.131176	10.766754	7.878717	5.695906	6.682211	8.019254	8.931710	6.622702	-14.468711	6.182637	3.285714	1.794868	6.480268	4.312025	-5.122665	6.596612	10.091932	6.020701	-11.527608	-12.109971	-6.140920	-6.317875	-15.830969	-0.896904	-1.867447	-11.325916	10.181974	-1.546214
86	2	3.464346	6.855426	-0.302922	-8.114570	-3.377821	-11.009794	-20.560891	-3.347822	4.632800	10.297929	6.587148	6.529733	6.124715	6.668599	6.246065	5.981705	-8.937698	7.120306	3.300251	6.901570	-0.302922	-8.182457	-15.430217	5.613507	9.347721	-3.573307	-13.697118	-7.485106	-12.425799	-11.584700	-13.468874	-5.415414	-5.021629	-9.836358	11.527566	-5.009236
87	2	-0.441398	7.585149	6.986521	4.524387	-7.920036	6.602251	9.418480	0.009409	-13.266789	-18.963463	-10.025614	-10.866967	-16.416733	-5.815340	-4.826485	-9.793800	12.175517	-4.952763	6.194704	2.653023	6.988000	6.114476	5.282019	-8.919014	-15.059609	3.323770	8.487591	8.658706	8.514649	6.920913	6.417396	7.180409	5.210907	6.201789	-13.185953	5.585488
90	2	3.325022	5.938995	5.162434	5.045272	4.019043	-5.401028	-6.932750	2.461184	1.994545	9.072581	7.074269	4.188065	5.928875	4.021646	7.634325	4.679577	-8.797970	8.282469	-3.211574	5.948234	-0.018282	-5.690066	-13.171687	7.116924	10.241160	-6.782751	-17.523994	-9.757944	-2.490444	-12.177151	-12.554336	-8.648294	0.207730	-13.657269	12.006040	0.631361
92	2	-1.584060	6.311468	0.850464	-7.607096	-13.612289	7.541830	9.839976	-5.911726	-17.325248	-14.479863	-7.879728	-12.964613	-15.121654	-8.093776	-1.787595	-9.562899	7.186523	-4.360073	3.127532	6.311268	0.850467	-2.165574	-1.971200	-2.537509	-10.044124	0.328124	1.168377	10.088925	7.326824	5.834266	6.745014	1.648966	8.511502	3.028578	-17.995159	4.867659
93	2	6.598140	4.688482	0.484777	-2.186264	-0.921054	-9.666956	-19.037565	0.272333	9.349709	10.781175	5.152248	5.001804	7.416418	6.893238	7.012625	5.486332	-16.572416	8.068857	0.761905	6.104834	0.478489	-6.710117	-9.349991	6.958488	8.728022	-5.319830	-12.016251	-18.408100	-13.087785	-13.420689	-8.696716	-4.892288	-3.531488	-12.306216	9.914485	-1.031878
94	2	6.242121	1.670123	7.004491	8.467622	7.517522	-9.660762	-14.480784	6.454734	7.835913	8.751301	7.135541	8.793083	6.146138	6.283686	6.654262	4.958810	-12.799988	5.816985	6.242119	1.670125	7.004491	8.467622	3.978389	8.468682	5.567315	6.454733	-7.567103	-18.417955	-4.468174	-10.016638	-13.601786	-4.480622	-4.029683	-12.396033	9.547059	-3.472654
95	2	1.814395	-1.795251	-1.893919	-5.322873	-7.281952	7.189628	10.091280	-3.677146	-10.808784	-20.361873	-13.327249	-6.240666	-15.822993	-5.393975	-2.990147	-2.611734	7.669421	-4.332707	6.019631	-2.278695	-1.873276	1.013566	2.505478	-8.062617	-16.624083	1.173210	7.306736	6.974139	4.002858	5.854829	7.291008	6.434069	4.858432	7.929734	-7.113856	7.354568
96	2	6.415288	4.303202	1.026360	-1.940762	-11.334461	6.578715	10.089178	0.951057	-8.993472	-16.798921	-8.061996	-9.040613	-14.787028	-2.395360	-7.214099	-7.145043	10.231582	-5.623342	7.075516	4.303152	7.577829	5.351473	6.461300	-7.384713	-19.252847	6.281048	5.695699	10.523790	8.206703	6.237796	6.612486	7.110092	5.550590	5.024713	-14.476143	5.538768
97	2	1.264858	2.407310	5.908035	2.061504	-5.304544	7.244580	10.504600	0.599819	-15.114069	-17.639374	-9.648921	-12.177737	-22.231494	-3.764899	-5.569659	-12.512813	11.389076	-0.265577	6.695414	-1.784535	6.320465	6.399799	7.162894	-5.933541	-17.870316	6.111831	7.439613	9.931210	6.643313	5.757034	2.832732	7.194488	5.603928	6.111217	-12.288983	6.667133
98	2	-0.494394	7.053665	1.144565	3.368310	-15.039672	6.486010	7.803046	-1.030127	-18.641217	-20.300326	-6.760307	-12.899578	-15.313127	-3.769983	-4.783613	-7.581886	8.687483	2.384905	-0.354017	7.051442	1.671420	5.375341	-3.809618	-2.609503	-13.769549	-0.664212	-0.897769	10.029938	8.228695	5.675440	7.194765	6.569476	6.269832	7.401862	-16.999768	6.593092
99	2	3.053073	3.781183	-0.706271	-1.425870	-11.927368	7.143528	9.644555	0.656617	-6.917663	-17.696666	-12.140575	-11.427604	-17.543622	-2.246201	-6.743575	-11.054003	10.974518	-2.723545	9.114697	-1.606410	4.134730	5.631709	1.634721	-7.776067	-13.487597	7.281401	6.091993	10.768294	5.562915	7.287590	6.389938	5.731456	4.458606	4.821781	-14.663662	7.865348
