17	3	1.190626	6.697409	-1.075290	-5.277402	-7.865595	-12.124848	-6.547763	7.139873	0.330388	2.332844	6.105469	8.016696	6.379596	-3.418934	-9.244382	-9.572036	-10.232101	-17.319900	-15.802104	-5.473723	-6.609345	6.530820	-5.716748	1.190619	6.697409	-1.075290	-5.277402	-12.381485	5.849090	-6.547763	7.139873	5.664397	7.689928	-2.877614	-24.629954	-12.643904	8.137108	5.574698	8.674360	10.070288	12.118428	11.566971	6.788149	5.900997	1.336666	6.798053	6.767135	3.109481	5.520845	5.142289	3.940299	-12.124848	5.383936	7.139873	0.330388	2.332844	6.105469	8.016696	6.379596	-3.418934	-9.244382	-9.572040	-10.223973	-19.854709	-15.833767	-5.473723	-6.609345	6.530820	-5.716748
19	3	7.428758	-0.394570	1.755315	-3.685351	0.124929	-12.798764	2.320444	7.747025	0.020282	1.120904	8.497332	9.942611	4.609440	-4.674570	-9.537211	-9.103199	-14.279815	-18.722817	-16.759149	-10.184665	-3.086081	6.360439	-5.495293	3.959712	0.190256	1.755315	-3.711587	-5.244980	5.478907	1.913664	7.747025	6.461789	7.359175	1.638692	-17.687280	-13.793631	6.901658	7.875470	6.389001	9.576123	6.006653	9.927811	0.676926	6.262965	0.545376	2.375336	8.315104	-0.398793	6.588701	6.648555	5.587904	-12.798764	7.174641	7.747025	0.020282	1.120904	8.497332	9.942611	4.609440	-4.674570	-9.537209	-9.103199	-14.279815	-18.722817	-16.753893	-10.184665	-3.086081	6.360439	-5.495293
20	3	7.825249	0.680310	7.316399	3.340397	6.646943	-10.271814	7.208852	8.541389	3.878382	-0.210207	7.144235	9.786545	4.863952	-0.418323	-6.706891	-13.263726	-10.680596	-20.060251	-19.805141	-5.741028	-2.545029	8.011999	-9.865399	7.825248	0.680311	7.316399	3.340363	4.529954	6.984809	7.208852	8.541389	5.958289	6.085468	-1.523978	-24.433657	-17.843731	6.481542	8.692548	5.192808	7.759664	9.970631	12.148494	5.254464	8.000515	3.144871	6.803636	2.373906	6.546697	2.414272	-9.300937	-2.481115	6.984809	0.667031	8.541389	5.958289	6.085468	-1.523978	-24.433657	-17.843731	6.481542	8.692548	5.192808	7.759664	9.970631	12.148494	5.254464	8.000515	3.144871	6.803636
22	3	2.290186	4.030260	0.894594	-5.565085	-2.018328	-7.921588	-3.084042	4.971174	5.478012	0.191901	4.820793	10.066294	4.689135	-2.430847	-10.961128	-7.446154	-9.079101	-23.851911	-17.797330	-3.592233	1.406569	5.937046	-2.034530	0.920619	4.030313	0.894593	-5.595468	-5.520000	5.911284	-3.207132	4.971174	6.937889	6.480154	-2.564819	-18.291417	-9.770244	3.059057	2.583949	6.957948	8.511231	8.980487	10.954940	6.596083	8.847350	0.284844	6.269238	4.783331	3.976880	6.120510	6.021343	3.578091	-7.921588	7.277420	4.971174	5.478012	0.191901	4.820793	10.066294	4.689135	-2.430847	-10.961128	-7.446154	-9.079101	-23.851911	-17.797330	-3.592233	1.406569	5.937046	-2.034530
23	3	1.577130	2.766079	0.731226	-4.724946	-3.271455	4.667249	-4.279181	3.998179	5.848534	1.355547	2.864616	-16.354033	-9.338325	6.682019	7.426375	2.813510	4.184942	8.060771	5.463171	2.414424	4.222190	0.783245	0.875533	6.810441	0.404965	6.566365	6.417211	6.911978	-9.124088	7.310800	3.998179	1.305915	-4.796239	6.515686	9.690096	6.651802	-5.084841	-6.431402	-9.071266	-16.806640	-19.431534	-25.965126	-5.651578	-7.553780	1.671000	-4.822974	6.793382	0.418303	6.566264	3.233376	0.289721	4.667249	7.301241	3.998179	5.848534	1.355547	2.864616	-16.354033	-9.338325	6.682019	7.426375	2.813510	4.184942	8.060771	5.463171	2.414424	4.222190	0.783245	0.875533
24	3	-1.109309	7.940252	2.886163	-1.402204	-2.970879	-15.640243	-0.509810	6.371152	-2.256375	-1.765723	9.697167	-9.173954	-1.834612	-3.903766	3.270671	0.579447	-7.735266	-4.994553	-5.544101	-5.211989	-5.703771	8.615458	-13.839457	-1.109309	7.940252	2.886163	-1.402204	-2.970879	-15.640243	-0.509810	6.371152	-2.256375	-1.765723	9.697167	6.623936	4.145989	-3.903766	-7.892398	-10.352220	-16.935069	-27.186326	-22.627749	-5.224786	-5.862964	8.615458	-13.839457	-1.286416	7.940252	2.886163	-1.402232	-9.594188	5.068157	-0.514811	6.371152	4.100163	4.563644	3.359539	-19.880262	-8.678610	5.573573	6.993001	5.988700	1.057119	8.235231	4.455915	6.121611	6.558112	2.751466	3.004217
29	3	0.141489	5.806564	0.117214	-3.962836	-2.750466	-10.657804	-2.822804	3.875680	-2.518524	3.605334	6.454860	10.108538	5.411775	-5.409005	-11.289505	-7.677688	-9.626088	-17.222472	-21.064961	-5.152271	-2.329828	7.222576	-6.517323	0.137892	5.806564	0.117214	-3.962842	-5.921492	6.190400	-2.822807	3.875680	3.873200	8.674761	-3.886354	-14.990746	-11.065629	4.129840	7.441132	7.059416	12.112404	11.457875	10.377426	5.982183	5.409489	5.224857	6.833433	5.845423	4.009239	6.300851	6.135033	5.618451	-10.657804	6.260007	3.875680	-2.518524	3.605334	6.454860	10.108538	5.411775	-5.409004	-11.289505	-7.677688	-9.626092	-17.223449	-21.064961	-5.152271	-2.329828	7.222576	-6.517323
30	3	9.208770	4.695464	7.629222	5.922399	8.206936	-10.645763	5.928627	5.148195	-4.689010	1.913631	8.080656	6.701984	6.395764	-5.764743	-9.960095	-9.008275	-14.765122	-15.942386	-26.102337	-2.633591	-4.235267	6.628907	-8.180615	9.190084	4.698976	7.629222	5.839070	3.095537	5.148967	5.928627	5.148195	1.953230	6.533428	-0.120921	-20.806681	-12.792323	4.671509	3.694333	6.334103	6.799408	10.913699	7.063402	6.296861	7.613372	0.901094	6.785380	8.589672	4.829534	1.586524	-1.017580	1.751102	5.148967	3.520820	5.148195	1.953230	6.533428	-0.120921	-20.806681	-12.792323	4.671509	3.694333	6.334103	6.799408	10.913699	7.063402	6.296861	7.613372	0.901094	6.785380
33	3	0.390146	7.166703	1.074291	-2.116831	-4.834284	-14.287942	-3.468290	6.464957	1.645377	5.083860	2.896828	10.163967	6.493423	-1.483464	-4.837942	-10.997025	-1.857035	-13.712875	-16.132048	-6.789745	-5.691239	6.698993	-4.067390	5.376763	6.733260	5.736999	5.888344	0.149309	-14.287942	1.367789	6.464957	1.645377	5.083860	2.896828	10.163967	6.493423	-1.483464	-4.837942	-10.997025	-1.857035	-13.712557	-16.132048	-6.789734	-5.691239	6.698993	-4.067390	0.390144	7.166703	1.074291	-2.118357	-8.766700	1.856258	-3.468290	6.464957	6.901271	8.819955	-6.366848	-17.881205	-12.657831	5.645500	6.582886	5.529307	10.844039	11.610348	7.240897	5.941593	3.672532	3.465282	3.505891
34	3	1.263051	7.077283	0.200626	-5.053314	-4.400020	-16.832882	-1.850624	9.104292	0.695147	1.040323	5.305124	9.062210	3.432391	-6.441405	-7.303082	-13.495541	-13.661204	-28.650504	-21.575787	1.030918	-5.633851	7.760542	-7.399384	6.781485	2.685742	6.528947	6.199727	5.673486	-16.832883	7.869442	9.104292	0.695147	1.040323	5.305124	9.062210	3.432391	-6.441405	-7.303082	-13.495541	-13.661204	-28.650504	-21.575787	1.030918	-5.633851	7.760542	-7.399384	1.263051	7.077283	0.200626	-5.054497	-10.256851	3.316940	-1.850627	9.104292	4.854782	6.821952	-1.466234	-18.535676	-17.186499	5.218596	7.292303	4.441872	8.381129	6.967973	9.709474	6.012223	6.954520	1.129278	6.190567
