9	4	5.960027	0.891627	8.822321	5.342242	0.459665	7.336103	8.259268	7.531072	2.785852	6.893526	-5.009830	-14.455742	-8.604294	-2.544251	6.070339	8.440844	4.906975	11.339430	7.934275	6.504162	5.897619	1.979390	5.516566	6.605126	0.891455	8.822333	7.661401	6.118706	-9.253449	8.452342	7.531072	-3.747427	2.030240	6.295364	10.419657	5.410290	-9.295431	-12.399826	-3.832774	-17.251199	-15.884493	-17.829101	-1.998247	-5.466501	7.512651	-7.323940	0.058132	5.713792	4.185223	-4.008041	-6.273789	7.336103	-0.165023	7.531072	2.785852	6.893526	-5.009830	-14.455742	-8.604294	-2.544251	6.070339	8.440844	4.906975	11.339430	7.934275	6.504162	5.897619	1.979390	5.516566	6.259161	0.891496	4.227147	0.927202	0.990120	-9.253449	3.576620	7.531072	-3.747427	2.030240	6.295364	10.419657	5.410290	-9.295431	-12.399826	-3.832773	-17.251199	-15.887050	-17.829101	-1.998252	-5.466501	7.512651	-7.323940
13	4	5.746577	5.306145	5.326357	7.556112	4.020542	-10.919366	2.935780	7.941626	2.938693	1.187682	5.158387	9.882914	4.810949	-4.664860	-7.666645	-0.134573	-6.234399	-20.220840	-19.267507	-4.583679	-0.625244	5.984288	-6.819876	5.742091	5.311197	5.326351	7.276543	1.471118	5.414784	2.923728	7.941626	7.668587	6.187213	-5.798035	-11.280129	-18.161965	3.686028	8.212523	8.782759	11.736598	9.010800	8.198908	6.454864	9.135336	1.628442	7.191217	1.632026	6.528229	-0.557799	0.028144	-4.991054	5.414784	-2.868371	7.941626	7.668587	6.187213	-5.798035	-11.280129	-18.161965	3.686028	8.212523	8.782759	11.736598	9.010800	8.198908	6.454864	9.135336	1.628442	7.191217	1.640678	6.528150	-0.557799	0.028784	-2.458031	-10.919366	-2.868365	7.941626	2.938693	1.187682	5.158387	9.882914	4.810949	-4.664860	-7.666645	-0.134573	-6.234389	-20.220832	-19.267507	-4.583679	-0.625230	5.984288	-6.819876
15	4	7.507720	-2.267895	6.237055	7.122737	8.772389	-10.880540	6.847135	4.001109	-4.670148	-0.131320	8.526389	9.519028	6.885214	-8.669455	-5.110262	-12.575583	-19.647166	-24.560939	-22.282530	-5.516509	-2.853472	5.786053	-6.234702	7.507638	-2.267847	0.578960	1.041566	4.860939	-10.880540	3.877827	4.001109	-4.670148	-0.131320	8.526389	9.519028	6.885214	-8.669455	-5.110262	-12.575583	-19.647166	-24.560939	-22.282530	-5.516509	-2.853472	5.786053	-6.234702	7.507690	-2.267878	6.237055	7.122737	5.146719	2.568635	6.847135	4.001109	-0.025153	6.154433	-3.224130	-13.693319	-8.505734	3.160180	7.795361	6.575841	3.602274	8.503129	9.817350	5.813357	6.586504	1.001918	3.926343	2.333631	3.925048	0.578959	1.039008	0.560438	2.568635	-1.708470	4.001109	-0.025153	6.154433	-3.224130	-13.693319	-8.505734	3.160180	7.795361	6.575841	3.602274	8.503129	9.817350	5.813357	6.586504	1.001918	3.926343
27	4	4.281923	4.705664	6.553083	5.822770	1.586580	7.079452	5.368963	5.972864	5.756573	4.293233	1.737082	-22.038631	-12.408888	6.417521	5.479792	5.948979	5.327083	7.297627	8.035431	9.441883	6.609446	0.736399	5.764742	5.497118	2.824661	6.620625	7.624996	7.814307	-8.081615	7.828425	5.972864	0.450328	-1.447626	7.203929	8.160787	6.391095	-5.757834	-9.663838	-10.095225	-17.996414	-17.790839	-19.517209	-1.595523	-6.473375	7.329327	-8.589641	0.630269	6.775563	5.303909	1.202018	-0.860294	7.079452	0.217260	5.972864	5.756573	4.293233	1.737082	-22.038631	-12.408888	6.417521	5.479792	5.948979	5.327083	7.297627	8.035431	9.441883	6.609446	0.736399	5.764742	-0.638049	6.801274	2.764310	-4.259297	-2.177502	7.079452	-3.554609	5.972864	5.756573	4.293233	1.737082	-22.038631	-12.408888	6.417521	5.479792	5.948979	5.327083	7.297627	8.035431	9.441883	6.609446	0.736399	5.764742
32	4	1.464251	7.314670	1.361901	-3.678785	-9.894213	5.435093	-3.922453	8.248925	7.055251	5.510925	-3.271094	-27.527999	-14.123653	7.111672	6.363792	5.349047	8.782060	7.921369	11.163973	5.596294	9.451850	1.138378	6.113784	7.959737	1.597817	3.102301	0.309506	3.347268	-13.106474	4.008079	8.248925	1.127756	-0.810553	7.215713	6.170770	9.287033	-0.195336	-11.521260	-12.390832	-19.860449	-20.868357	-18.786665	-0.426733	-1.881181	7.040838	-10.631073	7.959737	1.597817	6.660161	6.056460	6.981738	-13.106474	8.021876	8.248925	1.127756	-0.810553	7.215713	6.170770	9.287033	-0.195336	-11.521260	-12.390832	-19.860449	-20.868357	-18.786665	-0.426733	-1.881186	7.040838	-10.631073	1.518380	7.311307	1.362117	-3.677475	-3.319242	-13.106474	-3.901636	8.248925	1.127756	-0.810553	7.215713	6.170770	9.287033	-0.195336	-11.521260	-12.390832	-19.860449	-20.868357	-18.786665	-0.426733	-1.881177	7.040838	-10.631073
36	4	-2.440403	6.032165	5.172375	5.506785	-8.515252	4.013567	-0.792612	5.467765	2.526954	6.216123	-6.253799	-10.921329	-4.760201	3.408819	6.945173	6.526916	9.081223	10.996878	9.482414	5.839131	5.321938	3.916820	1.310583	-2.440403	6.032165	0.267324	-0.173711	-4.607516	-11.337192	-4.284142	5.467765	-0.705159	4.019210	1.638629	6.477067	6.295058	1.511560	-3.932899	-7.080443	-6.349752	-17.240858	-16.532525	-4.614025	-5.453853	5.798149	-9.107209	-2.440403	6.032165	0.267242	-0.266119	-10.917549	4.013568	-4.284185	5.467765	2.526954	6.216123	-6.253799	-10.921341	-4.760201	3.408819	6.945173	6.526916	9.081223	10.996878	9.482414	5.839131	5.321938	3.916820	1.310583	-2.436432	6.032165	5.188373	5.917592	-2.155761	-11.337202	-0.782458	5.467765	-0.705159	4.019210	1.638629	6.477067	6.295058	1.511560	-3.932899	-7.080443	-6.349752	-17.240858	-16.532525	-4.614025	-5.453853	5.798149	-9.107209
44	4	7.998879	-1.913306	3.543547	-0.092442	1.631702	6.093500	3.104368	4.487527	3.976549	6.321596	-8.090434	-20.544105	-8.537160	4.506692	4.334784	5.515113	8.808994	7.086006	11.677092	6.660123	7.494316	-0.002092	5.064838	8.042271	-1.914664	3.652044	1.760467	5.963611	-11.167889	3.106342	4.487527	-2.133879	1.451527	4.180183	7.179451	8.319199	-6.026884	-6.232465	-8.661051	-13.103491	-24.454885	-17.641544	-5.629108	-1.130378	6.071928	-13.816148	8.024235	-1.914119	9.205012	6.070920	2.058225	6.093500	8.225435	4.487527	3.976549	6.321596	-8.090434	-20.544105	-8.537160	4.506692	4.334784	5.515113	8.808994	7.086006	11.677092	6.660123	7.494316	-0.002092	5.064838	8.042275	-1.914664	9.205270	6.703615	6.369953	-11.167889	8.225436	4.487527	-2.133879	1.451527	4.180183	7.179451	8.319199	-6.026884	-6.232465	-8.661051	-13.103491	-24.454885	-17.722599	-5.629108	-1.130378	6.071928	-13.825894
45	4	5.719356	1.767874	9.424860	6.883519	6.942888	-17.961953	6.155059	6.811714	1.059378	1.126157	8.482266	10.687605	7.072372	0.023530	-4.120211	-9.146530	-17.704976	-23.143398	-22.632026	-5.472184	-3.761460	9.049084	-3.784699	5.718815	1.767916	8.904950	4.865733	0.310815	7.430857	6.154703	6.811714	6.129608	5.938324	-4.472635	-17.803694	-10.044150	3.410714	7.213773	6.538361	9.269216	9.953845	10.995999	4.252839	8.668079	2.507803	3.766151	-0.591882	7.467413	4.076488	-3.072298	-6.215362	7.430857	-0.523468	6.811714	6.129608	5.938324	-4.472635	-17.803694	-10.044150	3.410714	7.213773	6.538361	9.269216	9.953845	10.995999	4.252839	8.668079	2.507803	3.766152	4.765849	2.255177	4.108786	-1.011095	-1.573168	7.430857	3.706549	6.811714	6.129608	5.938324	-4.472635	-17.803694	-10.044150	3.410714	7.213773	6.538361	9.269216	9.953845	10.995999	4.252839	8.668079	2.507803	3.766152
80	4	0.424850	8.475853	0.695227	-3.682461	-1.312147	-12.260077	-0.782503	3.732954	-3.980678	1.389327	5.007036	8.749806	5.889896	-5.925861	-11.979568	-10.153823	-17.314996	-14.944313	-20.783799	-5.276626	-6.031049	4.258137	-3.677872	6.675591	2.257615	0.714163	-2.172459	1.971999	-12.260077	0.883678	3.732954	-3.980678	1.389327	5.007036	8.749806	5.889896	-5.925861	-11.979568	-10.153823	-17.314996	-14.944313	-20.522537	-5.276626	-6.031049	4.258137	-3.677867	0.244356	8.475863	0.692993	-4.973003	-3.114729	1.612268	-0.782504	3.732954	1.740990	5.541636	1.949249	-20.228855	-4.804603	0.478677	5.454199	5.626428	8.314643	9.855529	11.211514	6.724662	5.988150	-1.726783	8.124474	6.779865	2.212923	6.241185	4.473984	6.130924	-12.260077	6.973734	3.732954	-3.980678	1.389327	5.007036	8.749806	5.889896	-5.925861	-11.979568	-10.153823	-17.314996	-14.944313	-20.792996	-5.276626	-6.031049	4.258137	-3.677872
86	4	6.962305	4.100879	0.446173	-0.649176	-0.605083	-13.004226	2.228308	6.910947	-0.830235	0.762860	3.085267	7.911704	7.257631	-5.879190	-6.002983	-1.909455	-12.859286	-5.197948	-16.815784	-3.820079	-5.116458	7.644067	-7.313080	6.965093	4.092298	6.125990	6.560126	0.465458	6.261892	6.333141	6.910947	4.947668	6.685629	-8.495777	-19.343951	-16.476228	6.986021	5.916141	7.520647	9.340240	10.869795	11.306058	6.032251	6.904256	2.987750	6.248684	0.552118	7.508396	0.293451	-3.129969	-6.905437	6.261892	-3.015888	6.910947	4.947668	6.685629	-8.495777	-19.343951	-16.476228	6.986021	5.916141	7.520647	9.340240	10.869795	11.306058	6.032251	6.904256	2.987750	6.248684	6.965431	4.091260	6.153211	7.978002	4.657346	-13.004226	6.401678	6.910947	-0.830235	0.762860	3.085267	7.911704	7.257631	-5.879190	-6.002983	-1.909455	-12.859286	-5.197948	-16.815784	-3.820079	-5.116458	7.644067	-7.313080
97	4	3.291757	3.406941	0.376473	-2.264736	-1.745726	8.266465	-0.545910	6.707808	5.149796	3.613136	2.588963	-12.027398	-8.904898	6.065478	0.472204	1.376322	6.127792	0.898118	4.247450	7.305363	6.056166	0.126433	5.667480	4.422652	2.877500	0.377933	-0.388452	3.224353	-8.296912	1.901275	6.707808	0.025989	-2.394382	5.505783	10.161979	6.233739	-3.878112	-8.829706	-10.033560	-14.542492	-20.883554	-20.331531	-4.497724	-6.694424	6.015306	-11.172368	3.895642	3.197614	6.743515	4.518916	0.913763	8.266465	7.085384	6.707808	5.149796	3.613136	2.588963	-12.027398	-8.904898	6.065478	0.472204	1.376322	6.127792	0.898118	4.247450	7.305363	6.056166	0.126434	5.667480	4.641918	2.698910	6.874044	5.301020	5.891284	-8.296912	8.115319	6.707808	0.025989	-2.394382	5.505783	10.161979	6.233739	-3.878112	-8.829706	-10.033560	-14.542492	-20.883554	-20.331531	-4.497724	-6.694424	6.015306	-11.172368
100	4	6.213118	3.969738	1.974347	-1.885331	-0.863926	6.425026	-1.677234	4.343873	5.894067	8.897041	-3.560180	-18.634779	-12.668015	7.594909	8.727387	6.222652	9.005654	11.503741	9.794499	4.532315	6.498172	2.027685	6.060107	8.035745	3.969309	5.591433	3.182328	6.268612	-6.927265	3.820105	4.343873	-0.543479	7.641640	2.048083	10.431454	5.683719	-1.076171	-1.416544	-4.943887	-7.230315	-16.181451	-13.224767	-6.017113	-2.339284	6.115719	-5.737966	7.404610	3.969336	5.590929	3.181174	1.474698	6.425026	3.779916	4.343873	5.894067	8.897041	-3.560180	-18.634779	-12.668015	7.594909	8.727387	6.222652	9.005654	11.503741	9.794499	4.532315	6.498172	2.027685	6.060107	7.919059	3.969312	1.995334	-1.857439	3.946796	-6.927265	-1.504869	4.343873	-0.543479	7.641640	2.048083	10.431454	5.683719	-1.076171	-1.416544	-4.943887	-7.230315	-16.181451	-13.224767	-6.017113	-2.339284	6.115719	-5.737966
