66	2	3.483039	5.263477	-3.088322	1.386120	-0.578731	-15.556004	-3.212000	5.539307	-1.541023	-0.238318	7.100965	9.849698	3.650698	-3.330305	-8.759369	-10.394973	-18.256676	-16.722535	-20.664979	-3.842266	-5.234005	7.149216	-10.536561	0.840967	5.263684	-3.974064	-2.124991	-3.711524	1.984475	-4.912454	5.539307	3.511510	5.955317	-0.567582	-14.688045	-20.464780	6.445791	6.819312	6.727955	7.810763	12.476456	10.040726	5.177102	6.465958	2.729327	1.991456
67	2	6.301520	6.016418	2.870915	3.560391	0.187454	-14.122977	3.095680	7.510187	0.486528	-1.343222	7.855919	9.780557	5.906892	-4.624815	-2.792859	-12.206438	-17.986154	-22.416199	-15.729126	-3.388935	-2.324606	9.685820	-6.895226	4.382294	7.188533	0.466866	-0.664950	-1.698240	-14.122977	-5.556149	7.510187	0.486528	-1.343222	7.855919	9.780557	5.906892	-4.624815	-2.792859	-12.206438	-17.986154	-22.416199	-15.729126	-3.388935	-2.324606	9.685820	-6.895226
68	2	1.744615	7.122205	0.035099	-4.867713	-1.572620	-10.463068	-3.818723	5.519342	-1.675763	0.683021	9.524769	7.405332	8.370567	-3.397897	-7.292093	-11.072374	-22.680442	-20.560022	-23.347723	-0.485127	-3.678021	6.312959	-7.863519	0.070463	7.122442	0.035099	-4.869259	-8.146604	4.938067	-3.818727	5.519342	4.460343	6.364879	2.962706	-18.783411	-4.693450	6.732422	6.410859	5.147646	4.367615	8.120658	6.622898	9.428338	8.084510	4.223556	5.587389
72	2	1.595494	8.514058	-0.358958	-7.703712	-7.221247	4.476141	-2.437527	5.701548	-2.574672	7.110823	-4.988471	-8.076287	-13.423106	-0.436029	3.919608	5.572272	4.863829	10.259217	10.153239	6.797314	5.852866	4.526510	6.793642	1.595494	8.514058	-0.358958	-7.703711	-4.572030	-11.029926	-2.437527	5.701548	-8.870549	0.994097	4.706199	11.882376	6.383536	-7.060588	-10.720514	-10.036651	-10.238911	-17.567043	-24.358594	-1.483664	-5.409638	6.864401	-1.943130
73	2	2.087209	5.801969	6.075291	-0.787022	-0.973251	8.593675	3.779654	8.521624	6.418674	6.209832	0.211720	-23.161477	-9.417808	6.330817	3.567504	6.230229	10.047090	9.889006	9.932497	3.645214	6.821449	2.067626	6.797272	6.445756	3.574077	6.593550	4.799915	5.100867	-4.239929	6.238366	8.521624	0.657793	0.057018	7.448469	9.839659	6.529796	-3.185429	-12.832703	-8.568125	-15.215029	-21.054352	-20.610436	-9.193704	-4.927414	6.540060	-9.618835
74	2	6.986479	3.105500	7.019172	7.022255	2.115958	1.999821	7.632953	4.500059	3.006117	5.913462	-0.639474	-15.059747	-10.618208	7.407723	5.577386	7.481924	11.419478	11.291198	8.830130	4.735803	7.409604	-1.272518	8.644186	6.987895	3.104939	7.026634	7.426619	6.553923	-8.852339	7.635050	4.500059	0.962849	-0.215593	7.108607	9.770805	7.827820	-0.263833	-4.627584	-6.686153	-12.102431	-17.282474	-22.942513	-5.440718	-3.437058	4.679745	-5.982498
76	2	5.367778	6.107206	-1.407409	-5.508589	-6.210508	7.076015	2.328027	5.821997	5.404705	9.069894	-1.990962	-28.182058	-14.689814	6.476117	4.885988	6.447567	10.136963	9.628312	10.411771	6.660604	8.403086	-1.765484	7.515561	5.368896	6.106082	-1.405869	-3.786493	0.123253	-8.575358	2.330749	5.821997	1.669282	3.607336	5.186156	9.035456	6.740296	-1.404054	-7.046022	-10.075695	-5.453181	-20.887060	-21.888290	-6.347673	-2.330323	3.275205	-4.026513
77	2	0.761739	5.409005	-0.045214	-4.816067	-6.532272	-9.262986	-2.387464	8.285810	3.061072	4.672608	4.490964	11.370176	6.672962	-3.230375	-9.799235	-13.996808	-12.853761	-17.959062	-21.559953	-6.453237	-1.785233	8.644496	-9.042484	0.761693	5.409005	-0.061139	-5.021539	-11.731904	5.143375	-2.387464	8.285810	8.082165	8.076136	-0.991468	-16.061116	-8.705839	7.126640	7.024280	1.293767	9.981038	6.951889	7.432456	6.316990	5.864152	2.674586	6.918565
78	2	0.684074	6.069896	1.856489	-4.387433	-1.115067	2.259029	-4.939217	7.515064	6.991179	5.168754	0.293156	-22.773661	-11.370904	5.652207	7.945582	6.206362	1.472517	6.063737	11.413703	7.946753	7.805791	0.363172	5.789377	6.830492	0.127742	1.859811	-2.467195	4.881529	-15.866961	0.293160	7.515064	1.617568	3.216216	7.487189	11.010114	5.930006	-1.965885	-6.651130	-12.024327	-23.620602	-25.432091	-16.778278	-4.041733	-3.637943	5.436295	-7.426305
81	2	7.824436	1.921565	-2.527814	-1.363526	1.662593	-6.465955	1.107231	6.806914	-2.065817	1.175981	3.831231	6.575397	6.387141	-3.178549	-6.969105	-7.576224	-17.663594	-18.516286	-18.314277	-5.962957	-0.300823	4.592672	-11.146476	5.301911	1.921566	-2.528348	-1.595045	0.376566	5.915174	1.102478	6.806914	3.942919	7.354229	-7.656454	-25.616559	-11.959218	7.125507	4.633627	5.401888	6.940316	8.337338	9.425326	5.023139	7.859933	1.272763	4.396425
