1	3	13	2.343032	6.779275	0.608375	-7.717386	-8.767232	2.865899	-0.949208	6.295234	4.030920	7.199054	-0.790782	-27.586353	-14.906586	5.861941	6.246792	6.382420	8.885576	11.043855	6.714031	6.591438	6.609474	4.980660	7.737746
1	3	55	2.404711	6.771837	0.608375	-7.690998	-2.180821	-14.928042	-0.904996	6.295234	-2.474244	2.468346	7.417348	8.120311	5.082316	-4.686607	-10.082145	-9.428958	-17.064061	-18.025136	-21.511332	-5.889689	-4.809485	7.539712	-4.507698
1	3	32	6.727040	3.407943	0.608375	-2.267109	2.096026	-14.928041	1.514319	6.295234	-2.474303	2.468346	7.417348	8.120311	5.082316	-4.686607	-10.082145	-9.428958	-17.064061	-18.024462	-21.511332	-5.889689	-4.809485	7.539712	-4.507462
2	3	42	8.210097	-1.645688	6.321216	7.829059	4.567553	-12.585736	5.646420	4.600357	-1.920409	2.060990	5.088341	9.846380	6.676005	-10.206851	-8.722575	-8.467614	-15.829680	-19.940156	-19.918071	-4.459734	-4.524690	8.320301	-5.716637
2	3	24	6.031615	0.771883	-0.230702	-3.203379	-1.910392	-12.585736	-0.722600	4.600357	-1.920409	2.060990	5.088341	9.846380	6.676005	-10.206851	-8.722575	-8.467614	-15.829680	-19.940138	-19.918071	-4.459734	-4.524690	8.320301	-5.716637
2	3	34	5.607362	2.050864	-0.230703	-3.250535	-7.965261	6.653498	-1.153809	4.600357	3.634995	8.284846	-5.560644	-20.456068	-8.719709	0.368040	7.573466	7.750752	7.680251	11.871448	11.137567	6.509070	6.851725	2.547397	6.027899
3	3	64	7.511569	1.924050	5.943844	8.284826	9.017485	-14.558333	4.332811	7.594965	-1.251368	-1.194330	6.705880	9.803130	5.772433	-3.033127	-10.603497	-7.440519	-17.298122	-20.501592	-24.345141	-3.418456	-4.831574	8.121928	-15.184619
3	3	35	7.511562	1.924050	3.415451	3.169167	7.881291	-14.558333	2.822911	7.594965	-1.251368	-1.194330	6.705880	9.803130	5.772433	-3.033127	-10.603497	-7.440519	-17.298122	-20.501592	-24.345141	-3.418456	-4.831574	8.121928	-15.184619
3	3	1	2.275423	4.561642	-0.186218	-1.927144	-2.242498	4.856167	-3.149710	7.594965	3.681341	4.735050	-1.733682	-15.445798	-13.157436	5.292843	4.569549	7.378472	4.335859	9.813540	9.151156	6.868493	5.819574	2.526616	3.425232
4	3	76	0.477154	6.563457	0.323349	-2.989361	-0.767537	-16.096284	-3.154184	6.482648	0.368333	5.324526	2.277923	8.843736	2.797111	-5.749042	-3.243073	-0.648084	-5.861320	-9.171620	-10.268673	-5.309787	-2.068453	6.623759	-8.954859
4	3	19	0.430553	6.563464	0.323349	-3.963727	-7.335208	4.912902	-3.177008	6.482648	6.524830	8.674115	-4.160020	-11.156339	-13.638424	5.280566	6.651080	8.466481	7.987847	9.122385	9.969557	6.831511	7.202323	0.933803	7.104742
4	3	5	6.523172	3.269964	5.848719	5.615488	7.546144	-16.096284	5.677205	6.482648	0.368333	5.324526	2.277923	8.843736	2.797111	-5.749042	-3.243073	-0.648087	-5.861320	-9.171625	-10.268681	-5.309787	-2.068453	6.623759	-8.954734
5	1	100	5.900215	6.217462	8.182136	7.208390	2.561167	-16.639971	4.298503	5.738216	-1.636391	-0.661430	5.079734	10.425975	5.697967	-3.237490	-7.403355	-9.297982	-11.591277	-25.481360	-22.768629	-2.894784	-6.825200	8.987162	-13.652186
