Source,Wee1,UbcH10,U_Kinetochores,SMAC,Replication,Rac1,Plk1_H,Plk1,pAPC,PAK1,Merlin,MCL_1,Mad2,IQGAP1_LeadingE,IAPs,Horizontal_Pol,FoxM1,f4N_DNA,Emi1,Ect2,Cytokinesis,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,A_Kinetochores
Merlin,0,0,0,0,0,-0.7,0,0,0,-0.6,0.5,0,0,-0.8,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCL_1,0.5717027435187516,-0.020391649134164105,-0.22222696863296804,-0.8941176115474473,-0.18413186813186813,0.6,-0.39126365054602186,-0.4611736285242493,-0.3367211230369125,0.5,-0.4,0.5671712830930709,0.08978484202364798,0.5,0.7986754966887417,0.4,-0.35333456865288404,0.01998519615099926,0.35751806036615535,0.12170155200826424,0.09944954128440367,-0.8941176115474473,-0.05641425969294821,-0.28702702702702704,0.08055520715748986,-0.1,-0.48201821149723684,0.21381188770594325,-0.3736564731988073,-0.2798994974874372,-0.3301834648553258,0.09358525413711584,-0.7992982456140351,-0.6,-0.7,-0.4677446226975638,-0.9791498545165555,-0.9791498545165555,-0.9759792147038162,0.9491354829704622,0.9599958478636423,-0.9847052140753483,-0.9847052140753483,-0.6,-0.15428571428571428,-0.28009774418550404
Mad2,-0.3283597458356341,-1.2622017579666314e-4,0.05023267602643876,0.3420559590153133,0.17912102271611463,-0.32797510625379483,0.40024961131468845,0.382531167607195,0.10350329783077869,-0.27704918032786885,0.2,-0.3149244660922985,-0.24759260418276746,-0.2777777777777778,-0.33538840511592555,-0.2,0.3839535192406278,0.1758075261719981,-0.3589788927781622,-0.21949013443869064,-0.2212345659809687,0.3420559590153133,0.32299757847876387,0.3816098819154992,0.08556102732584253,0.1800363741664079,0.43425403257857936,-0.20036691027805498,0.4357268756639197,0.3504130332619233,0.34219598816665664,-0.15433886028989754,0.3640686893110042,0.32736168032786883,0.3589183126719028,-0.16902027412450207,0.3199062114315644,0.3199062114315644,0.3364025093000278,-0.206792936817657,-0.23672097897663424,0.3453234453454755,0.3453234453454755,0.33514873140857393,0.18015205404862475,0.3736890147003299
IQGAP1_LeadingE,0,0,0,0,0,0.8,0,0,0,0.7,-0.6,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPs,0.579505172223758,-0.022017335231556585,-0.1759001231748401,-0.5746882357890427,-0.1619648807656579,0.8916555244244668,-0.48233870693659514,-0.47173559803587856,-0.37750685471753237,0.7977746870653686,-0.7,0.5733837908051204,0.09834587879959916,0.7979591836734694,0.5285484064996977,0.7,-0.36096224394811915,0.03509267952671001,0.37046996119895814,0.0928474120414187,0.09584561244208421,-0.5746882357890427,-0.01723115735268816,-0.3566120387497607,0.1065375954331131,-0.1629966624284806,-0.5267879721076169,0.15160316199278975,-0.40673996621019964,-0.31987628606307433,-0.3115778936364685,0.002234204479830147,-0.9491377338304702,-0.8912017678737605,-0.9790618501782873,-0.3530146355792734,-0.5736698750431533,-0.5736698750431533,-0.5572076782209756,0.5701312452562333,0.6105393248849438,-0.6056233902957706,-0.6056233902957706,-0.8925957499382259,-0.16345962539144357,-0.24325782157593556
Horizontal_Pol,0,0,0,0,0,0.9,0,0,0,0.8,-0.7,0,0,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FoxM1,-0.28324194172736916,0.2309877551236179,0.1846564151343887,0.07504710251847657,0.2626589241311167,-0.06691397858530303,0.589764427344493,0.46385740701887335,0.3728762511164536,-0.05353096815311227,0.036483516483516484,-0.2480880112128166,-0.10070825340829452,-0.0535819620793714,-0.0745929507496165,-0.036483516483516484,0.3639028216699897,0.13277358245789547,-0.3742793709224588,0.043304760127630244,0.04133631564524973,0.07504710251847657,0.26941366600067973,0.46542003005440513,0.04447380384238621,0.26595930315321653,0.3993437751110148,-0.17360642897639983,0.40889935703033,0.4286632873288213,0.4154346726264547,-0.009741791827439271,0.07884375130701739,0.06687429648894436,0.07590585252811737,-0.21444067903497888,0.07306795730914645,0.07306795730914645,0.0280520685356332,-0.025195781724864787,-0.033039117245063705,0.07441610743439295,0.07441610743439295,0.06768457685932527,0.2642116382058047,0.25199229679912805
f4N_DNA,-0.2900709594754013,-0.02117135680004488,0.10109757826015564,0.24508129114172247,-0.23248219677390103,-0.26548796034087313,0.3224677679744298,0.20287373292754446,0.257147755399198,-0.23411027568922305,0.18095238095238095,-0.17558162826719598,-0.07899455927702458,-0.23483839131507525,-0.24492458377056256,-0.18095238095238095,0.2958057490273686,-0.037515675258958193,-0.24597842634882255,0.011202290544603307,0.009859927576844183,0.24508129114172247,0.06565874056154705,0.297739456956309,-0.17858398143130239,-0.22994572203019953,0.3585780753976738,0.045555958713474905,0.33434230710715906,0.24134641446416288,0.15991950109417166,0.07950356484831941,0.27409169649446563,0.26505387083946025,0.2809373399766407,0.024696314019892526,0.2116522970055446,0.2116522970055446,0.17232454003209227,-0.20741548447834454,-0.23463311534848685,0.24508129114172247,0.24508129114172247,0.2743701615229734,-0.23136516668180168,0.26071604287161965
Emi1,-0.30923860463500263,0.18959717122492442,0.1974940528393812,0.1079659921649613,0.24315854780004123,-0.08946149592691607,0.4372303324538551,0.4142079385412627,0.14835824556809213,-0.06755852842809365,0.038461538461538464,-0.22122407431291508,-0.1350887607228092,-0.06755852842809365,-0.10515241304090502,-0.038461538461538464,0.4165228929601157,0.29960828811055756,-0.3218352767978795,-0.22217815025640958,-0.224127016047201,0.1079659921649613,0.24760398686656354,0.4165185341710137,0.21232829072413914,0.24562231036431653,0.34757731803870606,-0.3584334825624572,0.36447298835913544,0.3796226482800279,0.37596959535625085,-0.09961432836746223,0.11139778022647495,0.08946149592691607,0.10482107435221055,-0.13185740321050066,0.10062679598741697,0.10062679598741697,0.05891922812689424,-0.06010314460550834,-0.06925346472634021,0.10858782046318165,0.10858782046318165,0.09109877405831164,0.2445560887292888,0.3225216077424605
Ect2,0.29201491675103564,0.018116083781747904,-0.1025564919043492,-0.24375296782479589,0.22994572203019953,0.18095238095238095,-0.3223429691085547,-0.20594521499992585,-0.2569918073936143,0.1,0,0.17614567909446271,0.08165782004955333,0.1,0.23811519474516235,0,-0.299640915937414,-0.0672927256365574,0.2495617736497786,-0.007942420821071435,0.09477661241155695,-0.24375296782479589,-0.07074835471252101,-0.29991678887821954,0.17649304391833456,0.22836760014179366,-0.3617518158837878,-0.04214061764917884,-0.338139694325719,-0.24514241270327758,-0.1643669325746942,-0.07772967618187321,-0.2568115942028985,-0.18095238095238095,-0.23411027568922305,-0.020522273289332364,-0.21179638418968444,-0.21179638418968444,-0.17126184177137058,0.2076918241017502,0.23486940606692666,-0.24492458377056256,-0.24492458377056256,-0.1826086956521739,0.22857406951550324,-0.2649372075473925
Cytokinesis,0.29111719153731114,0.019861261190819268,-0.10174383094009828,-0.24492458377056256,0.23136516668180168,0.23411027568922305,-0.3235378372325567,-0.20457605916305743,-0.25777440126613677,0.18095238095238095,-0.1,0.1760142912236377,0.08017158642218097,0.18095238095238095,0.24375296782479589,0.1,-0.297739456956309,-0.0643685991913087,0.24786466506987698,-0.009859927576844183,-0.007942420821071435,-0.24492458377056256,-0.06753830152268618,-0.299640915937414,0.17808082177946025,0.22857406951550324,-0.36043057746927387,-0.04428802348419884,-0.3363898285178822,-0.24357330222290483,-0.16197191341119355,-0.0792059930813596,-0.26914249950987046,-0.23411027568922305,-0.26505387083946025,-0.023012672177252634,-0.21179397251718957,-0.21179397251718957,-0.17187408257270348,0.20753504233432257,0.23473575835360644,-0.24508129114172247,-0.24508129114172247,-0.2397193051329866,0.22994572203019953,-0.2625127927365437
Cyto_C,-0.555389188738788,0.02262681750704913,0.16166098920209432,0.519030148814998,0.15386035242146706,-0.7971377459749552,0.453853764173621,0.4505415504170781,0.35033517530342834,-0.7,0.6,-0.5427627868217036,-0.09298191382693485,-0.7,-0.45904859049319074,-0.6,0.34301402274051596,-0.02791782940365508,-0.3512395438468319,-0.08622047587949139,-0.08836088683839549,0.519030148814998,0.01718793618151121,0.33366372391653293,-0.09635418979879504,0.15,0.5011801460507972,-0.13749312510895823,0.38500006869015435,0.3028366633888505,0.29696401066522377,0.004639376927976636,0.8713639445050181,0.7969754253308128,0.8895720502627672,0.3278835201770157,0.533862041418332,0.533862041418332,0.5178235415864888,-0.5379856920603363,-0.576566424304379,0.5615343871293599,0.5615343871293599,0.7976261127596439,0.15403071017274472,0.22907473141191614
CyclinB,-0.29746517165538333,0.1912254945959579,0.1883564186883273,0.26548801536876854,0.15433225374534004,-0.29009507491049874,0.36270733381368425,0.3388608029880001,0.33890263156519207,-0.26722503172243434,0.2290838433019163,-0.23923280592822538,-0.05573940472741464,-0.26901448604514666,-0.26549844824987123,-0.22980266338504815,0.33572444759592085,-0.016766418324040418,-0.358572076697968,-0.15536441267710183,-0.1565679696344176,0.26548801536876854,0.1587746597987397,0.33780750292014344,-0.08846470663054755,0.15704647854696036,0.39145493969664474,-0.15959797179660276,0.3860547618376186,0.2997444056807882,0.29362913026054616,-0.009059203417539591,0.2922894873688796,0.28909885307745903,0.3004617910000159,-0.19220162819887984,0.23935448339469617,0.23935448339469617,0.15246637904432175,-0.22585662456414704,-0.2514169547269308,0.265060057913894,0.265060057913894,0.29937440081437416,0.1554141655890446,0.24385547007571287
CyclinA_mRNA,-0.2897273267903625,0.27926616321209785,0.1812939691971729,-0.05551431437535731,0.2208865440054515,0.0943778601002397,0.46902177222477326,0.44325243999157093,0.2482484662247905,0.10769230769230768,-0.1,-0.19524689946968515,-0.11298404756317457,0.10769230769230768,0.059129617990660924,0.1,0.45241682982263953,0.3026498985914724,-0.37479610546085007,-0.05972133890334471,-0.06187227249083334,-0.05551431437535731,0.20459871585235515,0.4515085870663288,0.22712791040143343,0.22301929397128362,0.367502760873364,-0.29701815837961926,0.39452938320405984,0.40242041094746017,0.409762306949658,-0.055000703965748465,-0.06688048284878506,-0.0943778601002397,-0.0807357548370818,-0.10821178566904308,-0.03806916774275183,-0.03806916774275183,-0.0670218132713604,0.07392336158827109,0.07279629796015143,-0.05463880424246115,-0.05463880424246115,-0.10097063215530115,0.22230170877619923,0.27967266969995647
CyclinA,-0.2888857881002952,0.27775848874074166,0.18052580304820606,-0.05463880424246115,0.21951628873540088,0.08092683025576723,0.47147023615581896,0.44257435523427846,0.25010606612343717,0.0943778601002397,-0.10769230769230768,-0.19430352950165436,-0.11217225077941646,0.09501625135427952,0.05551431437535731,0.10769230769230768,0.45136717498393997,0.29944135557620066,-0.3740165144918074,-0.057942021123178755,-0.05972133890334471,-0.05463880424246115,0.20148587052405614,0.45241682982263953,0.12513456740783485,0.22230170877619923,0.36732366778747705,-0.29501667734768516,0.39395726033756,0.40166595727714804,0.4079442739822838,-0.053130805430294324,-0.06191296167954715,-0.0807357548370818,-0.07101797563753676,-0.10756510199168838,-0.038716008461151565,-0.038716008461151565,-0.06763578967460529,0.07483484986104208,0.0735886565633337,-0.05502473236318317,-0.05502473236318317,-0.08737092541043312,0.2208865440054515,0.2776432327114689
CHK1,0.40104731116124787,-0.12034326479260452,-0.2143558227329126,-0.22495750748811588,-0.28885484223497715,0.2262765747520382,-0.41248854474720903,-0.3869734986926014,-0.3810163066999101,0.19774149659863943,-0.15733333333333333,0.2675001103831432,0.0721115962698431,0.19846236559139785,0.22345991175206348,0.15733333333333333,-0.38873977875341886,-0.18313793377392906,0.3951308068174347,0.14766160133622944,0.14970243524140586,-0.22495750748811588,-0.08559763645730371,-0.3900574770916774,-0.08130197176479327,-0.2922604937230514,-0.5171654684499437,0.2025328813558637,-0.5320628566064683,-0.36061591828823036,-0.4424772457202543,0.021042766227477645,-0.24251119100226629,-0.22596347542302792,-0.242786413322199,0.21609254405002382,-0.2024668534132235,-0.2024668534132235,-0.11873291340220297,0.17420098715157845,0.19408592190480775,-0.22496947857587496,-0.22496947857587496,-0.233219923899943,-0.2904644728481969,-0.2808497607913818
Cdk1,-0.2960851671035463,0.04025630233447573,0.16893562292173941,0.2454907497586687,0.1679522570224164,-0.27586792179923914,0.3636215539889134,0.3384226644744522,0.32460285867964195,-0.2565856310286848,0.22254307783719546,-0.21514473738398462,-0.05786398742043902,-0.25874240097470586,-0.24553462841954515,-0.22347319347319344,0.3377261749066269,0.02106399599184821,-0.3455304266773468,-0.13690239316440117,-0.13801948949845505,0.2454907497586687,0.03893266534712899,0.3395898950799531,-0.05410118599668442,0.17040778892401792,0.37921615287709864,-0.14451805777085597,0.3810009629797117,0.3096256894629589,0.2926726282159665,0.014787560888453921,0.273833616599224,0.27466139352804403,0.2837853925574058,-0.1539213890875536,0.216378844412115,0.216378844412115,0.14053124847121504,-0.20250233894369257,-0.22939866068529174,0.24510332899117476,0.24510332899117476,0.28585489254718766,0.16893922867316186,0.2312188887958563
Cdh1,0.16768244822124606,-0.26065557960713015,-0.1631617599892996,-0.1049419236371834,-0.14681959946748507,0.11447567235025902,-0.3670118674691533,-0.34382457724596854,-0.2618921708889184,0.10225622097868795,-0.08243243243243244,0.16691516846271087,0.05998336754005813,0.10277875277875279,0.10558064164152976,0.08243243243243244,-0.23419670514118313,-0.1649907816007018,0.24220963293487602,0.23330574665841897,0.23455001618307736,-0.1049419236371834,-0.11874212737779015,-0.23626937512648905,-0.05620331183470001,-0.14948738889106128,-0.27340285049704294,0.09290690329138646,-0.28317828701975645,-0.21463388493318164,-0.3003447108735008,-0.09323505605288326,-0.11726070112328654,-0.11424232404759356,-0.12047434705814006,0.0378602171835092,-0.08693932909657234,-0.08693932909657234,-0.063958500601104,0.05527160043688558,0.06632869970139318,-0.10403976925739189,-0.10403976925739189,-0.11889211999101283,-0.1479007704588357,-0.2351129731030405
Cdc25C,-0.2972334965581112,0.041449090478579156,0.16953545446660429,0.24553462841954515,0.16893922867316186,-0.2565856310286848,0.36495823614122774,0.34007256022279775,0.32538268950775806,-0.22254307783719546,0.1709090909090909,-0.21599131913568198,-0.05892998721910705,-0.22347319347319344,-0.2445850975912578,-0.1709090909090909,0.3395898950799531,0.022799817356771158,-0.34735698903437856,-0.13801948949845505,-0.1397946440170808,0.24553462841954515,0.040505250807569955,0.3414909201126507,-0.05373857890626228,0.17230677702190944,0.48101248275017844,-0.14561455933223819,0.38305921998939807,0.31187483611995404,0.2945003566060295,0.014595848070202536,0.2709982968614079,0.2560865835118487,0.27466139352804403,-0.15514357560981218,0.21688585519800205,0.21688585519800205,0.14064888771718542,-0.20287999394179357,-0.22978434406611062,0.2454907497586687,0.2454907497586687,0.26481047353127174,0.17040778892401792,0.2328589013089876
Cdc25B,-0.28633714087132145,0.21164296074746192,0.18143456284726034,0.13648840891228559,0.2654382565546992,-0.11612915851272014,0.581721259108128,0.4586072369640382,0.3570832702241894,-0.086986301369863,0.05,-0.23741731132374352,-0.08587354388963778,-0.086986301369863,-0.1334544206959855,-0.05,0.4588344654569254,0.13406749747787855,-0.36797997110475145,0.017163537743823586,0.014762936974707078,0.13648840891228559,0.26417284697392546,0.45908135676838047,0.04666012575542243,0.26873491270471783,0.4952332519881354,-0.16747746644695666,0.5032808591105646,0.42575354146052574,0.41179240000240325,-0.004287652696320412,0.14327204296644808,0.11612915851272014,0.13598284678746103,-0.19403252946695698,0.12589814958942663,0.12589814958942663,0.0703171611495711,-0.08568064991987205,-0.09971877097746289,0.13708334184820212,0.13708334184820212,0.11853605155923144,0.26722870873683247,0.2488991541353321
Cdc25A,-0.18207577911358597,0.25215420428996627,0.19308697971524016,-0.09680009634718331,0.2959822358302199,0.1271329661947511,0.47937672593360625,0.44808138118262075,0.3585333986536344,0.13237106143284633,-0.13076923076923078,-0.19284105733636006,-0.10341373780006771,0.1332635618349904,0.09733836379882335,0.13076923076923078,0.4614149019575303,0.2571005932121924,-0.37026721479555935,-0.12279132384498814,-0.12462376172016043,-0.09680009634718331,0.18261826354931315,0.46262999610690897,0.1729538694509551,0.29893017994804427,0.24357203218151505,-0.30226870488671803,0.39812736267826165,0.4298726074906435,0.3186064807016105,0.05911958368285638,-0.11016179663500654,-0.1268458226879623,-0.12071491485306504,-0.09674472241511062,-0.06975792671044234,-0.06975792671044234,-0.09061251114612942,0.10718511942866076,0.11062673046008849,-0.09744828051737366,-0.09744828051737366,-0.13581699045454654,0.29740205172742523,0.2662718157250522
Cdc20,0.3263840633004128,0.0014085843502153676,-0.049536390959443594,-0.221584362798527,-0.17787020771276504,0.22345650077589646,-0.4041640284179434,-0.3824058051074719,-0.1063201803529461,0.19916839357321636,-0.16164383561643836,0.21159478023035422,0.2471747597586555,0.1998962628009044,0.21923865305377851,0.16164383561643836,-0.3836085837278739,-0.17262660869706553,0.35897329712400927,0.21779255039509393,0.2194738352909312,-0.221584362798527,-0.31984022087367875,-0.3838551770276864,-0.08316827779838447,-0.18015205404862475,-0.4346893729895321,0.19835027394865162,-0.43612040559082715,-0.35072949283093335,-0.3408242188836571,0.052001069440855176,-0.2377866319168313,-0.22315090282313227,-0.23817178221394536,0.2716482026117218,-0.20192370435454934,-0.20192370435454934,-0.10015479859858137,0.19024328644976968,0.20898065375032226,-0.22222784663282477,-0.22222784663282477,-0.2310688809564517,-0.17911290785531345,-0.37196158176950217
Casp9,-0.5637649476858785,0.02062499435299261,0.1613369794156763,0.5615343871293599,0.1521226352068152,-0.8900728109100202,0.46833507012412123,0.4553639400833859,0.3608591407693408,-0.7971377459749552,0.7,-0.5547689045887186,-0.09329656871078035,-0.7973640856672158,-0.519030148814998,-0.7,0.3464281991516608,-0.03439665649842123,-0.3553403034903585,-0.08306054206456745,-0.08622047587949139,0.5615343871293599,0.010598112870674779,0.34301402274051596,-0.1022563820416281,0.15403071017274472,0.5103230365344894,-0.1344448575343538,0.3912875719513075,0.30741465123490047,0.29670740197311346,0.01029414785669317,0.8424218554318603,0.8895720502627672,0.9759670662587261,0.33511102097769896,0.5573114609871546,0.5573114609871546,0.5407748140268124,-0.5516055026939852,-0.5935039452611243,0.58982373327575,0.58982373327575,0.8912017678737605,0.15386035242146706,0.2275321040220745
Casp8,-0.579564017739526,0.020693577229352833,0.16228696875377635,0.6744894468740297,0.15242717826765514,-0.8919935328554043,0.4703905148898865,0.4594248654678806,0.3627555082127533,-0.797768479776848,0.7,-0.5765951024068114,-0.09362137006518004,-0.7979460847240051,-0.6270490232200138,-0.7,0.3485281294898695,-0.034414519768940686,-0.3574547437765794,-0.08354594671015896,-0.08648535401657112,0.6744894468740297,0.010909709423474988,0.34431233813581447,-0.10244472923537502,0.15403071017274472,0.5171320879006676,-0.13552574692886385,0.393939011372052,0.30841406804844057,0.2983094332361147,0.009875910959617146,0.8499909624221542,0.8915694532787031,0.9799485702066478,0.36367734343923636,0.5769813512422765,0.5769813512422765,0.6624965413340695,-0.5749701524076609,-0.6164963491534553,0.7077988822856287,0.7077988822856287,0.9929768937504176,0.15399668499411254,0.22897061782519829
