Source,Wee1,UbcH10,U_Kinetochores,SMAC,Replication,pRB,Plk1_H,Plk1,pAPC,p27Kip1,p21,Myc,MCL_1,Mad2,IAPs,FoxM1,f4N_DNA,Emi1,Ect2,E2F1,Cytokinesis,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,A_Kinetochores
Cdh1,0.16987439634872623,-0.26456127047842315,-0.16534083230918337,-0.1007015321830245,-0.14757218337416256,0.1517978651688463,-0.3695864303913271,-0.34855758034482626,-0.26304822792693927,0.15729050606212985,0.10263530171162542,-0.04365300278653899,0.15518453937169985,0.06111946493220457,0.10090413710342969,-0.2391552530850006,-0.1737189559267215,0.22157748474087482,0.23528132613709513,0.06344070454508063,0.2361922056011569,-0.1007015321830245,-0.09464739246723188,-0.04298237843684775,-0.12512866573152898,-0.16340823684942102,-0.06688396637238327,-0.14771577956682158,-0.27627599677934234,0.10108843884042482,-0.28740143635910415,-0.22023908776849246,-0.30117170858231695,-0.0892467976379016,-0.11203341969011457,-0.10921447996891927,-0.11500077985373532,0.039261448053363,-0.08325592236645797,-0.08325592236645797,-0.061113175923336996,0.05407943960898017,0.06471958921471177,-0.10023601434962001,-0.10023601434962001,-0.11389516486216433,-0.14773331163589792,-0.2388475978254899
Cdc25C,-0.29905176195172833,0.04858321488251898,0.1740183100914408,0.24633408088384373,0.2034118092862396,-0.16627250065045363,0.3764735763695713,0.35232973583245564,0.329597179831206,-0.29114086762602365,-0.2967743907828878,0.16892388257854699,-0.22403398453440387,-0.06095502075456209,-0.24486643754488924,0.35760128215033027,0.044500001285818755,-0.32918265491737997,-0.14043666920156045,0.07311836872650093,-0.14168053934241892,0.24633408088384373,0.2721457999697951,0.1966846546644166,0.05075614057681971,0.3237120611742043,-0.03827158550285383,0.20178855089693126,0.4859382149909113,-0.1605924284228687,0.39319946633517133,0.3297188678797321,0.31756371108288806,0.009986028413394653,0.2709732567317188,0.2560017244537368,0.2744459514596077,-0.1573469348755582,0.218622036883748,0.218622036883748,0.14199838824514618,-0.20343690686236804,-0.2303524289406586,0.24685528160490336,0.24685528160490336,0.26472388391713464,0.2029362927745652,0.23982610758757544
Cdc25B,-0.2866704657822513,0.21583916952063956,0.18404574363966372,0.13487111956270595,0.27955619370618534,-0.1585861306908372,0.5854894270441109,0.4644004154267808,0.35830664722303246,-0.29297010265250345,-0.23689343315172712,0.08939145923896508,-0.23371509345465746,-0.08670671929627911,-0.13169915960844958,0.46694891455329,0.14661145268451867,-0.34508430030728726,0.015662833919932728,-0.043095330631507285,0.01378269067815717,0.13487111956270595,0.2310380637103607,0.09916975851252294,0.2711494642758323,0.39994311685599737,0.059280710167362194,0.27580683828860963,0.49713671950037364,-0.17762141100857443,0.5077832201521861,0.43350199999269073,0.42018433973895036,-0.008730293316113072,0.141524362228971,0.11554147770660932,0.13469126715918603,-0.19511631775936533,0.12489928572276936,0.12489928572276936,0.06966913926794219,-0.08522853339838962,-0.09907565021763437,0.1358648069445541,0.1358648069445541,0.11802770249924721,0.2783925295699531,0.2527064932956039
Cdc25A,-0.18150057742926207,0.2545635885197543,0.19476433239521845,-0.107606921843643,0.28210720702707626,-0.2538250035211146,0.47198546275637093,0.4459822020725091,0.3558227392760478,-0.2798206290218935,-0.11373307918378253,0.0555097605481647,-0.12892200629665115,-0.10374668780154186,0.10833120333032605,0.45384139061796225,0.25910017447775385,-0.32122245806065663,-0.12481278987172592,-0.1194247947042788,-0.12613929084369885,-0.107606921843643,0.11921143208861373,0.03840863814072911,0.1893345617671231,0.32290741479568774,0.18762906453868372,0.2805079895023991,0.24351316811654633,-0.308629709103413,0.3971780033683139,0.4239514785161661,0.29039415193983065,0.05188415221262579,-0.12120360171110076,-0.1356457266134997,-0.13104221555311596,-0.0974931074585865,-0.08089043615224437,-0.08089043615224437,-0.09924602719550844,0.11092705372147556,0.11527837063404833,-0.10783157617895438,-0.10783157617895438,-0.14426552981118446,0.2816833419147174,0.2685317846910716
Cdc20,0.3268142024873279,-0.0035156149676222347,-0.05263855407363969,-0.2180111627801838,-0.18460330446852402,0.19659441628811752,-0.40769081247016314,-0.38834973626508856,-0.10760219472568895,0.32606166818140814,0.25487039285093155,-0.08461056829508114,0.2038987290781417,0.24831286774907002,0.2155387885650409,-0.3909234440290936,-0.18443584592695964,0.3299460585530487,0.21967933614331972,0.06614813515273084,0.2208206185797096,-0.2180111627801838,-0.2449859318332289,-0.0939854642183757,-0.3281060367983,-0.30197569624943377,-0.09747210365323704,-0.18136690257111338,-0.4370812803291358,0.2092163763507613,-0.4410672754849568,-0.3580278062630745,-0.34458960550714035,0.05733422800758013,-0.23389605047431603,-0.2207108016633005,-0.23475122377025812,0.27310896249464645,-0.1988185777071588,-0.1988185777071588,-0.09800380773519049,0.1888741950908814,0.20724763047634148,-0.21900526219889485,-0.21900526219889485,-0.22876626511279138,-0.18353508554875136,-0.37656489362183165
Casp9,-0.42250603599492464,0.0848265896720086,0.16845409918617163,0.49652490275042976,0.034330417466175364,-0.39816246863890925,0.19111781407478673,0.2989246532646702,0.21594494462875566,-0.3615742253276745,-0.40851567584237225,0.3559719584051719,-0.48453124433354144,-0.08397547459545951,-0.4757323415314044,0.10832215294543171,0.020002656950496894,0.07911650995093505,-0.09714170645159713,0.2570901372021003,-0.09496735128628778,0.49652490275042976,0.06432565249760562,0.38146946376038116,-6.731591176658079e-4,0.3241270385270511,0.1387544614373654,0.013946541777132485,0.4071862769299102,-0.17777425181501677,0.24142547132318032,0.06742365547204006,0.19864477452674006,-0.10587415303233746,0.8063248047486977,0.8874097965736141,0.9640538202764614,0.29020122783453867,0.4731979033350594,0.4731979033350594,0.4587058307075422,-0.4562676003150624,-0.4949278640632076,0.508927879890249,0.508927879890249,0.8894835111425505,0.02617312365599416,0.22546998323745893
Casp8,-0.42817258510190487,0.08490189744320194,0.16868422428590113,0.608072327702937,0.03354866641130108,-0.40380170091557277,0.1910802262497447,0.2996945273605862,0.2162992907978411,-0.3661791671434327,-0.4185389971484745,0.36008072114103024,-0.4937549083356775,-0.08404551718654789,-0.584349785433254,0.10783297961823428,0.019808157329574593,0.08110019089999633,-0.09735498957966783,0.25976406533595175,-0.09509605290915554,0.608072327702937,0.05366293252651404,0.3860298678623815,-6.702505781048584e-4,0.32581295387813214,0.13934280258506948,0.013093014260540372,0.4092290967513289,-0.17842448592426707,0.24182476186983037,0.06689892059928926,0.19878562324272114,-0.10637090760477233,0.8157964744262551,0.8897297764443683,0.9693591726374857,0.30515374757048236,0.4871370370914637,0.4871370370914637,0.5739018529227671,-0.4714345796855917,-0.5114266844685991,0.6225944690069095,0.6225944690069095,0.9915363413116598,0.02524571461285719,0.22580152518177324
Casp3,-0.42826342762145303,0.08883976230388764,0.17087970659528018,0.508927879890249,0.03979441869141329,-0.4072981724609894,0.20644326604759433,0.30832937975084374,0.22516557270785667,-0.3695687892863711,-0.42854773652307526,0.3664906654873071,-0.4905518376575909,-0.08725979583762922,-0.49652490275042976,0.11796042351712124,0.025019227596549516,0.07372675891924621,-0.09846626400889906,0.2617125979632506,-0.09714170645159713,0.508927879890249,0.07244281995780665,0.3945361837878238,0.001738000782516551,0.3367464878575605,0.13900192375408826,0.02617312365599416,0.416904136323302,-0.1813780749062397,0.2522049061424913,0.0799323861851012,0.20669136287622134,-0.10345386439835376,0.8362308618302045,0.9640538202764614,0.9191877883506482,0.2881328847405037,0.47968877657678644,0.47968877657678644,0.46410847845320147,-0.4591378301467916,-0.4986759773263697,0.5166335544022487,0.5166335544022487,0.9691169123645466,0.034330417466175364,0.23033482644690167
Casp2,-0.42342240215924426,0.03403093721565059,0.15569035239745813,0.7979139504563234,-0.08709779531931092,-0.33580570881515637,0.05657402892897774,0.24035961070140868,0.17124724995769167,-0.3298966817428875,-0.31572190568553765,0.290390610673024,-0.5629111871734823,-0.05426356589147287,-0.7,-0.037090946127688915,-0.08148148148148149,0.18255426509894165,-0.08863636363636364,0.2632582918815734,-0.06363636363636363,0.7979139504563234,-0.13456766158446956,0.2954612112484897,-0.06243184987954862,0.24450179457654056,0.12437281255493585,-0.12,0.3543010752688172,-0.13670374115267947,0.17907303370786515,-0.08328267477203648,0.08870578813898652,-0.14224137931034483,0.7,0.5,0.6,0.4016728262983856,0.8856674955215101,0.8856674955215101,0.9843250738530175,-0.8530106099594204,-0.863485805436404,0.8904614244799708,0.8904614244799708,0.5,-0.10932806324110671,0.1855599214145383
BIM,-0.4410248097351328,0.05330490068139023,0.16258602572445263,0.8882584161941546,-0.044461975079296466,-0.37119635860723876,0.09811957985942084,0.2649770529274303,0.1859813068796364,-0.35771071278637157,-0.35061955485591845,0.32571142956693533,-0.4996634417777037,-0.06668246595253895,-0.7971731448763251,0.012632006456758249,-0.043955384557592195,0.16189336840468244,-0.09752233893665124,0.2736942785185451,-0.08247694334650857,0.8882584161941546,-0.08729368392130868,0.3360249811262629,-0.03547249141036067,0.27556223108099487,0.13828799443646317,-0.09215686274509804,0.3862838201526738,-0.15874249266488072,0.1997974029193629,-0.03744452341467267,0.1292846597613153,-0.1352762694335728,0.798422090729783,0.6,0.7,0.40285636635412425,0.8527898491777627,0.8527898491777627,0.8493687091671835,-0.6897890754910032,-0.8107721895627507,0.9663582551635589,0.9663582551635589,0.6,-0.0686595949855352,0.20363484541829774
BIK,-0.4410248097351328,0.05330490068139023,0.16258602572445263,0.8882584161941546,-0.044461975079296466,-0.37119635860723876,0.09811957985942084,0.2649770529274303,0.1859813068796364,-0.35771071278637157,-0.35061955485591845,0.32571142956693533,-0.4996634417777037,-0.06668246595253895,-0.7971731448763251,0.012632006456758249,-0.043955384557592195,0.16189336840468244,-0.09752233893665124,0.2736942785185451,-0.08247694334650857,0.8882584161941546,-0.08729368392130868,0.3360249811262629,-0.03547249141036067,0.27556223108099487,0.13828799443646317,-0.09215686274509804,0.3862838201526738,-0.15874249266488072,0.1997974029193629,-0.03744452341467267,0.1292846597613153,-0.1352762694335728,0.798422090729783,0.6,0.7,0.40285636635412425,0.8527898491777627,0.8527898491777627,0.8493687091671835,-0.6897890754910032,-0.8107721895627507,0.9663582551635589,0.9663582551635589,0.6,-0.0686595949855352,0.20363484541829774
BID,-0.3936136998013428,0.05386961494471978,0.15223356009070294,0.47970258874733646,-0.012206047486796512,-0.339515455304929,0.10621603762792493,0.24742521585099553,0.1713171242668881,-0.32019083029302176,-0.3106345625389334,0.29775267962932095,-0.4493313130735584,-0.06418556536961885,-0.3950310559006211,0.039861596279620715,-0.027784602746663955,0.11937609490480254,-0.08904901032560608,0.2402339846982015,-0.07714987714987716,0.47970258874733646,-3.65080110101218e-4,0.3107739735012462,-0.027835746959252942,0.2575582290565175,0.1281397334748062,-0.06675105485232068,0.35774013603387256,-0.14884332146060392,0.18345759744014298,-0.013734358691348847,0.1415767087200697,-0.11713630906908219,0.7967280163599182,0.6,0.7,0.3073578190152908,0.42323269118719803,0.42323269118719803,0.4155247194653248,-0.4383346527016604,-0.4674053371964811,0.5441154001352368,0.5441154001352368,0.6,-0.0376053262091046,0.19271393463612924
BCLXL,0.46398178694222747,-0.05252613572946452,-0.17843580672344073,-0.8917524513834401,0.07595247966039477,0.3899978955249031,-0.08903002758231704,-0.2846203857575246,-0.2061534012680573,0.3823573846174465,0.37182071536271344,-0.3437178352516022,0.5186115722911117,0.07060343165606323,0.7983471074380166,0.016663287025327038,0.06630355152094282,-0.19389367089254456,0.10895358728147145,-0.29739137024424755,0.0933066933066933,-0.8917524513834401,0.12906955395017997,-0.3521683870080391,0.049087539812434765,-0.2927145478249657,-0.14944311355488935,0.12182551108551684,-0.40407819693533986,0.16904838019814364,-0.22188833570412517,0.06659309747917343,-0.1191293593332324,0.15834208276371914,-0.7990903922683342,-0.6,-0.7,-0.4288416854933497,-0.9638153820590933,-0.9638153820590933,-0.9611373177923186,0.8088772632234484,0.9269115456221068,-0.9746492642581639,-0.9746492642581639,-0.6,0.10043128031628608,-0.2188736238954113
BCL2,0.46398178694222747,-0.05252613572946452,-0.17843580672344073,-0.8917524513834401,0.07595247966039477,0.3899978955249031,-0.08903002758231704,-0.2846203857575246,-0.2061534012680573,0.3823573846174465,0.37182071536271344,-0.3437178352516022,0.5186115722911117,0.07060343165606323,0.7983471074380166,0.016663287025327038,0.06630355152094282,-0.19389367089254456,0.10895358728147145,-0.29739137024424755,0.0933066933066933,-0.8917524513834401,0.12906955395017997,-0.3521683870080391,0.049087539812434765,-0.2927145478249657,-0.14944311355488935,0.12182551108551684,-0.40407819693533986,0.16904838019814364,-0.22188833570412517,0.06659309747917343,-0.1191293593332324,0.15834208276371914,-0.7990903922683342,-0.6,-0.7,-0.4288416854933497,-0.9638153820590933,-0.9638153820590933,-0.9611373177923186,0.8088886666869124,0.8269034087778259,-0.9746492642581639,-0.9746492642581639,-0.6,0.10043128031628608,-0.2188736238954113
BAX,-0.41022641777147956,0.06855492963003447,0.16214267115255176,0.5441154001352368,0.006072180835099933,-0.3710123023012782,0.14026842591760136,0.2733188514220505,0.19295037970902315,-0.3482972554274684,-0.3573949060205884,0.32705230664962764,-0.47013249514546773,-0.07348076455245847,-0.47970258874733646,0.0678479444024876,-0.006760293969525341,0.10785186734649288,-0.09440685154578599,0.25147681452611736,-0.08904901032560608,0.5441154001352368,0.020356495963955272,0.3445413735910531,-0.015081241927659217,0.2883424157059018,0.13733907988003496,-0.0376053262091046,0.38103286397776326,-0.1656940595688598,0.21259617421916918,0.017467131529079593,0.16635009749345847,-0.1171555139855408,0.8861593776465352,0.7,0.7973575557390586,0.30401826290659967,0.4538588771454523,0.4538588771454523,0.4431905671311725,-0.452642690595986,-0.48671814323847623,0.48300428902412573,0.48300428902412573,0.7,-0.012206047486796512,0.2100363947108829
BAK,-0.41022641777147956,0.06855492963003447,0.16214267115255176,0.5441154001352368,0.006072180835099933,-0.3710123023012782,0.14026842591760136,0.2733188514220505,0.19295037970902315,-0.3482972554274684,-0.3573949060205884,0.32705230664962764,-0.47013249514546773,-0.07348076455245847,-0.47970258874733646,0.0678479444024876,-0.006760293969525341,0.10785186734649288,-0.09440685154578599,0.25147681452611736,-0.08904901032560608,0.5441154001352368,0.020356495963955272,0.3445413735910531,-0.015081241927659217,0.2883424157059018,0.13733907988003496,-0.0376053262091046,0.38103286397776326,-0.1656940595688598,0.21259617421916918,0.017467131529079593,0.16635009749345847,-0.1171555139855408,0.8861593776465352,0.7,0.7973575557390586,0.30401826290659967,0.4538588771454523,0.4538588771454523,0.4431905671311725,-0.452642690595986,-0.48671814323847623,0.48300428902412573,0.48300428902412573,0.7,-0.012206047486796512,0.2100363947108829
BAD,-0.4303996973899887,0.0333868378812199,0.1619549150036955,0.7983471074380166,-0.10043128031628608,-0.3422897317060802,0.05300724637681159,0.24803405624349847,0.17822765469824292,-0.3370352557659059,-0.3222725225916291,0.29650494069149474,-0.4671303873431533,-0.055438596491228065,-0.7,-0.05057449209932281,-0.09084567606306736,0.1946390966887948,-0.0933066933066933,0.2712576269698433,-0.06363636363636363,0.7983471074380166,-0.1494706604508715,0.30101241175567833,-0.06859797897730158,0.25157770571970256,0.12760454853246783,-0.13043478260869565,0.3598605098605099,-0.1394440957589886,0.18618421052631579,-0.09418803418803419,0.0844347028446828,-0.15031462827252245,0.7,0.5,0.6,0.4102177234530176,0.8873727177659617,0.8873727177659617,0.886045371058013,-0.9577054904734787,-0.9671439045123135,0.8917524513834401,0.8917524513834401,0.5,-0.12182551108551684,0.19126482651590732
ATR,0.3905298887767602,-0.15850532556249086,-0.2400612661581849,-0.22153799696809715,-0.3573978271840501,0.3915897112185266,-0.4455937261425178,-0.42857966474563475,-0.3956328094486715,0.38398593283304494,0.42701504296530635,-0.3137003135358404,0.2885351068797295,0.0823463991534912,0.21576942831180118,-0.44269153521595433,-0.26201931311701404,0.30387042299971095,0.15514440597216753,-0.12214299572869618,0.15566253474122438,-0.22153799696809715,-0.42759307663975604,-0.5502572872756637,-0.1387285844751219,-0.3808299299447934,-0.15858360044598374,-0.2445702935478717,-0.5300825721846665,0.26770197961498754,-0.5688923396181261,-0.41278226383124644,-0.5030175091575699,0.04786389047596347,-0.2312989701091684,-0.19615686274509803,-0.22270939715261734,0.22816785565754513,-0.20332658768555634,-0.20332658768555634,-0.11873935107969462,0.17128407611097476,0.190161029319666,-0.22460002891873768,-0.22460002891873768,-0.20169040835707502,-0.35268625516430635,-0.31663193983215
A_Kinetochores,0.25286881544425344,-0.06737032462328242,-0.28929814461408265,-0.37731152130225254,-0.18556170069760203,0.2286282408885895,-0.32284522476581934,-0.306458587611557,-0.027390884784330556,0.26696002707227195,0.15261996963590513,-0.047520248014848075,0.33330860656638506,-0.15762319396487018,0.3707169418401071,-0.3133983968049842,-0.09095347509097625,0.13036577265248478,0.05339050531840498,0.11903050951080787,0.05418773811903026,-0.37731152130225254,-0.11395005965695919,-0.047155656691665424,-0.21507729525658098,-0.16615296482929084,-0.15741400399859912,-0.18137713936562613,-0.27493672781844586,0.20729280376988482,-0.23894891699073342,-0.19790182358819383,-0.2562814106348298,0.12987065455848765,-0.4017560099802724,-0.3529895160436302,-0.3933172844614584,-0.14445444578527422,-0.3465906697582547,-0.3465906697582547,-0.3133033295605915,0.33355403968880737,0.3677504398217809,-0.3809687352536656,-0.3809687352536656,-0.35901743584105256,-0.18406452900801898,-0.11604613599620191
