Source,Wee1,UbcH10,U_Kinetochores,SMAC,Replication,pRB,Plk1_H,Plk1,pAPC,p27Kip1,p21,Myc,MCL_1,Mad2,IAPs,FoxM1,f4N_DNA,Emi1,Ect2,E2F1,Cytokinesis,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ATR,A_Kinetochores
FoxM1,-0.28410838369657937,0.23539911728646504,0.18734586240229917,0.0730325500238057,0.27260920995991506,-0.15516984836749576,0.5931391088187226,0.4693997245592055,0.37417081264192864,-0.2928494162957961,-0.22422385901788394,0.07360259643662484,-0.24095465614959916,-0.10179153701817709,-0.07222595162244108,0.3708645886699552,0.14497098115865553,-0.3509264044330497,0.041489604879015964,-0.04587982524897874,0.03998991137716722,0.0730325500238057,0.22163013752937344,0.07839171245278728,0.27665776648724133,0.3951574885916457,0.05696378107262264,0.27105445504280373,0.40176389369890647,-0.18344736215274354,0.41370291053006136,0.4360463394581249,0.4208518392654031,-0.014284569105608482,0.07640719594163921,0.06512909972588425,0.07361301684739345,-0.21572761215161126,0.07176338363094596,0.07176338363094596,0.027157686745468868,-0.02474721256941007,-0.03235544703281297,0.07288144801792898,0.07288144801792898,0.0660634437120052,0.2722243357208094,0.25614761618635207
f4N_DNA,-0.28959847376612524,-0.01860169088911996,0.10277265855753907,0.24686667830644624,-0.21050529224095382,0.03068395305188213,0.3275066322783378,0.20779452162835108,0.2585940974692972,-0.16655510482186547,-0.20138108761955484,0.05244502586806976,-0.18455791993700732,-0.07960292949887836,-0.2462620178575144,0.3051522423867693,-0.026960872628682103,-0.24170589934990794,0.010584430714970236,0.16885624803917174,0.009527800402996245,0.24686667830644624,0.16406086095219682,0.1994166298927243,0.0696271384542669,0.2909714641409572,-0.17295379870404262,-0.21090294239158144,0.3598516505308663,0.039869398232284345,0.33836043169985136,0.2501583555234534,0.17197710525020288,0.07789179225947374,0.2751009650547179,0.2651991762678659,0.2814061110191675,0.024055092862918355,0.21403916037038603,0.21403916037038603,0.17427545226066715,-0.20846456160770455,-0.2358197060063957,0.2472246507070474,0.2472246507070474,0.27448475888134255,-0.2105132772929365,0.2632410051463633
Emi1,-0.3051819505467261,0.19142800662129658,0.19915659905790017,0.08406357049137278,0.21079319743106137,-0.2975353036586078,0.4220180129143124,0.4067581566429239,0.1425579796722095,-0.32988254415475043,-0.1588110321857224,0.06998236850125011,-0.14784178404749745,-0.13475346183506057,-0.08143141318248213,0.39933665515717087,0.29620928517659617,-0.25341479946681333,-0.22382134241880447,-0.13304810831758665,-0.22508389068592177,0.08406357049137278,0.15800568492285638,0.06630808996987282,0.25486398284858003,0.22675372202417193,0.23023472643839688,0.20722470579503552,0.3445747591643003,-0.3636586573396558,0.3592784064012062,0.3650818274092406,0.3325473867895522,-0.10915839563196439,0.08587922235885666,0.06765120521892967,0.0800971862042365,-0.13210747029085493,0.07982242471241344,0.07982242471241344,0.04391162181033491,-0.05294502195153596,-0.06010439269803277,0.08495707024515133,0.08495707024515133,0.06876902640172691,0.2096205759892446,0.3238286781578895
Ect2,0.29057340362856876,0.01695950847175661,-0.1033806023384338,-0.24454608418772347,0.21090294239158144,-0.0321217667992559,-0.3248388030553981,-0.2086116878459941,-0.2574113584440969,0.1672936404329821,0.1877530500437365,-0.04799062572504823,0.18353146937519235,0.08175139518550818,0.23837668718528363,-0.3062478219914832,-0.07444707891144735,0.24422373969579114,-0.007850700163410497,-0.1653043982548787,0.094714663331385,-0.24454608418772347,-0.1650621535613391,-0.1928502298833586,-0.07315346983973034,-0.2885360877320492,0.1722075277495007,0.2167179487179487,-0.36177967268697975,-0.038342240587898,-0.3397976258749568,-0.25033605277032234,-0.17321428170327935,-0.07646763594064353,-0.2569879518072289,-0.18095238095238095,-0.23411027568922305,-0.020318062783176053,-0.21341622549440195,-0.21341622549440195,-0.17265640975949131,0.2084245794986846,0.23565190974410738,-0.2462620178575144,-0.2462620178575144,-0.1826086956521739,0.21245099029344106,-0.2659736207787071
E2F1,-0.048360581202180716,0.27685393485373255,0.2411489395866974,0.37124402482135893,0.4702577908930164,-0.4994617280933221,0.5167732973349882,0.4925422696739562,0.23934380169362762,-0.48454000104182365,-0.5650548175444572,0.5501634323093596,-0.4833261784215329,-0.11853359683704293,-0.3638765971511673,0.5312390641074354,0.45778856220921815,0.10446084263114826,-0.09536949192235672,0.30201719704149704,-0.09488995056034019,0.37124402482135893,0.5638437107129651,0.5789530545290675,0.3022988633562186,0.6305854327105647,0.316130006829881,0.4549554327504561,0.13703769399071467,-0.4087417281585285,0.43940051857939116,0.49867147689852914,0.5860556062539283,-0.14799447544309344,0.3937149886632683,0.3738725494679019,0.3943579170624772,-0.09538492319487055,0.3424391605486777,0.3424391605486777,0.31802282590180014,-0.17757196705988246,-0.2246972684006816,0.3757212511868984,0.3757212511868984,0.3847611457711592,0.4644350642648484,0.34178187813567645
Cytokinesis,0.2901088171105698,0.0179340912415794,-0.10304765317720957,-0.2462620178575144,0.2105132772929365,-0.031222609758981158,-0.32729344015217227,-0.20842767556495345,-0.25865827825527765,0.1668823952364608,0.19696632458539348,-0.05083792351249836,0.18429584158422804,0.08048537373638445,0.24454608418772347,-0.3058307972732908,-0.07356669454174146,0.24292005438623643,-0.009527800402996245,-0.16767508791005112,-0.007850700163410497,-0.2462620178575144,-0.16446406152436616,-0.19699090593634974,-0.07084096892901007,-0.29050148728483255,0.17289684877929787,0.21245099029344106,-0.3609780836964144,-0.03936411275139755,-0.3392631263608655,-0.2507202850173694,-0.17262082110981875,-0.0776645337297395,-0.26970396934656343,-0.23411027568922305,-0.2651991762678659,-0.0226129183476829,-0.21383451950193585,-0.21383451950193585,-0.17358885578595576,0.20843189567963813,0.23573525002246393,-0.24686667830644624,-0.24686667830644624,-0.2397193051329866,0.21090294239158144,-0.2643310994163194
Cyto_C,-0.4137622357895253,0.07830485054157381,0.1644404533837391,0.4757323415314044,0.02617312365599416,-0.38381424512130924,0.17003532304120342,0.2852258593931066,0.20305967715570544,-0.3489053435651683,-0.37984498650245635,0.34068179322499353,-0.4749806436740842,-0.07907959158798852,-0.4393548681676297,0.09393540414179372,0.01160019430922742,0.08684820860718565,-0.09496735128628778,0.2507923421736091,-0.0907969874885948,0.4757323415314044,0.05314872976848323,0.36291802654404226,-0.005135607042051192,0.3065009703516356,0.13723374637515978,-0.0036547399807068393,0.3935098120570623,-0.17148512535830868,0.2254573292680817,0.04950177895754941,0.18662992891714553,-0.10830464416647831,0.8571443347114069,0.7969981238273921,0.8874097965736141,0.2929017087420976,0.462889057590081,0.462889057590081,0.44975380396680487,-0.45139179534726115,-0.48865235975446175,0.49652490275042976,0.49652490275042976,0.7976401179941003,0.013946541777132485,0.21765746885761006
CyclinE,-0.07654876995126138,0.2868431446508627,0.21834352963394696,0.04767543488495935,0.459460177564013,-0.5704845427674142,0.5986215021790261,0.4683086084730374,0.3323240552713183,-0.45486575428308146,-0.5481608679839873,0.44350558579268046,-0.26628075407107915,-0.10686590339517565,-0.04249109735572904,0.6066190441310537,0.43114055995578304,-0.08217337633821045,-0.032654833615391995,0.2118386014008537,-0.03267562289525135,0.04767543488495935,0.4570653583865695,0.4677858471233637,0.3617757110677025,0.5247256610533217,0.27829691984968513,0.4470200259028094,0.24365775823880115,-0.37016951955142813,0.4105681628786738,0.5760105780809128,0.565563175209747,-0.033910870773012594,0.04172047016535033,0.021212846121643442,0.0322830699793558,-0.17822838816690498,0.05466948535931393,0.05466948535931393,0.023622633109989064,0.012897012721307216,0.008403139953778864,0.05064796895260039,0.05064796895260039,0.020087912087912087,0.4548055094263933,0.30589776097724763
CyclinD1,-0.16285108517146152,0.30584799538846685,0.28764345454994256,0.23625027686191805,0.4418901424725403,-0.7459869070813976,0.5553009398567337,0.5562897831885627,0.2660408950929151,-0.7358999820478039,-0.5992561140775396,0.5932148678677699,-0.42889510463487346,-0.13840692862062215,-0.2243964695471578,0.5783311849763357,0.4146431287867213,0.14626830602568303,-0.18073850541264774,0.3553335300788137,-0.177050095077503,0.23625027686191805,0.6200241805995873,0.7280602793984424,0.34741607367760774,0.6681843425572112,0.3657926666550039,0.4090071172644765,0.2788145844032951,-0.46108743647278383,0.4957146867757366,0.5365531914863128,0.637187854279736,-0.1899051905343787,0.2351504992922362,0.20237500000000003,0.22381005903723888,-0.15049129960522917,0.22313323820796166,0.22313323820796166,0.1955761294725596,-0.019241587043964246,-0.03293555052884422,0.24472535580331822,0.24472535580331822,0.20773691841307498,0.428924885001162,0.38845974606787237
CyclinB,-0.2996111175253967,0.19858765729876277,0.19297094013930297,0.2671695918348315,0.19164114468442917,-0.1471188578961969,0.37525375314929876,0.35156569057450554,0.34372895287818794,-0.2870605493012076,-0.29677036744904745,0.16980232859189873,-0.2491117177923901,-0.05811307921629775,-0.2665949787935803,0.3542207716659994,0.006150935396693039,-0.34136929288272533,-0.15790534865982425,0.09594521911605312,-0.15873120159882512,0.2671695918348315,0.2708853307767332,0.1956318763545193,0.1690345207334923,0.32204307421410105,-0.07364911123180128,0.19119888743432104,0.3971117799921077,-0.17430184914348665,0.3971506276510888,0.3190953675200121,0.3165306838667358,-0.013311663972244748,0.2929179238131109,0.28904746166602924,0.30054599178920116,-0.1946784935502454,0.24194845179721938,0.24194845179721938,0.15449556895480276,-0.22685836824810987,-0.2524971387499397,0.26727025969581425,0.26727025969581425,0.29928774181935014,0.19154976010938718,0.25124104826673654
CyclinA_mRNA,-0.27686854323641985,0.2755869550475166,0.18165193261727003,-0.08271744392481775,0.18098006993199792,-0.2958591375794701,0.43091180257002487,0.4177989127829343,0.23114210152282216,-0.33865487901521485,-0.1417870286085776,0.07602632130331105,-0.03524629661383043,-0.11016019939888078,0.08571061121597931,0.40886845495152924,0.28988143306058534,-0.22725675291681036,-0.06051172679210205,-0.11165284648225962,-0.061666394308421434,-0.08271744392481775,0.147354999807913,0.0688545679844019,0.21010841563865107,0.21986041687371297,0.24766146085806562,0.1761914761343935,0.35598459518055636,-0.2900736707816243,0.37626729544049203,0.3672639904052319,0.32561733611987553,-0.06879707531121754,-0.09645988875185357,-0.11712072076619265,-0.10869794470652375,-0.10616446304140344,-0.05949768413732689,-0.05949768413732689,-0.08224458065191445,0.08885197450575176,0.0916426444882229,-0.08165510646298178,-0.08165510646298178,-0.12446304518705784,0.17934078163689188,0.27607514562329616
CyclinA,-0.27708057982196593,0.2753782938739985,0.18161963337245715,-0.08165510646298178,0.18174673637012903,-0.2958636072442357,0.4350800796239615,0.4190071881085179,0.23381517894579468,-0.338630479709486,-0.1447851123998376,0.07780468385158998,-0.035692878279211374,-0.11010353416077309,0.08271744392481775,0.41002242389832055,0.28935157675043216,-0.22773989573602496,-0.05953615284571656,-0.10971430358082805,-0.06051172679210205,-0.08165510646298178,0.14840090004096848,0.07119852427046648,0.20864824634867934,0.2223997011500829,0.1466633253791038,0.17934078163689188,0.3572810455967898,-0.28958846512662845,0.3777852540508744,0.3692444903186253,0.32614530011203813,-0.0672782371053199,-0.09267423781594357,-0.10869794470652375,-0.10200898149582141,-0.10623325583215722,-0.059508326373121825,-0.059508326373121825,-0.08242122434411701,0.08936022992726068,0.0920198404748359,-0.08149926908284079,-0.08149926908284079,-0.1165441348291231,0.18098006993199792,0.2756096408197847
CHK1,0.3926419478686009,-0.1596001830212967,-0.24079506696807837,-0.22460002891873768,-0.3600586325797319,0.39411559746992453,-0.4558947200762941,-0.43317347883173934,-0.40197589011412543,0.386370558416094,0.43625029377359087,-0.318930420913501,0.2907823418473986,0.08345773810637923,0.22153799696809715,-0.447378208878074,-0.26294728614294555,0.3065044674011888,0.1544014963238693,-0.12582665610156094,0.15514440597216753,-0.22460002891873768,-0.43166998091674175,-0.5570013484261341,-0.13776778771586767,-0.3879942860076161,-0.15732975832609922,-0.35268625516430635,-0.5349477725538934,0.2682545312895332,-0.5745076294205498,-0.4194834430086982,-0.5062676650524064,0.04521588234189064,-0.23934184582355922,-0.22270939715261734,-0.2388295667757434,0.22932054356539475,-0.20456296638730023,-0.20456296638730023,-0.11942189950335949,0.17116454866609326,0.19036497661550725,-0.22615619308305362,-0.22615619308305362,-0.23003663936882623,-0.3573978271840501,-0.3177253719480796
Cdk1,-0.29875014468945393,0.04816447074895004,0.1738516529718371,0.24685528160490336,0.2035979119736228,-0.16651583510816412,0.37727235696802164,0.35218418009089897,0.32997956869710016,-0.29091883452362405,-0.29916857339933844,0.17007405866207465,-0.22412249555995772,-0.060442021010702895,-0.24633408088384373,0.3574182782265087,0.04408809775102136,-0.3285704641616979,-0.13969278679851554,0.0740706559715239,-0.14043666920156045,0.24685528160490336,0.2722638077262135,0.1983833833213638,0.049861278153645924,0.3244012582551471,-0.03845582608640132,0.2029362927745652,0.38552873556304074,-0.16023992074966537,0.3929031868027491,0.3297033858190561,0.31732742334034675,0.010369163024811131,0.2741839719981258,0.2744459514596077,0.28363379494685464,-0.1566586147915951,0.21863100048862077,0.21863100048862077,0.14219785234069987,-0.20327658828523526,-0.23023882157626963,0.24698533987446059,0.24698533987446059,0.28562032272188287,0.2034118092862396,0.239121645547805
