Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,Stress_Fibers,SNAI2,SNAI1,pRB,Plk1,pAPC,p27Kip1,p21,N_bcatenin_H,N_bcatenin,Myc,Mst1_2,miR_34,miR_200,LEF1,Lats1_2,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,E2F1,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,b_catenin_TCF4,ApicalBasal_Pol,AMOT
CyclinB,0.008181572896325573,0.019233883919718787,0.001941747572815534,0,-0.3464289197500368,0.21615604918496384,0.008802411887631869,0,-7.845904680566689e-6,0.010192635114532122,-0.17144228086589605,0.3663131396019486,0.3540367675096619,-0.31121278743784436,-0.2906193596286269,-0.002415298523779415,0.00202020202020202,0.17564483497681557,-0.00202020202020202,-0.010192635114532122,-0.17955879572197364,0.038069882212905304,0,0.37765625363362143,0,-0.36154610248258573,-0.005261258303068358,-0.006399043022324589,0.0831820811591866,0.2922792264156278,0.20475997888431124,0.19006302153004911,0.33681566505277893,-0.04616994027664627,0.42766189316520775,-0.22314499833534174,0.428493118224955,0.3760791785068543,0.3445359900198005,-0.029229035892595595,-0.0014109485127399752,-0.003743852769001116,0
CyclinA_mRNA,-0.41181461780167544,-0.3852701239054978,-0.3415924426450742,-0.2794871794871795,-0.4353269273265177,0.28898469307353475,-0.4167894853533419,-0.2,-0.3858013231314802,-0.43952732177286363,-0.3165308920334008,0.4386981895293493,0.24123425372746987,-0.3600281595088083,-0.15841671636649332,-0.3119825996409951,-0.33528239202657806,0.08064608242368193,0.33528239202657806,0.43952732177286363,0.34005567144233073,-0.41947959958999903,0.27714285714285714,0.42449476913748674,-0.2794871794871795,-0.2135194786008045,0.4090976259051498,0.42913090376310076,-0.12074689819310258,0.16383782781625458,0.08105193375809304,0.22723690728799067,0.226422990790413,0.2723121209692997,0.4297695039365398,-0.3316173852670268,0.4207553167021384,0.41786738396205914,0.34746018359477704,-0.0895409363485832,-0.3747843154229919,0.3778355835159398,0.2
CyclinA,-0.4206995886837612,-0.3976728643018766,-0.38784511930460314,-0.3415924426450742,-0.43838880158449073,0.2903466488175357,-0.43952732177286363,-0.2794871794871795,-0.3931993221935405,-0.4555455734539395,-0.31863160276392105,0.4423452314042436,0.24613538562234108,-0.36234234917518304,-0.16383782781625458,-0.3139514839652372,-0.3778355835159398,0.08368711262025016,0.3778355835159398,0.4555455734539395,0.3531604236766424,-0.4350374310260358,0.33528239202657806,0.4284333254330547,-0.3415924426450742,-0.2160619499247828,0.43129672574544403,0.44443897315576814,-0.11886186920600858,0.16726180097056387,0.08507104867117513,0.22725400131594736,0.23145550957553646,0.17195580820234993,0.4347656612424619,-0.33312810552620054,0.42586474983622635,0.42449476913748674,0.35059177106176487,-0.08784727238115206,-0.3811000976884013,0.4090976259051498,0.27714285714285714
Cdk1,-0.03819581059688738,-0.023696082431209783,-0.0388768115942029,-0.03304347826086956,-0.3519839213342135,0.06779672172544847,-0.04140851217546432,-0.02,-0.04497287376491012,-0.04222333648469472,-0.19447775754940383,0.3693641058929692,0.34154503226971245,-0.3178240616699501,-0.2943848121357745,-0.04055214840936548,-0.03826086956521739,0.17699459609364604,0.03826086956521739,0.04222333648469472,-0.14003184778044256,-0.0072677108703625305,0.03304347826086956,0.38318643464513263,-0.03304347826086956,-0.35147631822432457,0.04306144286526046,0.043887867220644416,0.05968551436124723,0.29627578320787873,0.2092554511511971,0.07281791650139402,0.34096561869145015,-0.006525409968938377,0.41852588019838866,-0.21434106822840934,0.4220833830657599,0.3813030971385929,0.3484196417754211,-0.007837286857266732,-0.04585602632920772,0.04144885051061863,0.02
Cdh1,0.1915942609551554,0.1897864735705381,0.21268457569827431,0.1935064935064935,0.2404428960390776,-0.28645929437663215,0.23403681378599592,0.16363636363636364,0.1759292651020184,0.236920578053408,0.1806768895190594,-0.36993934274247187,-0.278122857669048,0.18621997169689083,0.11407613420046767,0.13074592352232867,0.20568317837236574,-0.05114162682158221,-0.20568317837236574,-0.236920578053408,-0.17863799227270605,0.22978921482024303,-0.18966376089663758,-0.26521895343919244,0.1935064935064935,0.2431013397237721,-0.21878645863579022,-0.22054489944534192,0.07652324741850221,-0.11525859545222299,-0.05515995124485116,-0.14968648026080184,-0.18023597790737375,-0.09593039660264117,-0.31478017036593187,0.1588902613539787,-0.3134456116547368,-0.2640841300964364,-0.33327239682587717,-0.0771626527157126,0.17191798735354938,-0.21376093215206335,-0.16363636363636364
Cdc25C,-0.03782266533969833,-0.023207654204601805,-0.03304347826086956,-0.02,-0.35065269063379495,0.06719981475670392,-0.04000976901714281,0,-0.04438583301859905,-0.04140851217546432,-0.19327973285804578,0.3676773870746451,0.33919534907316873,-0.31673262805567937,-0.29124826405042814,-0.04019889482201439,-0.03304347826086956,0.17509866978647637,0.03304347826086956,0.04140851217546432,-0.13934732397091873,-0.0070814368369627855,0.02,0.3813030971385929,-0.02,-0.3504979313559934,0.04144885051061863,0.04293680578912084,0.058550380560452364,0.2943848121357745,0.2066434411683445,0.07299825276158223,0.33826578354010506,-0.006388357661669668,0.5163530006435914,-0.21366870129873825,0.4197851150995091,0.3779632770155192,0.34689842632522777,-0.008757987542685416,-0.04525109513654717,0.03826086956521739,0
Cdc25B,-0.15490539559601577,-0.14527917089972547,-0.13333333333333333,-0.1,-0.35827881258082034,0.2324321470223334,-0.17537941433991636,0,-0.1517288773476091,-0.1813601623279233,-0.18533215446879261,0.4749323529040638,0.3587097057784149,-0.3176247904417851,-0.2445742804179621,-0.1311376686740691,-0.13333333333333333,0.0949550055863756,0.13333333333333333,0.1813601623279233,0.01831392145459088,-0.16043950387115874,0.1,0.4847767053522495,-0.1,-0.3620005074163854,0.16544464614896465,0.1712491725499439,-0.05744359049954012,0.2497512861336158,0.11123766782336071,0.2937348295133397,0.4080225119521419,0.09097444500089144,0.5291142192026255,-0.22696520365815975,0.5312965438322418,0.4788548975767535,0.4452235890794264,-0.03173930611172011,-0.1508473925538743,0.15523114355231143,0
Cdc25A,-0.32869770542823845,-0.3152284299723943,-0.3088194220646686,-0.2655172413793103,-0.37008984904829056,0.2721213162825663,-0.3551358063235791,-0.2,-0.3057613506668097,-0.3657225324055452,-0.28441218300469073,0.4862968705492097,0.37930165843216745,-0.3149775648961706,-0.1525915924614782,-0.2524786227396591,-0.30209339774557165,0.06543504306737093,0.30209339774557165,0.3657225324055452,0.2775725188656367,-0.35260740540588464,0.26296296296296295,0.48360132089065566,-0.2655172413793103,-0.3344263506573676,0.3433336781983252,0.35206503662082855,-0.12843821111124556,0.15573081451743992,0.06806041529800691,0.2105961952289493,0.3400260062264063,0.2137935115165368,0.34755505763655425,-0.36044903447086457,0.4482021684779428,0.4800451670121159,0.32698996892978155,0.03311848095448243,-0.29869329152803753,0.32732360032384056,0.2
Cdc20,0.2282490637361258,0.21340965538885523,0.2015841584158416,0.16,0.41632589084257443,-0.034403505369267645,0.24980841524728864,0.1,0.2207308123220204,0.25982401046475523,0.24435305665986723,-0.4344931747778329,-0.13261401590447366,0.37424102177678725,0.27272874510580386,0.18781262672679774,0.19917525773195877,-0.09793574816794876,-0.19917525773195877,-0.25982401046475523,-0.1026395824872389,0.23573822404416464,-0.16,-0.4384595172029083,0.16,0.40051487573065037,-0.23888326236320578,-0.24805566157521963,0.08640426490678976,-0.27796850580529764,-0.11136564000292186,-0.3739083094452315,-0.33277819927366653,-0.14694274577260766,-0.4957671807944416,0.30049981664617864,-0.49590364374899165,-0.43225612877095,-0.39694377513900536,0.11023118492229522,0.21841023512321547,-0.22344376031371435,-0.1
b_catenin_TCF4,0.8998242233037758,0.8999633296662999,0.6,0.5,-0.2886178861788618,0.23619402985074628,0.8,0.4,0.799725795563857,0.8999822726466938,-0.3952153110047847,0.39338235294117646,0.24268817204301074,-0.3933649289099526,-0.3,0.7973065840197767,0.6,0.49606299212598426,-0.6,-0.8999822726466938,-0.8999890686488851,0.899984940893005,-0.5,0.49675174013921114,0.5,0.2006069857232648,-0.8,-0.899975481181807,0.46684170524424784,0.39382716049382716,0.49763593380614657,0.3597743698219637,0.3952380952380953,0.23547297297297298,0.2943661971830986,-0.2650734533416098,0.2961904761904762,0.4,0.3919308357348703,-0.15909720299086125,0.7996483271160255,-0.7,-0.4
ApicalBasal_Pol,-0.49743327042591445,-0.582668813134187,-0.8792427110942824,-0.7957894736842105,0.47762993892632755,-0.3441399986941331,-0.48286370623441444,-0.7,-0.5250613489198556,-0.521925409447061,0.5856382384732916,-0.6004361041487245,-0.4015267982444392,0.5737140074636246,0.5577036871197139,0.06935001416948788,-0.7694949494949495,-0.6613392681416165,0.7694949494949495,0.521925409447061,0.5623738217783816,-0.5429475295729167,0.6927272727272727,-0.7099908198254241,-0.7957894736842105,-0.04946747558861801,0.7816817071649953,0.6072539806134245,-0.46053254828881707,-0.5885515192102966,-0.706513611761948,-0.4455784091053544,-0.6137939679838935,-0.2814271493570048,-0.5242710111502968,0.3959537373825498,-0.5348097376590348,-0.6758258543731628,-0.5800566988908223,0.13865114351920066,-0.372403063656357,0.7323675782212368,0.6
AMOT,0.30609083891471045,0.14501715334368087,-0.8235521235521235,-0.7857142857142857,0.4726196222344428,-0.3403445761425937,0.23132474105461392,-0.7,0.23408459848742497,0.2680381320477544,0.5772299316355798,-0.5950205898535983,-0.3982818653690712,0.5662162245687661,0.5506797124492924,0.38408999142755074,-0.5577777777777777,-0.6490984928522309,0.5577777777777777,-0.2680381320477544,0.17816264197050496,0.09240168975618943,0.5599999999999999,-0.7037790347001586,-0.7857142857142857,-0.03990818551936466,0.4837014320901116,-0.2152652455341033,-0.4434290200758557,-0.579978449666804,-0.6953752426937387,-0.43866811373780956,-0.6064235963784257,-0.2750263110236415,-0.520192688270737,0.3900404976801243,-0.5302873970679984,-0.6710034724751041,-0.5733541743815274,0.13508393281343792,0.3592013865870296,0.524114411441144,0.5
