Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,U_Kinetochores,Twist,TRIO,TGFb_secr,TAZ,Stress_Fibers,SNAI2,SNAI1,Replication,PTEN_c,Plk1_H,Plk1,pAPC,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_29c,miR_200,Mad2,LEF1,Lats1_2,FoxM1,FocalAdhesions,f4N_DNA,Emi1,Ect2,Ecadherin_mRNA_H,Ecadherin_mRNA,Cytokinesis,CyclinB,CyclinA_mRNA,CyclinA,CHK1,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,b_catenin_TCF4,ATR,ApicalBasal_Pol,AMOT,A_Kinetochores
f4N_DNA,0.21225028649653957,0.20737635424082734,0.15238095238095237,0.1,-0.2874397694830675,-0.021171445851519394,0.10105198015731767,0.2179950586061862,0.1,0.21718213744155462,0.15238095238095237,0,0.2022292228181351,0.23360948927134967,-0.23248794279427817,0,0.3223560811107407,0.20254018404927762,0.2570394237731447,0.18134255638587476,0.15238095238095237,-0.15238095238095237,-0.23360948927134967,0.1,-0.24747122775162306,-0.07898816968565449,0.23636379927775844,-0.1,0.2957005902437949,0.1,-0.037515675258958193,-0.24587598093575766,0.011213694979215833,-0.20671307751637308,-0.2210906310834842,0.009859927576844183,0.06565121795692903,0.297702885072478,-0.17857834371001707,-0.22994572203019953,0.357861885434514,0.04560883929341511,0.33419449827582676,0.24132140355324788,0.15984999242079334,0.07953162377667403,0.20045055047534993,-0.23136516668180168,-0.1854978354978355,0,0.26065221388343607
Emi1,-0.3604259769196167,-0.36319512456603464,-0.33978494623655914,-0.2833333333333333,-0.30889979607147555,0.18959690999451398,0.1974913796143757,-0.4002356313458787,-0.2833333333333333,-0.38974577424232626,-0.3374204111333455,-0.2,-0.3220589305878367,-0.4103447222549696,0.24315811186089847,0.2,0.43722005519587126,0.4141770348301132,0.1483527375279671,-0.2383379336588959,-0.3340305711987128,0.3340305711987128,0.4103447222549696,-0.2833333333333333,0.44331805371260247,-0.1350887607228092,-0.42246078956528343,0.28181818181818186,0.41649685063108216,-0.2833333333333333,0.29960828811055756,-0.32183004057034653,-0.2221784453463871,0.3852721018734663,0.39208865209195853,-0.224127016047201,0.24760113906085576,0.4165041157401975,0.2123278589292507,0.24562231036431653,0.3475175936032244,-0.3584298054516547,0.36446445165932856,0.37961310943857196,0.375963349175002,-0.09961172683602695,-0.30951854214899693,0.2445560887292888,0.36707329133820715,0.2,0.32251818359981627
Ect2,-0.1911864228817968,-0.17637605464041783,0,0,0.2905677687615757,0.018116083781747904,-0.1025564919043492,-0.15833333333333335,0,-0.18194444444444444,0,0,-0.18477410668781563,-0.1948924731182796,0.22994572203019953,0,-0.3223429691085547,-0.20587404077061686,-0.2569918073936143,-0.17492454996909357,0,0,0.1948924731182796,0,0.2022792022792023,0.08165782004955333,-0.19556737588652484,0,-0.299640915937414,0,-0.0672927256365574,0.2495617736497786,-0.007942420821071435,0.15238095238095237,0.1854978354978355,0.09477661241155695,-0.07074835471252101,-0.29991678887821954,0.17649304391833456,0.22836760014179366,-0.36159650166138735,-0.04214061764917884,-0.338139694325719,-0.24514241270327758,-0.1643669325746942,-0.07772967618187321,-0.18427865360734874,0.22857406951550324,0.1,0,-0.2649372075473925
Ecadherin_mRNA_H,-0.6505026717546699,-0.6706992680001241,-0.8,-0.7,0.2973873552617902,-0.24687890135333154,-0.1958379509830907,-0.4889478579635608,-0.7,-0.5763032415040865,-0.8,-0.6,-0.73474943361307,-0.578391509889381,-0.2834027475144206,0.6,-0.5791300173467778,-0.47806477625021504,-0.366404978760018,-0.3764066213533661,-0.7,0.7,0.578391509889381,-0.7,0.5840914317174147,0.10366509333195226,-0.5813374114902845,0.6,-0.4827208108265224,-0.7,-0.15648374576106072,0.3834511502854902,-0.03931967496839518,0.7888577094324092,0.6759609362801459,-0.039552436097286654,-0.3096406143536771,-0.4658481687034575,-0.06834046272809488,-0.2698275862068965,-0.40488431700832306,0.19673473934233202,-0.41703360748066026,-0.4384463030693415,-0.43858777042459207,0.027057534002454857,-0.6196523787388819,-0.2800656814449918,0.7954802259887005,0.5,-0.26929984333890894
Ecadherin_mRNA,-0.5689654615066015,-0.584003989030167,-0.7,-0.6,0.28708396965428623,-0.24322946075663468,-0.1936902675854073,-0.39591836734693875,-0.6,-0.48762399622106756,-0.7,-0.5,-0.6583621844985481,-0.4889478579635608,-0.2800656814449918,0.5,-0.541056622851365,-0.4603948355714248,-0.3418690080243453,-0.3342621686355701,-0.6,0.6,0.4889478579635608,-0.6,0.4925652358176425,0.09688709726122534,-0.49068550497121927,0.5,-0.4658481687034575,-0.6,-0.15827628175870984,0.36563174586666214,-0.039552436097286654,0.7954802259887005,0.5874202898550724,-0.0417331214555421,-0.31259580977789064,-0.43225133075879346,-0.0788971271769749,-0.24482758620689654,-0.3819394790602656,0.19800314581557882,-0.3946753479214212,-0.4136328702335206,-0.42792207912978597,0.039308750278438935,-0.5474144183989386,-0.2698275862068965,0.7,0.4,-0.26358875711270513
Cytokinesis,-0.20375904663266828,-0.19456927923263867,-0.1,0,0.2889440724745503,0.019861261190819268,-0.10172768519915616,-0.1948924731182796,0,-0.20265319306016982,-0.1,0,-0.19523111675752902,-0.2179950586061862,0.23136516668180168,0,-0.3235051833745971,-0.20437462525042985,-0.2577374860231779,-0.1789905261869685,-0.1,0.1,0.2179950586061862,0,0.22914181335233968,0.08017158642218097,-0.21973336449514974,0,-0.297702885072478,0,-0.0643685991913087,0.2478317538280394,-0.009859927576844183,0.1854978354978355,0.20655046707678287,-0.007942420821071435,-0.06753830152268618,-0.299640915937414,0.17808082177946025,0.22857406951550324,-0.3599887846195867,-0.04430819776076725,-0.3363373699932664,-0.24357330222290483,-0.16195134424585278,-0.07922110234262959,-0.19408770409126191,0.22994572203019953,0.15238095238095237,0,-0.2624922238640187
CyclinB,0.09692565047157958,0.09104127870510564,0.05399810066476733,0.036049382716049384,-0.29541540807122474,0.19122332523944463,0.18830769639669415,0.08435641861832077,0.036049382716049384,0.0927823044808024,0.05395983047724341,0.02,0.09417845538151029,0.09512631770272897,0.15432005724120584,-0.02,0.36256897677447936,0.33855800302038264,0.3387791037392421,0.08971824075400922,0.053920105149509456,-0.053920105149509456,-0.09512631770272897,0.036049382716049384,-0.09721607377457926,-0.05572489396112603,0.0956407218389981,-0.036049382716049384,0.3356047206671061,0.036049382716049384,-0.016765562091221473,-0.35845066251198643,-0.15534368415643382,-0.08317416804423458,-0.09331132667618824,-0.15655987643024577,0.15876244750240445,0.33773852051062747,-0.08845370487152068,0.15704647854696036,0.3908266863250564,-0.1595433673952667,0.3858912960329049,0.2996968761447887,0.29354514927936226,-0.009041029063656874,0.09351635468941576,0.1554101167214326,-0.06990716016569068,-0.02,0.24378117406169525
CyclinA_mRNA,-0.44185542499135677,-0.4367947953183465,-0.36443051201671894,-0.2878787878787879,-0.2897839024980254,0.2792655100585306,0.1812957454582343,-0.45916576058689884,-0.2878787878787879,-0.46490946468700123,-0.3624590930341281,-0.2,-0.3936440104047857,-0.4825959063795747,0.22088545364013146,0.2,0.46901246687986087,0.4432629368987325,0.24825280821194276,-0.2748219651027723,-0.359435243008417,0.359435243008417,0.4825959063795747,-0.2878787878787879,0.5147711836483617,-0.11298404756317457,-0.4958350906386766,0.2862068965517241,0.45237650780189254,-0.2878787878787879,0.3026498985914724,-0.37479975268051674,-0.05972207646053709,0.44702919029772453,0.46597722650900303,-0.06187227249083334,0.20459230199232975,0.45147526240866076,0.2271268412164223,0.22301929397128362,0.36753989914418556,-0.2970195813111679,0.39453422691473544,0.4023985171137344,0.40975797874983877,-0.055002297972512805,-0.3745652888994042,0.22230170877619923,0.4117350726506658,0.2,0.27967486501119443
CyclinA,-0.4466633326078758,-0.44604112833932524,-0.4209915979895696,-0.36443051201671894,-0.2888465536875645,0.27775676919083925,0.18052790080068912,-0.4825959063795747,-0.36443051201671894,-0.47732454352543774,-0.41737972795476297,-0.2878787878787879,-0.3956630072010728,-0.4962648718968161,0.21951447155038126,0.2878787878787879,0.4714593298159361,0.4425752924986014,0.25011223582411946,-0.2726687902805387,-0.4117350726506658,0.4117350726506658,0.4962648718968161,-0.36443051201671894,0.5332337128826768,-0.11217292171775037,-0.5118950936345465,0.359435243008417,0.4513200312423484,-0.36443051201671894,0.29944056313677564,-0.3740219615661286,-0.05794445657102215,0.4686958569643912,0.47808805536231425,-0.05972207646053709,0.20147737703630403,0.45237650780189254,0.12513189515742162,0.22230170877619923,0.36734420280175434,-0.295017320536992,0.39396276325807233,0.4016393641496056,0.40793893454562474,-0.05313101392008272,-0.3748014499592872,0.22088545364013146,0.44702919029772453,0.2862068965517241,0.27764631622235947
CHK1,0.13636557333751526,0.14738996381751016,0.17532923617208077,0.15294117647058822,0.39990882851423115,-0.12034320952401818,-0.21433644839173033,0.18947993471503438,0.15294117647058822,0.16194486635737726,0.17415329768270943,0.1,0.12270483962222498,0.1837071002835528,-0.288852170441795,-0.1,-0.4124435571635245,-0.38683553956682093,-0.38097285573582457,0.08755295848315622,0.1729411764705882,-0.1729411764705882,-0.1837071002835528,0.15294117647058822,-0.2044702119934952,0.07210864388472416,0.18859304209349814,-0.15294117647058822,-0.3886931006517146,0.15294117647058822,-0.18313793377392906,0.39508792123383946,0.14765625696604184,-0.1733540775873352,-0.16683154664281186,0.14970243524140586,-0.08559374110262086,-0.39003974777520306,-0.08130444331492812,-0.2922604937230514,-0.5168766806888652,0.20251036406302664,-0.5320023253757383,-0.3606035763917158,-0.44244726561075937,0.021030909011313402,0.11986084088223406,-0.2904644728481969,-0.17679210814760687,-0.1,-0.28082237072010396
Cdk1,0.05153497904711566,0.045950003744293415,0.014336917562724014,0.0032258064516129032,-0.2939202325159957,0.04025358131588116,0.16888074734222575,0.03472124437407162,0.0032258064516129032,0.044804810318778636,0.01455110765643218,0,0.05195346049375462,0.043226095416028315,0.16793767644965651,0,0.36346296084248503,0.3380911968965375,0.32446259429590874,0.054198641734321526,0.01477371799952445,-0.01477371799952445,-0.043226095416028315,0.0032258064516129032,-0.04137788390644631,-0.057846620720234866,0.042738508289150975,-0.0032258064516129032,0.3375894830681173,0.0032258064516129032,0.021065101227035442,-0.3453922345287578,-0.13687790781706824,-0.03633283506599979,-0.04447699784064606,-0.13800916841004138,0.0389183241238563,0.3395076940790664,-0.05408809444282799,0.17040778892401792,0.3785322493812747,-0.1444568143108567,0.38081622644215396,0.3095690340209646,0.29257669702268846,0.0148064853478975,0.051969633780629,0.16893406183298462,-0.02615345955850736,0,0.23113449356420812
Cdh1,0.14049012893774443,0.14954151123358958,0.19518430884184307,0.18418430884184306,0.1670301437162198,-0.2606553931497837,-0.1631496120857639,0.20030010859949382,0.18418430884184306,0.1711222552573854,0.1914577909146865,0.16363636363636364,0.11715804540184963,0.1960794189443214,-0.14681756742480265,-0.16363636363636364,-0.3669790257116485,-0.34373900302284865,-0.2618633532153154,0.06451748554416524,0.18653026427962488,-0.18653026427962488,-0.1960794189443214,0.18418430884184306,-0.2246965629575654,0.05998129293538503,0.20453819417000654,-0.17957839262187086,-0.23416084813944157,0.18418430884184306,-0.1649907816007018,0.24218150933385693,0.23330226195905696,-0.18163281326026934,-0.17617842217651597,0.23455001618307736,-0.11873835897506262,-0.23625178247539477,-0.05620484041391975,-0.14948738889106128,-0.2732232455406411,0.09289277623954995,-0.2831382793594083,-0.21462184490368602,-0.30032416724161065,-0.0932417670526544,0.11168218999581023,-0.1479007704588357,-0.18509957853714834,-0.16363636363636364,-0.235095424975305
Cdc25C,0.04622180234173324,0.03847753255351237,0.0032258064516129032,0,-0.2952910234025968,0.04144898884998669,0.16949980236277115,0.024160188268461058,0,0.03685963666330181,0.0032258064516129032,0,0.047318429383817306,0.03472124437407162,0.16893406183298462,0,0.3648722677122944,0.3398247763894401,0.3253001057966635,0.05254721740648201,0.0032258064516129032,-0.0032258064516129032,-0.03472124437407162,0,-0.03235725257788126,-0.05892422063542622,0.03413528386341264,0,0.3395076940790664,0,0.022799817356771158,-0.34727663926979957,-0.13800916841004138,-0.02615345955850736,-0.03640894224746245,-0.1397946440170808,0.040498340485961015,0.34145861171037034,-0.053733649461633705,0.17230677702190944,0.480487199385714,-0.14557362204759827,0.3829458466129822,0.31185248150063094,0.2944450716361708,0.014616426488867148,0.047506267222760044,0.17040778892401792,-0.01477371799952445,0,0.2328082942376438
Cdc25B,-0.09795210673830212,-0.1103647298060538,-0.12631578947368421,-0.1,-0.2857224049194117,0.21164296074746192,0.18142900842344162,-0.14928440839764906,-0.1,-0.12284772955164018,-0.12631578947368421,0,-0.08657783866358774,-0.14351936126204357,0.2654382565546992,0,0.5817116873807204,0.4585509264086218,0.3570718733855803,-0.05351687262236114,-0.12631578947368421,0.12631578947368421,0.14351936126204357,-0.1,0.1613004755550945,-0.08587354388963778,-0.14717718794123782,0.1,0.4588208784354418,-0.1,0.13406749747787855,-0.36796907754903857,0.017163537743823586,0.1342322115043178,0.12772709996884976,0.014762936974707078,0.26417284697392546,0.45908135676838047,0.04666012575542243,0.26873491270471783,0.49511442226578356,-0.16747041523839493,0.5032638651548078,0.42575354146052574,0.4117854146406497,-0.004282254891977944,-0.08443081498724983,0.26722870873683247,0.13663324979114452,0,0.248892031778559
Cdc25A,-0.3034779669426638,-0.3082354762545008,-0.3133484162895928,-0.2692307692307693,-0.1823079079959604,0.2521539796657568,0.19309414257579893,-0.3527103706010953,-0.2692307692307693,-0.3346984228924045,-0.31020532319391636,-0.2,-0.26690491687119444,-0.3565296101255873,0.29598323559544865,0.2,0.4793927952343487,0.4481211186020852,0.358551912240637,-0.19269591223269744,-0.3058666666666666,0.3058666666666666,0.3565296101255873,-0.2692307692307693,0.3902632754326615,-0.10341517079938892,-0.36842764840135866,0.26666666666666666,0.4614170401515718,-0.2692307692307693,0.2571005932121924,-0.370283963510951,-0.12279412071798626,0.33639477406574136,0.3375307001571432,-0.12462376172016043,0.1826176100412285,0.4626279078072768,0.17295209683072477,0.29893017994804427,0.2436626408687498,-0.3022760964439956,0.39815025066686727,0.4298712516633382,0.31861573464962145,0.05911657044751671,-0.2563733438383701,0.29740205172742523,0.3270060969515242,0.2,0.2662818685358736
Cdc20,0.1523643642049554,0.16132309744779716,0.17450171821305843,0.14666666666666667,0.3254198775115555,0.001408619711455629,-0.049519099756880625,0.20151892557973944,0.14666666666666667,0.17799400315431285,0.17298245614035088,0.1,0.1350907293283359,0.20066270187273622,-0.1778678799197836,-0.1,-0.40412415485220554,-0.3822863956102971,-0.10628167708798397,0.09173851688601287,0.1713978494623656,-0.1713978494623656,-0.20066270187273622,0.14666666666666667,-0.22316774775739995,0.24717221546425386,0.20644254278331994,-0.14666666666666667,-0.38356557386085854,0.14666666666666667,-0.17262660869706553,0.3589355083500567,0.21778789825839157,-0.18507489263223692,-0.18297055330013462,0.2194738352909312,-0.31983660204794223,-0.3838386156286836,-0.08317042888783188,-0.18015205404862475,-0.43444101742020597,0.19833016765671785,-0.43606721463666354,-0.3507180058688157,-0.34079751570046063,0.05199022051636326,0.13116728088559584,-0.17911290785531345,-0.1822389709576927,-0.1,-0.3719373505679896
b_catenin_TCF4,0.8999773537904094,0.9,0.6,0.5,-0.2516260162601626,0.230718954248366,0.19640062597809077,0.8,0.5,0.9,0.6,0.4,0.799964639321075,0.9,0.2644444444444444,-0.4,0.4,0.38795180722891565,0.2624031007751938,0.7996227470943251,0.6,-0.6,-0.9,0.5,-0.9,-0.0641025641025641,0.9,-0.5,0.494238683127572,0.5,0.15,-0.2863636363636364,0.09047619047619046,-0.8,-0.9,0.08888888888888888,0.34363636363636363,0.4,0.14772036474164132,0.1,0.28888888888888886,-0.21553509781357882,0.29493670886075946,0.4,0.3834862385321101,-0.10120481927710842,0.7999546485260771,0.2,-0.7,-0.4,0.23678804855275443
ATR,0.1424256681846539,0.1540725413831426,0.15294117647058822,0.1,0.4010615713227478,-0.12210041435213766,-0.21525239206972774,0.19206672845227063,0.1,0.16772053827960584,0.15294117647058822,0,0.12906884448643252,0.18947993471503438,-0.2904644728481969,0,-0.40999680139103034,-0.3877827197964362,-0.3790900370178392,0.09172110953410029,0.15294117647058822,-0.15294117647058822,-0.18947993471503438,0.1,-0.2084905490615679,0.07307284043542578,0.19345784449701098,-0.1,-0.39003974777520306,0.1,-0.18683016451561502,0.39613699310789363,0.14970243524140586,-0.17679210814760687,-0.17286629214723123,0.15220997899517774,-0.08910419662813508,-0.38931787474800245,-0.08347983660232375,-0.19353693427739133,-0.5173040810811902,0.20478593469530676,-0.5328520237939631,-0.36170001707526256,-0.4446244882411782,0.023040941619484317,0.1266303877575756,-0.2922604937230514,-0.1729411764705882,0,-0.28318813618858474
ApicalBasal_Pol,-0.7246874826724738,-0.7522499188207241,-0.896887159533074,-0.8,0.3016468207406321,-0.24719570714635175,-0.1961041807598673,-0.578391509889381,-0.8,-0.6602788444982645,-0.8964125560538116,-0.7,-0.8030374571251933,-0.6634076726579682,-0.28334794375403954,0.7,-0.6005093276916054,-0.4859066693526337,-0.38084052513046485,-0.41009781175437654,-0.7954802259887005,0.7954802259887005,0.6634076726579682,-0.8,0.6715792365954635,0.10637228329644058,-0.6676890307896897,0.7,-0.4903270027769868,-0.8,-0.15188275511714217,0.39166621578767363,-0.041366225030370116,0.8780693276896706,0.7598549484895237,-0.03931967496839518,-0.3046137312300148,-0.4827208108265224,-0.061239908425399246,-0.2800656814449918,-0.4160183036673035,0.19437175119872868,-0.42811851314103755,-0.44959147890342627,-0.441589058290654,0.019537601144712518,-0.6832981760408535,-0.2834027475144206,0.7888577094324092,0.6,-0.2700711971001431
AMOT,-0.05221769625972479,-0.15064781894864715,-0.8849056603773585,-0.8,0.2943326523588469,-0.24164248634716742,-0.19187326189300652,-0.04724014336917563,-0.8,-0.03738125827110884,-0.78,-0.7,-0.17567807269077512,-0.05991295442908347,-0.27582169943518875,0.7,-0.5925259654154963,-0.47698059007500654,-0.3747694747353413,-0.015709206781437744,-0.6666666666666667,0.6666666666666667,0.05991295442908347,-0.8,0.06199619214997071,0.1045090223202892,-0.060416562230941516,0.6,-0.47997270494687516,-0.8,-0.14705994063768718,0.3845051864678147,-0.04021856421991933,0.7323907037217617,0.16125083983791366,-0.03794146443528186,-0.293444720973575,-0.473734206126151,-0.056404236878886016,-0.2739694887856132,-0.40842011675078566,0.18766236754374682,-0.4200445053342706,-0.44089605888944733,-0.43247014276756185,0.017579937664205014,-0.04581666595615903,-0.27637098097493473,0.7095238095238096,0.5,-0.2642247772184839
A_Kinetochores,0.24179735118758727,0.24555171498734518,0.22051282051282053,0.16923076923076924,0.25115189761458817,-0.06598522675191346,-0.2883092747459265,0.2778897745798484,0.16923076923076924,0.26493526377611154,0.21923076923076926,0.1,0.21795478854522451,0.2869602918937416,-0.20355523619624064,-0.1,-0.32861379462250456,-0.30835811468266094,-0.029287147373597992,0.1618193134855509,0.2178794178794179,-0.2178794178794179,-0.2869602918937416,0.16923076923076924,-0.311667662660806,-0.157513457358894,0.29413042682117024,-0.16923076923076924,-0.3192939984160511,0.16923076923076924,-0.09117812712454035,0.16337337977634628,0.05256413698549215,-0.26236763593199236,-0.2693257007984129,0.05376615121248703,-0.2112940481954959,-0.31735809822246114,-0.14780441266483363,-0.2040134990252612,-0.27507965646551924,0.20293459905747485,-0.2405692162586872,-0.20287485403558647,-0.2739160474080574,0.125383721026607,0.211888618558738,-0.20420003251103053,-0.24609723966159608,-0.1,-0.1151129440627316
