Source,YAP,WT1,Wee1,UbcH10,Stress_Fibers,SMAC,pRB,Plk1,pAPC,p27Kip1,p21,Myc,Mst1_2,MCL_1,Lats1_2,IAPs,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,E2F1,Cyto_C,CyclinE,CyclinD1,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,ApicalBasal_Pol,AMOT
Casp8,0,0,-0.5149203728499208,0.09088302392429237,0,0.6179347975351392,-0.4116009745984813,0.3149628727136161,0.22039787954843484,-0.3757254413898209,-0.4219013735185834,0.36175714412448307,0,-0.5159566270686086,0,-0.5901825742907356,0.11677527898721918,0,0.11480963149366721,0,0.2576942172874652,0.6179347975351392,0.058195963934541725,0.3915377003369352,0.007936583440630578,0.329391785601001,0.15272373344238693,0.4428893492209555,-0.19907098044249893,0.27264486878860295,0.09919537205596626,0.20798877639093688,-0.1200259286779934,0.8215078709197001,0.8896885761806719,0.9706136576138966,0.2772312809782785,0.5000474409647625,0.5000474409647625,0.587618534824466,-0.48317847084084475,-0.5258441213493691,0.6357618069593263,0.6357618069593263,0.9915096389468984,0,0
Casp3,0,0,-0.5206997171209347,0.096837423446913,0,0.52008518118446,-0.4182715419214465,0.32656241348118936,0.231324141730226,-0.3823333633618625,-0.43457069924420405,0.3695255939485934,0,-0.5131992510126581,0,-0.5051815321479697,0.12998083831469337,0,0.1056119736235043,0,0.25920413555335464,0.52008518118446,0.07977841380121915,0.4023314843468821,0.012649570531299911,0.3425081025740277,0.1543708038795862,0.4554351862841,-0.20582344924860202,0.2867629508809967,0.11735866523378347,0.21920180366659808,-0.1181216491497515,0.8465102257546061,0.9653707791266095,0.9245096296105121,0.24396254217636937,0.49203676095357196,0.49203676095357196,0.4762034653823334,-0.4686736210248991,-0.5115163130576366,0.5296669591154877,0.5296669591154877,0.9702090362717939,0,0
Casp2,0,0,-0.4500211059518785,0.03403093721565059,0,0.7979139504563234,-0.33580570881515637,0.24273897575908002,0.17083550460309188,-0.3297525022460276,-0.31572190568553765,0.290390610673024,0,-0.5652969121140143,0,-0.7,-0.036912239865031324,0,0.19700743070173216,0,0.2632582918815734,0.7979139504563234,-0.13484527870419194,0.29532289400707395,-0.06243184987954862,0.24450179457654056,0.12560296846011132,0.3585788035226237,-0.1381294964028777,0.19464872944693573,-0.07015437392795883,0.08840628642353937,-0.14417336394948335,0.7,0.5,0.6,0.4049490111359968,0.8855807401715969,0.8855807401715969,0.9842233715309469,-0.854625718476394,-0.8649025981851046,0.8904292437272842,0.8904292437272842,0.5,0,0
BIM,0,0,-0.48757458971370526,0.05380466425522745,0,0.8882062832778844,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.35810876493681215,-0.3504798044102857,0.32571142956693533,0,-0.5083247562590928,0,-0.7971731448763251,0.013547968527871707,0,0.18713379061958743,0,0.27341140036944783,0.8882062832778844,-0.08759766421868627,0.33617751936841406,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,0,0
BIK,0,0,-0.48757458971370526,0.05380466425522745,0,0.8882062832778844,-0.37144419894087,0.27012478862058276,0.1854645823518017,-0.35810876493681215,-0.3504798044102857,0.32571142956693533,0,-0.5083247562590928,0,-0.7971731448763251,0.013547968527871707,0,0.18713379061958743,0,0.27341140036944783,0.8882062832778844,-0.08759766421868627,0.33617751936841406,-0.034409591867950805,0.27570527743861073,0.14198642523309615,0.3986442441054091,-0.16345777659260388,0.22013419010738047,-0.01907020110001968,0.12963765466139776,-0.14048280138242436,0.798422090729783,0.6,0.7,0.4084509218758507,0.8549012484532247,0.8549012484532247,0.8519848380894259,-0.6959053533093141,-0.816538541502908,0.9676335838061025,0.9676335838061025,0.6,0,0
BID,0,0,-0.44626794561587324,0.05448683086007302,0,0.4795329009190713,-0.3399008952578588,0.253065272220288,0.1706237424547284,-0.32074524569557483,-0.3102956763720218,0.29775267962932095,0,-0.45523931311655097,0,-0.3950310559006211,0.04123056035385002,0,0.14586404970610897,0,0.23976602332736946,0.4795329009190713,-5.469752234020409e-4,0.31099739627367445,-0.02647417576072522,0.2577520917711057,0.1324804859736971,0.3703685884271918,-0.1545227246786641,0.20280939599350956,0.007960508146920736,0.14220859514418507,-0.12282583683543555,0.7967280163599182,0.6,0.7,0.2943434343434343,0.42551218182200473,0.42551218182200473,0.41835829469208397,-0.4430852117187955,-0.4731231979092712,0.5456934215264465,0.5456934215264465,0.6,0,0
BCLXL,0,0,0.5054490162904353,-0.05288321331044539,0,-0.891729879828205,0.3901536772843115,-0.28893749799155566,-0.2056152668262033,0.38254242151587575,0.3717446191225492,-0.3437178352516022,0,0.5259150299415954,0,0.7983471074380166,0.01598131502064813,0,-0.21640767580824422,0,-0.2972206470006599,-0.891729879828205,0.12942582519334178,-0.3521846691377005,0.04836423171652729,-0.2928039213645229,-0.1525356869883285,-0.41468492349129066,0.1729134104812805,-0.2415656958691978,0.05044977168949773,-0.1192139474818567,0.1628126742576661,-0.7990903922683342,-0.6,-0.7,-0.4349015680225833,-0.9651740920580995,-0.9651740920580995,-0.9628162976205112,0.8139047136364953,0.9315324614048246,-0.9754481805873715,-0.9754481805873715,-0.6,0,0
BCL2,0,0,0.5054490162904353,-0.05288321331044539,0,-0.891729879828205,0.3901536772843115,-0.28893749799155566,-0.2056152668262033,0.38254242151587575,0.3717446191225492,-0.3437178352516022,0,0.5259150299415954,0,0.7983471074380166,0.01598131502064813,0,-0.21640767580824422,0,-0.2972206470006599,-0.891729879828205,0.12942582519334178,-0.3521846691377005,0.04836423171652729,-0.2928039213645229,-0.1525356869883285,-0.41468492349129066,0.1729134104812805,-0.2415656958691978,0.05044977168949773,-0.1192139474818567,0.1628126742576661,-0.7990903922683342,-0.6,-0.7,-0.4349015680225833,-0.9651740920580995,-0.9651740920580995,-0.9628162976205112,0.813915573285492,0.8315245955427374,-0.9754481805873715,-0.9754481805873715,-0.6,0,0
BAX,0,0,-0.4767291282094832,0.07045627429404902,0,0.5456934215264465,-0.37292685154201183,0.2817943634429126,0.19328822063828738,-0.3510739679921686,-0.3576058029543003,0.32702199069403914,0,-0.4811471854051203,0,-0.4795329009190713,0.07119726401644713,0,0.1378618113177486,0,0.25043765050575206,0.5456934215264465,0.021215570676230762,0.34594437644887044,-0.011727862339080634,0.28889380656453084,0.14485854021159203,0.4013904024340804,-0.1763615218194085,0.23562221703316438,0.04123056035385002,0.16908200285744168,-0.12623505907049853,0.8860860267705603,0.7,0.7973575557390586,0.2828846936316627,0.4595457952673828,0.4595457952673828,0.44964077234745703,-0.4594273169819534,-0.49549732985371564,0.4883349309604088,0.4883349309604088,0.7,0,0
BAK,0,0,-0.4767291282094832,0.07045627429404902,0,0.5456934215264465,-0.37292685154201183,0.2817943634429126,0.19328822063828738,-0.3510739679921686,-0.3576058029543003,0.32702199069403914,0,-0.4811471854051203,0,-0.4795329009190713,0.07119726401644713,0,0.1378618113177486,0,0.25043765050575206,0.5456934215264465,0.021215570676230762,0.34594437644887044,-0.011727862339080634,0.28889380656453084,0.14485854021159203,0.4013904024340804,-0.1763615218194085,0.23562221703316438,0.04123056035385002,0.16908200285744168,-0.12623505907049853,0.8860860267705603,0.7,0.7973575557390586,0.2828846936316627,0.4595457952673828,0.4595457952673828,0.44964077234745703,-0.4594273169819534,-0.49549732985371564,0.4883349309604088,0.4883349309604088,0.7,0,0
BAD,0,0,-0.45492911668484187,0.0333868378812199,0,0.7983471074380166,-0.3422897317060802,0.25019555533763255,0.17783276895024747,-0.33691795252692075,-0.3222725225916291,0.29650494069149474,0,-0.46905788708445256,0,-0.7,-0.05044977168949773,0,0.20817927170868344,0,0.2712576269698433,0.7983471074380166,-0.1496909106485214,0.3009043014423624,-0.06859797897730158,0.25157770571970256,0.12863820372811147,0.3634881149806523,-0.14063630579038272,0.20108084738434934,-0.0815,0.08418876344466182,-0.1519164782550871,0.7,0.5,0.6,0.4130215031927616,0.8873106729121153,0.8873106729121153,0.8859716824396926,-0.9590251736839122,-0.968299962528954,0.891729879828205,0.891729879828205,0.5,0,0
ApicalBasal_Pol,-0.9,-0.8,0.47791985932397035,-0.3441213772886173,-0.7,-0.26691712447157795,0.5858384458240123,-0.600391272083044,-0.40151209911830976,0.5738399778274493,0.5576596277845054,-0.6602688009458584,0.8,0.4637975204757513,0.7,0.2571535851885879,-0.7096755385976882,-0.8,-0.04952199632167807,0.9,-0.4596316874899712,-0.26691712447157795,-0.5860240053839598,-0.7057947252677133,-0.44547586750313267,-0.6136047027394559,-0.2813797793434669,-0.5243123611081416,0.3959105379068334,-0.5347770966784602,-0.675636516219228,-0.5798845871924737,0.1386372154437395,-0.2736210457638519,-0.22237037037037038,-0.2587248517399575,0.4812423435844142,-0.25112689760632023,-0.25112689760632023,-0.19224013204183726,0.07051297307905538,0.09757197842128033,-0.2733368688149086,-0.2733368688149086,-0.22686923864800274,0.8,0.6
AMOT,-0.9,-0.8,0.4729642464532226,-0.3403445761425937,-0.7,-0.26239028084827976,0.5776698187061338,-0.5950459360039835,-0.3982893383763499,0.566520755958215,0.5509713772404785,-0.6493373050371262,0.7,0.45391111279820884,0.6,0.2534381642625754,-0.7037043240495907,-0.8,-0.04013621198955823,0.9,-0.44357545174391333,-0.26239028084827976,-0.5776241157255351,-0.6956264849207014,-0.4386624467827683,-0.606489575491596,-0.2750369269863167,-0.5202610652227717,0.39005144385818935,-0.5302975300309478,-0.6709728126139477,-0.5733115814223737,0.13509859165043053,-0.2705340532311274,-0.22181545707557268,-0.25708516661914116,0.4765788881341179,-0.2458240126381323,-0.2458240126381323,-0.1874107190418944,0.06828611172500382,0.09519085131800846,-0.2683927127728164,-0.2683927127728164,-0.22641379310344828,0.8,0.5
