Source,ZEB1_H,ZEB1,YAP,WT1,Wee1,UbcH10,Twist,TRIO,TGFb_secr,TAZ,Stress_Fibers,SNAI2,SNAI1,SMAC,PTEN_c,Plk1,pAPC,N_bcatenin_H,N_bcatenin,Mst1_2,miR_34,miR_29c,miR_200,MCL_1,LEF1,Lats1_2,IAPs,FoxM1,FocalAdhesions,Emi1,Ecadherin_mRNA_H,Ecadherin_mRNA,DR4_5,Cyto_C,CyclinB,CyclinA_mRNA,CyclinA,Cdk1,Cdh1,Cdc25C,Cdc25B,Cdc25A,Cdc20,Casp9,Casp8,Casp3,Casp2,BIM,BIK,BID,BCLXL,BCL2,BAX,BAK,BAD,b_catenin_TCF4,ApicalBasal_Pol,AMOT
DR4_5,-0.5789141605488055,-0.5907359252978247,-0.4,-0.3,-0.5932525684111025,0.030301494544338788,-0.7978566644340255,-0.3,-0.5926169553187128,-0.4,-0.2,-0.6750632405591211,-0.4937597866354343,0.6330054584817668,0.2,0.4523506524514439,0.3491454707499232,-0.5592969412435922,-0.7978052126200275,0.4,0.4937597866354343,-0.3,0.6960966985394647,-0.6040175383981008,-0.5947567287784679,0.3,-0.5645155099076667,0.3499230998533809,-0.3,-0.3916054574658986,0.5976539589442815,0.6933176787273951,0,0.6330054584817668,0.029492837001952772,0.3363482417128309,-0.07377976782315994,0.5158964395551686,-0.17346778024198925,0.398450169623198,0.3363482417128309,0.3134239027807993,-0.012653231240933229,0.7763906467355962,0.8976435935198822,0.8915367232908746,0.37167233850507414,0.5664514773264072,0.5664514773264072,0.6548811814576517,-0.583919930820403,-0.6194769941206735,0.6886262862521273,0.6886262862521273,0.8981859410430839,-0.5631439676069498,0.5,0.2
Cyto_C,-0.5783990815739025,-0.5903836323269938,-0.4,-0.3,-0.5790112365699034,0.030305073328778336,-0.7976172747580045,-0.3,-0.5924472469557202,-0.4,-0.2,-0.6731327998866787,-0.49368083602912094,0.5250366738756403,0.2,0.4487899353063073,0.34788858207736667,-0.5554110511259205,-0.7972366148531952,0.4,0.49368083602912094,-0.3,0.6959549783746353,-0.5820392150399025,-0.5946509240963267,0.3,-0.4601957766403769,0.34852929415222406,-0.3,-0.3895267442807715,0.5975757575757575,0.6930112219451371,0,0.5250366738756403,0.02929272453791244,0.3357155557110087,-0.07365454995735629,0.5105648270713126,-0.1726263452936782,0.396553690693035,0.3357155557110087,0.3123624932546087,-0.012139782180465315,0.87219276582475,0.7969754253308128,0.8895233705362923,0.3325015316830263,0.5510578735103201,0.5510578735103201,0.537278525307186,-0.5624865439852811,-0.5995761507455741,0.5755453513142998,0.5755453513142998,0.7976261127596439,-0.5620811669268866,0.5,0.2
CyclinB,0.06696236632889621,0.059412833901108096,0.04141593814745566,0.03168831168831169,-0.3368632962356234,0.20769916625308413,-0.10936994171915551,0.03168831168831169,0.06375829200319595,0.041212121212121214,0.02,0.05509367146623373,0.06919928505033016,0.24534016063861364,-0.02,0.3516547642737942,0.3484879205318213,0.06250839503553851,-0.2682459222680964,-0.04100005257899995,-0.06919928505033016,0.03168831168831169,-0.0585254782593887,-0.2322367930795834,0.06744842116684356,-0.03168831168831169,-0.24409516188434516,0.3588357277249002,0.03168831168831169,-0.40774610884368245,-0.05187742706333644,-0.05511009029037746,0,0.24534016063861364,0.17835953335305518,0.3592966683811255,-0.06365906617383991,0.41923327740885774,-0.20636601443750252,0.4173362735819894,0.3592966683811255,0.3239557836229255,-0.022784429966670083,0.2735230461762309,0.2714733428701769,0.2821946924920501,-0.36875523425998347,0.22038837024890695,0.22038837024890695,0.12137032451184597,-0.20428901176975697,-0.23274076566040067,0.2459276203169824,0.2459276203169824,0.28279792022805533,0.06467679538951539,-0.04724351264178334,-0.02
CyclinA_mRNA,-0.4696258379107888,-0.4562402923345588,-0.36443051201671894,-0.2878787878787879,-0.4525227339467923,0.29600730653311996,-0.43521560517171026,-0.2878787878787879,-0.48281897121984557,-0.3624590930341281,-0.2,-0.42138901275567575,-0.4988352843648524,-0.10320992713038657,0.2,0.47329632517094977,0.2633229871991421,-0.3060395292435427,-0.09074345943911162,0.359435243008417,0.4988352843648524,-0.2878787878787879,0.527283300411323,-0.2222456056957996,-0.5112178764964387,0.2862068965517241,0.1062920625864571,0.47807945896196147,-0.2878787878787879,-0.43499486725609826,0.4562062795433815,0.4825266614657909,0,-0.10320992713038657,0.22463749532647892,0.4728143049941333,0.2551405268882913,0.44537002833747985,-0.3509895036487881,0.44402776802696825,0.4728143049941333,0.44581687263384034,-0.0755199012701941,-0.11841045460890606,-0.13155288291475062,-0.12876352735207028,-0.3071868938766468,-0.07587883318148318,-0.07587883318148318,-0.11917680035765761,0.11487261055439205,0.11833967877198501,-0.10186169757896982,-0.10186169757896982,-0.13832512315270934,-0.40322348826126386,0.4149135038779822,0.2
CyclinA,-0.4805999188174985,-0.4727669541314909,-0.42387751662501383,-0.36443051201671894,-0.45386965225319165,0.29606415593181357,-0.45841575079835994,-0.36443051201671894,-0.502879999017263,-0.42038789562312484,-0.2878787878787879,-0.4285295581557357,-0.5204849350902688,-0.10186169757896982,0.2878787878787879,0.47511020755401434,0.26782684603667034,-0.30566705386316284,-0.09797962559205452,0.4149135038779822,0.5204849350902688,-0.36443051201671894,0.5529652004435462,-0.22293494767408517,-0.5350685718843985,0.359435243008417,0.10320992713038657,0.4801593842216264,-0.36443051201671894,-0.4381255471836627,0.485139634392502,0.5018887160053466,0,-0.10186169757896982,0.2227670272974743,0.47807945896196147,0.15309766321587548,0.44906142925334364,-0.35058560917003584,0.44766538169752357,0.47807945896196147,0.44694289811948484,-0.0728150886153153,-0.11504632348626335,-0.12876352735207028,-0.12457246596432466,-0.3089516450751725,-0.0756871044236525,-0.0756871044236525,-0.11966688764867699,0.11537898309576733,0.11865619748338026,-0.1015487036435528,-0.1015487036435528,-0.13653596818436362,-0.40842171016092826,0.4562062795433815,0.2862068965517241
Cdk1,0.014886931075742304,0.00769734345568125,-0.0026887821911828896,-0.0034482758620689655,-0.3414453181430237,0.05859625510927049,-0.13723108668635864,-0.0034482758620689655,0.009039450927668374,-0.002673082063619353,0,0.006454290299900937,0.010710260844556004,0.22224638198073313,0,0.35342897178024124,0.33535112891162877,0.022361849984340796,-0.25300398381756045,0.0026567191338367755,-0.010710260844556004,-0.0034482758620689655,0.004303620480891651,-0.19828288603751126,0.007626900700281818,0.0034482758620689655,-0.22109986824581168,0.36293317643094924,-0.0034482758620689655,-0.399282859331234,0.001513842593803045,6.197065271098118e-4,0,0.22224638198073313,0.06019004902699822,0.36314541736808104,-0.025263029374270957,0.40920259585572805,-0.196172372806905,0.40983651612520705,0.36314541736808104,0.3260933240077883,-9.92465690366722e-4,0.25265017694356195,0.2548537890398247,0.26337135160294894,-0.35197480790228275,0.19229384070419747,0.19229384070419747,0.1051605739588068,-0.1763137698839145,-0.20641425924581008,0.22280867648569935,0.22280867648569935,0.2672299294384706,0.017441562327557628,0.002384980003401993,0
Cdh1,0.17769906169749247,0.1841079439319084,0.21029827858053088,0.1911725955204216,0.23598246544978002,-0.2825876003366818,0.22067492182943726,0.1911725955204216,0.20593245790708697,0.2067559768379613,0.16363636363636364,0.1530267808630964,0.23011899542320724,-0.023838875421947323,-0.16363636363636364,-0.36575489973156017,-0.27769837343881293,0.09503244350441145,0.03886389035768671,-0.20200740436034553,-0.23011899542320724,0.1911725955204216,-0.25854649065759694,0.1691853525945853,0.23886605671669353,-0.1867132867132867,0.023918893477303402,-0.262423941021427,0.1911725955204216,0.30062410706598286,-0.21148222028959984,-0.21091339213513685,0,-0.023838875421947323,-0.14269938751362296,-0.2627595298771375,-0.08373576582386522,-0.3116477293036672,0.15161447292512079,-0.3099345327029509,-0.2627595298771375,-0.3382495192704226,-0.08303046787215426,-0.027119762158152753,-0.02629437362817017,-0.02780693910401032,0.24043642478950938,-0.019342375891468748,-0.019342375891468748,0.018647366340436212,-0.018337167844097117,-0.014374901184647192,-0.023452679141440547,-0.023452679141440547,-0.028152520576253726,0.14615135465990842,-0.20839984460492583,-0.16363636363636364
Cdc25C,0.013084762231852254,0.006320382561370649,-0.0034482758620689655,0,-0.3417169615326822,0.05911483611472209,-0.13261835272128697,0,0.007010848679851816,-0.0034482758620689655,0,0.005817175203463561,0.00814589447710828,0.22109986824581168,0,0.35369850630471494,0.3343820081673861,0.02101613715000471,-0.23781798819392805,0.0034482758620689655,-0.00814589447710828,0,0.005287166079106767,-0.19829894765571932,0.005753629087921592,0,-0.21907544285663536,0.36314541736808104,0,-0.3992742697097375,0.002384980003401993,0.0014915773841635434,0,0.22109986824581168,0.06148564310098351,0.3623398913978824,-0.02440169538325237,0.5089082781248563,-0.19693746178101895,0.4096410381211257,0.3623398913978824,0.326575553197946,-0.0020454975019602714,0.24903614620923484,0.23911958661360705,0.2548537890398247,-0.3527918629953911,0.19189970847999666,0.19189970847999666,0.10470688129146861,-0.1762601992047683,-0.2062638246219281,0.22224638198073313,0.22224638198073313,0.2494000086493509,0.01544014020943817,0.0026567191338367755,0
Cdc25B,-0.12628631110512956,-0.13331446967458863,-0.12631578947368421,-0.1,-0.35353810778812955,0.22802324664229728,-0.18355286553226902,-0.1,-0.14470999276750798,-0.12631578947368421,0,-0.11762319936357828,-0.1633502889128025,0.12316397102435928,0,0.4685518152037419,0.3574531294660971,-0.08441138001685392,-0.11164141414141415,0.12631578947368421,0.1633502889128025,-0.1,0.18256910645320984,-0.23119370359610053,-0.16715127055665757,0.1,-0.11998920476524082,0.4773392338304692,-0.1,-0.4168722470636309,0.1489720943354618,0.15125392068852841,0,0.12316397102435928,0.2862613176937191,0.4736296358237751,0.07713473430047571,0.5259492218205174,-0.21703376305867045,0.5269508556281058,0.4736296358237751,0.44052474331206415,-0.025882318329750603,0.13171130329560346,0.11063425875123452,0.12709901646048563,-0.3765646600786917,0.1142935964131128,0.1142935964131128,0.04503463280426302,-0.07589664434324703,-0.09150945325423984,0.12467866312425453,0.12467866312425453,0.11382143975734796,-0.11259061702219024,0.14312251216275984,0
Cdc25A,-0.3334140684648203,-0.33225273951667506,-0.31659919028340083,-0.2692307692307693,-0.36956745175219546,0.2704742668922394,-0.3051696320857778,-0.2692307692307693,-0.35847673786859857,-0.3135252918287938,-0.2,-0.294044999027015,-0.37945031825523456,-0.14324814821057757,0.2,0.49088528894224154,0.38392787155375985,-0.22072907143184278,0.10987821083552826,0.30928961748633876,0.37945031825523456,-0.2692307692307693,0.408337521627013,-0.22013181999373713,-0.39058544231244924,0.26666666666666666,0.1439363822925887,0.49563437124795406,-0.2692307692307693,-0.4397669152631707,0.3517517781696593,0.35863319733257926,0,-0.14324814821057757,0.2037959343575006,0.4937826856298254,0.19830186673289482,0.34829962878202764,-0.3583884943821803,0.45047341703859267,0.4937826856298254,0.3637328979635149,0.04231575005133702,-0.16185267590792518,-0.17152867008424938,-0.17185624060290272,-0.2985411175701024,-0.10793807976564655,-0.10793807976564655,-0.14501541655939404,0.14746219692369741,0.15562585041555294,-0.14336434191061684,-0.14336434191061684,-0.18108944490817086,-0.2851192431768386,0.33611107465207135,0.2
Cdc20,0.20978801342492712,0.21438717085034037,0.19657142857142856,0.15714285714285714,0.4121625856107577,-0.02943689688193311,0.28278332235565495,0.15714285714285714,0.23074397277378358,0.19515455304928989,0.1,0.19503369131741818,0.2514792609363939,-0.26055019648311534,-0.1,-0.4295818207358277,-0.13221864284332846,0.14220024169222653,0.25865217694576315,-0.19366980325064156,-0.2514792609363939,0.15714285714285714,-0.27863257931128765,0.29858141308392233,0.2584202846600719,-0.15714285714285714,0.2562233719940634,-0.4347183496247663,0.15714285714285714,0.4830492772214551,-0.23105634624625188,-0.23901285171361683,0,-0.26055019648311534,-0.3649696026612264,-0.4306261415477211,-0.13021701521733092,-0.49260976133400886,0.2909010901419096,-0.4919400907939725,-0.4306261415477211,-0.40203460252094453,0.10264360466054179,-0.27951132089225356,-0.2574466269997687,-0.27822757938072107,0.44542737343842054,-0.24235389535994406,-0.24235389535994406,-0.12597585130495842,0.21914085152802093,0.24484060688122025,-0.2629241911853012,-0.2629241911853012,-0.2657774250337286,0.18502478789047244,-0.21668146814989925,-0.1
Casp9,-0.6630897628581625,-0.6803391732458147,-0.5,-0.4,-0.5929181875250926,0.03075817708953955,-0.8920994654106706,-0.4,-0.6839419000270954,-0.5,-0.3,-0.7550329125415793,-0.5858164529462828,0.5755453513142998,0.3,0.4563611000740854,0.3604186697289403,-0.5984042202420454,-0.8904535724591802,0.5,0.5858164529462828,-0.4,0.7901855480539961,-0.6054157207911932,-0.6878937685932284,0.4,-0.5250366738756403,0.355754452256703,-0.4,-0.40048764757595545,0.6932226741416584,0.7847848316851832,0,0.5755453513142998,0.025456336559518088,0.34852929415222406,-0.07793479864219609,0.5248688225213339,-0.17345148017149475,0.4085221381652472,0.34852929415222406,0.3165249001481387,-0.006924737778584764,0.8468843925842915,0.8895233705362923,0.9766536248175586,0.34484448958472347,0.5839591366542921,0.5839591366542921,0.5702637100719019,-0.5837837288861129,-0.624850947073002,0.6133372437110867,0.6133372437110867,0.8911690184520824,-0.6379319183520031,0.5975757575757575,0.3
Casp8,-0.6642836647583471,-0.6812239964033915,-0.5,-0.4,-0.609623839345139,0.030824158327343205,-0.8928143314142701,-0.4,-0.6844410050437906,-0.5,-0.3,-0.758227753307986,-0.586148149287667,0.6886262862521273,0.3,0.4610539174632886,0.3625902088888955,-0.6037190921264173,-0.8921643996793389,0.5,0.586148149287667,-0.4,0.790581372678935,-0.6314329046469283,-0.6882547412713697,0.4,-0.6330054584817668,0.3580467088244475,-0.4,-0.40389861953616685,0.6935112661939938,0.7855335583329996,0,0.6886262862521273,0.02577963705689531,0.3499230998533809,-0.07815546017954544,0.5321002718239829,-0.17473400041779502,0.4116973994912197,0.3499230998533809,0.3182477666909723,-0.007503829708168225,0.8542164572886796,0.8915367232908746,0.9805874959178063,0.38649719255011167,0.6047861151733576,0.6047861151733576,0.6934179677419539,-0.6094101268988344,-0.6494150533085606,0.7320519908213048,0.7320519908213048,0.992955383575775,-0.6401164597828681,0.5976539589442815,0.3
Casp3,-0.7417190261681602,-0.7658185667969571,-0.5980000000000001,-0.5,-0.6005959663521773,0.030350773362382615,-0.9825551983569696,-0.5,-0.7712749740579524,-0.597843665768194,-0.4,-0.8300544842395116,-0.6738951408750457,0.6133372437110867,0.4,0.4602335501582388,0.36710032465175996,-0.6340835117438355,-0.9786541624296816,0.5975757575757575,0.6738951408750457,-0.5,0.880740266585704,-0.6199228577173724,-0.7773637986788567,0.5,-0.5755453513142998,0.3588018042219358,-0.5,-0.40569345871397006,0.785238004706973,0.8723396987133267,0,0.6133372437110867,0.02272816013007882,0.355754452256703,-0.08092000337477975,0.532938048974701,-0.17295878582211618,0.4142289672213586,0.355754452256703,0.318403103842296,-0.0032345240337366852,0.9089955181988761,0.9766536248175586,0.9549854124996271,0.3541342650496941,0.6074359435099675,0.6074359435099675,0.5940618610734427,-0.5983171506923571,-0.6422101877142511,0.6407545199214664,0.6407545199214664,0.9795992051467971,-0.7062543416609495,0.6932226741416584,0.4
Casp2,-0.3,-0.3,-0.1,0,-0.49135135135135133,0.0125,-0.5,0,-0.3,-0.1,0,-0.4,-0.2,0.7979030144167758,0,0.3844660194174757,0.26284667713239146,-0.38857142857142857,-0.5,0.1,0.2,0,0.4,-0.5865707913046373,-0.3,0,-0.7,0.2819548872180451,0,-0.29207920792079206,0.3,0.4,0,0.7979030144167758,0.04583333333333333,0.2,-0.05170068027210885,0.395,-0.1875609756097561,0.2923809523809524,0.2,0.26937799043062205,-0.09416342412451362,0.7,0.5,0.6,0.4122968726910057,0.8884664568875096,0.8884664568875096,0.986557599571352,-0.8685682578952006,-0.875600663472049,0.891957269340596,0.891957269340596,0.5,-0.3,0.2,0
BIM,-0.3977044476327116,-0.4,-0.2,-0.1,-0.5602847428814279,0.022703994537384774,-0.6,-0.1,-0.4,-0.2,0,-0.4976047904191617,-0.3,0.8902494716115397,0,0.4398272584786741,0.3164121300694191,-0.4644594229128961,-0.6,0.2,0.3,-0.1,0.5,-0.5588126073261032,-0.4,0.1,-0.797153024911032,0.3336022589753933,-0.1,-0.35842572062084255,0.4,0.5,0,0.8902494716115397,0.04707402812241522,0.27837837837837837,-0.06452380952380951,0.4702585076818206,-0.1952926682046321,0.360262891809909,0.27837837837837837,0.3100247402276101,-0.06328700711053652,0.7984158415841585,0.6,0.7,0.4373216617629966,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7365446207896065,-0.850130034726791,0.978205097602031,0.978205097602031,0.6,-0.39584415584415583,0.3,0
BIK,-0.3977044476327116,-0.4,-0.2,-0.1,-0.5602847428814279,0.022703994537384774,-0.6,-0.1,-0.4,-0.2,0,-0.4976047904191617,-0.3,0.8902494716115397,0,0.4398272584786741,0.3164121300694191,-0.4644594229128961,-0.6,0.2,0.3,-0.1,0.5,-0.5588126073261032,-0.4,0.1,-0.797153024911032,0.3336022589753933,-0.1,-0.35842572062084255,0.4,0.5,0,0.8902494716115397,0.04707402812241522,0.27837837837837837,-0.06452380952380951,0.4702585076818206,-0.1952926682046321,0.360262891809909,0.27837837837837837,0.3100247402276101,-0.06328700711053652,0.7984158415841585,0.6,0.7,0.4373216617629966,0.8711253787550646,0.8711253787550646,0.8668702741951411,-0.7365446207896065,-0.850130034726791,0.978205097602031,0.978205097602031,0.6,-0.39584415584415583,0.3,0
BID,-0.3961538461538462,-0.4,-0.2,-0.1,-0.5269914840150774,0.023198048347748947,-0.6,-0.1,-0.4,-0.2,0,-0.4949685534591195,-0.3,0.4830401240356602,0,0.4148787177342489,0.2992126436781609,-0.4472364672364672,-0.6,0.2,0.3,-0.1,0.5,-0.5138684869021948,-0.4,0.1,-0.3949685534591195,0.31439142396357084,-0.1,-0.34088669950738915,0.4,0.5,0,0.4830401240356602,0.039504997620180865,0.2710843373493976,-0.060012464643559124,0.4513286713286713,-0.1713816618164444,0.34404371584699456,0.2710843373493976,0.28999096735343455,-0.04010070676737344,0.7967010309278351,0.6,0.7,0.313738591916558,0.45133322249552743,0.45133322249552743,0.44242329227323623,-0.49793604413644943,-0.5208301038213061,0.5631643476381447,0.5631643476381447,0.6,-0.3927927927927928,0.3,0
BCLXL,0.3986206896551724,0.4,0.2,0.1,0.5707353953493799,-0.0218815331010453,0.6,0.1,0.4,0.2,0,0.4986062717770035,0.3,-0.8929475174268994,0,-0.4535239235643367,-0.3308968253968254,0.4713062582792156,0.6,-0.2,-0.3,0.1,-0.5,0.5684239546434976,0.4,-0.1,0.7983402489626557,-0.3474174369989644,0.1,0.3695571095571096,-0.4,-0.5,0,-0.8929475174268994,-0.05525094072227923,-0.2845161290322581,0.06956083711132481,-0.47880023005176164,0.2199368904926505,-0.37088172043010753,-0.2845161290322581,-0.3254646989347185,0.09217925506864803,-0.7990883190883191,-0.6,-0.7,-0.45752544259802336,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.8465732933469727,0.9579175179471129,-0.9827129758490741,-0.9827129758490741,-0.6,0.39751552795031053,-0.3,0
BCL2,0.3986206896551724,0.4,0.2,0.1,0.5707353953493799,-0.0218815331010453,0.6,0.1,0.4,0.2,0,0.4986062717770035,0.3,-0.8929475174268994,0,-0.4535239235643367,-0.3308968253968254,0.4713062582792156,0.6,-0.2,-0.3,0.1,-0.5,0.5684239546434976,0.4,-0.1,0.7983402489626557,-0.3474174369989644,0.1,0.3695571095571096,-0.4,-0.5,0,-0.8929475174268994,-0.05525094072227923,-0.2845161290322581,0.06956083711132481,-0.47880023005176164,0.2199368904926505,-0.37088172043010753,-0.2845161290322581,-0.3254646989347185,0.09217925506864803,-0.7990883190883191,-0.6,-0.7,-0.45752544259802336,-0.9768107876729484,-0.9768107876729484,-0.9732985569776778,0.8465849552175226,0.8579089906118087,-0.9827129758490741,-0.9827129758490741,-0.6,0.39751552795031053,-0.3,0
BAX,-0.49023744744001985,-0.4966562173458725,-0.3,-0.2,-0.5632932126688229,0.02859179160556987,-0.7,-0.2,-0.49749608763693265,-0.3,-0.1,-0.5871587062604777,-0.3982740021574973,0.5631643476381447,0.1,0.4413962896192329,0.33509974045235447,-0.5069277193805496,-0.7,0.3,0.3982740021574973,-0.2,0.5989710610932476,-0.5584890039997761,-0.4985294117647059,0.2,-0.4830401240356602,0.3417270641019791,-0.2,-0.3775052211726398,0.5,0.5978021978021978,0,0.5631643476381447,0.036016625527157606,0.31439142396357084,-0.06880419007844393,0.4925233959213789,-0.17959422220291782,0.3829326047358834,0.31439142396357084,0.3088673718478166,-0.02872699923413858,0.8884435931622006,0.7,0.7973399833748961,0.3267557463060636,0.5119624359786734,0.5119624359786734,0.4999531727513239,-0.540083161432672,-0.5706353618544122,0.5299508644920772,0.5299508644920772,0.7,-0.48189231885914346,0.4,0.1
BAK,-0.49023744744001985,-0.4966562173458725,-0.3,-0.2,-0.5632932126688229,0.02859179160556987,-0.7,-0.2,-0.49749608763693265,-0.3,-0.1,-0.5871587062604777,-0.3982740021574973,0.5631643476381447,0.1,0.4413962896192329,0.33509974045235447,-0.5069277193805496,-0.7,0.3,0.3982740021574973,-0.2,0.5989710610932476,-0.5584890039997761,-0.4985294117647059,0.2,-0.4830401240356602,0.3417270641019791,-0.2,-0.3775052211726398,0.5,0.5978021978021978,0,0.5631643476381447,0.036016625527157606,0.31439142396357084,-0.06880419007844393,0.4925233959213789,-0.17959422220291782,0.3829326047358834,0.31439142396357084,0.3088673718478166,-0.02872699923413858,0.8884435931622006,0.7,0.7973399833748961,0.3267557463060636,0.5119624359786734,0.5119624359786734,0.4999531727513239,-0.540083161432672,-0.5706353618544122,0.5299508644920772,0.5299508644920772,0.7,-0.48189231885914346,0.4,0.1
BAD,-0.3,-0.3,-0.1,0,-0.4930835734870317,0.011428571428571429,-0.5,0,-0.3,-0.1,0,-0.4,-0.2,0.7983402489626557,0,0.38745098039215686,0.2657857142857143,-0.3906432748538012,-0.5,0.1,0.2,0,0.4,-0.4880215049497093,-0.3,0,-0.7,0.2845161290322581,0,-0.29333333333333333,0.3,0.4,0,0.7983402489626557,0.04912280701754386,0.2,-0.054022988505747126,0.3960591133004926,-0.19508481948673334,0.2935483870967742,0.2,0.2739837398373984,-0.10454674623472578,0.7,0.5,0.6,0.4188680351906159,0.8895714363986658,0.8895714363986658,0.8877856004691159,-0.9710556120905703,-0.9775534934943755,0.8929475174268994,0.8929475174268994,0.5,-0.3,0.2,0
b_catenin_TCF4,0.8999773537904094,0.9,0.6,0.5,-0.28055555555555556,0.230718954248366,0.8,0.5,0.9,0.6,0.4,0.799964639321075,0.9,0.02,-0.4,0.3871428571428571,0.2595959595959596,0.7996227470943251,0.6,-0.6,-0.9,0.5,-0.9,-0.2257142857142857,0.9,-0.5,0,0.4941422594142259,0.5,-0.29310344827586204,-0.8,-0.9,0,0.02,0.3447811447811448,0.4,0.15441412520064204,0.292156862745098,-0.22363636363636363,0.29444444444444445,0.4,0.38333333333333336,-0.10933333333333332,0,0,0,-0.2870967741935484,0.03851851851851852,0.03851851851851852,0.0032258064516129032,-0.014496314496314496,-0.016233766233766232,0.036279069767441864,0.036279069767441864,0,0.7999546485260771,-0.7,-0.4
ApicalBasal_Pol,-0.7255802585071243,-0.7523065196808536,-0.896887159533074,-0.8,0.3753477338721107,-0.26172199906571375,-0.5696232186561316,-0.8,-0.6603491841174595,-0.8964125560538116,-0.7,-0.8033532184884484,-0.6634392552646333,-0.06654091239141408,0.7,-0.4923495878800946,-0.37739743661117164,-0.4079999278710841,-0.7093061785266902,0.7954802259887005,0.6634392552646333,-0.8,0.6713499378107353,0.2637667065943069,-0.6677328600041241,0.7,0.060029182507616664,-0.5048686626187755,-0.8,0.43828212054399945,0.8780193583439422,0.7596358459432299,0,-0.06654091239141408,-0.3258561099230898,-0.4919724268584981,-0.09201066682970077,-0.4452676023191405,0.2415659522420123,-0.44862929376503136,-0.4919724268584981,-0.46611526597207814,0.0444783109471643,-0.06211703429776817,-0.036049382716049384,-0.05153055426416654,0.40278768578077384,-0.07234113821729135,-0.07234113821729135,-0.010841707176042045,0.026443623050809516,0.034711487453285915,-0.07030594638130426,-0.07030594638130426,-0.036483516483516484,-0.68384457163244,0.7888577094324092,0.6
AMOT,-0.03634125169805016,-0.14076814538807977,-0.8849056603773585,-0.8,0.36697800289986204,-0.25600462867553503,-0.02731707317073171,-0.8,-0.028617981683308313,-0.78,-0.7,-0.15786022313122053,-0.05253736585286857,-0.06574628645478542,0.7,-0.48351985275238896,-0.37120105353036553,0.010997666055198701,-0.5089093701996928,0.6666666666666667,0.05253736585286857,-0.8,0.055489160615681224,0.25739142222568695,-0.05339571619141512,0.6,0.059623837475193585,-0.49430899778627035,-0.8,0.43018420964630677,0.7296651522799933,0.15249225655359977,0,-0.06574628645478542,-0.31452627462408705,-0.4828693546848994,-0.08693099271897678,-0.4374931972749236,0.23463960977616033,-0.4402167151196533,-0.4828693546848994,-0.4569444474033329,0.04204135226345455,-0.061804954081316366,-0.036049382716049384,-0.05143399810066477,0.3945004342559416,-0.07100402084730266,-0.07100402084730266,-0.010686735818327435,0.025908875932351444,0.03423496836130118,-0.06919046697735073,-0.06919046697735073,-0.036483516483516484,-0.027476666120844928,0.7095238095238096,0.5
