1	1	100	-7.789516	-1.636686	1.889584	7.245253	5.424311	2.323028	0.851233	0.750047	1.215319	6.552376	6.426850	2.795914	2.616314	0.215188
2	1	100	-9.206038	3.673423	5.671149	8.524946	8.578208	7.246005	0.445576	1.436474	-6.265623	4.521058	6.832913	4.647777	1.120725	-0.365375
3	1	100	-7.846635	2.126928	1.527834	0.464610	5.635098	6.357827	2.154254	6.465893	-5.930922	3.429584	4.364838	-2.272277	4.040245	5.504146
4	2	81	6.909559	6.153011	6.129785	5.289025	5.623585	5.425670	5.645277	4.635558	-0.321156	5.629975	6.404721	6.721426	2.561209	5.833012
4	2	19	-1.040789	1.821704	-0.192024	5.291752	5.623590	5.425690	1.123491	-1.585720	-4.249822	5.667044	6.408486	5.986900	3.731495	5.831742
5	1	100	9.986721	9.433283	8.684147	4.082708	3.153136	4.808784	6.763675	7.503004	8.428918	-4.369600	3.765681	3.953734	6.138677	2.749548
6	2	76	6.097704	6.308728	6.987590	-5.059956	1.153991	0.977154	7.217285	7.624038	7.173341	-7.175978	3.229799	6.964281	4.004826	7.025483
6	2	24	-1.831187	0.925528	1.876822	-0.994040	1.158643	0.977154	3.296084	2.787830	2.036152	3.073245	3.234191	4.115741	9.136339	7.025423
7	1	100	-5.542613	-1.689328	1.265435	5.321214	5.069298	2.599958	1.250466	-3.913103	-1.619761	4.585224	7.159129	4.660849	5.053049	4.678072
8	1	100	-18.362975	0.682030	-2.764243	5.625660	8.801270	7.292512	-0.162676	-1.425806	-10.645913	8.182108	8.515096	3.511104	-0.409137	2.888409
9	2	73	7.297673	6.655183	6.995935	0.997016	-1.355776	5.801941	6.785872	8.800946	5.903375	-0.637322	-1.377648	5.572855	5.553730	6.014225
9	2	27	-4.000029	0.730124	3.699222	7.446649	3.954624	5.842979	1.172213	3.414297	1.401795	9.302350	5.066392	-0.729335	6.548020	2.251937
10	2	63	-10.215015	1.160389	0.900563	3.824728	6.678422	8.691253	-1.822625	0.561511	-10.063140	7.732284	6.585662	-0.565343	5.859545	7.839567
10	2	37	6.330286	7.290496	6.721011	2.120230	1.740260	6.417852	4.515054	6.793092	2.163952	-2.013475	2.142439	5.543802	5.021608	8.769932
11	1	100	8.281702	6.740006	8.477666	3.395661	1.461454	1.856913	8.094357	2.766874	6.956386	-1.269253	-2.169601	6.670535	-0.204142	6.244071
12	2	93	-5.031584	5.493133	7.417009	8.387089	7.103889	6.730091	1.166886	1.927193	-7.404853	6.737572	5.712159	1.398401	7.728938	-1.491416
12	2	7	4.233163	9.183845	7.607318	5.461771	4.020208	6.466957	6.716051	6.334640	-1.715648	-2.751442	5.021579	7.186071	1.156526	3.498542
13	1	100	9.577769	5.721113	5.746745	2.879565	4.920018	5.924192	7.219142	7.942814	1.725461	1.305657	4.171770	6.624217	-0.262498	5.698730
14	2	70	-7.709866	-0.923497	2.619688	6.235877	6.054489	8.162331	1.060697	-0.760178	-12.528486	6.381479	4.307790	1.195757	4.277092	4.916846
14	2	30	6.031022	5.102450	8.380091	0.870741	1.984971	2.760321	7.361450	5.263059	6.469513	-3.739076	-2.298507	7.345227	-0.391275	7.370000
15	2	35	-7.188943	-2.279059	2.661573	8.899105	6.800537	2.490693	2.563205	1.223462	-8.515866	5.096420	7.094988	0.170893	3.682788	3.681905
15	2	65	5.904495	3.688351	6.011246	3.089373	1.677977	1.953151	5.663883	7.534354	5.792986	-5.213030	3.666128	6.086257	0.939052	7.430808
16	1	100	9.338733	6.555858	7.481221	3.304836	1.433632	-3.299083	6.757592	8.898719	6.294910	-4.989110	-0.445318	6.160203	5.147584	6.593796
17	1	100	-11.078343	-1.296266	1.619395	6.939790	6.152074	4.580656	1.511924	3.331304	-2.696661	7.161819	7.834361	1.554346	7.106246	0.855909
18	1	100	-12.303832	0.801565	5.422121	9.749753	7.949304	8.520532	3.625458	1.558803	-7.300001	6.968033	7.392216	2.569191	6.560802	1.239396
19	2	49	-5.828967	-0.442529	-0.183336	6.669974	5.371545	4.648861	-2.208698	1.191258	-3.186437	3.172483	6.459495	2.466728	6.621680	0.957536
19	2	51	7.473463	5.830881	5.674449	5.793301	5.208186	3.927783	4.111263	7.394750	3.072807	-8.515884	6.089270	8.103468	0.736370	1.112277
20	1	100	7.698633	6.194591	6.626455	1.982655	-2.430045	2.921155	7.737267	7.879065	6.074689	-7.065587	-0.888684	7.353802	1.786657	6.459423
21	1	100	-7.948485	2.397186	0.492290	6.204576	5.605775	5.287442	4.807087	0.198105	-3.206720	4.118039	5.375184	-1.946039	8.231134	1.383495
22	1	100	4.573769	8.153388	6.815412	-2.031308	-4.052107	4.051996	7.125000	5.720041	4.232796	-1.254517	-0.023871	5.516664	3.227216	8.791252
23	2	99	-7.161237	4.212077	7.565933	6.857578	5.016613	6.099782	0.505669	1.723131	-3.776231	3.662460	6.826101	0.879497	7.811214	5.159485
23	2	1	4.563020	6.025911	7.583335	3.705646	-0.704558	3.286018	5.442779	6.568174	3.495567	-1.885580	0.391768	7.401006	4.610930	6.487297
24	1	100	11.906172	7.664113	6.542685	-0.948738	0.926517	2.871002	5.695872	7.518244	7.766006	-1.872679	1.741251	4.305994	6.406339	6.344625
25	2	69	6.494241	5.332544	6.895648	0.350254	0.246275	-0.090382	5.620532	5.171385	5.569503	-4.570459	0.148225	6.446618	2.635212	6.002762
25	2	31	-0.628175	0.648410	4.087155	5.379058	1.693281	1.247638	3.727966	-1.336203	2.689255	3.580958	2.249191	2.683563	7.841949	5.599907
26	2	89	9.635739	6.540120	5.606403	0.752047	-5.745572	0.117072	3.935238	3.782053	6.636683	-7.012840	0.224867	7.765848	4.252790	7.653658
26	2	11	-3.682365	0.304431	1.393577	7.140027	0.776696	0.117072	-2.685151	0.607503	-3.360986	4.047500	6.782776	1.832434	6.965071	3.543550
27	2	51	-2.631251	0.517396	-2.706175	3.235186	7.090277	6.865977	0.984157	2.773393	-6.641997	6.035986	8.411827	6.038685	4.097630	7.325742
27	2	49	5.265987	6.317330	3.085906	0.605141	7.087978	6.865903	7.171307	6.118526	-6.128994	1.501102	5.851838	8.412246	2.421574	7.328540
28	1	100	-11.815587	-1.118925	-2.874737	6.187164	6.379203	3.930607	2.423932	1.639617	-5.431385	7.397146	4.894783	-0.613218	4.499512	2.075100
29	2	55	5.212299	3.950407	0.615762	1.688486	-0.473496	0.789483	6.968148	6.373873	1.436758	-2.897123	3.742634	6.315345	2.531906	7.294773
29	2	45	-1.592240	-0.749332	0.486329	6.761069	3.840707	1.989678	6.934789	0.123143	-1.121735	7.418875	5.433309	5.532666	4.968958	5.883706
30	1	100	7.655771	6.215399	7.142495	-0.167764	4.579801	2.261432	6.754293	7.973738	4.610722	-7.250142	1.968140	6.496106	2.957623	6.219818
31	2	75	-12.308090	1.428086	-0.444751	6.580206	6.640473	6.359916	-0.538275	3.013290	-9.715801	5.387975	6.434226	2.694795	8.072570	2.070811
31	2	25	3.806602	7.368179	4.608248	2.632586	4.261149	5.511372	4.516979	7.485523	-0.750406	-3.615433	1.643021	8.662751	2.618901	4.655611
32	1	100	9.150066	5.975840	8.047775	-4.863077	5.362390	6.176122	8.762939	6.430013	1.198516	-2.005533	1.546730	6.515937	2.707672	8.199222
33	1	100	-11.196791	2.675840	4.610762	7.160499	8.862927	8.299192	1.803441	2.440988	-7.580001	2.149870	5.288387	2.982512	6.999142	3.324984
34	1	100	-5.630860	0.386710	0.923482	8.123767	6.378005	7.298453	1.791632	-1.918562	-15.736234	5.933146	9.320001	0.742012	6.331008	6.996884
35	2	81	7.126916	7.164167	7.420215	0.155301	1.403864	-0.964005	5.558513	7.843645	7.275151	-2.928200	1.158084	4.640970	1.418710	5.922403
35	2	19	-7.704855	0.914015	2.005925	4.606022	3.644155	-0.912238	-0.742560	1.785139	2.343610	5.093395	3.077303	-0.544359	1.750964	5.900936
36	1	100	8.079181	7.243965	5.790993	-0.899850	0.016267	0.884882	2.085813	6.374554	5.344381	-3.819978	2.027930	6.168537	5.503786	4.643064
37	2	57	-2.260724	1.403303	1.449679	5.238202	3.629809	4.074163	3.813517	1.298882	-4.949915	4.523761	4.065233	1.775438	6.243093	6.828210
37	2	43	6.134385	6.342282	5.014646	-1.116830	1.678826	3.451967	7.687310	7.348482	-0.226680	-5.997700	1.689513	4.190228	6.241599	7.991808
38	2	40	2.150625	6.602301	7.982684	3.176424	6.515258	6.653863	6.156101	6.026271	-5.787995	-0.562668	2.029770	4.417609	6.864529	6.271349
38	2	60	-7.221579	1.013527	2.095887	5.822421	8.079950	6.656467	1.116146	3.347749	-12.268815	3.780624	4.748394	0.999701	7.414272	5.289633
