27	2	-2.631251	0.517396	-2.706175	3.235186	7.090277	6.865977	0.984157	2.773393	-6.641997	6.035986	8.411827	6.038685	4.097630	7.325742	5.265987	6.317330	3.085906	0.605141	7.087978	6.865903	7.171307	6.118526	-6.128994	1.501102	5.851838	8.412246	2.421574	7.328540
29	2	5.212299	3.950407	0.615762	1.688486	-0.473496	0.789483	6.968148	6.373873	1.436758	-2.897123	3.742634	6.315345	2.531906	7.294773	-1.592240	-0.749332	0.486329	6.761069	3.840707	1.989678	6.934789	0.123143	-1.121735	7.418875	5.433309	5.532666	4.968958	5.883706
31	2	-12.308090	1.428086	-0.444751	6.580206	6.640473	6.359916	-0.538275	3.013290	-9.715801	5.387975	6.434226	2.694795	8.072570	2.070811	3.806602	7.368179	4.608248	2.632586	4.261149	5.511372	4.516979	7.485523	-0.750406	-3.615433	1.643021	8.662751	2.618901	4.655611
35	2	7.126916	7.164167	7.420215	0.155301	1.403864	-0.964005	5.558513	7.843645	7.275151	-2.928200	1.158084	4.640970	1.418710	5.922403	-7.704855	0.914015	2.005925	4.606022	3.644155	-0.912238	-0.742560	1.785139	2.343610	5.093395	3.077303	-0.544359	1.750964	5.900936
37	2	-2.260724	1.403303	1.449679	5.238202	3.629809	4.074163	3.813517	1.298882	-4.949915	4.523761	4.065233	1.775438	6.243093	6.828210	6.134385	6.342282	5.014646	-1.116830	1.678826	3.451967	7.687310	7.348482	-0.226680	-5.997700	1.689513	4.190228	6.241599	7.991808
38	2	2.150625	6.602301	7.982684	3.176424	6.515258	6.653863	6.156101	6.026271	-5.787995	-0.562668	2.029770	4.417609	6.864529	6.271349	-7.221579	1.013527	2.095887	5.822421	8.079950	6.656467	1.116146	3.347749	-12.268815	3.780624	4.748394	0.999701	7.414272	5.289633
42	2	0.615442	0.183240	-0.429760	1.507226	2.006340	3.161232	6.643004	6.612145	5.820989	-3.979747	0.987778	6.220894	2.785876	4.076213	9.957853	5.649418	5.228845	1.506604	2.006340	3.161232	6.737909	6.644819	7.530121	-5.210147	0.987778	6.260243	2.669136	4.076241
44	2	-7.284359	-0.115007	-0.779049	5.263547	7.798247	7.331945	2.037968	1.667840	-4.516535	2.523919	6.065382	3.835859	6.516428	6.077740	10.152644	5.879497	5.135304	0.719118	2.889370	2.864209	5.304687	6.588183	3.467080	-6.954248	1.299526	9.125576	0.690390	7.152510
45	2	-5.156766	6.827849	5.396839	7.151716	5.438962	6.070356	-1.031627	6.210210	-2.382202	6.144253	6.507683	2.973804	8.083443	-0.740293	6.875222	7.034795	5.458972	0.814774	1.737147	1.148915	4.007714	8.503336	6.969423	-0.961685	0.046852	8.625768	1.694907	3.340809
47	2	9.609355	7.421517	8.732498	-0.314939	2.651969	1.355659	4.463318	6.286333	7.698904	-6.267171	-0.306188	6.437231	4.442843	6.297121	-5.430057	3.557499	2.430202	6.300185	6.508598	3.656639	-1.583372	0.656339	-1.290739	6.107846	4.970867	-0.120648	6.222739	6.230051
