point_label,module_abbr,network_T_s,module_T_s,module_pheno_score,impurity,density,intra_density,inter_density,p_s_type
AS(AS_AS),AS,0.234375,0.22004437869822485,7.634615384615386,0.0,0.20833333333333334,0.16666666666666666,0.2708333333333333,top60
C(AS_C),C,0.08995931952662722,0.1111111111111111,3.1007892578925786,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top60
AS(AS_C),AS,0.08995931952662722,0.22004437869822485,7.711538461538462,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top60
E(AS_E),E,0.12726757369614514,0.2716049382716049,6.444444444444444,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
AS(AS_E),AS,0.12726757369614514,0.22004437869822485,7.63666823572484,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
M(AS_M),M,0.1359328772189349,0.17,2.6000000000000005,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top60
AS(AS_M),AS,0.1359328772189349,0.22004437869822485,7.664526535443756,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top60
AS(AS_PS),AS,0.10992417800453515,0.22004437869822485,7.4365393792246355,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top60
PS(AS_PS),PS,0.10992417800453515,0.2152777777777778,5.415081691549072,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top60
AS(AS_RS),AS,0.14339524872448978,0.22004437869822485,7.716604475194672,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top60
RS(AS_RS),RS,0.14339524872448978,0.3663194444444445,5.4140390769749045,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top60
C(C_AS_RS),C,0.08541666666666667,0.1111111111111111,3.2703232042325157,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
AS(C_AS_RS),AS,0.08541666666666667,0.22004437869822485,7.783676999253881,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
RS(C_AS_RS),RS,0.08541666666666667,0.3663194444444445,5.430074159488118,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
C(C_C),C,0.180625,0.1111111111111111,3.208333333333333,0.0,0.19444444444444445,0.28125,0.125,top60
M(C_M),M,0.1475,0.17,7.2,0.0,0.1625,0.20833333333333334,0.11666666666666667,top60
C(C_M),C,0.1475,0.1111111111111111,4.25,0.0,0.1625,0.20833333333333334,0.11666666666666667,top60
C(C_PS),C,0.08901234567901234,0.1111111111111111,3.213435116218978,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top60
PS(C_PS),PS,0.08901234567901234,0.2152777777777778,4.916666666666666,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top60
C(C_RS),C,0.140625,0.1111111111111111,3.583333333333333,0.0,0.14166666666666666,0.16071428571428573,0.125,top60
RS(C_RS),RS,0.140625,0.3663194444444445,5.333333333333334,0.0,0.14166666666666666,0.16071428571428573,0.125,top60
E(E_AS),E,0.12726757369614514,0.2716049382716049,6.444444444444445,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
AS(E_AS),AS,0.12726757369614514,0.22004437869822485,7.636979163918596,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
E(E_C),E,0.12051590236686391,0.2716049382716049,6.7777777777777795,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top60
C(E_C),C,0.12051590236686391,0.1111111111111111,3.4583333333333335,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top60
E(E_C_AS_RS),E,0.06672215616329766,0.2716049382716049,6.4998575690789995,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
C(E_C_AS_RS),C,0.06672215616329766,0.1111111111111111,3.354166666666668,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
AS(E_C_AS_RS),AS,0.06672215616329766,0.22004437869822485,7.790848842157709,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
