state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.9504,0.7306,0.6712,0.5371,0.7812,0.6161,-0.7333,-0.0861,-0.2905,0.2457
top30_module,0.9488,0.7273,0.6641,0.5311,0.7874,0.6139,-0.728,-0.0736,-0.2662,0.2309
top60_module,0.9479,0.712,0.6223,0.5082,0.7467,0.5372,-0.6661,-0.0094,-0.1747,0.2207
dominant_network,0.9803,0.4766,0.3436,0.6068,0.6601,0.4628,-0.7827,-0.1549,-0.3491,0.2199
top30_network,0.9789,0.4857,0.3496,0.5976,0.6726,0.4557,-0.7767,-0.126,-0.3037,0.2007
top60_network,0.92,0.4255,0.2848,0.4882,0.5892,0.3723,-0.6386,0.0408,-0.1491,0.2576
PC1_var,0.5352,0.1864,0.1684,0.652,0.2582,0.4973,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.2721,-0.3154,-0.3279,-0.5108,-0.4368,-0.3896,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.4606,-0.353,-0.3318,-0.6392,-0.4889,-0.4875,0.0779,-0.5093,-0.3254,-0.3288
