state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.9257,0.6134,0.5387,0.62,0.6372,0.6708,-0.7737,-0.1163,-0.3051,0.1634
top30_module,0.9257,0.6216,0.5405,0.62,0.6372,0.6627,-0.7737,-0.1163,-0.3051,0.1634
top60_module,0.9463,0.5881,0.4619,0.3918,0.6343,0.5732,-0.6693,0.0633,-0.1017,0.1545
dominant_network,0.9705,0.4184,0.2313,0.594,0.5169,0.4582,-0.8296,-0.1311,-0.3466,0.2165
top30_network,0.9676,0.4328,0.2384,0.5394,0.5376,0.4076,-0.8296,-0.0839,-0.2478,0.1605
top60_network,0.9463,0.4365,0.2423,0.3962,0.5578,0.3542,-0.7031,0.025,-0.1268,0.1545
PC1_var,0.4356,0.1062,0.1236,0.6156,0.1325,0.459,-0.2948,0.4827,0.0855,0.5416
NumPC_90,-0.2457,-0.3848,-0.3675,-0.5045,-0.5942,-0.2158,0.0373,-0.3455,-0.1782,-0.2249
PCA_entropy,-0.4503,-0.334,-0.2799,-0.7025,-0.468,-0.4122,0.2364,-0.3974,-0.2093,-0.2325
