state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.6284,0.7183,0.7183,0.2258,0.6932,0.1004,-0.0921,0.5166,0.2579,0.3311
top30_module,0.6284,0.7183,0.7183,0.2258,0.6932,0.1004,-0.0921,0.5166,0.2579,0.3311
top60_module,0.6461,0.6945,0.6945,0.2258,0.6343,0.1025,-0.129,0.5195,0.283,0.3076
dominant_network,0.8085,0.1684,0.1684,0.5185,0.3814,0.4252,-0.2397,0.7143,0.3378,0.511
top30_network,0.8174,0.1062,0.1062,0.4505,0.296,0.3834,-0.1628,0.7703,0.4056,0.514
top60_network,0.8462,-0.0227,-0.0227,0.1963,0.0809,0.1957,-0.261,0.5901,0.2962,0.4753
PC1_var,0.5887,0.0476,0.0476,0.5697,0.1177,0.5089,-0.2948,0.4827,0.0855,0.5416
NumPC_90,-0.3574,-0.4794,-0.4794,0.0314,-0.7357,0.0031,0.0373,-0.3455,-0.1782,-0.2249
PCA_entropy,-0.4857,-0.2859,-0.2859,-0.2657,-0.4533,-0.2585,0.2364,-0.3974,-0.2093,-0.2325
