state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.889,0.6945,0.6391,0.6442,0.6665,0.6178,-0.5493,0.2272,-0.037,0.3672
top30_module,0.8889,0.6926,0.6368,0.6399,0.6688,0.619,-0.5475,0.2317,-0.0245,0.3566
top60_module,0.9097,0.6661,0.592,0.6477,0.6456,0.5948,-0.537,0.2264,0.0276,0.3005
dominant_network,0.9481,0.2574,0.1716,0.7451,0.4006,0.58,-0.6573,0.2277,-0.1245,0.4725
top30_network,0.9421,0.2643,0.1791,0.7193,0.4113,0.5599,-0.6409,0.2631,-0.0512,0.4253
top60_network,0.8988,0.1863,0.0954,0.6417,0.29,0.4996,-0.5036,0.3676,0.0682,0.4444
PC1_var,0.7132,0.1617,0.0965,0.8486,0.2516,0.6606,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.3949,-0.3983,-0.399,-0.4969,-0.6198,-0.3868,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.6015,-0.3862,-0.3411,-0.7193,-0.6011,-0.56,0.0779,-0.5093,-0.3254,-0.3288
